 INPUT STRING:	أنا
 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W9
      OFFSETS:	29-30
       TOKENS:	P27W10-P27W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W10
      OFFSETS:	30-31
       TOKENS:	P27W11-P27W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W11
      OFFSETS:	31-32
       TOKENS:	P27W12-P27W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W12
      OFFSETS:	32-33
       TOKENS:	P27W13-P27W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	أقرأ
     IS_TRANS:	>qr>
        INDEX:	P27W13
      OFFSETS:	36-40
       TOKENS:	P27W14-P27W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qaraY_1]
   UNSPLITVOC:	(>qr>)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	>qr>+(null)
        GLOSS:	read+you

 INPUT STRING:	تاريخ
     IS_TRANS:	tAryx
        INDEX:	P27W14
      OFFSETS:	41-46
       TOKENS:	P27W15-P27W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAriyx_1]
   UNSPLITVOC:	(tAriyx)
          POS:	NOUN
          VOC:	tAriyx
        GLOSS:	date/history

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P27W15
      OFFSETS:	47-50
       TOKENS:	P27W16-P27W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	وأعرف
     IS_TRANS:	w>Erf
        INDEX:	P27W16
      OFFSETS:	51-56
       TOKENS:	P27W17-P27W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(wiAiEoraf)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS
          VOC:	wi+AiEoraf+(null)
        GLOSS:	and+know/be known+you

 INPUT STRING:	شعب
     IS_TRANS:	$Eb
        INDEX:	P27W17
      OFFSETS:	57-60
       TOKENS:	P27W19-P27W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	($aEob)
          POS:	NOUN
          VOC:	$aEob
        GLOSS:	people/nation/peoples/nations

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P27W18
      OFFSETS:	61-64
       TOKENS:	P27W20-P27W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W19
      OFFSETS:	65-66
       TOKENS:	P27W21-P27W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W20
      OFFSETS:	66-67
       TOKENS:	P27W22-P27W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W21
      OFFSETS:	67-68
       TOKENS:	P27W23-P27W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	السلطة
     IS_TRANS:	AlslTp
        INDEX:	P27W22
      OFFSETS:	71-77
       TOKENS:	P27W24-P27W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suloTap_1]
   UNSPLITVOC:	(Als~uloTap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+suloT+ap
        GLOSS:	the+power/authority/rule/authorities/powers/authorities/rules+[fem.sg.]

 INPUT STRING:	تعتقد
     IS_TRANS:	tEtqd
        INDEX:	P27W23
      OFFSETS:	78-83
       TOKENS:	P27W25-P27W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotaqad_1]
   UNSPLITVOC:	(tiEotiqid)
          POS:	IV3FS+IV
          VOC:	ti+Eotiqid
        GLOSS:	it/they/she+believe

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P27W24
      OFFSETS:	84-86
       TOKENS:	P27W26-P27W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although,even if, despite, in spite of the fact that, verily, truly

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P27W25
      OFFSETS:	87-92
       TOKENS:	P27W27-P27W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	استند
     IS_TRANS:	Astnd
        INDEX:	P27W26
      OFFSETS:	93-98
       TOKENS:	P27W28-P27W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotanad_1]
   UNSPLITVOC:	(Aisotanad)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Aisotanad+(null)
        GLOSS:	lean+he/it

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P27W27
      OFFSETS:	99-102
       TOKENS:	P27W29-P27W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to

 INPUT STRING:	تراث
     IS_TRANS:	trAv
        INDEX:	P27W28
      OFFSETS:	103-107
       TOKENS:	P27W30-P27W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[turAv_1]
   UNSPLITVOC:	(turAv)
          POS:	NOUN
          VOC:	turAv
        GLOSS:	heritage/inheritance

 INPUT STRING:	عريق
     IS_TRANS:	Eryq
        INDEX:	P27W29
      OFFSETS:	108-112
       TOKENS:	P27W31-P27W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eariyq_1]
   UNSPLITVOC:	(Eariyq)
          POS:	ADJ
          VOC:	Eariyq
        GLOSS:	deep-rooted/ancient and noble

 INPUT STRING:	وراسخ
     IS_TRANS:	wrAsx
        INDEX:	P27W30
      OFFSETS:	113-118
       TOKENS:	P27W32-P27W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAsix_1]
   UNSPLITVOC:	(wirAsix)
          POS:	CONJ+ADJ
          VOC:	wi+rAsix
        GLOSS:	and+firmly established/deeply rooted/ingrained

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P27W31
      OFFSETS:	119-121
       TOKENS:	P27W34-P27W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الترقب
     IS_TRANS:	Altrqb
        INDEX:	P27W32
      OFFSETS:	122-128
       TOKENS:	P27W35-P27W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taraq~ub_1]
   UNSPLITVOC:	(Alt~araq~ub)
          POS:	DET+NOUN
          VOC:	Al+taraq~ub
        GLOSS:	the+expectation/anticipation

 INPUT STRING:	والانتظار
     IS_TRANS:	wAlAntZAr
        INDEX:	P27W33
      OFFSETS:	129-138
       TOKENS:	P27W36-P27W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotiZAr_1]
   UNSPLITVOC:	(wiAlAinotiZAr)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+AinotiZAr
        GLOSS:	and+the+waiting/anticipating

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P27W34
      OFFSETS:	139-142
       TOKENS:	P27W38-P27W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PREP
          VOC:	Hat~aY
        GLOSS:	until/up to

 INPUT STRING:	يحكم
     IS_TRANS:	yHkm
        INDEX:	P27W35
      OFFSETS:	143-147
       TOKENS:	P27W39-P27W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hakam_1]
   UNSPLITVOC:	(yaHokum)
          POS:	IV3MS+IV
          VOC:	ya+Hokum
        GLOSS:	he/it+rule

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P27W36
      OFFSETS:	148-152
       TOKENS:	P27W40-P27W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	بأمره
     IS_TRANS:	b>mrh
        INDEX:	P27W37
      OFFSETS:	153-158
       TOKENS:	P27W41-P27W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(bi>amoruh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	bi+>amor+uh
        GLOSS:	with/by+order/command/orders/commands+his/its

 INPUT STRING:	ولكن
     IS_TRANS:	wlkn
        INDEX:	P28W1
      OFFSETS:	1-5
       TOKENS:	P28W1-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[l`kino_1]
   UNSPLITVOC:	(wal`kino)
          POS:	CONJ+CONJ
          VOC:	wa+l`kino
        GLOSS:	and+But, however, yet, still, nevertheless, on the other hand

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P28W2
      OFFSETS:	6-11
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P28W3
      OFFSETS:	12-16
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P28W4
      OFFSETS:	17-20
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	السطح
     IS_TRANS:	AlsTH
        INDEX:	P28W5
      OFFSETS:	21-26
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saToH_1]
   UNSPLITVOC:	(Als~aToH)
          POS:	DET+NOUN
          VOC:	Al+saToH
        GLOSS:	the+roof/terrace

 INPUT STRING:	ليس
     IS_TRANS:	lys
        INDEX:	P28W6
      OFFSETS:	27-30
       TOKENS:	P28W7-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lay~is_1]
   UNSPLITVOC:	(lay~is)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	lay~is+(null)
        GLOSS:	not be+he/it [verb]

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P28W7
      OFFSETS:	31-33
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	المستخبى
     IS_TRANS:	AlmstxbY
        INDEX:	P28W8
      OFFSETS:	34-42
       TOKENS:	P28W9-P28W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misotaxab~iy_1]
   UNSPLITVOC:	(Almisotaxab~iy)
          POS:	DET+ADJ
          VOC:	Al+misotaxab~iy
        GLOSS:	the+hidden

 INPUT STRING:	ولم
     IS_TRANS:	wlm
        INDEX:	P29W1
      OFFSETS:	1-4
       TOKENS:	P29W1-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(walamo)
          POS:	CONJ+NEG_PART
          VOC:	wa+lamo
        GLOSS:	and+did not

 INPUT STRING:	تفهم
     IS_TRANS:	tfhm
        INDEX:	P29W2
      OFFSETS:	5-9
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(tifoham)
          POS:	IV3FS+IV
          VOC:	ti+foham
        GLOSS:	it/they/she+understand

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P29W3
      OFFSETS:	10-12
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although,even if, despite, in spite of the fact that, verily, truly

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P29W4
      OFFSETS:	13-17
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	تفاعلات
     IS_TRANS:	tfAElAt
        INDEX:	P29W5
      OFFSETS:	18-25
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tafAEul_1]
   UNSPLITVOC:	(tafAEulAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	tafAEul+At
        GLOSS:	interaction/reaction/reciprocity+[fem.pl.]

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P29W6
      OFFSETS:	26-29
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	محكومة
     IS_TRANS:	mHkwmp
        INDEX:	P29W7
      OFFSETS:	30-36
       TOKENS:	P29W8-P29W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHokuwm_1]
   UNSPLITVOC:	(maHokuwmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maHokuwm+ap
        GLOSS:	governed/sentenced+[fem.sg.]

 INPUT STRING:	بقانون
     IS_TRANS:	bqAnwn
        INDEX:	P29W8
      OFFSETS:	37-43
       TOKENS:	P29W9-P29W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAnuwn_1]
   UNSPLITVOC:	(biqAnuwn)
          POS:	PREP+NOUN
          VOC:	bi+qAnuwn
        GLOSS:	with/by+law/statutes/regulations

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P29W9
      OFFSETS:	44-47
       TOKENS:	P29W11-P29W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	منطق
     IS_TRANS:	mnTq
        INDEX:	P29W10
      OFFSETS:	48-52
       TOKENS:	P29W13-P29W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoTiq_1]
   UNSPLITVOC:	(manoTiq)
          POS:	NOUN
          VOC:	manoTiq
        GLOSS:	logic

 INPUT STRING:	ولم
     IS_TRANS:	wlm
        INDEX:	P30W1
      OFFSETS:	1-4
       TOKENS:	P30W1-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(walamo)
          POS:	CONJ+NEG_PART
          VOC:	wa+lamo
        GLOSS:	and+did not

 INPUT STRING:	تعرف
     IS_TRANS:	tErf
        INDEX:	P30W2
      OFFSETS:	5-9
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(tiEoraf)
          POS:	IV3FS+IV
          VOC:	ti+Eoraf
        GLOSS:	it/they/she+know/be known

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P30W3
      OFFSETS:	10-12
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although,even if, despite, in spite of the fact that, verily, truly

 INPUT STRING:	المعتقلات
     IS_TRANS:	AlmEtqlAt
        INDEX:	P30W4
      OFFSETS:	13-22
       TOKENS:	P30W5-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEotaqal_1]
   UNSPLITVOC:	(AlmuEotaqalAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+muEotaqal+At
        GLOSS:	the+prison camp+[fem.pl.]

 INPUT STRING:	تخلق
     IS_TRANS:	txlq
        INDEX:	P30W5
      OFFSETS:	23-27
       TOKENS:	P30W6-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalaq_1]
   UNSPLITVOC:	(tixolaq)
          POS:	IV3FS+IV
          VOC:	ti+xolaq
        GLOSS:	it/they/she+create

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P30W6
      OFFSETS:	28-30
       TOKENS:	P30W7-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	النفس
     IS_TRANS:	Alnfs
        INDEX:	P30W7
      OFFSETS:	31-36
       TOKENS:	P30W8-P30W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(Aln~afos)
          POS:	DET+NOUN
          VOC:	Al+nafos
        GLOSS:	the+same/self/selves

 INPUT STRING:	حكمة
     IS_TRANS:	Hkmp
        INDEX:	P30W8
      OFFSETS:	37-41
       TOKENS:	P30W9-P30W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hikomap_1]
   UNSPLITVOC:	(Hikomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hikom+ap
        GLOSS:	wisdom/maxim+[fem.sg.]

 INPUT STRING:	الثأر
     IS_TRANS:	Alv>r
        INDEX:	P30W9
      OFFSETS:	42-47
       TOKENS:	P30W10-P30W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[va>or_1]
   UNSPLITVOC:	(Alv~a>or)
          POS:	DET+NOUN
          VOC:	Al+va>or
        GLOSS:	the+revenge/retaliation

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P30W10
      OFFSETS:	48-49
       TOKENS:	P30W11-P30W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P30W11
      OFFSETS:	49-50
       TOKENS:	P30W12-P30W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P30W12
      OFFSETS:	50-51
       TOKENS:	P30W13-P30W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P31W1
      OFFSETS:	1-3
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	أهينت
     IS_TRANS:	>hynt
        INDEX:	P31W2
      OFFSETS:	4-9
       TOKENS:	P31W2-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uhiyn_1]
   UNSPLITVOC:	(>uhiynat)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	>uhiyn+at
        GLOSS:	be insulted+it/they/she

 INPUT STRING:	كرامته
     IS_TRANS:	krAmth
        INDEX:	P31W3
      OFFSETS:	10-16
       TOKENS:	P31W3-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[karAmap_1]
   UNSPLITVOC:	(krAmatuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	krAm+ap+uh
        GLOSS:	dignity+[fem.sg.]+his/its

 INPUT STRING:	مازال
     IS_TRANS:	mAzAl
        INDEX:	P31W4
      OFFSETS:	17-22
       TOKENS:	P31W5-P31W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>azAl_1]
   UNSPLITVOC:	(mA_>azAl)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS
          VOC:	mA+>azAl+(null)
        GLOSS:	not+remove/eliminate/be removed/be eliminated+he/it

 INPUT STRING:	رجل
     IS_TRANS:	rjl
        INDEX:	P31W5
      OFFSETS:	23-26
       TOKENS:	P31W7-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijol_1]
   UNSPLITVOC:	(rijol)
          POS:	NOUN
          VOC:	rijol
        GLOSS:	man

 INPUT STRING:	فلم
     IS_TRANS:	flm
        INDEX:	P31W6
      OFFSETS:	27-30
       TOKENS:	P31W8-P31W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(falamo)
          POS:	CONJ+NEG_PART
          VOC:	fa+lamo
        GLOSS:	so/and+did not

 INPUT STRING:	يحدث
     IS_TRANS:	yHdv
        INDEX:	P31W7
      OFFSETS:	31-35
       TOKENS:	P31W10-P31W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
