 INPUT STRING:	هذا
        INDEX:	P13W10
      OFFSETS:	57-61
       TOKENS:	P13W13-P13W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	(bi$akol)
          POS:	PREP+NOUN
          VOC:	bi+$akol
        GLOSS:	with/by+manner/form/configuration

 INPUT STRING:	مطَّرد
     IS_TRANS:	mT~ard
        INDEX:	P13W11
      OFFSETS:	62-68
       TOKENS:	P13W15-P13W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muT~arid_1]
   UNSPLITVOC:	(muT~arid)
          POS:	ADJ
          VOC:	muT~arid
        GLOSS:	constant/uninterrupted/invariable

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W12
      OFFSETS:	68-69
       TOKENS:	P13W16-P13W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W13
      OFFSETS:	69-70
       TOKENS:	P13W17-P13W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	لذا
     IS_TRANS:	l*A
        INDEX:	P14W1
      OFFSETS:	0-3
       TOKENS:	P14W1-P14W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li*A_1]
   UNSPLITVOC:	(li*A)
          POS:	PREP+DEM_PRON
          VOC:	li+*A
        GLOSS:	for/because of+that

 INPUT STRING:	آثرت
     IS_TRANS:	|vrt
        INDEX:	P14W2
      OFFSETS:	4-8
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|var_1]
   UNSPLITVOC:	(|varat)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	|var+at
        GLOSS:	prefer+it/they/she [verb]

 INPUT STRING:	أمريكا
     IS_TRANS:	>mrykA
        INDEX:	P14W3
      OFFSETS:	9-15
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(>amoriykA)
          POS:	NOUN_PROP
          VOC:	>amoriykA
        GLOSS:	America

 INPUT STRING:	والغرب
     IS_TRANS:	wAlgrb
        INDEX:	P14W4
      OFFSETS:	16-22
       TOKENS:	P14W5-P14W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[garob_1]
   UNSPLITVOC:	(waAlgarob)
          POS:	CONJ+DET+NOUN
          VOC:	wa+Al+garob
        GLOSS:	and+the+west/West

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P14W5
      OFFSETS:	23-25
       TOKENS:	P14W7-P14W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يقطِّعوا
     IS_TRANS:	yqT~iEwA
        INDEX:	P14W6
      OFFSETS:	26-34
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yqT~iEwA)
          POS:	NO_FUNC
          VOC:	yqT~iEwA
        GLOSS:	nogloss

 INPUT STRING:	السودان
     IS_TRANS:	AlswdAn
        INDEX:	P14W7
      OFFSETS:	35-42
       TOKENS:	P14W9-P14W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[suwdAn_1]
   UNSPLITVOC:	(AlsuwdAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+suwdAn
        GLOSS:	the+Sudan

 INPUT STRING:	إربًا
     IS_TRANS:	<rbFA
        INDEX:	P14W8
      OFFSETS:	43-48
       TOKENS:	P14W10-P14W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<irab_1]
   UNSPLITVOC:	(<irabAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	<irab+AF
        GLOSS:	piece by piece/to shreds+[acc.indef.]

 INPUT STRING:	بأيدي
     IS_TRANS:	b>ydy
        INDEX:	P14W9
      OFFSETS:	49-54
       TOKENS:	P14W11-P14W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yad_1]
   UNSPLITVOC:	(bi>ayodiy)
          POS:	PREP+NOUN
          VOC:	bi+>ayodiy
        GLOSS:	with/by+hands

 INPUT STRING:	أبنائه
     IS_TRANS:	>bnA}h
        INDEX:	P14W10
      OFFSETS:	55-61
       TOKENS:	P14W13-P14W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{ibon_1]
   UNSPLITVOC:	(>abonA}ihi)
          POS:	NOUN+CASE_DEF_GEN+POSS_PRON_3MS
          VOC:	>abonA}+i+hi
        GLOSS:	sons/children+[def.gen.]+its/his

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P14W11
      OFFSETS:	61-62
       TOKENS:	P14W15-P14W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وأن
     IS_TRANS:	w>n
        INDEX:	P15W1
      OFFSETS:	0-3
       TOKENS:	P15W1-P15W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(wa>ano)
          POS:	CONJ+SUB_CONJ
          VOC:	wa+>ano
        GLOSS:	and+That, to

 INPUT STRING:	يتناوب
     IS_TRANS:	ytnAwb
        INDEX:	P15W2
      OFFSETS:	4-10
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tanAwab_1]
   UNSPLITVOC:	(yatanAwaba)
          POS:	IV3MS+IV+IVSUFF_MOOD:S
          VOC:	ya+tanAwab+a
        GLOSS:	he/it+alternate/take turns+[sub.]

 INPUT STRING:	الساسة
     IS_TRANS:	AlsAsp
        INDEX:	P15W3
      OFFSETS:	11-17
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[siyAsiy~_2]
   UNSPLITVOC:	(AlsAsap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+sAs+ap
        GLOSS:	the+politicians/statesmen+[fem.sg.]

 INPUT STRING:	الأوربيون
     IS_TRANS:	Al>wrbywn
        INDEX:	P15W4
      OFFSETS:	18-27
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uwrub~iy~_1]
   UNSPLITVOC:	(Al>uwrub~iy~uwna)
          POS:	DET+ADJ+NSUFF_MASC_PL_NOM
          VOC:	Al+>uwrub~iy~+uwna
        GLOSS:	the+European+[masc.pl.]

 INPUT STRING:	والأمريكان
     IS_TRANS:	wAl>mrykAn
        INDEX:	P15W5
      OFFSETS:	28-38
       TOKENS:	P15W6-P15W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>amoriykiy~_1]
   UNSPLITVOC:	(waAl>amoriykAn)
          POS:	CONJ+DET+ADJ
          VOC:	wa+Al+>amoriykAn
        GLOSS:	and+the+American

 INPUT STRING:	الحديث
     IS_TRANS:	AlHdyv
        INDEX:	P15W6
      OFFSETS:	39-45
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Hadiyv_2]
   UNSPLITVOC:	(AlHadiyv)
          POS:	DET+NOUN
          VOC:	Al+Hadiyv
        GLOSS:	the+discussion/talk/interview

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P15W7
      OFFSETS:	46-48
       TOKENS:	P15W9-P15W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	أزمة
     IS_TRANS:	>zmp
        INDEX:	P15W8
      OFFSETS:	49-53
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>azomap_1]
   UNSPLITVOC:	(>azomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	>azom+ap
        GLOSS:	crisis+[fem.sg.]

 INPUT STRING:	السودان
     IS_TRANS:	AlswdAn
        INDEX:	P15W9
      OFFSETS:	54-61
       TOKENS:	P15W11-P15W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[suwdAn_1]
   UNSPLITVOC:	(AlsuwdAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+suwdAn
        GLOSS:	the+Sudan

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P15W10
      OFFSETS:	62-65
       TOKENS:	P15W12-P15W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Hat~aY_4]
   UNSPLITVOC:	(Hat~aY)
          POS:	SUB_CONJ
          VOC:	Hat~aY
        GLOSS:	so that

 INPUT STRING:	يصبح
     IS_TRANS:	ySbH
        INDEX:	P15W11
      OFFSETS:	66-70
       TOKENS:	P15W13-P15W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aSobaH_1]
   UNSPLITVOC:	(yuSobiHa)
          POS:	IV3MS+IV+IVSUFF_MOOD:S
          VOC:	yu+SobiH+a
        GLOSS:	he/it+become/begin/start+[sub.]

 INPUT STRING:	الأمر
     IS_TRANS:	Al>mr
        INDEX:	P15W12
      OFFSETS:	71-76
       TOKENS:	P15W14-P15W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(Al>amor)
          POS:	DET+NOUN
          VOC:	Al+>amor
        GLOSS:	the+matter/issue

 INPUT STRING:	عالميًّا
     IS_TRANS:	EAlmy~FA
        INDEX:	P15W13
      OFFSETS:	77-85
       TOKENS:	P15W15-P15W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAlamiy~_1]
   UNSPLITVOC:	(EAlamiy~AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	EAlamiy~+AF
        GLOSS:	internationa/world_wide/world+[acc.indef.]

 INPUT STRING:	وليس
     IS_TRANS:	wlys
        INDEX:	P15W14
      OFFSETS:	86-90
       TOKENS:	P15W16-P15W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(walayosa)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wa+layos+a
        GLOSS:	and+not be+he/it [verb]

 INPUT STRING:	أمريكيًّا
     IS_TRANS:	>mryky~FA
        INDEX:	P15W15
      OFFSETS:	91-100
       TOKENS:	P15W18-P15W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>mriykiy~_1]
   UNSPLITVOC:	(>mriykiy~AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	>mriykiy~+AF
        GLOSS:	american+[acc.indef.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P15W16
      OFFSETS:	100-101
       TOKENS:	P15W19-P15W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وأن
     IS_TRANS:	w>n
        INDEX:	P16W1
      OFFSETS:	0-3
       TOKENS:	P16W1-P16W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(wa>ano)
          POS:	CONJ+SUB_CONJ
          VOC:	wa+>ano
        GLOSS:	and+That, to

 INPUT STRING:	يستخدموا
     IS_TRANS:	ystxdmwA
        INDEX:	P16W2
      OFFSETS:	4-12
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{isotaxodam_1]
   UNSPLITVOC:	(yasotaxodimuwA)
          POS:	IV3MP+IV+IVSUFF_SUBJ:MP_MOOD:SJ
          VOC:	ya+sotaxodim+uwA
        GLOSS:	they (people)+use/utilize/employ/operate+[masc.pl.]

 INPUT STRING:	الأساليب
     IS_TRANS:	Al>sAlyb
        INDEX:	P16W3
      OFFSETS:	13-21
       TOKENS:	P16W4-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usoluwb_1]
   UNSPLITVOC:	(Al>asAliyb)
          POS:	DET+NOUN
          VOC:	Al+>asAliyb
        GLOSS:	the+methods/modes

 INPUT STRING:	القانونية
     IS_TRANS:	AlqAnwnyp
        INDEX:	P16W4
      OFFSETS:	22-31
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[qAnuwniy~_1]
   UNSPLITVOC:	(AlqAnuwniy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+qAnuwniy~+ap
        GLOSS:	the+legal/law-related/statutory+[fem.sg.]

 INPUT STRING:	والدبلوماسية
     IS_TRANS:	wAldblwmAsyp
        INDEX:	P16W5
      OFFSETS:	32-44
       TOKENS:	P16W6-P16W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dibluwmAsiy~_1]
   UNSPLITVOC:	(waAldibluwmAsiy~ap)
          POS:	CONJ+DET+ADJ+NSUFF_FEM_SG
          VOC:	wa+Al+dibluwmAsiy~+ap
        GLOSS:	and+the+diplomatic+[fem.sg.]

 INPUT STRING:	والاقتصادية
     IS_TRANS:	wAlAqtSAdyp
        INDEX:	P16W6
      OFFSETS:	45-56
       TOKENS:	P16W8-P16W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{iqotiSAdiy~_2]
   UNSPLITVOC:	(waAlAiqotiSAdiy~ap)
          POS:	CONJ+DET+ADJ+NSUFF_FEM_SG
          VOC:	wa+Al+{iqotiSAdiy~+ap
        GLOSS:	and+the+economic/economical+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P16W7
      OFFSETS:	56-57
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	بل
     IS_TRANS:	bl
        INDEX:	P16W8
      OFFSETS:	58-60
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[balo_1]
   UNSPLITVOC:	(balo)
          POS:	CONJ
          VOC:	balo
        GLOSS:	Rather, even, but, yet, however

 INPUT STRING:	والإغاثية
     IS_TRANS:	wAl<gAvyp
        INDEX:	P16W9
      OFFSETS:	61-70
       TOKENS:	P16W12-P16W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<igAviy~_1]
   UNSPLITVOC:	(waAl<igAviy~ap)
          POS:	CONJ+DET+ADJ+NSUFF_FEM_SG
          VOC:	wa+Al+<igAviy~+ap
        GLOSS:	and+the+aid/relief assistance+[fem.sg.]

 INPUT STRING:	الإنسانية
     IS_TRANS:	Al<nsAnyp
        INDEX:	P16W10
      OFFSETS:	71-80
       TOKENS:	P16W14-P16W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<inosAniy~_1]
   UNSPLITVOC:	(Al<inosAniy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+<inosAniy~+ap
        GLOSS:	the+human/humane/humanitarian+[fem.sg.]

 INPUT STRING:	لتحقيق
     IS_TRANS:	ltHqyq
        INDEX:	P16W11
      OFFSETS:	81-87
       TOKENS:	P16W15-P16W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHoqiyq_1]
   UNSPLITVOC:	(litaHoqiyq)
          POS:	PREP+NOUN
          VOC:	li+taHoqiyq
        GLOSS:	for/to+achievement/realization

 INPUT STRING:	الهدف
     IS_TRANS:	Alhdf
        INDEX:	P16W12
      OFFSETS:	88-93
       TOKENS:	P16W17-P16W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hadaf_1]
   UNSPLITVOC:	(Alhadaf)
          POS:	DET+NOUN
          VOC:	Al+hadaf
        GLOSS:	the+goal/objective/intention

 INPUT STRING:	المنشود
     IS_TRANS:	Almn$wd
        INDEX:	P16W13
      OFFSETS:	94-101
       TOKENS:	P16W18-P16W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mano$uwd_1]
   UNSPLITVOC:	(Almano$uwd)
          POS:	DET+ADJ
          VOC:	Al+mano$uwd
        GLOSS:	the+pursued/desired/desirable/wanted/sought

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P16W14
      OFFSETS:	101-102
       TOKENS:	P16W19-P16W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P16W15
      OFFSETS:	103-106
       TOKENS:	P16W20-P16W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huwa_1]
   UNSPLITVOC:	(wahuwa)
          POS:	CONJ+PRON_3MS
          VOC:	wa+huwa
        GLOSS:	and+it/he

 INPUT STRING:	تفتيت
     IS_TRANS:	tftyt
        INDEX:	P16W16
      OFFSETS:	107-112
       TOKENS:	P16W22-P16W22
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tafotiyt_1]
   UNSPLITVOC:	(tafotiyt)
          POS:	NOUN
          VOC:	tafotiyt
        GLOSS:	partitioning/dismemberment

 INPUT STRING:	السودان
     IS_TRANS:	AlswdAn
        INDEX:	P16W17
      OFFSETS:	113-120
       TOKENS:	P16W23-P16W23
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[suwdAn_1]
   UNSPLITVOC:	(AlsuwdAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+suwdAn
        GLOSS:	the+Sudan

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P16W18
      OFFSETS:	121-124
       TOKENS:	P16W24-P16W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ilaY_1]
   UNSPLITVOC:	(<ilaY)
          POS:	PREP
          VOC:	<ilaY
        GLOSS:	to/towards

 INPUT STRING:	عِدَّة
     IS_TRANS:	Eid~ap
        INDEX:	P16W19
      OFFSETS:	125-131
       TOKENS:	P16W25-P16W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eid~ap_1]
   UNSPLITVOC:	(Eid~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Eid~+ap
        GLOSS:	sveral/numerous/many+[fem.sg.]

 INPUT STRING:	ولايات
     IS_TRANS:	wlAyAt
        INDEX:	P16W20
      OFFSETS:	132-138
       TOKENS:	P16W26-P16W26
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wilAyap_1]
   UNSPLITVOC:	(wilAyAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	wilAy+At
        GLOSS:	states/provinces+[fem.pl.]

 INPUT STRING:	صغيرة
     IS_TRANS:	Sgyrp
        INDEX:	P16W21
      OFFSETS:	139-144
       TOKENS:	P16W27-P16W27
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Sagiyr_1]
   UNSPLITVOC:	(Sagiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Sagiyr+ap
        GLOSS:	small/young+[fem.sg.]

 INPUT STRING:	يدين
     IS_TRANS:	ydyn
        INDEX:	P16W22
      OFFSETS:	145-149
       TOKENS:	P16W28-P16W28
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>adAn_1]
   UNSPLITVOC:	(yudiynu)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	yu+diyn+u
        GLOSS:	he/it+condemn/censure+[ind.]

 INPUT STRING:	معظمها
     IS_TRANS:	mEZmhA
        INDEX:	P16W23
      OFFSETS:	150-156
       TOKENS:	P16W29-P16W30
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muEoZam_1]
   UNSPLITVOC:	(muEoZamuhA)
          POS:	NOUN_QUANT+CASE_DEF_NOM+POSS_PRON_3FS
          VOC:	muEoZam+u+hA
        GLOSS:	most, majority+[def.nom]+its/their/her

 INPUT STRING:	بالولاء
     IS_TRANS:	bAlwlA'
        INDEX:	P16W24
      OFFSETS:	157-164
       TOKENS:	P16W31-P16W32
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[walA'_1]
   UNSPLITVOC:	(biAlwalA')
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+walA'
        GLOSS:	with/by+the+loyalty/allegiance

 INPUT STRING:	للصهاينة
     IS_TRANS:	llShAynp
        INDEX:	P16W25
      OFFSETS:	165-173
       TOKENS:	P16W33-P16W34
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Sahoyuwniy~_1]
   UNSPLITVOC:	(lilS~ahAyinap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+SahAyin+ap
        GLOSS:	to/for+the+Zionists+[fem.sg.]

 INPUT STRING:	وللغرب
     IS_TRANS:	wllgrb
        INDEX:	P16W26
      OFFSETS:	174-180
       TOKENS:	P16W35-P16W37
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[garob_1]
   UNSPLITVOC:	(walilgarob)
          POS:	CONJ+PREP+DET+NOUN
          VOC:	wa+li+Al+garob
        GLOSS:	and+to/for+the+west/West

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P16W27
      OFFSETS:	180-181
       TOKENS:	P16W38-P16W38
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	خاصةً
     IS_TRANS:	xASpF
        INDEX:	P17W1
      OFFSETS:	0-5
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAS~ap_1]
   UNSPLITVOC:	(xAS~apF)
          POS:	ADJ+NSUFF_FEM_SG+CASE_INDEF_ACC
          VOC:	xAS~+ap+F
        GLOSS:	special/specific+[fem.sg.]+[indef.acc.]

 INPUT STRING:	وأن
     IS_TRANS:	w>n
        INDEX:	P17W2
      OFFSETS:	6-9
       TOKENS:	P17W2-P17W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(wa>an~a)
          POS:	CONJ+SUB_CONJ
          VOC:	wa+>an~a
        GLOSS:	and+that

 INPUT STRING:	العالم
     IS_TRANS:	AlEAlm
        INDEX:	P17W3
      OFFSETS:	10-16
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAlam_1]
   UNSPLITVOC:	(AlEAlam)
          POS:	DET+NOUN
          VOC:	Al+EAlam
        GLOSS:	the+world

 INPUT STRING:	العربي
     IS_TRANS:	AlErby
        INDEX:	P17W4
      OFFSETS:	17-23
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Earabiy~_1]
   UNSPLITVOC:	(AlEarabiy~)
          POS:	DET+ADJ
          VOC:	Al+Earabiy~
        GLOSS:	the+Arab/Arabic

