 INPUT STRING:	أعلن
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kaviyr_2]
   UNSPLITVOC:	(Alkaviyr)
          POS:	DET+ADJ
          VOC:	Al+kaviyr
        GLOSS:	the+many/much/numerous

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P6W54
      OFFSETS:	263-265
       TOKENS:	P6W65-P6W65
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	بالكفاءات
     IS_TRANS:	bAlkfA'At
        INDEX:	P6W55
      OFFSETS:	266-275
       TOKENS:	P6W66-P6W67
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kafA'At_1]
   UNSPLITVOC:	(biAlkafA'At)
          POS:	PREP+DET+NOUN+NSUFF_FEM_PL
          VOC:	bi+Al+kafA'+At
        GLOSS:	with/by+the+qualifications/capabilities+[fem.pl.]

 INPUT STRING:	والشخصيات
     IS_TRANS:	wAl$xSyAt
        INDEX:	P6W56
      OFFSETS:	276-285
       TOKENS:	P6W68-P6W69
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoSiy~ap_1]
   UNSPLITVOC:	(wiAl$axoSiy~At)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_PL
          VOC:	wi+Al+$axoSiy~+At
        GLOSS:	and+the+identities/personalities/persons/individuals+[fem.pl.]

 INPUT STRING:	التى
     IS_TRANS:	AltY
        INDEX:	P6W57
      OFFSETS:	286-290
       TOKENS:	P6W70-P6W70
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~atiy_1]
   UNSPLITVOC:	(Al~atiy)
          POS:	REL_PRON
          VOC:	Al~atiy
        GLOSS:	which

 INPUT STRING:	تستطيع
     IS_TRANS:	tstTyE
        INDEX:	P6W58
      OFFSETS:	291-297
       TOKENS:	P6W71-P6W71
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotaTAE_1]
   UNSPLITVOC:	(tisotaTiyE)
          POS:	IV3FS+IV
          VOC:	ti+sotaTiyE
        GLOSS:	it/they/she+can

 INPUT STRING:	تحمل
     IS_TRANS:	tHml
        INDEX:	P6W59
      OFFSETS:	298-302
       TOKENS:	P6W72-P6W72
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamal_1]
   UNSPLITVOC:	(tiHomil)
          POS:	IV3FS+IV
          VOC:	ti+Homil
        GLOSS:	it/they/she+carry

 INPUT STRING:	المهمه
     IS_TRANS:	Almhmh
        INDEX:	P6W60
      OFFSETS:	303-309
       TOKENS:	P6W73-P6W73
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~ap_1]
   UNSPLITVOC:	(Almuhim~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+muhim~+ap
        GLOSS:	the+task/assignment/mission+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P6W61
      OFFSETS:	310-313
       TOKENS:	P6W74-P6W74
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	أكتافها
     IS_TRANS:	>ktAfhA
        INDEX:	P6W62
      OFFSETS:	314-321
       TOKENS:	P6W75-P6W76
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Kitf_1]
   UNSPLITVOC:	(>ktAfahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	>ktAf+hA
        GLOSS:	shoulders+its/their/her

 INPUT STRING:	وأوضح
     IS_TRANS:	w>wDH
        INDEX:	P7W1
      OFFSETS:	0-5
       TOKENS:	P7W1-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>awDaH_1]
   UNSPLITVOC:	(wi>awDaH)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+>awDaH+(null)
        GLOSS:	and+clarify/explain/indicate/be clarified/be explained/be indicated+he/it

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P7W2
      OFFSETS:	6-10
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamorw)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	موسى
     IS_TRANS:	mwsY
        INDEX:	P7W3
      OFFSETS:	11-15
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwsaY_1]
   UNSPLITVOC:	(muwsaY)
          POS:	NOUN_PROP
          VOC:	muwsaY
        GLOSS:	Mousa/Moussa

 INPUT STRING:	المرشح
     IS_TRANS:	Almr$H
        INDEX:	P7W4
      OFFSETS:	16-22
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mura$~aH_1]
   UNSPLITVOC:	(Almura$~aH)
          POS:	DET+NOUN
          VOC:	Al+mura$~aH
        GLOSS:	the+candidate/nominee

 INPUT STRING:	المحتمل
     IS_TRANS:	AlmHtml
        INDEX:	P7W5
      OFFSETS:	23-30
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHotamal_1]
   UNSPLITVOC:	(AlmuHotamal)
          POS:	DET+ADJ
          VOC:	Al+muHotamal
        GLOSS:	the+likely/expected/probable/suspected

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P7W6
      OFFSETS:	31-34
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	رئاسه
     IS_TRANS:	r}Ash
        INDEX:	P7W7
      OFFSETS:	35-40
       TOKENS:	P7W8-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ri}Asap_1]
   UNSPLITVOC:	(ri}Asap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ri}As+ap
        GLOSS:	presidency/leadership/chairmanship/presidencies/leaderships/chairmanships+[fem.sg.]

 INPUT STRING:	الجمهورية
     IS_TRANS:	Aljmhwryp
        INDEX:	P7W8
      OFFSETS:	41-50
       TOKENS:	P7W9-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jumohuwriy~_1]
   UNSPLITVOC:	(Aljumohuwriy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+jumohuwriy~+ap
        GLOSS:	the+republican+[fem.sg.]

 INPUT STRING:	خلال
     IS_TRANS:	xlAl
        INDEX:	P7W9
      OFFSETS:	51-55
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xilAl_1]
   UNSPLITVOC:	(xilAl)
          POS:	NOUN
          VOC:	xilAl
        GLOSS:	during/through/(by) means (of)/via/through

 INPUT STRING:	جولة
     IS_TRANS:	jwlp
        INDEX:	P7W10
      OFFSETS:	56-60
       TOKENS:	P7W11-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jawlap_1]
   UNSPLITVOC:	(jawlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jawl+ap
        GLOSS:	tour/patrol/round+[fem.sg.]

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P7W11
      OFFSETS:	61-63
       TOKENS:	P7W12-P7W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for+he/it

 INPUT STRING:	بمحافظة
     IS_TRANS:	bmHAfZp
        INDEX:	P7W12
      OFFSETS:	64-71
       TOKENS:	P7W14-P7W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muHAfaZap_2]
   UNSPLITVOC:	(bimuHAfaZap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+muHAfaZ+ap
        GLOSS:	with/by+province/governorate+[fem.sg.]

 INPUT STRING:	الفيوم
     IS_TRANS:	Alfywm
        INDEX:	P7W13
      OFFSETS:	72-78
       TOKENS:	P7W16-P7W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fay~uwm_1]
   UNSPLITVOC:	(Alfay~uwm)
          POS:	DET+NOUN_PROP
          VOC:	Al+fay~uwm
        GLOSS:	the+Fayyoum

 INPUT STRING:	أمس
     IS_TRANS:	>ms
        INDEX:	P7W14
      OFFSETS:	79-82
       TOKENS:	P7W17-P7W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amos_1]
   UNSPLITVOC:	(>amos)
          POS:	NOUN
          VOC:	>amos
        GLOSS:	yesterday

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P7W15
      OFFSETS:	83-85
       TOKENS:	P7W18-P7W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~a)
          POS:	SUB_CONJ
          VOC:	>an~a
        GLOSS:	that

 INPUT STRING:	مهمه
     IS_TRANS:	mhmh
        INDEX:	P7W16
      OFFSETS:	86-90
       TOKENS:	P7W19-P7W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~ap_1]
   UNSPLITVOC:	(muhim~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muhim~+ap
        GLOSS:	task/assignment/mission+[fem.sg.]

 INPUT STRING:	الرئيس
     IS_TRANS:	Alr}ys
        INDEX:	P7W17
      OFFSETS:	91-97
       TOKENS:	P7W20-P7W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(Alr~a}iys)
          POS:	DET+NOUN
          VOC:	Al+ra}iys
        GLOSS:	the+president/head/chairman

 INPUT STRING:	القادم
     IS_TRANS:	AlqAdm
        INDEX:	P7W18
      OFFSETS:	98-104
       TOKENS:	P7W21-P7W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAdim_1]
   UNSPLITVOC:	(AlqAdim)
          POS:	DET+ADJ
          VOC:	Al+qAdim
        GLOSS:	the+arriving/coming/proceeding

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P7W19
      OFFSETS:	105-107
       TOKENS:	P7W22-P7W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with

 INPUT STRING:	الحكومة
     IS_TRANS:	AlHkwmp
        INDEX:	P7W20
      OFFSETS:	108-115
       TOKENS:	P7W23-P7W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P7W21
      OFFSETS:	115-116
       TOKENS:	P7W24-P7W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	والبرلمان
     IS_TRANS:	wAlbrlmAn
        INDEX:	P7W22
      OFFSETS:	117-126
       TOKENS:	P7W25-P7W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barolamAn_1]
   UNSPLITVOC:	(wiAlbarolamAn)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+barolamAn
        GLOSS:	and+the+parliament

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P7W23
      OFFSETS:	126-127
       TOKENS:	P7W27-P7W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وباقي
     IS_TRANS:	wbAqy
        INDEX:	P7W24
      OFFSETS:	128-133
       TOKENS:	P7W28-P7W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAqiy_1]
   UNSPLITVOC:	(wibAqiy)
          POS:	CONJ+ADJ
          VOC:	wi+bAqiy
        GLOSS:	and+remaining

 INPUT STRING:	مؤسسات
     IS_TRANS:	m&ssAt
        INDEX:	P7W25
      OFFSETS:	134-140
       TOKENS:	P7W30-P7W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&as~asap_1]
   UNSPLITVOC:	(mu&as~asAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	mu&as~as+At
        GLOSS:	institutions/organizations+[fem.pl.]

 INPUT STRING:	الدولة
     IS_TRANS:	Aldwlp
        INDEX:	P7W26
      OFFSETS:	141-147
       TOKENS:	P7W31-P7W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~awlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dawl+ap
        GLOSS:	the+state/country/states/countries+[fem.sg.]

 INPUT STRING:	تتمثل
     IS_TRANS:	ttmvl
        INDEX:	P7W27
      OFFSETS:	148-153
       TOKENS:	P7W32-P7W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aitmav~il_1]
   UNSPLITVOC:	(titmav~il)
          POS:	IV3FS+IV
          VOC:	ti+tmav~il
        GLOSS:	it/they/she+be represented

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P7W28
      OFFSETS:	154-156
       TOKENS:	P7W33-P7W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	إعادة
     IS_TRANS:	<EAdp
        INDEX:	P7W29
      OFFSETS:	157-162
       TOKENS:	P7W34-P7W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iEAdap_1]
   UNSPLITVOC:	(<iEAdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	<iEAd+ap
        GLOSS:	return/repetition/re-(doing)+[fem.sg.]

 INPUT STRING:	بناء
     IS_TRANS:	bnA'
        INDEX:	P7W30
      OFFSETS:	163-167
       TOKENS:	P7W35-P7W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binA'_1]
   UNSPLITVOC:	(binA')
          POS:	NOUN
          VOC:	binA'
        GLOSS:	constructing/building

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P7W31
      OFFSETS:	168-171
       TOKENS:	P7W36-P7W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P7W32
      OFFSETS:	171-172
       TOKENS:	P7W37-P7W37
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	والاستجابة
     IS_TRANS:	wAlAstjAbp
        INDEX:	P7W33
      OFFSETS:	173-183
       TOKENS:	P7W38-P7W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotijAbap_1]
   UNSPLITVOC:	(wiAlAisotijAbap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+AisotijAb+ap
        GLOSS:	and+the+compliance/replying+[fem.sg.]

 INPUT STRING:	لمطالب
     IS_TRANS:	lmTAlb
        INDEX:	P7W34
      OFFSETS:	184-190
       TOKENS:	P7W40-P7W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maTolab_1]
   UNSPLITVOC:	(limaTAlib)
          POS:	PREP+NOUN
          VOC:	li+maTAlib
        GLOSS:	for/to+demands/desiderata

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P7W35
      OFFSETS:	191-197
       TOKENS:	P7W42-P7W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P7W36
      OFFSETS:	197-198
       TOKENS:	P7W43-P7W43
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وحذر
     IS_TRANS:	wH*r
        INDEX:	P7W37
      OFFSETS:	199-203
       TOKENS:	P7W44-P7W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ha*~ar_1]
   UNSPLITVOC:	(wiHa*~ar)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+Ha*~ar+(null)
        GLOSS:	and+warn/caution/be warned/be cautioned+he/it

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P7W38
      OFFSETS:	204-206
       TOKENS:	P7W46-P7W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	عدم
     IS_TRANS:	Edm
        INDEX:	P7W39
      OFFSETS:	207-210
       TOKENS:	P7W47-P7W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(Eadam)
          POS:	NOUN
          VOC:	Eadam
        GLOSS:	absence of/lack of/not/non-

 INPUT STRING:	نقل
     IS_TRANS:	nql
        INDEX:	P7W40
      OFFSETS:	211-214
       TOKENS:	P7W48-P7W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqol_1]
   UNSPLITVOC:	(naqol)
          POS:	NOUN
          VOC:	naqol
        GLOSS:	transportation/transfer/transmission/relaying/quoting

 INPUT STRING:	السلطه
     IS_TRANS:	AlslTh
        INDEX:	P7W41
      OFFSETS:	215-221
       TOKENS:	P7W49-P7W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suloTap_1]
   UNSPLITVOC:	(Als~uloTap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+suloT+ap
        GLOSS:	the+power/authority/rule/authorities/powers/authorities/rules+[fem.sg.]

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P7W42
      OFFSETS:	222-225
       TOKENS:	P7W50-P7W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	رئيس
     IS_TRANS:	r}ys
        INDEX:	P7W43
      OFFSETS:	226-230
       TOKENS:	P7W51-P7W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iys)
          POS:	NOUN
          VOC:	ra}iys
        GLOSS:	president/head/chairman

 INPUT STRING:	منتخب
     IS_TRANS:	mntxb
        INDEX:	P7W44
      OFFSETS:	231-236
       TOKENS:	P7W52-P7W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munotaxab_1]
   UNSPLITVOC:	(munotaxab)
          POS:	NOUN
          VOC:	munotaxab
        GLOSS:	national team/anthology

 INPUT STRING:	وتعطيل
     IS_TRANS:	wtETyl
        INDEX:	P7W45
      OFFSETS:	237-243
       TOKENS:	P7W53-P7W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoTiyl_1]
   UNSPLITVOC:	(witaEoTiyl)
          POS:	CONJ+NOUN
          VOC:	wi+taEoTiyl
        GLOSS:	and+hindering/interruption/obstruction

 INPUT STRING:	مسار
     IS_TRANS:	msAr
        INDEX:	P7W46
      OFFSETS:	244-248
       TOKENS:	P7W55-P7W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masAr_1]
   UNSPLITVOC:	(masAr)
          POS:	NOUN
          VOC:	masAr
        GLOSS:	path/route

 INPUT STRING:	التحول
     IS_TRANS:	AltHwl
        INDEX:	P7W47
      OFFSETS:	249-255
       TOKENS:	P7W56-P7W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHaw~ul_1]
   UNSPLITVOC:	(Alt~aHaw~ul)
          POS:	DET+NOUN
          VOC:	Al+taHaw~ul
        GLOSS:	the+change/transformation

 INPUT STRING:	الديمقراطي
     IS_TRANS:	AldymqrATy
        INDEX:	P7W48
      OFFSETS:	256-266
       TOKENS:	P7W57-P7W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diymuqorATiy_1]
   UNSPLITVOC:	(Ald~iymuqorATiy)
          POS:	DET+ADJ
          VOC:	Al+diymuqorATiy
        GLOSS:	the+democratic

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P7W49
      OFFSETS:	266-267
       TOKENS:	P7W58-P7W58
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وقد
     IS_TRANS:	wqd
        INDEX:	P8W1
      OFFSETS:	0-3
       TOKENS:	P8W1-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qado_1]
   UNSPLITVOC:	(waqado)
          POS:	CONJ+VERB_PART
          VOC:	wa+qado
        GLOSS:	and+may, might, perhaps, maybe, possibly, probably

 INPUT STRING:	أعلن
     IS_TRANS:	>Eln
        INDEX:	P8W2
      OFFSETS:	4-8
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEolan_1]
   UNSPLITVOC:	(>aEolan)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>aEolan+(null)
        GLOSS:	announce/declare/be announced/be declared+he/it

 INPUT STRING:	أيضا
     IS_TRANS:	>yDA
        INDEX:	P8W3
      OFFSETS:	9-13
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayD_1]
   UNSPLITVOC:	(>ayDAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	>ayD+AF
        GLOSS:	also+[acc.indef.]

 INPUT STRING:	الفريق
     IS_TRANS:	Alfryq
        INDEX:	P8W4
      OFFSETS:	14-20
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fariyq_1]
   UNSPLITVOC:	(Alfariyq)
          POS:	DET+NOUN
          VOC:	Al+fariyq
        GLOSS:	the+team

 INPUT STRING:	أحمد
     IS_TRANS:	>Hmd
        INDEX:	P8W5
      OFFSETS:	21-25
       TOKENS:	P8W6-P8W6
