 INPUT STRING:	موضوع
          POS:	NOUN+POSS_PRON_1P
          VOC:	balad+nA
        GLOSS:	country/country/countries+our

 INPUT STRING:	ونرجعها
     IS_TRANS:	wnrjEhA
        INDEX:	P27W17
      OFFSETS:	91-98
       TOKENS:	P27W25-P27W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[ragaE_0]
   UNSPLITVOC:	(winirojaEhA)
          POS:	CONJ+IV1P+IV+IVSUFF_DO:3FS
          VOC:	wi+ni+rojaE+hA
        GLOSS:	and+we+get back+it/them/her

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P27W18
      OFFSETS:	99-101
       TOKENS:	P27W28-P27W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like

 INPUT STRING:	ماكانت
     IS_TRANS:	mAkAnt
        INDEX:	P27W19
      OFFSETS:	102-108
       TOKENS:	P27W29-P27W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(mA_kAnit)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3FS
          VOC:	mA+kAn+it
        GLOSS:	not+be+it/they/she

 INPUT STRING:	ونمسك
     IS_TRANS:	wnmsk
        INDEX:	P27W20
      OFFSETS:	109-114
       TOKENS:	P27W31-P27W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[masak_0]
   UNSPLITVOC:	(winimosik)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+mosik
        GLOSS:	and+we+grab

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P27W21
      OFFSETS:	115-117
       TOKENS:	P27W33-P27W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	وائل
     IS_TRANS:	wA}l
        INDEX:	P27W22
      OFFSETS:	118-122
       TOKENS:	P27W34-P27W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wA}il_1]
   UNSPLITVOC:	(wA}il)
          POS:	NOUN_PROP
          VOC:	wA}il
        GLOSS:	Wail

 INPUT STRING:	غنيم
     IS_TRANS:	gnym
        INDEX:	P27W23
      OFFSETS:	123-127
       TOKENS:	P27W35-P27W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gunim_1]
   UNSPLITVOC:	(gnym)
          POS:	NOUN_PROP
          VOC:	gnym
        GLOSS:	Gunim

 INPUT STRING:	وناس
     IS_TRANS:	wnAs
        INDEX:	P27W24
      OFFSETS:	128-132
       TOKENS:	P27W36-P27W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(winAs)
          POS:	CONJ+NOUN
          VOC:	wi+nAs
        GLOSS:	and+people

 INPUT STRING:	تهاجمه
     IS_TRANS:	thAjmh
        INDEX:	P27W25
      OFFSETS:	133-139
       TOKENS:	P27W38-P27W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hAgim_1]
   UNSPLITVOC:	(thAjmuh)
          POS:	IV3FS+IV+IVSUFF_DO:3MS
          VOC:	t+hAjm+uh
        GLOSS:	it/they/she+attack+them

 INPUT STRING:	وناس
     IS_TRANS:	wnAs
        INDEX:	P27W26
      OFFSETS:	140-144
       TOKENS:	P27W40-P27W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(winAs)
          POS:	CONJ+NOUN
          VOC:	wi+nAs
        GLOSS:	and+people

 INPUT STRING:	تدافع
     IS_TRANS:	tdAfE
        INDEX:	P27W27
      OFFSETS:	145-150
       TOKENS:	P27W42-P27W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAfiE_1]
   UNSPLITVOC:	(tidAfiE)
          POS:	IV3FS+IV
          VOC:	ti+dAfiE
        GLOSS:	it/they/she+defend

 INPUT STRING:	عنه
     IS_TRANS:	Enh
        INDEX:	P27W28
      OFFSETS:	151-154
       TOKENS:	P27W43-P27W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean~_1]
   UNSPLITVOC:	(Ean~uh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Ean~+uh
        GLOSS:	on+his/its

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P28W1
      OFFSETS:	1-6
       TOKENS:	P28W1-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN
          VOC:	wa+All~ah
        GLOSS:	with+God

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P28W2
      OFFSETS:	7-9
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	حرام
     IS_TRANS:	HrAm
        INDEX:	P28W3
      OFFSETS:	10-14
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	NOUN
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	القافله
     IS_TRANS:	AlqAflh
        INDEX:	P29W1
      OFFSETS:	1-8
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[qAfil_0]
   UNSPLITVOC:	(AlqAfolap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qAfol+ap
        GLOSS:	the+troup+[fem.sg.]

 INPUT STRING:	تسير
     IS_TRANS:	tsyr
        INDEX:	P29W2
      OFFSETS:	9-13
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAr-i_1]
   UNSPLITVOC:	(tasiyru)
          POS:	IV3FS+IV+IVSUFF_MOOD:I
          VOC:	ta+siyr+u
        GLOSS:	it/they/she+move/march+[ind.]

 INPUT STRING:	والكلاب
     IS_TRANS:	wAlklAb
        INDEX:	P29W3
      OFFSETS:	14-21
       TOKENS:	P29W3-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalob_1]
   UNSPLITVOC:	(wiAlkilAb)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+kilAb
        GLOSS:	and+the+dogs

 INPUT STRING:	تعوى
     IS_TRANS:	tEwY
        INDEX:	P29W4
      OFFSETS:	22-26
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EawaY_1]
   UNSPLITVOC:	(tiEwY)
          POS:	IV3FS+IV
          VOC:	ti+EwY
        GLOSS:	it/they/she+yell

 INPUT STRING:	سيبوا
     IS_TRANS:	sybwA
        INDEX:	P30W1
      OFFSETS:	1-6
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(siybuwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	siyb+uwA
        GLOSS:	exchange insults+they

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P30W2
      OFFSETS:	7-10
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who

 INPUT STRING:	يقول
     IS_TRANS:	yqwl
        INDEX:	P30W3
      OFFSETS:	11-15
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yaquwl)
          POS:	IV3MS+IV
          VOC:	ya+quwl
        GLOSS:	he/it+said/say/be said/say/(for example)

 INPUT STRING:	يقول
     IS_TRANS:	yqwl
        INDEX:	P30W4
      OFFSETS:	16-20
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yaquwl)
          POS:	IV3MS+IV
          VOC:	ya+quwl
        GLOSS:	he/it+said/say/be said/say/(for example)

 INPUT STRING:	والى
     IS_TRANS:	wAlY
        INDEX:	P30W5
      OFFSETS:	21-25
       TOKENS:	P30W5-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~iy_1]
   UNSPLITVOC:	(waAll~iy)
          POS:	CONJ+REL_PRON
          VOC:	wa+All~iy
        GLOSS:	and+who

 INPUT STRING:	يعمل
     IS_TRANS:	yEml
        INDEX:	P30W6
      OFFSETS:	26-30
       TOKENS:	P30W7-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(yiEomil)
          POS:	IV3MS+IV
          VOC:	yi+Eomil
        GLOSS:	he/it+do

 INPUT STRING:	يعمل
     IS_TRANS:	yEml
        INDEX:	P30W7
      OFFSETS:	31-35
       TOKENS:	P30W8-P30W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(yiEomil)
          POS:	IV3MS+IV
          VOC:	yi+Eomil
        GLOSS:	he/it+do

 INPUT STRING:	والايام
     IS_TRANS:	wAlAyAm
        INDEX:	P31W1
      OFFSETS:	1-8
       TOKENS:	P31W1-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(wiAlAiy~Am)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+Aiy~Am
        GLOSS:	and+the+today/some day/ever/days

 INPUT STRING:	هتكشف
     IS_TRANS:	htk$f
        INDEX:	P31W2
      OFFSETS:	9-14
       TOKENS:	P31W3-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka$af_1]
   UNSPLITVOC:	(Hatiko$if)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+ko$if
        GLOSS:	will+it/they/she+discover/reveal/disclose/examine/be discovered/be revealed/be disclosed/examine

 INPUT STRING:	لينا
     IS_TRANS:	lynA
        INDEX:	P31W3
      OFFSETS:	15-19
       TOKENS:	P31W5-P31W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liynA)
          POS:	PREP+PRON_1P
          VOC:	li+nA
        GLOSS:	to+we

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P31W4
      OFFSETS:	20-23
       TOKENS:	P31W7-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(miyn)
          POS:	INTERROG_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	الكداب
     IS_TRANS:	AlkdAb
        INDEX:	P31W5
      OFFSETS:	24-30
       TOKENS:	P31W8-P31W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kad~Ab_1]
   UNSPLITVOC:	(Alkad~Ab)
          POS:	DET+ADJ
          VOC:	Al+kad~Ab
        GLOSS:	the+liar

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P32W1
      OFFSETS:	1-4
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	what

 INPUT STRING:	يهمنا
     IS_TRANS:	yhmnA
        INDEX:	P32W2
      OFFSETS:	5-10
       TOKENS:	P32W2-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ham~_1]
   UNSPLITVOC:	(yihim~inA)
          POS:	IV3MS+IV+IVSUFF_DO:1P
          VOC:	yi+him~+nA
        GLOSS:	he/it+matter+us

 INPUT STRING:	دلوقتى
     IS_TRANS:	dlwqtY
        INDEX:	P32W3
      OFFSETS:	11-17
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P32W4
      OFFSETS:	18-20
       TOKENS:	P32W5-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	بلدنا
     IS_TRANS:	bldnA
        INDEX:	P32W5
      OFFSETS:	21-26
       TOKENS:	P32W6-P32W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	balad+nA
        GLOSS:	country/country/countries+our

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P32W6
      OFFSETS:	27-29
       TOKENS:	P32W8-P32W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	هنسيب
     IS_TRANS:	hnsyb
        INDEX:	P32W7
      OFFSETS:	30-35
       TOKENS:	P32W9-P32W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(Hanisiyb)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+siyb
        GLOSS:	will+we+exchange insults

 INPUT STRING:	تعميرها
     IS_TRANS:	tEmyrhA
        INDEX:	P32W8
      OFFSETS:	36-43
       TOKENS:	P32W11-P32W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eam~ar_1]
   UNSPLITVOC:	(tEmyrahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	tEmyr+hA
        GLOSS:	build+its/their/her

 INPUT STRING:	واصلاحها
     IS_TRANS:	wASlAHhA
        INDEX:	P32W9
      OFFSETS:	44-52
       TOKENS:	P32W13-P32W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AislAH_1]
   UNSPLITVOC:	(wiASlAHahA)
          POS:	CONJ+NOUN+POSS_PRON_3FS
          VOC:	wi+ASlAH+hA
        GLOSS:	and+fixing+its/their/her

 INPUT STRING:	ونمسك
     IS_TRANS:	wnmsk
        INDEX:	P33W1
      OFFSETS:	1-6
       TOKENS:	P33W1-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[masak_0]
   UNSPLITVOC:	(winimosik)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+mosik
        GLOSS:	and+we+grab

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P33W2
      OFFSETS:	7-9
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	موضوع
     IS_TRANS:	mwDwE
        INDEX:	P33W3
      OFFSETS:	10-15
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(mawDuwE)
          POS:	NOUN
          VOC:	mawDuwE
        GLOSS:	subject/theme/issue

 INPUT STRING:	تافه
     IS_TRANS:	tAfh
        INDEX:	P33W4
      OFFSETS:	16-20
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAfih_1]
   UNSPLITVOC:	(tAfih)
          POS:	ADJ
          VOC:	tAfih
        GLOSS:	trivial/commonplace

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P33W5
      OFFSETS:	21-23
       TOKENS:	P33W6-P33W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P33W6
      OFFSETS:	24-26
       TOKENS:	P33W7-P33W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	ووائل
     IS_TRANS:	wwA}l
        INDEX:	P34W1
      OFFSETS:	1-6
       TOKENS:	P34W1-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wA}il_1]
   UNSPLITVOC:	(wiwA}il)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+wA}il
        GLOSS:	and+Wail

 INPUT STRING:	غنيم
     IS_TRANS:	gnym
        INDEX:	P34W2
      OFFSETS:	7-11
       TOKENS:	P34W3-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gunim_1]
   UNSPLITVOC:	(gnym)
          POS:	NOUN_PROP
          VOC:	gnym
        GLOSS:	Gunim

 INPUT STRING:	يطلع
     IS_TRANS:	yTlE
        INDEX:	P34W3
      OFFSETS:	12-16
       TOKENS:	P34W4-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(yiTolaE)
          POS:	IV3MS+IV
          VOC:	yi+TolaE
        GLOSS:	he/it+come

 INPUT STRING:	يدافع
     IS_TRANS:	ydAfE
        INDEX:	P34W4
      OFFSETS:	17-22
       TOKENS:	P34W5-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAfiE_1]
   UNSPLITVOC:	(yidAfiE)
          POS:	IV3MS+IV
          VOC:	yi+dAfiE
        GLOSS:	he/it+defend

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P34W5
      OFFSETS:	23-25
       TOKENS:	P34W6-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P34W6
      OFFSETS:	26-30
       TOKENS:	P34W7-P34W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self/selves+his/its

 INPUT STRING:	قدام
     IS_TRANS:	qdAm
        INDEX:	P34W7
      OFFSETS:	31-35
       TOKENS:	P34W9-P34W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~Am)
          POS:	NOUN
          VOC:	qud~Am
        GLOSS:	front/in front of

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P34W8
      OFFSETS:	36-41
       TOKENS:	P34W10-P34W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P34W9
      OFFSETS:	42-45
       TOKENS:	P34W11-P34W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	those

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P35W1
      OFFSETS:	1-4
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	باقى
     IS_TRANS:	bAqY
        INDEX:	P35W2
      OFFSETS:	5-9
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAqiy_1]
   UNSPLITVOC:	(bAqiy)
          POS:	ADJ
          VOC:	bAqiy
        GLOSS:	remaining

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P35W3
      OFFSETS:	10-15
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	يبص
     IS_TRANS:	ybS
        INDEX:	P35W4
      OFFSETS:	16-19
       TOKENS:	P35W4-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(yibuS~)
          POS:	IV3MS+IV
          VOC:	yi+buS~
        GLOSS:	he/it+glow/sparkle

 INPUT STRING:	لمستقبل
     IS_TRANS:	lmstqbl
        INDEX:	P35W5
      OFFSETS:	20-27
       TOKENS:	P35W5-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotaqobal_1]
   UNSPLITVOC:	(limusotaqobal)
          POS:	PREP+NOUN
          VOC:	li+musotaqobal
        GLOSS:	for/to+future

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P35W6
      OFFSETS:	28-31
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	ويشوف
     IS_TRANS:	wy$wf
        INDEX:	P36W1
      OFFSETS:	1-6
       TOKENS:	P36W1-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(wiyi$uwf)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+$uwf
        GLOSS:	and+he/it+look

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P36W2
      OFFSETS:	7-10
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>iyoh_1]
   UNSPLITVOC:	(>iyoh)
          POS:	INTERROG_PRON
          VOC:	>iyoh
        GLOSS:	what

 INPUT STRING:	الخير
     IS_TRANS:	Alxyr
        INDEX:	P36W3
      OFFSETS:	11-16
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(Alxayr)
          POS:	DET+NOUN
          VOC:	Al+xayr
        GLOSS:	the+wealth, affluence

 INPUT STRING:	لمصر
     IS_TRANS:	lmSr
        INDEX:	P36W4
      OFFSETS:	17-21
       TOKENS:	P36W5-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(limaSor)
          POS:	PREP+NOUN_PROP
          VOC:	li+maSor
        GLOSS:	for/to+Egypt

 INPUT STRING:	ويعمله
