 INPUT STRING:	المسيحيون
          VOC:	Al+$a>on
        GLOSS:	the+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	وقال
     IS_TRANS:	wqAl
        INDEX:	P16W11
      OFFSETS:	53-57
       TOKENS:	P16W11-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiqAl)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+qAl+(null)
        GLOSS:	and+say+he/it [verb]

 INPUT STRING:	لن
     IS_TRANS:	ln
        INDEX:	P16W12
      OFFSETS:	58-60
       TOKENS:	P16W13-P16W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lano_1]
   UNSPLITVOC:	(lano)
          POS:	NEG_PART
          VOC:	lano
        GLOSS:	not, never, nevermore

 INPUT STRING:	يستطيع
     IS_TRANS:	ystTyE
        INDEX:	P16W13
      OFFSETS:	61-67
       TOKENS:	P16W14-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotaTAE_1]
   UNSPLITVOC:	(yisotaTiyE)
          POS:	IV3MS+IV
          VOC:	yi+sotaTiyE
        GLOSS:	he/it+be able/be capable

 INPUT STRING:	أحد
     IS_TRANS:	>Hd
        INDEX:	P16W14
      OFFSETS:	68-71
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHad_1]
   UNSPLITVOC:	(>aHad)
          POS:	NOUN
          VOC:	>aHad
        GLOSS:	one of /someone/ anyone/no-one/ones

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P16W15
      OFFSETS:	72-74
       TOKENS:	P16W16-P16W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يرغمنا
     IS_TRANS:	yrgmnA
        INDEX:	P16W16
      OFFSETS:	75-81
       TOKENS:	P16W17-P16W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>arogam_1]
   UNSPLITVOC:	(yirogimnA)
          POS:	IV3MS+IV+IVSUFF_DO:1P
          VOC:	yi+rogim+nA
        GLOSS:	he/it+compel/force+us

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P16W17
      OFFSETS:	82-85
       TOKENS:	P16W19-P16W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P16W18
      OFFSETS:	86-88
       TOKENS:	P16W20-P16W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	شيء
     IS_TRANS:	$y'
        INDEX:	P16W19
      OFFSETS:	89-92
       TOKENS:	P16W21-P16W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$iy'_1]
   UNSPLITVOC:	($iy')
          POS:	NOUN
          VOC:	$iy'
        GLOSS:	something/thing/things

 INPUT STRING:	ضد
     IS_TRANS:	Dd
        INDEX:	P16W20
      OFFSETS:	93-95
       TOKENS:	P16W22-P16W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Did~_1]
   UNSPLITVOC:	(Did~)
          POS:	NOUN
          VOC:	Did~
        GLOSS:	contrary/against/opposed/anti-/counter-

 INPUT STRING:	عقيدتنا
     IS_TRANS:	EqydtnA
        INDEX:	P16W21
      OFFSETS:	96-103
       TOKENS:	P16W23-P16W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eaqiydap_1]
   UNSPLITVOC:	(EaqiyditnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	Eaqiyd+ap+nA
        GLOSS:	doctrine/creed/dogma+[fem.sg.]+our

 INPUT STRING:	وللعلم
     IS_TRANS:	wllElm
        INDEX:	P17W1
      OFFSETS:	0-6
       TOKENS:	P17W1-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eilom_1]
   UNSPLITVOC:	(wililEilom)
          POS:	CONJ+PREP+DET+NOUN
          VOC:	wi+li+Al+Eilom
        GLOSS:	and+for/to+the+knowledge

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P17W2
      OFFSETS:	7-9
       TOKENS:	P17W4-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him/it

 INPUT STRING:	مجموعة
     IS_TRANS:	mjmwEp
        INDEX:	P17W3
      OFFSETS:	10-16
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majomuwEap_1]
   UNSPLITVOC:	(majomuwEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	majomuwE+ap
        GLOSS:	collection/group/bloc+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P17W4
      OFFSETS:	17-19
       TOKENS:	P17W7-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المسلمين
     IS_TRANS:	Almslmyn
        INDEX:	P17W5
      OFFSETS:	20-28
       TOKENS:	P17W8-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(Almusolimiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+musolim+iyn
        GLOSS:	the+Muslim+[masc.pl.]

 INPUT STRING:	كانوا
     IS_TRANS:	kAnwA
        INDEX:	P17W6
      OFFSETS:	29-34
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be+they [verb]

 INPUT STRING:	حاضرين
     IS_TRANS:	HADryn
        INDEX:	P17W7
      OFFSETS:	35-41
       TOKENS:	P17W10-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HADir_1]
   UNSPLITVOC:	(HADoriyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	HADor+iyn
        GLOSS:	present/attending+[mas.sg.]

 INPUT STRING:	حفل
     IS_TRANS:	Hfl
        INDEX:	P17W8
      OFFSETS:	42-45
       TOKENS:	P17W11-P17W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hafol_1]
   UNSPLITVOC:	(Hafol)
          POS:	NOUN
          VOC:	Hafol
        GLOSS:	ceremony/celebration

 INPUT STRING:	تأبين
     IS_TRANS:	t>byn
        INDEX:	P17W9
      OFFSETS:	46-51
       TOKENS:	P17W12-P17W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta>obiyn_1]
   UNSPLITVOC:	(ta>obiyn)
          POS:	NOUN
          VOC:	ta>obiyn
        GLOSS:	funeral/obituary

 INPUT STRING:	الشهداء
     IS_TRANS:	Al$hdA'
        INDEX:	P17W10
      OFFSETS:	52-59
       TOKENS:	P17W13-P17W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahiyd_1]
   UNSPLITVOC:	(Al$~uhadA')
          POS:	DET+NOUN
          VOC:	Al+$uhadA'
        GLOSS:	the+martyrs

 INPUT STRING:	وقالوا
     IS_TRANS:	wqAlwA
        INDEX:	P17W11
      OFFSETS:	60-66
       TOKENS:	P17W14-P17W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiqAluwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	wi+qAl+uwA
        GLOSS:	and+say+they [verb]

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P17W12
      OFFSETS:	67-69
       TOKENS:	P17W16-P17W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy~a)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/for+me

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P17W13
      OFFSETS:	70-73
       TOKENS:	P17W18-P17W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	الندوة
     IS_TRANS:	Alndwp
        INDEX:	P17W14
      OFFSETS:	74-80
       TOKENS:	P17W19-P17W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nadowap_1]
   UNSPLITVOC:	(Aln~adowap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+nadow+ap
        GLOSS:	the+seminar/symposium+[fem.sg.]

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P17W15
      OFFSETS:	81-85
       TOKENS:	P17W20-P17W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	our

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P17W16
      OFFSETS:	86-90
       TOKENS:	P17W21-P17W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	NOUN
          VOC:	kamAn
        GLOSS:	also

 INPUT STRING:	بنرفض
     IS_TRANS:	bnrfD
        INDEX:	P17W17
      OFFSETS:	91-96
       TOKENS:	P17W22-P17W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rafaD_1]
   UNSPLITVOC:	(binirofuD)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+rofuD
        GLOSS:	[present-tense]+we+reject/refuse

 INPUT STRING:	فرض
     IS_TRANS:	frD
        INDEX:	P17W18
      OFFSETS:	97-100
       TOKENS:	P17W24-P17W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faroD_1]
   UNSPLITVOC:	(faroD)
          POS:	NOUN
          VOC:	faroD
        GLOSS:	imposing/levying/duties/suppositions

 INPUT STRING:	الحجاب
     IS_TRANS:	AlHjAb
        INDEX:	P17W19
      OFFSETS:	101-107
       TOKENS:	P17W25-P17W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HijAb_1]
   UNSPLITVOC:	(AlHijAb)
          POS:	DET+NOUN
          VOC:	Al+HijAb
        GLOSS:	the+veil/veils

 INPUT STRING:	والنقاب
     IS_TRANS:	wAlnqAb
        INDEX:	P17W20
      OFFSETS:	108-115
       TOKENS:	P17W26-P17W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niqAb_1]
   UNSPLITVOC:	(wiAlniqAb)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+niqAb
        GLOSS:	and+the+veil

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P17W21
      OFFSETS:	115-116
       TOKENS:	P17W28-P17W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	وأوضح
     IS_TRANS:	w>wDH
        INDEX:	P18W1
      OFFSETS:	0-5
       TOKENS:	P18W1-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>awDaH_1]
   UNSPLITVOC:	(wi>awDaH)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+>awDaH+(null)
        GLOSS:	and+clarify/explain/indicate+he/it [verb]

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P18W2
      OFFSETS:	6-8
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	المسيحيين
     IS_TRANS:	AlmsyHyyn
        INDEX:	P18W3
      OFFSETS:	9-18
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misiyHiy_1]
   UNSPLITVOC:	(AlmisiyHiy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+misiyHiy~+iyn
        GLOSS:	the+christian+[masc.pl.]

 INPUT STRING:	خايفين
     IS_TRANS:	xAyfyn
        INDEX:	P18W4
      OFFSETS:	21-27
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xAyf_1]
   UNSPLITVOC:	(xAyfiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	xAyf+iyn
        GLOSS:	afraid+[masc.pl.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P18W5
      OFFSETS:	28-30
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P18W6
      OFFSETS:	31-33
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P18W7
      OFFSETS:	34-38
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	ومفيش
     IS_TRANS:	wmfy$
        INDEX:	P19W1
      OFFSETS:	0-5
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wmfy$)
          POS:	NO_FUNC
          VOC:	wmfy$
        GLOSS:	nogloss

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P19W2
      OFFSETS:	6-10
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	اسمها
     IS_TRANS:	AsmhA
        INDEX:	P19W3
      OFFSETS:	11-16
       TOKENS:	P19W3-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(AisomahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Aisom+hA
        GLOSS:	name+its/their/her

 INPUT STRING:	المسيحيين
     IS_TRANS:	AlmsyHyyn
        INDEX:	P19W4
      OFFSETS:	17-26
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misiyHiy_1]
   UNSPLITVOC:	(AlmisiyHiy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+misiyHiy~+iyn
        GLOSS:	the+christian+[masc.pl.]

 INPUT STRING:	يهاجروا
     IS_TRANS:	yhAjrwA
        INDEX:	P19W5
      OFFSETS:	27-34
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAjir_1]
   UNSPLITVOC:	(yihAjoruwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+hAjor+uwA
        GLOSS:	they (people)+emigrate+[pl.]

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P19W6
      OFFSETS:	35-37
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	السلفيين
     IS_TRANS:	Alslfyyn
        INDEX:	P19W7
      OFFSETS:	38-46
       TOKENS:	P19W8-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salafiy_1]
   UNSPLITVOC:	(Als~alafiy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+salafiy~+iyn
        GLOSS:	the+Salafi/Salafist+[masc.pl.]

 INPUT STRING:	وصلوا
     IS_TRANS:	wSlwA
        INDEX:	P19W8
      OFFSETS:	47-52
       TOKENS:	P19W9-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiSil_1]
   UNSPLITVOC:	(wiSoluwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	wiSol+uwA
        GLOSS:	arrive at/reach/connect+they [verb]

 INPUT STRING:	الحكم
     IS_TRANS:	AlHkm
        INDEX:	P19W9
      OFFSETS:	53-58
       TOKENS:	P19W10-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(AlHukom)
          POS:	DET+NOUN
          VOC:	Al+Hukom
        GLOSS:	the+rule/government

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P19W10
      OFFSETS:	59-60
       TOKENS:	P19W11-P19W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P19W11
      OFFSETS:	61-67
       TOKENS:	P19W12-P19W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P19W12
      OFFSETS:	68-70
       TOKENS:	P19W13-P19W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P19W13
      OFFSETS:	71-73
       TOKENS:	P19W14-P19W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حقيقي
     IS_TRANS:	Hqyqy
        INDEX:	P19W14
      OFFSETS:	74-79
       TOKENS:	P19W15-P19W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqiy_1]
   UNSPLITVOC:	(Haqiyqiy)
          POS:	ADJ
          VOC:	Haqiyqiy
        GLOSS:	true/real

 INPUT STRING:	والمسيحيين
     IS_TRANS:	wAlmsyHyyn
        INDEX:	P19W15
      OFFSETS:	80-90
       TOKENS:	P19W16-P19W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misiyHiy_1]
   UNSPLITVOC:	(wiAlmisiyHiy~iyn)
          POS:	CONJ+DET+NOUN+NSUFF_MASC_PL
          VOC:	wi+Al+misiyHiy~+iyn
        GLOSS:	and+the+christian+[masc.pl.]

 INPUT STRING:	عمرهم
     IS_TRANS:	Emrhm
        INDEX:	P19W16
      OFFSETS:	91-96
       TOKENS:	P19W18-P19W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(Eumoruhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Eumor+hum
        GLOSS:	age/life/ages/age groups+their

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P19W17
      OFFSETS:	97-99
       TOKENS:	P19W20-P19W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	هيسيبوا
     IS_TRANS:	hysybwA
        INDEX:	P19W18
      OFFSETS:	100-107
       TOKENS:	P19W21-P19W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(HayisiybuwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+yi+siyb+uwA
        GLOSS:	will+they+leave/let/flow+[pl.]

 INPUT STRING:	بلدهم
     IS_TRANS:	bldhm
        INDEX:	P19W19
      OFFSETS:	108-113
       TOKENS:	P19W23-P19W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	balad+hum
        GLOSS:	country/country/countries+their

 INPUT STRING:	وأنا
     IS_TRANS:	w>nA
        INDEX:	P19W20
      OFFSETS:	114-118
       TOKENS:	P19W25-P19W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anA_1]
   UNSPLITVOC:	(wi>anA)
          POS:	CONJ+PRON_1S
          VOC:	wi+>anA
        GLOSS:	and+i

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P19W21
      OFFSETS:	119-121
       TOKENS:	P19W27-P19W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	نفسي
     IS_TRANS:	nfsy
        INDEX:	P19W22
      OFFSETS:	122-126
       TOKENS:	P19W28-P19W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nafos+iy
        GLOSS:	same/self/selves+my

 INPUT STRING:	مطمئن
     IS_TRANS:	mTm}n
        INDEX:	P19W23
      OFFSETS:	127-132
       TOKENS:	P19W30-P19W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muToma}in~_1]
   UNSPLITVOC:	(muToma}in~)
          POS:	NOUN
          VOC:	muToma}in~
        GLOSS:	calm/at ease

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P19W24
      OFFSETS:	133-136
       TOKENS:	P19W31-P19W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	وعارف
     IS_TRANS:	wEArf
        INDEX:	P19W25
      OFFSETS:	137-142
       TOKENS:	P19W32-P19W33
