 INPUT STRING:	جميعنا
        INDEX:	P19W24
      OFFSETS:	107-111
       TOKENS:	P19W31-P19W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*amiym_1]
   UNSPLITVOC:	(*amiym)
          POS:	ADJ
          VOC:	*amiym
        GLOSS:	censured/reprehensible

 INPUT STRING:	يلصق
     IS_TRANS:	ylSq
        INDEX:	P20W1
      OFFSETS:	0-4
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[laSiq_1]
   UNSPLITVOC:	(yaloSiq)
          POS:	IV3MS+IV
          VOC:	ya+loSiq
        GLOSS:	he+adhere

 INPUT STRING:	بك
     IS_TRANS:	bk
        INDEX:	P20W2
      OFFSETS:	5-7
       TOKENS:	P20W2-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(bik)
          POS:	PREP+PRON_2MS
          VOC:	bi+ak
        GLOSS:	with/by+you

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P20W3
      OFFSETS:	8-10
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	حيت
     IS_TRANS:	Hyt
        INDEX:	P20W4
      OFFSETS:	11-14
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hay~_1]
   UNSPLITVOC:	(Hay~at)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	Hay~+at
        GLOSS:	live/experience/witness+it/they/she [verb]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P20W5
      OFFSETS:	14-15
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P20W6
      OFFSETS:	15-16
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P20W7
      OFFSETS:	16-17
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P20W8
      OFFSETS:	17-18
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P20W9
      OFFSETS:	18-19
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P20W10
      OFFSETS:	19-20
       TOKENS:	P20W11-P20W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	انتظر
     IS_TRANS:	AntZr
        INDEX:	P21W1
      OFFSETS:	0-5
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotaZar_1]
   UNSPLITVOC:	(AanotiZir)
          POS:	IV1S+IV
          VOC:	Aa+notiZir
        GLOSS:	I+wait for/expect

 INPUT STRING:	ارآئكم
     IS_TRANS:	Ar|}km
        INDEX:	P21W2
      OFFSETS:	6-12
       TOKENS:	P21W2-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(>arA}kum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	>arA}+kum
        GLOSS:	opinions+your

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P21W3
      OFFSETS:	12-13
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P21W4
      OFFSETS:	13-14
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P22W1
      OFFSETS:	0-4
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamorw)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	سليمان
     IS_TRANS:	slymAn
        INDEX:	P22W2
      OFFSETS:	5-11
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siliymAn_1]
   UNSPLITVOC:	(siliymAn)
          POS:	NOUN_PROP
          VOC:	siliymAn
        GLOSS:	Sulayman/Suleiman/Solomon

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P22W3
      OFFSETS:	11-12
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	الاقنعة
     IS_TRANS:	AlAqnEp
        INDEX:	P23W1
      OFFSETS:	0-7
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(Al>aqoniEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+>aqoniE+ap
        GLOSS:	the+weapons/armor/mask/masks/veils+[fem.sg.]

 INPUT STRING:	المزيفة
     IS_TRANS:	Almzyfp
        INDEX:	P23W2
      OFFSETS:	8-15
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muzay~af_1]
   UNSPLITVOC:	(Almuzay~afap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+muzay~af+ap
        GLOSS:	the+forged/counterfeit/pseudo+[fem.sg.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P23W3
      OFFSETS:	16-18
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	تثبت
     IS_TRANS:	tvbt
        INDEX:	P23W4
      OFFSETS:	19-23
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vabat_1]
   UNSPLITVOC:	(tivobit)
          POS:	IV3FS+IV
          VOC:	ti+vobit
        GLOSS:	she+be stable/be established

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P23W5
      OFFSETS:	24-27
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الوجه
     IS_TRANS:	Alwjh
        INDEX:	P23W6
      OFFSETS:	28-33
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wajoh_1]
   UNSPLITVOC:	(Alwajoh)
          POS:	DET+NOUN
          VOC:	Al+wajoh
        GLOSS:	the+face/front/faces/side/aspect/sides/aspects

 INPUT STRING:	كثيرا
     IS_TRANS:	kvyrA
        INDEX:	P23W7
      OFFSETS:	34-39
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kaviyr_2]
   UNSPLITVOC:	(kaviyrAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	kaviyr+AF
        GLOSS:	many/much/numerous/a lot/very+[acc.indef.]

 INPUT STRING:	فتسقط
     IS_TRANS:	ftsqT
        INDEX:	P23W8
      OFFSETS:	40-45
       TOKENS:	P23W8-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saq~aT_1]
   UNSPLITVOC:	(fatisaq~aT)
          POS:	CONJ+IV3FS+IV
          VOC:	fa+ti+saq~aT
        GLOSS:	so/and+it/they/she+fall/drop/lose

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P23W9
      OFFSETS:	46-48
       TOKENS:	P23W10-P23W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	تلقاء
     IS_TRANS:	tlqA'
        INDEX:	P23W10
      OFFSETS:	49-54
       TOKENS:	P23W11-P23W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tiloqA'_1]
   UNSPLITVOC:	(tiloqA')
          POS:	NOUN
          VOC:	tiloqA'
        GLOSS:	opposite/in front of

 INPUT STRING:	نفسها
     IS_TRANS:	nfshA
        INDEX:	P23W11
      OFFSETS:	55-60
       TOKENS:	P23W12-P23W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafas_1]
   UNSPLITVOC:	(nafasahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	nafas+hA
        GLOSS:	breath/puff/breaths/puffs+its/their/her

 INPUT STRING:	واصحاب
     IS_TRANS:	wASHAb
        INDEX:	P23W12
      OFFSETS:	61-67
       TOKENS:	P23W14-P23W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(wiASoHAb)
          POS:	CONJ+NOUN
          VOC:	wi+ASoHAb
        GLOSS:	and+owner/originator/owners/originators/friend/companion/friends/companions

 INPUT STRING:	الاقنعة
     IS_TRANS:	AlAqnEp
        INDEX:	P23W13
      OFFSETS:	68-75
       TOKENS:	P23W16-P23W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(Al>aqoniEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+>aqoniE+ap
        GLOSS:	the+weapons/armor/mask/masks/veils+[fem.sg.]

 INPUT STRING:	لايتاثرون
     IS_TRANS:	lAytAvrwn
        INDEX:	P23W14
      OFFSETS:	76-85
       TOKENS:	P23W17-P23W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ta>av~ar_1]
   UNSPLITVOC:	(lAyata>av~rauwn)
          POS:	NEG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	lA+ya+ta>av~ra+uwn
        GLOSS:	not+they+be affected/be influenced+[pl.]

 INPUT STRING:	كثيرا
     IS_TRANS:	kvyrA
        INDEX:	P23W15
      OFFSETS:	86-91
       TOKENS:	P23W19-P23W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kaviyr_2]
   UNSPLITVOC:	(kaviyrAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	kaviyr+AF
        GLOSS:	many/much/numerous/a lot/very+[acc.indef.]

 INPUT STRING:	عند
     IS_TRANS:	End
        INDEX:	P23W16
      OFFSETS:	92-95
       TOKENS:	P23W20-P23W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanod)
          POS:	NOUN
          VOC:	Eanod
        GLOSS:	at/with

 INPUT STRING:	تساقط
     IS_TRANS:	tsAqT
        INDEX:	P23W17
      OFFSETS:	96-101
       TOKENS:	P23W21-P23W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tasAquT_1]
   UNSPLITVOC:	(tasAquT)
          POS:	NOUN
          VOC:	tasAquT
        GLOSS:	falling/precipitation

 INPUT STRING:	اقنعتهم
     IS_TRANS:	AqnEthm
        INDEX:	P23W18
      OFFSETS:	102-109
       TOKENS:	P23W22-P23W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(>aqoniEathum)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3P
          VOC:	>aqoniE+ap+hum
        GLOSS:	veils/masks+[fem.sg.]+their

 INPUT STRING:	واكتشاف
     IS_TRANS:	wAkt$Af
        INDEX:	P23W19
      OFFSETS:	110-117
       TOKENS:	P23W24-P23W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aikoti$Af_1]
   UNSPLITVOC:	(wiAikoti$Af)
          POS:	CONJ+NOUN
          VOC:	wi+Aikoti$Af
        GLOSS:	and+discovery

 INPUT STRING:	وجوههم
     IS_TRANS:	wjwhhm
        INDEX:	P23W20
      OFFSETS:	118-124
       TOKENS:	P23W26-P23W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wajh_1]
   UNSPLITVOC:	(wujuwhhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	wujuwh+hum
        GLOSS:	faces+their

 INPUT STRING:	الحقيقية
     IS_TRANS:	AlHqyqyp
        INDEX:	P23W21
      OFFSETS:	125-133
       TOKENS:	P23W28-P23W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqiy_1]
   UNSPLITVOC:	(AlHaqiyqiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Haqiyqiy~+ap
        GLOSS:	the+true/real+[fem.sg.]

 INPUT STRING:	ولايشعرون
     IS_TRANS:	wlAy$Erwn
        INDEX:	P23W22
      OFFSETS:	134-143
       TOKENS:	P23W29-P23W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$aEar_1]
   UNSPLITVOC:	(walAya$oEuruwn)
          POS:	CONJ+NEG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	wa+lA+ya+$oEur+uwn
        GLOSS:	and+not+they+feel/be aware+[pl.]

 INPUT STRING:	بالندم
     IS_TRANS:	bAlndm
        INDEX:	P23W23
      OFFSETS:	144-150
       TOKENS:	P23W32-P23W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nadam_1]
   UNSPLITVOC:	(biAln~adam)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+nadam
        GLOSS:	with/by+the+remorse/regret

 INPUT STRING:	والالم
     IS_TRANS:	wAlAlm
        INDEX:	P23W24
      OFFSETS:	151-157
       TOKENS:	P23W34-P23W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>alam_1]
   UNSPLITVOC:	(wiAl>alam)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+>alam
        GLOSS:	and+the+pain/suffering

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P23W25
      OFFSETS:	157-158
       TOKENS:	P23W36-P23W36
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P23W26
      OFFSETS:	158-159
       TOKENS:	P23W37-P23W37
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	بل
     IS_TRANS:	bl
        INDEX:	P23W27
      OFFSETS:	160-162
       TOKENS:	P23W38-P23W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bal_1]
   UNSPLITVOC:	(bal)
          POS:	CONJ
          VOC:	bal
        GLOSS:	Rather/even/but/yet/however

 INPUT STRING:	يسارعون
     IS_TRANS:	ysArEwn
        INDEX:	P23W28
      OFFSETS:	163-170
       TOKENS:	P23W39-P23W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAraE_1]
   UNSPLITVOC:	(yusAriEuwn)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yu+sAriE+uwn
        GLOSS:	they+hasten/hurry+[pl.]

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P23W29
      OFFSETS:	171-174
       TOKENS:	P23W40-P23W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	ارتداء
     IS_TRANS:	ArtdA'
        INDEX:	P23W30
      OFFSETS:	175-181
       TOKENS:	P23W41-P23W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AirotidA'_1]
   UNSPLITVOC:	(AirotidA')
          POS:	NOUN
          VOC:	AirotidA'
        GLOSS:	putting on/wearing

 INPUT STRING:	قناع
     IS_TRANS:	qnAE
        INDEX:	P23W31
      OFFSETS:	182-186
       TOKENS:	P23W42-P23W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(qinAE)
          POS:	NOUN
          VOC:	qinAE
        GLOSS:	weapons/armor/mask/masks/veils

 INPUT STRING:	اخر
     IS_TRANS:	Axr
        INDEX:	P23W32
      OFFSETS:	187-190
       TOKENS:	P23W43-P23W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|axar_1]
   UNSPLITVOC:	(|axar)
          POS:	ADJ
          VOC:	|axar
        GLOSS:	other

 INPUT STRING:	جديد
     IS_TRANS:	jdyd
        INDEX:	P23W33
      OFFSETS:	191-195
       TOKENS:	P23W44-P23W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(jidiyd)
          POS:	ADJ
          VOC:	jidiyd
        GLOSS:	new/modern/recent/again/anew/brand new/junior/inexperienced

 INPUT STRING:	وتعديل
     IS_TRANS:	wtEdyl
        INDEX:	P24W1
      OFFSETS:	0-6
       TOKENS:	P24W1-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEodiyl_1]
   UNSPLITVOC:	(witaEodiyl)
          POS:	CONJ+NOUN
          VOC:	wi+taEodiyl
        GLOSS:	and+adjustment/change/modification/amendment

 INPUT STRING:	وتغير
     IS_TRANS:	wtgyr
        INDEX:	P24W2
      OFFSETS:	7-12
       TOKENS:	P24W3-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tagay~ur_1]
   UNSPLITVOC:	(witagay~ur)
          POS:	CONJ+NOUN
          VOC:	wi+tagay~ur
        GLOSS:	and+change/variation/changes/variations

 INPUT STRING:	القناع
     IS_TRANS:	AlqnAE
        INDEX:	P24W3
      OFFSETS:	13-19
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(AlqinAE)
          POS:	DET+NOUN
          VOC:	Al+qinAE
        GLOSS:	the+weapons/armor/mask/masks/veils

 INPUT STRING:	سواء
     IS_TRANS:	swA'
        INDEX:	P24W4
      OFFSETS:	20-24
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sawA'_1]
   UNSPLITVOC:	(sawA')
          POS:	NOUN
          VOC:	sawA'
        GLOSS:	except/whether/regardless/equality

 INPUT STRING:	عندى
     IS_TRANS:	EndY
        INDEX:	P24W5
      OFFSETS:	25-29
       TOKENS:	P24W7-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	at/with+my

 INPUT STRING:	فكلاهمها
     IS_TRANS:	fklAhmhA
        INDEX:	P24W6
      OFFSETS:	30-38
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(fklAhmhA)
          POS:	TYPO
          VOC:	fklAhmhA
        GLOSS:	nogloss

 INPUT STRING:	اقنعة
     IS_TRANS:	AqnEp
        INDEX:	P24W7
      OFFSETS:	39-44
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(>aqoniEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	>aqoniE+ap
        GLOSS:	weapons/armor/mask/masks/veils+[fem.sg.]

 INPUT STRING:	وكلاهما
     IS_TRANS:	wklAhmA
        INDEX:	P24W8
      OFFSETS:	45-52
       TOKENS:	P24W11-P24W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kilA_1]
   UNSPLITVOC:	(wakilAhumA)
          POS:	CONJ+NOUN_QUANT+POSS_PRON_3D
          VOC:	wa+kilA+humA
        GLOSS:	and+both of+them

 INPUT STRING:	سواء
     IS_TRANS:	swA'
        INDEX:	P24W9
      OFFSETS:	53-57
       TOKENS:	P24W14-P24W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sawA'_2]
   UNSPLITVOC:	(sawA')
          POS:	ADJ
          VOC:	sawA'
        GLOSS:	equal

 INPUT STRING:	خيل
     IS_TRANS:	xyl
        INDEX:	P25W1
      OFFSETS:	0-3
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xay~al_1]
   UNSPLITVOC:	(xay~ala)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	xay~al+a
        GLOSS:	make believe/give the impression/suggest+he/it [verb]

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P25W2
      OFFSETS:	4-7
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P25W3
      OFFSETS:	8-10
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	عالم
     IS_TRANS:	EAlm
        INDEX:	P25W4
      OFFSETS:	11-15
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAlam_1]
   UNSPLITVOC:	(EAlam)
          POS:	NOUN
          VOC:	EAlam
        GLOSS:	world/worlds

 INPUT STRING:	النت
     IS_TRANS:	Alnt
        INDEX:	P25W5
      OFFSETS:	16-20
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
