 INPUT STRING:	دة
   UNSPLITVOC:	(wibidirAsap)
          POS:	CONJ+PREP+NOUN+NSUFF_FEM_SG
          VOC:	wi+bi+dirAs+ap
        GLOSS:	and+with/by+study/studies/research+[fem.sg.]

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P10W2
      OFFSETS:	8-10
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	هذه
     IS_TRANS:	h*h
        INDEX:	P10W3
      OFFSETS:	11-14
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*ihi)
          POS:	DEM_PRON_FS
          VOC:	ha*ihi
        GLOSS:	these/this

 INPUT STRING:	الحلول
     IS_TRANS:	AlHlwl
        INDEX:	P10W4
      OFFSETS:	15-21
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Huluwl_1]
   UNSPLITVOC:	(AlHuluwl)
          POS:	DET+NOUN
          VOC:	Al+Huluwl
        GLOSS:	the+solutions/dissolutions/cancellations

 INPUT STRING:	وجدوا
     IS_TRANS:	wjdwA
        INDEX:	P10W5
      OFFSETS:	22-27
       TOKENS:	P10W7-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wajad_1]
   UNSPLITVOC:	(wajaduwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	wajad+uwA
        GLOSS:	find/be found/exist+they

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P10W6
      OFFSETS:	28-30
       TOKENS:	P10W8-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	That/to

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P10W7
      OFFSETS:	31-33
       TOKENS:	P10W9-P10W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	حل
     IS_TRANS:	Hl
        INDEX:	P10W8
      OFFSETS:	34-36
       TOKENS:	P10W10-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(Hal~)
          POS:	NOUN
          VOC:	Hal~
        GLOSS:	solution/dissolution/cancellation/solutions/dissolutions/cancellations

 INPUT STRING:	منها
     IS_TRANS:	mnhA
        INDEX:	P10W9
      OFFSETS:	37-41
       TOKENS:	P10W11-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhA)
          POS:	PREP+PRON_3FS
          VOC:	min+hA
        GLOSS:	from+it/them/her

 INPUT STRING:	اسؤ
     IS_TRANS:	As&
        INDEX:	P10W10
      OFFSETS:	42-45
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>asowa>_1]
   UNSPLITVOC:	(>asowa>)
          POS:	ADJ_COMP
          VOC:	>asowa>
        GLOSS:	worse/worst

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P10W11
      OFFSETS:	46-48
       TOKENS:	P10W14-P10W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	التانى
     IS_TRANS:	AltAnY
        INDEX:	P10W12
      OFFSETS:	49-55
       TOKENS:	P10W15-P10W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(Alt~Aniy)
          POS:	DET+ADJ
          VOC:	Al+tAniy
        GLOSS:	the+second/next/II/secondly/thani/other/another/the last

 INPUT STRING:	وسوف
     IS_TRANS:	wswf
        INDEX:	P10W13
      OFFSETS:	56-60
       TOKENS:	P10W16-P10W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sawofa_1]
   UNSPLITVOC:	(wasawofa)
          POS:	CONJ+FUT_PART
          VOC:	wa+sawofa
        GLOSS:	and+will/shall

 INPUT STRING:	يؤدى
     IS_TRANS:	y&dY
        INDEX:	P10W14
      OFFSETS:	61-65
       TOKENS:	P10W18-P10W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ad~aY_1]
   UNSPLITVOC:	(yu&ad~iy)
          POS:	IV3MS+IV
          VOC:	yu+&ad~iy
        GLOSS:	he/it+direct/guide/lead/be directed/be guided/be lead/perform (function)/carry out (duty)

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P10W15
      OFFSETS:	66-69
       TOKENS:	P10W19-P10W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	مشاكل
     IS_TRANS:	m$Akl
        INDEX:	P10W16
      OFFSETS:	70-75
       TOKENS:	P10W20-P10W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(ma$Akil)
          POS:	NOUN
          VOC:	ma$Akil
        GLOSS:	problem/issue/problems/issues/inconveniences

 INPUT STRING:	اكبر
     IS_TRANS:	Akbr
        INDEX:	P10W17
      OFFSETS:	76-80
       TOKENS:	P10W21-P10W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akobar_1]
   UNSPLITVOC:	(>akobar)
          POS:	ADJ_COMP
          VOC:	>akobar
        GLOSS:	larger/largest/greater/greatest

 INPUT STRING:	بكثير
     IS_TRANS:	bkvyr
        INDEX:	P10W18
      OFFSETS:	81-86
       TOKENS:	P10W22-P10W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kiviyr_2]
   UNSPLITVOC:	(bikviyr)
          POS:	PREP+ADJ
          VOC:	bi+kviyr
        GLOSS:	with/by+much/numerous/a lot/many

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P10W19
      OFFSETS:	87-89
       TOKENS:	P10W24-P10W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	مشاكلهم
     IS_TRANS:	m$Aklhm
        INDEX:	P10W20
      OFFSETS:	90-97
       TOKENS:	P10W25-P10W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(ma$Akilhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	ma$Akil+hum
        GLOSS:	problem/issue/problems/issues/inconveniences+their

 INPUT STRING:	الخاصة
     IS_TRANS:	AlxASp
        INDEX:	P10W21
      OFFSETS:	98-104
       TOKENS:	P10W27-P10W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAS~ap_1]
   UNSPLITVOC:	(AlxAS~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+xAS~+ap
        GLOSS:	the+special/specific/private/exclusive+[fem.sg.]

 INPUT STRING:	بل
     IS_TRANS:	bl
        INDEX:	P10W22
      OFFSETS:	105-107
       TOKENS:	P10W28-P10W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bal_1]
   UNSPLITVOC:	(bal)
          POS:	CONJ
          VOC:	bal
        GLOSS:	Rather/even/but/yet/however

 INPUT STRING:	ربما
     IS_TRANS:	rbmA
        INDEX:	P10W23
      OFFSETS:	108-112
       TOKENS:	P10W29-P10W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rub~amA_1]
   UNSPLITVOC:	(rub~amA)
          POS:	NOUN
          VOC:	rub~amA
        GLOSS:	perhaps/maybe

 INPUT STRING:	حل
     IS_TRANS:	Hl
        INDEX:	P10W24
      OFFSETS:	113-115
       TOKENS:	P10W30-P10W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(Hal~)
          POS:	NOUN
          VOC:	Hal~
        GLOSS:	solution/dissolution/cancellation/solutions/dissolutions/cancellations

 INPUT STRING:	مثل
     IS_TRANS:	mvl
        INDEX:	P10W25
      OFFSETS:	116-119
       TOKENS:	P10W31-P10W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mivol_1]
   UNSPLITVOC:	(mivol)
          POS:	NOUN
          VOC:	mivol
        GLOSS:	like/such as/the likes of

 INPUT STRING:	حل
     IS_TRANS:	Hl
        INDEX:	P10W26
      OFFSETS:	120-122
       TOKENS:	P10W32-P10W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(Hal~)
          POS:	NOUN
          VOC:	Hal~
        GLOSS:	solution/dissolution/cancellation/solutions/dissolutions/cancellations

 INPUT STRING:	تغيير
     IS_TRANS:	tgyyr
        INDEX:	P10W27
      OFFSETS:	123-128
       TOKENS:	P10W33-P10W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tagoyiyr_1]
   UNSPLITVOC:	(tagoyiyr)
          POS:	NOUN
          VOC:	tagoyiyr
        GLOSS:	change/modification/replacement

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P10W28
      OFFSETS:	129-134
       TOKENS:	P10W34-P10W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Ald~iyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion/religions

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P10W29
      OFFSETS:	135-137
       TOKENS:	P10W35-P10W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad_1]
   UNSPLITVOC:	(qad)
          POS:	ADV
          VOC:	qad
        GLOSS:	may/might/perhaps/maybe/possibly/probably/already/qad

 INPUT STRING:	يؤدى
     IS_TRANS:	y&dY
        INDEX:	P10W30
      OFFSETS:	138-142
       TOKENS:	P10W36-P10W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ad~aY_1]
   UNSPLITVOC:	(yu&ad~iy)
          POS:	IV3MS+IV
          VOC:	yu+&ad~iy
        GLOSS:	he/it+direct/guide/lead/be directed/be guided/be lead/perform (function)/carry out (duty)

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P10W31
      OFFSETS:	143-146
       TOKENS:	P10W37-P10W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	فتنة
     IS_TRANS:	ftnp
        INDEX:	P10W32
      OFFSETS:	147-151
       TOKENS:	P10W38-P10W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fitonap_1]
   UNSPLITVOC:	(fitonap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fiton+ap
        GLOSS:	sedition/dissension/discord+[fem.sg.]

 INPUT STRING:	طائفية
     IS_TRANS:	TA}fyp
        INDEX:	P10W33
      OFFSETS:	152-158
       TOKENS:	P10W39-P10W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TA}ifiy_1]
   UNSPLITVOC:	(TA}ifiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	TA}ifiy~+ap
        GLOSS:	sectarian/factional+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P10W34
      OFFSETS:	159-161
       TOKENS:	P10W40-P10W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	دولة
     IS_TRANS:	dwlp
        INDEX:	P10W35
      OFFSETS:	162-166
       TOKENS:	P10W41-P10W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(dawlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dawl+ap
        GLOSS:	state/country/states/countries+[fem.sg.]

 INPUT STRING:	يتقاتل
     IS_TRANS:	ytqAtl
        INDEX:	P10W36
      OFFSETS:	167-173
       TOKENS:	P10W42-P10W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taqAtal_1]
   UNSPLITVOC:	(yataqAtal)
          POS:	IV3MS+IV
          VOC:	ya+taqAtal
        GLOSS:	he/it+fight

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P10W37
      OFFSETS:	174-178
       TOKENS:	P10W43-P10W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P10W38
      OFFSETS:	179-184
       TOKENS:	P10W45-P10W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P10W39
      OFFSETS:	185-188
       TOKENS:	P10W46-P10W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	ضم
     IS_TRANS:	Dm
        INDEX:	P10W40
      OFFSETS:	189-191
       TOKENS:	P10W47-P10W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dam~_1]
   UNSPLITVOC:	(Dam~)
          POS:	NOUN
          VOC:	Dam~
        GLOSS:	joining/addition/annexation

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P10W41
      OFFSETS:	192-194
       TOKENS:	P10W48-P10W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	شخص
     IS_TRANS:	$xS
        INDEX:	P10W42
      OFFSETS:	195-198
       TOKENS:	P10W49-P10W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoS_1]
   UNSPLITVOC:	($axoS)
          POS:	NOUN
          VOC:	$axoS
        GLOSS:	individual/person/individuals/persons

 INPUT STRING:	وان
     IS_TRANS:	wAn
        INDEX:	P10W43
      OFFSETS:	199-202
       TOKENS:	P10W50-P10W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(wa<in)
          POS:	CONJ+SUB_CONJ
          VOC:	wa+<in
        GLOSS:	and+Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P10W44
      OFFSETS:	203-206
       TOKENS:	P10W52-P10W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	نكرة
     IS_TRANS:	nkrp
        INDEX:	P10W45
      OFFSETS:	207-211
       TOKENS:	P10W53-P10W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nakirap_1]
   UNSPLITVOC:	(nakirap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nakir+ap
        GLOSS:	unknown person/indefinite noun+[fem.sg.]

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P10W46
      OFFSETS:	212-215
       TOKENS:	P10W54-P10W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	دينة
     IS_TRANS:	dynp
        INDEX:	P10W47
      OFFSETS:	216-220
       TOKENS:	P10W55-P10W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(diynuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	diyn+uh
        GLOSS:	religion/religions+his/its

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P10W48
      OFFSETS:	220-221
       TOKENS:	P10W57-P10W57
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	واخيرا
     IS_TRANS:	wAxyrA
        INDEX:	P11W1
      OFFSETS:	0-6
       TOKENS:	P11W1-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axiyr_1]
   UNSPLITVOC:	(wi>axiyrAF)
          POS:	CONJ+ADJ+CASE_INDEF_ACC
          VOC:	wi+>axiyr+AF
        GLOSS:	and+last/latest/recent/latter/finally/recently/lately+[acc.indef.]

 INPUT STRING:	اتفق
     IS_TRANS:	Atfq
        INDEX:	P11W2
      OFFSETS:	7-11
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~afaq_1]
   UNSPLITVOC:	(Ait~afaq)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Ait~afaq+(null)
        GLOSS:	agree+he/it

 INPUT STRING:	الزوجين
     IS_TRANS:	Alzwjyn
        INDEX:	P11W3
      OFFSETS:	12-19
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zawj_1]
   UNSPLITVOC:	(Alzawjiyn)
          POS:	DET+NOUN+NSUFF_MASC_DU
          VOC:	Al+zawj+iyn
        GLOSS:	the+married couple+two

 INPUT STRING:	المعذبين
     IS_TRANS:	AlmE*byn
        INDEX:	P11W4
      OFFSETS:	20-28
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEa*ab_1]
   UNSPLITVOC:	(AlmuEa*abiyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+muEa*ab+iyn
        GLOSS:	the+tortured/afflicted+two

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P11W5
      OFFSETS:	29-32
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الحل
     IS_TRANS:	AlHl
        INDEX:	P11W6
      OFFSETS:	33-37
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(AlHal~)
          POS:	DET+NOUN
          VOC:	Al+Hal~
        GLOSS:	the+solution/dissolution/cancellation/solutions/dissolutions/cancellations

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P11W7
      OFFSETS:	38-41
       TOKENS:	P11W8-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	and+it/he

 INPUT STRING:	حل
     IS_TRANS:	Hl
        INDEX:	P11W8
      OFFSETS:	42-44
       TOKENS:	P11W10-P11W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(Hal~)
          POS:	NOUN
          VOC:	Hal~
        GLOSS:	solution/dissolution/cancellation/solutions/dissolutions/cancellations

 INPUT STRING:	الزنى
     IS_TRANS:	AlznY
        INDEX:	P11W9
      OFFSETS:	45-50
       TOKENS:	P11W11-P11W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zinaY_1]
   UNSPLITVOC:	(AlzinaY)
          POS:	DET+NOUN
          VOC:	Al+zinaY
        GLOSS:	the+adultery/fornication

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P11W10
      OFFSETS:	50-51
       TOKENS:	P11W12-P11W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	فقد
     IS_TRANS:	fqd
        INDEX:	P12W1
      OFFSETS:	0-3
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qad_1]
   UNSPLITVOC:	(faqad)
          POS:	CONJ+SUB_CONJ
          VOC:	fa+qad
        GLOSS:	so/and+may be/indeed

 INPUT STRING:	ذهبا
     IS_TRANS:	*hbA
        INDEX:	P12W2
      OFFSETS:	4-8
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*ahab-a_1]
   UNSPLITVOC:	(*ahabA)
          POS:	PV+PVSUFF_SUBJ:3MD
          VOC:	*ahab+A
        GLOSS:	go/depart+they (both) [verb]

 INPUT STRING:	الاثنين
     IS_TRANS:	AlAvnyn
        INDEX:	P12W3
      OFFSETS:	9-16
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aivonayn_1]
   UNSPLITVOC:	(AlAivonayn)
          POS:	DET+NOUN_NUM
          VOC:	Al+Aivonayn
        GLOSS:	the+two

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P12W4
      OFFSETS:	17-20
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	الكنيسة
     IS_TRANS:	Alknysp
        INDEX:	P12W5
      OFFSETS:	21-28
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiniysap_1]
   UNSPLITVOC:	(Alkiniysap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kiniys+ap
        GLOSS:	the+churches+[fem.sg.]

 INPUT STRING:	واعترفا
     IS_TRANS:	wAEtrfA
        INDEX:	P12W6
      OFFSETS:	29-36
       TOKENS:	P12W7-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiEotaraf_1]
   UNSPLITVOC:	(waAiEotarafA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	wa+AiEotaraf+A
        GLOSS:	and+acknowledge/recognize/admit/confess+they (both) [verb]

 INPUT STRING:	بان
     IS_TRANS:	bAn
