 INPUT STRING:	يرحم
     IS_TRANS:	lw
        INDEX:	P22W6
      OFFSETS:	31-33
       TOKENS:	P22W9-P22W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	فضل
     IS_TRANS:	fDl
        INDEX:	P22W7
      OFFSETS:	34-37
       TOKENS:	P22W10-P22W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[faDal_1]
   UNSPLITVOC:	(faDal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	faDal+(null)
        GLOSS:	remain/continue+he

 INPUT STRING:	مستنى
     IS_TRANS:	mstnY
        INDEX:	P22W8
      OFFSETS:	38-43
       TOKENS:	P22W11-P22W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misotan~iy_1]
   UNSPLITVOC:	(misotan~iy)
          POS:	ADJ.VN
          VOC:	misotan~iy
        GLOSS:	waiting

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P22W9
      OFFSETS:	44-46
       TOKENS:	P22W12-P22W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P22W10
      OFFSETS:	47-50
       TOKENS:	P22W13-P22W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	today/some day/ever/day

 INPUT STRING:	ييجى
     IS_TRANS:	yyjY
        INDEX:	P22W11
      OFFSETS:	51-55
       TOKENS:	P22W14-P22W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jA_1]
   UNSPLITVOC:	(yiyojiy)
          POS:	IV3MS+IV
          VOC:	yi+yojiy
        GLOSS:	he/it+come

 INPUT STRING:	دكتور
     IS_TRANS:	dktwr
        INDEX:	P22W12
      OFFSETS:	56-61
       TOKENS:	P22W15-P22W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dukotawr_1]
   UNSPLITVOC:	(dukotawr)
          POS:	NOUN
          VOC:	dukotawr
        GLOSS:	doctor

 INPUT STRING:	بعلاج
     IS_TRANS:	bElAj
        INDEX:	P22W13
      OFFSETS:	62-67
       TOKENS:	P22W16-P22W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EilAj_1]
   UNSPLITVOC:	(biEilAj)
          POS:	PREP+NOUN
          VOC:	bi+EilAj
        GLOSS:	with/by+treatment/therapy/processing

 INPUT STRING:	سحرى
     IS_TRANS:	sHrY
        INDEX:	P22W14
      OFFSETS:	68-72
       TOKENS:	P22W18-P22W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siHoriy_1]
   UNSPLITVOC:	(siHoriy)
          POS:	ADJ
          VOC:	siHoriy
        GLOSS:	magical/wizard

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P22W15
      OFFSETS:	73-76
       TOKENS:	P22W19-P22W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(wilA)
          POS:	PART+PSEUDO_VERB
          VOC:	wi+lA
        GLOSS:	[part.]+no

 INPUT STRING:	جراحه
     IS_TRANS:	jrAHh
        INDEX:	P22W16
      OFFSETS:	77-82
       TOKENS:	P22W21-P22W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jirAHap_1]
   UNSPLITVOC:	(jirAHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jirAH+ap
        GLOSS:	surgery+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P22W17
      OFFSETS:	83-86
       TOKENS:	P22W22-P22W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(wilA)
          POS:	PART+PSEUDO_VERB
          VOC:	wi+lA
        GLOSS:	[part.]+no

 INPUT STRING:	تعب
     IS_TRANS:	tEb
        INDEX:	P22W18
      OFFSETS:	87-90
       TOKENS:	P22W24-P22W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEab_1]
   UNSPLITVOC:	(taEab)
          POS:	NOUN
          VOC:	taEab
        GLOSS:	tiredness

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P22W19
      OFFSETS:	91-95
       TOKENS:	P22W25-P22W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+remain

 INPUT STRING:	السرطان
     IS_TRANS:	AlsrTAn
        INDEX:	P22W20
      OFFSETS:	96-103
       TOKENS:	P22W26-P22W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saraTAn_1]
   UNSPLITVOC:	(Als~araTAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+saraTAn
        GLOSS:	the+Cancer

 INPUT STRING:	بيزيد
     IS_TRANS:	byzyd
        INDEX:	P22W21
      OFFSETS:	104-109
       TOKENS:	P22W27-P22W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zAd_1]
   UNSPLITVOC:	(biyiziyd)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+ziyd
        GLOSS:	[present-tense]+he/it+augment/increase

 INPUT STRING:	وبياخد
     IS_TRANS:	wbyAxd
        INDEX:	P22W22
      OFFSETS:	110-116
       TOKENS:	P22W29-P22W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(wibiyAxud)
          POS:	CONJ+PROG_PART+IV3MS+IV
          VOC:	wi+bi+y+Axud
        GLOSS:	and+[present-tense]+he/it+take

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P22W23
      OFFSETS:	117-119
       TOKENS:	P22W32-P22W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	عمره
     IS_TRANS:	Emrh
        INDEX:	P22W24
      OFFSETS:	120-124
       TOKENS:	P22W33-P22W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(Eumoruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eumor+uh
        GLOSS:	age/life/ages/age groups+his/its

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P22W25
      OFFSETS:	125-127
       TOKENS:	P22W35-P22W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P22W26
      OFFSETS:	128-131
       TOKENS:	P22W36-P22W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	today/some day/ever/day

 INPUT STRING:	لحد
     IS_TRANS:	lHd
        INDEX:	P22W27
      OFFSETS:	132-135
       TOKENS:	P22W37-P22W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laHod_1]
   UNSPLITVOC:	(laHod)
          POS:	NOUN
          VOC:	laHod
        GLOSS:	extent/limit/level/border/frontier/limits

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P22W28
      OFFSETS:	136-138
       TOKENS:	P22W38-P22W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that

 INPUT STRING:	يبنتهى
     IS_TRANS:	ybnthY
        INDEX:	P22W29
      OFFSETS:	139-145
       TOKENS:	P22W39-P22W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AinotahY_1]
   UNSPLITVOC:	(yinotihy)
          POS:	IV3MS+IV
          VOC:	yi+ntihy
        GLOSS:	he/it+be concluded/be completed

 INPUT STRING:	ويموت
     IS_TRANS:	wymwt
        INDEX:	P22W30
      OFFSETS:	146-151
       TOKENS:	P22W40-P22W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
   UNSPLITVOC:	(wiyimuwt)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+muwt
        GLOSS:	and+he/it+die/pass away

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P22W31
      OFFSETS:	152-155
       TOKENS:	P22W42-P22W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	while+he

 INPUT STRING:	مفكر
     IS_TRANS:	mfkr
        INDEX:	P22W32
      OFFSETS:	156-160
       TOKENS:	P22W44-P22W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mifak~ar_1]
   UNSPLITVOC:	(mifak~ar)
          POS:	ADJ.VN
          VOC:	mifak~ar
        GLOSS:	thinking

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P22W33
      OFFSETS:	161-164
       TOKENS:	P22W45-P22W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	عايش
     IS_TRANS:	EAy$
        INDEX:	P22W34
      OFFSETS:	165-169
       TOKENS:	P22W47-P22W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyi$_1]
   UNSPLITVOC:	(EAyi$)
          POS:	ADJ
          VOC:	EAyi$
        GLOSS:	alive

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P22W35
      OFFSETS:	170-173
       TOKENS:	P22W48-P22W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الامل
     IS_TRANS:	AlAml
        INDEX:	P22W36
      OFFSETS:	174-179
       TOKENS:	P22W49-P22W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amal_1]
   UNSPLITVOC:	(Al>amal)
          POS:	DET+NOUN
          VOC:	Al+>amal
        GLOSS:	the+hope/wish/hopes/wishes

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P22W37
      OFFSETS:	180-183
       TOKENS:	P22W50-P22W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	while+he

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P22W38
      OFFSETS:	184-186
       TOKENS:	P22W52-P22W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الحقيقه
     IS_TRANS:	AlHqyqh
        INDEX:	P22W39
      OFFSETS:	187-194
       TOKENS:	P22W53-P22W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqap_1]
   UNSPLITVOC:	(AlHaqiyqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Haqiyq+ap
        GLOSS:	the+truth/reality/truth/facts+[fem.sg.]

 INPUT STRING:	عايش
     IS_TRANS:	EAy$
        INDEX:	P22W40
      OFFSETS:	195-199
       TOKENS:	P22W54-P22W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyi$_1]
   UNSPLITVOC:	(EAyi$)
          POS:	ADJ
          VOC:	EAyi$
        GLOSS:	alive

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P22W41
      OFFSETS:	200-203
       TOKENS:	P22W55-P22W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	سراب
     IS_TRANS:	srAb
        INDEX:	P22W42
      OFFSETS:	204-208
       TOKENS:	P22W56-P22W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sarAb_1]
   UNSPLITVOC:	(sarAb)
          POS:	NOUN
          VOC:	sarAb
        GLOSS:	mirage/conduit

 INPUT STRING:	واحب
     IS_TRANS:	wAHb
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(wiAaHib~)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+Hib~
        GLOSS:	and+I+love/like

 INPUT STRING:	ااقولك
     IS_TRANS:	AAqwlk
        INDEX:	P23W2
      OFFSETS:	5-11
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AAqwlk)
          POS:	TYPO
          VOC:	AAqwlk
        GLOSS:	nogloss

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P23W3
      OFFSETS:	12-14
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الطريق
     IS_TRANS:	AlTryq
        INDEX:	P23W4
      OFFSETS:	15-21
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyq_1]
   UNSPLITVOC:	(AlT~ariyq)
          POS:	DET+NOUN
          VOC:	Al+Tariyq
        GLOSS:	the+road/way/roads/ways/means/methods

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P23W5
      OFFSETS:	22-25
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to

 INPUT STRING:	الجحيم
     IS_TRANS:	AljHym
        INDEX:	P23W6
      OFFSETS:	26-32
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaHiym_1]
   UNSPLITVOC:	(AljaHiym)
          POS:	DET+NOUN
          VOC:	Al+jaHiym
        GLOSS:	the+hell/inferno

 INPUT STRING:	مفروش
     IS_TRANS:	mfrw$
        INDEX:	P23W7
      OFFSETS:	33-38
       TOKENS:	P23W8-P23W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maforuw$_1]
   UNSPLITVOC:	(maforuw$)
          POS:	ADJ
          VOC:	maforuw$
        GLOSS:	furnished

 INPUT STRING:	دائما
     IS_TRANS:	dA}mA
        INDEX:	P23W8
      OFFSETS:	39-44
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dA}im_1]
   UNSPLITVOC:	(dA}im)
          POS:	ADJ
          VOC:	dA}im
        GLOSS:	always

 INPUT STRING:	بالنوايا
     IS_TRANS:	bAlnwAyA
        INDEX:	P23W9
      OFFSETS:	45-53
       TOKENS:	P23W10-P23W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nawAyap_1]
   UNSPLITVOC:	(biAln~awAyaA)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+nawAy+ap
        GLOSS:	with/by+the+Intention+[fem.sg.]

 INPUT STRING:	الحسنه
     IS_TRANS:	AlHsnh
        INDEX:	P23W10
      OFFSETS:	54-60
       TOKENS:	P23W12-P23W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasanap_1]
   UNSPLITVOC:	(AlHasanap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hasan+ap
        GLOSS:	the+good deed/merit/good deeds/merits+[fem.sg.]

 INPUT STRING:	وده
     IS_TRANS:	wdh
        INDEX:	P24W1
      OFFSETS:	0-3
       TOKENS:	P24W1-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(wadah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wa+dah
        GLOSS:	and+that

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P24W2
      OFFSETS:	4-8
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	مخلينى
     IS_TRANS:	mxlynY
        INDEX:	P24W3
      OFFSETS:	9-15
       TOKENS:	P24W4-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mixal~iy_1]
   UNSPLITVOC:	(mixal~iyniy)
          POS:	ADJ.VN+PRON_1S
          VOC:	mixal~iy+niy
        GLOSS:	making+me

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P24W4
      OFFSETS:	16-18
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P24W5
      OFFSETS:	19-23
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ.VN
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	انام
     IS_TRANS:	AnAm
        INDEX:	P24W6
      OFFSETS:	24-28
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(AanAm)
          POS:	IV1S+IV
          VOC:	Aa+nAm
        GLOSS:	I+sleep/lie down

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P24W7
      OFFSETS:	29-32
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	ابقى
     IS_TRANS:	AbqY
        INDEX:	P24W8
      OFFSETS:	33-37
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(AaboqaY)
          POS:	IV1S+IV
          VOC:	Aa+boqaY
        GLOSS:	I+be/stay

 INPUT STRING:	بنى
     IS_TRANS:	bnY
        INDEX:	P24W9
      OFFSETS:	38-41
       TOKENS:	P24W11-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aibon_1]
   UNSPLITVOC:	(baniy)
          POS:	NOUN
          VOC:	baniy
        GLOSS:	son of

 INPUT STRING:	ادم
     IS_TRANS:	Adm
        INDEX:	P24W10
      OFFSETS:	42-45
       TOKENS:	P24W12-P24W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|adam_1]
   UNSPLITVOC:	(|adam)
          POS:	NOUN_PROP
          VOC:	|adam
        GLOSS:	Adam

 INPUT STRING:	طبيعى
     IS_TRANS:	TbyEY
        INDEX:	P24W11
      OFFSETS:	46-51
       TOKENS:	P24W13-P24W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TabiyEiy_1]
   UNSPLITVOC:	(TabiyEiy)
          POS:	ADJ
          VOC:	TabiyEiy
        GLOSS:	normal

 INPUT STRING:	لانى
     IS_TRANS:	lAnY
        INDEX:	P24W12
      OFFSETS:	52-56
       TOKENS:	P24W14-P24W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>in~_1]
   UNSPLITVOC:	(li>in~iy)
          POS:	PREP+SUB_CONJ+PRON_1S
          VOC:	li+>in~+iy
        GLOSS:	for+that+I

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P24W13
      OFFSETS:	57-59
       TOKENS:	P24W17-P24W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P24W14
      OFFSETS:	60-63
       TOKENS:	P24W18-P24W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	today/some day/ever/day

 INPUT STRING:	بتتسحب
     IS_TRANS:	bttsHb
        INDEX:	P24W15
      OFFSETS:	64-70
       TOKENS:	P24W19-P24W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitosaHab_1]
   UNSPLITVOC:	(bititosiHab)
          POS:	PROG_PART+IV3FS+IV_PASS
          VOC:	bi+ti+tosiHab
        GLOSS:	[present-tense]+it/they/she+Withdraw/remove

 INPUT STRING:	منى
     IS_TRANS:	mnY
        INDEX:	P24W16
      OFFSETS:	71-74
       TOKENS:	P24W21-P24W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~iy)
          POS:	PREP+PRON_1S
          VOC:	min~+iy
        GLOSS:	from+I

 INPUT STRING:	هويتى
     IS_TRANS:	hwytY
        INDEX:	P24W17
      OFFSETS:	75-80
       TOKENS:	P24W23-P24W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hawy~ap_1]
   UNSPLITVOC:	(hawy~atiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	hawy~ap+iy
        GLOSS:	identity+my

 INPUT STRING:	ولازم
     IS_TRANS:	wlAzm
        INDEX:	P24W18
      OFFSETS:	81-86
       TOKENS:	P24W25-P24W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(wilAzim)
          POS:	CONJ+ADJ
          VOC:	wi+lAzim
        GLOSS:	and+necessary/required/needed

 INPUT STRING:	الحق
     IS_TRANS:	AlHq
        INDEX:	P24W19
      OFFSETS:	87-91
       TOKENS:	P24W27-P24W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liHiq_1]
   UNSPLITVOC:	(AaloHaq)
