 INPUT STRING:	ازيكو
      COMMENT:	[]
        LEMMA:	[qariyb_1]
   UNSPLITVOC:	(qariybnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	qariyb+nA
        GLOSS:	relative+our

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P18W16
      OFFSETS:	81-82
       TOKENS:	P18W22-P18W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	العيلة
     IS_TRANS:	AlEylp
        INDEX:	P18W17
      OFFSETS:	83-89
       TOKENS:	P18W23-P18W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eiylap_1]
   UNSPLITVOC:	(AlEiylap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Eiyl+ap
        GLOSS:	the+family+[fem.sg.]

 INPUT STRING:	وحبيت
     IS_TRANS:	wHbyt
        INDEX:	P18W18
      OFFSETS:	90-95
       TOKENS:	P18W24-P18W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(wiHab~ayt)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+Hab~+ayt
        GLOSS:	and+love/want+I

 INPUT STRING:	انقله
     IS_TRANS:	Anqlh
        INDEX:	P18W19
      OFFSETS:	96-101
       TOKENS:	P18W26-P18W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqal_1]
   UNSPLITVOC:	(Aanoqiluh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	Aa+noqil+uh
        GLOSS:	I+move/displace+him/it

 INPUT STRING:	ليكو
     IS_TRANS:	lykw
        INDEX:	P18W20
      OFFSETS:	102-106
       TOKENS:	P18W28-P18W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liykuw)
          POS:	PREP+PRON_2P
          VOC:	li+kuw
        GLOSS:	to+you

 INPUT STRING:	حفظ
     IS_TRANS:	HfZ
        INDEX:	P19W1
      OFFSETS:	0-3
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HafaZ_1]
   UNSPLITVOC:	(HafaZ)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HafaZ+(null)
        GLOSS:	protect+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P19W2
      OFFSETS:	4-8
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P19W3
      OFFSETS:	9-12
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	واهلها
     IS_TRANS:	wAhlhA
        INDEX:	P19W4
      OFFSETS:	13-19
       TOKENS:	P19W4-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahol_1]
   UNSPLITVOC:	(wi>aholahA)
          POS:	CONJ+NOUN+POSS_PRON_3FS
          VOC:	wi+>ahol+hA
        GLOSS:	and+family/people/people/families/folk/families/indigenous people+its/their/her

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P19W5
      OFFSETS:	20-22
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P19W6
      OFFSETS:	23-25
       TOKENS:	P19W8-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all

 INPUT STRING:	سوء
     IS_TRANS:	sw'
        INDEX:	P19W7
      OFFSETS:	26-29
       TOKENS:	P19W9-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suw'_1]
   UNSPLITVOC:	(suw')
          POS:	NOUN
          VOC:	suw'
        GLOSS:	offense/bad/ill

 INPUT STRING:	ونصرنا
     IS_TRANS:	wnSrnA
        INDEX:	P19W8
      OFFSETS:	30-36
       TOKENS:	P19W10-P19W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naSar_1]
   UNSPLITVOC:	(winaSarnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1P
          VOC:	wi+naSar+(null)+nA
        GLOSS:	and+make someone win+he/it+us

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P19W9
      OFFSETS:	37-41
       TOKENS:	P19W13-P19W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P19W10
      OFFSETS:	42-45
       TOKENS:	P19W14-P19W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	كيد
     IS_TRANS:	kyd
        INDEX:	P19W11
      OFFSETS:	46-49
       TOKENS:	P19W15-P19W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kayd_1]
   UNSPLITVOC:	(kayd)
          POS:	NOUN
          VOC:	kayd
        GLOSS:	stratagem/ruse/stratagems/ruses

 INPUT STRING:	الاعداء
     IS_TRANS:	AlAEdA'
        INDEX:	P19W12
      OFFSETS:	50-57
       TOKENS:	P19W16-P19W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaduw~_1]
   UNSPLITVOC:	(Al>aEodA')
          POS:	DET+NOUN
          VOC:	Al+>aEodA'
        GLOSS:	the+enemies

 INPUT STRING:	وتقبلو
     IS_TRANS:	wtqblw
        INDEX:	P20W1
      OFFSETS:	0-6
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqab~al_1]
   UNSPLITVOC:	(witoqab~iluwA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2P
          VOC:	wi+toqab~il+uwA
        GLOSS:	and+accept+you

 INPUT STRING:	مرورى
     IS_TRANS:	mrwrY
        INDEX:	P20W2
      OFFSETS:	7-12
       TOKENS:	P20W3-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muruwr_1]
   UNSPLITVOC:	(muruwriy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	muruwr+iy
        GLOSS:	passing by+my

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P20W3
      OFFSETS:	13-15
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	بنات
     IS_TRANS:	bnAt
        INDEX:	P20W4
      OFFSETS:	16-20
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(banAt)
          POS:	NOUN
          VOC:	banAt
        GLOSS:	daughter/girl/daughters/girls

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P21W1
      OFFSETS:	0-2
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P21W2
      OFFSETS:	3-6
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you

 INPUT STRING:	قاعد
     IS_TRANS:	qAEd
        INDEX:	P21W3
      OFFSETS:	7-11
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEid)
          POS:	ADJ
          VOC:	qAEid
        GLOSS:	sitting/seated/lazy/inactive/evaders (draft dodgers)

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P21W4
      OFFSETS:	12-14
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البيت
     IS_TRANS:	Albyt
        INDEX:	P21W5
      OFFSETS:	15-20
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayt_1]
   UNSPLITVOC:	(Albayt)
          POS:	DET+NOUN
          VOC:	Al+bayt
        GLOSS:	the+house/houses

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P21W6
      OFFSETS:	21-24
       TOKENS:	P21W6-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	مقتنع
     IS_TRANS:	mqtnE
        INDEX:	P21W7
      OFFSETS:	25-30
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqotaniE_1]
   UNSPLITVOC:	(muqotaniE)
          POS:	ADJ
          VOC:	muqotaniE
        GLOSS:	satisfied/content/convinced

 INPUT STRING:	باللى
     IS_TRANS:	bAllY
        INDEX:	P21W8
      OFFSETS:	31-36
       TOKENS:	P21W9-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(biAlliy)
          POS:	PREP+REL_PRON
          VOC:	bi+Alliy
        GLOSS:	with+which

 INPUT STRING:	بيحصل
     IS_TRANS:	byHSl
        INDEX:	P21W9
      OFFSETS:	37-42
       TOKENS:	P21W11-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(biyiHoSal)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+HoSal
        GLOSS:	[present-tense]+he/it+occur/happen/take place

 INPUT STRING:	ومحتار
     IS_TRANS:	wmHtAr
        INDEX:	P21W10
      OFFSETS:	43-49
       TOKENS:	P21W13-P21W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotAr_1]
   UNSPLITVOC:	(wimiHotAr)
          POS:	CONJ+ADJ
          VOC:	wi+miHotAr
        GLOSS:	and+confused

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P21W11
      OFFSETS:	50-54
       TOKENS:	P21W15-P21W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	نساعدك
     IS_TRANS:	nsAEdk
        INDEX:	P21W12
      OFFSETS:	55-61
       TOKENS:	P21W16-P21W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEid_1]
   UNSPLITVOC:	(nisAEidak)
          POS:	IV1P+IV+IVSUFF_DO:2MS
          VOC:	ni+sAEid+ak
        GLOSS:	we+help/assist/support/contribute+you

 INPUT STRING:	بشوية
     IS_TRANS:	b$wyp
        INDEX:	P21W13
      OFFSETS:	62-67
       TOKENS:	P21W18-P21W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	(bi$iway~ap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+$iway~+ap
        GLOSS:	with/by+a little bit+[fem.sg.]

 INPUT STRING:	نقط
     IS_TRANS:	nqT
        INDEX:	P21W14
      OFFSETS:	68-71
       TOKENS:	P21W20-P21W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqoT_1]
   UNSPLITVOC:	(naqoT)
          POS:	NOUN
          VOC:	naqoT
        GLOSS:	points/locations/positions

 INPUT STRING:	محتاج
     IS_TRANS:	mHtAj
        INDEX:	P21W15
      OFFSETS:	72-77
       TOKENS:	P21W21-P21W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotAj_1]
   UNSPLITVOC:	(miHotAj)
          POS:	ADJ.VN
          VOC:	miHotAj
        GLOSS:	needing

 INPUT STRING:	تفهمها
     IS_TRANS:	tfhmhA
        INDEX:	P21W16
      OFFSETS:	78-84
       TOKENS:	P21W22-P21W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(tifohamhA)
          POS:	IV2MS+IV+IVSUFF_DO:3FS
          VOC:	ti+foham+hA
        GLOSS:	you+understand+it/them/her

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P21W17
      OFFSETS:	85-86
       TOKENS:	P21W24-P21W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	1
     IS_TRANS:	1
        INDEX:	P22W1
      OFFSETS:	0-1
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(1)
          POS:	NOUN_NUM
          VOC:	1
        GLOSS:	1

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P22W2
      OFFSETS:	1-2
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P22W3
      OFFSETS:	3-5
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P22W4
      OFFSETS:	6-9
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you

 INPUT STRING:	مبررك
     IS_TRANS:	mbrrk
        INDEX:	P22W5
      OFFSETS:	10-15
       TOKENS:	P22W5-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubar~ir_1]
   UNSPLITVOC:	(mubar~irak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	mubar~ir+ak
        GLOSS:	excuse+your

 INPUT STRING:	للقتل
     IS_TRANS:	llqtl
        INDEX:	P22W6
      OFFSETS:	16-21
       TOKENS:	P22W7-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatol_1]
   UNSPLITVOC:	(lilqatol)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+qatol
        GLOSS:	for/to+the+murder/killing

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P22W7
      OFFSETS:	22-24
       TOKENS:	P22W9-P22W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P22W8
      OFFSETS:	25-27
       TOKENS:	P22W10-P22W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P22W9
      OFFSETS:	28-33
       TOKENS:	P22W11-P22W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P22W10
      OFFSETS:	34-36
       TOKENS:	P22W12-P22W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P22W11
      OFFSETS:	37-41
       TOKENS:	P22W13-P22W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she

 INPUT STRING:	بتحاول
     IS_TRANS:	btHAwl
        INDEX:	P22W12
      OFFSETS:	42-48
       TOKENS:	P22W14-P22W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(bitiHAwil)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+HAwil
        GLOSS:	[present-tense]+it/they/she+try

 INPUT STRING:	تقتحم
     IS_TRANS:	tqtHm
        INDEX:	P22W13
      OFFSETS:	49-54
       TOKENS:	P22W16-P22W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiqtaHam_1]
   UNSPLITVOC:	(taqtaHim)
          POS:	IV3FS+IV
          VOC:	ta+qtaHim
        GLOSS:	it/they/she+intrude/break into

 INPUT STRING:	وزارة
     IS_TRANS:	wzArp
        INDEX:	P22W14
      OFFSETS:	55-60
       TOKENS:	P22W17-P22W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wizArap_1]
   UNSPLITVOC:	(wizArap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wizAr+ap
        GLOSS:	ministry+[fem.sg.]

 INPUT STRING:	الداخلية
     IS_TRANS:	AldAxlyp
        INDEX:	P22W15
      OFFSETS:	61-69
       TOKENS:	P22W18-P22W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dAxiliy~_1]
   UNSPLITVOC:	(AldAxiliy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+dAxiliy~+ap
        GLOSS:	the+internal/domestic+[fem.sg.]

 INPUT STRING:	احب
     IS_TRANS:	AHb
        INDEX:	P22W16
      OFFSETS:	70-73
       TOKENS:	P22W19-P22W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(AaHib~)
          POS:	IV1S+IV
          VOC:	Aa+Hib~
        GLOSS:	I+love/want

 INPUT STRING:	اقوللك
     IS_TRANS:	Aqwllk
        INDEX:	P22W17
      OFFSETS:	74-80
       TOKENS:	P22W20-P22W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl_lak)
          POS:	IV1S+IV+PREP+PRON_2MS
          VOC:	Aa+quwl+li+ak
        GLOSS:	I+said/say/be said/say/(for example)+to/for+you

 INPUT STRING:	حاجتين
     IS_TRANS:	HAjtyn
        INDEX:	P22W18
      OFFSETS:	81-87
       TOKENS:	P22W23-P22W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjtayn)
          POS:	NOUN+NSUFF_FEM_DU
          VOC:	HAj+tayn
        GLOSS:	thing/belongings+two

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P22W19
      OFFSETS:	88-91
       TOKENS:	P22W24-P22W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~al)
          POS:	ADJ
          VOC:	>aw~al
        GLOSS:	first of all/primarily/in the first place

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P22W20
      OFFSETS:	92-96
       TOKENS:	P22W25-P22W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P22W21
      OFFSETS:	97-99
       TOKENS:	P22W26-P22W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P22W22
      OFFSETS:	100-102
       TOKENS:	P22W27-P22W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P22W23
      OFFSETS:	103-105
       TOKENS:	P22W28-P22W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	حقيقي
     IS_TRANS:	Hqyqy
        INDEX:	P22W24
      OFFSETS:	106-111
       TOKENS:	P22W29-P22W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqiy_1]
   UNSPLITVOC:	(Haqiyqiy)
          POS:	ADJ
          VOC:	Haqiyqiy
        GLOSS:	true/real

 INPUT STRING:	الحل
     IS_TRANS:	AlHl
        INDEX:	P22W25
      OFFSETS:	112-116
       TOKENS:	P22W30-P22W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(AlHal~)
          POS:	DET+NOUN
          VOC:	Al+Hal~
        GLOSS:	the+solution/dissolution/cancellation/solutions/dissolutions/cancellations

 INPUT STRING:	الاول
     IS_TRANS:	AlAwl
        INDEX:	P22W26
      OFFSETS:	117-122
       TOKENS:	P22W31-P22W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(Al>aw~al)
          POS:	DET+ADJ
          VOC:	Al+>aw~al
        GLOSS:	the+first of all/primarily/in the first place

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P22W27
      OFFSETS:	123-127
       TOKENS:	P22W32-P22W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
