 INPUT STRING:	هل
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(wiqabol)
          POS:	CONJ+NOUN
          VOC:	wi+qabol
        GLOSS:	and+before/previously/formerly

 INPUT STRING:	ساعات
     IS_TRANS:	sAEAt
        INDEX:	P14W2
      OFFSETS:	5-10
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	sAE+At
        GLOSS:	hour/time/hours+[fem.pl.]

 INPUT STRING:	قليلة
     IS_TRANS:	qlylp
        INDEX:	P14W3
      OFFSETS:	11-16
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaliyl_1]
   UNSPLITVOC:	(qaliylap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	qaliyl+ap
        GLOSS:	little/few/small/a little/somewhat/briefly/shortly/few/insufficient+[fem.sg.]

 INPUT STRING:	ايضا
     IS_TRANS:	AyDA
        INDEX:	P14W4
      OFFSETS:	17-21
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ayoDAF_1]
   UNSPLITVOC:	(>ayoDAF)
          POS:	ADV
          VOC:	>ayoDAF
        GLOSS:	also, too, as well (as), along with, in addition (to)

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P14W5
      OFFSETS:	22-24
       TOKENS:	P14W6-P14W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	لقاء
     IS_TRANS:	lqA'
        INDEX:	P14W6
      OFFSETS:	25-29
       TOKENS:	P14W7-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liqA'_1]
   UNSPLITVOC:	(liqA')
          POS:	NOUN
          VOC:	liqA'
        GLOSS:	meeting/encounter/interview/meetings/encounters/interviews

 INPUT STRING:	رئيس
     IS_TRANS:	r}ys
        INDEX:	P14W7
      OFFSETS:	30-34
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iys)
          POS:	NOUN
          VOC:	ra}iys
        GLOSS:	president/head/chairman

 INPUT STRING:	الوزراء
     IS_TRANS:	AlwzrA'
        INDEX:	P14W8
      OFFSETS:	35-42
       TOKENS:	P14W9-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(AlwuzarA')
          POS:	DET+NOUN
          VOC:	Al+wuzarA'
        GLOSS:	the+ministers

 INPUT STRING:	الإسرائيلي
     IS_TRANS:	Al<srA}yly
        INDEX:	P14W9
      OFFSETS:	43-53
       TOKENS:	P14W10-P14W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisorA}iyliy_1]
   UNSPLITVOC:	(AlAisorA}iyliy)
          POS:	DET+ADJ
          VOC:	Al+AisorA}iyliy
        GLOSS:	the+Israeli

 INPUT STRING:	بالرئيس
     IS_TRANS:	bAlr}ys
        INDEX:	P14W10
      OFFSETS:	54-61
       TOKENS:	P14W11-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(biAlr~a}iys)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+ra}iys
        GLOSS:	with/by+the+president/head/chairman

 INPUT STRING:	الأميركي
     IS_TRANS:	Al>myrky
        INDEX:	P14W11
      OFFSETS:	62-70
       TOKENS:	P14W13-P14W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykiy_1]
   UNSPLITVOC:	(Al>amiyrokiy)
          POS:	DET+ADJ
          VOC:	Al+>amiyrokiy
        GLOSS:	the+American

 INPUT STRING:	باراك
     IS_TRANS:	bArAk
        INDEX:	P14W12
      OFFSETS:	71-76
       TOKENS:	P14W14-P14W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bArAk_1]
   UNSPLITVOC:	(bArAk)
          POS:	NOUN_PROP
          VOC:	bArAk
        GLOSS:	Barak

 INPUT STRING:	اوباما
     IS_TRANS:	AwbAmA
        INDEX:	P14W13
      OFFSETS:	77-83
       TOKENS:	P14W15-P14W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AuwbAmA_1]
   UNSPLITVOC:	(AuwbAmA)
          POS:	NOUN_PROP
          VOC:	AuwbAmA
        GLOSS:	Obama

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W14
      OFFSETS:	84-85
       TOKENS:	P14W16-P14W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وفي
     IS_TRANS:	wfy
        INDEX:	P15W1
      OFFSETS:	0-3
       TOKENS:	P15W1-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wafiy)
          POS:	CONJ+PREP
          VOC:	wa+fiy
        GLOSS:	and+in

 INPUT STRING:	الزيارتين
     IS_TRANS:	AlzyArtyn
        INDEX:	P15W2
      OFFSETS:	4-13
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ziyArap_1]
   UNSPLITVOC:	(AlzyAratayn)
          POS:	DET+NOUN+NSUFF_FEM_DU
          VOC:	Al+ziyAr+atayn
        GLOSS:	the+visit+two

 INPUT STRING:	فإن
     IS_TRANS:	f<n
        INDEX:	P15W3
      OFFSETS:	14-17
       TOKENS:	P15W4-P15W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~a_1]
   UNSPLITVOC:	(fa<in~a)
          POS:	CONJ+PSEUDO_VERB
          VOC:	fa+<in~a
        GLOSS:	so/and+indeed

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P15W4
      OFFSETS:	18-25
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	المطروح
     IS_TRANS:	AlmTrwH
        INDEX:	P15W5
      OFFSETS:	26-33
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maToruwH_1]
   UNSPLITVOC:	(AlmaToruwH)
          POS:	DET+ADJ
          VOC:	Al+maToruwH
        GLOSS:	the+submitted/proposed/presented

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P15W6
      OFFSETS:	34-36
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	الملف
     IS_TRANS:	Almlf
        INDEX:	P15W7
      OFFSETS:	37-42
       TOKENS:	P15W9-P15W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[milaf~_1]
   UNSPLITVOC:	(Almilaf~)
          POS:	DET+NOUN
          VOC:	Al+milaf~
        GLOSS:	the+file/dossier

 INPUT STRING:	النووي
     IS_TRANS:	Alnwwy
        INDEX:	P15W8
      OFFSETS:	43-49
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nawawiy_1]
   UNSPLITVOC:	(Aln~awawiy)
          POS:	DET+ADJ
          VOC:	Al+nawawiy
        GLOSS:	the+nuclear/atomic/nucleic

 INPUT STRING:	الإيراني
     IS_TRANS:	Al<yrAny
        INDEX:	P15W9
      OFFSETS:	50-58
       TOKENS:	P15W11-P15W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyrAniy_1]
   UNSPLITVOC:	(Al<iyrAniy)
          POS:	DET+ADJ
          VOC:	Al+<iyrAniy
        GLOSS:	the+Iranian

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W10
      OFFSETS:	59-60
       TOKENS:	P15W12-P15W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وبعد
     IS_TRANS:	wbEd
        INDEX:	P16W1
      OFFSETS:	0-4
       TOKENS:	P16W1-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(wibaEod)
          POS:	CONJ+NOUN
          VOC:	wi+baEod
        GLOSS:	and+after

 INPUT STRING:	الزيارة
     IS_TRANS:	AlzyArp
        INDEX:	P16W2
      OFFSETS:	5-12
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziyArap_1]
   UNSPLITVOC:	(Alz~iyArap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+ziyAr+ap
        GLOSS:	the+visit+[fem.sg.]

 INPUT STRING:	الأولي
     IS_TRANS:	Al>wly
        INDEX:	P16W3
      OFFSETS:	13-19
       TOKENS:	P16W4-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>awlaY_1]
   UNSPLITVOC:	(Al>awlaY)
          POS:	DET+ADJ_COMP
          VOC:	Al+>awlaY
        GLOSS:	the+first

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P16W4
      OFFSETS:	20-23
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	said/say/be said/say/(for example)+he/it

 INPUT STRING:	نتانياهو
     IS_TRANS:	ntAnyAhw
        INDEX:	P16W5
      OFFSETS:	24-32
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nitAnoyAhuw_1]
   UNSPLITVOC:	(nitAnoyAhuw)
          POS:	NOUN_PROP
          VOC:	nitAnoyAhuw
        GLOSS:	Netanyahu

 INPUT STRING:	أنه
     IS_TRANS:	>nh
        INDEX:	P16W6
      OFFSETS:	33-36
       TOKENS:	P16W7-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	Gloss:TBA+he/it

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P16W7
      OFFSETS:	37-40
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	occur/happen/take place/obtain+he/it

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P16W8
      OFFSETS:	41-44
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	تأييد
     IS_TRANS:	t>yyd
        INDEX:	P16W9
      OFFSETS:	45-50
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta>oyiyd_1]
   UNSPLITVOC:	(ta>oyiyd)
          POS:	NOUN
          VOC:	ta>oyiyd
        GLOSS:	support/approval/assistance

 INPUT STRING:	أصدقاء
     IS_TRANS:	>SdqA'
        INDEX:	P16W10
      OFFSETS:	51-57
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sadiyq_1]
   UNSPLITVOC:	(ASodiqA')
          POS:	NOUN
          VOC:	ASodiqA'
        GLOSS:	friend/friends

 INPUT STRING:	إسرائيل
     IS_TRANS:	<srA}yl
        INDEX:	P16W11
      OFFSETS:	58-65
       TOKENS:	P16W13-P16W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isorA}iyl_1]
   UNSPLITVOC:	(<isorA}iyl)
          POS:	NOUN_PROP
          VOC:	<isorA}iyl
        GLOSS:	Israel

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P16W12
      OFFSETS:	66-68
       TOKENS:	P16W14-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المنطقة
     IS_TRANS:	AlmnTqp
        INDEX:	P16W13
      OFFSETS:	69-76
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoTiqap_1]
   UNSPLITVOC:	(AlmanoTiqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+manoTiq+ap
        GLOSS:	the+area/zone/territory+[fem.sg.]

 INPUT STRING:	لشن
     IS_TRANS:	l$n
        INDEX:	P16W14
      OFFSETS:	77-80
       TOKENS:	P16W16-P16W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$in_1]
   UNSPLITVOC:	(li$in)
          POS:	PREP+NOUN
          VOC:	li+$in
        GLOSS:	for/to+waging/launching

 INPUT STRING:	هجمات
     IS_TRANS:	hjmAt
        INDEX:	P16W15
      OFFSETS:	81-86
       TOKENS:	P16W18-P16W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hajomap_1]
   UNSPLITVOC:	(hajamAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	hajam+At
        GLOSS:	attacks/assaults/strikes+[fem.pl.]

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P16W16
      OFFSETS:	87-90
       TOKENS:	P16W19-P16W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	إيران
     IS_TRANS:	<yrAn
        INDEX:	P16W17
      OFFSETS:	91-96
       TOKENS:	P16W20-P16W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyrAn_1]
   UNSPLITVOC:	(<iyrAn)
          POS:	NOUN_PROP
          VOC:	<iyrAn
        GLOSS:	Iran

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P16W18
      OFFSETS:	97-98
       TOKENS:	P16W21-P16W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وصرح
     IS_TRANS:	wSrH
        INDEX:	P16W19
      OFFSETS:	99-103
       TOKENS:	P16W22-P16W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sar~aH_1]
   UNSPLITVOC:	(wiSar~aH)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+Sar~aH+(null)
        GLOSS:	and+declare/announce+he/it

 INPUT STRING:	بهذا
     IS_TRANS:	bh*A
        INDEX:	P16W20
      OFFSETS:	104-108
       TOKENS:	P16W24-P16W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(biha*A)
          POS:	PREP+DEM_PRON_MS
          VOC:	bi+ha*A
        GLOSS:	with/by+this [masc.sg.]

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P16W21
      OFFSETS:	109-112
       TOKENS:	P16W26-P16W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	سفره
     IS_TRANS:	sfrh
        INDEX:	P16W22
      OFFSETS:	113-117
       TOKENS:	P16W27-P16W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[safar_1]
   UNSPLITVOC:	(safaruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	safar+uh
        GLOSS:	travel/trip/journeys+his/its

 INPUT STRING:	إلي
     IS_TRANS:	<ly
        INDEX:	P16W23
      OFFSETS:	118-121
       TOKENS:	P16W29-P16W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	اميركا
     IS_TRANS:	AmyrkA
        INDEX:	P16W24
      OFFSETS:	122-128
       TOKENS:	P16W30-P16W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(>amiyrokA)
          POS:	NOUN_PROP
          VOC:	>amiyrokA
        GLOSS:	America

 INPUT STRING:	لمقابلة
     IS_TRANS:	lmqAblp
        INDEX:	P16W25
      OFFSETS:	129-136
       TOKENS:	P16W31-P16W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqAbolap_1]
   UNSPLITVOC:	(limuqAbolap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+muqAbol+ap
        GLOSS:	for/to+meeting+[fem.sg.]

 INPUT STRING:	رئيسها
     IS_TRANS:	r}yshA
        INDEX:	P16W26
      OFFSETS:	137-143
       TOKENS:	P16W33-P16W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iyshA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	ra}iys+hA
        GLOSS:	president/head/chairman+its/their/her

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P16W27
      OFFSETS:	144-145
       TOKENS:	P16W35-P16W35
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	فهل
     IS_TRANS:	fhl
        INDEX:	P17W1
      OFFSETS:	0-3
       TOKENS:	P17W1-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(fahal)
          POS:	CONJ+INTERROG_PART
          VOC:	fa+hal
        GLOSS:	so/and+do?/is?

 INPUT STRING:	يكون
     IS_TRANS:	ykwn
        INDEX:	P17W2
      OFFSETS:	4-8
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwn)
          POS:	IV3MS+IV
          VOC:	yi+kuwn
        GLOSS:	he/it+be

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P17W3
      OFFSETS:	9-12
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this

 INPUT STRING:	الانفجار
     IS_TRANS:	AlAnfjAr
        INDEX:	P17W4
      OFFSETS:	13-21
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinofijAr_1]
   UNSPLITVOC:	(AlAinofijAr)
          POS:	DET+NOUN
          VOC:	Al+AinofijAr
        GLOSS:	the+explosion/detonation

 INPUT STRING:	رسالة
     IS_TRANS:	rsAlp
        INDEX:	P17W5
      OFFSETS:	22-27
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[risAlap_1]
   UNSPLITVOC:	(risAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	risAl+ap
        GLOSS:	letter/communication/dissertation/letters/messages+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P17W6
      OFFSETS:	28-30
       TOKENS:	P17W7-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	إيران
     IS_TRANS:	<yrAn
        INDEX:	P17W7
      OFFSETS:	31-36
       TOKENS:	P17W8-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyrAn_1]
   UNSPLITVOC:	(<iyrAn)
          POS:	NOUN_PROP
          VOC:	<iyrAn
        GLOSS:	Iran

 INPUT STRING:	إلي
     IS_TRANS:	<ly
        INDEX:	P17W8
      OFFSETS:	37-40
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P17W9
      OFFSETS:	41-43
       TOKENS:	P17W10-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P17W10
      OFFSETS:	44-46
       TOKENS:	P17W11-P17W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	يتحالف
     IS_TRANS:	ytHAlf
        INDEX:	P17W11
      OFFSETS:	47-53
       TOKENS:	P17W12-P17W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoHAlif_1]
   UNSPLITVOC:	(yitoHAlif)
          POS:	IV3MS+IV
          VOC:	yi+toHAlif
        GLOSS:	he/it+ally/join/in alliance

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P17W12
      OFFSETS:	54-56
       TOKENS:	P17W13-P17W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	إسرائيل
     IS_TRANS:	<srA}yl
        INDEX:	P17W13
      OFFSETS:	57-64
       TOKENS:	P17W14-P17W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isorA}iyl_1]
   UNSPLITVOC:	(<isorA}iyl)
          POS:	NOUN_PROP
          VOC:	<isorA}iyl
        GLOSS:	Israel

 INPUT STRING:	لضربها
     IS_TRANS:	lDrbhA
        INDEX:	P17W14
      OFFSETS:	65-71
       TOKENS:	P17W15-P17W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darob_1]
   UNSPLITVOC:	(liDarobhA)
