 INPUT STRING:	صوره
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(AlHAl)
          POS:	DET+NOUN
          VOC:	Al+HAl
        GLOSS:	the+situation/condition/case/situations/conditions/cases

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P10W8
      OFFSETS:	36-39
       TOKENS:	P10W10-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P10W9
      OFFSETS:	40-42
       TOKENS:	P10W11-P10W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P10W10
      OFFSETS:	43-45
       TOKENS:	P10W12-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P10W11
      OFFSETS:	46-50
       TOKENS:	P10W13-P10W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on+him

 INPUT STRING:	ديه
     IS_TRANS:	dyh
        INDEX:	P11W1
      OFFSETS:	1-4
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P11W2
      OFFSETS:	5-9
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	was+it

 INPUT STRING:	نظرتى
     IS_TRANS:	nZrtY
        INDEX:	P11W3
      OFFSETS:	10-15
       TOKENS:	P11W3-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[naZrap_1]
   UNSPLITVOC:	(naZritiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	naZrap+tiy
        GLOSS:	look/view+my

 INPUT STRING:	للمظاهرات
     IS_TRANS:	llmZAhrAt
        INDEX:	P11W4
      OFFSETS:	16-25
       TOKENS:	P11W5-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muZAhrap_1]
   UNSPLITVOC:	(liAlmuZAhrAt)
          POS:	PREP+DET+NOUN+NSUFF_FEM_PL
          VOC:	li+Al+muZAhr+At
        GLOSS:	for/to+the+demonstrations+[fem.pl.]

 INPUT STRING:	حسب
     IS_TRANS:	Hsb
        INDEX:	P11W5
      OFFSETS:	26-29
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasab_1]
   UNSPLITVOC:	(Hasab)
          POS:	NOUN
          VOC:	Hasab
        GLOSS:	according to

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P11W6
      OFFSETS:	30-32
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	which

 INPUT STRING:	بشوف
     IS_TRANS:	b$wf
        INDEX:	P11W7
      OFFSETS:	33-37
       TOKENS:	P11W9-P11W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(ba>a$uwf)
          POS:	PROG_PART+IV1S+IV
          VOC:	ba+>a+$uwf
        GLOSS:	[present tense]+I+see

 INPUT STRING:	وبسمع
     IS_TRANS:	wbsmE
        INDEX:	P11W8
      OFFSETS:	38-43
       TOKENS:	P11W11-P11W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[samaE_1]
   UNSPLITVOC:	(wiba>asmaE)
          POS:	CONJ+PROG_PART+IV1S+IV
          VOC:	wi+ba+>a+smaE
        GLOSS:	and+[present tense]+I+hear

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P11W9
      OFFSETS:	44-46
       TOKENS:	P11W14-P11W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	العالم
     IS_TRANS:	AlEAlm
        INDEX:	P11W10
      OFFSETS:	47-53
       TOKENS:	P11W15-P11W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAlam_1]
   UNSPLITVOC:	(AlEAlam)
          POS:	DET+NOUN
          VOC:	Al+EAlam
        GLOSS:	the+world

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P11W11
      OFFSETS:	54-56
       TOKENS:	P11W16-P11W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	تعامل
     IS_TRANS:	tEAml
        INDEX:	P11W12
      OFFSETS:	57-62
       TOKENS:	P11W17-P11W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEAmul_1]
   UNSPLITVOC:	(taEAmul)
          POS:	NOUN
          VOC:	taEAmul
        GLOSS:	dealing

 INPUT STRING:	محترم
     IS_TRANS:	mHtrm
        INDEX:	P11W13
      OFFSETS:	63-68
       TOKENS:	P11W18-P11W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHotaram_1]
   UNSPLITVOC:	(muHotaram)
          POS:	ADJ
          VOC:	muHotaram
        GLOSS:	respectable

 INPUT STRING:	بين
     IS_TRANS:	byn
        INDEX:	P11W14
      OFFSETS:	69-72
       TOKENS:	P11W19-P11W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyn_1]
   UNSPLITVOC:	(biyn)
          POS:	NOUN
          VOC:	biyn
        GLOSS:	between

 INPUT STRING:	الحكومه
     IS_TRANS:	AlHkwmh
        INDEX:	P11W15
      OFFSETS:	73-80
       TOKENS:	P11W20-P11W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	والشعب
     IS_TRANS:	wAl$Eb
        INDEX:	P11W16
      OFFSETS:	81-87
       TOKENS:	P11W21-P11W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(wiAl$aEob)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+$aEob
        GLOSS:	and+the+people/nation/peoples/nations

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P11W17
      OFFSETS:	88-91
       TOKENS:	P11W23-P11W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P11W18
      OFFSETS:	92-94
       TOKENS:	P11W24-P11W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الاعتراض
     IS_TRANS:	AlAEtrAD
        INDEX:	P11W19
      OFFSETS:	95-103
       TOKENS:	P11W25-P11W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{iEotirAD_1]
   UNSPLITVOC:	(Al{iEotirAD)
          POS:	DET+NOUN
          VOC:	Al+{iEotirAD
        GLOSS:	the+objection

 INPUT STRING:	والمظاهرات
     IS_TRANS:	wAlmZAhrAt
        INDEX:	P11W20
      OFFSETS:	104-114
       TOKENS:	P11W26-P11W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muzAhrap_1]
   UNSPLITVOC:	(wiAlmZAhrAt)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_PL
          VOC:	wi+Al+muZAhr+At
        GLOSS:	and+the+demonstrations+[fem.pl.]

 INPUT STRING:	المهم
     IS_TRANS:	Almhm
        INDEX:	P12W1
      OFFSETS:	1-6
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Almhm)
          POS:	NO_FUNC
          VOC:	Almhm
        GLOSS:	nogloss

 INPUT STRING:	فضيت
     IS_TRANS:	fDyt
        INDEX:	P12W2
      OFFSETS:	7-11
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faD~aY_1]
   UNSPLITVOC:	(faD~ayt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	faD~+ayt
        GLOSS:	vacate/empty+I

 INPUT STRING:	نفسى
     IS_TRANS:	nfsY
        INDEX:	P12W3
      OFFSETS:	12-16
       TOKENS:	P12W3-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nafos+iy
        GLOSS:	same/self+my

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P12W4
      OFFSETS:	17-20
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	day

 INPUT STRING:	6
     IS_TRANS:	6
        INDEX:	P12W5
      OFFSETS:	21-22
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sit~_1]
   UNSPLITVOC:	(sit~ap)
          POS:	NOUN_NUM
          VOC:	sit~ap
        GLOSS:	six

 INPUT STRING:	ابريل
     IS_TRANS:	Abryl
        INDEX:	P12W6
      OFFSETS:	23-28
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aboriyl_1]
   UNSPLITVOC:	(<iboriyl)
          POS:	NOUN_PROP
          VOC:	<iboriyl
        GLOSS:	April

 INPUT STRING:	وظبطت
     IS_TRANS:	wZbTt
        INDEX:	P12W7
      OFFSETS:	29-34
       TOKENS:	P12W8-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZabaT_1]
   UNSPLITVOC:	(wiZabaTt)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+ZabaT+t
        GLOSS:	and+adjust+I

 INPUT STRING:	ساعتى
     IS_TRANS:	sAEtY
        INDEX:	P12W8
      OFFSETS:	35-40
       TOKENS:	P12W10-P12W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEaptiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	sAE+ap+tiy
        GLOSS:	watch/clock+[fem.sg.]+my

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P12W9
      OFFSETS:	41-44
       TOKENS:	P12W12-P12W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on

 INPUT STRING:	انى
     IS_TRANS:	AnY
        INDEX:	P12W10
      OFFSETS:	45-48
       TOKENS:	P12W13-P12W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~iy)
          POS:	SUB_CONJ+PRON_1S
          VOC:	<in~+iy
        GLOSS:	that+i

 INPUT STRING:	ابقى
     IS_TRANS:	AbqY
        INDEX:	P12W11
      OFFSETS:	49-53
       TOKENS:	P12W15-P12W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(AaboqaY)
          POS:	IV1S+IV
          VOC:	Aa+boqaY
        GLOSS:	I+remain/stay

 INPUT STRING:	12
     IS_TRANS:	12
        INDEX:	P12W12
      OFFSETS:	54-56
       TOKENS:	P12W16-P12W16
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(12)
          POS:	NO_FUNC
          VOC:	12
        GLOSS:	nogloss

 INPUT STRING:	الظهر
     IS_TRANS:	AlZhr
        INDEX:	P12W13
      OFFSETS:	57-62
       TOKENS:	P12W17-P12W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zahor_1]
   UNSPLITVOC:	(AlZ~ahor)
          POS:	DET+NOUN
          VOC:	Al+Zahor
        GLOSS:	the+afternoon

 INPUT STRING:	بالظبط
     IS_TRANS:	bAlZbT
        INDEX:	P12W14
      OFFSETS:	63-69
       TOKENS:	P12W18-P12W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZaboT_1]
   UNSPLITVOC:	(biAlZ~aboT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+ZaboT
        GLOSS:	with/by+the+accurate/sharp

 INPUT STRING:	امام
     IS_TRANS:	AmAm
        INDEX:	P12W15
      OFFSETS:	70-74
       TOKENS:	P12W20-P12W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amAm_1]
   UNSPLITVOC:	(>amAm)
          POS:	NOUN
          VOC:	>amAm
        GLOSS:	front/forward

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P12W16
      OFFSETS:	75-79
       TOKENS:	P12W21-P12W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN
          VOC:	majolis
        GLOSS:	council/board

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P12W17
      OFFSETS:	80-85
       TOKENS:	P12W22-P12W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation

 INPUT STRING:	وضربت
     IS_TRANS:	wDrbt
        INDEX:	P13W1
      OFFSETS:	1-6
       TOKENS:	P13W1-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(wiDarabt)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+Darab+t
        GLOSS:	and+drink+i

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P13W2
      OFFSETS:	7-11
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	ينسون
     IS_TRANS:	ynswn
        INDEX:	P13W3
      OFFSETS:	12-17
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yanosuwn_1]
   UNSPLITVOC:	(yanosuwn)
          POS:	NOUN
          VOC:	yanosuwn
        GLOSS:	aniseed/anise

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P13W4
      OFFSETS:	18-21
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P13W5
      OFFSETS:	22-24
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	انزل
     IS_TRANS:	Anzl
        INDEX:	P13W6
      OFFSETS:	25-29
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nazal_1]
   UNSPLITVOC:	(Aanozil)
          POS:	IV1S+IV
          VOC:	Aa+nozil
        GLOSS:	I+descend

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P13W7
      OFFSETS:	30-34
       TOKENS:	P13W8-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+matter/affair

 INPUT STRING:	صوتى
     IS_TRANS:	SwtY
        INDEX:	P13W8
      OFFSETS:	35-39
       TOKENS:	P13W10-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Suwot_1]
   UNSPLITVOC:	(Suwotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Suwot+iy
        GLOSS:	voice+my

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P13W9
      OFFSETS:	40-44
       TOKENS:	P13W12-P13W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P13W10
      OFFSETS:	45-48
       TOKENS:	P13W13-P13W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	sweet/pleasant

 INPUT STRING:	ويجلجل
     IS_TRANS:	wyjljl
        INDEX:	P13W11
      OFFSETS:	49-55
       TOKENS:	P13W14-P13W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jalojil_1]
   UNSPLITVOC:	(wiyijalojil)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+jalojil
        GLOSS:	and+it+resound/reverberate/

 INPUT STRING:	وقولت
     IS_TRANS:	wqwlt
        INDEX:	P14W1
      OFFSETS:	1-6
       TOKENS:	P14W1-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiquwlt)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+quwl+t
        GLOSS:	and+I+said

 INPUT STRING:	لنفسى
     IS_TRANS:	lnfsY
        INDEX:	P14W2
      OFFSETS:	7-12
       TOKENS:	P14W3-P14W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(linafosiy)
          POS:	PREP+NOUN+POSS_PRON_1S
          VOC:	li+nafos+iy
        GLOSS:	for/to+same/self+my

 INPUT STRING:	ادينى
     IS_TRANS:	AdynY
        INDEX:	P14W3
      OFFSETS:	13-18
       TOKENS:	P14W6-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|adiy_1]
   UNSPLITVOC:	(>adiyniy)
          POS:	DEM_PRON+PRON_1S
          VOC:	>adiy+niy
        GLOSS:	this+my

 INPUT STRING:	هاعمل
     IS_TRANS:	hAEml
        INDEX:	P14W4
      OFFSETS:	19-24
       TOKENS:	P14W8-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HaAaEomil)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+Eomil
        GLOSS:	will+I+do

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P14W5
      OFFSETS:	25-29
       TOKENS:	P14W10-P14W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	عليا
     IS_TRANS:	ElyA
        INDEX:	P14W6
      OFFSETS:	30-34
       TOKENS:	P14W11-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaYyA)
          POS:	PREP+PRON_1S
          VOC:	EalaY+yA
        GLOSS:	on+me

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P14W7
      OFFSETS:	35-39
       TOKENS:	P14W13-P14W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+matter/affair

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P14W8
      OFFSETS:	40-43
       TOKENS:	P14W15-P14W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	ضميرى
     IS_TRANS:	DmyrY
        INDEX:	P14W9
      OFFSETS:	44-49
       TOKENS:	P14W16-P14W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Damiyr_1]
   UNSPLITVOC:	(Damiyriy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Damiyr+iy
        GLOSS:	conscience/pronoun/consciences/pronouns+my

 INPUT STRING:	يقولى
     IS_TRANS:	yqwlY
        INDEX:	P14W10
      OFFSETS:	50-55
       TOKENS:	P14W18-P14W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwl~liy)
          POS:	IV3MS+IV+PREP+PRON_1S
          VOC:	yi+quwl~+l+iy
        GLOSS:	he+say+for+me

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P14W11
      OFFSETS:	56-58
       TOKENS:	P14W21-P14W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	سلبى
     IS_TRANS:	slbY
        INDEX:	P14W12
      OFFSETS:	59-63
       TOKENS:	P14W22-P14W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salobiy_1]
   UNSPLITVOC:	(salobiy)
          POS:	ADJ
          VOC:	salobiy
        GLOSS:	negative/passive

 INPUT STRING:	ااقوله
     IS_TRANS:	AAqwlh
        INDEX:	P14W13
      OFFSETS:	64-70
       TOKENS:	P14W23-P14W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
