 INPUT STRING:	فعلا
   UNSPLITVOC:	(Aln~awm)
          POS:	DET+NOUN
          VOC:	Al+nawm
        GLOSS:	the+sleep

 INPUT STRING:	والمذاكرة
     IS_TRANS:	wAlm*Akrp
        INDEX:	P19W3
      OFFSETS:	11-20
       TOKENS:	P19W3-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu*Akorap_1]
   UNSPLITVOC:	(wiAlmu*Akorap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+mu*Akor+ap
        GLOSS:	and+the+study+[fem.sg.]

 INPUT STRING:	فده
     IS_TRANS:	fdh
        INDEX:	P19W4
      OFFSETS:	21-24
       TOKENS:	P19W5-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(fadah)
          POS:	CONNEC_PART+DEM_PRON_MS
          VOC:	fa+dah
        GLOSS:	so/then+this

 INPUT STRING:	واقع
     IS_TRANS:	wAqE
        INDEX:	P19W5
      OFFSETS:	25-29
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAqiE_1]
   UNSPLITVOC:	(wAqiE)
          POS:	NOUN
          VOC:	wAqiE
        GLOSS:	fact/reality/actual

 INPUT STRING:	حتمى
     IS_TRANS:	HtmY
        INDEX:	P19W6
      OFFSETS:	30-34
       TOKENS:	P19W8-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hatomiy_1]
   UNSPLITVOC:	(Hatomiy)
          POS:	ADJ
          VOC:	Hatomiy
        GLOSS:	definitive/necessary

 INPUT STRING:	ليس
     IS_TRANS:	lys
        INDEX:	P19W7
      OFFSETS:	35-38
       TOKENS:	P19W9-P19W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(layosa)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	layos+a
        GLOSS:	not be+he/it [verb]

 INPUT STRING:	منه
     IS_TRANS:	mnh
        INDEX:	P19W8
      OFFSETS:	39-42
       TOKENS:	P19W10-P19W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+it/him

 INPUT STRING:	هروب
     IS_TRANS:	hrwb
        INDEX:	P19W9
      OFFSETS:	43-47
       TOKENS:	P19W12-P19W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huruwb_1]
   UNSPLITVOC:	(huruwb)
          POS:	NOUN
          VOC:	huruwb
        GLOSS:	escape/fleeing

 INPUT STRING:	وبصراحة
     IS_TRANS:	wbSrAHp
        INDEX:	P20W1
      OFFSETS:	1-8
       TOKENS:	P20W1-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SarAHap_1]
   UNSPLITVOC:	(wibiSarAHap)
          POS:	CONJ+PREP+NOUN+NSUFF_FEM_SG
          VOC:	wi+bi+SarAH+ap
        GLOSS:	and+with/by+sincerity/candor/frankness/explicitly/openly+[fem.sg.]

 INPUT STRING:	لم
     IS_TRANS:	lm
        INDEX:	P20W2
      OFFSETS:	9-11
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(lamo)
          POS:	NEG_PART
          VOC:	lamo
        GLOSS:	did not

 INPUT STRING:	اجد
     IS_TRANS:	Ajd
        INDEX:	P20W3
      OFFSETS:	12-15
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wajad_1]
   UNSPLITVOC:	(Aajod)
          POS:	IV1S+IV
          VOC:	Aa+jod
        GLOSS:	I+find

 INPUT STRING:	افضل
     IS_TRANS:	AfDl
        INDEX:	P20W4
      OFFSETS:	16-20
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>afoDal_1]
   UNSPLITVOC:	(>afoDal)
          POS:	ADJ_COMP
          VOC:	>afoDal
        GLOSS:	better, best

 INPUT STRING:	لراحتى
     IS_TRANS:	lrAHtY
        INDEX:	P20W5
      OFFSETS:	21-27
       TOKENS:	P20W7-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAHap_1]
   UNSPLITVOC:	(lirAHtiy)
          POS:	PREP+NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	li+rAH+ap+iy
        GLOSS:	for/to+rest/repose/leisure+[fem.sg.]+my

 INPUT STRING:	النفسية
     IS_TRANS:	Alnfsyp
        INDEX:	P20W6
      OFFSETS:	28-35
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nafosiy_1]
   UNSPLITVOC:	(Alnafosiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+nafosiy~+ap
        GLOSS:	the+mental/spiritual/psychological+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P20W7
      OFFSETS:	36-38
       TOKENS:	P20W11-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	حسن
     IS_TRANS:	Hsn
        INDEX:	P20W8
      OFFSETS:	39-42
       TOKENS:	P20W12-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Huson_1]
   UNSPLITVOC:	(Huson)
          POS:	NOUN
          VOC:	Huson
        GLOSS:	good/beauty

 INPUT STRING:	الظن
     IS_TRANS:	AlZn
        INDEX:	P20W9
      OFFSETS:	43-47
       TOKENS:	P20W13-P20W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zan_1]
   UNSPLITVOC:	(AlZ~an)
          POS:	DET+NOUN
          VOC:	Al+Zan
        GLOSS:	the+opinion/assumption

 INPUT STRING:	بالله
     IS_TRANS:	bAllh
        INDEX:	P20W10
      OFFSETS:	48-53
       TOKENS:	P20W14-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(biAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	bi+All~ah
        GLOSS:	with/by+Allah/God

 INPUT STRING:	وحسن
     IS_TRANS:	wHsn
        INDEX:	P20W11
      OFFSETS:	54-58
       TOKENS:	P20W16-P20W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Huson_1]
   UNSPLITVOC:	(waHuson)
          POS:	CONJ+NOUN
          VOC:	wa+Huson
        GLOSS:	and+good/beauty

 INPUT STRING:	التوكل
     IS_TRANS:	Altwkl
        INDEX:	P20W12
      OFFSETS:	59-65
       TOKENS:	P20W18-P20W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tawak~ul_1]
   UNSPLITVOC:	(Alt~awak~ul)
          POS:	DET+NOUN
          VOC:	Al+tawak~ul
        GLOSS:	the+trust/confidence

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P20W13
      OFFSETS:	66-70
       TOKENS:	P20W19-P20W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+it/him

 INPUT STRING:	وفقكم
     IS_TRANS:	wfqkm
        INDEX:	P21W1
      OFFSETS:	1-6
       TOKENS:	P21W1-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waf~aq_1]
   UNSPLITVOC:	(waf~aqkum)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:2P
          VOC:	waf~aq+(null)+kum
        GLOSS:	grant success+he/it [verb]+you

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P21W2
      OFFSETS:	7-11
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	لرضاه
     IS_TRANS:	lrDAh
        INDEX:	P21W3
      OFFSETS:	12-17
       TOKENS:	P21W4-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riDA_1]
   UNSPLITVOC:	(liriDAh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	li+riDA+uh
        GLOSS:	for/to+approval/pleasure+his/its

