 INPUT STRING:	يابنتي
        LEMMA:	[tajomiyl_1]
   UNSPLITVOC:	(tajomiyl)
          POS:	NOUN
          VOC:	tajomiyl
        GLOSS:	embellishment

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P28W4
      OFFSETS:	15-18
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	obtain/acquire/get/be obtained/be acquired/occur/happen/take place+he/it

 INPUT STRING:	بعدها
     IS_TRANS:	bEdhA
        INDEX:	P28W5
      OFFSETS:	19-24
       TOKENS:	P28W5-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEodahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	baEod+hA
        GLOSS:	after/if/unless/whether/as long as/as soon as/which+its/their/her

 INPUT STRING:	سطو
     IS_TRANS:	sTw
        INDEX:	P28W6
      OFFSETS:	25-28
       TOKENS:	P28W7-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saTow_1]
   UNSPLITVOC:	(saTow)
          POS:	NOUN
          VOC:	saTow
        GLOSS:	assault/burglary

 INPUT STRING:	مسلح
     IS_TRANS:	mslH
        INDEX:	P28W7
      OFFSETS:	29-33
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musal~aH_1]
   UNSPLITVOC:	(musal~aH)
          POS:	ADJ
          VOC:	musal~aH
        GLOSS:	armored/reinforced/armed

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P29W1
      OFFSETS:	0-2
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aaw_1]
   UNSPLITVOC:	(Aaw)
          POS:	CONJ
          VOC:	Aaw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P29W2
      OFFSETS:	3-7
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mfy$)
          POS:	NO_FUNC
          VOC:	mfy$
        GLOSS:	nogloss

 INPUT STRING:	عملية
     IS_TRANS:	Emlyp
        INDEX:	P29W3
      OFFSETS:	8-13
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamaliy~ap_1]
   UNSPLITVOC:	(Eamaliy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Eamaliy~+ap
        GLOSS:	operation/mission/process/operations/missions/processes+[fem.sg.]

 INPUT STRING:	تجميل
     IS_TRANS:	tjmyl
        INDEX:	P29W4
      OFFSETS:	14-19
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tajomiyl_1]
   UNSPLITVOC:	(tajomiyl)
          POS:	NOUN
          VOC:	tajomiyl
        GLOSS:	embellishment

 INPUT STRING:	ومجرد
     IS_TRANS:	wmjrd
        INDEX:	P29W5
      OFFSETS:	20-25
       TOKENS:	P29W5-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujar~ad_1]
   UNSPLITVOC:	(wimujar~ad)
          POS:	CONJ+NOUN
          VOC:	wi+mujar~ad
        GLOSS:	and+nothing but/mere/for no other reason but/for the sole reason that

 INPUT STRING:	اصابة
     IS_TRANS:	ASAbp
        INDEX:	P29W6
      OFFSETS:	26-31
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiSAbap_1]
   UNSPLITVOC:	(AiSAbap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	AiSAb+ap
        GLOSS:	injuries+[fem.sg.]

 INPUT STRING:	للنائب
     IS_TRANS:	llnA}b
        INDEX:	P29W7
      OFFSETS:	32-38
       TOKENS:	P29W8-P29W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nA}ib_1]
   UNSPLITVOC:	(liln~A}ib)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+nA}ib
        GLOSS:	for/to+the+deputy/delegate/vice-/deputies/delegates

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P29W8
      OFFSETS:	39-41
       TOKENS:	P29W10-P29W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	السطو
     IS_TRANS:	AlsTw
        INDEX:	P29W9
      OFFSETS:	42-47
       TOKENS:	P29W11-P29W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saTow_1]
   UNSPLITVOC:	(Als~aTow)
          POS:	DET+NOUN
          VOC:	Al+saTow
        GLOSS:	the+assault/burglary

 INPUT STRING:	الطب
     IS_TRANS:	AlTb
        INDEX:	P30W1
      OFFSETS:	0-4
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tib~_1]
   UNSPLITVOC:	(AlT~ib~)
          POS:	DET+NOUN
          VOC:	Al+Tib~
        GLOSS:	the+medicine/medical treatment

 INPUT STRING:	الشرعـــى
     IS_TRANS:	Al$rE___Y
        INDEX:	P30W2
      OFFSETS:	5-14
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aroEiy_1]
   UNSPLITVOC:	(Al$~aroEiy)
          POS:	DET+ADJ
          VOC:	Al+$aroEiy
        GLOSS:	the+legal

 INPUT STRING:	هيبقى
     IS_TRANS:	hybqY
        INDEX:	P30W3
      OFFSETS:	15-20
       TOKENS:	P30W3-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(HayiboqaY)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+boqaY
        GLOSS:	will+he/it+be/became/become/last/remain

 INPUT STRING:	رأيه
     IS_TRANS:	r>yh
        INDEX:	P30W4
      OFFSETS:	21-25
       TOKENS:	P30W5-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	ra>oy+uh
        GLOSS:	opinion/view/idea/opinions/views/ideas+his/its

 INPUT STRING:	قاااطع
     IS_TRANS:	qAAATE
        INDEX:	P30W5
      OFFSETS:	26-32
       TOKENS:	P30W7-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qATE_1]
   UNSPLITVOC:	(qATE)
          POS:	ADJ
          VOC:	qATE
        GLOSS:	conclusive

 INPUT STRING:	والايااام
     IS_TRANS:	wAlAyAAAm
        INDEX:	P31W1
      OFFSETS:	0-9
       TOKENS:	P31W1-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yuwom_1]
   UNSPLITVOC:	(wiAlAy~Am)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+Ay~Am
        GLOSS:	and+the+days

 INPUT STRING:	هتبين
     IS_TRANS:	htbyn
        INDEX:	P31W2
      OFFSETS:	10-15
       TOKENS:	P31W3-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bay~in_1]
   UNSPLITVOC:	(Hatibay~in)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+bay~in
        GLOSS:	will+it/they/she+declare/explain/show/demonstrate

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P31W3
      OFFSETS:	16-18
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/every/each/whole/the entire

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P31W4
      OFFSETS:	19-23
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	دماغكم
     IS_TRANS:	dmAgkm
        INDEX:	P32W1
      OFFSETS:	0-6
       TOKENS:	P32W1-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dimAg_1]
   UNSPLITVOC:	(dimAgkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	dimAg+kum
        GLOSS:	brain/brains+your

 INPUT STRING:	بقـــى
     IS_TRANS:	bq___Y
        INDEX:	P32W2
      OFFSETS:	7-13
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	then

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P33W1
      OFFSETS:	0-2
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P33W2
      OFFSETS:	3-5
       TOKENS:	P33W2-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	الدكتور
     IS_TRANS:	Aldktwr
        INDEX:	P33W3
      OFFSETS:	6-13
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dukotawr_1]
   UNSPLITVOC:	(Ald~ukotawr)
          POS:	DET+NOUN
          VOC:	Al+dukotawr
        GLOSS:	the+doctor/Dr./doctors

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P33W4
      OFFSETS:	14-17
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV
          VOC:	kAn
        GLOSS:	be/was/were

 INPUT STRING:	بيتفرج
     IS_TRANS:	bytfrj
        INDEX:	P33W5
      OFFSETS:	18-24
       TOKENS:	P33W5-P33W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitofar~aj_1]
   UNSPLITVOC:	(biyitofar~aj)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+tofar~aj
        GLOSS:	[present-tense]+he/it+watch/observe/see

 INPUT STRING:	عالتليفزيون
     IS_TRANS:	EAltlyfzywn
        INDEX:	P33W6
      OFFSETS:	25-36
       TOKENS:	P33W7-P33W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tiliyfizyuwn_1]
   UNSPLITVOC:	(EaAltiliyfizyuwn)
          POS:	PREP+DET+NOUN
          VOC:	Ea+Al+tiliyfizyuwn
        GLOSS:	on/above+the+television

 INPUT STRING:	فقرر
     IS_TRANS:	fqrr
        INDEX:	P33W7
      OFFSETS:	37-41
       TOKENS:	P33W9-P33W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qar~ar_1]
   UNSPLITVOC:	(faqar~ar)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	fa+qar~ar+(null)
        GLOSS:	so/and+decide/resolve+he/it

 INPUT STRING:	فجأة
     IS_TRANS:	fj>p
        INDEX:	P33W8
      OFFSETS:	42-46
       TOKENS:	P33W11-P33W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fajo>ap_1]
   UNSPLITVOC:	(fajo>ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fajo>+ap
        GLOSS:	suddenly+[fem.sg.]

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P33W9
      OFFSETS:	47-50
       TOKENS:	P33W12-P33W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+gloss

 INPUT STRING:	يتبلى
     IS_TRANS:	ytblY
        INDEX:	P33W10
      OFFSETS:	51-56
       TOKENS:	P33W14-P33W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitobal~aY_1]
   UNSPLITVOC:	(yitobal~aY)
          POS:	IV3MS+IV
          VOC:	yi+tobal~aY
        GLOSS:	he/it+defame

 INPUT STRING:	عالراجل
     IS_TRANS:	EAlrAjl
        INDEX:	P33W11
      OFFSETS:	57-64
       TOKENS:	P33W15-P33W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjil_1]
   UNSPLITVOC:	(EaAlrAjil)
          POS:	PREP+DET+NOUN
          VOC:	Ea+Al+rAjil
        GLOSS:	on/above+the+man/men/pedestrian/pedestrians

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P33W12
      OFFSETS:	65-67
       TOKENS:	P33W17-P33W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	ويقولوا
     IS_TRANS:	wyqwlwA
        INDEX:	P33W13
      OFFSETS:	68-75
       TOKENS:	P33W18-P33W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiyiquwluwA)
          POS:	CONJ+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	wi+yi+quwl+uwA
        GLOSS:	and+they+said/say/be said/(for example)+we

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P33W14
      OFFSETS:	76-79
       TOKENS:	P33W20-P33W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P33W15
      OFFSETS:	80-83
       TOKENS:	P33W22-P33W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV
          VOC:	kAn
        GLOSS:	be/was/were

 INPUT STRING:	بيعمل
     IS_TRANS:	byEml
        INDEX:	P33W16
      OFFSETS:	84-89
       TOKENS:	P33W23-P33W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(biyiEomil)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Eomil
        GLOSS:	[present-tense]+he/it+function/make/act/be done/do/did

 INPUT STRING:	عملية
     IS_TRANS:	Emlyp
        INDEX:	P33W17
      OFFSETS:	90-95
       TOKENS:	P33W25-P33W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamaliy~ap_1]
   UNSPLITVOC:	(Eamaliy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Eamaliy~+ap
        GLOSS:	operation/mission/process/operations/missions/processes+[fem.sg.]

 INPUT STRING:	تجميل
     IS_TRANS:	tjmyl
        INDEX:	P33W18
      OFFSETS:	96-101
       TOKENS:	P33W26-P33W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tajomiyl_1]
   UNSPLITVOC:	(tajomiyl)
          POS:	NOUN
          VOC:	tajomiyl
        GLOSS:	embellishment

 INPUT STRING:	عندهم
     IS_TRANS:	Endhm
        INDEX:	P33W19
      OFFSETS:	102-107
       TOKENS:	P33W27-P33W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanoduhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Eanod+hum
        GLOSS:	at/with+their

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P33W20
      OFFSETS:	108-113
       TOKENS:	P33W29-P33W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+NOUN
          VOC:	wi+kamAn
        GLOSS:	and+violin

 INPUT STRING:	زوروا
     IS_TRANS:	zwrwA
        INDEX:	P33W21
      OFFSETS:	114-119
       TOKENS:	P33W31-P33W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zaw~ar_1]
   UNSPLITVOC:	(zaw~aruwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	zaw~ar+uwA
        GLOSS:	forge/falsity+they

 INPUT STRING:	ورق
     IS_TRANS:	wrq
        INDEX:	P33W22
      OFFSETS:	120-123
       TOKENS:	P33W32-P33W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waraqap_1]
   UNSPLITVOC:	(waraq)
          POS:	NOUN
          VOC:	waraq
        GLOSS:	sheet/leaf/papers/documents papers sheets/paper

 INPUT STRING:	المستشفى
     IS_TRANS:	Almst$fY
        INDEX:	P33W23
      OFFSETS:	124-132
       TOKENS:	P33W33-P33W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musota$ofaY_1]
   UNSPLITVOC:	(Almusota$ofaY)
          POS:	DET+NOUN
          VOC:	Al+musota$ofaY
        GLOSS:	the+hospital/hospitals

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P33W24
      OFFSETS:	133-137
       TOKENS:	P33W34-P33W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	بيقول
     IS_TRANS:	byqwl
        INDEX:	P33W25
      OFFSETS:	138-143
       TOKENS:	P33W35-P33W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyquwl)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+y+quwl
        GLOSS:	[present-tense]+he/it+said/say/be said/(for example)

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P33W26
      OFFSETS:	144-147
       TOKENS:	P33W37-P33W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+gloss

 INPUT STRING:	دخل
     IS_TRANS:	dxl
        INDEX:	P33W27
      OFFSETS:	148-151
       TOKENS:	P33W39-P33W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(daxal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	daxal+(null)
        GLOSS:	enter/be entered+he/it

 INPUT STRING:	المستشفى
     IS_TRANS:	Almst$fY
        INDEX:	P33W28
      OFFSETS:	152-160
       TOKENS:	P33W40-P33W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musota$ofaY_1]
   UNSPLITVOC:	(Almusota$ofaY)
          POS:	DET+NOUN
          VOC:	Al+musota$ofaY
        GLOSS:	the+hospital/hospitals

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P33W29
      OFFSETS:	161-165
       TOKENS:	P33W41-P33W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	Gloss:TBA+[acc.indef.]

 INPUT STRING:	وعمل
     IS_TRANS:	wEml
        INDEX:	P33W30
      OFFSETS:	166-170
       TOKENS:	P33W42-P33W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(wiEamal)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+Eamal+(null)
        GLOSS:	and+function/make/act/do+he/it

 INPUT STRING:	العملية
     IS_TRANS:	AlEmlyp
        INDEX:	P33W31
      OFFSETS:	171-178
       TOKENS:	P33W44-P33W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamaliy~ap_1]
   UNSPLITVOC:	(AlEamaliy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Eamaliy~+ap
        GLOSS:	the+operation/mission/process/operations/missions/processes+[fem.sg.]

 INPUT STRING:	جبروت
     IS_TRANS:	jbrwt
        INDEX:	P34W1
      OFFSETS:	0-5
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jabaruwt_1]
   UNSPLITVOC:	(jabaruwt)
          POS:	NOUN
          VOC:	jabaruwt
        GLOSS:	omnipotence/might

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P34W2
      OFFSETS:	6-9
       TOKENS:	P34W2-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	then/so

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P35W1
      OFFSETS:	0-2
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	yet/but

 INPUT STRING:	السؤال
     IS_TRANS:	Als&Al
        INDEX:	P35W2
      OFFSETS:	3-9
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(Als~u&Al)
          POS:	DET+NOUN
          VOC:	Al+su&Al
        GLOSS:	the+question/inquiry/questions/inquiries

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P35W3
      OFFSETS:	10-13
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	then/so

 INPUT STRING:	هيستفيدوا
     IS_TRANS:	hystfydwA
        INDEX:	P35W4
      OFFSETS:	14-23
       TOKENS:	P35W4-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotafAd_1]
   UNSPLITVOC:	(HayisotafiyduwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+yi+sotafiyd+uwA
        GLOSS:	will+they+make use of/benefit from/benefit+we

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P35W5
      OFFSETS:	24-27
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aiyh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	INTERROG_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P35W6
