 INPUT STRING:	ورحـمه
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[munotadaY_1]
   UNSPLITVOC:	(AlmunotadaY)
          POS:	DET+NOUN
          VOC:	Al+munotadaY
        GLOSS:	the+fourm/assembly room/gathering place

 INPUT STRING:	ولسه
     IS_TRANS:	wlsh
        INDEX:	P58W1
      OFFSETS:	0-4
       TOKENS:	P58W1-P58W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(wilis~ah)
          POS:	CONJ+ADV
          VOC:	wi+lis~ah
        GLOSS:	and+still

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P58W2
      OFFSETS:	5-8
       TOKENS:	P58W3-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~il_1]
   UNSPLITVOC:	(>aw~il)
          POS:	ADJ_NUM
          VOC:	>aw~il
        GLOSS:	first

 INPUT STRING:	مره
     IS_TRANS:	mrh
        INDEX:	P58W3
      OFFSETS:	9-12
       TOKENS:	P58W4-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	once/one time/(several) times+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P58W4
      OFFSETS:	13-15
       TOKENS:	P58W5-P58W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	فتره
     IS_TRANS:	ftrh
        INDEX:	P58W5
      OFFSETS:	16-20
       TOKENS:	P58W6-P58W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fatorap_1]
   UNSPLITVOC:	(fatorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fator+ap
        GLOSS:	phase/time period/interval/phases/time periods/intervals+[fem.sg.]

 INPUT STRING:	ادخل
     IS_TRANS:	Adxl
        INDEX:	P58W6
      OFFSETS:	21-25
       TOKENS:	P58W7-P58W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(Aadoxul)
          POS:	IV1S+IV
          VOC:	Aa+doxul
        GLOSS:	I+enter/be entered

 INPUT STRING:	موضوع
     IS_TRANS:	mwDwE
        INDEX:	P58W7
      OFFSETS:	26-31
       TOKENS:	P58W8-P58W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(mawDuwE)
          POS:	NOUN
          VOC:	mawDuwE
        GLOSS:	subject/theme/issue

 INPUT STRING:	تسلم
     IS_TRANS:	tslm
        INDEX:	P59W1
      OFFSETS:	0-4
       TOKENS:	P59W1-P59W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sal~im_1]
   UNSPLITVOC:	(tisal~im)
          POS:	IV2FS+IV
          VOC:	ti+sal~im
        GLOSS:	it/she+be safe/be faultless

 INPUT STRING:	ايدك
     IS_TRANS:	Aydk
        INDEX:	P59W2
      OFFSETS:	5-9
       TOKENS:	P59W2-P59W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(<iydak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	<iyd+ak
        GLOSS:	hand+your

 INPUT STRING:	جزاك
     IS_TRANS:	jzAk
        INDEX:	P60W1
      OFFSETS:	0-4
       TOKENS:	P60W1-P60W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jazaY_1]
   UNSPLITVOC:	(jazAak)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	jazA+ak
        GLOSS:	reward/repay/requite+you

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P60W2
      OFFSETS:	5-9
       TOKENS:	P60W2-P60W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	AllAh/God

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P60W3
      OFFSETS:	10-12
       TOKENS:	P60W3-P60W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	خير
     IS_TRANS:	xyr
        INDEX:	P60W4
      OFFSETS:	13-16
       TOKENS:	P60W4-P60W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(xayr)
          POS:	NOUN
          VOC:	xayr
        GLOSS:	good thing

 INPUT STRING:	موضوع
     IS_TRANS:	mwDwE
        INDEX:	P60W5
      OFFSETS:	17-22
       TOKENS:	P60W5-P60W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(mawDuwE)
          POS:	NOUN
          VOC:	mawDuwE
        GLOSS:	subject/theme/issue

 INPUT STRING:	أكثر
     IS_TRANS:	>kvr
        INDEX:	P60W6
      OFFSETS:	23-27
       TOKENS:	P60W6-P60W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>akovar_1]
   UNSPLITVOC:	(>akovar)
          POS:	ADJ_COMP
          VOC:	>akovar
        GLOSS:	more, most, majority

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P60W7
      OFFSETS:	28-30
       TOKENS:	P60W7-P60W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	رائع
     IS_TRANS:	rA}E
        INDEX:	P60W8
      OFFSETS:	31-35
       TOKENS:	P60W8-P60W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rA}iE_1]
   UNSPLITVOC:	(rA}iE)
          POS:	ADJ
          VOC:	rA}iE
        GLOSS:	splendid/marvelous/magnificent

 INPUT STRING:	ولكن
     IS_TRANS:	wlkn
        INDEX:	P60W9
      OFFSETS:	36-40
       TOKENS:	P60W9-P60W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(wilakin)
          POS:	PART+CONJ
          VOC:	wi+lakin
        GLOSS:	[part.]+but

 INPUT STRING:	لكل
     IS_TRANS:	lkl
        INDEX:	P60W10
      OFFSETS:	41-44
       TOKENS:	P60W11-P60W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(likul~)
          POS:	PREP+NOUN
          VOC:	li+kul~
        GLOSS:	for/to+all, entire, every, whole

 INPUT STRING:	مجتهد
     IS_TRANS:	mjthd
        INDEX:	P60W11
      OFFSETS:	45-50
       TOKENS:	P60W13-P60W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujotahid_1]
   UNSPLITVOC:	(mujotahid)
          POS:	ADJ
          VOC:	mujotahid
        GLOSS:	industrious/diligent

 INPUT STRING:	نصيب
     IS_TRANS:	nSyb
        INDEX:	P60W12
      OFFSETS:	51-55
       TOKENS:	P60W14-P60W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naSiyb_1]
   UNSPLITVOC:	(naSiyb)
          POS:	NOUN
          VOC:	naSiyb
        GLOSS:	share/dividend

 INPUT STRING:	ولو
     IS_TRANS:	wlw
        INDEX:	P60W13
      OFFSETS:	56-59
       TOKENS:	P60W15-P60W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(wilaw)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+law
        GLOSS:	and+if

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P60W14
      OFFSETS:	60-62
       TOKENS:	P60W17-P60W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	someone

 INPUT STRING:	أخدها
     IS_TRANS:	>xdhA
        INDEX:	P60W15
      OFFSETS:	63-68
       TOKENS:	P60W18-P60W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Axad_1]
   UNSPLITVOC:	(>axadhA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS
          VOC:	>axad+(null)+hA
        GLOSS:	took+he/it+it/them/her

 INPUT STRING:	بالنفاق
     IS_TRANS:	bAlnfAq
        INDEX:	P60W16
      OFFSETS:	69-76
       TOKENS:	P60W20-P60W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifAq_1]
   UNSPLITVOC:	(biAln~ifAq)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+nifAq
        GLOSS:	with/by+the+expenditure/disbursement

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P60W17
      OFFSETS:	77-79
       TOKENS:	P60W22-P60W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	بالحسبانية
     IS_TRANS:	bAlHsbAnyp
        INDEX:	P60W18
      OFFSETS:	80-90
       TOKENS:	P60W23-P60W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HusobAniyap_1]
   UNSPLITVOC:	(biAlHusobAniyap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+HusobAniy+ap
        GLOSS:	with/by+the+Favoritism/patronage+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P60W19
      OFFSETS:	91-93
       TOKENS:	P60W25-P60W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هيدوم
     IS_TRANS:	hydwm
        INDEX:	P60W20
      OFFSETS:	94-99
       TOKENS:	P60W26-P60W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dAm_1]
   UNSPLITVOC:	(Hayiduwm)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+duwm
        GLOSS:	will+he/it+last

 INPUT STRING:	لانه
     IS_TRANS:	lAnh
        INDEX:	P60W21
      OFFSETS:	100-104
       TOKENS:	P60W28-P60W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~uh)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	li+<in~+uh
        GLOSS:	for/to+that+he

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P60W22
      OFFSETS:	105-107
       TOKENS:	P60W31-P60W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بمجهوده
     IS_TRANS:	bmjhwdh
        INDEX:	P60W23
      OFFSETS:	108-115
       TOKENS:	P60W32-P60W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[majohuwd_1]
   UNSPLITVOC:	(bimajohuwduh)
          POS:	PART+NOUN+POSS_PRON_3MS
          VOC:	bi+majohuwd+uh
        GLOSS:	[part.]+efforts/endeavors+its/his

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P60W24
      OFFSETS:	116-118
       TOKENS:	P60W35-P60W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P60W25
      OFFSETS:	119-121
       TOKENS:	P60W36-P60W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هيكون
     IS_TRANS:	hykwn
        INDEX:	P60W26
      OFFSETS:	122-127
       TOKENS:	P60W37-P60W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(Hayikuwn)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+kuwn
        GLOSS:	will+he/it+be

 INPUT STRING:	كفء
     IS_TRANS:	kf'
        INDEX:	P60W27
      OFFSETS:	128-131
       TOKENS:	P60W39-P60W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuf'_1]
   UNSPLITVOC:	(kuf')
          POS:	ADJ
          VOC:	kuf'
        GLOSS:	adequate/qualified

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P60W28
      OFFSETS:	132-134
       TOKENS:	P60W40-P60W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المنصب
     IS_TRANS:	AlmnSb
        INDEX:	P60W29
      OFFSETS:	135-141
       TOKENS:	P60W41-P60W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoSib_1]
   UNSPLITVOC:	(AlmanoSib)
          POS:	DET+NOUN
          VOC:	Al+manoSib
        GLOSS:	the+post/position/office

 INPUT STRING:	بتاعه
     IS_TRANS:	btAEh
        INDEX:	P60W30
      OFFSETS:	142-147
       TOKENS:	P60W42-P60W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAEuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	bitAE+uh
        GLOSS:	own+his/its

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P60W31
      OFFSETS:	148-150
       TOKENS:	P60W44-P60W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	ولكن
     IS_TRANS:	wlkn
        INDEX:	P60W32
      OFFSETS:	151-155
       TOKENS:	P60W45-P60W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(wilakin)
          POS:	PART+CONJ
          VOC:	wi+lakin
        GLOSS:	[part.]+but

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P60W33
      OFFSETS:	156-160
       TOKENS:	P60W47-P60W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	تعب
     IS_TRANS:	tEb
        INDEX:	P60W34
      OFFSETS:	161-164
       TOKENS:	P60W48-P60W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tiEib_1]
   UNSPLITVOC:	(tiEib)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	tiEib+(null)
        GLOSS:	be tired/work hard+he/it

 INPUT STRING:	واجتهد
     IS_TRANS:	wAjthd
        INDEX:	P60W35
      OFFSETS:	165-171
       TOKENS:	P60W49-P60W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aijotahad_1]
   UNSPLITVOC:	(wiAijotahad)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+Aijotahad+(null)
        GLOSS:	and+work hard/strive+he/it

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P60W36
      OFFSETS:	172-174
       TOKENS:	P60W51-P60W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P60W37
      OFFSETS:	175-179
       TOKENS:	P60W52-P60W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	يستحق
     IS_TRANS:	ystHq
        INDEX:	P60W38
      OFFSETS:	180-185
       TOKENS:	P60W53-P60W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AisotaHaq~_1]
   UNSPLITVOC:	(yasotaHiq~)
          POS:	IV3MS+IV
          VOC:	ya+sotaHiq~
        GLOSS:	he/it+deserve

 INPUT STRING:	فعلاً
     IS_TRANS:	fElAF
        INDEX:	P60W39
      OFFSETS:	186-191
       TOKENS:	P60W54-P60W54
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	actually/in effect+[acc.indef.]

 INPUT STRING:	المنصب
     IS_TRANS:	AlmnSb
        INDEX:	P60W40
      OFFSETS:	192-198
       TOKENS:	P60W55-P60W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoSib_1]
   UNSPLITVOC:	(AlmanoSib)
          POS:	DET+NOUN
          VOC:	Al+manoSib
        GLOSS:	the+post/position/office

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P60W41
      OFFSETS:	199-203
       TOKENS:	P60W56-P60W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P60W42
      OFFSETS:	204-207
       TOKENS:	P60W57-P60W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/he

 INPUT STRING:	وربنا
     IS_TRANS:	wrbnA
        INDEX:	P61W1
      OFFSETS:	0-5
       TOKENS:	P61W1-P61W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(wirab~inA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+rab~+nA
        GLOSS:	and+lord/master+our

 INPUT STRING:	يبعد
     IS_TRANS:	ybEd
        INDEX:	P61W2
      OFFSETS:	6-10
       TOKENS:	P61W4-P61W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aboEad_1]
   UNSPLITVOC:	(yiboEid)
          POS:	IV3MS+IV
          VOC:	yi+boEid
        GLOSS:	he/it+remove/expel

 INPUT STRING:	ولاد
     IS_TRANS:	wlAd
        INDEX:	P61W3
      OFFSETS:	11-15
       TOKENS:	P61W5-P61W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(wilAd)
          POS:	NOUN
          VOC:	wilAd
        GLOSS:	child/son

 INPUT STRING:	الحرام
     IS_TRANS:	AlHrAm
        INDEX:	P61W4
      OFFSETS:	16-22
       TOKENS:	P61W6-P61W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(AlHarAm)
          POS:	DET+NOUN
          VOC:	Al+HarAm
        GLOSS:	the+sin/offense

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P61W5
      OFFSETS:	23-25
       TOKENS:	P61W7-P61W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P61W6
      OFFSETS:	26-28
       TOKENS:	P61W8-P61W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P61W7
      OFFSETS:	29-34
       TOKENS:	P61W9-P61W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

