 INPUT STRING:	الاقتصاد
   UNSPLITVOC:	(salAm)
          POS:	NOUN
          VOC:	salAm
        GLOSS:	peace

 INPUT STRING:	وانتى
     IS_TRANS:	wAntY
        INDEX:	P8W3
      OFFSETS:	8-13
       TOKENS:	P8W3-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<inotiy_1]
   UNSPLITVOC:	(wi<inotiy)
          POS:	CONJ+PRON_2FS
          VOC:	wi+<inotiy
        GLOSS:	and+you [fem.sg.]

 INPUT STRING:	جيبتى
     IS_TRANS:	jybtY
        INDEX:	P8W4
      OFFSETS:	14-19
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(jiybtiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	jiyb+tiy
        GLOSS:	bring+you [fem.sg.] [verb]

 INPUT STRING:	التايهة
     IS_TRANS:	AltAyhp
        INDEX:	P8W5
      OFFSETS:	20-27
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAyih_1]
   UNSPLITVOC:	(Alt~Ayohap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+tAyoh+ap
        GLOSS:	the+straying/lost+[fem.sg.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P8W6
      OFFSETS:	28-30
       TOKENS:	P8W7-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	[emphasis]

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P8W7
      OFFSETS:	31-35
       TOKENS:	P8W8-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	عارفين
     IS_TRANS:	EArfyn
        INDEX:	P8W8
      OFFSETS:	36-42
       TOKENS:	P8W9-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	EArof+iyn
        GLOSS:	knowing/having knowledge of+[masc.pl.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P8W9
      OFFSETS:	43-45
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P8W10
      OFFSETS:	46-51
       TOKENS:	P8W11-P8W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	عنده
     IS_TRANS:	Endh
        INDEX:	P8W11
      OFFSETS:	52-56
       TOKENS:	P8W12-P8W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Einod_1]
   UNSPLITVOC:	(Eanoduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eanod+uh
        GLOSS:	with / at+his/its

 INPUT STRING:	بزنس
     IS_TRANS:	bzns
        INDEX:	P8W12
      OFFSETS:	57-61
       TOKENS:	P8W14-P8W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bzns)
          POS:	FOREIGN
          VOC:	bzns
        GLOSS:	nogloss

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P8W13
      OFFSETS:	62-64
       TOKENS:	P8W15-P8W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she/it/they

 INPUT STRING:	جديدة
     IS_TRANS:	jdydp
        INDEX:	P8W14
      OFFSETS:	65-70
       TOKENS:	P8W16-P8W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(jidiydap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jidiyd+ap
        GLOSS:	new/modern+[fem.sg.]

 INPUT STRING:	امال
     IS_TRANS:	AmAl
        INDEX:	P8W15
      OFFSETS:	71-75
       TOKENS:	P8W17-P8W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~Al_1]
   UNSPLITVOC:	(>um~Al)
          POS:	ADV
          VOC:	>um~Al
        GLOSS:	hence/then

 INPUT STRING:	هيجيبوا
     IS_TRANS:	hyjybwA
        INDEX:	P8W16
      OFFSETS:	76-83
       TOKENS:	P8W18-P8W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(HayijiybuwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+yi+jiyb+uwA
        GLOSS:	will+they+bring+[pl.]

 INPUT STRING:	سلاح
     IS_TRANS:	slAH
        INDEX:	P8W17
      OFFSETS:	84-88
       TOKENS:	P8W20-P8W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[silAH_1]
   UNSPLITVOC:	(silAH)
          POS:	NOUN
          VOC:	silAH
        GLOSS:	weapon

 INPUT STRING:	منين
     IS_TRANS:	mnyn
        INDEX:	P8W18
      OFFSETS:	89-93
       TOKENS:	P8W21-P8W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[minayon_1]
   UNSPLITVOC:	(minayon)
          POS:	INTERROG_ADV
          VOC:	minayon
        GLOSS:	from where

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P8W19
      OFFSETS:	94-96
       TOKENS:	P8W22-P8W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ميزانية
     IS_TRANS:	myzAnyp
        INDEX:	P8W20
      OFFSETS:	97-104
       TOKENS:	P8W23-P8W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyzAniy~ap_1]
   UNSPLITVOC:	(miyzAniy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	miyzAniy~+ap
        GLOSS:	budget+[fem.sg.]

 INPUT STRING:	الدولة
     IS_TRANS:	Aldwlp
        INDEX:	P8W21
      OFFSETS:	105-111
       TOKENS:	P8W24-P8W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~awlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dawl+ap
        GLOSS:	the+state/country+[fem.sg.]

 INPUT STRING:	التعبانة
     IS_TRANS:	AltEbAnp
        INDEX:	P8W22
      OFFSETS:	112-120
       TOKENS:	P8W25-P8W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEobAn_1]
   UNSPLITVOC:	(Alt~aEobAnap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+taEobAn+ap
        GLOSS:	the+tired+[fem.sg.]

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P8W23
      OFFSETS:	123-125
       TOKENS:	P8W26-P8W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	ضمان
     IS_TRANS:	DmAn
        INDEX:	P8W24
      OFFSETS:	126-130
       TOKENS:	P8W27-P8W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DamAn_1]
   UNSPLITVOC:	(DamAn)
          POS:	NOUN
          VOC:	DamAn
        GLOSS:	guarantee/insurance

 INPUT STRING:	ضد
     IS_TRANS:	Dd
        INDEX:	P8W25
      OFFSETS:	131-133
       TOKENS:	P8W28-P8W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Did~_1]
   UNSPLITVOC:	(Did~)
          POS:	NOUN
          VOC:	Did~
        GLOSS:	contrary/against/opposed/anti-/counter-/opposites

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P8W26
      OFFSETS:	134-136
       TOKENS:	P8W29-P8W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حصار
     IS_TRANS:	HSAr
        INDEX:	P8W27
      OFFSETS:	137-141
       TOKENS:	P8W30-P8W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HiSAr_1]
   UNSPLITVOC:	(HiSAr)
          POS:	NOUN
          VOC:	HiSAr
        GLOSS:	siege/blockade

 INPUT STRING:	اقتصادى
     IS_TRANS:	AqtSAdY
        INDEX:	P8W28
      OFFSETS:	142-149
       TOKENS:	P8W31-P8W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiqotiSAdiy_1]
   UNSPLITVOC:	(AiqotiSAdiy)
          POS:	ADJ
          VOC:	AiqotiSAdiy
        GLOSS:	economic/economical

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P8W29
      OFFSETS:	150-155
       TOKENS:	P8W32-P8W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+us

 INPUT STRING:	أوعــــــــــــــــــى
     IS_TRANS:	>wE__________________Y
        INDEX:	P9W1
      OFFSETS:	0-22
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[waEaY_1]
   UNSPLITVOC:	(AiwoEaY)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AiwoEaY+(null)
        GLOSS:	pay attention to+you [masc.sg.] [verb]

 INPUT STRING:	تشتــــــــــــــــــكى
     IS_TRANS:	t$t__________________kY
        INDEX:	P9W2
      OFFSETS:	23-46
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otakaY_1]
   UNSPLITVOC:	(ti$otikiy)
          POS:	IV2MS+IV
          VOC:	ti+$otikiy
        GLOSS:	you [masc.sg.]+complain

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P9W3
      OFFSETS:	47-51
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	رافض
     IS_TRANS:	rAfD
        INDEX:	P9W4
      OFFSETS:	52-56
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAfiD_1]
   UNSPLITVOC:	(rAfiD)
          POS:	ADJ
          VOC:	rAfiD
        GLOSS:	rejecting/refusing

 INPUT STRING:	الاضراب
     IS_TRANS:	AlADrAb
        INDEX:	P9W5
      OFFSETS:	57-64
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iDorAb_1]
   UNSPLITVOC:	(Al<iDorAb)
          POS:	DET+NOUN
          VOC:	Al+<iDorAb
        GLOSS:	the+strike/stoppage

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P9W6
      OFFSETS:	65-66
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	رافض
     IS_TRANS:	rAfD
        INDEX:	P9W7
      OFFSETS:	67-71
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAfiD_1]
   UNSPLITVOC:	(rAfiD)
          POS:	ADJ
          VOC:	rAfiD
        GLOSS:	rejecting/refusing

 INPUT STRING:	المشاركة
     IS_TRANS:	Alm$Arkp
        INDEX:	P9W8
      OFFSETS:	72-80
       TOKENS:	P9W8-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$Arokap_1]
   UNSPLITVOC:	(Almu$Arokap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$Arok+ap
        GLOSS:	the+participation/association+[fem.sg.]

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P9W9
      OFFSETS:	81-82
       TOKENS:	P9W9-P9W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P9W10
      OFFSETS:	83-84
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	nogloss

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P9W11
      OFFSETS:	85-87
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	سمحت
     IS_TRANS:	smHt
        INDEX:	P9W12
      OFFSETS:	88-92
       TOKENS:	P9W12-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samaH_1]
   UNSPLITVOC:	(samaHt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	samaH+t
        GLOSS:	allow/permit/authorize+you [masc.sg.] [verb]

 INPUT STRING:	انزل
     IS_TRANS:	Anzl
        INDEX:	P9W13
      OFFSETS:	93-97
       TOKENS:	P9W13-P9W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nazal_1]
   UNSPLITVOC:	(Ainozil)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Ainozil+(null)
        GLOSS:	descend/stay+you [masc.sg.] [verb]

 INPUT STRING:	شغلك
     IS_TRANS:	$glk
        INDEX:	P9W14
      OFFSETS:	98-102
       TOKENS:	P9W14-P9W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugol_1]
   UNSPLITVOC:	($ugolak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	$ugol+ak
        GLOSS:	work/activity/occupation+your [masc.sg.]

 INPUT STRING:	واشتغل
     IS_TRANS:	wA$tgl
        INDEX:	P9W15
      OFFSETS:	103-109
       TOKENS:	P9W16-P9W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otagal_1]
   UNSPLITVOC:	(wiAi$otagal)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS
          VOC:	wi+Ai$otagal+(null)
        GLOSS:	and+work/operate+you [masc.sg.] [verb]

 INPUT STRING:	واياك
     IS_TRANS:	wAyAk
        INDEX:	P9W16
      OFFSETS:	110-115
       TOKENS:	P9W18-P9W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iy~Ak_1]
   UNSPLITVOC:	(wi<iy~Ak)
          POS:	CONJ+VERB
          VOC:	wi+<iy~Ak
        GLOSS:	and+watch out

 INPUT STRING:	تطالب
     IS_TRANS:	tTAlb
        INDEX:	P9W17
      OFFSETS:	116-121
       TOKENS:	P9W20-P9W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlab_1]
   UNSPLITVOC:	(tiTAlib)
          POS:	IV2MS+IV
          VOC:	ti+TAlib
        GLOSS:	you [masc.sg.]+demand/require

 INPUT STRING:	بزيادة
     IS_TRANS:	bzyAdp
        INDEX:	P9W18
      OFFSETS:	122-128
       TOKENS:	P9W21-P9W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziyAdap_1]
   UNSPLITVOC:	(biziyAdap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+ziyAd+ap
        GLOSS:	with/by+increase/addition+[fem.sg.]

 INPUT STRING:	المرتب
     IS_TRANS:	Almrtb
        INDEX:	P9W19
      OFFSETS:	129-135
       TOKENS:	P9W23-P9W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[murat~ab_1]
   UNSPLITVOC:	(Almurat~ab)
          POS:	DET+NOUN
          VOC:	Al+murat~ab
        GLOSS:	the+salary/pay

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P9W20
      OFFSETS:	136-138
       TOKENS:	P9W24-P9W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	تطالب
     IS_TRANS:	tTAlb
        INDEX:	P9W21
      OFFSETS:	139-144
       TOKENS:	P9W25-P9W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlab_1]
   UNSPLITVOC:	(tiTAlib)
          POS:	IV2MS+IV
          VOC:	ti+TAlib
        GLOSS:	you [masc.sg.]+demand/require

 INPUT STRING:	بحد
     IS_TRANS:	bHd
        INDEX:	P9W22
      OFFSETS:	145-148
       TOKENS:	P9W26-P9W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(biHad~)
          POS:	PREP+NOUN
          VOC:	bi+Had~
        GLOSS:	with/by+extent/limit/level

 INPUT STRING:	أقصى
     IS_TRANS:	>qSY
        INDEX:	P9W23
      OFFSETS:	149-153
       TOKENS:	P9W28-P9W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqoSaY_1]
   UNSPLITVOC:	(>aqoSaY)
          POS:	ADJ_COMP
          VOC:	>aqoSaY
        GLOSS:	farthest/most remote

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P9W24
      OFFSETS:	154-156
       TOKENS:	P9W29-P9W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	ادنى
     IS_TRANS:	AdnY
        INDEX:	P9W25
      OFFSETS:	157-161
       TOKENS:	P9W30-P9W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adonaY_1]
   UNSPLITVOC:	(>adonaY)
          POS:	ADJ_COMP
          VOC:	>adonaY
        GLOSS:	lower/lowest/inferior

 INPUT STRING:	للأجور
     IS_TRANS:	ll>jwr
        INDEX:	P9W26
      OFFSETS:	162-168
       TOKENS:	P9W31-P9W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajuwr_1]
   UNSPLITVOC:	(lil>ajuwr)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+>ajuwr
        GLOSS:	to/for+the+wages/fees

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P9W27
      OFFSETS:	169-170
       TOKENS:	P9W33-P9W33
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	nogloss

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P9W28
      OFFSETS:	171-173
       TOKENS:	P9W34-P9W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	سمحت
     IS_TRANS:	smHt
        INDEX:	P9W29
      OFFSETS:	174-178
       TOKENS:	P9W35-P9W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samaH_1]
   UNSPLITVOC:	(samaHt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	samaH+t
        GLOSS:	allow/permit/authorize+you [masc.sg.] [verb]

 INPUT STRING:	انزل
     IS_TRANS:	Anzl
        INDEX:	P9W30
      OFFSETS:	179-183
       TOKENS:	P9W36-P9W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nazal_1]
   UNSPLITVOC:	(Ainozil)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Ainozil+(null)
        GLOSS:	descend/stay+you [masc.sg.] [verb]

 INPUT STRING:	شغلك
     IS_TRANS:	$glk
        INDEX:	P9W31
      OFFSETS:	184-188
       TOKENS:	P9W37-P9W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugol_1]
   UNSPLITVOC:	($ugolak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	$ugol+ak
        GLOSS:	work/activity/occupation+your [masc.sg.]

 INPUT STRING:	واشتغل
     IS_TRANS:	wA$tgl
        INDEX:	P9W32
      OFFSETS:	189-195
       TOKENS:	P9W39-P9W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otagal_1]
   UNSPLITVOC:	(wiAi$otagal)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS
          VOC:	wi+Ai$otagal+(null)
        GLOSS:	and+work/operate+you [masc.sg.] [verb]

 INPUT STRING:	ولما
     IS_TRANS:	wlmA
        INDEX:	P9W33
      OFFSETS:	196-200
       TOKENS:	P9W41-P9W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(wilam~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+lam~A
        GLOSS:	and+as, when

 INPUT STRING:	تطلع
     IS_TRANS:	tTlE
        INDEX:	P9W34
      OFFSETS:	201-205
       TOKENS:	P9W43-P9W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(tiTolaE)
          POS:	IV2MS+IV
          VOC:	ti+TolaE
        GLOSS:	you [masc.sg.]+appear/rise

 INPUT STRING:	معاش
     IS_TRANS:	mEA$
        INDEX:	P9W35
      OFFSETS:	206-210
       TOKENS:	P9W44-P9W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEA$_1]
   UNSPLITVOC:	(maEA$)
          POS:	NOUN
          VOC:	maEA$
        GLOSS:	salary/pension/income

 INPUT STRING:	اوعى
     IS_TRANS:	AwEY
        INDEX:	P9W36
      OFFSETS:	211-215
       TOKENS:	P9W45-P9W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[waEaY_1]
   UNSPLITVOC:	(AiwoEaY)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AiwoEaY+(null)
        GLOSS:	pay attention to+you [masc.sg.] [verb]

 INPUT STRING:	تشتكي
     IS_TRANS:	t$tky
        INDEX:	P9W37
      OFFSETS:	216-221
       TOKENS:	P9W46-P9W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
