 INPUT STRING:	نحن
 INPUT STRING:	يتم
     IS_TRANS:	ytm
        INDEX:	P36W3
      OFFSETS:	8-11
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(yitim~)
          POS:	IV3MS+IV
          VOC:	yi+tim~
        GLOSS:	he/it+conclude/take place

 INPUT STRING:	هدمها
     IS_TRANS:	hdmhA
        INDEX:	P36W4
      OFFSETS:	12-17
       TOKENS:	P36W5-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hadom_1]
   UNSPLITVOC:	(hadomahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	hadom+hA
        GLOSS:	demolition/razing+its/their/her

 INPUT STRING:	أبدا
     IS_TRANS:	>bdA
        INDEX:	P36W5
      OFFSETS:	18-22
       TOKENS:	P36W7-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aabad_1]
   UNSPLITVOC:	(AbadAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Abad+AF
        GLOSS:	never/definitely not/not at all+[acc.indef.]

 INPUT STRING:	لإن
     IS_TRANS:	l<n
        INDEX:	P37W1
      OFFSETS:	0-3
       TOKENS:	P37W1-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P37W2
      OFFSETS:	4-9
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P37W3
      OFFSETS:	10-14
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	تلاقى
     IS_TRANS:	tlAqY
        INDEX:	P37W4
      OFFSETS:	15-20
       TOKENS:	P37W5-P37W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(tilAqiy)
          POS:	IV2MS+IV
          VOC:	ti+lAqiy
        GLOSS:	you+meet/encounter/be met/be encountered

 INPUT STRING:	أهلها
     IS_TRANS:	>hlhA
        INDEX:	P37W5
      OFFSETS:	21-26
       TOKENS:	P37W6-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahol_1]
   UNSPLITVOC:	(>aholahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	>ahol+hA
        GLOSS:	family/people/people/families/folk/families/indigenous people+its/their/her

 INPUT STRING:	بيقدموا
     IS_TRANS:	byqdmwA
        INDEX:	P37W6
      OFFSETS:	27-34
       TOKENS:	P37W8-P37W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~im_1]
   UNSPLITVOC:	(biyiqad~imuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+qad~im+uwA
        GLOSS:	[present-tense]+they+present+they

 INPUT STRING:	أرواحهم
     IS_TRANS:	>rwAHhm
        INDEX:	P37W7
      OFFSETS:	35-42
       TOKENS:	P37W10-P37W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruwH_1]
   UNSPLITVOC:	(>arowAHhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	>arowAH+hum
        GLOSS:	spirits/souls+their

 INPUT STRING:	عشانها
     IS_TRANS:	E$AnhA
        INDEX:	P37W8
      OFFSETS:	43-49
       TOKENS:	P37W12-P37W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$AnhA)
          POS:	PREP+NOUN+POSS_PRON_3FS
          VOC:	Ea+$An+hA
        GLOSS:	for+that+its/their/her

 INPUT STRING:	استحاله
     IS_TRANS:	AstHAlh
        INDEX:	P37W9
      OFFSETS:	50-57
       TOKENS:	P37W15-P37W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotiHAlap_1]
   UNSPLITVOC:	(AisotiHAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	AisotiHAl+ap
        GLOSS:	change/transformation+[fem.sg.]

 INPUT STRING:	تموت
     IS_TRANS:	tmwt
        INDEX:	P37W10
      OFFSETS:	58-62
       TOKENS:	P37W16-P37W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
   UNSPLITVOC:	(timuwt)
          POS:	IV3FS+IV
          VOC:	ti+muwt
        GLOSS:	it/they/she+die/pass away

 INPUT STRING:	شكرا
     IS_TRANS:	$krA
        INDEX:	P38W1
      OFFSETS:	0-4
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ukor_1]
   UNSPLITVOC:	($ukorAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	$ukor+AF
        GLOSS:	thank you/thanks+[acc.indef.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P38W2
      OFFSETS:	5-8
       TOKENS:	P38W2-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	طرح
     IS_TRANS:	TrH
        INDEX:	P38W3
      OFFSETS:	9-12
       TOKENS:	P38W3-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaroH_1]
   UNSPLITVOC:	(TaroH)
          POS:	NOUN
          VOC:	TaroH
        GLOSS:	suggestion/proposal/suggestions/proposals

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P38W4
      OFFSETS:	13-20
       TOKENS:	P38W4-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

