 INPUT STRING:	لماذا
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	يريد
     IS_TRANS:	yryd
        INDEX:	P17W4
      OFFSETS:	11-15
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>arAd_1]
   UNSPLITVOC:	(yuriyd)
          POS:	IV3MS+IV
          VOC:	yu+riyd
        GLOSS:	he/it+want

 INPUT STRING:	بمصر
     IS_TRANS:	bmSr
        INDEX:	P17W5
      OFFSETS:	16-20
       TOKENS:	P17W6-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(bimiSor)
          POS:	PREP+NOUN_PROP
          VOC:	bi+miSor
        GLOSS:	with/by+Egypt

 INPUT STRING:	سوء
     IS_TRANS:	sw'
        INDEX:	P17W6
      OFFSETS:	21-24
       TOKENS:	P17W8-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suw'_1]
   UNSPLITVOC:	(suw')
          POS:	NOUN
          VOC:	suw'
        GLOSS:	offense/bad/ill

 INPUT STRING:	اجعل
     IS_TRANS:	AjEl
        INDEX:	P17W7
      OFFSETS:	25-29
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jaEal_1]
   UNSPLITVOC:	(AijEal)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AijEal+(null)
        GLOSS:	make+you

 INPUT STRING:	كيده
     IS_TRANS:	kydh
        INDEX:	P17W8
      OFFSETS:	30-34
       TOKENS:	P17W10-P17W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kayd_1]
   UNSPLITVOC:	(kayduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	kayd+uh
        GLOSS:	ruse+his/its

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P17W9
      OFFSETS:	35-37
       TOKENS:	P17W12-P17W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	نحره
     IS_TRANS:	nHrh
        INDEX:	P17W10
      OFFSETS:	38-42
       TOKENS:	P17W13-P17W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[naHr_1]
   UNSPLITVOC:	(naHruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	naHr+uh
        GLOSS:	neck+his/its

 INPUT STRING:	اسال
     IS_TRANS:	AsAl
        INDEX:	P18W1
      OFFSETS:	0-4
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(Aaso>al)
          POS:	IV1S+IV
          VOC:	Aa+so>al
        GLOSS:	I+ask/inquire/request/be asked

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P18W2
      OFFSETS:	5-9
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	العظيم
     IS_TRANS:	AlEZym
        INDEX:	P18W3
      OFFSETS:	10-16
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaZiym_1]
   UNSPLITVOC:	(AlEaZiym)
          POS:	DET+ADJ
          VOC:	Al+EaZiym
        GLOSS:	the+great/powerful

 INPUT STRING:	للشيخ
     IS_TRANS:	ll$yx
        INDEX:	P18W4
      OFFSETS:	17-22
       TOKENS:	P18W4-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(lil$~ayx)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+$ayx
        GLOSS:	for/to+the+Sheikh

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P18W5
      OFFSETS:	23-27
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Muhammad/Mohamed

 INPUT STRING:	حسان
     IS_TRANS:	HsAn
        INDEX:	P18W6
      OFFSETS:	28-32
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HasAn_1]
   UNSPLITVOC:	(HasAn)
          POS:	NOUN_PROP
          VOC:	HasAn
        GLOSS:	Hassan

 INPUT STRING:	الشفاء
     IS_TRANS:	Al$fA'
        INDEX:	P18W7
      OFFSETS:	33-39
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ifA'_1]
   UNSPLITVOC:	(Al$~ifA')
          POS:	DET+NOUN
          VOC:	Al+$ifA'
        GLOSS:	the+cure/remedy/medication/remedies/medication

 INPUT STRING:	والعافية
     IS_TRANS:	wAlEAfyp
        INDEX:	P18W8
      OFFSETS:	40-48
       TOKENS:	P18W9-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAfoyap_1]
   UNSPLITVOC:	(wiAlEAfoyap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+EAfoy+ap
        GLOSS:	and+the+health+[fem.sg.]

 INPUT STRING:	المفروض
     IS_TRANS:	AlmfrwD
        INDEX:	P19W1
      OFFSETS:	0-7
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maforuwD_1]
   UNSPLITVOC:	(AlmaforuwD)
          POS:	DET+ADJ
          VOC:	Al+maforuwD
        GLOSS:	the+imposed/prescribed

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P19W2
      OFFSETS:	8-10
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	المتظاهرين
     IS_TRANS:	AlmtZAhryn
        INDEX:	P19W3
      OFFSETS:	11-21
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mutaZAhir_1]
   UNSPLITVOC:	(AlmutaZAhriyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+mutaZAhr+iyn
        GLOSS:	the+people doing demonstrations+[masc.pl.]

 INPUT STRING:	يبعدوا
     IS_TRANS:	ybEdwA
        INDEX:	P19W4
      OFFSETS:	22-28
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biEid_1]
   UNSPLITVOC:	(yiboEiduwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+boEid+uwA
        GLOSS:	they+get away+they

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P19W5
      OFFSETS:	29-31
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	الشرطة
     IS_TRANS:	Al$rTp
        INDEX:	P19W6
      OFFSETS:	32-38
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uroTap_1]
   UNSPLITVOC:	(Al$~uroTap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$uroT+ap
        GLOSS:	the+police+[fem.sg.]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P20W1
      OFFSETS:	0-4
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	ينتقم
     IS_TRANS:	yntqm
        INDEX:	P20W2
      OFFSETS:	5-10
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotaqam_1]
   UNSPLITVOC:	(yinotiqim)
          POS:	IV3MS+IV
          VOC:	yi+notiqim
        GLOSS:	he/it+retaliate

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P20W3
      OFFSETS:	11-13
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الشرطة
     IS_TRANS:	Al$rTp
        INDEX:	P20W4
      OFFSETS:	14-20
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uroTap_1]
   UNSPLITVOC:	(Al$~uroTap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$uroT+ap
        GLOSS:	the+police+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P20W5
      OFFSETS:	21-25
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	ضربت
     IS_TRANS:	Drbt
        INDEX:	P20W6
      OFFSETS:	26-30
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(Darabit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	Darab+it
        GLOSS:	strike/hit/be struck/be hit+it/they/she

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P20W7
      OFFSETS:	31-33
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	وليس
     IS_TRANS:	wlys
        INDEX:	P20W8
      OFFSETS:	34-38
       TOKENS:	P20W8-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(walayosa)
          POS:	CONJ+NEG_PART
          VOC:	wa+layosa
        GLOSS:	and+not

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P20W9
      OFFSETS:	39-41
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all

 INPUT STRING:	الشرطة
     IS_TRANS:	Al$rTp
        INDEX:	P20W10
      OFFSETS:	42-48
       TOKENS:	P20W11-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uroTap_1]
   UNSPLITVOC:	(Al$~uroTap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$uroT+ap
        GLOSS:	the+police+[fem.sg.]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P21W1
      OFFSETS:	0-4
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	يرحم
     IS_TRANS:	yrHm
        INDEX:	P21W2
      OFFSETS:	5-9
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHim_1]
   UNSPLITVOC:	(yiroHam)
          POS:	IV3MS+IV
          VOC:	yi+roHam
        GLOSS:	he/it+bless

 INPUT STRING:	اموات
     IS_TRANS:	AmwAt
        INDEX:	P21W3
      OFFSETS:	10-15
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[may~it_1]
   UNSPLITVOC:	(AmwAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	Amw+At
        GLOSS:	dead+[fem.pl.]

 INPUT STRING:	المسلمين
     IS_TRANS:	Almslmyn
        INDEX:	P21W4
      OFFSETS:	16-24
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(Almusolimiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+musolim+iyn
        GLOSS:	the+muslims+two

 INPUT STRING:	والمسلمات
     IS_TRANS:	wAlmslmAt
        INDEX:	P21W5
      OFFSETS:	25-34
       TOKENS:	P21W5-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(wiAlmusolimAt)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_PL
          VOC:	wi+Al+musolim+At
        GLOSS:	and+the+Muslim+[fem.pl.]

 INPUT STRING:	ويغفر
     IS_TRANS:	wygfr
        INDEX:	P21W6
      OFFSETS:	35-40
       TOKENS:	P21W7-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gafar_1]
   UNSPLITVOC:	(wiyigofir)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+gofir
        GLOSS:	and+he/it+forgive

 INPUT STRING:	لهم
     IS_TRANS:	lhm
        INDEX:	P21W7
      OFFSETS:	41-44
       TOKENS:	P21W9-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	for+they

 INPUT STRING:	تسلميييييييييييييييييلى
     IS_TRANS:	tslmyyyyyyyyyyyyyyyyylY
        INDEX:	P22W1
      OFFSETS:	0-23
       TOKENS:	P22W1-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[salim_1]
   UNSPLITVOC:	(tislamiyliy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+PREP+PRON_1S
          VOC:	ti+slam+iy+l+iy
        GLOSS:	you+be safe+you+to+I

 INPUT STRING:	اخيرا
     IS_TRANS:	AxyrA
        INDEX:	P23W1
      OFFSETS:	0-5
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxiyr_1]
   UNSPLITVOC:	(AxiyrAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Axiyr+AF
        GLOSS:	finally+[acc.indef.]

 INPUT STRING:	لقيت
     IS_TRANS:	lqyt
        INDEX:	P23W2
      OFFSETS:	6-10
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laqaY_1]
   UNSPLITVOC:	(laqayt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	laq+ayt
        GLOSS:	found+I

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P23W3
      OFFSETS:	11-13
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	someone

 INPUT STRING:	عنده
     IS_TRANS:	Endh
        INDEX:	P23W4
      OFFSETS:	14-18
       TOKENS:	P23W4-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanoduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eanod+uh
        GLOSS:	with+his/its

 INPUT STRING:	وعى
     IS_TRANS:	wEY
        INDEX:	P23W5
      OFFSETS:	19-22
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waEoy_1]
   UNSPLITVOC:	(waEoy)
          POS:	NOUN
          VOC:	waEoy
        GLOSS:	consciousness/awareness/attention

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P24W1
      OFFSETS:	0-5
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P24W2
      OFFSETS:	6-9
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>iyh_1]
   UNSPLITVOC:	(>iyh)
          POS:	INTERROG_PRON
          VOC:	>iyh
        GLOSS:	what

 INPUT STRING:	مشكلة
     IS_TRANS:	m$klp
        INDEX:	P24W3
      OFFSETS:	10-15
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(mu$okilap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mu$okil+ap
        GLOSS:	problem/issue+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P24W4
      OFFSETS:	16-18
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	يطلق
     IS_TRANS:	yTlq
        INDEX:	P24W5
      OFFSETS:	19-23
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aTlaq_1]
   UNSPLITVOC:	(yuTlaq)
          POS:	IV3MS+IV_PASS
          VOC:	yu+Tlaq
        GLOSS:	he/it+be called

 INPUT STRING:	عليهم
     IS_TRANS:	Elyhm
        INDEX:	P24W6
      OFFSETS:	24-29
       TOKENS:	P24W6-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayhum)
          POS:	PREP+PRON_3P
          VOC:	EalaY+hum
        GLOSS:	on/above+he/it

 INPUT STRING:	الاسلاميين
     IS_TRANS:	AlAslAmyyn
        INDEX:	P24W7
      OFFSETS:	30-40
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisolAmiy_1]
   UNSPLITVOC:	(AlAisolAmiy~iyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+AisolAmiy~+iyn
        GLOSS:	the+Islamist+[masc.pl.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P24W8
      OFFSETS:	41-42
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P25W1
      OFFSETS:	0-4
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	شايفين
     IS_TRANS:	$Ayfyn
        INDEX:	P25W2
      OFFSETS:	5-11
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($Ayofiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	$Ayof+iyn
        GLOSS:	seeing+two

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P25W3
      OFFSETS:	12-14
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P25W4
      OFFSETS:	15-18
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	الوحيدين
     IS_TRANS:	AlwHydyn
        INDEX:	P25W5
      OFFSETS:	19-27
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHiyd_1]
   UNSPLITVOC:	(AlwaHiydiyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+waHiyd+iyn
        GLOSS:	the+only+[masc.pl.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P25W6
      OFFSETS:	28-32
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who

 INPUT STRING:	ليهم
     IS_TRANS:	lyhm
        INDEX:	P25W7
      OFFSETS:	33-37
       TOKENS:	P25W8-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	for+they

 INPUT STRING:	سلطة
     IS_TRANS:	slTp
        INDEX:	P25W8
      OFFSETS:	38-42
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suloTap_1]
   UNSPLITVOC:	(suloTap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	suloT+ap
        GLOSS:	power/authority/rule+[fem.sg.]

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P25W9
      OFFSETS:	43-49
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P25W10
      OFFSETS:	50-51
       TOKENS:	P25W12-P25W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P25W11
      OFFSETS:	52-57
       TOKENS:	P25W13-P25W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Ald~iyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P25W12
      OFFSETS:	58-59
       TOKENS:	P25W14-P25W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P25W13
