 INPUT STRING:	يعني
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misik_1]
   UNSPLITVOC:	(wiyimosikuwA)
          POS:	CONJ+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	wi+yi+mosik+uwA
        GLOSS:	and+they+seize/hold+we

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P15W5
      OFFSETS:	26-28
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	السنن
     IS_TRANS:	Alsnn
        INDEX:	P15W6
      OFFSETS:	29-34
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sun~ap_1]
   UNSPLITVOC:	(Als~unan)
          POS:	DET+NOUN
          VOC:	Al+sunan
        GLOSS:	the+customary procedures/orthodox (Sunni) Islam

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P15W7
      OFFSETS:	35-40
       TOKENS:	P15W8-P15W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P15W8
      OFFSETS:	41-45
       TOKENS:	P15W10-P15W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	ماقالش
     IS_TRANS:	mAqAl$
        INDEX:	P15W9
      OFFSETS:	46-52
       TOKENS:	P15W12-P15W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(mA_qAl$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+qAl+(null)+$
        GLOSS:	not+said/say/be said/say/(for example)+he/it+not

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P15W10
      OFFSETS:	53-56
       TOKENS:	P15W15-P15W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this

 INPUT STRING:	وربنا
     IS_TRANS:	wrbnA
        INDEX:	P16W1
      OFFSETS:	0-5
       TOKENS:	P16W1-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(wirab~inA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+rab~+nA
        GLOSS:	and+lord/master/lords/masters+our

 INPUT STRING:	يسامحني
     IS_TRANS:	ysAmHny
        INDEX:	P16W2
      OFFSETS:	6-13
       TOKENS:	P16W4-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAmiH_1]
   UNSPLITVOC:	(yisAmiHniy)
          POS:	IV3MS+IV+IVSUFF_DO:1S
          VOC:	yi+sAmiH+niy
        GLOSS:	he/it+forgive+me

 INPUT STRING:	لوفيه
     IS_TRANS:	lwfyh
        INDEX:	P16W3
      OFFSETS:	14-19
       TOKENS:	P16W6-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(lawfiyh)
          POS:	SUB_CONJ+PREP+PRON_3MS
          VOC:	law+fiy+uh
        GLOSS:	if+in+it/him

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P16W4
      OFFSETS:	20-24
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P16W5
      OFFSETS:	25-27
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P16W6
      OFFSETS:	28-32
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P16W7
      OFFSETS:	33-36
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	قلتها
     IS_TRANS:	qlthA
        INDEX:	P16W8
      OFFSETS:	37-42
       TOKENS:	P16W13-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qultahA)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3FS
          VOC:	qul+t+hA
        GLOSS:	said/say/be said/say/(for example)+I+it/them/her

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P16W9
      OFFSETS:	43-46
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	NOUN
          VOC:	galaT
        GLOSS:	error/blunder/mistakes/blunders

 INPUT STRING:	وربنا
     IS_TRANS:	wrbnA
        INDEX:	P17W1
      OFFSETS:	0-5
       TOKENS:	P17W1-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(wirab~inA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+rab~+nA
        GLOSS:	and+lord/master/lords/masters+our

 INPUT STRING:	يصلح
     IS_TRANS:	ySlH
        INDEX:	P17W2
      OFFSETS:	6-10
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sal~aH_1]
   UNSPLITVOC:	(yiSal~aH)
          POS:	IV3MS+IV
          VOC:	yi+Sal~aH
        GLOSS:	he/it+put in order/repair

 INPUT STRING:	احوال
     IS_TRANS:	AHwAl
        INDEX:	P17W3
      OFFSETS:	11-16
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(AHowAl)
          POS:	NOUN
          VOC:	AHowAl
        GLOSS:	situation/condition/case/situations/conditions/cases

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P17W4
      OFFSETS:	17-20
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	واحوال
     IS_TRANS:	wAHwAl
        INDEX:	P17W5
      OFFSETS:	21-27
       TOKENS:	P17W7-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(wiAHowAl)
          POS:	CONJ+NOUN
          VOC:	wi+AHowAl
        GLOSS:	and+situation/condition/case/situations/conditions/cases

 INPUT STRING:	المسلمين
     IS_TRANS:	Almslmyn
        INDEX:	P17W6
      OFFSETS:	28-36
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(Almusolimiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+musolim+iyn
        GLOSS:	the+muslim+[pl.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P18W1
      OFFSETS:	0-2
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	neither

 INPUT STRING:	حول
     IS_TRANS:	Hwl
        INDEX:	P18W2
      OFFSETS:	3-6
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hawl_1]
   UNSPLITVOC:	(Hawl)
          POS:	NOUN
          VOC:	Hawl
        GLOSS:	power

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P18W3
      OFFSETS:	7-10
       TOKENS:	P18W3-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+nor

 INPUT STRING:	قوة
     IS_TRANS:	qwp
        INDEX:	P18W4
      OFFSETS:	11-14
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(quw~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	quw~+ap
        GLOSS:	power/strength/force/violence/armed forces/power/forces+[fem.sg.]

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P18W5
      OFFSETS:	15-18
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	only

 INPUT STRING:	بالله
     IS_TRANS:	bAllh
        INDEX:	P18W6
      OFFSETS:	19-24
       TOKENS:	P18W7-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(biAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	bi+All~ah
        GLOSS:	with/by+Allah/God

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P19W1
      OFFSETS:	0-4
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yEnY)
          POS:	NO_FUNC
          VOC:	yEnY
        GLOSS:	nogloss

 INPUT STRING:	الايمان
     IS_TRANS:	AlAymAn
        INDEX:	P19W2
      OFFSETS:	5-12
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iymAn_1]
   UNSPLITVOC:	(AlAiymAn)
          POS:	DET+NOUN
          VOC:	Al+AiymAn
        GLOSS:	the+belief/faith/believing

 INPUT STRING:	والتقوى
     IS_TRANS:	wAltqwY
        INDEX:	P19W3
      OFFSETS:	13-20
       TOKENS:	P19W3-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqowaY_1]
   UNSPLITVOC:	(wiAltaqowaY)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+taqowaY
        GLOSS:	and+the+piety

 INPUT STRING:	باللحية
     IS_TRANS:	bAllHyp
        INDEX:	P19W4
      OFFSETS:	21-28
       TOKENS:	P19W5-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liHoyap_1]
   UNSPLITVOC:	(biAll~iHoyap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+liHoy+ap
        GLOSS:	with/by+the+beard+[fem.sg.]

 INPUT STRING:	فقط
     IS_TRANS:	fqT
        INDEX:	P19W5
      OFFSETS:	29-32
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqaT_1]
   UNSPLITVOC:	(faqaT)
          POS:	ADV
          VOC:	faqaT
        GLOSS:	only

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P19W6
      OFFSETS:	32-33
       TOKENS:	P19W8-P19W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P19W7
      OFFSETS:	33-34
       TOKENS:	P19W9-P19W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P19W8
      OFFSETS:	34-35
       TOKENS:	P19W10-P19W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ميرضى
     IS_TRANS:	myrDY
        INDEX:	P19W9
      OFFSETS:	36-41
       TOKENS:	P19W11-P19W11
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(myrDY)
          POS:	NO_FUNC
          VOC:	myrDY
        GLOSS:	nogloss

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P19W10
      OFFSETS:	42-46
       TOKENS:	P19W12-P19W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P19W11
      OFFSETS:	47-49
       TOKENS:	P19W14-P19W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	عمله
     IS_TRANS:	Emlh
        INDEX:	P19W12
      OFFSETS:	50-54
       TOKENS:	P19W15-P19W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamaluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eamal+uh
        GLOSS:	work+his/its

 INPUT STRING:	ويربى
     IS_TRANS:	wyrbY
        INDEX:	P19W13
      OFFSETS:	55-60
       TOKENS:	P19W17-P19W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~aY_1]
   UNSPLITVOC:	(wiyirab~iy)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+rab~iy
        GLOSS:	and+he/it+raise/grow/be raised/be grown

 INPUT STRING:	اولاده
     IS_TRANS:	AwlAdh
        INDEX:	P19W14
      OFFSETS:	61-67
       TOKENS:	P19W19-P19W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(AwolAduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	AwolAd+uh
        GLOSS:	child/son+his/its

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P19W15
      OFFSETS:	68-71
       TOKENS:	P19W21-P19W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	تعاليم
     IS_TRANS:	tEAlym
        INDEX:	P19W16
      OFFSETS:	72-78
       TOKENS:	P19W22-P19W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoliym_1]
   UNSPLITVOC:	(taEAliym)
          POS:	NOUN
          VOC:	taEAliym
        GLOSS:	precepts

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P19W17
      OFFSETS:	79-84
       TOKENS:	P19W23-P19W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Ald~iyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion

 INPUT STRING:	والفضيلة
     IS_TRANS:	wAlfDylp
        INDEX:	P19W18
      OFFSETS:	85-93
       TOKENS:	P19W24-P19W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faDiylap_1]
   UNSPLITVOC:	(wiAlfaDiylap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+faDiyl+ap
        GLOSS:	and+the+virtue/his / her eminence/virtues+[fem.sg.]

 INPUT STRING:	ويهتم
     IS_TRANS:	wyhtm
        INDEX:	P20W1
      OFFSETS:	0-5
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aihotam~_1]
   UNSPLITVOC:	(wiyihotam~)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+hotam~
        GLOSS:	and+he/it+be concerned/be interested

 INPUT STRING:	بامن
     IS_TRANS:	bAmn
        INDEX:	P20W2
      OFFSETS:	6-10
       TOKENS:	P20W3-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amon_1]
   UNSPLITVOC:	(bi>amon)
          POS:	PREP+NOUN
          VOC:	bi+>amon
        GLOSS:	with/by+security/safety

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P20W3
      OFFSETS:	11-16
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	وخصوصا
     IS_TRANS:	wxSwSA
        INDEX:	P20W4
      OFFSETS:	17-23
       TOKENS:	P20W6-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuSuwS_1]
   UNSPLITVOC:	(wixuSuwSAF)
          POS:	PART+NOUN+CASE_INDEF_ACC
          VOC:	wi+xuSuwS+AF
        GLOSS:	[part.]+matter/issue/regard/respect/especially/in particular+[acc.indef.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P20W5
      OFFSETS:	24-26
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	هذه
     IS_TRANS:	h*h
        INDEX:	P20W6
      OFFSETS:	27-30
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(ha*ihi)
          POS:	DEM_PRON_F
          VOC:	ha*ihi
        GLOSS:	this

 INPUT STRING:	الظروف
     IS_TRANS:	AlZrwf
        INDEX:	P20W7
      OFFSETS:	31-37
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zarof_1]
   UNSPLITVOC:	(AlZ~uruwf)
          POS:	DET+NOUN
          VOC:	Al+Zuruwf
        GLOSS:	the+circumstance/condition/situation/circumstances/condition/situation

 INPUT STRING:	الصعبة
     IS_TRANS:	AlSEbp
        INDEX:	P20W8
      OFFSETS:	38-44
       TOKENS:	P20W11-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaEob_1]
   UNSPLITVOC:	(AlS~aEobap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+SaEob+ap
        GLOSS:	the+difficult/hard/arduous+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P20W9
      OFFSETS:	44-45
       TOKENS:	P20W12-P20W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P20W10
      OFFSETS:	45-46
       TOKENS:	P20W13-P20W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P20W11
      OFFSETS:	46-47
       TOKENS:	P20W14-P20W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P20W12
      OFFSETS:	48-50
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	باللحية
     IS_TRANS:	bAllHyp
        INDEX:	P20W13
      OFFSETS:	51-58
       TOKENS:	P20W16-P20W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liHoyap_1]
   UNSPLITVOC:	(biAll~iHoyap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+liHoy+ap
        GLOSS:	with/by+the+beard+[fem.sg.]

 INPUT STRING:	والشو
     IS_TRANS:	wAl$w
        INDEX:	P20W14
      OFFSETS:	59-64
       TOKENS:	P20W18-P20W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wAl$w)
          POS:	FOREIGN
          VOC:	wAl$w
        GLOSS:	nogloss

 INPUT STRING:	الاعلامى
     IS_TRANS:	AlAElAmY
        INDEX:	P20W15
      OFFSETS:	65-73
       TOKENS:	P20W19-P20W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEolAmiy_1]
   UNSPLITVOC:	(AlAiEolAmiy)
          POS:	DET+ADJ
          VOC:	Al+AiEolAmiy
        GLOSS:	the+media/information

 INPUT STRING:	اللهم
     IS_TRANS:	Allhm
        INDEX:	P21W1
      OFFSETS:	0-5
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ahum~a_1]
   UNSPLITVOC:	(All~ahum~a)
          POS:	NOUN
          VOC:	All~ahum~a
        GLOSS:	truly/certainly/oh God!/dear God

 INPUT STRING:	اهدى
     IS_TRANS:	AhdY
        INDEX:	P21W2
      OFFSETS:	6-10
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hadaY_1]
   UNSPLITVOC:	(Aihdiy)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Aihdiy+(null)
        GLOSS:	guide/direct/lead+you

 INPUT STRING:	المصررررررررررررررين
     IS_TRANS:	AlmSrrrrrrrrrrrrrryn
        INDEX:	P21W3
      OFFSETS:	11-31
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maSriy_1]
   UNSPLITVOC:	(AlmaSriyiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+maSriy+iyn
        GLOSS:	the+Egyptian+[pl.]

 INPUT STRING:	جميعاااااااااااااااااااااااا
     IS_TRANS:	jmyEAAAAAAAAAAAAAAAAAAAAAAAA
        INDEX:	P21W4
      OFFSETS:	32-60
       TOKENS:	P21W4-P21W4
