 INPUT STRING:	كلمة
        LEMMA:	[Ail~atiy_1]
   UNSPLITVOC:	(Al~atiy)
          POS:	REL_PRON
          VOC:	Al~atiy
        GLOSS:	which

 INPUT STRING:	ذكرها
     IS_TRANS:	*krhA
        INDEX:	P11W5
      OFFSETS:	21-26
       TOKENS:	P11W5-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*akar_1]
   UNSPLITVOC:	(*akarhA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS
          VOC:	*akar+(null)+hA
        GLOSS:	mention+he/it+it/them/her

 INPUT STRING:	بكري
     IS_TRANS:	bkry
        INDEX:	P11W6
      OFFSETS:	27-31
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bakoriy_1]
   UNSPLITVOC:	(bakoriy)
          POS:	NOUN_PROP
          VOC:	bakoriy
        GLOSS:	Bakri

 INPUT STRING:	والتي
     IS_TRANS:	wAlty
        INDEX:	P11W7
      OFFSETS:	32-37
       TOKENS:	P11W8-P11W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Al~a*iy_1]
   UNSPLITVOC:	(waAl~atiy)
          POS:	CONJ+REL_PRON
          VOC:	wa+Al~atiy
        GLOSS:	and+which/who/whom [fem.sg.]

 INPUT STRING:	جعلته
     IS_TRANS:	jElth
        INDEX:	P11W8
      OFFSETS:	38-43
       TOKENS:	P11W10-P11W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaEal_1]
   UNSPLITVOC:	(jaEalituh)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:3MS
          VOC:	jaEal+it+uh
        GLOSS:	make/lead+she/it+it/him

 INPUT STRING:	يتهم
     IS_TRANS:	ythm
        INDEX:	P11W9
      OFFSETS:	44-48
       TOKENS:	P11W12-P11W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<it~aham_1]
   UNSPLITVOC:	(yit~ahim)
          POS:	IV3MS+IV
          VOC:	yi+t~ahim
        GLOSS:	he/it+accuse

 INPUT STRING:	البرادعي
     IS_TRANS:	AlbrAdEy
        INDEX:	P11W10
      OFFSETS:	49-57
       TOKENS:	P11W13-P11W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barAdiEiy_1]
   UNSPLITVOC:	(AlbarAdiEiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+barAdiEiy
        GLOSS:	the+Baradei

 INPUT STRING:	بالتحريض
     IS_TRANS:	bAltHryD
        INDEX:	P11W11
      OFFSETS:	58-66
       TOKENS:	P11W14-P11W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHoriyD_1]
   UNSPLITVOC:	(biAlt~aHoriyD)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+taHoriyD
        GLOSS:	with/by+the+incitement/provocation/induction

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P11W12
      OFFSETS:	67-70
       TOKENS:	P11W16-P11W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	هدم
     IS_TRANS:	hdm
        INDEX:	P11W13
      OFFSETS:	71-74
       TOKENS:	P11W17-P11W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hadom_1]
   UNSPLITVOC:	(hadom)
          POS:	NOUN
          VOC:	hadom
        GLOSS:	demolition/razing

 INPUT STRING:	مؤسسات
     IS_TRANS:	m&ssAt
        INDEX:	P11W14
      OFFSETS:	75-81
       TOKENS:	P11W18-P11W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&as~asap_1]
   UNSPLITVOC:	(mu&as~asAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	mu&as~as+At
        GLOSS:	founding/constituent+[fem.pl.]

 INPUT STRING:	الدولة
     IS_TRANS:	Aldwlp
        INDEX:	P11W15
      OFFSETS:	82-88
       TOKENS:	P11W19-P11W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~awlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dawl+ap
        GLOSS:	the+state/country/states/countries+[fem.sg.]

 INPUT STRING:	وفي
     IS_TRANS:	wfy
        INDEX:	P12W1
      OFFSETS:	0-3
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wafiy)
          POS:	CONJ+PREP
          VOC:	wa+fiy
        GLOSS:	and+in

 INPUT STRING:	النهاية
     IS_TRANS:	AlnhAyp
        INDEX:	P12W2
      OFFSETS:	4-11
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nihAyap_1]
   UNSPLITVOC:	(Aln~ihAyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+nihAy+ap
        GLOSS:	the+end/termination+[fem.sg.]

 INPUT STRING:	أعطى
     IS_TRANS:	>ETY
        INDEX:	P12W3
      OFFSETS:	12-16
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEoTaY_1]
   UNSPLITVOC:	(>aEoTaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>aEoTaY+(null)
        GLOSS:	give/provide/give/hand over/be given/be provided+he/it

 INPUT STRING:	الكتتاني
     IS_TRANS:	AlkttAny
        INDEX:	P12W4
      OFFSETS:	17-25
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katatAniy_1]
   UNSPLITVOC:	(AlkatatAniy)
          POS:	DET+NOUN_PROP
          VOC:	Al+katatAniy
        GLOSS:	the+Katatniy

 INPUT STRING:	فرصة
     IS_TRANS:	frSp
        INDEX:	P12W5
      OFFSETS:	26-30
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[furoSap_1]
   UNSPLITVOC:	(furoSap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	furoS+ap
        GLOSS:	opportunity/chance/opportunities/chances+[fem.sg.]

 INPUT STRING:	لمؤيدي
     IS_TRANS:	lm&ydy
        INDEX:	P12W6
      OFFSETS:	31-37
       TOKENS:	P12W7-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&ay~id_1]
   UNSPLITVOC:	(limu&ay~idiy)
          POS:	PREP+NOUN
          VOC:	li+mu&ay~idiy
        GLOSS:	for/to+supporter/partisan

 INPUT STRING:	الإحالة
     IS_TRANS:	Al<HAlp
        INDEX:	P12W7
      OFFSETS:	38-45
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHAlap_1]
   UNSPLITVOC:	(AlAiHAlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+AiHAl+ap
        GLOSS:	the+transfer/remittance+[fem.sg.]

 INPUT STRING:	لهيئة
     IS_TRANS:	lhy}p
        INDEX:	P12W8
      OFFSETS:	46-51
       TOKENS:	P12W10-P12W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hay}ap_1]
   UNSPLITVOC:	(lihay}ap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+hay}+ap
        GLOSS:	for/to+organization/agency+[fem.sg.]

 INPUT STRING:	مكتب
     IS_TRANS:	mktb
        INDEX:	P12W9
      OFFSETS:	52-56
       TOKENS:	P12W12-P12W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makotab_1]
   UNSPLITVOC:	(makotab)
          POS:	NOUN
          VOC:	makotab
        GLOSS:	bureau/office/department

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P12W10
      OFFSETS:	57-63
       TOKENS:	P12W13-P12W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	بالتعبير
     IS_TRANS:	bAltEbyr
        INDEX:	P12W11
      OFFSETS:	64-72
       TOKENS:	P12W14-P12W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEobiyr_1]
   UNSPLITVOC:	(biAlt~aEobiyr)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+taEobiyr
        GLOSS:	with/by+the+declaration

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P12W12
      OFFSETS:	73-75
       TOKENS:	P12W16-P12W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	وجهة
     IS_TRANS:	wjhp
        INDEX:	P12W13
      OFFSETS:	76-80
       TOKENS:	P12W17-P12W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wijohap_1]
   UNSPLITVOC:	(wijohap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wijoh+ap
        GLOSS:	point of view/angle+[fem.sg.]

 INPUT STRING:	نظرهم
     IS_TRANS:	nZrhm
        INDEX:	P12W14
      OFFSETS:	81-86
       TOKENS:	P12W18-P12W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZar_1]
   UNSPLITVOC:	(naZarhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	naZar+hum
        GLOSS:	in view (of)+their

 INPUT STRING:	فتحدث
     IS_TRANS:	ftHdv
        INDEX:	P13W1
      OFFSETS:	0-5
       TOKENS:	P13W1-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHad~av_1]
   UNSPLITVOC:	(fataHad~av)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	fa+taHad~av+(null)
        GLOSS:	so/and+talk+he/it

 INPUT STRING:	أبو
     IS_TRANS:	>bw
        INDEX:	P13W2
      OFFSETS:	6-9
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abuw_1]
   UNSPLITVOC:	(>abuw)
          POS:	NOUN_PROP
          VOC:	>abuw
        GLOSS:	Abu

 INPUT STRING:	حامد
     IS_TRANS:	HAmd
        INDEX:	P13W3
      OFFSETS:	10-14
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAmid_1]
   UNSPLITVOC:	(HAmid)
          POS:	NOUN_PROP
          VOC:	HAmid
        GLOSS:	Hamid

 INPUT STRING:	وذكر
     IS_TRANS:	w*kr
        INDEX:	P13W4
      OFFSETS:	15-19
       TOKENS:	P13W5-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*akar_1]
   UNSPLITVOC:	(wi*akar)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+*akar+(null)
        GLOSS:	and+mention+he/it

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P13W5
      OFFSETS:	20-22
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~_1]
   UNSPLITVOC:	(>an~)
          POS:	SUB_CONJ
          VOC:	>an~
        GLOSS:	that

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P13W6
      OFFSETS:	23-25
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	إتهام
     IS_TRANS:	<thAm
        INDEX:	P13W7
      OFFSETS:	26-31
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<it~ihAm_1]
   UNSPLITVOC:	(<it~ihAm)
          POS:	NOUN.VN
          VOC:	<it~ihAm
        GLOSS:	accusation/charge/indictment

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P13W8
      OFFSETS:	32-34
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	شخص
     IS_TRANS:	$xS
        INDEX:	P13W9
      OFFSETS:	35-38
       TOKENS:	P13W11-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoS_1]
   UNSPLITVOC:	($axoS)
          POS:	NOUN
          VOC:	$axoS
        GLOSS:	individual/person/individuals/persons

 INPUT STRING:	بالخيانة
     IS_TRANS:	bAlxyAnp
        INDEX:	P13W10
      OFFSETS:	39-47
       TOKENS:	P13W12-P13W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiyAnap_1]
   UNSPLITVOC:	(biAlxiyAnap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+xiyAn+ap
        GLOSS:	with/by+the+treason/betrayal+[fem.sg.]

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P13W11
      OFFSETS:	48-50
       TOKENS:	P13W14-P13W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	العمالة
     IS_TRANS:	AlEmAlp
        INDEX:	P13W12
      OFFSETS:	51-58
       TOKENS:	P13W15-P13W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EimAlap_1]
   UNSPLITVOC:	(AlEimAlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+EimAl+ap
        GLOSS:	the+traitress/agent+[fem.sg.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P13W13
      OFFSETS:	59-61
       TOKENS:	P13W16-P13W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	يمثل
     IS_TRANS:	ymvl
        INDEX:	P13W14
      OFFSETS:	62-66
       TOKENS:	P13W17-P13W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mav~al_1]
   UNSPLITVOC:	(yumav~il)
          POS:	IV3MS+IV
          VOC:	yu+mav~il
        GLOSS:	he/it+represent

 INPUT STRING:	خطورة
     IS_TRANS:	xTwrp
        INDEX:	P13W15
      OFFSETS:	67-72
       TOKENS:	P13W18-P13W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuTuwrap_1]
   UNSPLITVOC:	(xuTuwrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xuTuwr+ap
        GLOSS:	importance/gravity/danger+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P13W16
      OFFSETS:	73-76
       TOKENS:	P13W19-P13W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	حياته
     IS_TRANS:	HyAth
        INDEX:	P13W17
      OFFSETS:	77-82
       TOKENS:	P13W20-P13W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(HayAtuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	HayA+ap+uh
        GLOSS:	life/lives+[fem.sg.]+his/its

 INPUT STRING:	ولم
     IS_TRANS:	wlm
        INDEX:	P14W1
      OFFSETS:	0-3
       TOKENS:	P14W1-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(walamo)
          POS:	CONJ+NEG_PART
          VOC:	wa+lamo
        GLOSS:	and+did not

 INPUT STRING:	يلتفت
     IS_TRANS:	yltft
        INDEX:	P14W2
      OFFSETS:	4-9
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ailotafat_1]
   UNSPLITVOC:	(yilotifit)
          POS:	IV3MS+IV
          VOC:	yi+lotifit
        GLOSS:	he/it+turn around/heed/consider

 INPUT STRING:	أبو
     IS_TRANS:	>bw
        INDEX:	P14W3
      OFFSETS:	10-13
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abuw_1]
   UNSPLITVOC:	(>abuw)
          POS:	NOUN_PROP
          VOC:	>abuw
        GLOSS:	Abu

 INPUT STRING:	حامد
     IS_TRANS:	HAmd
        INDEX:	P14W4
      OFFSETS:	14-18
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAmid_1]
   UNSPLITVOC:	(HAmid)
          POS:	NOUN_PROP
          VOC:	HAmid
        GLOSS:	Hamid

 INPUT STRING:	لنص
     IS_TRANS:	lnS
        INDEX:	P14W5
      OFFSETS:	19-22
       TOKENS:	P14W6-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naS~_1]
   UNSPLITVOC:	(linaS~)
          POS:	PREP+NOUN
          VOC:	li+naS~
        GLOSS:	for/to+text/texts/textually

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P14W6
      OFFSETS:	23-27
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	بكري
     IS_TRANS:	bkry
        INDEX:	P14W7
      OFFSETS:	28-32
       TOKENS:	P14W9-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bakoriy_1]
   UNSPLITVOC:	(bakoriy)
          POS:	NOUN_PROP
          VOC:	bakoriy
        GLOSS:	Bakri

 INPUT STRING:	والذي
     IS_TRANS:	wAl*y
        INDEX:	P14W8
      OFFSETS:	33-38
       TOKENS:	P14W10-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~a*iy_1]
   UNSPLITVOC:	(waAl~a*iy)
          POS:	CONJ+REL_PRON
          VOC:	wa+Al~a*iy
        GLOSS:	and+which

 INPUT STRING:	قرأه
     IS_TRANS:	qr>h
        INDEX:	P14W9
      OFFSETS:	39-43
       TOKENS:	P14W12-P14W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qar~a>_1]
   UNSPLITVOC:	(qar~a>uh)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3MS
          VOC:	qar~a>+(null)+uh
        GLOSS:	read+he/it+it/him

 INPUT STRING:	الكتتاني
     IS_TRANS:	AlkttAny
        INDEX:	P14W10
      OFFSETS:	44-52
       TOKENS:	P14W14-P14W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katatAniy_1]
   UNSPLITVOC:	(AlkatatAniy)
          POS:	DET+NOUN_PROP
          VOC:	Al+katatAniy
        GLOSS:	the+Katatniy

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P14W11
      OFFSETS:	53-56
       TOKENS:	P14W15-P14W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P14W12
      OFFSETS:	57-59
       TOKENS:	P14W16-P14W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~_1]
   UNSPLITVOC:	(>an~)
          POS:	SUB_CONJ
          VOC:	>an~
        GLOSS:	that

 INPUT STRING:	يتحدث
     IS_TRANS:	ytHdv
        INDEX:	P14W13
      OFFSETS:	60-65
       TOKENS:	P14W17-P14W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHad~av_1]
   UNSPLITVOC:	(yitoHad~iv)
          POS:	IV3MS+IV
          VOC:	yi+toHad~iv
        GLOSS:	he/it+speak/discuss

 INPUT STRING:	بكري
     IS_TRANS:	bkry
        INDEX:	P14W14
      OFFSETS:	66-70
       TOKENS:	P14W18-P14W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bakoriy_1]
   UNSPLITVOC:	(bakoriy)
          POS:	NOUN_PROP
          VOC:	bakoriy
        GLOSS:	Bakri

 INPUT STRING:	والذي
     IS_TRANS:	wAl*y
        INDEX:	P14W15
      OFFSETS:	71-76
       TOKENS:	P14W19-P14W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~a*iy_1]
   UNSPLITVOC:	(wiAl~a*iy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Al~a*iy
        GLOSS:	and+which

 INPUT STRING:	لم
     IS_TRANS:	lm
        INDEX:	P14W16
      OFFSETS:	77-79
       TOKENS:	P14W21-P14W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(lamo)
          POS:	NEG_PART
          VOC:	lamo
        GLOSS:	did not

 INPUT STRING:	يحتوي
     IS_TRANS:	yHtwy
        INDEX:	P14W17
      OFFSETS:	80-85
       TOKENS:	P14W22-P14W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iHtawaY_1]
   UNSPLITVOC:	(yaHtawiy)
          POS:	IV3MS+IV
          VOC:	ya+Htawiy
        GLOSS:	he/it+include

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P14W18
      OFFSETS:	86-89
       TOKENS:	P14W23-P14W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	لفظ
     IS_TRANS:	lfZ
        INDEX:	P14W19
      OFFSETS:	90-93
       TOKENS:	P14W24-P14W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lafoZ_1]
   UNSPLITVOC:	(lafoZ)
          POS:	NOUN
          VOC:	lafoZ
        GLOSS:	word/term/expression/verbatim/literally/words/terms/expressions

 INPUT STRING:	الخيانة
     IS_TRANS:	AlxyAnp
        INDEX:	P14W20
      OFFSETS:	94-101
       TOKENS:	P14W25-P14W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiyAnap_1]
   UNSPLITVOC:	(AlxiyAnap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+xiyAn+ap
        GLOSS:	the+treason/betrayal+[fem.sg.]

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P14W21
      OFFSETS:	102-104
       TOKENS:	P14W26-P14W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

