 INPUT STRING:	اية
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(Aln~iZAm)
          POS:	DET+NOUN
          VOC:	Al+niZAm
        GLOSS:	the+regime/government

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P33W4
      OFFSETS:	18-20
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	بيطبق
     IS_TRANS:	byTbq
        INDEX:	P33W5
      OFFSETS:	21-26
       TOKENS:	P33W6-P33W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab~aq_1]
   UNSPLITVOC:	(biyiTab~aq)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Tab~aq
        GLOSS:	[present-tense]+he/it+apply/implement/be applied/be implemented

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P33W6
      OFFSETS:	27-30
       TOKENS:	P33W8-P33W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	المدارس
     IS_TRANS:	AlmdArs
        INDEX:	P33W7
      OFFSETS:	31-38
       TOKENS:	P33W9-P33W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(AlmadAris)
          POS:	DET+NOUN
          VOC:	Al+madAris
        GLOSS:	the+school

 INPUT STRING:	الابتدائي
     IS_TRANS:	AlAbtdA}y
        INDEX:	P33W8
      OFFSETS:	39-48
       TOKENS:	P33W10-P33W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AibotidA}iy_1]
   UNSPLITVOC:	(AlAibotidA}iy)
          POS:	DET+ADJ
          VOC:	Al+AibotidA}iy
        GLOSS:	the+elementary/preparatory

 INPUT STRING:	فقط
     IS_TRANS:	fqT
        INDEX:	P33W9
      OFFSETS:	49-52
       TOKENS:	P33W11-P33W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqaT_1]
   UNSPLITVOC:	(faqaT)
          POS:	ADV
          VOC:	faqaT
        GLOSS:	only

 INPUT STRING:	لانهم
     IS_TRANS:	lAnhm
        INDEX:	P33W10
      OFFSETS:	53-58
       TOKENS:	P33W12-P33W12
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lAnhm)
          POS:	NO_FUNC
          VOC:	lAnhm
        GLOSS:	nogloss

 INPUT STRING:	6
     IS_TRANS:	6
        INDEX:	P33W11
      OFFSETS:	58-59
       TOKENS:	P33W13-P33W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(6)
          POS:	NOUN_NUM
          VOC:	6
        GLOSS:	6

 INPUT STRING:	سنين
     IS_TRANS:	snyn
        INDEX:	P33W12
      OFFSETS:	60-64
       TOKENS:	P33W14-P33W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(siniyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	sin+iyn
        GLOSS:	year/years+two

 INPUT STRING:	والاعدادي
     IS_TRANS:	wAlAEdAdy
        INDEX:	P33W13
      OFFSETS:	65-74
       TOKENS:	P33W15-P33W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iEodAdiy~_1]
   UNSPLITVOC:	(waAl<iEodAdiy~)
          POS:	CONJ+DET+ADJ
          VOC:	wa+Al+<iEodAdiy~
        GLOSS:	and+the+preliminary/preparatory

 INPUT STRING:	3
     IS_TRANS:	3
        INDEX:	P33W14
      OFFSETS:	75-76
       TOKENS:	P33W17-P33W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	سنين
     IS_TRANS:	snyn
        INDEX:	P33W15
      OFFSETS:	77-81
       TOKENS:	P33W18-P33W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(siniyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	sin+iyn
        GLOSS:	year/years+two

 INPUT STRING:	فهيخلوها
     IS_TRANS:	fhyxlwhA
        INDEX:	P33W16
      OFFSETS:	82-90
       TOKENS:	P33W19-P33W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>AaxolaY_1]
   UNSPLITVOC:	(faHayixal~uwAhA)
          POS:	CONJ+FUT_PART+IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3FS
          VOC:	fa+Ha+yi+xal~+uwA+hA
        GLOSS:	so/and+will+they+let/release/evacuate/allow/be released/be evacuated/be allowed+they [verb]+it/them/her

 INPUT STRING:	فترتين
     IS_TRANS:	ftrtyn
        INDEX:	P33W17
      OFFSETS:	91-97
       TOKENS:	P33W23-P33W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fatorap_1]
   UNSPLITVOC:	(fatoratayoni)
          POS:	NOUN+NSUFF_FEM_DU_ACC
          VOC:	fator+atayoni
        GLOSS:	phase/time period/interval+two [acc.]

 INPUT STRING:	ماعتقدش
     IS_TRANS:	mAEtqd$
        INDEX:	P34W1
      OFFSETS:	1-8
       TOKENS:	P34W1-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[AiEotaqad_1]
   UNSPLITVOC:	(mAAaEotaqid$)
          POS:	NEG_PART+IV1S+IV+NEG_PART
          VOC:	mA+Aa+Eotaqid+$
        GLOSS:	not+I+believe/think+not

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P34W2
      OFFSETS:	9-13
       TOKENS:	P34W4-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+it/them/her

 INPUT STRING:	هتفرق
     IS_TRANS:	htfrq
        INDEX:	P34W3
      OFFSETS:	14-19
       TOKENS:	P34W6-P34W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faraq_1]
   UNSPLITVOC:	(Hatiforiq)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+foriq
        GLOSS:	will+it/they/she+separate/differentiate

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P34W4
      OFFSETS:	20-24
       TOKENS:	P34W8-P34W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily/funds/capital+[acc.indef.]

 INPUT STRING:	3
     IS_TRANS:	3
        INDEX:	P35W1
      OFFSETS:	1-2
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P35W2
      OFFSETS:	3-7
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(Aiy~Am)
          POS:	NOUN
          VOC:	Aiy~Am
        GLOSS:	today/some day/ever/days

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P35W3
      OFFSETS:	8-10
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	الاسبوع
     IS_TRANS:	AlAsbwE
        INDEX:	P35W4
      OFFSETS:	11-18
       TOKENS:	P35W4-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AusobuwE_1]
   UNSPLITVOC:	(AlAusobuwE)
          POS:	DET+NOUN
          VOC:	Al+AusobuwE
        GLOSS:	the+week

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P35W5
      OFFSETS:	19-22
       TOKENS:	P35W5-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/entire/every/whole+his/its

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P36W1
      OFFSETS:	1-5
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	ماشاء
     IS_TRANS:	mA$A'
        INDEX:	P36W2
      OFFSETS:	6-11
       TOKENS:	P36W2-P36W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mA$A')
          POS:	NO_FUNC
          VOC:	mA$A'
        GLOSS:	nogloss

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P36W3
      OFFSETS:	12-16
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P36W4
      OFFSETS:	17-19
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حكومه
     IS_TRANS:	Hkwmh
        INDEX:	P36W5
      OFFSETS:	20-25
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(Hukuwmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hukuwm+ap
        GLOSS:	government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	بتطلع
     IS_TRANS:	btTlE
        INDEX:	P36W6
      OFFSETS:	26-31
       TOKENS:	P36W6-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tal~aE_1]
   UNSPLITVOC:	(bitiTal~aE)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+Tal~aE
        GLOSS:	[present-tense]+it/they/she+present/emit

 INPUT STRING:	64976
     IS_TRANS:	64976
        INDEX:	P36W7
      OFFSETS:	32-37
       TOKENS:	P36W8-P36W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(64976)
          POS:	NOUN_NUM
          VOC:	64976
        GLOSS:	64976

 INPUT STRING:	قرار
     IS_TRANS:	qrAr
        INDEX:	P36W8
      OFFSETS:	38-42
       TOKENS:	P36W9-P36W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarAr)
          POS:	NOUN
          VOC:	qarAr
        GLOSS:	decision/resolution

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P36W9
      OFFSETS:	43-45
       TOKENS:	P36W10-P36W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	اليوم
     IS_TRANS:	Alywm
        INDEX:	P36W10
      OFFSETS:	46-51
       TOKENS:	P36W11-P36W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(Alyawm)
          POS:	DET+NOUN
          VOC:	Al+yawm
        GLOSS:	the+today/some day/ever/days

 INPUT STRING:	شويه
     IS_TRANS:	$wyh
        INDEX:	P37W1
      OFFSETS:	1-5
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	($iway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$iway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	تقولك
     IS_TRANS:	tqwlk
        INDEX:	P37W2
      OFFSETS:	6-11
       TOKENS:	P37W2-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(tiquwlak)
          POS:	IV3FS+IV+IVSUFF_DO:2MS
          VOC:	ti+quwl+ak
        GLOSS:	it/they/she+said/say/be said/say/(for example)+you

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P37W3
      OFFSETS:	12-16
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	هنأجل
     IS_TRANS:	hn>jl
        INDEX:	P37W4
      OFFSETS:	17-22
       TOKENS:	P37W5-P37W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aj~il_1]
   UNSPLITVOC:	(Hani>aj~il)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+>aj~il
        GLOSS:	will+we+delay/postpone

 INPUT STRING:	الدراسه
     IS_TRANS:	AldrAsh
        INDEX:	P37W5
      OFFSETS:	23-30
       TOKENS:	P37W7-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dirAsap_1]
   UNSPLITVOC:	(Ald~irAsap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dirAs+ap
        GLOSS:	the+study/studies/research+[fem.sg.]

 INPUT STRING:	وشويه
     IS_TRANS:	w$wyh
        INDEX:	P38W1
      OFFSETS:	1-6
       TOKENS:	P38W1-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	(wi$iway~ap)
          POS:	CONJ+NOUN_QUANT+NSUFF_FEM_SG
          VOC:	wi+$iway~+ap
        GLOSS:	and+a little bit+[fem.sg.]

 INPUT STRING:	تقولك
     IS_TRANS:	tqwlk
        INDEX:	P38W2
      OFFSETS:	7-12
       TOKENS:	P38W3-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(tiquwlak)
          POS:	IV3FS+IV+IVSUFF_DO:2MS
          VOC:	ti+quwl+ak
        GLOSS:	it/they/she+said/say/be said/say/(for example)+you

 INPUT STRING:	هنلغيها
     IS_TRANS:	hnlgyhA
        INDEX:	P38W3
      OFFSETS:	13-20
       TOKENS:	P38W5-P38W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lagaY_1]
   UNSPLITVOC:	(HanilogiyhA)
          POS:	FUT_PART+IV1P+IV+IVSUFF_DO:3FS
          VOC:	Ha+ni+logiy+hA
        GLOSS:	will+we+cancel/abrogate/terminate+it/them/her

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P38W4
      OFFSETS:	21-25
       TOKENS:	P38W8-P38W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure/clear

 INPUT STRING:	وشويه
     IS_TRANS:	w$wyh
        INDEX:	P39W1
      OFFSETS:	1-6
       TOKENS:	P39W1-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	(wi$iway~ap)
          POS:	CONJ+NOUN_QUANT+NSUFF_FEM_SG
          VOC:	wi+$iway~+ap
        GLOSS:	and+a little bit+[fem.sg.]

 INPUT STRING:	هيبقى
     IS_TRANS:	hybqY
        INDEX:	P39W2
      OFFSETS:	7-12
       TOKENS:	P39W3-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(HayiboqaY)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+boqaY
        GLOSS:	will+he/it+remain/last

 INPUT STRING:	فترتين
     IS_TRANS:	ftrtyn
        INDEX:	P39W3
      OFFSETS:	13-19
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fatorap_1]
   UNSPLITVOC:	(fatoratayoni)
          POS:	NOUN+NSUFF_FEM_DU_ACC
          VOC:	fator+atayoni
        GLOSS:	phase/time period/interval+two [acc.]

 INPUT STRING:	وشويه
     IS_TRANS:	w$wyh
        INDEX:	P40W1
      OFFSETS:	1-6
       TOKENS:	P40W1-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	(wi$iway~ap)
          POS:	CONJ+NOUN_QUANT+NSUFF_FEM_SG
          VOC:	wi+$iway~+ap
        GLOSS:	and+a little bit+[fem.sg.]

 INPUT STRING:	وهيبقى
     IS_TRANS:	whybqY
        INDEX:	P40W2
      OFFSETS:	7-13
       TOKENS:	P40W3-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(wiHayiboqaY)
          POS:	CONJ+FUT_PART+IV3MS+IV
          VOC:	wi+Ha+yi+boqaY
        GLOSS:	and+will+he/it+remain/last

 INPUT STRING:	3
     IS_TRANS:	3
        INDEX:	P40W3
      OFFSETS:	14-15
       TOKENS:	P40W6-P40W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P40W4
      OFFSETS:	16-20
       TOKENS:	P40W7-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(Aiy~Am)
          POS:	NOUN
          VOC:	Aiy~Am
        GLOSS:	today/some day/ever/days

 INPUT STRING:	وحبه
     IS_TRANS:	wHbh
        INDEX:	P41W1
      OFFSETS:	1-5
       TOKENS:	P41W1-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(wiHab~uh)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3MS
          VOC:	wi+Hab~+(null)+uh
        GLOSS:	and+want/desire+he/it+it/him

 INPUT STRING:	وهيبقى
     IS_TRANS:	whybqY
        INDEX:	P41W2
      OFFSETS:	6-12
       TOKENS:	P41W4-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(wiHayiboqaY)
          POS:	CONJ+FUT_PART+IV3MS+IV
          VOC:	wi+Ha+yi+boqaY
        GLOSS:	and+will+he/it+remain/last

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P41W3
      OFFSETS:	13-16
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	الاسبوع
     IS_TRANS:	AlAsbwE
        INDEX:	P41W4
      OFFSETS:	17-24
       TOKENS:	P41W8-P41W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AusobuwE_1]
   UNSPLITVOC:	(AlAusobuwE)
          POS:	DET+NOUN
          VOC:	Al+AusobuwE
        GLOSS:	the+week

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P42W1
      OFFSETS:	1-4
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	شايفه
     IS_TRANS:	$Ayfh
        INDEX:	P42W2
      OFFSETS:	5-10
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($Ayofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	$Ayof+ap
        GLOSS:	seeing+[fem.sg.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P42W3
      OFFSETS:	11-13
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~a)
          POS:	SUB_CONJ
          VOC:	>an~a
        GLOSS:	that

 INPUT STRING:	الحكومه
     IS_TRANS:	AlHkwmh
        INDEX:	P42W4
      OFFSETS:	14-21
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	تقضى
     IS_TRANS:	tqDY
        INDEX:	P42W5
      OFFSETS:	22-26
       TOKENS:	P42W5-P42W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(tqDY)
          POS:	NO_FUNC
          VOC:	tqDY
        GLOSS:	nogloss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P42W6
      OFFSETS:	27-30
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P42W7
      OFFSETS:	31-33
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	المواطنين
     IS_TRANS:	AlmwATnyn
        INDEX:	P42W8
      OFFSETS:	34-43
       TOKENS:	P42W8-P42W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwATin_1]
   UNSPLITVOC:	(AlmuwATiniyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+muwATin+iyn
        GLOSS:	the+citizens+two

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P42W9
      OFFSETS:	44-46
       TOKENS:	P42W9-P42W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	سبيل
