 INPUT STRING:	عزة
 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P33W2
      OFFSETS:	5-7
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	صدام
     IS_TRANS:	SdAm
        INDEX:	P33W3
      OFFSETS:	8-12
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SidAm_1]
   UNSPLITVOC:	(SidAm)
          POS:	NOUN
          VOC:	SidAm
        GLOSS:	clash/confrontation/collision/clashes/confrontations/collisions

 INPUT STRING:	انتو
     IS_TRANS:	Antw
        INDEX:	P33W4
      OFFSETS:	13-17
       TOKENS:	P33W6-P33W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotuw_1]
   UNSPLITVOC:	(Ainotuw)
          POS:	PRON_2P
          VOC:	Ainotuw
        GLOSS:	you

 INPUT STRING:	الخسرانين
     IS_TRANS:	AlxsrAnyn
        INDEX:	P33W5
      OFFSETS:	18-27
       TOKENS:	P33W7-P33W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xasorAn_1]
   UNSPLITVOC:	(AlxasorAniyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+xasorAn+iyn
        GLOSS:	the+loser+[pl.]

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P33W6
      OFFSETS:	28-31
       TOKENS:	P33W8-P33W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	وبكره
     IS_TRANS:	wbkrh
        INDEX:	P33W7
      OFFSETS:	32-37
       TOKENS:	P33W10-P33W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorap_1]
   UNSPLITVOC:	(wibukorap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+bukor+ap
        GLOSS:	and+tomorrow+[fem.sg.]

 INPUT STRING:	والمستقبل
     IS_TRANS:	wAlmstqbl
        INDEX:	P33W8
      OFFSETS:	38-47
       TOKENS:	P33W12-P33W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotaqobal_1]
   UNSPLITVOC:	(wiAlmusotaqobal)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+musotaqobal
        GLOSS:	and+the+future

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P33W9
      OFFSETS:	48-50
       TOKENS:	P33W14-P33W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	بتاعكم
     IS_TRANS:	btAEkm
        INDEX:	P33W10
      OFFSETS:	51-57
       TOKENS:	P33W15-P33W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAEkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	bitAE+kum
        GLOSS:	property+your

 INPUT STRING:	وربنا
     IS_TRANS:	wrbnA
        INDEX:	P34W1
      OFFSETS:	0-5
       TOKENS:	P34W1-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(wirab~inA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+rab~+nA
        GLOSS:	and+lord/master+our

 INPUT STRING:	يوفقكم
     IS_TRANS:	ywfqkm
        INDEX:	P34W2
      OFFSETS:	6-12
       TOKENS:	P34W4-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waf~aq_1]
   UNSPLITVOC:	(yiwaf~aqkum)
          POS:	IV3MS+IV+IVSUFF_DO:2P
          VOC:	yi+waf~aq+kum
        GLOSS:	he/it+grant success/be granted success/be successful+you

 INPUT STRING:	واشوف
     IS_TRANS:	wA$wf
        INDEX:	P34W3
      OFFSETS:	13-18
       TOKENS:	P34W6-P34W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(wiAa$uwf)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+$uwf
        GLOSS:	and+I+look

 INPUT STRING:	منكم
     IS_TRANS:	mnkm
        INDEX:	P34W4
      OFFSETS:	19-23
       TOKENS:	P34W8-P34W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minkum)
          POS:	PREP+PRON_2P
          VOC:	min+kum
        GLOSS:	from+you

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P34W5
      OFFSETS:	24-28
       TOKENS:	P34W10-P34W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	وزيره
     IS_TRANS:	wzyrh
        INDEX:	P34W6
      OFFSETS:	29-34
       TOKENS:	P34W11-P34W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(waziyrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	waziyr+ap
        GLOSS:	minister+[fem.sg.]

 INPUT STRING:	واللي
     IS_TRANS:	wAlly
        INDEX:	P34W7
      OFFSETS:	35-40
       TOKENS:	P34W12-P34W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(wiAill~iy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Aill~iy
        GLOSS:	and+who/which

 INPUT STRING:	نائبه
     IS_TRANS:	nA}bh
        INDEX:	P34W8
      OFFSETS:	41-46
       TOKENS:	P34W14-P34W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nA}ib_1]
   UNSPLITVOC:	(nA}ibuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nA}ib+uh
        GLOSS:	representing/substituting+his

 INPUT STRING:	واللي
     IS_TRANS:	wAlly
        INDEX:	P34W9
      OFFSETS:	47-52
       TOKENS:	P34W16-P34W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(wiAill~iy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Aill~iy
        GLOSS:	and+who/which

 INPUT STRING:	زعيمه
     IS_TRANS:	zEymh
        INDEX:	P34W10
      OFFSETS:	53-58
       TOKENS:	P34W18-P34W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zaEiym_1]
   UNSPLITVOC:	(zaEiymuh)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	zaEiym+uh
        GLOSS:	leader/head of state+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P35W1
      OFFSETS:	0-1
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P35W2
      OFFSETS:	2-5
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aiyh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	INTERROG_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	المشكلة
     IS_TRANS:	Alm$klp
        INDEX:	P35W3
      OFFSETS:	6-13
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P35W4
      OFFSETS:	13-14
       TOKENS:	P35W4-P35W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P35W5
      OFFSETS:	14-15
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P36W1
      OFFSETS:	0-2
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	نجحت
     IS_TRANS:	njHt
        INDEX:	P36W2
      OFFSETS:	3-7
       TOKENS:	P36W2-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nijiH_1]
   UNSPLITVOC:	(nijoHit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	nijoH+it
        GLOSS:	succeed+it/they/she

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P36W3
      OFFSETS:	8-9
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P36W4
      OFFSETS:	10-14
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement/finish

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P36W5
      OFFSETS:	15-16
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	بقت
     IS_TRANS:	bqt
        INDEX:	P36W6
      OFFSETS:	17-20
       TOKENS:	P36W6-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	baq+it
        GLOSS:	become+it/they/she

 INPUT STRING:	منتخبة
     IS_TRANS:	mntxbp
        INDEX:	P36W7
      OFFSETS:	21-27
       TOKENS:	P36W7-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munotaxab_1]
   UNSPLITVOC:	(munotaxabap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	munotaxab+ap
        GLOSS:	elected/elect/voted+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P36W8
      OFFSETS:	28-30
       TOKENS:	P36W8-P36W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P36W9
      OFFSETS:	31-36
       TOKENS:	P36W9-P36W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P36W10
      OFFSETS:	36-37
       TOKENS:	P36W10-P36W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P36W11
      OFFSETS:	37-38
       TOKENS:	P36W11-P36W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P36W12
      OFFSETS:	38-39
       TOKENS:	P36W12-P36W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	أمورة
     IS_TRANS:	>mwrp
        INDEX:	P37W1
      OFFSETS:	0-5
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~uwr_1]
   UNSPLITVOC:	(>am~uwrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	>am~uwr+ap
        GLOSS:	beautiful+[fem.sg.]

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P37W2
      OFFSETS:	6-9
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	تبقي
     IS_TRANS:	tbqy
        INDEX:	P37W3
      OFFSETS:	10-14
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(tiboqiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+boq+iy
        GLOSS:	you+remain/become+you

 INPUT STRING:	بتتكلمي
     IS_TRANS:	bttklmy
        INDEX:	P37W4
      OFFSETS:	15-22
       TOKENS:	P37W4-P37W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(bititokal~imiy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+tokal~im+iy
        GLOSS:	[present-tense]+you+talk/discuss/speak+you

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P37W5
      OFFSETS:	23-25
       TOKENS:	P37W6-P37W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P37W6
      OFFSETS:	26-31
       TOKENS:	P37W7-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	صاحبتك
     IS_TRANS:	SAHbtk
        INDEX:	P37W7
      OFFSETS:	32-38
       TOKENS:	P37W8-P37W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHobap_1]
   UNSPLITVOC:	(SAHobitik)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2FS
          VOC:	SAHob+ap+ik
        GLOSS:	friend+[fem.sg.]+your

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P37W8
      OFFSETS:	39-41
       TOKENS:	P37W10-P37W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	[emphasis]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P37W9
      OFFSETS:	42-44
       TOKENS:	P37W11-P37W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	نائبة
     IS_TRANS:	nA}bp
        INDEX:	P37W10
      OFFSETS:	45-50
       TOKENS:	P37W12-P37W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nA}ib_1]
   UNSPLITVOC:	(nA}ibap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nA}ib+ap
        GLOSS:	representing/substituting+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P37W11
      OFFSETS:	51-53
       TOKENS:	P37W13-P37W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البرلمان
     IS_TRANS:	AlbrlmAn
        INDEX:	P37W12
      OFFSETS:	54-62
       TOKENS:	P37W14-P37W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barolamAn_1]
   UNSPLITVOC:	(AlbarolamAn)
          POS:	DET+NOUN
          VOC:	Al+barolamAn
        GLOSS:	the+parliament

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P38W1
      OFFSETS:	0-3
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P38W2
      OFFSETS:	4-6
       TOKENS:	P38W2-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حرية
     IS_TRANS:	Hryp
        INDEX:	P38W3
      OFFSETS:	7-11
       TOKENS:	P38W3-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hur~iy~ap_2]
   UNSPLITVOC:	(Hur~iy~ap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	Hur~iy~+ap
        GLOSS:	freedom+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P38W4
      OFFSETS:	12-13
       TOKENS:	P38W4-P38W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	عدالة
     IS_TRANS:	EdAlp
        INDEX:	P38W5
      OFFSETS:	14-19
       TOKENS:	P38W5-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EadAlap_2]
   UNSPLITVOC:	(EadAlap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	EadAl+ap
        GLOSS:	justice/fairness+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P38W6
      OFFSETS:	20-22
       TOKENS:	P38W6-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	الست
     IS_TRANS:	Alst
        INDEX:	P38W7
      OFFSETS:	23-27
       TOKENS:	P38W7-P38W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sit~_1]
   UNSPLITVOC:	(Als~it~)
          POS:	DET+NOUN
          VOC:	Al+sit~
        GLOSS:	the+lady/miss/ladies/misses

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P38W8
      OFFSETS:	28-30
       TOKENS:	P38W8-P38W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	قالتش
     IS_TRANS:	qAlt$
        INDEX:	P38W9
      OFFSETS:	31-36
       TOKENS:	P38W9-P38W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAlit$)
          POS:	PV+PVSUFF_SUBJ:3FS+NEG_PART
          VOC:	qAl+it+$
        GLOSS:	said/say/be said/say/(for example)+it/they/she+not

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P38W10
      OFFSETS:	37-41
       TOKENS:	P38W11-P38W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P38W11
      OFFSETS:	42-45
       TOKENS:	P38W12-P38W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	ADJ
          VOC:	galaT
        GLOSS:	wrong

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P38W12
      OFFSETS:	46-48
       TOKENS:	P38W13-P38W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	تستدعي
     IS_TRANS:	tstdEy
        INDEX:	P38W13
      OFFSETS:	49-55
       TOKENS:	P38W14-P38W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotadoEay_1]
   UNSPLITVOC:	(tisotadoEiy)
          POS:	IV3FS+IV
          VOC:	ti+sotadoEiy
        GLOSS:	it/they/she+summon/invoke/call

 INPUT STRING:	السخرية
     IS_TRANS:	Alsxryp
        INDEX:	P38W14
      OFFSETS:	56-63
       TOKENS:	P38W15-P38W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[suxriyap_1]
   UNSPLITVOC:	(Alsuxriyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+suxriy+ap
        GLOSS:	the+sarcasm/ridicule+[fem.sg.]

