 INPUT STRING:	كانت
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	اساس
     IS_TRANS:	AsAs
        INDEX:	P29W3
      OFFSETS:	8-12
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(>asAs)
          POS:	NOUN
          VOC:	>asAs
        GLOSS:	foundation/basis/foundations/bases/primarily/basically

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P29W4
      OFFSETS:	13-16
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	اعتبره
     IS_TRANS:	AEtbrh
        INDEX:	P29W5
      OFFSETS:	17-23
       TOKENS:	P29W5-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiEotibar_1]
   UNSPLITVOC:	(>aEotiboruh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	>a+Eotibor+uh
        GLOSS:	I+consider/regard/believe+it/him

 INPUT STRING:	ماتش
     IS_TRANS:	mAt$
        INDEX:	P29W6
      OFFSETS:	24-28
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAto$_1]
   UNSPLITVOC:	(mAto$)
          POS:	NOUN
          VOC:	mAto$
        GLOSS:	game/match

 INPUT STRING:	وعدي
     IS_TRANS:	wEdy
        INDEX:	P29W7
      OFFSETS:	29-33
       TOKENS:	P29W8-P29W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ead~aY_1]
   UNSPLITVOC:	(wiEad~iy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS
          VOC:	wi+Ead~iy+(null)
        GLOSS:	and+traverse/cross/be traversed/be crossed+you

 INPUT STRING:	نعدي
     IS_TRANS:	nEdy
        INDEX:	P30W1
      OFFSETS:	1-5
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ead~aY_1]
   UNSPLITVOC:	(niEad~iy)
          POS:	IV1P+IV
          VOC:	ni+Ead~iy
        GLOSS:	we+traverse/cross/be traversed/be crossed

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P30W2
      OFFSETS:	6-8
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although,even if, despite, in spite of the fact that, verily, truly

 INPUT STRING:	حكومتهم
     IS_TRANS:	Hkwmthm
        INDEX:	P30W3
      OFFSETS:	9-16
       TOKENS:	P30W3-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(Hukuwmathum)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3P
          VOC:	Hukuwm+ap+hum
        GLOSS:	government/administration+[fem.sg.]+their

 INPUT STRING:	دبرت
     IS_TRANS:	dbrt
        INDEX:	P30W4
      OFFSETS:	17-21
       TOKENS:	P30W5-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dab~ar_1]
   UNSPLITVOC:	(dab~arit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	dab~ar+it
        GLOSS:	make plans/arrange/manage+it/they/she [verb]

 INPUT STRING:	وخططت
     IS_TRANS:	wxTTt
        INDEX:	P30W5
      OFFSETS:	22-27
       TOKENS:	P30W6-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaT~aT_1]
   UNSPLITVOC:	(wixaT~aTit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+xaT~aT+it
        GLOSS:	and+plan/make plans+it/they/she [verb]

 INPUT STRING:	لاهانة
     IS_TRANS:	lAhAnp
        INDEX:	P30W6
      OFFSETS:	28-34
       TOKENS:	P30W8-P30W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AihAnap_1]
   UNSPLITVOC:	(liAihAnap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+AihAn+ap
        GLOSS:	for/to+insult/contempt+[fem.sg.]

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P30W7
      OFFSETS:	35-40
       TOKENS:	P30W10-P30W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	المصري
     IS_TRANS:	AlmSry
        INDEX:	P30W8
      OFFSETS:	41-47
       TOKENS:	P30W11-P30W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

 INPUT STRING:	وارسالت
     IS_TRANS:	wArsAlt
        INDEX:	P30W9
      OFFSETS:	48-55
       TOKENS:	P30W12-P30W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wiArsAlat)
          POS:	CONJ+TYPO
          VOC:	wi+ArsAlat
        GLOSS:	and+nogloss

 INPUT STRING:	حثالة
     IS_TRANS:	HvAlp
        INDEX:	P30W10
      OFFSETS:	56-61
       TOKENS:	P30W14-P30W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HuvAlap_1]
   UNSPLITVOC:	(HuvAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HuvAl+ap
        GLOSS:	sediment/refuse+[fem.sg.]

 INPUT STRING:	شعبهم
     IS_TRANS:	$Ebhm
        INDEX:	P30W11
      OFFSETS:	62-67
       TOKENS:	P30W15-P30W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	($aEobhim)
          POS:	NOUN+POSS_PRON_3P
          VOC:	$aEob+him
        GLOSS:	people/nation+their

 INPUT STRING:	يضربو
     IS_TRANS:	yDrbw
        INDEX:	P30W12
      OFFSETS:	68-73
       TOKENS:	P30W17-P30W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(yiDorabuh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	yi+Dorab+uh
        GLOSS:	he/it+strike/hit/be struck/be hit+them

 INPUT STRING:	ستات
     IS_TRANS:	stAt
        INDEX:	P30W13
      OFFSETS:	74-78
       TOKENS:	P30W19-P30W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sit~_1]
   UNSPLITVOC:	(sit~At)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	sit~+At
        GLOSS:	lady/miss/ladies/misses+[fem.pl.]

 INPUT STRING:	واطفال
     IS_TRANS:	wATfAl
        INDEX:	P30W14
      OFFSETS:	79-85
       TOKENS:	P30W20-P30W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tifol_1]
   UNSPLITVOC:	(wiATofAl)
          POS:	CONJ+NOUN
          VOC:	wi+ATofAl
        GLOSS:	and+child/boy/child/girl/children/infants

 INPUT STRING:	وناس
     IS_TRANS:	wnAs
        INDEX:	P30W15
      OFFSETS:	86-90
       TOKENS:	P30W22-P30W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(winAs)
          POS:	CONJ+NOUN
          VOC:	wi+nAs
        GLOSS:	and+people

 INPUT STRING:	امنين
     IS_TRANS:	Amnyn
        INDEX:	P30W16
      OFFSETS:	91-96
       TOKENS:	P30W24-P30W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|min_1]
   UNSPLITVOC:	(|miniyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	|min+iyn
        GLOSS:	secure/safe+[masc.pl.]

 INPUT STRING:	وفي
     IS_TRANS:	wfy
        INDEX:	P30W17
      OFFSETS:	97-100
       TOKENS:	P30W25-P30W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wafiy)
          POS:	CONJ+PREP
          VOC:	wa+fiy
        GLOSS:	and+in

 INPUT STRING:	بلد
     IS_TRANS:	bld
        INDEX:	P30W18
      OFFSETS:	101-104
       TOKENS:	P30W27-P30W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(balad)
          POS:	NOUN
          VOC:	balad
        GLOSS:	country/country/countries

 INPUT STRING:	تانيه
     IS_TRANS:	tAnyh
        INDEX:	P30W19
      OFFSETS:	105-110
       TOKENS:	P30W28-P30W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(vAnoyap)
          POS:	ADJ_NUM+NSUFF_FEM_SG
          VOC:	vAnoy+ap
        GLOSS:	second+[fem.sg.]

 INPUT STRING:	يجرو
     IS_TRANS:	yjrw
        INDEX:	P30W20
      OFFSETS:	111-115
       TOKENS:	P30W29-P30W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaraY_1]
   UNSPLITVOC:	(yijoruwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+jor+uwA
        GLOSS:	they+run+[pl.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P30W21
      OFFSETS:	116-118
       TOKENS:	P30W30-P30W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشوارع
     IS_TRANS:	Al$wArE
        INDEX:	P30W22
      OFFSETS:	119-126
       TOKENS:	P30W31-P30W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	(Al$~awAriE)
          POS:	DET+NOUN
          VOC:	Al+$awAriE
        GLOSS:	the+street/streets

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P30W23
      OFFSETS:	127-129
       TOKENS:	P30W32-P30W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الخوف
     IS_TRANS:	Alxwf
        INDEX:	P30W24
      OFFSETS:	130-135
       TOKENS:	P30W33-P30W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xawf_1]
   UNSPLITVOC:	(Alxawf)
          POS:	DET+NOUN
          VOC:	Al+xawf
        GLOSS:	the+fear

 INPUT STRING:	والرعب
     IS_TRANS:	wAlrEb
        INDEX:	P30W25
      OFFSETS:	136-142
       TOKENS:	P30W34-P30W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruEob_1]
   UNSPLITVOC:	(wiAlruEob)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+ruEob
        GLOSS:	and+the+fright/terror

 INPUT STRING:	لالالا
     IS_TRANS:	lAlAlA
        INDEX:	P31W1
      OFFSETS:	1-7
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lAlAlA)
          POS:	NO_FUNC
          VOC:	lAlAlA
        GLOSS:	nogloss

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P31W2
      OFFSETS:	8-10
       TOKENS:	P31W2-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she

 INPUT STRING:	بقت
     IS_TRANS:	bqt
        INDEX:	P31W3
      OFFSETS:	11-14
       TOKENS:	P31W3-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	baq+it
        GLOSS:	become+it/they/she

 INPUT STRING:	حرب
     IS_TRANS:	Hrb
        INDEX:	P31W4
      OFFSETS:	15-18
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harob_1]
   UNSPLITVOC:	(Harob)
          POS:	NOUN
          VOC:	Harob
        GLOSS:	war/warfare/wars

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P31W5
      OFFSETS:	19-23
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	وملعون
     IS_TRANS:	wmlEwn
        INDEX:	P31W6
      OFFSETS:	24-30
       TOKENS:	P31W6-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maloEuwn_1]
   UNSPLITVOC:	(wimaloEuwn)
          POS:	CONJ+ADJ
          VOC:	wi+maloEuwn
        GLOSS:	and+cursed/damned

 INPUT STRING:	ابو
     IS_TRANS:	Abw
        INDEX:	P31W7
      OFFSETS:	31-34
       TOKENS:	P31W8-P31W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aabuw_1]
   UNSPLITVOC:	(Abuw)
          POS:	NOUN
          VOC:	Abuw
        GLOSS:	father

 INPUT STRING:	الاخوة
     IS_TRANS:	AlAxwp
        INDEX:	P31W8
      OFFSETS:	35-41
       TOKENS:	P31W9-P31W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxuw~ap_1]
   UNSPLITVOC:	(Al>uxuw~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+>uxuw~+ap
        GLOSS:	the+fraternity/brotherhood+[fem.sg.]

 INPUT STRING:	والعروبة
     IS_TRANS:	wAlErwbp
        INDEX:	P31W9
      OFFSETS:	42-50
       TOKENS:	P31W10-P31W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Euruwbap_1]
   UNSPLITVOC:	(wiAlEuruwbap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+Euruwb+ap
        GLOSS:	and+the+Arabism+[fem.sg.]

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P31W10
      OFFSETS:	51-55
       TOKENS:	P31W12-P31W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P31W11
      OFFSETS:	56-60
       TOKENS:	P31W13-P31W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	تضيع
     IS_TRANS:	tDyE
        INDEX:	P31W12
      OFFSETS:	61-65
       TOKENS:	P31W14-P31W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Day~aE_1]
   UNSPLITVOC:	(tiDay~aE)
          POS:	IV3FS+IV
          VOC:	ti+Day~aE
        GLOSS:	it/they/she+lose/miss/let go by

 INPUT STRING:	كرمتنا
     IS_TRANS:	krmtnA
        INDEX:	P31W13
      OFFSETS:	66-72
       TOKENS:	P31W15-P31W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[karAmip_1]
   UNSPLITVOC:	(karAmitnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	karAm+it+nA
        GLOSS:	dignity+[fem.sg.]+our

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P32W1
      OFFSETS:	1-5
       TOKENS:	P32W1-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anA_1]
   UNSPLITVOC:	(wa>anA)
          POS:	CONJ+PRON_1S
          VOC:	wa+>anA
        GLOSS:	and+I

 INPUT STRING:	واثقة
     IS_TRANS:	wAvqp
        INDEX:	P32W2
      OFFSETS:	6-11
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAviq_1]
   UNSPLITVOC:	(wAvoqap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	wAvoq+ap
        GLOSS:	certain/confident+[fem.sg.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P32W3
      OFFSETS:	12-14
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although,even if, despite, in spite of the fact that, verily, truly

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P32W4
      OFFSETS:	15-17
       TOKENS:	P32W5-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	الحكومة
     IS_TRANS:	AlHkwmp
        INDEX:	P32W5
      OFFSETS:	18-25
       TOKENS:	P32W6-P32W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	مجبتش
     IS_TRANS:	mjbt$
        INDEX:	P32W6
      OFFSETS:	26-31
       TOKENS:	P32W7-P32W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(mAjAbit$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3FS+NEG_PART
          VOC:	mA+jAb+it+$
        GLOSS:	not+bring+it/they/she+not

 INPUT STRING:	حقنا
     IS_TRANS:	HqnA
        INDEX:	P32W7
      OFFSETS:	32-36
       TOKENS:	P32W10-P32W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Haq~+nA
        GLOSS:	right, prerogative, truth+our

 INPUT STRING:	شباب
     IS_TRANS:	$bAb
        INDEX:	P32W8
      OFFSETS:	37-41
       TOKENS:	P32W12-P32W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$abAb_1]
   UNSPLITVOC:	($abAb)
          POS:	NOUN
          VOC:	$abAb
        GLOSS:	Jeunesse

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P32W9
      OFFSETS:	42-45
       TOKENS:	P32W13-P32W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	ورجالتها
     IS_TRANS:	wrjAlthA
        INDEX:	P32W10
      OFFSETS:	46-54
       TOKENS:	P32W14-P32W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rjAlap_1]
   UNSPLITVOC:	(wirjAlithA)
          POS:	CONJ+NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	wi+rjAl+it+hA
        GLOSS:	and+men+[fem.sg.]+its/their/her

 INPUT STRING:	قادرين
     IS_TRANS:	qAdryn
        INDEX:	P32W11
      OFFSETS:	55-61
       TOKENS:	P32W17-P32W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAdir_1]
   UNSPLITVOC:	(qAdoriyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	qAdor+iyn
        GLOSS:	capable/able+[masc.pl.]

 INPUT STRING:	يرجعو
     IS_TRANS:	yrjEw
        INDEX:	P32W12
      OFFSETS:	62-67
       TOKENS:	P32W18-P32W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raj~aE_1]
   UNSPLITVOC:	(yiraj~aEuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+raj~aE+uwA
        GLOSS:	they+send back/be sent back+[pl.]

 INPUT STRING:	كرمتنا
     IS_TRANS:	krmtnA
        INDEX:	P32W13
      OFFSETS:	68-74
       TOKENS:	P32W19-P32W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[karAmap_1]
   UNSPLITVOC:	(karAmitnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	karAm+it+nA
        GLOSS:	dignity+[fem.sg.]+our

 INPUT STRING:	وشكرا
     IS_TRANS:	w$krA
        INDEX:	P33W1
      OFFSETS:	1-6
       TOKENS:	P33W1-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ukor_1]
   UNSPLITVOC:	(wi$ukorAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+$ukor+AF
        GLOSS:	and+thank you/thanks+[acc.indef.]

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P33W2
      OFFSETS:	7-10
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P33W3
      OFFSETS:	11-18
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P34W1
      OFFSETS:	1-3
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	But, however, yet, still, nevertheless, on the other hand

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P34W2
      OFFSETS:	4-11
       TOKENS:	P34W2-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	عدي
     IS_TRANS:	Edy
        INDEX:	P34W3
      OFFSETS:	12-15
       TOKENS:	P34W3-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ead~aY_1]
   UNSPLITVOC:	(Ead~aY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Ead~aY+(null)
        GLOSS:	traverse/cross/be traversed/be crossed+he/it

 INPUT STRING:	كل
     IS_TRANS:	kl
