 INPUT STRING:	دلوقت
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	كانش
     IS_TRANS:	kAn$
        INDEX:	P9W28
      OFFSETS:	134-138
       TOKENS:	P9W36-P9W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn$)
          POS:	PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	kAn+(null)+$
        GLOSS:	be+he/it [verb]+not

 INPUT STRING:	يحلم
     IS_TRANS:	yHlm
        INDEX:	P9W29
      OFFSETS:	139-143
       TOKENS:	P9W38-P9W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilim_1]
   UNSPLITVOC:	(yiHolam)
          POS:	IV3MS+IV
          VOC:	yi+Holam
        GLOSS:	he/it+dream

 INPUT STRING:	بيها
     IS_TRANS:	byhA
        INDEX:	P9W30
      OFFSETS:	144-148
       TOKENS:	P9W39-P9W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyhA)
          POS:	PREP+PRON_3FS
          VOC:	bi+hA
        GLOSS:	by/with+her/it/them

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W31
      OFFSETS:	148-149
       TOKENS:	P9W41-P9W41
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	ويجد
     IS_TRANS:	wyjd
        INDEX:	P9W32
      OFFSETS:	150-154
       TOKENS:	P9W42-P9W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wajad_1]
   UNSPLITVOC:	(wiyajid)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+ya+jid
        GLOSS:	and+he/it+find

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P9W33
      OFFSETS:	155-160
       TOKENS:	P9W44-P9W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P9W34
      OFFSETS:	161-165
       TOKENS:	P9W45-P9W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self+his/its

 INPUT STRING:	يمتلك
     IS_TRANS:	ymtlk
        INDEX:	P9W35
      OFFSETS:	166-171
       TOKENS:	P9W47-P9W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aimotilak_1]
   UNSPLITVOC:	(yimotilik)
          POS:	IV3MS+IV
          VOC:	yi+motilik
        GLOSS:	he/it+possess/acquire

 INPUT STRING:	البلاد
     IS_TRANS:	AlblAd
        INDEX:	P9W36
      OFFSETS:	172-178
       TOKENS:	P9W48-P9W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(AlbilAd)
          POS:	DET+NOUN
          VOC:	Al+bilAd
        GLOSS:	the+countries

 INPUT STRING:	بأكملها
     IS_TRANS:	b>kmlhA
        INDEX:	P9W37
      OFFSETS:	179-186
       TOKENS:	P9W49-P9W49
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(b>kmlhA)
          POS:	NO_FUNC
          VOC:	b>kmlhA
        GLOSS:	nogloss

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P9W38
      OFFSETS:	187-190
       TOKENS:	P9W50-P9W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P9W39
      OFFSETS:	191-193
       TOKENS:	P9W51-P9W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(>an~)
          POS:	SUB_CONJ
          VOC:	>an~
        GLOSS:	that

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P9W40
      OFFSETS:	194-197
       TOKENS:	P9W52-P9W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it [verb]

 INPUT STRING:	يمتلك
     IS_TRANS:	ymtlk
        INDEX:	P9W41
      OFFSETS:	198-203
       TOKENS:	P9W53-P9W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aimotilak_1]
   UNSPLITVOC:	(yimotilik)
          POS:	IV3MS+IV
          VOC:	yi+motilik
        GLOSS:	he/it+possess/acquire

 INPUT STRING:	18
     IS_TRANS:	18
        INDEX:	P9W42
      OFFSETS:	204-206
       TOKENS:	P9W54-P9W54
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(18)
          POS:	NOUN_NUM
          VOC:	18
        GLOSS:	18

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P9W43
      OFFSETS:	207-209
       TOKENS:	P9W55-P9W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المئة
     IS_TRANS:	Alm}p
        INDEX:	P9W44
      OFFSETS:	210-215
       TOKENS:	P9W56-P9W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi}ap_1]
   UNSPLITVOC:	(Almi}ap)
          POS:	DET+NOUN_NUM+NSUFF_FEM_SG
          VOC:	Al+mi}+ap
        GLOSS:	the+hundred+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P9W45
      OFFSETS:	216-218
       TOKENS:	P9W57-P9W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اقتصاد
     IS_TRANS:	AqtSAd
        INDEX:	P9W46
      OFFSETS:	219-225
       TOKENS:	P9W58-P9W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiqotiSAd_1]
   UNSPLITVOC:	(AiqotiSAd)
          POS:	NOUN
          VOC:	AiqotiSAd
        GLOSS:	economy/saving

 INPUT STRING:	الدولة
     IS_TRANS:	Aldwlp
        INDEX:	P9W47
      OFFSETS:	226-232
       TOKENS:	P9W59-P9W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~awlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dawl+ap
        GLOSS:	the+state/country+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W48
      OFFSETS:	232-233
       TOKENS:	P9W60-P9W60
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	ثم
     IS_TRANS:	vm
        INDEX:	P9W49
      OFFSETS:	234-236
       TOKENS:	P9W61-P9W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vum~a_1]
   UNSPLITVOC:	(vum~a)
          POS:	CONJ
          VOC:	vum~a
        GLOSS:	then, afterwards, next, moreover

 INPUT STRING:	يضربنا
     IS_TRANS:	yDrbnA
        INDEX:	P9W50
      OFFSETS:	237-243
       TOKENS:	P9W62-P9W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(yiDorabnA)
          POS:	IV3MS+IV+IVSUFF_DO:1P
          VOC:	yi+Dorab+nA
        GLOSS:	he/it+strike/hit+us

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W51
      OFFSETS:	243-244
       TOKENS:	P9W64-P9W64
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	ويسحلنا
     IS_TRANS:	wysHlnA
        INDEX:	P9W52
      OFFSETS:	245-252
       TOKENS:	P9W65-P9W67
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saHal_1]
   UNSPLITVOC:	(wiyisoHilnA)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:1P
          VOC:	wi+yi+soHil+nA
        GLOSS:	and+he/it+scrape off/make smooth+us

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W53
      OFFSETS:	252-253
       TOKENS:	P9W68-P9W68
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	ويعذبنا
     IS_TRANS:	wyE*bnA
        INDEX:	P9W54
      OFFSETS:	254-261
       TOKENS:	P9W69-P9W71
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea*~ib_1]
   UNSPLITVOC:	(wiyiEa*~ibnA)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:1P
          VOC:	wi+yi+Ea*~ib+nA
        GLOSS:	and+he/it+torture/torment+us

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W55
      OFFSETS:	261-262
       TOKENS:	P9W72-P9W72
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	ويعرينا
     IS_TRANS:	wyErynA
        INDEX:	P9W56
      OFFSETS:	263-270
       TOKENS:	P9W73-P9W75
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ear~ay_1]
   UNSPLITVOC:	(wiyiEar~iynA)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:1P
          VOC:	wi+yi+Ear~iy+nA
        GLOSS:	and+he/it+uncover/unclothe+we

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W57
      OFFSETS:	270-271
       TOKENS:	P9W76-P9W76
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	ويقتلنا
     IS_TRANS:	wyqtlnA
        INDEX:	P9W58
      OFFSETS:	272-279
       TOKENS:	P9W77-P9W79
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatal_1]
   UNSPLITVOC:	(wiyiqotilnA)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:1P
          VOC:	wi+yi+qotil+nA
        GLOSS:	and+he/it+kill+us

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W59
      OFFSETS:	279-280
       TOKENS:	P9W80-P9W80
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	ويشوهنا
     IS_TRANS:	wy$whnA
        INDEX:	P9W60
      OFFSETS:	281-288
       TOKENS:	P9W81-P9W83
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aw~ih_1]
   UNSPLITVOC:	(wiyi$aw~ihnA)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:1P
          VOC:	wi+yi+$aw~ih+nA
        GLOSS:	and+he/it+distort/tarnish/disfigure+us

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W61
      OFFSETS:	288-289
       TOKENS:	P9W84-P9W84
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	ويلفق
     IS_TRANS:	wylfq
        INDEX:	P9W62
      OFFSETS:	290-295
       TOKENS:	P9W85-P9W86
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laf~aq_1]
   UNSPLITVOC:	(wiyilaf~aq)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+laf~aq
        GLOSS:	and+he/it+concoct/falsify

 INPUT STRING:	لنا
     IS_TRANS:	lnA
        INDEX:	P9W63
      OFFSETS:	296-299
       TOKENS:	P9W87-P9W88
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(linA)
          POS:	PREP+PRON_1P
          VOC:	li+nA
        GLOSS:	to/for+us (we have)

 INPUT STRING:	التهم
     IS_TRANS:	Althm
        INDEX:	P9W64
      OFFSETS:	300-305
       TOKENS:	P9W89-P9W89
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tuhomap_1]
   UNSPLITVOC:	(Alt~uham)
          POS:	DET+NOUN
          VOC:	Al+tuham
        GLOSS:	the+accusations/charges

 INPUT STRING:	الباطلة
     IS_TRANS:	AlbATlp
        INDEX:	P9W65
      OFFSETS:	306-313
       TOKENS:	P9W90-P9W90
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bATil_1]
   UNSPLITVOC:	(AlbATilap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+bATil+ap
        GLOSS:	the+void/false+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W66
      OFFSETS:	313-314
       TOKENS:	P9W91-P9W91
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	ويتبول
     IS_TRANS:	wytbwl
        INDEX:	P9W67
      OFFSETS:	315-321
       TOKENS:	P9W92-P9W93
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitobaw~il_1]
   UNSPLITVOC:	(wiyitobaw~il)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+tobaw~il
        GLOSS:	and+he/it+urinate

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P9W68
      OFFSETS:	322-327
       TOKENS:	P9W94-P9W95
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+us

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P9W69
      OFFSETS:	327-328
       TOKENS:	P9W96-P9W96
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P9W70
      OFFSETS:	329-334
       TOKENS:	P9W97-P9W98
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+ADV
          VOC:	wi+kamAn
        GLOSS:	and+also/too

 INPUT STRING:	نلم
     IS_TRANS:	nlm
        INDEX:	P9W71
      OFFSETS:	335-338
       TOKENS:	P9W99-P9W99
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~_1]
   UNSPLITVOC:	(nilim~)
          POS:	IV1P+IV
          VOC:	ni+lim~
        GLOSS:	we+collect/put in order

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P9W72
      OFFSETS:	339-341
       TOKENS:	P9W100-P9W101
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for/to+him/it

 INPUT STRING:	فلوس
     IS_TRANS:	flws
        INDEX:	P9W73
      OFFSETS:	342-346
       TOKENS:	P9W102-P9W102
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[filos_1]
   UNSPLITVOC:	(filuws)
          POS:	NOUN
          VOC:	filuws
        GLOSS:	fils (small coins)/money

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P9W74
      OFFSETS:	346-347
       TOKENS:	P9W103-P9W103
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P9W75
      OFFSETS:	348-351
       TOKENS:	P9W104-P9W104
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P9W76
      OFFSETS:	352-354
       TOKENS:	P9W105-P9W105
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P9W77
      OFFSETS:	355-358
       TOKENS:	P9W106-P9W106
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it [verb]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P9W78
      OFFSETS:	359-363
       TOKENS:	P9W107-P9W107
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P9W79
      OFFSETS:	363-364
       TOKENS:	P9W108-P9W108
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ماسك
     IS_TRANS:	mAsk
        INDEX:	P9W80
      OFFSETS:	365-369
       TOKENS:	P9W109-P9W109
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAsik_1]
   UNSPLITVOC:	(mAsik)
          POS:	ADJ
          VOC:	mAsik
        GLOSS:	grabbing

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P9W81
      OFFSETS:	370-375
       TOKENS:	P9W110-P9W111
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+us

 INPUT STRING:	صور
     IS_TRANS:	Swr
        INDEX:	P9W82
      OFFSETS:	376-379
       TOKENS:	P9W112-P9W112
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwar)
          POS:	NOUN
          VOC:	Suwar
        GLOSS:	pictures/photographs/illustrations/photos

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P9W83
      OFFSETS:	379-380
       TOKENS:	P9W113-P9W113
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	هذه
     IS_TRANS:	h*h
        INDEX:	P10W1
      OFFSETS:	0-3
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*ihi)
          POS:	DEM_PRON_F
          VOC:	ha*ihi
        GLOSS:	this/these

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P10W2
      OFFSETS:	4-9
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P10W3
      OFFSETS:	9-10
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	الثانية
     IS_TRANS:	AlvAnyp
        INDEX:	P10W4
      OFFSETS:	11-18
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(Alv~Aniyap)
          POS:	DET+ADJ_NUM+NSUFF_FEM_SG
          VOC:	Al+vAniy+ap
        GLOSS:	the+second/next+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P10W5
      OFFSETS:	18-19
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P10W6
      OFFSETS:	20-25
       TOKENS:	P10W6-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P10W7
      OFFSETS:	26-29
       TOKENS:	P10W8-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P10W8
      OFFSETS:	30-32
       TOKENS:	P10W9-P10W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P10W9
      OFFSETS:	33-38
       TOKENS:	P10W10-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P10W10
      OFFSETS:	39-42
       TOKENS:	P10W11-P10W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
