 INPUT STRING:	الملاحظ
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rafAhiy~ap_1]
   UNSPLITVOC:	(AlrafAhiyAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+rafAhiy+At
        GLOSS:	the+comfort/luxury+[fem.sg.]

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P17W8
      OFFSETS:	38-42
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/concern

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P17W9
      OFFSETS:	43-46
       TOKENS:	P17W10-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~al)
          POS:	ADJ_NUM
          VOC:	>aw~al
        GLOSS:	first

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P17W10
      OFFSETS:	47-51
       TOKENS:	P17W11-P17W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P18W1
      OFFSETS:	0-4
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	نتكلم
     IS_TRANS:	ntklm
        INDEX:	P18W2
      OFFSETS:	5-10
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(nitokal~im)
          POS:	IV1P+IV
          VOC:	ni+tokal~im
        GLOSS:	we+speak/talk/discuss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P18W3
      OFFSETS:	11-14
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	المبدأ
     IS_TRANS:	Almbd>
        INDEX:	P18W4
      OFFSETS:	15-21
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maboda>_1]
   UNSPLITVOC:	(Almaboda>)
          POS:	DET+NOUN
          VOC:	Al+maboda>
        GLOSS:	the+principle/basis

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P18W5
      OFFSETS:	22-26
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P18W6
      OFFSETS:	27-29
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P18W7
      OFFSETS:	30-32
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ساعت
     IS_TRANS:	sAEt
        INDEX:	P18W8
      OFFSETS:	33-37
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEit)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	sAE+ap
        GLOSS:	hour/time/hours+[fem.sg.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P18W9
      OFFSETS:	38-40
       TOKENS:	P18W9-P18W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	اتقدم
     IS_TRANS:	Atqdm
        INDEX:	P18W10
      OFFSETS:	41-46
       TOKENS:	P18W10-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitoqad~im_1]
   UNSPLITVOC:	(Aitoqad~im)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Aitoqad~im+(null)
        GLOSS:	advance/develop/be presented/present/be introduced/be given+he/it

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P19W1
      OFFSETS:	0-3
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~al)
          POS:	ADJ_NUM
          VOC:	>aw~al
        GLOSS:	first

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P19W2
      OFFSETS:	4-8
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P19W3
      OFFSETS:	9-11
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	معقول
     IS_TRANS:	mEqwl
        INDEX:	P19W4
      OFFSETS:	12-17
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoquwl_1]
   UNSPLITVOC:	(maEoquwl)
          POS:	ADJ
          VOC:	maEoquwl
        GLOSS:	plausible/logical/reasonable

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P19W5
      OFFSETS:	18-22
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/concern

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P19W6
      OFFSETS:	23-27
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	رايح
     IS_TRANS:	rAyH
        INDEX:	P19W7
      OFFSETS:	28-32
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(rAyiH)
          POS:	ADJ
          VOC:	rAyiH
        GLOSS:	going

 INPUT STRING:	يخطب
     IS_TRANS:	yxTb
        INDEX:	P19W8
      OFFSETS:	33-37
       TOKENS:	P19W8-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTab_1]
   UNSPLITVOC:	(yuxoTub)
          POS:	IV3MS+IV
          VOC:	yu+xoTub
        GLOSS:	he/it+address/speak/go to marry

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P19W9
      OFFSETS:	38-43
       TOKENS:	P19W9-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one/individual/person+[fem.sg.]

 INPUT STRING:	ويكون
     IS_TRANS:	wykwn
        INDEX:	P19W10
      OFFSETS:	44-49
       TOKENS:	P19W10-P19W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wiyikuwn)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+kuwn
        GLOSS:	and+he/it+be

 INPUT STRING:	اقل
     IS_TRANS:	Aql
        INDEX:	P19W11
      OFFSETS:	50-53
       TOKENS:	P19W12-P19W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqal~_1]
   UNSPLITVOC:	(>aqal~)
          POS:	ADJ_COMP
          VOC:	>aqal~
        GLOSS:	least/smallest/minimum

 INPUT STRING:	منها
     IS_TRANS:	mnhA
        INDEX:	P19W12
      OFFSETS:	54-58
       TOKENS:	P19W13-P19W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhA)
          POS:	PREP+PRON_3FS
          VOC:	min+hA
        GLOSS:	from+it/them/her

 INPUT STRING:	ماديا
     IS_TRANS:	mAdyA
        INDEX:	P19W13
      OFFSETS:	59-64
       TOKENS:	P19W15-P19W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAd~iy~_1]
   UNSPLITVOC:	(mAd~iy~AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	mAd~iy~+AF
        GLOSS:	materialistic+[acc.indef.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P19W14
      OFFSETS:	65-68
       TOKENS:	P19W16-P19W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	i

 INPUT STRING:	بقول
     IS_TRANS:	bqwl
        INDEX:	P19W15
      OFFSETS:	69-73
       TOKENS:	P19W17-P19W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bAaquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwl
        GLOSS:	[present-tense]+I+said/say/be said/say/(for example)

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P19W16
      OFFSETS:	74-76
       TOKENS:	P19W19-P19W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P19W17
      OFFSETS:	77-79
       TOKENS:	P19W20-P19W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ظل
     IS_TRANS:	Zl
        INDEX:	P19W18
      OFFSETS:	80-82
       TOKENS:	P19W21-P19W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zil~_1]
   UNSPLITVOC:	(Zil~)
          POS:	NOUN
          VOC:	Zil~
        GLOSS:	patronage/shelter/shade/auspices/shelter

 INPUT STRING:	العصر
     IS_TRANS:	AlESr
        INDEX:	P19W19
      OFFSETS:	83-88
       TOKENS:	P19W22-P19W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaSor_1]
   UNSPLITVOC:	(AlEaSor)
          POS:	DET+NOUN
          VOC:	Al+EaSor
        GLOSS:	the+age/period/epoch/ages/periods/epochs

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P19W20
      OFFSETS:	89-93
       TOKENS:	P19W23-P19W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P19W21
      OFFSETS:	94-98
       TOKENS:	P19W24-P19W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	عايشينه
     IS_TRANS:	EAy$ynh
        INDEX:	P19W22
      OFFSETS:	99-106
       TOKENS:	P19W25-P19W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyi$_1]
   UNSPLITVOC:	(EAyo$iynuh)
          POS:	ADJ.VN+NSUFF_MASC_PL+PRON_3MS
          VOC:	EAyo$+iyn+uh
        GLOSS:	live+[masc.plur.]+him/it

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P20W1
      OFFSETS:	0-4
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+it/they/she

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P20W2
      OFFSETS:	5-7
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هتقدر
     IS_TRANS:	htqdr
        INDEX:	P20W3
      OFFSETS:	8-13
       TOKENS:	P20W4-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qadar_1]
   UNSPLITVOC:	(Hatiqodar)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+qodar
        GLOSS:	will+it/they/she+able

 INPUT STRING:	تتكيف
     IS_TRANS:	ttkyf
        INDEX:	P20W4
      OFFSETS:	14-19
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[takay~af_1]
   UNSPLITVOC:	(tatakay~af)
          POS:	IV3FS+IV
          VOC:	ta+takay~af
        GLOSS:	it/she/they+be condition

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P20W5
      OFFSETS:	20-22
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	الحياة
     IS_TRANS:	AlHyAp
        INDEX:	P20W6
      OFFSETS:	23-29
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(AlHayAp)
          POS:	DET+NOUN
          VOC:	Al+HayAp
        GLOSS:	the+life/lives

 INPUT STRING:	الجديدة
     IS_TRANS:	Aljdydp
        INDEX:	P20W7
      OFFSETS:	30-37
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(Aljidiydap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+jidiyd+ap
        GLOSS:	the+new/modern+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P20W8
      OFFSETS:	38-42
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P20W9
      OFFSETS:	43-45
       TOKENS:	P20W11-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	هتعيش
     IS_TRANS:	htEy$
        INDEX:	P20W10
      OFFSETS:	46-51
       TOKENS:	P20W12-P20W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EA$_1]
   UNSPLITVOC:	(HatiEiy$)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+Eiy$
        GLOSS:	will+it/they/she+live/experience/long live!/be lived/be experienced

 INPUT STRING:	حياتها
     IS_TRANS:	HyAthA
        INDEX:	P20W11
      OFFSETS:	52-58
       TOKENS:	P20W14-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(HayAthA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	HayA+ap+hA
        GLOSS:	life/lives+[fem.sg.]+its/their/her

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P20W12
      OFFSETS:	59-63
       TOKENS:	P20W16-P20W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~hA)
          POS:	NOUN_QUANT+POSS_PRON_3FS
          VOC:	kul~+hA
        GLOSS:	all, entire, every, whole+its/their/her

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P20W13
      OFFSETS:	64-68
       TOKENS:	P20W18-P20W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P21W1
      OFFSETS:	0-4
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/concern

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P21W2
      OFFSETS:	5-7
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	اتعودت
     IS_TRANS:	AtEwdt
        INDEX:	P21W3
      OFFSETS:	8-14
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoEaw~id_1]
   UNSPLITVOC:	(AitoEaw~idt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	AitoEaw~id+t
        GLOSS:	usuall+I

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P21W4
      OFFSETS:	15-18
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	مستوى
     IS_TRANS:	mstwY
        INDEX:	P21W5
      OFFSETS:	19-24
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotawaY_1]
   UNSPLITVOC:	(musotawaY)
          POS:	NOUN
          VOC:	musotawaY
        GLOSS:	level/standard

 INPUT STRING:	معين
     IS_TRANS:	mEyn
        INDEX:	P21W6
      OFFSETS:	25-29
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEay~an_1]
   UNSPLITVOC:	(muEay~an)
          POS:	ADJ
          VOC:	muEay~an
        GLOSS:	fixed/determined/prescribed

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P21W7
      OFFSETS:	30-32
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P21W8
      OFFSETS:	33-37
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	بيحصل
     IS_TRANS:	byHSl
        INDEX:	P21W9
      OFFSETS:	38-43
       TOKENS:	P21W9-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(biyiHoSal)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+HoSal
        GLOSS:	[present-tense]+he/it+occur/happen/take place

 INPUT STRING:	بيحصل
     IS_TRANS:	byHSl
        INDEX:	P21W10
      OFFSETS:	44-49
       TOKENS:	P21W11-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(biyiHoSal)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+HoSal
        GLOSS:	[present-tense]+he/it+occur/happen/take place

 INPUT STRING:	مشاكل
     IS_TRANS:	m$Akl
        INDEX:	P21W11
      OFFSETS:	50-55
       TOKENS:	P21W13-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(ma$Akil)
          POS:	NOUN
          VOC:	ma$Akil
        GLOSS:	problem/issue

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P21W12
      OFFSETS:	56-58
       TOKENS:	P21W14-P21W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qad~]
   UNSPLITVOC:	(qad~)
          POS:	NOUN_QUANT
          VOC:	qad~
        GLOSS:	amount

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P21W13
      OFFSETS:	59-62
       TOKENS:	P21W15-P21W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like/such

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P21W14
      OFFSETS:	63-68
       TOKENS:	P21W16-P21W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	الكماليات
     IS_TRANS:	AlkmAlyAt
        INDEX:	P21W15
      OFFSETS:	69-78
       TOKENS:	P21W18-P21W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kamAliy~_1]
   UNSPLITVOC:	(AlkamAliy~At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+kamAliy~+At
        GLOSS:	the+luxuries/amenities+[fem.pl.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P21W16
      OFFSETS:	79-83
       TOKENS:	P21W19-P21W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	هى
