 INPUT STRING:	ظهرت
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotagonaY_1]
   UNSPLITVOC:	(nisotagonaY)
          POS:	IV1P+IV
          VOC:	ni+sotagonaY
        GLOSS:	we+dispense

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P18W4
      OFFSETS:	15-17
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	العلم
     IS_TRANS:	AlElm
        INDEX:	P18W5
      OFFSETS:	18-23
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eilom_1]
   UNSPLITVOC:	(AlEilom)
          POS:	DET+NOUN
          VOC:	Al+Eilom
        GLOSS:	the+science/study of/sciences

 INPUT STRING:	ونحط
     IS_TRANS:	wnHT
        INDEX:	P18W6
      OFFSETS:	24-28
       TOKENS:	P18W6-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(winuHuT~)
          POS:	CONJ+IV1P+IV
          VOC:	wi+nu+HuT~
        GLOSS:	and+we+put

 INPUT STRING:	سيفين
     IS_TRANS:	syfyn
        INDEX:	P18W7
      OFFSETS:	29-34
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[siyf_1]
   UNSPLITVOC:	(siyfiyn)
          POS:	NOUN+NSUFF_MASC_DU
          VOC:	siyf+iyn
        GLOSS:	sword+two

 INPUT STRING:	ومصحف
     IS_TRANS:	wmSHf
        INDEX:	P18W8
      OFFSETS:	35-40
       TOKENS:	P18W9-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muSoHaf_1]
   UNSPLITVOC:	(wimuSoHaf)
          POS:	CONJ+NOUN
          VOC:	wi+muSoHaf
        GLOSS:	and+Quran/Quranic manuscript

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P18W9
      OFFSETS:	41-47
       TOKENS:	P18W11-P18W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+ADV
          VOC:	wi+baEodayn
        GLOSS:	and+then

 INPUT STRING:	ماهو
     IS_TRANS:	mAhw
        INDEX:	P18W10
      OFFSETS:	48-52
       TOKENS:	P18W13-P18W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(mAhuw~a)
          POS:	PART+DEM_PRON_MS
          VOC:	mA+huw~a
        GLOSS:	[part]+he

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P18W11
      OFFSETS:	53-56
       TOKENS:	P18W15-P18W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P18W12
      OFFSETS:	57-60
       TOKENS:	P18W16-P18W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P18W13
      OFFSETS:	61-65
       TOKENS:	P18W17-P18W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily/funds/capital+[acc.indef.]

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P18W14
      OFFSETS:	66-70
       TOKENS:	P18W18-P18W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	يبقا
     IS_TRANS:	ybqA
        INDEX:	P18W15
      OFFSETS:	71-75
       TOKENS:	P18W19-P18W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yibqA)
          POS:	IV3MS+IV
          VOC:	yi+bqA
        GLOSS:	he/it+become

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P18W16
      OFFSETS:	76-79
       TOKENS:	P18W20-P18W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	قران
     IS_TRANS:	qrAn
        INDEX:	P18W17
      OFFSETS:	80-84
       TOKENS:	P18W22-P18W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qur|An_1]
   UNSPLITVOC:	(qur|An)
          POS:	NOUN
          VOC:	qur|An
        GLOSS:	Quranic

 INPUT STRING:	وحديث
     IS_TRANS:	wHdyv
        INDEX:	P18W18
      OFFSETS:	85-90
       TOKENS:	P18W23-P18W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadiyv_1]
   UNSPLITVOC:	(wiHadiyv)
          POS:	CONJ+NOUN
          VOC:	wi+Hadiyv
        GLOSS:	and+Hadith (Islamic tradition)

 INPUT STRING:	الصبح
     IS_TRANS:	AlSbH
        INDEX:	P18W19
      OFFSETS:	91-96
       TOKENS:	P18W25-P18W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SuboH_1]
   UNSPLITVOC:	(AlS~uboH)
          POS:	DET+NOUN
          VOC:	Al+SuboH
        GLOSS:	the+morning/daybreak/mornings/daybreak

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P18W20
      OFFSETS:	97-98
       TOKENS:	P18W26-P18W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الاذاعه
     IS_TRANS:	AlA*AEh
        INDEX:	P18W21
      OFFSETS:	99-106
       TOKENS:	P18W27-P18W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai*AEap_1]
   UNSPLITVOC:	(AlAi*AEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Ai*AE+ap
        GLOSS:	the+broadcast/transmission+[fem.sg.]

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P18W22
      OFFSETS:	107-110
       TOKENS:	P18W28-P18W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P18W23
      OFFSETS:	111-114
       TOKENS:	P18W30-P18W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this

 INPUT STRING:	اوفر
     IS_TRANS:	Awfr
        INDEX:	P18W24
      OFFSETS:	115-119
       TOKENS:	P18W31-P18W31
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Awfr)
          POS:	FOREIGN
          VOC:	Awfr
        GLOSS:	nogloss

 INPUT STRING:	اوى
     IS_TRANS:	AwY
        INDEX:	P18W25
      OFFSETS:	120-123
       TOKENS:	P18W32-P18W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>awiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	NOUN
          VOC:	>awiy
        GLOSS:	very

 INPUT STRING:	خيبه
     IS_TRANS:	xybh
        INDEX:	P19W1
      OFFSETS:	0-4
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaybap_1]
   UNSPLITVOC:	(xaybap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xayb+ap
        GLOSS:	disappointment/failure+[fem.sg.]

 INPUT STRING:	ياحبيبتى
     IS_TRANS:	yAHbybtY
        INDEX:	P19W2
      OFFSETS:	5-13
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yAHbybtY)
          POS:	NO_FUNC
          VOC:	yAHbybtY
        GLOSS:	nogloss

 INPUT STRING:	بعيد
     IS_TRANS:	bEyd
        INDEX:	P19W3
      OFFSETS:	14-18
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biEiyd_1]
   UNSPLITVOC:	(biEiyd)
          POS:	NOUN
          VOC:	biEiyd
        GLOSS:	far

 INPUT STRING:	عنك
     IS_TRANS:	Enk
        INDEX:	P19W4
      OFFSETS:	19-22
       TOKENS:	P19W4-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean~ik)
          POS:	PREP+PRON_2FS
          VOC:	Ean~+ik
        GLOSS:	(away) from, off, about, on, over+gloss

 INPUT STRING:	اصبرى
     IS_TRANS:	ASbrY
        INDEX:	P20W1
      OFFSETS:	0-5
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sabar_1]
   UNSPLITVOC:	(AuSoburiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AuSobur+iy
        GLOSS:	be patient/endure+you

 INPUT STRING:	هيدخلوا
     IS_TRANS:	hydxlwA
        INDEX:	P20W2
      OFFSETS:	6-13
       TOKENS:	P20W2-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dax~al_1]
   UNSPLITVOC:	(Hayidax~aluwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+yi+dax~al+uwA
        GLOSS:	will+they+enter+we

 INPUT STRING:	يكفرونا
     IS_TRANS:	ykfrwnA
        INDEX:	P20W3
      OFFSETS:	14-21
       TOKENS:	P20W4-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kaf~ar_1]
   UNSPLITVOC:	(yakaf~aruwAnA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:1P
          VOC:	ya+kaf~ar+uwA+nA
        GLOSS:	they+atone/do penance+we+us

 INPUT STRING:	دلوقتى
     IS_TRANS:	dlwqtY
        INDEX:	P20W4
      OFFSETS:	22-28
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P21W1
      OFFSETS:	0-2
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P21W2
      OFFSETS:	3-8
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P21W3
      OFFSETS:	9-12
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	بنتي
     IS_TRANS:	bnty
        INDEX:	P21W4
      OFFSETS:	13-17
       TOKENS:	P21W4-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	binot+iy
        GLOSS:	daughter/girl/daughters/girls+my

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P21W5
      OFFSETS:	18-20
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مدرسة
     IS_TRANS:	mdrsp
        INDEX:	P21W6
      OFFSETS:	21-26
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(madorasap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	madoras+ap
        GLOSS:	school+[fem.sg.]

 INPUT STRING:	لغات
     IS_TRANS:	lgAt
        INDEX:	P21W7
      OFFSETS:	27-31
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lugap_1]
   UNSPLITVOC:	(lugAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	lug+At
        GLOSS:	language+[fem.pl.]

 INPUT STRING:	قومي
     IS_TRANS:	qwmy
        INDEX:	P21W8
      OFFSETS:	32-36
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawmiy_1]
   UNSPLITVOC:	(qawmiy)
          POS:	ADJ
          VOC:	qawmiy
        GLOSS:	national/state

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P21W9
      OFFSETS:	37-39
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حكومي
     IS_TRANS:	Hkwmy
        INDEX:	P21W10
      OFFSETS:	40-45
       TOKENS:	P21W11-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmiy_1]
   UNSPLITVOC:	(Hukuwmiy)
          POS:	ADJ
          VOC:	Hukuwmiy
        GLOSS:	governmental/state/official

 INPUT STRING:	ولو
     IS_TRANS:	wlw
        INDEX:	P21W11
      OFFSETS:	46-49
       TOKENS:	P21W12-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(wilaw)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+law
        GLOSS:	and+if

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P21W12
      OFFSETS:	50-53
       TOKENS:	P21W14-P21W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	occur/happen/take place+he/it

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P21W13
      OFFSETS:	54-57
       TOKENS:	P21W15-P21W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this

 INPUT STRING:	حشتكي
     IS_TRANS:	H$tky
        INDEX:	P21W14
      OFFSETS:	58-63
       TOKENS:	P21W16-P21W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otakaY_1]
   UNSPLITVOC:	(HaAa$otikiy)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+$otikiy
        GLOSS:	will+I+complain

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P21W15
      OFFSETS:	64-66
       TOKENS:	P21W18-P21W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الوزارة
     IS_TRANS:	AlwzArp
        INDEX:	P21W16
      OFFSETS:	67-74
       TOKENS:	P21W19-P21W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wizArap_1]
   UNSPLITVOC:	(AlwizArap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+wizAr+ap
        GLOSS:	the+ministry+[fem.sg.]

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P21W17
      OFFSETS:	75-79
       TOKENS:	P21W20-P21W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P21W18
      OFFSETS:	80-82
       TOKENS:	P21W21-P21W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	معتقدتش
     IS_TRANS:	mEtqdt$
        INDEX:	P21W19
      OFFSETS:	83-90
       TOKENS:	P21W22-P21W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiEtaqad_1]
   UNSPLITVOC:	(mA>aEtaqadti$)
          POS:	NEG_PART+IV1S+IV+NEG_PART
          VOC:	mA+>a+Etaqadt+$
        GLOSS:	not+I+think+not

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P21W20
      OFFSETS:	91-93
       TOKENS:	P21W25-P21W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P21W21
      OFFSETS:	94-96
       TOKENS:	P21W26-P21W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P21W22
      OFFSETS:	97-100
       TOKENS:	P21W27-P21W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	occur/happen/take place+he/it

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P21W23
      OFFSETS:	101-103
       TOKENS:	P21W28-P21W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	قمر
     IS_TRANS:	qmr
        INDEX:	P21W24
      OFFSETS:	104-107
       TOKENS:	P21W29-P21W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qamar_1]
   UNSPLITVOC:	(qamar)
          POS:	NOUN
          VOC:	qamar
        GLOSS:	beautiful

 INPUT STRING:	الاخوان
     IS_TRANS:	AlAxwAn
        INDEX:	P22W1
      OFFSETS:	0-7
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ixowAn_1]
   UNSPLITVOC:	(AlAixowAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+<ixowAn
        GLOSS:	the+Akhwan

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P22W2
      OFFSETS:	8-10
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P22W3
      OFFSETS:	11-14
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P22W4
      OFFSETS:	15-19
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	NOUN
          VOC:	xAliS
        GLOSS:	at all

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P23W1
      OFFSETS:	0-2
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	ok

 INPUT STRING:	ماهم
     IS_TRANS:	mAhm
        INDEX:	P23W2
      OFFSETS:	3-7
       TOKENS:	P23W2-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ham~A_1]
   UNSPLITVOC:	(mAham~A)
          POS:	PART+PRON_3P
          VOC:	mA+ham~A
        GLOSS:	[part.]+they

 INPUT STRING:	بيشغلوا
     IS_TRANS:	by$glwA
        INDEX:	P23W3
      OFFSETS:	8-15
       TOKENS:	P23W4-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ag~al_1]
   UNSPLITVOC:	(biyi$ag~aluwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+$ag~al+uwA
        GLOSS:	[present-tense]+they+employ/operate/be employed+we

 INPUT STRING:	اغاني
     IS_TRANS:	AgAny
        INDEX:	P23W4
      OFFSETS:	16-21
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<ugoniy~ap_1]
   UNSPLITVOC:	(>agAniy)
          POS:	NOUN
          VOC:	>agAniy
        GLOSS:	songs

 INPUT STRING:	وطنية
     IS_TRANS:	wTnyp
        INDEX:	P23W5
      OFFSETS:	22-27
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waTaniy_1]
   UNSPLITVOC:	(waTaniy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	waTaniy~+ap
        GLOSS:	national+[fem.sg.]

 INPUT STRING:	عادي
     IS_TRANS:	EAdy
        INDEX:	P23W6
      OFFSETS:	28-32
       TOKENS:	P23W8-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdiy_1]
   UNSPLITVOC:	(EAdiy)
          POS:	ADJ
          VOC:	EAdiy
        GLOSS:	ordinary/regular/normal

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P23W7
      OFFSETS:	33-37
