 INPUT STRING:	-
        GLOSS:	he/it+fear/be afraid

 INPUT STRING:	يارب
     IS_TRANS:	yArb
        INDEX:	P24W10
      OFFSETS:	41-45
       TOKENS:	P24W14-P24W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(yArab~)
          POS:	VOC_PART+NOUN
          VOC:	yA+rab~
        GLOSS:	oh+lord/God

 INPUT STRING:	الكبار
     IS_TRANS:	AlkbAr
        INDEX:	P24W11
      OFFSETS:	46-52
       TOKENS:	P24W16-P24W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kabir_1]
   UNSPLITVOC:	(AlkibAr)
          POS:	DET+NOUN
          VOC:	Al+kibAr
        GLOSS:	the+senior/important

 INPUT STRING:	تسلطوا
     IS_TRANS:	tslTwA
        INDEX:	P24W12
      OFFSETS:	53-59
       TOKENS:	P24W17-P24W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sal~aT_1]
   UNSPLITVOC:	(tasal~aTuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	tasal~aT+uwA
        GLOSS:	command/overpower+they

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P24W13
      OFFSETS:	60-63
       TOKENS:	P24W18-P24W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P24W14
      OFFSETS:	64-69
       TOKENS:	P24W19-P24W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation

 INPUT STRING:	ومهم
     IS_TRANS:	wmhm
        INDEX:	P24W15
      OFFSETS:	70-74
       TOKENS:	P24W20-P24W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~_1]
   UNSPLITVOC:	(wimuhim~)
          POS:	CONJ+ADJ
          VOC:	wi+muhim~
        GLOSS:	and+important/serious

 INPUT STRING:	المليارات
     IS_TRANS:	AlmlyArAt
        INDEX:	P24W16
      OFFSETS:	75-84
       TOKENS:	P24W22-P24W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miloyAr_1]
   UNSPLITVOC:	(AlmiloyArAt)
          POS:	DET+NOUN_NUM+NSUFF_FEM_PL
          VOC:	Al+miloyAr+At
        GLOSS:	the+billions+[fem.pl.]

 INPUT STRING:	والملايين
     IS_TRANS:	wAlmlAyyn
        INDEX:	P24W17
      OFFSETS:	85-94
       TOKENS:	P24W23-P24W23
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wAlmlAyyn)
          POS:	NO_FUNC
          VOC:	wAlmlAyyn
        GLOSS:	nogloss

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P24W18
      OFFSETS:	95-98
       TOKENS:	P24W24-P24W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	تصرف
     IS_TRANS:	tSrf
        INDEX:	P24W19
      OFFSETS:	99-103
       TOKENS:	P24W26-P24W26
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(tSrf)
          POS:	NO_FUNC
          VOC:	tSrf
        GLOSS:	nogloss

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P24W20
      OFFSETS:	104-109
       TOKENS:	P24W27-P24W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+us

 INPUT STRING:	بل
     IS_TRANS:	bl
        INDEX:	P25W1
      OFFSETS:	0-2
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bal_1]
   UNSPLITVOC:	(bal)
          POS:	CONJ
          VOC:	bal
        GLOSS:	Rather, even, but, yet, however

 INPUT STRING:	يطالبونا
     IS_TRANS:	yTAlbwnA
        INDEX:	P25W2
      OFFSETS:	3-11
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yTAlbwnA)
          POS:	NO_FUNC
          VOC:	yTAlbwnA
        GLOSS:	nogloss

 INPUT STRING:	بتسديد
     IS_TRANS:	btsdyd
        INDEX:	P25W3
      OFFSETS:	12-18
       TOKENS:	P25W3-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tasodiyd_1]
   UNSPLITVOC:	(bitasodiyd)
          POS:	PREP+NOUN
          VOC:	bi+tasodiyd
        GLOSS:	with/by+payment/paying/settle

 INPUT STRING:	العجز
     IS_TRANS:	AlEjz
        INDEX:	P25W4
      OFFSETS:	19-24
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajoz_1]
   UNSPLITVOC:	(AlEajoz)
          POS:	DET+NOUN
          VOC:	Al+Eajoz
        GLOSS:	the+deficit/insolvency

 INPUT STRING:	ساعه
     IS_TRANS:	sAEh
        INDEX:	P25W5
      OFFSETS:	25-29
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	sAE+ap
        GLOSS:	hour/time+[fem.sg.]

 INPUT STRING:	العجز
     IS_TRANS:	AlEjz
        INDEX:	P25W6
      OFFSETS:	30-35
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajoz_1]
   UNSPLITVOC:	(AlEajoz)
          POS:	DET+NOUN
          VOC:	Al+Eajoz
        GLOSS:	the+deficit/insolvency

 INPUT STRING:	فكما
     IS_TRANS:	fkmA
        INDEX:	P26W1
      OFFSETS:	0-4
       TOKENS:	P26W1-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamA_1]
   UNSPLITVOC:	(fakamA)
          POS:	CONJ+CONJ
          VOC:	fa+kamA
        GLOSS:	so/and+and/as/also

 INPUT STRING:	يقول
     IS_TRANS:	yqwl
        INDEX:	P26W2
      OFFSETS:	5-9
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yaquwl)
          POS:	IV3MS+IV
          VOC:	ya+quwl
        GLOSS:	he/it+said/say/be said/say/(for example)

 INPUT STRING:	المثل
     IS_TRANS:	Almvl
        INDEX:	P26W3
      OFFSETS:	10-15
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(Almaval)
          POS:	DET+NOUN
          VOC:	Al+maval
        GLOSS:	the+example/proverb

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P26W4
      OFFSETS:	16-18
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الفرح
     IS_TRANS:	AlfrH
        INDEX:	P26W5
      OFFSETS:	19-24
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faraH_1]
   UNSPLITVOC:	(AlfaraH)
          POS:	DET+NOUN
          VOC:	Al+faraH
        GLOSS:	the+joy/happiness/festivity

 INPUT STRING:	منسيه
     IS_TRANS:	mnsyh
        INDEX:	P26W6
      OFFSETS:	25-30
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manosiy_1]
   UNSPLITVOC:	(manosiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	manosiy~+ap
        GLOSS:	forgotten+[fem.sg.]

 INPUT STRING:	وفي
     IS_TRANS:	wfy
        INDEX:	P26W7
      OFFSETS:	31-34
       TOKENS:	P26W8-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	CONJ+PREP
          VOC:	wi+fiy
        GLOSS:	and+in

 INPUT STRING:	الهم
     IS_TRANS:	Alhm
        INDEX:	P26W8
      OFFSETS:	35-39
       TOKENS:	P26W10-P26W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ham~_1]
   UNSPLITVOC:	(Alham~)
          POS:	DET+NOUN
          VOC:	Al+ham~
        GLOSS:	the+sadness

 INPUT STRING:	مدعيه
     IS_TRANS:	mdEyh
        INDEX:	P26W9
      OFFSETS:	40-45
       TOKENS:	P26W11-P26W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madoEuw~_1]
   UNSPLITVOC:	(madoEiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	madoEiy~+ap
        GLOSS:	invited+[fem.sg.]

 INPUT STRING:	تبرعوا
     IS_TRANS:	tbrEwA
        INDEX:	P27W1
      OFFSETS:	0-6
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tabar~aE_1]
   UNSPLITVOC:	(tabar~aEuwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	tabar~aE+uwA
        GLOSS:	you+donate

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P27W2
      OFFSETS:	7-9
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	أهل
     IS_TRANS:	>hl
        INDEX:	P27W3
      OFFSETS:	10-13
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahol_1]
   UNSPLITVOC:	(>ahol)
          POS:	NOUN
          VOC:	>ahol
        GLOSS:	family/people

 INPUT STRING:	الخير
     IS_TRANS:	Alxyr
        INDEX:	P27W4
      OFFSETS:	14-19
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(Alxayr)
          POS:	DET+NOUN
          VOC:	Al+xayr
        GLOSS:	the+good

 INPUT STRING:	تبرع
     IS_TRANS:	tbrE
        INDEX:	P27W5
      OFFSETS:	20-24
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tabar~aE_1]
   UNSPLITVOC:	(tabar~aE)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	tabar~aE+(null)
        GLOSS:	donate+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P27W6
      OFFSETS:	25-27
       TOKENS:	P27W6-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	مسلم
     IS_TRANS:	mslm
        INDEX:	P27W7
      OFFSETS:	28-32
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(musolim)
          POS:	NOUN
          VOC:	musolim
        GLOSS:	Muslim

 INPUT STRING:	اتبرعي
     IS_TRANS:	AtbrEy
        INDEX:	P27W8
      OFFSETS:	33-39
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<itobar~aE_1]
   UNSPLITVOC:	(<itobar~aEiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	<itobar~aE+iy
        GLOSS:	you+donate

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P27W9
      OFFSETS:	40-42
       TOKENS:	P27W9-P27W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	مسلمه
     IS_TRANS:	mslmh
        INDEX:	P27W10
      OFFSETS:	43-48
       TOKENS:	P27W10-P27W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(musolimap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	musolim+ap
        GLOSS:	Muslim+[fem.sg.]

 INPUT STRING:	وحسنه
     IS_TRANS:	wHsnh
        INDEX:	P28W1
      OFFSETS:	0-5
       TOKENS:	P28W1-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasanap_1]
   UNSPLITVOC:	(wiHasanap)
          POS:	PART+NOUN+NSUFF_FEM_SG
          VOC:	wi+Hasan+ap
        GLOSS:	[part.]+good deed/merit+[fem.sg.]

 INPUT STRING:	قليله
     IS_TRANS:	qlylh
        INDEX:	P28W2
      OFFSETS:	6-11
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaliyl_1]
   UNSPLITVOC:	(qaliylap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	qaliyl+ap
        GLOSS:	little/few/small/a little/somewhat/briefly/shortly/few/insufficient+[fem.sg.]

 INPUT STRING:	ترفع
     IS_TRANS:	trfE
        INDEX:	P28W3
      OFFSETS:	12-16
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rafaE_1]
   UNSPLITVOC:	(tirofaE)
          POS:	IV3FS+IV
          VOC:	ti+rofaE
        GLOSS:	it/they/she+promote/raise

 INPUT STRING:	بلاوي
     IS_TRANS:	blAwy
        INDEX:	P28W4
      OFFSETS:	17-22
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balowap_1]
   UNSPLITVOC:	(balAwiy)
          POS:	NOUN
          VOC:	balAwiy
        GLOSS:	disasters

 INPUT STRING:	كتيرة
     IS_TRANS:	ktyrp
        INDEX:	P28W5
      OFFSETS:	23-28
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kitiyr+ap
        GLOSS:	alot+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P29W1
      OFFSETS:	0-2
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P29W2
      OFFSETS:	3-6
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P29W3
      OFFSETS:	7-9
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	بنتبرع
     IS_TRANS:	bntbrE
        INDEX:	P29W4
      OFFSETS:	10-16
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(bntbrE)
          POS:	NO_FUNC
          VOC:	bntbrE
        GLOSS:	nogloss

 INPUT STRING:	لرفض
     IS_TRANS:	lrfD
        INDEX:	P29W5
      OFFSETS:	17-21
       TOKENS:	P29W5-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rafoD_1]
   UNSPLITVOC:	(lirafoD)
          POS:	PREP+NOUN
          VOC:	li+rafoD
        GLOSS:	for/to+rejection/refusal

 INPUT STRING:	المعونه
     IS_TRANS:	AlmEwnh
        INDEX:	P29W6
      OFFSETS:	22-29
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEuwnap_1]
   UNSPLITVOC:	(AlmaEuwnap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maEuwn+ap
        GLOSS:	the+aid/assistance/support+[fem.sg.]

 INPUT STRING:	وامريكا
     IS_TRANS:	wAmrykA
        INDEX:	P29W7
      OFFSETS:	30-37
       TOKENS:	P29W8-P29W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(wi>amoriykA)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+>amoriykA
        GLOSS:	and+America

 INPUT STRING:	رفضت
     IS_TRANS:	rfDt
        INDEX:	P29W8
      OFFSETS:	38-42
       TOKENS:	P29W10-P29W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rafaD_1]
   UNSPLITVOC:	(rafaDit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	rafaD+it
        GLOSS:	reject/refuse/be rejected/be refused+it/they/she

 INPUT STRING:	قطعها
     IS_TRANS:	qTEhA
        INDEX:	P29W9
      OFFSETS:	43-48
       TOKENS:	P29W11-P29W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qaToE_1]
   UNSPLITVOC:	(qaToEhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	qaToE+hA
        GLOSS:	breaking off/interruption+its/their/her

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P29W10
      OFFSETS:	49-51
       TOKENS:	P29W13-P29W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P29W11
      OFFSETS:	52-57
       TOKENS:	P29W14-P29W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P29W12
      OFFSETS:	58-61
       TOKENS:	P29W15-P29W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	said/say/be said/say/(for example)+he/it

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P29W13
      OFFSETS:	62-64
       TOKENS:	P29W16-P29W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هنرفضها
     IS_TRANS:	hnrfDhA
        INDEX:	P29W14
      OFFSETS:	65-72
       TOKENS:	P29W17-P29W17
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(hnrfDhA)
          POS:	NO_FUNC
          VOC:	hnrfDhA
        GLOSS:	nogloss

 INPUT STRING:	لانها
     IS_TRANS:	lAnhA
        INDEX:	P29W15
      OFFSETS:	73-78
       TOKENS:	P29W18-P29W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>an~_1]
   UNSPLITVOC:	(li>an~ahA)
          POS:	PREP+SUB_CONJ+PRON_3FS
          VOC:	li+>an~+hA
        GLOSS:	for/to+that+it/she

 INPUT STRING:	بند
     IS_TRANS:	bnd
        INDEX:	P29W16
      OFFSETS:	79-82
       TOKENS:	P29W21-P29W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banod_1]
   UNSPLITVOC:	(banod)
          POS:	NOUN
          VOC:	banod
        GLOSS:	article/clause

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P29W17
      OFFSETS:	83-85
       TOKENS:	P29W22-P29W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	بنود
     IS_TRANS:	bnwd
        INDEX:	P29W18
      OFFSETS:	86-90
       TOKENS:	P29W23-P29W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[banod_1]
   UNSPLITVOC:	(bunuwd)
          POS:	NOUN
          VOC:	bunuwd
        GLOSS:	articles/clauses

 INPUT STRING:	اتفاقيه
     IS_TRANS:	AtfAqyh
        INDEX:	P29W19
      OFFSETS:	91-98
       TOKENS:	P29W24-P29W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~ifAqiy~ap_1]
   UNSPLITVOC:	(Ait~ifAqiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Ait~ifAqiy~+ap
        GLOSS:	treaty/accord+[fem.sg.]

 INPUT STRING:	السلام
     IS_TRANS:	AlslAm
        INDEX:	P29W20
      OFFSETS:	99-105
       TOKENS:	P29W25-P29W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAm_1]
   UNSPLITVOC:	(Als~alAm)
          POS:	DET+NOUN
          VOC:	Al+salAm
        GLOSS:	the+peace

 INPUT STRING:	فلوسنا
     IS_TRANS:	flwsnA
        INDEX:	P30W1
      OFFSETS:	0-6
       TOKENS:	P30W1-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[filuws_1]
   UNSPLITVOC:	(filuwsnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	filuws+nA
        GLOSS:	money+our

 INPUT STRING:	هترجع
     IS_TRANS:	htrjE
        INDEX:	P30W2
      OFFSETS:	7-12
       TOKENS:	P30W3-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[rajaE_1]
   UNSPLITVOC:	(HatirojaE)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+rojaE
        GLOSS:	will+it/they/she+return back

 INPUT STRING:	لينا
     IS_TRANS:	lynA
        INDEX:	P30W3
      OFFSETS:	13-17
       TOKENS:	P30W5-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liynA)
          POS:	PREP+PRON_1P
          VOC:	li+nA
        GLOSS:	for/to+us

 INPUT STRING:	تاني
     IS_TRANS:	tAny
        INDEX:	P30W4
      OFFSETS:	18-22
       TOKENS:	P30W7-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
