 INPUT STRING:	الســـــــــــلام
        GLOSS:	and+he

 INPUT STRING:	موش
     IS_TRANS:	mw$
        INDEX:	P27W8
      OFFSETS:	36-39
       TOKENS:	P27W10-P27W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muw$_1]
   UNSPLITVOC:	(muw$)
          POS:	NEG_PART
          VOC:	muw$
        GLOSS:	not

 INPUT STRING:	عاجب
     IS_TRANS:	EAjb
        INDEX:	P27W9
      OFFSETS:	40-44
       TOKENS:	P27W11-P27W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAjib_1]
   UNSPLITVOC:	(EAjib)
          POS:	ADJ
          VOC:	EAjib
        GLOSS:	like

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P27W10
      OFFSETS:	45-47
       TOKENS:	P27W12-P27W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	some one

 INPUT STRING:	واللى
     IS_TRANS:	wAllY
        INDEX:	P27W11
      OFFSETS:	48-53
       TOKENS:	P27W13-P27W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(wiAill~iy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Aill~iy
        GLOSS:	and+which

 INPUT STRING:	افتكر
     IS_TRANS:	Aftkr
        INDEX:	P27W12
      OFFSETS:	54-59
       TOKENS:	P27W15-P27W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aifotakar_1]
   UNSPLITVOC:	(Aifotakar)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Aifotakar+(null)
        GLOSS:	thought+he/it [verb]

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P27W13
      OFFSETS:	60-63
       TOKENS:	P27W16-P27W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	اهم
     IS_TRANS:	Ahm
        INDEX:	P27W14
      OFFSETS:	64-67
       TOKENS:	P27W18-P27W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>aham~_2]
   UNSPLITVOC:	(>aham~)
          POS:	ADJ_COMP
          VOC:	>aham~
        GLOSS:	more/most important

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P27W15
      OFFSETS:	68-70
       TOKENS:	P27W19-P27W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P27W16
      OFFSETS:	71-76
       TOKENS:	P27W20-P27W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	واللى
     IS_TRANS:	wAllY
        INDEX:	P28W1
      OFFSETS:	0-5
       TOKENS:	P28W1-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(wiAill~iy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Aill~iy
        GLOSS:	and+which

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P28W2
      OFFSETS:	6-9
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	said/say/be said/say/(for example)+he/it

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P28W3
      OFFSETS:	10-13
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	اختيار
     IS_TRANS:	AxtyAr
        INDEX:	P28W4
      OFFSETS:	14-20
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{ixotiyAr_1]
   UNSPLITVOC:	(AixotiyAr)
          POS:	NOUN
          VOC:	{ixotiyAr
        GLOSS:	choice/selection/preference

 INPUT STRING:	الاسلاميين
     IS_TRANS:	AlAslAmyyn
        INDEX:	P28W5
      OFFSETS:	21-31
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al<isolAmiy~_1]
   UNSPLITVOC:	(Al<isolAmiy~iyn)
          POS:	DET+ADJ+NSUFF_MASC_DU_ACC
          VOC:	Al+<isolAmiy~+iyn
        GLOSS:	the+Islamic/Islamist/Muslim+[masc.pl.]

 INPUT STRING:	للمجلس
     IS_TRANS:	llmjls
        INDEX:	P28W6
      OFFSETS:	32-38
       TOKENS:	P28W7-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(lilmajolis)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+majolis
        GLOSS:	for/to+the+council/board/Majlis

 INPUT STRING:	بسبب
     IS_TRANS:	bsbb
        INDEX:	P28W7
      OFFSETS:	39-43
       TOKENS:	P28W9-P28W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(bisabab)
          POS:	PREP+NOUN
          VOC:	bi+sabab
        GLOSS:	with/by+reason/cause/because of/due to

 INPUT STRING:	الجهل
     IS_TRANS:	Aljhl
        INDEX:	P28W8
      OFFSETS:	44-49
       TOKENS:	P28W11-P28W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jahol_1]
   UNSPLITVOC:	(Aljahol)
          POS:	DET+NOUN
          VOC:	Al+jahol
        GLOSS:	the+ignorance

 INPUT STRING:	والامية
     IS_TRANS:	wAlAmyp
        INDEX:	P28W9
      OFFSETS:	50-57
       TOKENS:	P28W12-P28W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~iy~ap_1]
   UNSPLITVOC:	(wiAl>um~iy~ap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+>um~iy~+ap
        GLOSS:	and+the+illiteracy+[fem.fg.]

 INPUT STRING:	واللى
     IS_TRANS:	wAllY
        INDEX:	P28W10
      OFFSETS:	58-63
       TOKENS:	P28W14-P28W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(wiAill~iy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Aill~iy
        GLOSS:	and+which

 INPUT STRING:	بيطالب
     IS_TRANS:	byTAlb
        INDEX:	P28W11
      OFFSETS:	64-70
       TOKENS:	P28W16-P28W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlib_1]
   UNSPLITVOC:	(biyiTAlib)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+TAlib
        GLOSS:	[present _tense]+he/it+ask for

 INPUT STRING:	بالديموقراطية
     IS_TRANS:	bAldymwqrATyp
        INDEX:	P28W12
      OFFSETS:	71-84
       TOKENS:	P28W18-P28W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diymuqrATiy~_1]
   UNSPLITVOC:	(biAldiymuwqrATiy~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+diymuwqrATiy~+ap
        GLOSS:	with/by+the+democrat+[fem.sg.]

 INPUT STRING:	وموش
     IS_TRANS:	wmw$
        INDEX:	P28W13
      OFFSETS:	85-89
       TOKENS:	P28W20-P28W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muw$_1]
   UNSPLITVOC:	(wimuw$)
          POS:	CONJ+NEG_PART
          VOC:	wi+muw$
        GLOSS:	and+not

 INPUT STRING:	بيطبقها
     IS_TRANS:	byTbqhA
        INDEX:	P28W14
      OFFSETS:	90-97
       TOKENS:	P28W22-P28W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab~aq_1]
   UNSPLITVOC:	(biyiTab~aqhA)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3FS
          VOC:	bi+yi+Tab~aq+hA
        GLOSS:	[present-tense]+he/it+apply/implement/be applied/be implemented+it/them/her

 INPUT STRING:	وبيهين
     IS_TRANS:	wbyhyn
        INDEX:	P28W15
      OFFSETS:	98-104
       TOKENS:	P28W25-P28W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAn_1]
   UNSPLITVOC:	(wibiyihiyn)
          POS:	CONJ+PROG_PART+IV3MS+IV
          VOC:	wi+bi+yi+hiyn
        GLOSS:	and+[present tense]+he/it+insult

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P28W16
      OFFSETS:	105-107
       TOKENS:	P28W28-P28W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	Any

 INPUT STRING:	رأى
     IS_TRANS:	r>Y
        INDEX:	P28W17
      OFFSETS:	108-111
       TOKENS:	P28W29-P28W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea

 INPUT STRING:	مخالف
     IS_TRANS:	mxAlf
        INDEX:	P28W18
      OFFSETS:	112-117
       TOKENS:	P28W30-P28W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mixAlif_1]
   UNSPLITVOC:	(mixAlif)
          POS:	ADJ
          VOC:	mixAlif
        GLOSS:	different

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P29W1
      OFFSETS:	0-2
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفه
     IS_TRANS:	EArfh
        INDEX:	P29W2
      OFFSETS:	3-8
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P30W1
      OFFSETS:	0-2
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P30W2
      OFFSETS:	3-7
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	NOUN
          VOC:	>akiyd
        GLOSS:	sure

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P30W3
      OFFSETS:	8-10
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P30W4
      OFFSETS:	11-15
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	تضرر
     IS_TRANS:	tDrr
        INDEX:	P30W5
      OFFSETS:	16-20
       TOKENS:	P30W5-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taDar~ar_1]
   UNSPLITVOC:	(taDar~ar)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	taDar~ar+(null)
        GLOSS:	complain/be injured+he/it [verb]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P30W6
      OFFSETS:	21-23
       TOKENS:	P30W6-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الثوره
     IS_TRANS:	Alvwrh
        INDEX:	P30W7
      OFFSETS:	24-30
       TOKENS:	P30W7-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	هيكون
     IS_TRANS:	hykwn
        INDEX:	P30W8
      OFFSETS:	31-36
       TOKENS:	P30W8-P30W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(Hayikuwn)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+kuwn
        GLOSS:	will+he/it+be

 INPUT STRING:	عدو
     IS_TRANS:	Edw
        INDEX:	P30W9
      OFFSETS:	37-40
       TOKENS:	P30W10-P30W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eaduw~_1]
   UNSPLITVOC:	(Eaduw~)
          POS:	NOUN
          VOC:	Eaduw~
        GLOSS:	enemy

 INPUT STRING:	الثوره
     IS_TRANS:	Alvwrh
        INDEX:	P30W10
      OFFSETS:	41-47
       TOKENS:	P30W11-P30W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	ودول
     IS_TRANS:	wdwl
        INDEX:	P30W11
      OFFSETS:	48-52
       TOKENS:	P30W12-P30W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[duwol_1]
   UNSPLITVOC:	(widuwol)
          POS:	CONJ+DEM_PRON_P
          VOC:	wi+duwol
        GLOSS:	and+those

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P30W12
      OFFSETS:	53-57
       TOKENS:	P30W14-P30W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	a lot

 INPUT STRING:	اوى
     IS_TRANS:	AwY
        INDEX:	P30W13
      OFFSETS:	58-61
       TOKENS:	P30W15-P30W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	NOUN
          VOC:	qawiy
        GLOSS:	so much

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P31W1
      OFFSETS:	0-4
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	منهم
     IS_TRANS:	mnhm
        INDEX:	P31W2
      OFFSETS:	5-9
       TOKENS:	P31W2-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhum)
          POS:	PREP+PRON_3P
          VOC:	min+hum
        GLOSS:	from+them

 INPUT STRING:	يحاول
     IS_TRANS:	yHAwl
        INDEX:	P31W3
      OFFSETS:	10-15
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(yiHAwil)
          POS:	IV3MS+IV
          VOC:	yi+HAwil
        GLOSS:	he/it+try

 INPUT STRING:	يسقط
     IS_TRANS:	ysqT
        INDEX:	P31W4
      OFFSETS:	16-20
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[saq~aT_1]
   UNSPLITVOC:	(yisaq~iT)
          POS:	IV3MS+IV_PASS
          VOC:	yi+saq~iT
        GLOSS:	he/it+be fail

 INPUT STRING:	الثوره
     IS_TRANS:	Alvwrh
        INDEX:	P31W5
      OFFSETS:	21-27
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	باى
     IS_TRANS:	bAY
        INDEX:	P31W6
      OFFSETS:	28-31
       TOKENS:	P31W7-P31W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(bi>ay~)
          POS:	PREP+NOUN_QUANT
          VOC:	bi+>ay~
        GLOSS:	with/by+Any

 INPUT STRING:	شكل
     IS_TRANS:	$kl
        INDEX:	P31W7
      OFFSETS:	32-35
       TOKENS:	P31W9-P31W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akol)
          POS:	NOUN
          VOC:	$akol
        GLOSS:	manner/form/configuration/manners / types/forms/configurations

 INPUT STRING:	وفى
     IS_TRANS:	wfY
        INDEX:	P31W8
      OFFSETS:	36-39
       TOKENS:	P31W10-P31W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	CONJ+PREP
          VOC:	wi+fiy
        GLOSS:	and+in

 INPUT STRING:	منهم
     IS_TRANS:	mnhm
        INDEX:	P31W9
      OFFSETS:	40-44
       TOKENS:	P31W12-P31W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhum)
          POS:	PREP+PRON_3P
          VOC:	min+hum
        GLOSS:	from+them

 INPUT STRING:	بيكرها
     IS_TRANS:	bykrhA
        INDEX:	P31W10
      OFFSETS:	45-51
       TOKENS:	P31W14-P31W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[karah_1]
   UNSPLITVOC:	(biyikorah~hA)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3FS
          VOC:	bi+yi+korah~+hA
        GLOSS:	[present tense]+he/it+hate+her /it

 INPUT STRING:	لانه
     IS_TRANS:	lAnh
        INDEX:	P31W11
      OFFSETS:	52-56
       TOKENS:	P31W17-P31W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~uh)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	li+<in~+uh
        GLOSS:	for/to+that+he/it

 INPUT STRING:	تضرر
     IS_TRANS:	tDrr
        INDEX:	P31W12
      OFFSETS:	57-61
       TOKENS:	P31W20-P31W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taDar~ar_1]
   UNSPLITVOC:	(taDar~ar)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	taDar~ar+(null)
        GLOSS:	be harmed+he/it

 INPUT STRING:	منها
     IS_TRANS:	mnhA
        INDEX:	P31W13
      OFFSETS:	62-66
       TOKENS:	P31W21-P31W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhA)
          POS:	PREP+PRON_3FS
          VOC:	min+hA
        GLOSS:	from+her

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P31W14
      OFFSETS:	67-70
       TOKENS:	P31W23-P31W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/entire+his/its

 INPUT STRING:	جايز
     IS_TRANS:	jAyz
        INDEX:	P31W15
      OFFSETS:	71-75
       TOKENS:	P31W25-P31W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAyiz_1]
   UNSPLITVOC:	(jAyiz)
          POS:	NOUN
          VOC:	jAyiz
        GLOSS:	may be

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P32W1
      OFFSETS:	0-3
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P32W2
      OFFSETS:	4-8
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P32W3
      OFFSETS:	9-11
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	قادره
     IS_TRANS:	qAdrh
        INDEX:	P32W4
      OFFSETS:	12-17
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAdir_1]
   UNSPLITVOC:	(qAdorap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	qAdor+ap
        GLOSS:	capable/able+[fem.sg.]

 INPUT STRING:	اصدقه
     IS_TRANS:	ASdqh
        INDEX:	P32W5
      OFFSETS:	18-23
       TOKENS:	P32W5-P32W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sad~aq_1]
   UNSPLITVOC:	(AaSad~aquh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	Aa+Sad~aq+uh
        GLOSS:	I+believe/give credence to/confirm/be believed+it

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P32W6
      OFFSETS:	24-26
       TOKENS:	P32W7-P32W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P32W7
      OFFSETS:	27-29
       TOKENS:	P32W8-P32W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	some one

 INPUT STRING:	يتأمر
     IS_TRANS:	yt>mr
        INDEX:	P32W8
