 INPUT STRING:	وبدات
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	الملتزمات
     IS_TRANS:	AlmltzmAt
        INDEX:	P20W11
      OFFSETS:	58-67
       TOKENS:	P20W14-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mulotazim_1]
   UNSPLITVOC:	(AlmulotazimAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+mulotazim+At
        GLOSS:	the+committed (to)/adherent (to)+[fem.pl.]

 INPUT STRING:	بالتنبيهات
     IS_TRANS:	bAltnbyhAt
        INDEX:	P20W12
      OFFSETS:	68-78
       TOKENS:	P20W15-P20W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanobiyh_1]
   UNSPLITVOC:	(biAlt~anobiyhAt)
          POS:	PREP+DET+NOUN+NSUFF_FEM_PL
          VOC:	bi+Al+tanobiyh+At
        GLOSS:	with/by+the+warning/alerting/alarm+[fem.pl.]

 INPUT STRING:	ولم
     IS_TRANS:	wlm
        INDEX:	P21W1
      OFFSETS:	0-3
       TOKENS:	P21W1-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lam_1]
   UNSPLITVOC:	(walam)
          POS:	CONJ+NEG_PART
          VOC:	wa+lamo
        GLOSS:	and+did not

 INPUT STRING:	يتم
     IS_TRANS:	ytm
        INDEX:	P21W2
      OFFSETS:	4-7
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(yatim~)
          POS:	IV3MS+IV
          VOC:	ya+tim~
        GLOSS:	he/it+is

 INPUT STRING:	حظرهن
     IS_TRANS:	HZrhn
        INDEX:	P21W3
      OFFSETS:	8-13
       TOKENS:	P21W4-P21W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HaZor_1]
   UNSPLITVOC:	(HaZorahun~a)
          POS:	NOUN+CASE_DEF_ACC+POSS_PRON_3FP
          VOC:	HaZor+a+hun~a
        GLOSS:	prohibition/ban+[def.acc.]+their

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P21W4
      OFFSETS:	14-16
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P21W5
      OFFSETS:	17-20
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	لمخالفات
     IS_TRANS:	lmxAlfAt
        INDEX:	P21W6
      OFFSETS:	21-29
       TOKENS:	P21W8-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxAlafap_1]
   UNSPLITVOC:	(limuxAlafAt)
          POS:	PREP+NOUN+NSUFF_FEM_PL
          VOC:	li+muxAlaf+At
        GLOSS:	for/to+infringement/contrast+[fem.pl.]

 INPUT STRING:	متعلقة
     IS_TRANS:	mtElqp
        INDEX:	P21W7
      OFFSETS:	30-36
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaEal~iq_1]
   UNSPLITVOC:	(mutaEal~iqap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mutaEal~iq+ap
        GLOSS:	attached/connected/concerning+[fem.sg.]

 INPUT STRING:	بالثائرات
     IS_TRANS:	bAlvA}rAt
        INDEX:	P21W8
      OFFSETS:	37-46
       TOKENS:	P21W11-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vA}ir_1]
   UNSPLITVOC:	(biAlv~A}irAt)
          POS:	PREP+DET+NOUN+NSUFF_FEM_PL
          VOC:	bi+Al+vA}ir+At
        GLOSS:	with/by+the+agitated/exited+[fem.pl.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P21W9
      OFFSETS:	47-49
       TOKENS:	P21W13-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	حقـــــهم
     IS_TRANS:	Hq_____hm
        INDEX:	P21W10
      OFFSETS:	50-59
       TOKENS:	P21W14-P21W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~hum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Haq~+hum
        GLOSS:	truth/right+their

 INPUT STRING:	فتح
     IS_TRANS:	ftH
        INDEX:	P21W11
      OFFSETS:	60-63
       TOKENS:	P21W16-P21W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fatoH_1]
   UNSPLITVOC:	(fatoH)
          POS:	NOUN
          VOC:	fatoH
        GLOSS:	opening

 INPUT STRING:	الاجزاء
     IS_TRANS:	AlAjzA'
        INDEX:	P21W12
      OFFSETS:	64-71
       TOKENS:	P21W17-P21W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juz'_1]
   UNSPLITVOC:	(Al>ajozA')
          POS:	DET+NOUN
          VOC:	Al+>ajozA'
        GLOSS:	the+sections/pieces/portions/parts/fractions

 INPUT STRING:	الجديدة
     IS_TRANS:	Aljdydp
        INDEX:	P21W13
      OFFSETS:	72-79
       TOKENS:	P21W18-P21W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(Aljidiydap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+jidiyd+ap
        GLOSS:	the+new/modern+[fem.sg.]

 INPUT STRING:	والى
     IS_TRANS:	wAlY
        INDEX:	P22W1
      OFFSETS:	0-4
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~iy_1]
   UNSPLITVOC:	(waAll~iy)
          POS:	CONJ+REL_PRON
          VOC:	wa+All~iy
        GLOSS:	and+who/whose/which

 INPUT STRING:	يتم
     IS_TRANS:	ytm
        INDEX:	P22W2
      OFFSETS:	5-8
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(yatim~)
          POS:	IV3MS+IV
          VOC:	ya+tim~
        GLOSS:	he/it+is

 INPUT STRING:	حظرها
     IS_TRANS:	HZrhA
        INDEX:	P22W3
      OFFSETS:	9-14
       TOKENS:	P22W4-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaZar_1]
   UNSPLITVOC:	(HaZarhA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS
          VOC:	HaZar+(null)+hA
        GLOSS:	ban/prohibit+he/it+it/them/her

 INPUT STRING:	بيتم
     IS_TRANS:	bytm
        INDEX:	P22W4
      OFFSETS:	15-19
       TOKENS:	P22W6-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(biyitim~)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+tim~
        GLOSS:	[present-tense]+he/it+conclude/take place

 INPUT STRING:	مراقبتة
     IS_TRANS:	mrAqbtp
        INDEX:	P22W5
      OFFSETS:	20-27
       TOKENS:	P22W8-P22W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[murAqabap_2]
   UNSPLITVOC:	(murAqabathu)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	murAqab+at+hu
        GLOSS:	observation/inspection+[fem.sg.]+his/its

 INPUT STRING:	مشاركتها
     IS_TRANS:	m$ArkthA
        INDEX:	P22W6
      OFFSETS:	28-36
       TOKENS:	P22W10-P22W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$Arokap_1]
   UNSPLITVOC:	(mu$ArokithA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	mu$Arok+ap+hA
        GLOSS:	participation/association+[fem.sg.]+its/their/her

 INPUT STRING:	وبعد
     IS_TRANS:	wbEd
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(wibaEod)
          POS:	CONJ+NOUN
          VOC:	wi+baEod
        GLOSS:	and+after

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P23W2
      OFFSETS:	5-7
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	تلتزم
     IS_TRANS:	tltzm
        INDEX:	P23W3
      OFFSETS:	8-13
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ilotazam_1]
   UNSPLITVOC:	(tilotizim)
          POS:	IV3FS+IV
          VOC:	ti+lotizim
        GLOSS:	it/they/she+adhere to/maintain/preserve/be committed to

 INPUT STRING:	بيكون
     IS_TRANS:	bykwn
        INDEX:	P23W4
      OFFSETS:	14-19
       TOKENS:	P23W5-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(biyikuwn)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+kuwn
        GLOSS:	[present-tense]+he/it+be

 INPUT STRING:	لها
     IS_TRANS:	lhA
        INDEX:	P23W5
      OFFSETS:	20-23
       TOKENS:	P23W7-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lahA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	to/for+it/them/her (it/she has, they have)

 INPUT STRING:	الحق
     IS_TRANS:	AlHq
        INDEX:	P23W6
      OFFSETS:	24-28
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(AlHaq~)
          POS:	DET+NOUN
          VOC:	Al+Haq~
        GLOSS:	the+right, prerogative, truth

 INPUT STRING:	مرة
     IS_TRANS:	mrp
        INDEX:	P23W7
      OFFSETS:	29-32
       TOKENS:	P23W10-P23W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	once/one time/(several) times+[fem.sg.]

 INPUT STRING:	اخرى
     IS_TRANS:	AxrY
        INDEX:	P23W8
      OFFSETS:	33-37
       TOKENS:	P23W11-P23W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>uxoraY_1]
   UNSPLITVOC:	(>uxoraY)
          POS:	ADJ
          VOC:	>uxoraY
        GLOSS:	other/another/additional

 INPUT STRING:	مثلها
     IS_TRANS:	mvlhA
        INDEX:	P23W9
      OFFSETS:	38-43
       TOKENS:	P23W12-P23W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mivol_1]
   UNSPLITVOC:	(mivolhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	mivol+hA
        GLOSS:	like/such as+its/their/her

 INPUT STRING:	مثل
     IS_TRANS:	mvl
        INDEX:	P23W10
      OFFSETS:	44-47
       TOKENS:	P23W14-P23W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(maval)
          POS:	NOUN
          VOC:	maval
        GLOSS:	like/such as/like/such as/the likes of

 INPUT STRING:	باقى
     IS_TRANS:	bAqY
        INDEX:	P23W11
      OFFSETS:	48-52
       TOKENS:	P23W15-P23W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAqiy_1]
   UNSPLITVOC:	(bAqiy)
          POS:	NOUN
          VOC:	bAqiy
        GLOSS:	remaining

 INPUT STRING:	الاخوات
     IS_TRANS:	AlAxwAt
        INDEX:	P23W12
      OFFSETS:	53-60
       TOKENS:	P23W16-P23W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxot_1]
   UNSPLITVOC:	(AlAxawAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+Axaw+At
        GLOSS:	the+sister/counterpart/sisters+[fem.pl.]

 INPUT STRING:	بالظبط
     IS_TRANS:	bAlZbT
        INDEX:	P23W13
      OFFSETS:	61-67
       TOKENS:	P23W17-P23W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZaboT_1]
   UNSPLITVOC:	(biAlZ~aboT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+ZaboT
        GLOSS:	with/by+the+exactly

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P23W14
      OFFSETS:	68-70
       TOKENS:	P23W19-P23W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	فتح
     IS_TRANS:	ftH
        INDEX:	P23W15
      OFFSETS:	71-74
       TOKENS:	P23W20-P23W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fatoH_1]
   UNSPLITVOC:	(fatoH)
          POS:	NOUN
          VOC:	fatoH
        GLOSS:	opening

 INPUT STRING:	الاجزاء
     IS_TRANS:	AlAjzA'
        INDEX:	P23W16
      OFFSETS:	75-82
       TOKENS:	P23W21-P23W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juz'_1]
   UNSPLITVOC:	(Al>ajozA')
          POS:	DET+NOUN
          VOC:	Al+>ajozA'
        GLOSS:	the+sections/pieces/portions/parts/fractions

 INPUT STRING:	واى
     IS_TRANS:	wAY
        INDEX:	P24W1
      OFFSETS:	0-3
       TOKENS:	P24W1-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(wi>ay~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+>ay~
        GLOSS:	and+any

 INPUT STRING:	ثائرة
     IS_TRANS:	vA}rp
        INDEX:	P24W2
      OFFSETS:	4-9
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vA}ir_1]
   UNSPLITVOC:	(vA}irap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	vA}ir+ap
        GLOSS:	agitated/exited+[fem.sg.]

 INPUT STRING:	مننا
     IS_TRANS:	mnnA
        INDEX:	P24W3
      OFFSETS:	10-14
       TOKENS:	P24W4-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~inA)
          POS:	PREP+PRON_1P
          VOC:	min~+nA
        GLOSS:	from+us

 INPUT STRING:	تفتح
     IS_TRANS:	tftH
        INDEX:	P24W4
      OFFSETS:	15-19
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fataH_1]
   UNSPLITVOC:	(tifotaH)
          POS:	IV3FS+IV
          VOC:	ti+fotaH
        GLOSS:	it/they/she+open/conquer/be opened/be conquered

 INPUT STRING:	جزء
     IS_TRANS:	jz'
        INDEX:	P24W5
      OFFSETS:	20-23
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juz'_1]
   UNSPLITVOC:	(juz')
          POS:	NOUN
          VOC:	juz'
        GLOSS:	section/piece/portion/part/fraction/sections/pieces/portions/parts/fractions

 INPUT STRING:	جديد
     IS_TRANS:	jdyd
        INDEX:	P24W6
      OFFSETS:	24-28
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jadiyd_1]
   UNSPLITVOC:	(jadiyd)
          POS:	ADJ
          VOC:	jadiyd
        GLOSS:	new/modern

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P24W7
      OFFSETS:	29-34
       TOKENS:	P24W9-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+it/them/her

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P24W8
      OFFSETS:	35-39
       TOKENS:	P24W11-P24W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+it/they/she

 INPUT STRING:	تلتزم
     IS_TRANS:	tltzm
        INDEX:	P24W9
      OFFSETS:	40-45
       TOKENS:	P24W13-P24W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ilotazam_1]
   UNSPLITVOC:	(tilotizim)
          POS:	IV3FS+IV
          VOC:	ti+lotizim
        GLOSS:	it/they/she+adhere to/maintain/preserve/be committed to

 INPUT STRING:	تماما
     IS_TRANS:	tmAmA
        INDEX:	P24W10
      OFFSETS:	46-51
       TOKENS:	P24W14-P24W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	tamAm+AF
        GLOSS:	exact/complete/exactly/completely+[acc.indef.]

 INPUT STRING:	بقوانين
     IS_TRANS:	bqwAnyn
        INDEX:	P24W11
      OFFSETS:	52-59
       TOKENS:	P24W15-P24W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAnuwn_1]
   UNSPLITVOC:	(biqawAniyn)
          POS:	PREP+NOUN+NSUFF_MASC_PL
          VOC:	bi+qawAn+iyn
        GLOSS:	with/by+law/statutes/regulations+[pl.]

 INPUT STRING:	موضوعنـــــا
     IS_TRANS:	mwDwEn_____A
        INDEX:	P24W12
      OFFSETS:	60-72
       TOKENS:	P24W17-P24W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mawoDuwE_1]
   UNSPLITVOC:	(mawoDuwEnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	mawoDuwE+nA
        GLOSS:	subject/theme/issue+our

 INPUT STRING:	واكيد
     IS_TRANS:	wAkyd
        INDEX:	P25W1
      OFFSETS:	0-5
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakiyd_1]
   UNSPLITVOC:	(wiAkiyd)
          POS:	CONJ+ADJ
          VOC:	wi+Akiyd
        GLOSS:	and+certain/sure

 INPUT STRING:	كلنا
     IS_TRANS:	klnA
        INDEX:	P25W2
      OFFSETS:	6-10
       TOKENS:	P25W3-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~nA)
          POS:	NOUN_QUANT+POSS_PRON_1P
          VOC:	kul~+nA
        GLOSS:	all/entire / every/ whole+our

 INPUT STRING:	نقدر
     IS_TRANS:	nqdr
        INDEX:	P25W3
      OFFSETS:	11-15
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qadar_1]
   UNSPLITVOC:	(niqodar)
          POS:	IV1P+IV
          VOC:	ni+qodar
        GLOSS:	we+able

 INPUT STRING:	نفتح
     IS_TRANS:	nftH
        INDEX:	P25W4
      OFFSETS:	16-20
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fataH_1]
   UNSPLITVOC:	(nifotaH)
          POS:	IV1P+IV
          VOC:	ni+fotaH
        GLOSS:	we+open/conquer/be opened/be conquered

 INPUT STRING:	الاجزاء
     IS_TRANS:	AlAjzA'
        INDEX:	P25W5
      OFFSETS:	21-28
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juz'_1]
   UNSPLITVOC:	(Al>ajozA')
          POS:	DET+NOUN
          VOC:	Al+>ajozA'
        GLOSS:	the+sections/pieces/portions/parts/fractions

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P26W1
      OFFSETS:	0-3
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P26W2
      OFFSETS:	4-8
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	نكون
     IS_TRANS:	nkwn
        INDEX:	P26W3
      OFFSETS:	9-13
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(nikuwn)
          POS:	IV1P+IV
          VOC:	ni+kuwn
        GLOSS:	we+be

 INPUT STRING:	بنعرف
     IS_TRANS:	bnErf
        INDEX:	P26W4
      OFFSETS:	14-19
       TOKENS:	P26W4-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(biniEoraf)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+Eoraf
        GLOSS:	[present-tense]+we+know/be known

 INPUT STRING:	طبيعة
     IS_TRANS:	TbyEp
        INDEX:	P26W5
      OFFSETS:	20-25
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TabiyEap_1]
   UNSPLITVOC:	(TabiyEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	TabiyE+ap
        GLOSS:	nature/natural+[fem.sg.]

 INPUT STRING:	موضوعنا
     IS_TRANS:	mwDwEnA
        INDEX:	P26W6
      OFFSETS:	26-33
       TOKENS:	P26W7-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(mawDuwEnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	mawDuwE+nA
        GLOSS:	subject/theme/issue+our

 INPUT STRING:	بمعنى
     IS_TRANS:	bmEnY
        INDEX:	P26W7
      OFFSETS:	34-39
       TOKENS:	P26W9-P26W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEonaY_1]
   UNSPLITVOC:	(bimaEonaY)
          POS:	PREP+NOUN
          VOC:	bi+maEonaY
        GLOSS:	with/by+meaning/sense

 INPUT STRING:	مينفعش
     IS_TRANS:	mynfE$
        INDEX:	P26W8
      OFFSETS:	40-46
       TOKENS:	P26W11-P26W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafaE_1]
