 INPUT STRING:	اقصد
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W31
      OFFSETS:	155-156
       TOKENS:	P13W41-P13W41
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W32
      OFFSETS:	156-157
       TOKENS:	P13W42-P13W42
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W33
      OFFSETS:	157-158
       TOKENS:	P13W43-P13W43
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W34
      OFFSETS:	158-159
       TOKENS:	P13W44-P13W44
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W35
      OFFSETS:	159-160
       TOKENS:	P13W45-P13W45
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	امال
     IS_TRANS:	AmAl
        INDEX:	P14W1
      OFFSETS:	0-4
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~Al_1]
   UNSPLITVOC:	(>um~Al)
          POS:	ADV
          VOC:	>um~Al
        GLOSS:	hence/so/then

 INPUT STRING:	99
     IS_TRANS:	99
        INDEX:	P14W2
      OFFSETS:	5-7
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(99)
          POS:	NOUN_NUM
          VOC:	99
        GLOSS:	99

 INPUT STRING:	%
     IS_TRANS:	%
        INDEX:	P14W3
      OFFSETS:	7-8
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(%)
          POS:	PUNC
          VOC:	%
        GLOSS:	%

 INPUT STRING:	ياريس
     IS_TRANS:	yArys
        INDEX:	P14W4
      OFFSETS:	8-13
       TOKENS:	P14W4-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ray~is_1]
   UNSPLITVOC:	(yAray~is)
          POS:	VOC_PART+NOUN
          VOC:	yaA+ray~is
        GLOSS:	oh+captain/chief/boss

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P14W5
      OFFSETS:	14-17
       TOKENS:	P14W6-P14W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you

 INPUT STRING:	نسيت
     IS_TRANS:	nsyt
        INDEX:	P14W6
      OFFSETS:	18-22
       TOKENS:	P14W7-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisiy_1]
   UNSPLITVOC:	(nisiyt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	nisiy+t
        GLOSS:	forget+you

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P14W7
      OFFSETS:	23-26
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	INTERJ
          VOC:	Tay~ib
        GLOSS:	okay

 INPUT STRING:	اوكيه
     IS_TRANS:	Awkyh
        INDEX:	P14W8
      OFFSETS:	27-32
       TOKENS:	P14W9-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aawok~ayoh_1]
   UNSPLITVOC:	(Aawok~ayoh)
          POS:	INTERJ
          VOC:	Aawok~ayoh
        GLOSS:	okay

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P14W9
      OFFSETS:	33-36
       TOKENS:	P14W10-P14W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بركه
     IS_TRANS:	brkh
        INDEX:	P14W10
      OFFSETS:	37-41
       TOKENS:	P14W11-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barakap_1]
   UNSPLITVOC:	(barakap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	barak+ap
        GLOSS:	blessing/blessings+[fem.sg.]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P14W11
      OFFSETS:	42-46
       TOKENS:	P14W12-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P14W12
      OFFSETS:	47-50
       TOKENS:	P14W13-P14W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	INTERJ
          VOC:	Tay~ib
        GLOSS:	okay

 INPUT STRING:	هيعمل
     IS_TRANS:	hyEml
        INDEX:	P14W13
      OFFSETS:	51-56
       TOKENS:	P14W14-P14W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HayiEomil)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+Eomil
        GLOSS:	will+he/it+work/act/action

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P14W14
      OFFSETS:	57-60
       TOKENS:	P14W16-P14W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aiyh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	REL_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	يشترك
     IS_TRANS:	y$trk
        INDEX:	P14W15
      OFFSETS:	61-66
       TOKENS:	P14W17-P14W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ai$otarak_1]
   UNSPLITVOC:	(yi$otirik)
          POS:	IV3MS+IV
          VOC:	yi+$otirik
        GLOSS:	he/it+participate

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P14W16
      OFFSETS:	67-69
       TOKENS:	P14W18-P14W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الرياضه
     IS_TRANS:	AlryADh
        INDEX:	P14W17
      OFFSETS:	70-77
       TOKENS:	P14W19-P14W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riyADap_1]
   UNSPLITVOC:	(Alr~iyADap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+riyAD+ap
        GLOSS:	the+sport/physical exercise/mathematics+[fem.sg.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P14W18
      OFFSETS:	78-81
       TOKENS:	P14W20-P14W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this

 INPUT STRING:	ويتداخل
     IS_TRANS:	wytdAxl
        INDEX:	P14W19
      OFFSETS:	82-89
       TOKENS:	P14W21-P14W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitodAxil_1]
   UNSPLITVOC:	(wiyitodAxil)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+todAxil
        GLOSS:	and+he/it+react (against)/conflict (with)

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P14W20
      OFFSETS:	90-92
       TOKENS:	P14W23-P14W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	الرياض
     IS_TRANS:	AlryAD
        INDEX:	P14W21
      OFFSETS:	93-99
       TOKENS:	P14W24-P14W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlryAD)
          POS:	TYPO
          VOC:	AlryAD
        GLOSS:	nogloss

 INPUT STRING:	يين
     IS_TRANS:	yyn
        INDEX:	P14W22
      OFFSETS:	100-103
       TOKENS:	P14W25-P14W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(yyn)
          POS:	TYPO
          VOC:	yyn
        GLOSS:	nogloss

 INPUT STRING:	ويظهر
     IS_TRANS:	wyZhr
        INDEX:	P14W23
      OFFSETS:	105-110
       TOKENS:	P14W26-P14W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zahar_1]
   UNSPLITVOC:	(wiyiZohar)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+Zohar
        GLOSS:	and+he/it+appear/emerge

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P14W24
      OFFSETS:	111-113
       TOKENS:	P14W28-P14W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المجتمع
     IS_TRANS:	AlmjtmE
        INDEX:	P14W25
      OFFSETS:	114-121
       TOKENS:	P14W29-P14W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mijotimiE_1]
   UNSPLITVOC:	(AlmijotimiE)
          POS:	DET+NOUN
          VOC:	Al+mijotimiE
        GLOSS:	the+society

 INPUT STRING:	ويبقي
     IS_TRANS:	wybqy
        INDEX:	P14W26
      OFFSETS:	123-128
       TOKENS:	P14W30-P14W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(wiyiboqaY)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+boqaY
        GLOSS:	and+he/it+become/remain

 INPUT STRING:	واد
     IS_TRANS:	wAd
        INDEX:	P14W27
      OFFSETS:	129-132
       TOKENS:	P14W32-P14W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAd_1]
   UNSPLITVOC:	(wAd)
          POS:	NOUN
          VOC:	wAd
        GLOSS:	boy

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P14W28
      OFFSETS:	133-137
       TOKENS:	P14W33-P14W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fi_1]
   UNSPLITVOC:	(mAfiyh$)
          POS:	NEG_PART+PREP+PRON_3MS+NEG_PART
          VOC:	mA+fiy+h+$
        GLOSS:	not+there+his/it+not

 INPUT STRING:	منه
     IS_TRANS:	mnh
        INDEX:	P14W29
      OFFSETS:	138-141
       TOKENS:	P14W37-P14W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+it/him

 INPUT STRING:	وطبعا
     IS_TRANS:	wTbEA
        INDEX:	P14W30
      OFFSETS:	142-147
       TOKENS:	P14W39-P14W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(wiTaboEAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+TaboE+AF
        GLOSS:	and+temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	الحاقدين
     IS_TRANS:	AlHAqdyn
        INDEX:	P14W31
      OFFSETS:	148-156
       TOKENS:	P14W41-P14W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAqid_1]
   UNSPLITVOC:	(AlHAqidiyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+HAqid+iyn
        GLOSS:	the+spiteful/malicious+[pl.]

 INPUT STRING:	يمتنعوا
     IS_TRANS:	ymtnEwA
        INDEX:	P14W32
      OFFSETS:	157-164
       TOKENS:	P14W42-P14W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AimotanaE_1]
   UNSPLITVOC:	(yimotinoEuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+motinoE+uwA
        GLOSS:	they+abstain/refrain/refuse+we

 INPUT STRING:	قم
     IS_TRANS:	qm
        INDEX:	P14W33
      OFFSETS:	165-167
       TOKENS:	P14W43-P14W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(qum)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	qum+(null)
        GLOSS:	stand+you

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P14W34
      OFFSETS:	168-171
       TOKENS:	P14W44-P14W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aiyh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	REL_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	تيجي
     IS_TRANS:	tyjy
        INDEX:	P14W35
      OFFSETS:	172-176
       TOKENS:	P14W45-P14W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(tiyojiy)
          POS:	IV3FS+IV
          VOC:	ti+yojiy
        GLOSS:	it/they/she+come

 INPUT STRING:	النفوس
     IS_TRANS:	Alnfws
        INDEX:	P14W36
      OFFSETS:	177-183
       TOKENS:	P14W46-P14W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(Aln~ufuws)
          POS:	DET+NOUN
          VOC:	Al+nufuws
        GLOSS:	the+soul/souls

 INPUT STRING:	الوحشه
     IS_TRANS:	AlwH$h
        INDEX:	P14W37
      OFFSETS:	184-190
       TOKENS:	P14W47-P14W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiHi$_1]
   UNSPLITVOC:	(AlwiHo$ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+wiHo$+ap
        GLOSS:	the+bad+[fem.sg.]

 INPUT STRING:	تعمل
     IS_TRANS:	tEml
        INDEX:	P14W38
      OFFSETS:	191-195
       TOKENS:	P14W48-P14W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(tiEomil)
          POS:	IV3FS+IV
          VOC:	ti+Eomil
        GLOSS:	it/they/she+work/function/act

 INPUT STRING:	ثوره
     IS_TRANS:	vwrh
        INDEX:	P14W39
      OFFSETS:	196-200
       TOKENS:	P14W49-P14W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(vawrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	vawr+ap
        GLOSS:	revolution/uprising+[fem.sg.]

 INPUT STRING:	ومين
     IS_TRANS:	wmyn
        INDEX:	P14W40
      OFFSETS:	201-205
       TOKENS:	P14W50-P14W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(wimiyn)
          POS:	CONJ+REL_PRON
          VOC:	wi+miyn
        GLOSS:	and+who

 INPUT STRING:	يساعدهم
     IS_TRANS:	ysAEdhm
        INDEX:	P14W41
      OFFSETS:	206-213
       TOKENS:	P14W52-P14W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEid_1]
   UNSPLITVOC:	(yisAEidhum)
          POS:	IV3MS+IV+IVSUFF_DO:3P
          VOC:	yi+sAEid+hum
        GLOSS:	he/it+help/assist/support/contribute+them

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P14W42
      OFFSETS:	214-219
       TOKENS:	P14W54-P14W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	التعبان
     IS_TRANS:	AltEbAn
        INDEX:	P14W43
      OFFSETS:	220-227
       TOKENS:	P14W55-P14W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEobAn_1]
   UNSPLITVOC:	(Alt~aEobAn)
          POS:	DET+ADJ
          VOC:	Al+taEobAn
        GLOSS:	the+tired/weary

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P14W44
      OFFSETS:	228-232
       TOKENS:	P14W56-P14W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P14W45
      OFFSETS:	233-237
       TOKENS:	P14W57-P14W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P14W46
      OFFSETS:	238-240
       TOKENS:	P14W58-P14W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	قادر
     IS_TRANS:	qAdr
        INDEX:	P14W47
      OFFSETS:	241-245
       TOKENS:	P14W59-P14W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAdir_1]
   UNSPLITVOC:	(qAdir)
          POS:	ADJ
          VOC:	qAdir
        GLOSS:	capable/able

 INPUT STRING:	وفاض
     IS_TRANS:	wfAD
        INDEX:	P14W48
      OFFSETS:	246-250
       TOKENS:	P14W60-P14W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAD_1]
   UNSPLITVOC:	(wifAD)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+fAD+(null)
        GLOSS:	and+exceed/overflow+he/it

 INPUT STRING:	بيه
     IS_TRANS:	byh
        INDEX:	P14W49
      OFFSETS:	251-254
       TOKENS:	P14W62-P14W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyh)
          POS:	PREP+PRON_3MS
          VOC:	bi+uh
        GLOSS:	with/by+it/him

 INPUT STRING:	الكيل
     IS_TRANS:	Alkyl
        INDEX:	P14W50
      OFFSETS:	255-260
       TOKENS:	P14W64-P14W64
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kayl_1]
   UNSPLITVOC:	(Alkayl)
          POS:	DET+NOUN
          VOC:	Al+kayl
        GLOSS:	the+dry measure

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W51
      OFFSETS:	260-261
       TOKENS:	P14W65-P14W65
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W52
      OFFSETS:	261-262
       TOKENS:	P14W66-P14W66
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W53
      OFFSETS:	262-263
       TOKENS:	P14W67-P14W67
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W54
      OFFSETS:	263-264
       TOKENS:	P14W68-P14W68
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W55
      OFFSETS:	264-265
       TOKENS:	P14W69-P14W69
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W56
      OFFSETS:	265-266
       TOKENS:	P14W70-P14W70
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W57
      OFFSETS:	266-267
       TOKENS:	P14W71-P14W71
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W58
      OFFSETS:	267-268
       TOKENS:	P14W72-P14W72
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W59
      OFFSETS:	268-269
       TOKENS:	P14W73-P14W73
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W60
      OFFSETS:	269-270
       TOKENS:	P14W74-P14W74
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W61
      OFFSETS:	270-271
       TOKENS:	P14W75-P14W75
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W62
      OFFSETS:	271-272
       TOKENS:	P14W76-P14W76
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
