 INPUT STRING:	بعد
        GLOSS:	speeds+[fem.pl.]

 INPUT STRING:	اعلى
     IS_TRANS:	AElY
        INDEX:	P20W49
      OFFSETS:	274-278
       TOKENS:	P20W59-P20W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEolaY_1]
   UNSPLITVOC:	(>aEolaY)
          POS:	ADJ_COMP
          VOC:	>aEolaY
        GLOSS:	higher/highest/supreme

 INPUT STRING:	ووجود
     IS_TRANS:	wwjwd
        INDEX:	P20W50
      OFFSETS:	279-284
       TOKENS:	P20W60-P20W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wujuwd_1]
   UNSPLITVOC:	(wiwujuwd)
          POS:	CONJ+NOUN
          VOC:	wi+wujuwd
        GLOSS:	and+presence/existence

 INPUT STRING:	للإنتقال
     IS_TRANS:	ll<ntqAl
        INDEX:	P20W51
      OFFSETS:	296-304
       TOKENS:	P20W62-P20W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotiqAl_1]
   UNSPLITVOC:	(lilAinotiqAl)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+AinotiqAl
        GLOSS:	for/to+the+transfer/communication

 INPUT STRING:	لكل
     IS_TRANS:	lkl
        INDEX:	P20W52
      OFFSETS:	305-308
       TOKENS:	P20W64-P20W65
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(likul~)
          POS:	PREP+NOUN_QUANT
          VOC:	li+kul~
        GLOSS:	for/to+all/entire/every/whole

 INPUT STRING:	مرحلة
     IS_TRANS:	mrHlp
        INDEX:	P20W53
      OFFSETS:	309-314
       TOKENS:	P20W66-P20W66
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maroHalap_1]
   UNSPLITVOC:	(maroHalap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maroHal+ap
        GLOSS:	phase/stage/round/phases/stages/rounds+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P20W54
      OFFSETS:	315-317
       TOKENS:	P20W67-P20W67
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الغيار
     IS_TRANS:	AlgyAr
        INDEX:	P20W55
      OFFSETS:	318-324
       TOKENS:	P20W68-P20W68
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[giyAr_1]
   UNSPLITVOC:	(AlgiyAr)
          POS:	DET+NOUN
          VOC:	Al+giyAr
        GLOSS:	the+exchange/interchange/replacement

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P20W56
      OFFSETS:	324-325
       TOKENS:	P20W69-P20W69
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	بعدها
     IS_TRANS:	bEdhA
        INDEX:	P21W1
      OFFSETS:	0-5
       TOKENS:	P21W1-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEodahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	baEod+hA
        GLOSS:	after/if/unless/whether/as long as/as soon as/which+its/their/her

 INPUT STRING:	العربية
     IS_TRANS:	AlErbyp
        INDEX:	P21W2
      OFFSETS:	6-13
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+car+[fem.sg.]

 INPUT STRING:	تبدأ
     IS_TRANS:	tbd>
        INDEX:	P21W3
      OFFSETS:	14-18
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bada>_1]
   UNSPLITVOC:	(tiboda>)
          POS:	IV3FS+IV
          VOC:	ti+boda>
        GLOSS:	it/they/she+start/begin

 INPUT STRING:	تجمع
     IS_TRANS:	tjmE
        INDEX:	P21W4
      OFFSETS:	19-23
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jam~aE_1]
   UNSPLITVOC:	(tijam~aE)
          POS:	IV3FS+IV
          VOC:	ti+jam~aE
        GLOSS:	it/they/she+accumulate/assemble/be accumulated/be assembled

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P21W5
      OFFSETS:	24-25
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	الموتور
     IS_TRANS:	Almwtwr
        INDEX:	P21W6
      OFFSETS:	26-33
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muwtuwr_1]
   UNSPLITVOC:	(Almuwtuwr)
          POS:	DET+NOUN
          VOC:	Al+muwtuwr
        GLOSS:	the+motor

 INPUT STRING:	صوته
     IS_TRANS:	Swth
        INDEX:	P21W7
      OFFSETS:	34-38
       TOKENS:	P21W8-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Suwt_1]
   UNSPLITVOC:	(Suwtuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Suwt+uh
        GLOSS:	sounds/soundu/votes/vote/sound/voices/voice+his/its

 INPUT STRING:	عالي
     IS_TRANS:	EAly
        INDEX:	P21W8
      OFFSETS:	39-43
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAliy_1]
   UNSPLITVOC:	(EAliy)
          POS:	ADJ
          VOC:	EAliy
        GLOSS:	high/elevated

 INPUT STRING:	لأن
     IS_TRANS:	l>n
        INDEX:	P21W9
      OFFSETS:	44-47
       TOKENS:	P21W11-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(la<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	سحب
     IS_TRANS:	sHb
        INDEX:	P21W10
      OFFSETS:	48-51
       TOKENS:	P21W13-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saHob_1]
   UNSPLITVOC:	(saHob)
          POS:	NOUN
          VOC:	saHob
        GLOSS:	withdrawal/pulling out/remove/drawings (lottery)

 INPUT STRING:	طلمبة
     IS_TRANS:	Tlmbp
        INDEX:	P21W11
      OFFSETS:	52-57
       TOKENS:	P21W14-P21W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tulumobap_1]
   UNSPLITVOC:	(Tulumobap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Tulumob+ap
        GLOSS:	pump+[fem.sg.]

 INPUT STRING:	زيت
     IS_TRANS:	zyt
        INDEX:	P21W12
      OFFSETS:	58-61
       TOKENS:	P21W15-P21W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zayt_1]
   UNSPLITVOC:	(zayt)
          POS:	NOUN
          VOC:	zayt
        GLOSS:	oil/olive oil

 INPUT STRING:	الجيربوكس
     IS_TRANS:	Aljyrbwks
        INDEX:	P21W13
      OFFSETS:	62-71
       TOKENS:	P21W16-P21W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiyrbuwks_1]
   UNSPLITVOC:	(Aljiyrbuwks)
          POS:	DET+NOUN
          VOC:	Al+jiyrbuwks
        GLOSS:	the+gear box

 INPUT STRING:	مكتوم
     IS_TRANS:	mktwm
        INDEX:	P21W14
      OFFSETS:	72-77
       TOKENS:	P21W17-P21W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makotuwm_1]
   UNSPLITVOC:	(makotuwm)
          POS:	ADJ
          VOC:	makotuwm
        GLOSS:	hidden/secret/concealed

 INPUT STRING:	مؤديا
     IS_TRANS:	m&dyA
        INDEX:	P21W15
      OFFSETS:	78-83
       TOKENS:	P21W18-P21W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mu&ad~iy_1]
   UNSPLITVOC:	(mu&ad~iyAF)
          POS:	ADJ.VN+CASE_INDEF_ACC
          VOC:	mu&ad~iy+AF
        GLOSS:	leading/causing+[acc.indef.]

 INPUT STRING:	لنقص
     IS_TRANS:	lnqS
        INDEX:	P21W16
      OFFSETS:	84-88
       TOKENS:	P21W19-P21W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqoS_1]
   UNSPLITVOC:	(linaqoS)
          POS:	PREP+NOUN
          VOC:	li+naqoS
        GLOSS:	for/to+deficit/decrease/loss/deficiency/lack

 INPUT STRING:	كمية
     IS_TRANS:	kmyp
        INDEX:	P21W17
      OFFSETS:	89-93
       TOKENS:	P21W21-P21W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kim~iy~ap_1]
   UNSPLITVOC:	(kim~iy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kim~iy~+ap
        GLOSS:	quantity/amount/quantities/amounts+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P21W18
      OFFSETS:	94-95
       TOKENS:	P21W22-P21W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	ضغط
     IS_TRANS:	DgT
        INDEX:	P21W19
      OFFSETS:	96-99
       TOKENS:	P21W23-P21W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DagoT_1]
   UNSPLITVOC:	(DagoT)
          POS:	NOUN
          VOC:	DagoT
        GLOSS:	pressing/pushing/pressure/stress/voltage/pressures/stresses

 INPUT STRING:	الزيت
     IS_TRANS:	Alzyt
        INDEX:	P21W20
      OFFSETS:	100-105
       TOKENS:	P21W24-P21W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zayt_1]
   UNSPLITVOC:	(Alz~ayt)
          POS:	DET+NOUN
          VOC:	Al+zayt
        GLOSS:	the+oil/olive oil

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P21W21
      OFFSETS:	106-108
       TOKENS:	P21W25-P21W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P21W22
      OFFSETS:	109-111
       TOKENS:	P21W26-P21W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	مرحلة
     IS_TRANS:	mrHlp
        INDEX:	P21W23
      OFFSETS:	112-117
       TOKENS:	P21W27-P21W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maroHalap_1]
   UNSPLITVOC:	(maroHalap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maroHal+ap
        GLOSS:	phase/stage/round/phases/stages/rounds+[fem.sg.]

 INPUT STRING:	التي
     IS_TRANS:	Alty
        INDEX:	P21W24
      OFFSETS:	118-122
       TOKENS:	P21W28-P21W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~atiy_1]
   UNSPLITVOC:	(Al~atiy)
          POS:	REL_PRON
          VOC:	Al~atiy
        GLOSS:	which/who/whom [masc.sg.]/with/as/to/whom [fem.sg.]/whom [du.]

 INPUT STRING:	تظهر
     IS_TRANS:	tZhr
        INDEX:	P21W25
      OFFSETS:	123-127
       TOKENS:	P21W29-P21W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zahar_1]
   UNSPLITVOC:	(tiZohar)
          POS:	IV3FS+IV
          VOC:	ti+Zohar
        GLOSS:	it/they/she+appear/emerge

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P21W26
      OFFSETS:	128-131
       TOKENS:	P21W30-P21W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	هيئة
     IS_TRANS:	hy}p
        INDEX:	P21W27
      OFFSETS:	132-136
       TOKENS:	P21W31-P21W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hay}ap_1]
   UNSPLITVOC:	(hay}ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	hay}+ap
        GLOSS:	organization/agency/organizations/agencies+[fem.sg.]

 INPUT STRING:	رجه
     IS_TRANS:	rjh
        INDEX:	P21W28
      OFFSETS:	137-140
       TOKENS:	P21W32-P21W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raj~ap_1]
   UNSPLITVOC:	(raj~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	raj~+ap
        GLOSS:	shock/tremor/concussion+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P21W29
      OFFSETS:	141-142
       TOKENS:	P21W33-P21W33
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	تسارع
     IS_TRANS:	tsArE
        INDEX:	P21W30
      OFFSETS:	143-148
       TOKENS:	P21W34-P21W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tasAruE_1]
   UNSPLITVOC:	(tasAruE)
          POS:	NOUN
          VOC:	tasAruE
        GLOSS:	velocity/acceleration

 INPUT STRING:	مكتوم
     IS_TRANS:	mktwm
        INDEX:	P21W31
      OFFSETS:	149-154
       TOKENS:	P21W35-P21W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makotuwm_1]
   UNSPLITVOC:	(makotuwm)
          POS:	ADJ
          VOC:	makotuwm
        GLOSS:	hidden/secret/concealed

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P21W32
      OFFSETS:	154-155
       TOKENS:	P21W36-P21W36
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

