 INPUT STRING:	لا
     IS_TRANS:	xAld
        INDEX:	P22W4
      OFFSETS:	15-19
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAlid_1]
   UNSPLITVOC:	(xAlid)
          POS:	NOUN_PROP
          VOC:	xAlid
        GLOSS:	Khalid

 INPUT STRING:	يوسف
     IS_TRANS:	ywsf
        INDEX:	P22W5
      OFFSETS:	20-24
       TOKENS:	P22W6-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yuwsif_1]
   UNSPLITVOC:	(yuwsif)
          POS:	NOUN_PROP
          VOC:	yuwsif
        GLOSS:	Yousif/Yusif/Joseph

 INPUT STRING:	افلامه
     IS_TRANS:	AflAmh
        INDEX:	P22W6
      OFFSETS:	25-31
       TOKENS:	P22W7-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiylm_1]
   UNSPLITVOC:	(>aflAmuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>aflAm+uh
        GLOSS:	film/movie+his/its

 INPUT STRING:	تبطل
     IS_TRANS:	tbTl
        INDEX:	P22W7
      OFFSETS:	32-36
       TOKENS:	P22W9-P22W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baT~al_1]
   UNSPLITVOC:	(tibaT~al)
          POS:	IV2MS+IV
          VOC:	ti+baT~al
        GLOSS:	you+stop/abolish

 INPUT STRING:	تجيبفلوس
     IS_TRANS:	tjybflws
        INDEX:	P22W8
      OFFSETS:	37-45
       TOKENS:	P22W10-P22W10
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(tjybflws)
          POS:	NO_FUNC
          VOC:	tjybflws
        GLOSS:	nogloss

 INPUT STRING:	ماحدش
     IS_TRANS:	mAHd$
        INDEX:	P22W9
      OFFSETS:	46-51
       TOKENS:	P22W11-P22W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(mA_Had~i$)
          POS:	NEG_PART+NOUN+NEG_PART
          VOC:	mA+Had~+$
        GLOSS:	not+one+not

 INPUT STRING:	هينتج
     IS_TRANS:	hyntj
        INDEX:	P22W10
      OFFSETS:	52-57
       TOKENS:	P22W14-P22W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>antaj_1]
   UNSPLITVOC:	(Hayintij)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+ntij
        GLOSS:	will+he/it+produce

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P22W11
      OFFSETS:	58-60
       TOKENS:	P22W16-P22W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for+him/it

 INPUT STRING:	وكده
     IS_TRANS:	wkdh
        INDEX:	P22W12
      OFFSETS:	61-65
       TOKENS:	P22W18-P22W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(wikidah)
          POS:	CONJ+NOUN
          VOC:	wi+kidah
        GLOSS:	and+this way

 INPUT STRING:	هنباة
     IS_TRANS:	hnbAp
        INDEX:	P22W13
      OFFSETS:	66-71
       TOKENS:	P22W20-P22W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(HanibqaY)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+bqaY
        GLOSS:	will+we+remain/become

 INPUT STRING:	بنحاربه
     IS_TRANS:	bnHArbh
        INDEX:	P22W14
      OFFSETS:	72-79
       TOKENS:	P22W22-P22W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HArab_1]
   UNSPLITVOC:	(biniHArbuh)
          POS:	PROG_PART+IV1P+IV+IVSUFF_DO:3MS
          VOC:	bi+ni+HArb+uh
        GLOSS:	[present-tense]+we+fight+him/it

 INPUT STRING:	بطريق
     IS_TRANS:	bTryq
        INDEX:	P22W15
      OFFSETS:	80-85
       TOKENS:	P22W25-P22W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyq_1]
   UNSPLITVOC:	(biTariyq)
          POS:	PREP+NOUN
          VOC:	bi+Tariyq
        GLOSS:	with/by+road/way/roads/ways/means/methods

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P22W16
      OFFSETS:	86-89
       TOKENS:	P22W27-P22W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	مباشر
     IS_TRANS:	mbA$r
        INDEX:	P22W17
      OFFSETS:	90-95
       TOKENS:	P22W28-P22W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubA$ir_1]
   UNSPLITVOC:	(mubA$ir)
          POS:	ADJ
          VOC:	mubA$ir
        GLOSS:	direct/immediate

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P22W18
      OFFSETS:	96-100
       TOKENS:	P22W29-P22W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P22W19
      OFFSETS:	101-103
       TOKENS:	P22W30-P22W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P22W20
      OFFSETS:	104-108
       TOKENS:	P22W31-P22W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	نفضل
     IS_TRANS:	nfDl
        INDEX:	P22W21
      OFFSETS:	109-113
       TOKENS:	P22W33-P22W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiDil_1]
   UNSPLITVOC:	(nifoDal)
          POS:	IV1P+IV
          VOC:	ni+foDal
        GLOSS:	we+remain/stay

 INPUT STRING:	نشتم
     IS_TRANS:	n$tm
        INDEX:	P22W22
      OFFSETS:	114-118
       TOKENS:	P22W34-P22W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$atam_1]
   UNSPLITVOC:	(ni$otim)
          POS:	IV1P+IV
          VOC:	ni+$otim
        GLOSS:	we+revile/curse

 INPUT STRING:	ونذم
     IS_TRANS:	wn*m
        INDEX:	P22W23
      OFFSETS:	119-123
       TOKENS:	P22W35-P22W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*am~_1]
   UNSPLITVOC:	(wina*am~)
          POS:	CONJ+IV1P+IV
          VOC:	wi+na+*am~
        GLOSS:	and+we+blame/criticize

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P22W24
      OFFSETS:	124-127
       TOKENS:	P22W37-P22W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him/it

 INPUT STRING:	وندعى
     IS_TRANS:	wndEY
        INDEX:	P22W25
      OFFSETS:	128-133
       TOKENS:	P22W39-P22W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEA_1]
   UNSPLITVOC:	(winidoEiy)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+doEiy
        GLOSS:	and+we+call/invite/be called/be invited

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P22W26
      OFFSETS:	134-138
       TOKENS:	P22W41-P22W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+him/it

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P22W27
      OFFSETS:	139-140
       TOKENS:	P22W43-P22W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الفاضية
     IS_TRANS:	AlfADyp
        INDEX:	P22W28
      OFFSETS:	141-148
       TOKENS:	P22W44-P22W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(AlfADoyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+fADoy+ap
        GLOSS:	the+empty+[fem.sg.]

 INPUT STRING:	والمليان
     IS_TRANS:	wAlmlyAn
        INDEX:	P22W29
      OFFSETS:	149-157
       TOKENS:	P22W45-P22W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maloyAn_1]
   UNSPLITVOC:	(wiAlmaloyAn)
          POS:	CONJ+DET+ADJ
          VOC:	wi+Al+maloyAn
        GLOSS:	and+the+full

 INPUT STRING:	خالد
     IS_TRANS:	xAld
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAlid_1]
   UNSPLITVOC:	(xAlid)
          POS:	NOUN_PROP
          VOC:	xAlid
        GLOSS:	Khalid

 INPUT STRING:	يوسف
     IS_TRANS:	ywsf
        INDEX:	P23W2
      OFFSETS:	5-9
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yuwsif_1]
   UNSPLITVOC:	(yuwsif)
          POS:	NOUN_PROP
          VOC:	yuwsif
        GLOSS:	Yousif/Yusif/Joseph

 INPUT STRING:	مايقدرش
     IS_TRANS:	mAyqdr$
        INDEX:	P23W3
      OFFSETS:	10-17
       TOKENS:	P23W3-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qadar_1]
   UNSPLITVOC:	(mA_yiqodar$)
          POS:	NEG_PART+IV3MS+IV+NEG_PART
          VOC:	mA+yi+qodar+$
        GLOSS:	not+he/it+able to+not

 INPUT STRING:	ومايعرفش
     IS_TRANS:	wmAyErf$
        INDEX:	P23W4
      OFFSETS:	18-26
       TOKENS:	P23W6-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(wimA_yiEoraf$)
          POS:	CONJ+NEG_PART+IV3MS+IV+NEG_PART
          VOC:	wi+mA+yi+Eoraf+$
        GLOSS:	and+not+he/it+know/be known+not

 INPUT STRING:	يعمل
     IS_TRANS:	yEml
        INDEX:	P23W5
      OFFSETS:	27-31
       TOKENS:	P23W10-P23W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(yaEomil)
          POS:	IV3MS+IV
          VOC:	ya+Eomil
        GLOSS:	he/it+do

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P23W6
      OFFSETS:	32-34
       TOKENS:	P23W11-P23W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	عمل
     IS_TRANS:	Eml
        INDEX:	P23W7
      OFFSETS:	35-38
       TOKENS:	P23W12-P23W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamal)
          POS:	NOUN
          VOC:	Eamal
        GLOSS:	work/function/act

 INPUT STRING:	فنى
     IS_TRANS:	fnY
        INDEX:	P23W8
      OFFSETS:	39-42
       TOKENS:	P23W13-P23W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fan~iy_1]
   UNSPLITVOC:	(fan~iy)
          POS:	ADJ
          VOC:	fan~iy
        GLOSS:	technical/artistic

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P23W9
      OFFSETS:	43-45
       TOKENS:	P23W14-P23W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P23W10
      OFFSETS:	46-49
       TOKENS:	P23W15-P23W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not

 INPUT STRING:	مشاهد
     IS_TRANS:	m$Ahd
        INDEX:	P23W11
      OFFSETS:	50-55
       TOKENS:	P23W16-P23W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ma$ohad_1]
   UNSPLITVOC:	(ma$Ahid)
          POS:	NOUN
          VOC:	ma$Ahid
        GLOSS:	scenes/views/panoramas/spectacles/sights

 INPUT STRING:	اباحيه
     IS_TRANS:	AbAHyh
        INDEX:	P23W12
      OFFSETS:	56-62
       TOKENS:	P23W17-P23W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ibAHiy_1]
   UNSPLITVOC:	(<ibAHiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	<ibAHiy~+ap
        GLOSS:	licentious+[fem.sg.]

 INPUT STRING:	لانها
     IS_TRANS:	lAnhA
        INDEX:	P23W13
      OFFSETS:	63-68
       TOKENS:	P23W18-P23W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~ahA)
          POS:	PREP+SUB_CONJ+PRON_3FS
          VOC:	li+<in~+hA
        GLOSS:	for/to+that+she/it

 INPUT STRING:	بتبيع
     IS_TRANS:	btbyE
        INDEX:	P23W14
      OFFSETS:	69-74
       TOKENS:	P23W21-P23W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAE_1]
   UNSPLITVOC:	(bitibiyE)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+biyE
        GLOSS:	[present-tense]+it/they/she+sell

 INPUT STRING:	معاه
     IS_TRANS:	mEAh
        INDEX:	P23W15
      OFFSETS:	75-79
       TOKENS:	P23W23-P23W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	maEa+uh
        GLOSS:	with+him/it

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P23W16
      OFFSETS:	80-84
       TOKENS:	P23W25-P23W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	More (than)

 INPUT STRING:	ولانه
     IS_TRANS:	wlAnh
        INDEX:	P23W17
      OFFSETS:	85-90
       TOKENS:	P23W26-P23W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(wili<in~uh)
          POS:	CONJ+PREP+SUB_CONJ+PRON_3MS
          VOC:	wi+li+<in~+uh
        GLOSS:	and+for/to+that+he/it

 INPUT STRING:	معندهوش
     IS_TRANS:	mEndhw$
        INDEX:	P23W18
      OFFSETS:	91-98
       TOKENS:	P23W30-P23W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(maEanodhuw$)
          POS:	NEG_PART+NOUN+POSS_PRON_3MS+NEG_PART
          VOC:	ma+Eanod+uh+$
        GLOSS:	not+with/at+his/its+not

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P23W19
      OFFSETS:	99-102
       TOKENS:	P23W34-P23W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	طريق
     IS_TRANS:	Tryq
        INDEX:	P23W20
      OFFSETS:	103-107
       TOKENS:	P23W35-P23W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyq_1]
   UNSPLITVOC:	(Tariyq)
          POS:	NOUN
          VOC:	Tariyq
        GLOSS:	road/way/roads/ways/means/methods

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P23W21
      OFFSETS:	108-112
       TOKENS:	P23W36-P23W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	بيمشى
     IS_TRANS:	bym$Y
        INDEX:	P23W22
      OFFSETS:	113-118
       TOKENS:	P23W37-P23W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$aY_1]
   UNSPLITVOC:	(biyimo$iy)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+mo$iy
        GLOSS:	[present-tense]+he/it+make walk/adjust/be made to walk

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P23W23
      OFFSETS:	119-122
       TOKENS:	P23W39-P23W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	معندوش
     IS_TRANS:	mEndw$
        INDEX:	P24W1
      OFFSETS:	0-6
       TOKENS:	P24W1-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(mAEanduh$)
          POS:	NEG_PART+NOUN+POSS_PRON_3MS+NEG_PART
          VOC:	mA+Eand+uh+$
        GLOSS:	not+with/at+his/it+not

 INPUT STRING:	ابداع
     IS_TRANS:	AbdAE
        INDEX:	P24W2
      OFFSETS:	7-12
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ibodAE_1]
   UNSPLITVOC:	(<ibodAE)
          POS:	NOUN
          VOC:	<ibodAE
        GLOSS:	originality/creativity

 INPUT STRING:	عنده
     IS_TRANS:	Endh
        INDEX:	P24W3
      OFFSETS:	13-17
       TOKENS:	P24W6-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanoduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eanod+uh
        GLOSS:	with/at+his/its

 INPUT STRING:	اسفاف
     IS_TRANS:	AsfAf
        INDEX:	P24W4
      OFFSETS:	18-23
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isofAf_1]
   UNSPLITVOC:	(<isofAf)
          POS:	NOUN
          VOC:	<isofAf
        GLOSS:	triviality/decline

 INPUT STRING:	ومشاهد
     IS_TRANS:	wm$Ahd
        INDEX:	P24W5
      OFFSETS:	24-30
       TOKENS:	P24W9-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ma$ohad_1]
   UNSPLITVOC:	(wama$Ahid)
          POS:	CONJ+NOUN
          VOC:	wa+ma$Ahid
        GLOSS:	and+scenes/views/panoramas/spectacles/sights

 INPUT STRING:	اباحيه
     IS_TRANS:	AbAHyh
        INDEX:	P24W6
      OFFSETS:	31-37
       TOKENS:	P24W11-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ibAHiy_1]
   UNSPLITVOC:	(<ibAHiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	<ibAHiy~+ap
        GLOSS:	licentious+[fem.sg.]

 INPUT STRING:	وكلام
     IS_TRANS:	wklAm
        INDEX:	P24W7
      OFFSETS:	38-43
       TOKENS:	P24W12-P24W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(wikalAm)
          POS:	CONJ+NOUN
          VOC:	wi+kalAm
        GLOSS:	and+speech/statement/remark/talk/saying

 INPUT STRING:	بذىء
     IS_TRANS:	b*Y'
        INDEX:	P24W8
      OFFSETS:	44-48
       TOKENS:	P24W14-P24W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ba*iy'_1]
   UNSPLITVOC:	(ba*iy')
          POS:	ADJ
          VOC:	ba*iy'
        GLOSS:	disgusting/obscene

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P24W9
      OFFSETS:	49-52
       TOKENS:	P24W15-P24W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P24W10
      OFFSETS:	53-56
       TOKENS:	P24W16-P24W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this way

 INPUT STRING:	معندوش
     IS_TRANS:	mEndw$
        INDEX:	P24W11
      OFFSETS:	57-63
       TOKENS:	P24W17-P24W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(mAEanduh$)
          POS:	NEG_PART+NOUN+POSS_PRON_3MS+NEG_PART
          VOC:	mA+Eand+uh+$
        GLOSS:	not+with/at+his/it+not

 INPUT STRING:	اتحدى
     IS_TRANS:	AtHdY
        INDEX:	P25W1
      OFFSETS:	0-5
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taHad~aY_1]
   UNSPLITVOC:	(>ataHad~aY)
          POS:	IV1S+IV
          VOC:	>a+taHad~aY
        GLOSS:	I+challenge/provoke

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P25W2
      OFFSETS:	6-8
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P25W3
      OFFSETS:	9-11
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	one

 INPUT STRING:	يقولى
     IS_TRANS:	yqwlY
        INDEX:	P25W4
      OFFSETS:	12-17
       TOKENS:	P25W4-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yuquwlliiy)
          POS:	IV3MS+IV+PREP+PRON_1S
          VOC:	yu+quwl+li+iy
        GLOSS:	he/it+say+to+me

 INPUT STRING:	ع
     IS_TRANS:	E
