 INPUT STRING:	ولدت
       TOKENS:	P11W10-P11W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anoSAr_1]
   UNSPLITVOC:	(>anoSArihi)
          POS:	NOUN+CASE_DEF_GEN+POSS_PRON_3MS
          VOC:	>anoSAr+i+hi
        GLOSS:	partisans/followers+[def.gen.]+its/his

 INPUT STRING:	يحتفلون
     IS_TRANS:	yHtflwn
        INDEX:	P11W11
      OFFSETS:	48-55
       TOKENS:	P11W12-P11W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{iHotafal_1]
   UNSPLITVOC:	(yaHotafiluwna)
          POS:	IV3MP+IV+IVSUFF_SUBJ:MP_MOOD:I
          VOC:	ya+Hotafil+uwna
        GLOSS:	they (people)+celebrate+[masc.pl.]

 INPUT STRING:	بالفوز
     IS_TRANS:	bAlfwz
        INDEX:	P11W12
      OFFSETS:	56-62
       TOKENS:	P11W13-P11W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fawoz_1]
   UNSPLITVOC:	(biAlfawoz)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+fawoz
        GLOSS:	with/by+the+victory

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P11W13
      OFFSETS:	63-64
       TOKENS:	P11W15-P11W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	ايمن
     IS_TRANS:	Aymn
        INDEX:	P11W14
      OFFSETS:	65-69
       TOKENS:	P11W16-P11W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ayoman_1]
   UNSPLITVOC:	(>ayoman)
          POS:	NOUN_PROP
          VOC:	>ayoman
        GLOSS:	Ayman/Aiman

 INPUT STRING:	نور
     IS_TRANS:	nwr
        INDEX:	P11W15
      OFFSETS:	70-73
       TOKENS:	P11W17-P11W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuwr_1]
   UNSPLITVOC:	(nuwr)
          POS:	NOUN_PROP
          VOC:	nuwr
        GLOSS:	Nour/Noor

 INPUT STRING:	رئيس
     IS_TRANS:	r}ys
        INDEX:	P11W16
      OFFSETS:	74-78
       TOKENS:	P11W18-P11W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iys)
          POS:	NOUN
          VOC:	ra}iys
        GLOSS:	president/head/chairman

 INPUT STRING:	الجمهوريه
     IS_TRANS:	Aljmhwryh
        INDEX:	P11W17
      OFFSETS:	79-88
       TOKENS:	P11W19-P11W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jumohuwriy~_1]
   UNSPLITVOC:	(Aljumohuwriy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+jumohuwriy~+ap
        GLOSS:	the+republican+[fem.sg.]

 INPUT STRING:	الجديد
     IS_TRANS:	Aljdyd
        INDEX:	P11W18
      OFFSETS:	89-95
       TOKENS:	P11W20-P11W20
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jadiyd_1]
   UNSPLITVOC:	(Aljadiyd)
          POS:	DET+ADJ
          VOC:	Al+jadiyd
        GLOSS:	the+new/modern

 INPUT STRING:	يدلي
     IS_TRANS:	ydly
        INDEX:	P11W19
      OFFSETS:	96-100
       TOKENS:	P11W21-P11W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>adolaY_1]
   UNSPLITVOC:	(yudoliy)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	yu+doliy+(null)
        GLOSS:	he/it+provide/present/grant+[ind.]

 INPUT STRING:	بتصريحاته
     IS_TRANS:	btSryHAth
        INDEX:	P11W20
      OFFSETS:	101-110
       TOKENS:	P11W22-P11W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taSoriyH_1]
   UNSPLITVOC:	(bitaSoriyHAtihi)
          POS:	PART+NOUN+NSUFF_FEM_PL+CASE_DEF_GEN+POSS_PRON_3MS
          VOC:	bi+taSoriyH+At+i+hi
        GLOSS:	[part.]+declarations/statements+[fem.pl.]+[def.gen.]+its/his

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P12W1
      OFFSETS:	0-1
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	ذهبت
     IS_TRANS:	*hbt
        INDEX:	P12W2
      OFFSETS:	2-6
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*ahab-a_1]
   UNSPLITVOC:	(*ahabotu)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	*ahab+tu
        GLOSS:	go/depart+I [verb]

 INPUT STRING:	ذاهلا
     IS_TRANS:	*AhlA
        INDEX:	P12W3
      OFFSETS:	7-12
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*Ahil_1]
   UNSPLITVOC:	(*AhilAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	*Ahil+AF
        GLOSS:	perplexed/numbed+[acc.indef.]

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P12W4
      OFFSETS:	13-16
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ilaY_1]
   UNSPLITVOC:	(<ilaY)
          POS:	PREP
          VOC:	<ilaY
        GLOSS:	to/towards

 INPUT STRING:	النافذة
     IS_TRANS:	AlnAf*p
        INDEX:	P12W5
      OFFSETS:	17-24
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[nAfi*ap_1]
   UNSPLITVOC:	(AlnAfi*ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+nAfi*+ap
        GLOSS:	the+window+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P12W6
      OFFSETS:	25-26
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	فتحتها
     IS_TRANS:	ftHthA
        INDEX:	P12W7
      OFFSETS:	27-33
       TOKENS:	P12W7-P12W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fataH-a_1]
   UNSPLITVOC:	(fataHotuhA)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3FS
          VOC:	fataH+tu+hA
        GLOSS:	open/conquer+I [verb]+it/them/her

 INPUT STRING:	بسرعة
     IS_TRANS:	bsrEp
        INDEX:	P12W8
      OFFSETS:	34-39
       TOKENS:	P12W9-P12W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suroEap_1]
   UNSPLITVOC:	(bisuroEap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+suroE+ap
        GLOSS:	with/by+speed/velocity/promptness+[fem.sg.]

 INPUT STRING:	فوجدت
     IS_TRANS:	fwjdt
        INDEX:	P12W9
      OFFSETS:	40-45
       TOKENS:	P12W11-P12W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wajad-i_1]
   UNSPLITVOC:	(fawajadotu)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	fa+wajad+tu
        GLOSS:	so/and+find+I [verb]

 INPUT STRING:	الشمس
     IS_TRANS:	Al$ms
        INDEX:	P12W10
      OFFSETS:	46-51
       TOKENS:	P12W13-P12W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$amos_1]
   UNSPLITVOC:	(Al$amos)
          POS:	DET+NOUN
          VOC:	Al+$amos
        GLOSS:	the+sun

 INPUT STRING:	تشرق
     IS_TRANS:	t$rq
        INDEX:	P12W11
      OFFSETS:	52-56
       TOKENS:	P12W14-P12W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>a$oraq_1]
   UNSPLITVOC:	(tu$oriqu)
          POS:	IV3FS+IV+IVSUFF_MOOD:I
          VOC:	tu+$oriq+u
        GLOSS:	it/they/she+rise/shine+[ind.]

 INPUT STRING:	كما
     IS_TRANS:	kmA
        INDEX:	P12W12
      OFFSETS:	57-60
       TOKENS:	P12W15-P12W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(kamA)
          POS:	PREP+SUB_CONJ
          VOC:	ka+mA
        GLOSS:	like/such as+that/if/unless/whether/as long as/as soon as

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P12W13
      OFFSETS:	61-63
       TOKENS:	P12W17-P12W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hiya_1]
   UNSPLITVOC:	(hiya)
          POS:	PRON_3FS
          VOC:	hiya
        GLOSS:	it/they/she

 INPUT STRING:	ووجدت
     IS_TRANS:	wwjdt
        INDEX:	P12W14
      OFFSETS:	64-69
       TOKENS:	P12W18-P12W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wajad-i_1]
   UNSPLITVOC:	(wawajadotu)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wa+wajad+tu
        GLOSS:	and+find+I [verb]

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P12W15
      OFFSETS:	70-75
       TOKENS:	P12W20-P12W20
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(AlnAs)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	يمشون
     IS_TRANS:	ym$wn
        INDEX:	P12W16
      OFFSETS:	76-81
       TOKENS:	P12W21-P12W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ma$aY-i_1]
   UNSPLITVOC:	(yamo$uwna)
          POS:	IV3MP+IV+IVSUFF_SUBJ:MP_MOOD:I
          VOC:	ya+mo$+uwna
        GLOSS:	they (people)+walk/proceed+[masc.pl.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P12W17
      OFFSETS:	82-84
       TOKENS:	P12W22-P12W22
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشارع
     IS_TRANS:	Al$ArE
        INDEX:	P12W18
      OFFSETS:	85-91
       TOKENS:	P12W23-P12W23
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	(Al$AriE)
          POS:	DET+NOUN
          VOC:	Al+$AriE
        GLOSS:	the+street

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P12W19
      OFFSETS:	92-93
       TOKENS:	P12W24-P12W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	الحياة
     IS_TRANS:	AlHyAp
        INDEX:	P12W20
      OFFSETS:	94-100
       TOKENS:	P12W25-P12W25
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(AlHayAp)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+HayA+ap
        GLOSS:	the+life+[fem.sg.]

 INPUT STRING:	طبيعية
     IS_TRANS:	TbyEyp
        INDEX:	P12W21
      OFFSETS:	101-107
       TOKENS:	P12W26-P12W26
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[TabiyEiy~_1]
   UNSPLITVOC:	(TabiyEiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	TabiyEiy~+ap
        GLOSS:	natural/normal+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P12W22
      OFFSETS:	107-108
       TOKENS:	P12W27-P12W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P12W23
      OFFSETS:	111-114
       TOKENS:	P12W28-P12W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	عقلي
     IS_TRANS:	Eqly
        INDEX:	P12W24
      OFFSETS:	115-119
       TOKENS:	P12W29-P12W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaqol_1]
   UNSPLITVOC:	(Eaqoliy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eaqol+iy
        GLOSS:	mind/intellect/brain/senses/intellects/brains/intellectually/mentally+my

 INPUT STRING:	هيضرب
     IS_TRANS:	hyDrb
        INDEX:	P12W25
      OFFSETS:	120-125
       TOKENS:	P12W31-P12W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(HayiDorab)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+Dorab
        GLOSS:	will+he/it+strike/hit/be struck/be hit

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P12W26
      OFFSETS:	126-127
       TOKENS:	P12W33-P12W33
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P13W1
      OFFSETS:	0-1
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	تابعت
     IS_TRANS:	tAbEt
        INDEX:	P13W2
      OFFSETS:	2-7
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tAbaE_1]
   UNSPLITVOC:	(tAbaEotu)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	tAbaE+tu
        GLOSS:	continue/follow/monitor+I [verb]

 INPUT STRING:	بقيه
     IS_TRANS:	bqyh
        INDEX:	P13W3
      OFFSETS:	8-12
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqiy~ap_1]
   UNSPLITVOC:	(baqiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	baqiy~+ap
        GLOSS:	remainder/remnant+[fem.sg.]

 INPUT STRING:	الاخبار
     IS_TRANS:	AlAxbAr
        INDEX:	P13W4
      OFFSETS:	13-20
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(Al>axobAr)
          POS:	DET+NOUN
          VOC:	Al+>axobAr
        GLOSS:	the+news/reports

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P13W5
      OFFSETS:	21-23
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	نوعية
     IS_TRANS:	nwEyp
        INDEX:	P13W6
      OFFSETS:	24-29
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nawoEiy~ap_1]
   UNSPLITVOC:	(nawoEiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nawoEiy~+ap
        GLOSS:	characteristic/peculiar quality+[fem.sg.]

 INPUT STRING:	فرحة
     IS_TRANS:	frHp
        INDEX:	P13W7
      OFFSETS:	32-36
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faroHap_1]
   UNSPLITVOC:	(faroHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	faroH+ap
        GLOSS:	joy+[fem.sg.]

 INPUT STRING:	عارمه
     IS_TRANS:	EArmh
        INDEX:	P13W8
      OFFSETS:	37-42
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArim_1]
   UNSPLITVOC:	(EArimap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArim+ap
        GLOSS:	violent/tremendous+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P13W9
      OFFSETS:	43-45
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	القاهرة
     IS_TRANS:	AlqAhrp
        INDEX:	P13W10
      OFFSETS:	46-53
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAhirap_1]
   UNSPLITVOC:	(AlqAhirap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+qAhir+ap
        GLOSS:	the+Cairo+[fem.sg.]

 INPUT STRING:	بانتهاء
     IS_TRANS:	bAnthA'
        INDEX:	P13W11
      OFFSETS:	54-61
       TOKENS:	P13W11-P13W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{inotihA'_1]
   UNSPLITVOC:	(biAinotihA')
          POS:	PREP+NOUN
          VOC:	bi+{inotihA'
        GLOSS:	with/by+finishing/completion/conclusion

 INPUT STRING:	عهد
     IS_TRANS:	Ehd
        INDEX:	P13W12
      OFFSETS:	62-65
       TOKENS:	P13W13-P13W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Eahod_3]
   UNSPLITVOC:	(Eahod)
          POS:	NOUN
          VOC:	Eahod
        GLOSS:	age/period

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P13W13
      OFFSETS:	66-71
       TOKENS:	P13W14-P13W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	احتفالات
     IS_TRANS:	AHtfAlAt
        INDEX:	P13W14
      OFFSETS:	76-84
       TOKENS:	P13W15-P13W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{iHotifAl_1]
   UNSPLITVOC:	(AiHotifAlAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	{iHotifAl+At
        GLOSS:	celebration/ceremony+[fem.pl.]

 INPUT STRING:	بفوز
     IS_TRANS:	bfwz
        INDEX:	P13W15
      OFFSETS:	85-89
       TOKENS:	P13W16-P13W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fawoz_1]
   UNSPLITVOC:	(bifawoz)
          POS:	PREP+NOUN
          VOC:	bi+fawoz
        GLOSS:	with/by+victory

 INPUT STRING:	ايمن
     IS_TRANS:	Aymn
        INDEX:	P13W16
      OFFSETS:	90-94
       TOKENS:	P13W18-P13W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ayoman_1]
   UNSPLITVOC:	(>ayoman)
          POS:	NOUN_PROP
          VOC:	>ayoman
        GLOSS:	Ayman/Aiman

 INPUT STRING:	نور
     IS_TRANS:	nwr
        INDEX:	P13W17
      OFFSETS:	95-98
       TOKENS:	P13W19-P13W19
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuwr_1]
   UNSPLITVOC:	(nuwr)
          POS:	NOUN_PROP
          VOC:	nuwr
        GLOSS:	Nour/Noor

 INPUT STRING:	ذهول
     IS_TRANS:	*hwl
        INDEX:	P13W18
      OFFSETS:	102-106
       TOKENS:	P13W20-P13W20
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*uhuwl_1]
   UNSPLITVOC:	(*uhuwl)
          POS:	NOUN
          VOC:	*uhuwl
        GLOSS:	numbness/indifference/confusion

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P13W19
      OFFSETS:	107-109
       TOKENS:	P13W21-P13W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشوارع
     IS_TRANS:	Al$wArE
        INDEX:	P13W20
      OFFSETS:	110-117
       TOKENS:	P13W22-P13W22
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	(Al$awAriE)
          POS:	DET+NOUN
          VOC:	Al+$awAriE
        GLOSS:	the+streets

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P13W21
      OFFSETS:	118-119
       TOKENS:	P13W23-P13W23
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	البعض
     IS_TRANS:	AlbED
        INDEX:	P13W22
      OFFSETS:	120-125
       TOKENS:	P13W24-P13W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(AlbaEoD)
          POS:	DET+NOUN_QUANT
          VOC:	Al+baEoD
        GLOSS:	the+some, a few, little, part

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P13W23
      OFFSETS:	126-128
       TOKENS:	P13W25-P13W25
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	يصدق
     IS_TRANS:	ySdq
        INDEX:	P13W24
      OFFSETS:	129-133
       TOKENS:	P13W26-P13W26
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Sad~aq_1]
   UNSPLITVOC:	(yuSad~iqu)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	yu+Sad~iq+u
        GLOSS:	he/it+believe/give credence to/confirm+[ind.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P13W25
      OFFSETS:	134-135
       TOKENS:	P13W27-P13W27
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	يقول
     IS_TRANS:	yqwl
        INDEX:	P13W26
      OFFSETS:	136-140
       TOKENS:	P13W28-P13W28
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl-u_1]
   UNSPLITVOC:	(yaquwlu)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	ya+quwl+u
        GLOSS:	he/it+say+[ind.]

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P13W27
      OFFSETS:	141-145
       TOKENS:	P13W29-P13W30
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
