 INPUT STRING:	ماتأخذونيش
        LEMMA:	[DiHik_1]
   UNSPLITVOC:	(wiAaDoHak)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+DoHak
        GLOSS:	and+I+laugh

 INPUT STRING:	ويمكن
     IS_TRANS:	wymkn
        INDEX:	P30W1
      OFFSETS:	0-5
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wymkn)
          POS:	NO_FUNC
          VOC:	wymkn
        GLOSS:	nogloss

 INPUT STRING:	ينقح
     IS_TRANS:	ynqH
        INDEX:	P30W2
      OFFSETS:	6-10
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ynqH)
          POS:	NO_FUNC
          VOC:	ynqH
        GLOSS:	nogloss

 INPUT STRING:	عرق
     IS_TRANS:	Erq
        INDEX:	P30W3
      OFFSETS:	11-14
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eiroq_1]
   UNSPLITVOC:	(Eiroq)
          POS:	NOUN
          VOC:	Eiroq
        GLOSS:	ethnicity/ethnic group/race

 INPUT STRING:	الوطنية
     IS_TRANS:	AlwTnyp
        INDEX:	P30W4
      OFFSETS:	15-22
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[waTaniy~_2]
   UNSPLITVOC:	(AlwaTaniy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+waTaniy~+ap
        GLOSS:	the+nationalist+[fem.sg.]

 INPUT STRING:	وأعيط
     IS_TRANS:	w>EyT
        INDEX:	P30W5
      OFFSETS:	23-28
       TOKENS:	P30W5-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~aT_1]
   UNSPLITVOC:	(wiAaEay~aT)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+Eay~aT
        GLOSS:	and+I+scream/shout/cry

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P30W6
      OFFSETS:	29-30
       TOKENS:	P30W7-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	المهزلة
     IS_TRANS:	Almhzlp
        INDEX:	P30W7
      OFFSETS:	31-38
       TOKENS:	P30W8-P30W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mahozalap_1]
   UNSPLITVOC:	(Almahozalap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mahozal+ap
        GLOSS:	the+comedy/farce+[fem.sg.]

 INPUT STRING:	الكونية
     IS_TRANS:	Alkwnyp
        INDEX:	P30W8
      OFFSETS:	39-46
       TOKENS:	P30W9-P30W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kawoniy~_1]
   UNSPLITVOC:	(Alkawoniy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+kawoniy~+ap
        GLOSS:	the+cosmic+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P30W9
      OFFSETS:	47-49
       TOKENS:	P30W10-P30W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	تسلم
     IS_TRANS:	tslm
        INDEX:	P31W1
      OFFSETS:	0-4
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[silim_1]
   UNSPLITVOC:	(tisolam)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	tisolam+(null)
        GLOSS:	be safe+you

 INPUT STRING:	أدهم
     IS_TRANS:	>dhm
        INDEX:	P31W2
      OFFSETS:	5-9
       TOKENS:	P31W2-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adoham_1]
   UNSPLITVOC:	(>adoham)
          POS:	NOUN_PROP
          VOC:	>adoham
        GLOSS:	Adham

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P32W1
      OFFSETS:	0-2
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not/no

 INPUT STRING:	حعمل
     IS_TRANS:	HEml
        INDEX:	P32W2
      OFFSETS:	3-7
       TOKENS:	P32W2-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HaAaEomil)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+Eomil
        GLOSS:	will+I+work

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P32W3
      OFFSETS:	8-12
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	وخصوصا
     IS_TRANS:	wxSwSA
        INDEX:	P32W4
      OFFSETS:	13-19
       TOKENS:	P32W5-P32W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuSuwS_1]
   UNSPLITVOC:	(wixuSuwSAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+xuSuwS+AF
        GLOSS:	and+matter/issue/regard/respect/especially/in particular+[acc.indef.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P32W5
      OFFSETS:	20-22
       TOKENS:	P32W7-P32W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	اليوم
     IS_TRANS:	Alywm
        INDEX:	P32W6
      OFFSETS:	23-28
       TOKENS:	P32W8-P32W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(Alyawm)
          POS:	DET+NOUN
          VOC:	Al+yawm
        GLOSS:	the+day

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P32W7
      OFFSETS:	29-31
       TOKENS:	P32W9-P32W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	مهى
     IS_TRANS:	mhY
        INDEX:	P33W1
      OFFSETS:	0-3
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mhY)
          POS:	NO_FUNC
          VOC:	mhY
        GLOSS:	nogloss

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P33W2
      OFFSETS:	4-8
       TOKENS:	P33W2-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(Aiy~Am)
          POS:	NOUN
          VOC:	Aiy~Am
        GLOSS:	days

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P33W3
      OFFSETS:	9-13
       TOKENS:	P33W3-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	God/lord/master+our

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P33W4
      OFFSETS:	14-18
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many

 INPUT STRING:	حبكت
     IS_TRANS:	Hbkt
        INDEX:	P33W5
      OFFSETS:	19-23
       TOKENS:	P33W6-P33W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habak_1]
   UNSPLITVOC:	(Habakit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	Habak+it
        GLOSS:	to make difficult, be finicky with+it/she [verb]

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P33W6
      OFFSETS:	24-28
       TOKENS:	P33W7-P33W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	finish/stop

 INPUT STRING:	اليوم
     IS_TRANS:	Alywm
        INDEX:	P33W7
      OFFSETS:	29-34
       TOKENS:	P33W8-P33W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(Alyawm)
          POS:	DET+NOUN
          VOC:	Al+yawm
        GLOSS:	the+today/some day/ever/days

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P33W8
      OFFSETS:	35-37
       TOKENS:	P33W9-P33W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	بصراحة
     IS_TRANS:	bSrAHp
        INDEX:	P34W1
      OFFSETS:	0-6
       TOKENS:	P34W1-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SarAHap_1]
   UNSPLITVOC:	(biSarAHap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+SarAH+ap
        GLOSS:	with/by+sincerity/candor/frankness/explicitly/openly+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P34W2
      OFFSETS:	7-10
       TOKENS:	P34W3-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	باراقب
     IS_TRANS:	bArAqb
        INDEX:	P34W3
      OFFSETS:	11-17
       TOKENS:	P34W4-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAqab_1]
   UNSPLITVOC:	(baAaArAqib)
          POS:	PROG_PART+IV1S+IV
          VOC:	ba+Aa+ArAqib
        GLOSS:	[prog.]+I+monitor/observe/supervise

 INPUT STRING:	الاخبار
     IS_TRANS:	AlAxbAr
        INDEX:	P34W4
      OFFSETS:	18-25
       TOKENS:	P34W6-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(AlAxobAr)
          POS:	DET+NOUN
          VOC:	Al+AxobAr
        GLOSS:	the+news/report

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P34W5
      OFFSETS:	26-28
       TOKENS:	P34W7-P34W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	بعيد
     IS_TRANS:	bEyd
        INDEX:	P34W6
      OFFSETS:	29-33
       TOKENS:	P34W8-P34W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biEiyd_1]
   UNSPLITVOC:	(biEiyd)
          POS:	NOUN
          VOC:	biEiyd
        GLOSS:	remote/distant/far

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P34W7
      OFFSETS:	34-37
       TOKENS:	P34W9-P34W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for+that

 INPUT STRING:	النتائج
     IS_TRANS:	AlntA}j
        INDEX:	P34W8
      OFFSETS:	38-45
       TOKENS:	P34W11-P34W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[natiyjap_1]
   UNSPLITVOC:	(Aln~atA}ij)
          POS:	DET+NOUN
          VOC:	Al+natA}ij
        GLOSS:	the+results/consequences

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P34W9
      OFFSETS:	46-48
       TOKENS:	P34W12-P34W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	الاسف
     IS_TRANS:	AlAsf
        INDEX:	P34W10
      OFFSETS:	49-54
       TOKENS:	P34W13-P34W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(Al>asaf)
          POS:	DET+NOUN
          VOC:	Al+>asaf
        GLOSS:	the+regret/sorry

 INPUT STRING:	معروفة
     IS_TRANS:	mErwfp
        INDEX:	P34W11
      OFFSETS:	55-61
       TOKENS:	P34W14-P34W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoruwf_1]
   UNSPLITVOC:	(maEoruwfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maEoruwf+ap
        GLOSS:	known/well-known+[fem.sg.]

 INPUT STRING:	مقدما
     IS_TRANS:	mqdmA
        INDEX:	P34W12
      OFFSETS:	62-67
       TOKENS:	P34W15-P34W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqad~am_1]
   UNSPLITVOC:	(muqad~amAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	muqad~am+AF
        GLOSS:	offered/submitted/in advance+[acc.indef.]

 INPUT STRING:	وربنا
     IS_TRANS:	wrbnA
        INDEX:	P34W13
      OFFSETS:	68-73
       TOKENS:	P34W16-P34W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(wirab~inA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+rab~+nA
        GLOSS:	and+lord/master+our

 INPUT STRING:	يخيب
     IS_TRANS:	yxyb
        INDEX:	P34W14
      OFFSETS:	74-78
       TOKENS:	P34W19-P34W19
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yxyb)
          POS:	NO_FUNC
          VOC:	yxyb
        GLOSS:	nogloss

 INPUT STRING:	ظنوننا
     IS_TRANS:	ZnwnnA
        INDEX:	P34W15
      OFFSETS:	79-85
       TOKENS:	P34W20-P34W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Zunuwn_1]
   UNSPLITVOC:	(ZunuwnnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Zunuwn+nA
        GLOSS:	suppositions+our

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W16
      OFFSETS:	86-87
       TOKENS:	P34W22-P34W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W17
      OFFSETS:	87-88
       TOKENS:	P34W23-P34W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P35W1
      OFFSETS:	0-3
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P35W2
      OFFSETS:	4-7
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said/say/be said/say/(for example)+I

 INPUT STRING:	ادهم
     IS_TRANS:	Adhm
        INDEX:	P35W3
      OFFSETS:	8-12
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adoham_1]
   UNSPLITVOC:	(>adoham)
          POS:	NOUN_PROP
          VOC:	>adoham
        GLOSS:	Adham

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P35W4
      OFFSETS:	13-17
       TOKENS:	P35W4-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	هايشارك
     IS_TRANS:	hAy$Ark
        INDEX:	P35W5
      OFFSETS:	18-25
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(hAy$Ark)
          POS:	NO_FUNC
          VOC:	hAy$Ark
        GLOSS:	nogloss

 INPUT STRING:	مايعديش
     IS_TRANS:	mAyEdy$
        INDEX:	P35W6
      OFFSETS:	26-33
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAyEdy$)
          POS:	NO_FUNC
          VOC:	mAyEdy$
        GLOSS:	nogloss

 INPUT STRING:	فرصة
     IS_TRANS:	frSp
        INDEX:	P35W7
      OFFSETS:	34-38
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[furoSap_1]
   UNSPLITVOC:	(furoSap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	furoS+ap
        GLOSS:	opportunity/chance/opportunities/chances+[fem.sg.]

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P35W8
      OFFSETS:	39-41
       TOKENS:	P35W8-P35W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/such as

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P35W9
      OFFSETS:	42-44
       TOKENS:	P35W9-P35W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	اسجل
     IS_TRANS:	Asjl
        INDEX:	P36W1
      OFFSETS:	0-4
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saj~il_1]
   UNSPLITVOC:	(Aasaj~il)
          POS:	IV1S+IV
          VOC:	Aa+saj~il
        GLOSS:	I+record

 INPUT STRING:	حضور
     IS_TRANS:	HDwr
        INDEX:	P36W2
      OFFSETS:	5-9
       TOKENS:	P36W2-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HuDuwr_1]
   UNSPLITVOC:	(HuDuwr)
          POS:	NOUN
          VOC:	HuDuwr
        GLOSS:	presence/attendance

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P36W3
      OFFSETS:	10-11
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P36W4
      OFFSETS:	11-12
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ولاني
     IS_TRANS:	wlAny
        INDEX:	P36W5
      OFFSETS:	12-17
       TOKENS:	P36W5-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~AAniy)
          POS:	CONJ+PRON_1S
          VOC:	wal~A+Aniy
        GLOSS:	or+I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P36W6
      OFFSETS:	18-20
       TOKENS:	P36W7-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	no/not

 INPUT STRING:	بمصر
     IS_TRANS:	bmSr
        INDEX:	P36W7
      OFFSETS:	21-25
       TOKENS:	P36W8-P36W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(bimaSor)
          POS:	PREP+NOUN_PROP
          VOC:	bi+maSor
        GLOSS:	in+Egypt

 INPUT STRING:	هسمع
     IS_TRANS:	hsmE
        INDEX:	P36W8
      OFFSETS:	26-30
       TOKENS:	P36W10-P36W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(HaAasomaE)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+somaE
        GLOSS:	will+I+hear/listen

 INPUT STRING:	وبس
     IS_TRANS:	wbs
        INDEX:	P36W9
      OFFSETS:	31-34
       TOKENS:	P36W12-P36W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(wibas~)
          POS:	PART+ADV
          VOC:	wi+bas~
        GLOSS:	and+only

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P37W1
      OFFSETS:	0-2
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	PSEUDO_VERB
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	شك
     IS_TRANS:	$k
        INDEX:	P37W2
      OFFSETS:	3-5
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ak~_1]
   UNSPLITVOC:	($ak~)
          POS:	NOUN
          VOC:	$ak~
        GLOSS:	doubt/doubts

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P37W3
      OFFSETS:	6-8
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~a)
          POS:	SUB_CONJ
          VOC:	>an~a
        GLOSS:	that

 INPUT STRING:	الظلم
     IS_TRANS:	AlZlm
        INDEX:	P37W4
      OFFSETS:	9-14
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zulom_1]
   UNSPLITVOC:	(AlZ~ulom)
          POS:	DET+NOUN
          VOC:	Al+Zulom
        GLOSS:	the+injustice

 INPUT STRING:	ظلم
     IS_TRANS:	Zlm
        INDEX:	P37W5
      OFFSETS:	15-18
       TOKENS:	P37W5-P37W5
