 INPUT STRING:	-
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHa$_1]
   UNSPLITVOC:	(waHa$niy)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1S
          VOC:	waHa$+(null)+niy
        GLOSS:	search for/cause lose his share/miss/be missed by+he/it+me

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P18W9
      OFFSETS:	44-48
       TOKENS:	P18W11-P18W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	much/numerous/a lot/many

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P18W10
      OFFSETS:	49-54
       TOKENS:	P18W12-P18W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+God/Allah

 INPUT STRING:	برنامجكم
     IS_TRANS:	brnAmjkm
        INDEX:	P18W11
      OFFSETS:	55-63
       TOKENS:	P18W14-P18W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barnAmj_1]
   UNSPLITVOC:	(barnAmjkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	barnAmj+kum
        GLOSS:	program+your

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P18W12
      OFFSETS:	64-66
       TOKENS:	P18W16-P18W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	جميل
     IS_TRANS:	jmyl
        INDEX:	P18W13
      OFFSETS:	67-71
       TOKENS:	P18W17-P18W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyl_1]
   UNSPLITVOC:	(jamiyl)
          POS:	ADJ
          VOC:	jamiyl
        GLOSS:	beautiful/nice/fine

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P18W14
      OFFSETS:	72-76
       TOKENS:	P18W18-P18W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure/clear

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P19W1
      OFFSETS:	0-3
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	INTERJ
          VOC:	Tay~ib
        GLOSS:	ok/so

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P19W2
      OFFSETS:	4-6
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	سمحت
     IS_TRANS:	smHt
        INDEX:	P19W3
      OFFSETS:	7-11
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samaH_1]
   UNSPLITVOC:	(samaHt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	samaH+t
        GLOSS:	allow/permit/authorize/be allowed/be permitted/be authorized+you

 INPUT STRING:	وطى
     IS_TRANS:	wTY
        INDEX:	P19W4
      OFFSETS:	12-15
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waT~aY_1]
   UNSPLITVOC:	(waT~iy)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	waT~iy+(null)
        GLOSS:	lower/be lowered+you

 INPUT STRING:	التلفزيون
     IS_TRANS:	Altlfzywn
        INDEX:	P19W5
      OFFSETS:	16-25
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tilifizoyawn_1]
   UNSPLITVOC:	(Alt~ilifizoyawn)
          POS:	DET+NOUN
          VOC:	Al+tilifizoyawn
        GLOSS:	the+TV/television

 INPUT STRING:	واسمعنا
     IS_TRANS:	wAsmEnA
        INDEX:	P19W6
      OFFSETS:	26-33
       TOKENS:	P19W6-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(wiAisomaEnA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1P
          VOC:	wi+AisomaE+(null)+nA
        GLOSS:	and+listen/be heard/hear+you+us

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P19W7
      OFFSETS:	34-36
       TOKENS:	P19W9-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	التلفون
     IS_TRANS:	Altlfwn
        INDEX:	P19W8
      OFFSETS:	37-44
       TOKENS:	P19W10-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tilifuwn_1]
   UNSPLITVOC:	(Altilifuwn)
          POS:	DET+NOUN
          VOC:	Al+tilifuwn
        GLOSS:	the+telephone

 INPUT STRING:	تحت
     IS_TRANS:	tHt
        INDEX:	P20W1
      OFFSETS:	0-3
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHot_1]
   UNSPLITVOC:	(taHot)
          POS:	NOUN
          VOC:	taHot
        GLOSS:	under

 INPUT STRING:	امرك
     IS_TRANS:	Amrk
        INDEX:	P20W2
      OFFSETS:	4-8
       TOKENS:	P20W2-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(>amorak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	>amor+ak
        GLOSS:	matter/issue/matters/issues/order/command/orders/commands+your

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P21W1
      OFFSETS:	0-4
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	اكلم
     IS_TRANS:	Aklm
        INDEX:	P21W2
      OFFSETS:	5-9
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(Aakal~im)
          POS:	IV1S+IV
          VOC:	Aa+kal~im
        GLOSS:	I+talk/speak

 INPUT STRING:	الضيف
     IS_TRANS:	AlDyf
        INDEX:	P21W3
      OFFSETS:	10-15
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dayf_1]
   UNSPLITVOC:	(AlD~ayf)
          POS:	DET+NOUN
          VOC:	Al+Dayf
        GLOSS:	the+visitor/guest/guests

 INPUT STRING:	اتفضل
     IS_TRANS:	AtfDl
        INDEX:	P22W1
      OFFSETS:	0-5
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitofaD~al_1]
   UNSPLITVOC:	(AitofaD~al)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AitofaD~al+(null)
        GLOSS:	be generous/do a favor+you

 INPUT STRING:	ازيك
     IS_TRANS:	Azyk
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~ay~_1]
   UNSPLITVOC:	(Aiz~ay~ik)
          POS:	INTERROG_ADV+PRON_2FS
          VOC:	Aiz~ay~+ik
        GLOSS:	how are+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P23W2
      OFFSETS:	5-7
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	دكتور
     IS_TRANS:	dktwr
        INDEX:	P23W3
      OFFSETS:	8-13
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dukotawr_1]
   UNSPLITVOC:	(dukotawr)
          POS:	NOUN
          VOC:	dukotawr
        GLOSS:	doctor/Dr./doctors

 INPUT STRING:	عامل
     IS_TRANS:	EAml
        INDEX:	P23W4
      OFFSETS:	14-18
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmil)
          POS:	ADJ
          VOC:	EAmil
        GLOSS:	active/operating/working

 INPUT STRING:	اية
     IS_TRANS:	Ayp
        INDEX:	P23W5
      OFFSETS:	19-22
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P23W6
      OFFSETS:	23-28
       TOKENS:	P23W7-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	بتوحشنا
     IS_TRANS:	btwH$nA
        INDEX:	P23W7
      OFFSETS:	29-36
       TOKENS:	P23W9-P23W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHa$_1]
   UNSPLITVOC:	(bitiwoHa$nA)
          POS:	PROG_PART+IV2MS+IV+IVSUFF_DO:1P
          VOC:	bi+ti+woHa$+nA
        GLOSS:	[present-tense]+you+search for/cause lose his share/miss/be missed by+us

 INPUT STRING:	اية
     IS_TRANS:	Ayp
        INDEX:	P23W8
      OFFSETS:	37-40
       TOKENS:	P23W12-P23W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	البرنامج
     IS_TRANS:	AlbrnAmj
        INDEX:	P23W9
      OFFSETS:	41-49
       TOKENS:	P23W13-P23W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baronAmij_1]
   UNSPLITVOC:	(AlbaronAmij)
          POS:	DET+NOUN
          VOC:	Al+baronAmij
        GLOSS:	the+program

 INPUT STRING:	الجميل
     IS_TRANS:	Aljmyl
        INDEX:	P23W10
      OFFSETS:	50-56
       TOKENS:	P23W14-P23W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyl_1]
   UNSPLITVOC:	(Aljamiyl)
          POS:	DET+ADJ
          VOC:	Al+jamiyl
        GLOSS:	the+fine (arts)/nice/beautiful

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P23W11
      OFFSETS:	57-59
       TOKENS:	P23W15-P23W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	كلامك
     IS_TRANS:	klAmk
        INDEX:	P23W12
      OFFSETS:	60-65
       TOKENS:	P23W16-P23W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	kalAm+ak
        GLOSS:	speech/statement/remark/talk/saying+your

 INPUT STRING:	كلة
     IS_TRANS:	klp
        INDEX:	P23W13
      OFFSETS:	66-69
       TOKENS:	P23W18-P23W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/entire/every/whole+his/its

 INPUT STRING:	حكم
     IS_TRANS:	Hkm
        INDEX:	P23W14
      OFFSETS:	70-73
       TOKENS:	P23W20-P23W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hikomap_1]
   UNSPLITVOC:	(Hikam)
          POS:	NOUN
          VOC:	Hikam
        GLOSS:	wisdom/maxim

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P23W15
      OFFSETS:	74-79
       TOKENS:	P23W21-P23W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	ياريت
     IS_TRANS:	yAryt
        INDEX:	P24W1
      OFFSETS:	0-5
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yAryt)
          POS:	NO_FUNC
          VOC:	yAryt
        GLOSS:	nogloss

 INPUT STRING:	تسئل
     IS_TRANS:	ts}l
        INDEX:	P24W2
      OFFSETS:	6-10
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(ts}l)
          POS:	TYPO
          VOC:	ts}l
        GLOSS:	nogloss

 INPUT STRING:	سؤالك
     IS_TRANS:	s&Alk
        INDEX:	P24W3
      OFFSETS:	11-16
       TOKENS:	P24W3-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(su&Alak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	su&Al+ak
        GLOSS:	question/inquiry/questions/inquiries+your

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P25W1
      OFFSETS:	0-2
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P25W2
      OFFSETS:	3-6
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P25W3
      OFFSETS:	7-9
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	متصل
     IS_TRANS:	mtSl
        INDEX:	P25W4
      OFFSETS:	10-14
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mit~iSil_1]
   UNSPLITVOC:	(mit~iSil)
          POS:	ADJ
          VOC:	mit~iSil
        GLOSS:	continuous/unceasing/connected/calling

 INPUT STRING:	اسئل
     IS_TRANS:	As}l
        INDEX:	P25W5
      OFFSETS:	15-19
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(As}l)
          POS:	TYPO
          VOC:	As}l
        GLOSS:	nogloss

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P25W6
      OFFSETS:	20-23
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P25W7
      OFFSETS:	24-26
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	عندى
     IS_TRANS:	EndY
        INDEX:	P25W8
      OFFSETS:	27-31
       TOKENS:	P25W8-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	at/with+my

 INPUT STRING:	تعليق
     IS_TRANS:	tElyq
        INDEX:	P25W9
      OFFSETS:	32-37
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoliyq_1]
   UNSPLITVOC:	(taEoliyq)
          POS:	NOUN
          VOC:	taEoliyq
        GLOSS:	comment/remark/commentary/comments/remarks/commentaries/suspension

 INPUT STRING:	بلا
     IS_TRANS:	blA
        INDEX:	P26W1
      OFFSETS:	0-3
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(blA)
          POS:	FOREIGN
          VOC:	blA
        GLOSS:	nogloss

 INPUT STRING:	بلا
     IS_TRANS:	blA
        INDEX:	P26W2
      OFFSETS:	4-7
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(blA)
          POS:	FOREIGN
          VOC:	blA
        GLOSS:	nogloss

 INPUT STRING:	بلا
     IS_TRANS:	blA
        INDEX:	P26W3
      OFFSETS:	8-11
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(blA)
          POS:	FOREIGN
          VOC:	blA
        GLOSS:	nogloss

 INPUT STRING:	بلا
     IS_TRANS:	blA
        INDEX:	P26W4
      OFFSETS:	12-15
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(blA)
          POS:	FOREIGN
          VOC:	blA
        GLOSS:	nogloss

 INPUT STRING:	بلا
     IS_TRANS:	blA
        INDEX:	P26W5
      OFFSETS:	16-19
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(blA)
          POS:	FOREIGN
          VOC:	blA
        GLOSS:	nogloss

 INPUT STRING:	بلابلا
     IS_TRANS:	blAblA
        INDEX:	P26W6
      OFFSETS:	20-26
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(blAblA)
          POS:	FOREIGN
          VOC:	blAblA
        GLOSS:	nogloss

 INPUT STRING:	بلابلابلابلابلابلابلابلاب
     IS_TRANS:	blAblAblAblAblAblAblAblAb
        INDEX:	P26W7
      OFFSETS:	27-52
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(blAblAblAblAblAblAblAblAb)
          POS:	TYPO
          VOC:	blAblAblAblAblAblAblAblAb
        GLOSS:	nogloss

 INPUT STRING:	لابلا
     IS_TRANS:	lAblA
        INDEX:	P26W8
      OFFSETS:	53-58
       TOKENS:	P26W8-P26W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(lAblA)
          POS:	TYPO
          VOC:	lAblA
        GLOSS:	nogloss

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P27W1
      OFFSETS:	0-3
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	INTERJ
          VOC:	Tay~ib
        GLOSS:	ok/so

 INPUT STRING:	وصلت
     IS_TRANS:	wSlt
        INDEX:	P27W2
      OFFSETS:	4-8
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiSil_1]
   UNSPLITVOC:	(wiSolit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	wiSol+it
        GLOSS:	arrive at/reach/connect/be arrived at/be reached/be connected/reach up/be long+it/they/she

 INPUT STRING:	الفكرة
     IS_TRANS:	Alfkrp
        INDEX:	P27W3
      OFFSETS:	9-15
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(Alfikorap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+fikor+ap
        GLOSS:	the+idea/notion/concept+[fem.sg.]

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P28W1
      OFFSETS:	0-2
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P28W2
      OFFSETS:	3-6
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	occur/happen/take place+he/it [verb]

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P28W3
      OFFSETS:	7-10
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	وتم
     IS_TRANS:	wtm
        INDEX:	P28W4
      OFFSETS:	11-14
       TOKENS:	P28W4-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(witam~)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+tam~+(null)
        GLOSS:	and+conclude/take place+he/it

 INPUT STRING:	قطع
     IS_TRANS:	qTE
        INDEX:	P28W5
      OFFSETS:	15-18
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaToE_1]
   UNSPLITVOC:	(qaToE)
          POS:	NOUN
          VOC:	qaToE
        GLOSS:	breaking off/interruption/absolutely/definitely

 INPUT STRING:	الاتصال
     IS_TRANS:	AlAtSAl
        INDEX:	P28W6
      OFFSETS:	19-26
       TOKENS:	P28W7-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~iSAl_1]
   UNSPLITVOC:	(AlAit~iSAl)
          POS:	DET+NOUN
          VOC:	Al+Ait~iSAl
        GLOSS:	the+communication/contact

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P28W7
      OFFSETS:	27-30
       TOKENS:	P28W8-P28W9
