 INPUT STRING:	هى
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hizob_1]
   UNSPLITVOC:	(Hizob)
          POS:	NOUN
          VOC:	Hizob
        GLOSS:	party

 INPUT STRING:	وانما
     IS_TRANS:	wAnmA
        INDEX:	P20W5
      OFFSETS:	18-23
       TOKENS:	P20W6-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~amA_1]
   UNSPLITVOC:	(wa<in~amA)
          POS:	PART+RESTRIC_PART
          VOC:	wa+<in~amA
        GLOSS:	[part.]+but rather/indeed

 INPUT STRING:	دستور
     IS_TRANS:	dstwr
        INDEX:	P20W6
      OFFSETS:	24-29
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dusotuwr_1]
   UNSPLITVOC:	(dusotuwr)
          POS:	NOUN
          VOC:	dusotuwr
        GLOSS:	constitution/statute/constitutions/statutes

 INPUT STRING:	دوله
     IS_TRANS:	dwlh
        INDEX:	P20W7
      OFFSETS:	30-34
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(dawlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dawl+ap
        GLOSS:	state/country/states/countries+[fem.sg.]

 INPUT STRING:	وانتى
     IS_TRANS:	wAntY
        INDEX:	P21W1
      OFFSETS:	0-5
       TOKENS:	P21W1-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(waAinotiy)
          POS:	CONJ+PRON_2FS
          VOC:	wa+Ainotiy
        GLOSS:	and+you [fem.sg.]

 INPUT STRING:	عارفه
     IS_TRANS:	EArfh
        INDEX:	P21W2
      OFFSETS:	6-11
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	هيتكتب
     IS_TRANS:	hytktb
        INDEX:	P21W3
      OFFSETS:	12-18
       TOKENS:	P21W4-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<itokatab_1]
   UNSPLITVOC:	(Hayitokitib)
          POS:	FUT_PART+IV3MS+IV_PASS
          VOC:	Ha+yi+tokitib
        GLOSS:	will+he/it+be written/be fated/be destined

 INPUT STRING:	ازاى
     IS_TRANS:	AzAY
        INDEX:	P21W4
      OFFSETS:	19-23
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	REL_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P21W5
      OFFSETS:	23-24
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	هتكتب
     IS_TRANS:	htktb
        INDEX:	P22W1
      OFFSETS:	0-5
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<itkatab_1]
   UNSPLITVOC:	(hatukotab)
          POS:	FUT_PART+IV3FS+IV_PASS
          VOC:	ha+tu+kotab
        GLOSS:	will+it/they/she+be written/be fated/be destined

 INPUT STRING:	المواد
     IS_TRANS:	AlmwAd
        INDEX:	P22W2
      OFFSETS:	6-12
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAd~ap_1]
   UNSPLITVOC:	(AlmawAd)
          POS:	DET+NOUN
          VOC:	Al+mawAd
        GLOSS:	the+subject/topic

 INPUT STRING:	وبالتصويت
     IS_TRANS:	wbAltSwyt
        INDEX:	P22W3
      OFFSETS:	13-22
       TOKENS:	P22W4-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taSowiyt_1]
   UNSPLITVOC:	(wibiAltaSowiyt)
          POS:	CONJ+PREP+DET+NOUN
          VOC:	wi+bi+Al+taSowiyt
        GLOSS:	and+with/by+the+voting

 INPUT STRING:	وطبعا
     IS_TRANS:	wTbEA
        INDEX:	P22W4
      OFFSETS:	23-28
       TOKENS:	P22W7-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(wiTaboEAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+TaboE+AF
        GLOSS:	and+temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	رأى
     IS_TRANS:	r>Y
        INDEX:	P22W5
      OFFSETS:	29-32
       TOKENS:	P22W9-P22W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea

 INPUT STRING:	الاغلبيه
     IS_TRANS:	AlAglbyh
        INDEX:	P22W6
      OFFSETS:	33-41
       TOKENS:	P22W10-P22W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aagolabiy~ap_1]
   UNSPLITVOC:	(AlAgolabiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Agolabiy~+ap
        GLOSS:	the+majority+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P22W7
      OFFSETS:	42-46
       TOKENS:	P22W11-P22W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P22W8
      OFFSETS:	47-49
       TOKENS:	P22W12-P22W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	جوة
     IS_TRANS:	jwp
        INDEX:	P22W9
      OFFSETS:	50-53
       TOKENS:	P22W13-P22W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juw~ap_1]
   UNSPLITVOC:	(juw~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	juw~+ap
        GLOSS:	inside of/interior/inside+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P22W10
      OFFSETS:	56-60
       TOKENS:	P22W14-P22W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	هيختاروهم
     IS_TRANS:	hyxtArwhm
        INDEX:	P22W11
      OFFSETS:	61-70
       TOKENS:	P22W15-P22W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixotAr_1]
   UNSPLITVOC:	(HayixotAruwhum)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3P
          VOC:	Ha+yi+xotAr+uwA+hum
        GLOSS:	will+they+choose/select+we+them

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P22W12
      OFFSETS:	71-73
       TOKENS:	P22W18-P22W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	برة
     IS_TRANS:	brp
        INDEX:	P22W13
      OFFSETS:	74-77
       TOKENS:	P22W19-P22W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bar~ap_1]
   UNSPLITVOC:	(bar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bar~+ap
        GLOSS:	outside/outer part+[fem.sg.]

 INPUT STRING:	هيكون
     IS_TRANS:	hykwn
        INDEX:	P22W14
      OFFSETS:	78-83
       TOKENS:	P22W20-P22W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(Hayikuwn)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+kuwn
        GLOSS:	will+he/it+be

 INPUT STRING:	دستور
     IS_TRANS:	dstwr
        INDEX:	P22W15
      OFFSETS:	84-89
       TOKENS:	P22W22-P22W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dusotuwr_1]
   UNSPLITVOC:	(dusotuwr)
          POS:	NOUN
          VOC:	dusotuwr
        GLOSS:	constitution/statute/constitutions/statutes

 INPUT STRING:	متفصل
     IS_TRANS:	mtfSl
        INDEX:	P22W16
      OFFSETS:	90-95
       TOKENS:	P22W23-P22W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitofaS~al_1]
   UNSPLITVOC:	(mitofaS~al)
          POS:	ADJ
          VOC:	mitofaS~al
        GLOSS:	designed/resolved

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P22W17
      OFFSETS:	96-97
       TOKENS:	P22W24-P22W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	أفق
     IS_TRANS:	>fq
        INDEX:	P23W1
      OFFSETS:	0-3
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aufuq_1]
   UNSPLITVOC:	(Aufuq)
          POS:	NOUN
          VOC:	Aufuq
        GLOSS:	horizon

 INPUT STRING:	واضح
     IS_TRANS:	wADH
        INDEX:	P24W1
      OFFSETS:	0-4
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wADiH_1]
   UNSPLITVOC:	(wADiH)
          POS:	ADJ
          VOC:	wADiH
        GLOSS:	clear/obvious/visible

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P24W2
      OFFSETS:	5-7
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الليبراللين
     IS_TRANS:	AllybrAllyn
        INDEX:	P24W3
      OFFSETS:	8-19
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liybirAliy~_1]
   UNSPLITVOC:	(AlliybirAliy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+liybirAliy~+iyn
        GLOSS:	the+liberal+[pl.]

 INPUT STRING:	عاملينلك
     IS_TRANS:	EAmlynlk
        INDEX:	P24W4
      OFFSETS:	20-28
       TOKENS:	P24W4-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmoliyn_lik)
          POS:	ADJ+NSUFF_MASC_PL+PREP+PRON_2FS
          VOC:	EAmol+iyn+li+ik
        GLOSS:	active/operating/working+[pl.]+to/for+you

 INPUT STRING:	هوس
     IS_TRANS:	hws
        INDEX:	P24W5
      OFFSETS:	29-32
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[haws_1]
   UNSPLITVOC:	(haws)
          POS:	NOUN
          VOC:	haws
        GLOSS:	phobia

 INPUT STRING:	هستيري
     IS_TRANS:	hstyry
        INDEX:	P24W6
      OFFSETS:	33-39
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hisotiyriy_1]
   UNSPLITVOC:	(hisotiyriy)
          POS:	ADJ
          VOC:	hisotiyriy
        GLOSS:	Hysterical

 INPUT STRING:	بتحسسيني
     IS_TRANS:	btHssyny
        INDEX:	P25W1
      OFFSETS:	0-8
       TOKENS:	P25W1-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Has~is_1]
   UNSPLITVOC:	(bitiHas~isiyniy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:1S
          VOC:	bi+ti+Has~is+iy+niy
        GLOSS:	[present-tense]+you+feel/perceive+you+me

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P25W2
      OFFSETS:	9-13
       TOKENS:	P25W4-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	بيطلعولك
     IS_TRANS:	byTlEwlk
        INDEX:	P25W3
      OFFSETS:	14-22
       TOKENS:	P25W6-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(biyiTolaEuwA_lik)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P+PREP+PRON_2FS
          VOC:	bi+yi+TolaE+uwA+li+ik
        GLOSS:	[present-tense]+they+appear/emerge+we+to/for+you

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P25W4
      OFFSETS:	23-25
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الضلمة
     IS_TRANS:	AlDlmp
        INDEX:	P25W5
      OFFSETS:	26-32
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dalomap_1]
   UNSPLITVOC:	(AlD~alomap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Dalom+ap
        GLOSS:	the+darkness+[fem.sg.]

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P26W1
      OFFSETS:	0-3
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	الوقت
     IS_TRANS:	Alwqt
        INDEX:	P26W2
      OFFSETS:	4-9
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(Alwaqot)
          POS:	DET+NOUN
          VOC:	Al+waqot
        GLOSS:	the+time/moment/period of time

 INPUT STRING:	ليبراليين
     IS_TRANS:	lybrAlyyn
        INDEX:	P26W3
      OFFSETS:	10-19
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liyborAliy_1]
   UNSPLITVOC:	(liyborAliy~iyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	liyborAliy~+iyn
        GLOSS:	liberal+[pl.]

 INPUT STRING:	ليبراليين
     IS_TRANS:	lybrAlyyn
        INDEX:	P26W4
      OFFSETS:	20-29
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liyborAliy_1]
   UNSPLITVOC:	(liyborAliy~iyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	liyborAliy~+iyn
        GLOSS:	liberal+[pl.]

 INPUT STRING:	ليبرالين
     IS_TRANS:	lybrAlyn
        INDEX:	P26W5
      OFFSETS:	30-38
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liborAliy~_1]
   UNSPLITVOC:	(liborAliy~iyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	liborAliy~+iyn
        GLOSS:	liberal+[pl.]

 INPUT STRING:	بالراحة
     IS_TRANS:	bAlrAHp
        INDEX:	P27W1
      OFFSETS:	0-7
       TOKENS:	P27W1-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAHap_1]
   UNSPLITVOC:	(biAlr~AHap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+rAH+ap
        GLOSS:	with/by+the+rest/repose/leisure+[fem.sg.]

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P27W2
      OFFSETS:	8-12
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	($iway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$iway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	رد
     IS_TRANS:	rd
        INDEX:	P27W3
      OFFSETS:	13-15
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(rad~)
          POS:	NOUN
          VOC:	rad~
        GLOSS:	reply/response

 INPUT STRING:	الاخت
     IS_TRANS:	AlAxt
        INDEX:	P27W4
      OFFSETS:	16-21
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxot_1]
   UNSPLITVOC:	(Al>uxot)
          POS:	DET+NOUN
          VOC:	Al+>uxot
        GLOSS:	the+sister/counterpart/sisters

 INPUT STRING:	ام
     IS_TRANS:	Am
        INDEX:	P27W5
      OFFSETS:	22-24
       TOKENS:	P27W6-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>um~_1]
   UNSPLITVOC:	(>um~)
          POS:	NOUN_PROP
          VOC:	>um~
        GLOSS:	Om

 INPUT STRING:	حبيبة
     IS_TRANS:	Hbybp
        INDEX:	P27W6
      OFFSETS:	25-30
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Habiybap_1]
   UNSPLITVOC:	(Habiybap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	Habiyb+ap
        GLOSS:	Habiba+[fem.sg.]

 INPUT STRING:	جميل
     IS_TRANS:	jmyl
        INDEX:	P27W7
      OFFSETS:	31-35
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyl_1]
   UNSPLITVOC:	(jamiyl)
          POS:	ADJ
          VOC:	jamiyl
        GLOSS:	beautiful/nice/fine

 INPUT STRING:	هتفهميه
     IS_TRANS:	htfhmyh
        INDEX:	P27W8
      OFFSETS:	36-43
       TOKENS:	P27W9-P27W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(Hatifohamiyh)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:3MS
          VOC:	Ha+ti+foham+iy+uh
        GLOSS:	will+you+understand+you+it/him

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P28W1
      OFFSETS:	0-2
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	بقيتي
     IS_TRANS:	bqyty
        INDEX:	P28W2
      OFFSETS:	3-8
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqiytiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	baq+iytiy
        GLOSS:	become+you

 INPUT STRING:	متجردة
     IS_TRANS:	mtjrdp
        INDEX:	P28W3
      OFFSETS:	9-15
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutajar~ad_1]
   UNSPLITVOC:	(mutajar~idap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mutajar~id+ap
        GLOSS:	impartial+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P28W4
      OFFSETS:	16-18
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	التعصب
     IS_TRANS:	AltESb
        INDEX:	P28W5
      OFFSETS:	19-25
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEaS~ub_1]
   UNSPLITVOC:	(Alt~aEaS~ub)
          POS:	DET+NOUN
          VOC:	Al+taEaS~ub
        GLOSS:	the+fanaticism/intolerance/chauvinism

 INPUT STRING:	الاعمى
     IS_TRANS:	AlAEmY
        INDEX:	P28W6
      OFFSETS:	26-32
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEomaY_1]
   UNSPLITVOC:	(Al>aEomaY)
          POS:	DET+ADJ
          VOC:	Al+>aEomaY
        GLOSS:	the+blind

 INPUT STRING:	الدكتور
     IS_TRANS:	Aldktwr
        INDEX:	P29W1
      OFFSETS:	0-7
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dukotawr_1]
   UNSPLITVOC:	(Ald~ukotawr)
          POS:	DET+NOUN
          VOC:	Al+dukotawr
        GLOSS:	the+doctor/Doctor/Dr.

 INPUT STRING:	السقا
     IS_TRANS:	AlsqA
        INDEX:	P29W2
      OFFSETS:	8-13
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saq~A_1]
   UNSPLITVOC:	(Als~aq~A)
          POS:	DET+NOUN_PROP
          VOC:	Al+saq~A
        GLOSS:	the+Saqqa

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P29W3
      OFFSETS:	14-16
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	خارج
     IS_TRANS:	xArj
        INDEX:	P29W4
      OFFSETS:	17-21
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xArij_1]
   UNSPLITVOC:	(xArij)
          POS:	NOUN
          VOC:	xArij
        GLOSS:	outside/outer part/overseas/exterior

 INPUT STRING:	التيار
     IS_TRANS:	AltyAr
        INDEX:	P29W5
      OFFSETS:	22-28
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tay~Ar_1]
   UNSPLITVOC:	(Alt~ay~Ar)
          POS:	DET+NOUN
          VOC:	Al+tay~Ar
        GLOSS:	the+current/stream

 INPUT STRING:	الاسلامي
     IS_TRANS:	AlAslAmy
        INDEX:	P29W6
      OFFSETS:	29-37
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisolAmiy_1]
   UNSPLITVOC:	(AlAisolAmiy)
          POS:	DET+ADJ
          VOC:	Al+AisolAmiy
