 INPUT STRING:	اعتقد
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hawol_1]
   UNSPLITVOC:	(HawolhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Hawol+hA
        GLOSS:	about/around/concerning+its/their/her

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P21W12
      OFFSETS:	58-59
       TOKENS:	P21W16-P21W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ارق
     IS_TRANS:	Arq
        INDEX:	P22W1
      OFFSETS:	0-3
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>araq~_1]
   UNSPLITVOC:	(>araq~)
          POS:	ADJ_COMP
          VOC:	>araq~
        GLOSS:	most delecate

 INPUT STRING:	تحيـــــــــــاتــــــي
     IS_TRANS:	tHy___________At______y
        INDEX:	P22W2
      OFFSETS:	4-27
       TOKENS:	P22W2-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHiy~ap_1]
   UNSPLITVOC:	(taHiy~Atiy)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_1S
          VOC:	taHiy~+At+iy
        GLOSS:	greeting+[fem.pl.]+my

 INPUT STRING:	السلام
     IS_TRANS:	AlslAm
        INDEX:	P23W1
      OFFSETS:	0-6
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAm_1]
   UNSPLITVOC:	(Als~alAm)
          POS:	DET+NOUN
          VOC:	Al+salAm
        GLOSS:	the+greeting/salute/salutation

 INPUT STRING:	عليكم
     IS_TRANS:	Elykm
        INDEX:	P23W2
      OFFSETS:	7-12
       TOKENS:	P23W2-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealaykum)
          POS:	PREP+PRON_2P
          VOC:	EalaY+kum
        GLOSS:	on/above+you

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P24W1
      OFFSETS:	0-4
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+[acc.indef.]

 INPUT STRING:	ديه
     IS_TRANS:	dyh
        INDEX:	P24W2
      OFFSETS:	5-8
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	ظاهره
     IS_TRANS:	ZAhrh
        INDEX:	P24W3
      OFFSETS:	9-14
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZAhirap_1]
   UNSPLITVOC:	(ZAhirap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ZAhir+ap
        GLOSS:	phenomenon/phenomena+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P24W4
      OFFSETS:	15-17
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مجتمعنا
     IS_TRANS:	mjtmEnA
        INDEX:	P24W5
      OFFSETS:	18-25
       TOKENS:	P24W5-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mujtamaE_1]
   UNSPLITVOC:	(mujtamaEnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	mujtamaE+nA
        GLOSS:	community+our

 INPUT STRING:	واللى
     IS_TRANS:	wAllY
        INDEX:	P25W1
      OFFSETS:	0-5
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(wiAill~iy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Aill~iy
        GLOSS:	and+which/who

 INPUT STRING:	قولتيه
     IS_TRANS:	qwltyh
        INDEX:	P25W2
      OFFSETS:	6-12
       TOKENS:	P25W3-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwltiyh)
          POS:	PV+PVSUFF_SUBJ:2FS+PVSUFF_DO:3MS
          VOC:	quwl+tiy+uh
        GLOSS:	say+you+it/him

 INPUT STRING:	حقيقه
     IS_TRANS:	Hqyqh
        INDEX:	P25W3
      OFFSETS:	13-18
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqap_1]
   UNSPLITVOC:	(Haqiyqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Haqiyq+ap
        GLOSS:	truth/reality/truth/facts+[fem.sg.]

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P26W1
      OFFSETS:	0-3
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P26W2
      OFFSETS:	4-7
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P26W3
      OFFSETS:	8-10
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P26W4
      OFFSETS:	11-15
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	دايما
     IS_TRANS:	dAymA
        INDEX:	P26W5
      OFFSETS:	16-21
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAyomAF_1]
   UNSPLITVOC:	(dAyomAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	dAyom+AF
        GLOSS:	always+[acc.indef.]

 INPUT STRING:	بقولها
     IS_TRANS:	bqwlhA
        INDEX:	P26W6
      OFFSETS:	22-28
       TOKENS:	P26W6-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bAaquwlhA)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:3FS
          VOC:	bi+Aa+quwl+hA
        GLOSS:	[present-tense]+I+said/say/be said/say/(for example)+it/them/her

 INPUT STRING:	لنفسى
     IS_TRANS:	lnfsY
        INDEX:	P26W7
      OFFSETS:	29-34
       TOKENS:	P26W9-P26W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(linafosiy)
          POS:	PREP+NOUN+POSS_PRON_1S
          VOC:	li+nafos+iy
        GLOSS:	for/to+same/self/selves+my

 INPUT STRING:	اتحدى
     IS_TRANS:	AtHdY
        INDEX:	P27W1
      OFFSETS:	1-6
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitoHad~aY_1]
   UNSPLITVOC:	(AitoHad~aY)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AitoHad~aY+(null)
        GLOSS:	challange+you

 INPUT STRING:	الكون
     IS_TRANS:	Alkwn
        INDEX:	P27W2
      OFFSETS:	7-12
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kawn_1]
   UNSPLITVOC:	(Alkawn)
          POS:	DET+NOUN
          VOC:	Al+kawn
        GLOSS:	the+universe/existence

 INPUT STRING:	واتمرد
     IS_TRANS:	wAtmrd
        INDEX:	P27W3
      OFFSETS:	13-19
       TOKENS:	P27W3-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitomar~ad_1]
   UNSPLITVOC:	(wiAitomar~ad)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS
          VOC:	wi+Aitomar~ad+(null)
        GLOSS:	and+revolt/rebel+you

 INPUT STRING:	واتعلم
     IS_TRANS:	wAtElm
        INDEX:	P27W4
      OFFSETS:	20-26
       TOKENS:	P27W5-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoEal~im_1]
   UNSPLITVOC:	(wiAitoEal~im)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS
          VOC:	wi+AitoEal~im+(null)
        GLOSS:	and+learn+you

 INPUT STRING:	تبقى
     IS_TRANS:	tbqY
        INDEX:	P27W5
      OFFSETS:	27-31
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(tiboqaY)
          POS:	IV2MS+IV
          VOC:	ti+boqaY
        GLOSS:	you+become

 INPUT STRING:	جرئ
     IS_TRANS:	jr}
        INDEX:	P27W6
      OFFSETS:	32-35
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jariy}_1]
   UNSPLITVOC:	(jaro})
          POS:	ADJ
          VOC:	jariy}
        GLOSS:	brave

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P28W1
      OFFSETS:	0-3
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مابحبش
     IS_TRANS:	mAbHb$
        INDEX:	P28W2
      OFFSETS:	4-10
       TOKENS:	P28W2-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(mA_bAaHib~i$)
          POS:	NEG_PART+PROG_PART+IV1S+IV+NEG_PART
          VOC:	mA+bi+Aa+Hib~+$
        GLOSS:	not+[present-tense]+I+like+not

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P28W3
      OFFSETS:	11-13
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حاجات
     IS_TRANS:	HAjAt
        INDEX:	P28W4
      OFFSETS:	14-19
       TOKENS:	P28W7-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	HAj+At
        GLOSS:	thing/belongings+[fem.pl.]

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P28W5
      OFFSETS:	20-24
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many

 INPUT STRING:	اقول
     IS_TRANS:	Aqwl
        INDEX:	P28W6
      OFFSETS:	25-29
       TOKENS:	P28W9-P28W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl)
          POS:	IV1S+IV
          VOC:	Aa+quwl
        GLOSS:	I+said/say/be said/say/(for example)

 INPUT STRING:	نظره
     IS_TRANS:	nZrh
        INDEX:	P28W7
      OFFSETS:	30-34
       TOKENS:	P28W10-P28W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZorap_1]
   UNSPLITVOC:	(naZorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	naZor+ap
        GLOSS:	look/glance/view/looks/glances/views+[fem.sg.]

 INPUT STRING:	المجتمع
     IS_TRANS:	AlmjtmE
        INDEX:	P28W8
      OFFSETS:	35-42
       TOKENS:	P28W11-P28W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mijotimiE_1]
   UNSPLITVOC:	(AlmijotimiE)
          POS:	DET+NOUN
          VOC:	Al+mijotimiE
        GLOSS:	the+community

 INPUT STRING:	لانها
     IS_TRANS:	lAnhA
        INDEX:	P29W1
      OFFSETS:	0-5
       TOKENS:	P29W1-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~ahA)
          POS:	PREP+SUB_CONJ+PRON_3FS
          VOC:	li+<in~+hA
        GLOSS:	for/to+that+she/it

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P29W2
      OFFSETS:	6-10
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P29W3
      OFFSETS:	11-14
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	بتكون
     IS_TRANS:	btkwn
        INDEX:	P29W4
      OFFSETS:	15-20
       TOKENS:	P29W6-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(bitikuwn)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+kuwn
        GLOSS:	[present-tense]+it/they/she+be

 INPUT STRING:	ظالمه
     IS_TRANS:	ZAlmh
        INDEX:	P29W5
      OFFSETS:	21-26
       TOKENS:	P29W8-P29W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ZAlim_1]
   UNSPLITVOC:	(ZAlmap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	ZAlm+ap
        GLOSS:	unfair+[fem.sg.]

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P30W1
      OFFSETS:	0-2
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	suh as

 INPUT STRING:	الحاله
     IS_TRANS:	AlHAlh
        INDEX:	P30W2
      OFFSETS:	3-9
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAlap_1]
   UNSPLITVOC:	(AlHAlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+HAl+ap
        GLOSS:	the+condition/case/situation/cases/situations/instances+[fem.sg.]

 INPUT STRING:	ديه
     IS_TRANS:	dyh
        INDEX:	P30W3
      OFFSETS:	10-13
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	قولى
     IS_TRANS:	qwlY
        INDEX:	P31W1
      OFFSETS:	0-4
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	quwl+iy
        GLOSS:	said/say/be said/say/(for example)+you

 INPUT STRING:	لصاحبه
     IS_TRANS:	lSAHbh
        INDEX:	P31W2
      OFFSETS:	5-11
       TOKENS:	P31W2-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(liSAHobap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+SAHob+ap
        GLOSS:	for/to+friend+[fem.sg.]

 INPUT STRING:	حضرتك
     IS_TRANS:	HDrtk
        INDEX:	P31W3
      OFFSETS:	12-17
       TOKENS:	P31W4-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaDorap_1]
   UNSPLITVOC:	(HaDoritik)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2FS
          VOC:	HaDor+ap+ik
        GLOSS:	presence/eminent/honorable+[fem.sg.]+your

 INPUT STRING:	اقفى
     IS_TRANS:	AqfY
        INDEX:	P32W1
      OFFSETS:	0-4
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waqaf_1]
   UNSPLITVOC:	(Auqafiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Auqaf+iy
        GLOSS:	stop/stand+you

 INPUT STRING:	انتى
     IS_TRANS:	AntY
        INDEX:	P32W2
      OFFSETS:	5-9
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you

 INPUT STRING:	قدراتك
     IS_TRANS:	qdrAtk
        INDEX:	P32W3
      OFFSETS:	10-16
       TOKENS:	P32W3-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qudrap_1]
   UNSPLITVOC:	(qudrAtik)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_2FS
          VOC:	qudr+At+ik
        GLOSS:	ability+[fem.pl.]+your

 INPUT STRING:	عاليه
     IS_TRANS:	EAlyh
        INDEX:	P32W4
      OFFSETS:	17-22
       TOKENS:	P32W5-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAliy_1]
   UNSPLITVOC:	(EAloyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAloy+ap
        GLOSS:	high/elevated+[fem.sg.]

 INPUT STRING:	اقفى
     IS_TRANS:	AqfY
        INDEX:	P33W1
      OFFSETS:	0-4
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waqaf_1]
   UNSPLITVOC:	(Auqafiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Auqaf+iy
        GLOSS:	stop/stand+you

 INPUT STRING:	واشتغلى
     IS_TRANS:	wA$tglY
        INDEX:	P33W2
      OFFSETS:	5-12
       TOKENS:	P33W2-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otagal_1]
   UNSPLITVOC:	(wiAi$otagaliy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS
          VOC:	wi+Ai$otagal+iy
        GLOSS:	and+work+you

 INPUT STRING:	وحققى
     IS_TRANS:	wHqqY
        INDEX:	P33W3
      OFFSETS:	13-18
       TOKENS:	P33W4-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Haq~aq_1]
   UNSPLITVOC:	(wiHaq~aqiy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS
          VOC:	wi+Haq~aq+iy
        GLOSS:	and+achieve+you

 INPUT STRING:	نفسك
     IS_TRANS:	nfsk
        INDEX:	P33W4
      OFFSETS:	19-23
       TOKENS:	P33W6-P33W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	nafos+ik
        GLOSS:	same/self/selves+your

 INPUT STRING:	لانك
     IS_TRANS:	lAnk
        INDEX:	P34W1
      OFFSETS:	0-4
       TOKENS:	P34W1-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~ik)
          POS:	PREP+SUB_CONJ+PRON_2FS
          VOC:	li+<in~+ik
        GLOSS:	for/to+that+you

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P34W2
      OFFSETS:	5-9
       TOKENS:	P34W4-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	تثبتى
     IS_TRANS:	tvbtY
        INDEX:	P34W3
      OFFSETS:	10-15
       TOKENS:	P34W5-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vabat_1]
   UNSPLITVOC:	(tivbitiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+vbit+iy
        GLOSS:	you+prove+you

 INPUT STRING:	نفسك
     IS_TRANS:	nfsk
        INDEX:	P34W4
      OFFSETS:	16-20
       TOKENS:	P34W6-P34W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	nafos+ik
        GLOSS:	same/self/selves+your

 INPUT STRING:	وماتكونيش
     IS_TRANS:	wmAtkwny$
        INDEX:	P35W1
      OFFSETS:	0-9
       TOKENS:	P35W1-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wimA_tikuwniy$)
          POS:	CONJ+NEG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	wi+mA+ti+kuwn+iy+$
        GLOSS:	and+not+you+be+you+not

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P35W2
      OFFSETS:	10-14
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	وبس
     IS_TRANS:	wbs
        INDEX:	P35W3
      OFFSETS:	15-18
       TOKENS:	P35W6-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(wibas~)
          POS:	CONJ+ADV
          VOC:	wi+bas~
        GLOSS:	and+only

 INPUT STRING:	ايوه
     IS_TRANS:	Aywh
        INDEX:	P36W1
      OFFSETS:	0-4
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

 INPUT STRING:	تحقيق
     IS_TRANS:	tHqyq
        INDEX:	P36W2
      OFFSETS:	5-10
       TOKENS:	P36W2-P36W2
