 INPUT STRING:	سؤالى
          POS:	NOUN_NUM+POSS_PRON_3MS
          VOC:	>aw~il+uh
        GLOSS:	first+his/its

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P23W26
      OFFSETS:	111-114
       TOKENS:	P23W31-P23W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to

 INPUT STRING:	اخره
     IS_TRANS:	Axrh
        INDEX:	P23W27
      OFFSETS:	115-119
       TOKENS:	P23W32-P23W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axir_1]
   UNSPLITVOC:	(>axiruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>axir+uh
        GLOSS:	last+his/its

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P23W28
      OFFSETS:	120-122
       TOKENS:	P23W34-P23W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	عايزين
     IS_TRANS:	EAyzyn
        INDEX:	P23W29
      OFFSETS:	123-129
       TOKENS:	P23W35-P23W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyoziyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	EAyoz+iyn
        GLOSS:	need+two

 INPUT STRING:	نتأكد
     IS_TRANS:	nt>kd
        INDEX:	P23W30
      OFFSETS:	130-135
       TOKENS:	P23W36-P23W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aito>ak~id_1]
   UNSPLITVOC:	(nito>ak~id)
          POS:	IV1P+IV
          VOC:	ni+to>ak~id
        GLOSS:	we+make sure

 INPUT STRING:	ننتظر
     IS_TRANS:	nntZr
        INDEX:	P24W1
      OFFSETS:	0-5
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<inTaZar_1]
   UNSPLITVOC:	(nintaZir)
          POS:	IV1P+IV
          VOC:	ni+ntaZir
        GLOSS:	we+wait

 INPUT STRING:	شويه
     IS_TRANS:	$wyh
        INDEX:	P24W2
      OFFSETS:	6-10
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	يمكن
     IS_TRANS:	ymkn
        INDEX:	P24W3
      OFFSETS:	11-15
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amokan_1]
   UNSPLITVOC:	(yimokin)
          POS:	IV3MS+IV
          VOC:	yi+mokin
        GLOSS:	he/it+be possible/make possible for

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P24W4
      OFFSETS:	16-19
       TOKENS:	P24W4-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	صفقه
     IS_TRANS:	Sfqh
        INDEX:	P24W5
      OFFSETS:	20-24
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Safoqap_1]
   UNSPLITVOC:	(Safoqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Safoq+ap
        GLOSS:	deal/transaction/deals/transactions+[fem.sg.]

 INPUT STRING:	وتبان
     IS_TRANS:	wtbAn
        INDEX:	P24W6
      OFFSETS:	25-30
       TOKENS:	P24W7-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAn_1]
   UNSPLITVOC:	(witibAn)
          POS:	PART+IV3FS+IV
          VOC:	wi+ti+bAn
        GLOSS:	[part]+she/it+be clear/appear

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P24W7
      OFFSETS:	31-33
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	الوقت
     IS_TRANS:	Alwqt
        INDEX:	P24W8
      OFFSETS:	34-39
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(Alwaqot)
          POS:	DET+NOUN
          VOC:	Al+waqot
        GLOSS:	the+time/moment/period of time

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P24W9
      OFFSETS:	40-43
       TOKENS:	P24W11-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P24W10
      OFFSETS:	44-47
       TOKENS:	P24W12-P24W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	صدقتوا
     IS_TRANS:	SdqtwA
        INDEX:	P24W11
      OFFSETS:	48-54
       TOKENS:	P24W13-P24W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sadaq_1]
   UNSPLITVOC:	(SadaqtuwA)
          POS:	PV+PVSUFF_SUBJ:2P
          VOC:	Sadaq+tuwA
        GLOSS:	be sincere/tell the truth/be correct+you

 INPUT STRING:	بتلاقو
     IS_TRANS:	btlAqw
        INDEX:	P24W12
      OFFSETS:	55-61
       TOKENS:	P24W14-P24W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(bitilAquwA)
          POS:	PROG_PART+IV2P+IV+IVSUFF_SUBJ:P
          VOC:	bi+ti+lAq+uwA
        GLOSS:	[present-tense]+you+meet/encounter/be met/be encountered+we

 INPUT STRING:	غلطات
     IS_TRANS:	glTAt
        INDEX:	P24W13
      OFFSETS:	62-67
       TOKENS:	P24W16-P24W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[galTap_1]
   UNSPLITVOC:	(galTAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	galT+At
        GLOSS:	errors/faults+[fem.pl.]

 INPUT STRING:	وتمسكوها
     IS_TRANS:	wtmskwhA
        INDEX:	P24W14
      OFFSETS:	68-76
       TOKENS:	P24W17-P24W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[masak_1]
   UNSPLITVOC:	(witimsikuwhA)
          POS:	SUB_CONJ+IV2P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3FS
          VOC:	wi+ti+msik+uw+hA
        GLOSS:	while/when+you+hold+you+her/its

 INPUT STRING:	نفسي
     IS_TRANS:	nfsy
        INDEX:	P25W1
      OFFSETS:	0-4
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nafos+iy
        GLOSS:	wish+my

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P25W2
      OFFSETS:	5-9
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	بيتكلم
     IS_TRANS:	bytklm
        INDEX:	P25W3
      OFFSETS:	10-16
       TOKENS:	P25W4-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(biyitokal~im)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+tokal~im
        GLOSS:	[present-tense]+he/it+talk/speak

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P25W4
      OFFSETS:	17-19
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	يمسك
     IS_TRANS:	ymsk
        INDEX:	P25W5
      OFFSETS:	20-24
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masak_1]
   UNSPLITVOC:	(yimosik)
          POS:	IV3MS+IV
          VOC:	yi+mosik
        GLOSS:	he+hold/seize

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P25W6
      OFFSETS:	25-30
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P25W7
      OFFSETS:	31-33
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الوقت
     IS_TRANS:	Alwqt
        INDEX:	P25W8
      OFFSETS:	34-39
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(Alwaqot)
          POS:	DET+NOUN
          VOC:	Al+waqot
        GLOSS:	the+time/moment/period of time

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P25W9
      OFFSETS:	40-44
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P25W10
      OFFSETS:	45-49
       TOKENS:	P25W12-P25W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P25W11
      OFFSETS:	50-53
       TOKENS:	P25W13-P25W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P25W12
      OFFSETS:	54-56
       TOKENS:	P25W15-P25W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	ويرورينا
     IS_TRANS:	wyrwrynA
        INDEX:	P25W13
      OFFSETS:	57-65
       TOKENS:	P25W16-P25W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waraY_1]
   UNSPLITVOC:	(wiyiwariynA)
          POS:	PART+IV3MS+IV+IVSUFF_DO:1P
          VOC:	wi+yi+wariy+nA
        GLOSS:	[part]+he+show+us

 INPUT STRING:	شطارته
     IS_TRANS:	$TArth
        INDEX:	P25W14
      OFFSETS:	66-72
       TOKENS:	P25W19-P25W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$aTArap_1]
   UNSPLITVOC:	($aTAratuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	$aTAr+at+uh
        GLOSS:	cleverness+[fem.sg.]+his/its

 INPUT STRING:	هيعمل
     IS_TRANS:	hyEml
        INDEX:	P25W15
      OFFSETS:	73-78
       TOKENS:	P25W21-P25W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HayiEomil)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+Eomil
        GLOSS:	will+he/it+do/act

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P25W16
      OFFSETS:	79-82
       TOKENS:	P25W23-P25W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	المشاركة
     IS_TRANS:	Alm$Arkp
        INDEX:	P26W1
      OFFSETS:	0-8
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$Arokap_1]
   UNSPLITVOC:	(Almu$Arokap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$Arok+ap
        GLOSS:	the+participation+[fem.sg.]

 INPUT STRING:	الأصلية
     IS_TRANS:	Al>Slyp
        INDEX:	P26W2
      OFFSETS:	9-16
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AaSoliy_1]
   UNSPLITVOC:	(AlASoliy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+ASoliy~+ap
        GLOSS:	the+original+[fem.sg.]

 INPUT STRING:	كتبت
     IS_TRANS:	ktbt
        INDEX:	P26W3
      OFFSETS:	17-21
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[katab-u_1]
   UNSPLITVOC:	(kutibat)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	kutib+at
        GLOSS:	be written/be fated/be destined+it/they/she [verb]

 INPUT STRING:	بواسطة
     IS_TRANS:	bwAsTp
        INDEX:	P26W4
      OFFSETS:	22-28
       TOKENS:	P26W4-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAsoTap_1]
   UNSPLITVOC:	(biwAsoTap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+wAsoT+ap
        GLOSS:	with/by+means+[fem.sg.]

 INPUT STRING:	ثورة
     IS_TRANS:	vwrp
        INDEX:	P26W5
      OFFSETS:	29-33
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(vawrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	vawr+ap
        GLOSS:	revolution/uprising+[fem.sg.]

 INPUT STRING:	الياسمين
     IS_TRANS:	AlyAsmyn
        INDEX:	P26W6
      OFFSETS:	34-42
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yAsomiynap_1]
   UNSPLITVOC:	(AlyAsomiyn)
          POS:	DET+NOUN
          VOC:	Al+yAsomiyn
        GLOSS:	the+jasmine

