 INPUT STRING:	ليه
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorah_1]
   UNSPLITVOC:	(bukorah)
          POS:	NOUN
          VOC:	bukorah
        GLOSS:	tomorrow/sometime in the future/meal/luncheon/breakfast/lunch

 INPUT STRING:	نشوف
     IS_TRANS:	n$wf
        INDEX:	P25W3
      OFFSETS:	8-12
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(ni$uwf)
          POS:	IV1P+IV
          VOC:	ni+$uwf
        GLOSS:	we+look

 INPUT STRING:	وربنا
     IS_TRANS:	wrbnA
        INDEX:	P25W4
      OFFSETS:	13-18
       TOKENS:	P25W4-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(wirab~inA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+rab~+nA
        GLOSS:	and+lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يوفقه
     IS_TRANS:	ywfqh
        INDEX:	P25W5
      OFFSETS:	19-24
       TOKENS:	P25W7-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waf~aq_1]
   UNSPLITVOC:	(yiwaf~aquh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	yi+waf~aq+uh
        GLOSS:	he/it+grant success/be granted success/be successful+it/him

 INPUT STRING:	طبعآ
     IS_TRANS:	TbE|
        INDEX:	P25W6
      OFFSETS:	25-29
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TabE_1]
   UNSPLITVOC:	(TabEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TabE+AF
        GLOSS:	of course+[acc.indef.]

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P25W7
      OFFSETS:	30-32
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	رجع
     IS_TRANS:	rjE
        INDEX:	P25W8
      OFFSETS:	33-36
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(rijiE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	rijiE+(null)
        GLOSS:	go back/return/came back+he/it

 INPUT STRING:	لانه
     IS_TRANS:	lAnh
        INDEX:	P25W9
      OFFSETS:	37-41
       TOKENS:	P25W12-P25W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~uh)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	li+<in~+uh
        GLOSS:	for/to+that+he

 INPUT STRING:	رجل
     IS_TRANS:	rjl
        INDEX:	P25W10
      OFFSETS:	42-45
       TOKENS:	P25W15-P25W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijol_1]
   UNSPLITVOC:	(rijol)
          POS:	NOUN
          VOC:	rijol
        GLOSS:	man/men

 INPUT STRING:	محترم
     IS_TRANS:	mHtrm
        INDEX:	P25W11
      OFFSETS:	46-51
       TOKENS:	P25W16-P25W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHotaram_1]
   UNSPLITVOC:	(muHotaram)
          POS:	ADJ
          VOC:	muHotaram
        GLOSS:	esteemed/respected/respectable

 INPUT STRING:	وله
     IS_TRANS:	wlh
        INDEX:	P25W12
      OFFSETS:	52-55
       TOKENS:	P25W17-P25W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(wiluh)
          POS:	CONJ+PREP+PRON_3MS
          VOC:	wi+li+uh
        GLOSS:	and+for/to+him/it

 INPUT STRING:	مواقف
     IS_TRANS:	mwAqf
        INDEX:	P25W13
      OFFSETS:	56-61
       TOKENS:	P25W20-P25W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqif_1]
   UNSPLITVOC:	(mawAqif)
          POS:	NOUN
          VOC:	mawAqif
        GLOSS:	positions

 INPUT STRING:	عديدة
     IS_TRANS:	Edydp
        INDEX:	P25W14
      OFFSETS:	62-67
       TOKENS:	P25W21-P25W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadiyd_1]
   UNSPLITVOC:	(Eadiydap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Eadiyd+ap
        GLOSS:	numerous/many+[fem.sg.]

 INPUT STRING:	تحسب
     IS_TRANS:	tHsb
        INDEX:	P25W15
      OFFSETS:	68-72
       TOKENS:	P25W22-P25W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasab_1]
   UNSPLITVOC:	(tiHosib)
          POS:	IV3FS+IV
          VOC:	ti+Hosib
        GLOSS:	she/it+be computed/be charged

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P25W16
      OFFSETS:	73-76
       TOKENS:	P25W23-P25W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+him

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P25W17
      OFFSETS:	76-77
       TOKENS:	P25W25-P25W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P25W18
      OFFSETS:	77-78
       TOKENS:	P25W26-P25W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	شكرا
     IS_TRANS:	$krA
        INDEX:	P26W1
      OFFSETS:	0-4
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ukor_1]
   UNSPLITVOC:	($ukorAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	$ukor+AF
        GLOSS:	thankfulness/thanks/thank you+[acc.indef.]

 INPUT STRING:	ياقمر
     IS_TRANS:	yAqmr
        INDEX:	P26W2
      OFFSETS:	5-10
       TOKENS:	P26W2-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qamar_1]
   UNSPLITVOC:	(yAqamar)
          POS:	VOC_PART+NOUN
          VOC:	yA+qamar
        GLOSS:	O/oh+moon/satellite/satellites

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P26W3
      OFFSETS:	11-12
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الخبر
     IS_TRANS:	Alxbr
        INDEX:	P26W4
      OFFSETS:	13-18
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(Alxabar)
          POS:	DET+NOUN
          VOC:	Al+xabar
        GLOSS:	the+news/report/reports

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P26W5
      OFFSETS:	18-19
       TOKENS:	P26W6-P26W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P26W6
      OFFSETS:	19-20
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	ملهوش
     IS_TRANS:	mlhw$
        INDEX:	P27W1
      OFFSETS:	0-5
       TOKENS:	P27W1-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(malhuw$)
          POS:	NEG_PART+PREP+PRON_3MS+NEG_PART
          VOC:	ma+li+uh+$
        GLOSS:	not+for/to+him+not

 INPUT STRING:	قرار
     IS_TRANS:	qrAr
        INDEX:	P27W2
      OFFSETS:	6-10
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarAr)
          POS:	NOUN
          VOC:	qarAr
        GLOSS:	decision/resolution/decisions/resolutions

 INPUT STRING:	المفروض
     IS_TRANS:	AlmfrwD
        INDEX:	P27W3
      OFFSETS:	11-18
       TOKENS:	P27W6-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maforuwD_1]
   UNSPLITVOC:	(AlmaforuwD)
          POS:	DET+NOUN
          VOC:	Al+maforuwD
        GLOSS:	the+obligation/duty/obligations/duties

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P27W4
      OFFSETS:	19-22
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	ياخد
     IS_TRANS:	yAxd
        INDEX:	P27W5
      OFFSETS:	23-27
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(yAxud)
          POS:	IV3MS+IV
          VOC:	y+Axud
        GLOSS:	he/it+begin/I/receive/take

 INPUT STRING:	قرار
     IS_TRANS:	qrAr
        INDEX:	P27W6
      OFFSETS:	28-32
       TOKENS:	P27W9-P27W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarAr)
          POS:	NOUN
          VOC:	qarAr
        GLOSS:	decision/resolution/decisions/resolutions

 INPUT STRING:	يلتزم
     IS_TRANS:	yltzm
        INDEX:	P27W7
      OFFSETS:	33-38
       TOKENS:	P27W10-P27W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ailtazam_1]
   UNSPLITVOC:	(yiltizim)
          POS:	IV3MS+IV
          VOC:	yi+ltizim
        GLOSS:	he/it+be committed

 INPUT STRING:	بيه
     IS_TRANS:	byh
        INDEX:	P27W8
      OFFSETS:	39-42
       TOKENS:	P27W11-P27W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyh)
          POS:	PREP+PRON_3MS
          VOC:	bi+uh
        GLOSS:	with/by/him/them/her+him

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P27W9
      OFFSETS:	43-45
       TOKENS:	P27W13-P27W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P27W10
      OFFSETS:	46-49
       TOKENS:	P27W14-P27W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P27W11
      OFFSETS:	50-52
       TOKENS:	P27W15-P27W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عزبه
     IS_TRANS:	Ezbh
        INDEX:	P27W12
      OFFSETS:	53-57
       TOKENS:	P27W16-P27W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eizobap_1]
   UNSPLITVOC:	(Eizobap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Eizob+ap
        GLOSS:	farm/country estate/farms/country estates+[fem.sg.]

 INPUT STRING:	هيدرها
     IS_TRANS:	hydrhA
        INDEX:	P27W13
      OFFSETS:	58-64
       TOKENS:	P27W17-P27W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>adAr_1]
   UNSPLITVOC:	(HayidirhA)
          POS:	FUT_PART+IV3MS+IV+IVSUFF_DO:3FS
          VOC:	Ha+yi+dir+hA
        GLOSS:	will+he/it+direct/manage/conduct+it/them/her

 INPUT STRING:	مرة
     IS_TRANS:	mrp
        INDEX:	P27W14
      OFFSETS:	65-68
       TOKENS:	P27W20-P27W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	occasion/time/moment/occasions/times/moments/once/one time+[fem.sg.]

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P27W15
      OFFSETS:	69-71
       TOKENS:	P27W21-P27W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	Ah!

 INPUT STRING:	ومرة
     IS_TRANS:	wmrp
        INDEX:	P27W16
      OFFSETS:	72-76
       TOKENS:	P27W22-P27W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(wimar~ap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+mar~+ap
        GLOSS:	and+occasion/time/moment/occasions/times/moments/once/one time+[fem.sg.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P27W17
      OFFSETS:	77-79
       TOKENS:	P27W24-P27W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no/non-/not

 INPUT STRING:	هفكر
     IS_TRANS:	hfkr
        INDEX:	P27W18
      OFFSETS:	80-84
       TOKENS:	P27W25-P27W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(HaAafak~ar)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+fak~ar
        GLOSS:	will+I+think/consider/ponder

 INPUT STRING:	رغم
     IS_TRANS:	rgm
        INDEX:	P28W1
      OFFSETS:	0-3
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragom_1]
   UNSPLITVOC:	(ragom)
          POS:	NOUN
          VOC:	ragom
        GLOSS:	in spite of/despite

 INPUT STRING:	انى
     IS_TRANS:	AnY
        INDEX:	P28W2
      OFFSETS:	4-7
       TOKENS:	P28W2-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~iy)
          POS:	SUB_CONJ+PRON_1S
          VOC:	<in~+iy
        GLOSS:	that+I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P28W3
      OFFSETS:	8-10
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	متاكده
     IS_TRANS:	mtAkdh
        INDEX:	P28W4
      OFFSETS:	11-17
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mito>ak~id_1]
   UNSPLITVOC:	(mito>ak~idap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mito>ak~id+ap
        GLOSS:	certain/be sure+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P28W5
      OFFSETS:	18-20
       TOKENS:	P28W6-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الخبر
     IS_TRANS:	Alxbr
        INDEX:	P28W6
      OFFSETS:	21-26
       TOKENS:	P28W7-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(Alxabar)
          POS:	DET+NOUN
          VOC:	Al+xabar
        GLOSS:	the+news/report/reports

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P28W7
      OFFSETS:	27-30
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	Rather/even/but/yet/however/but rather

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P28W8
      OFFSETS:	31-33
       TOKENS:	P28W9-P28W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	صحيح
     IS_TRANS:	SHyH
        INDEX:	P28W9
      OFFSETS:	34-38
       TOKENS:	P28W10-P28W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaHiyH_1]
   UNSPLITVOC:	(SaHiyH)
          POS:	ADJ
          VOC:	SaHiyH
        GLOSS:	true/correct/really/truly/yes/right/healthy/in good health

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P28W10
      OFFSETS:	39-43
       TOKENS:	P28W11-P28W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+be/became/become/last/remain

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P28W11
      OFFSETS:	44-46
       TOKENS:	P28W12-P28W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	احلى
     IS_TRANS:	AHlY
        INDEX:	P28W12
      OFFSETS:	47-51
       TOKENS:	P28W13-P28W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHolaY_1]
   UNSPLITVOC:	(>aHolaY)
          POS:	ADJ_COMP
          VOC:	>aHolaY
        GLOSS:	sweetest/sweeter

 INPUT STRING:	خبر
     IS_TRANS:	xbr
        INDEX:	P28W13
      OFFSETS:	52-55
       TOKENS:	P28W14-P28W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(xabar)
          POS:	NOUN
          VOC:	xabar
        GLOSS:	news/report/reports

 INPUT STRING:	سمعته
     IS_TRANS:	smEth
        INDEX:	P28W14
      OFFSETS:	56-61
       TOKENS:	P28W15-P28W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(simiEtuh)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3MS
          VOC:	simiE+t+uh
        GLOSS:	listen/be heard/hear+I+it/him

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P28W15
      OFFSETS:	62-64
       TOKENS:	P28W17-P28W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	فتره
     IS_TRANS:	ftrh
        INDEX:	P28W16
      OFFSETS:	65-69
       TOKENS:	P28W18-P28W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fatorap_1]
   UNSPLITVOC:	(fatorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fator+ap
        GLOSS:	phase/time period/interval/phases/time periods/intervals+[fem.sg.]

 INPUT STRING:	طويله
     IS_TRANS:	Twylh
        INDEX:	P28W17
      OFFSETS:	70-75
       TOKENS:	P28W19-P28W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tawiyl_1]
   UNSPLITVOC:	(Tawiylap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Tawiyl+ap
        GLOSS:	tall/long/for a long time/at length/extensively+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P29W1
      OFFSETS:	0-3
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P29W2
      OFFSETS:	4-7
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	ناويه
     IS_TRANS:	nAwyh
        INDEX:	P29W3
      OFFSETS:	8-13
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAwiy_1]
   UNSPLITVOC:	(nAwoyap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	nAwoy+ap
        GLOSS:	intend+[fem.sg.]

 INPUT STRING:	اقاطع
     IS_TRANS:	AqATE
        INDEX:	P29W4
      OFFSETS:	14-19
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAtaE_1]
   UNSPLITVOC:	(>aqATiE)
          POS:	IV1S+IV
          VOC:	Aa+qATiE
        GLOSS:	I+boycott

 INPUT STRING:	انتخابات
     IS_TRANS:	AntxAbAt
        INDEX:	P29W5
      OFFSETS:	20-28
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotixAb_1]
   UNSPLITVOC:	(AinotixAbAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	AinotixAb+At
        GLOSS:	selection/elections/selections/election+[fem.pl.]

 INPUT STRING:	الرئاسه
     IS_TRANS:	Alr}Ash
        INDEX:	P29W6
      OFFSETS:	29-36
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ri}Asap_1]
   UNSPLITVOC:	(Alr~i}Asap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+ri}As+ap
        GLOSS:	the+presidency/leadership/chairmanship/presidencies/leaderships/chairmanships+[fem.sg.]

 INPUT STRING:	لانى
     IS_TRANS:	lAnY
        INDEX:	P29W7
      OFFSETS:	37-41
       TOKENS:	P29W7-P29W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
