 INPUT STRING:	إعتراف
       TOKENS:	P31W17-P31W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Euqob_1]
   UNSPLITVOC:	(Euqob)
          POS:	NOUN
          VOC:	Euqob
        GLOSS:	consequence/aftermath/heels

 INPUT STRING:	أحداث
     IS_TRANS:	>HdAv
        INDEX:	P31W18
      OFFSETS:	85-90
       TOKENS:	P31W18-P31W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(>aHodAv)
          POS:	NOUN
          VOC:	>aHodAv
        GLOSS:	events

 INPUT STRING:	الأمن
     IS_TRANS:	Al>mn
        INDEX:	P31W19
      OFFSETS:	91-96
       TOKENS:	P31W19-P31W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amon_1]
   UNSPLITVOC:	(Al>amon)
          POS:	DET+NOUN
          VOC:	Al+>amon
        GLOSS:	the+security/safety

 INPUT STRING:	المركزى
     IS_TRANS:	AlmrkzY
        INDEX:	P31W20
      OFFSETS:	97-104
       TOKENS:	P31W20-P31W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[marokaziy_1]
   UNSPLITVOC:	(Almarokaziy)
          POS:	DET+ADJ
          VOC:	Al+marokaziy
        GLOSS:	the+central

 INPUT STRING:	المشهورة
     IS_TRANS:	Alm$hwrp
        INDEX:	P31W21
      OFFSETS:	105-113
       TOKENS:	P31W21-P31W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$ohuwr_1]
   UNSPLITVOC:	(Alma$ohuwrap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+ma$ohuwr+ap
        GLOSS:	the+famous/well-known+[fem.sg.]

 INPUT STRING:	ورغم
     IS_TRANS:	wrgm
        INDEX:	P32W1
      OFFSETS:	1-5
       TOKENS:	P32W1-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragom_1]
   UNSPLITVOC:	(wiragom)
          POS:	CONJ+NOUN
          VOC:	wi+ragom
        GLOSS:	and+in spite of/despite

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P32W2
      OFFSETS:	6-8
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P32W3
      OFFSETS:	9-12
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this

 INPUT STRING:	الرجل
     IS_TRANS:	Alrjl
        INDEX:	P32W4
      OFFSETS:	13-18
       TOKENS:	P32W5-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijol_1]
   UNSPLITVOC:	(Alr~ijol)
          POS:	DET+NOUN
          VOC:	Al+rijol
        GLOSS:	the+man

 INPUT STRING:	يعد
     IS_TRANS:	yEd
        INDEX:	P32W5
      OFFSETS:	19-22
       TOKENS:	P32W6-P32W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ead~-u_1]
   UNSPLITVOC:	(yuEad~u)
          POS:	IV3MS+IV_PASS+IVSUFF_MOOD:I
          VOC:	yu+Ead~+u
        GLOSS:	he/it+be counted/be considered/be deemed+[ind.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P32W6
      OFFSETS:	23-25
       TOKENS:	P32W7-P32W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	انظف
     IS_TRANS:	AnZf
        INDEX:	P32W7
      OFFSETS:	26-30
       TOKENS:	P32W8-P32W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anoZaf_1]
   UNSPLITVOC:	(>anoZaf)
          POS:	ADJ_COMP
          VOC:	>anoZaf
        GLOSS:	cleaner/cleanest

 INPUT STRING:	وزراء
     IS_TRANS:	wzrA'
        INDEX:	P32W8
      OFFSETS:	31-36
       TOKENS:	P32W9-P32W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(wuzarA')
          POS:	NOUN
          VOC:	wuzarA'
        GLOSS:	ministers

 INPUT STRING:	الداخلية
     IS_TRANS:	AldAxlyp
        INDEX:	P32W9
      OFFSETS:	37-45
       TOKENS:	P32W10-P32W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAxoliy~ap_1]
   UNSPLITVOC:	(Ald~Axoliy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dAxoliy~+ap
        GLOSS:	the+interior/of state+[fem.sg.]

 INPUT STRING:	الذين
     IS_TRANS:	Al*yn
        INDEX:	P32W10
      OFFSETS:	46-51
       TOKENS:	P32W11-P32W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al~a*iyna_1]
   UNSPLITVOC:	(Al~a*iyna)
          POS:	REL_PRON
          VOC:	Al~a*iyna
        GLOSS:	who/whom

 INPUT STRING:	عملوا
     IS_TRANS:	EmlwA
        INDEX:	P32W11
      OFFSETS:	52-57
       TOKENS:	P32W12-P32W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eamil-a_1]
   UNSPLITVOC:	(EamiluwA)
          POS:	PV+PVSUFF_SUBJ:3MP
          VOC:	Eamil+uwA
        GLOSS:	work/function/act+they [verb]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P32W12
      OFFSETS:	58-60
       TOKENS:	P32W13-P32W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الحكومة
     IS_TRANS:	AlHkwmp
        INDEX:	P32W13
      OFFSETS:	61-68
       TOKENS:	P32W14-P32W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	إلا
     IS_TRANS:	<lA
        INDEX:	P32W14
      OFFSETS:	69-72
       TOKENS:	P32W15-P32W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	except for

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P32W15
      OFFSETS:	73-75
       TOKENS:	P32W16-P32W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الأحداث
     IS_TRANS:	Al>HdAv
        INDEX:	P32W16
      OFFSETS:	76-83
       TOKENS:	P32W17-P32W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(Al>aHodAv)
          POS:	DET+NOUN
          VOC:	Al+>aHodAv
        GLOSS:	the+events

 INPUT STRING:	المدبرة
     IS_TRANS:	Almdbrp
        INDEX:	P32W17
      OFFSETS:	84-91
       TOKENS:	P32W18-P32W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mudab~ar_1]
   UNSPLITVOC:	(Almudab~arap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+mudab~ar+ap
        GLOSS:	the+deliberate/intended/planned+[fem.sg.]

 INPUT STRING:	تلك
     IS_TRANS:	tlk
        INDEX:	P32W18
      OFFSETS:	92-95
       TOKENS:	P32W19-P32W19
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(tlk)
          POS:	NO_FUNC
          VOC:	tlk
        GLOSS:	nogloss

 INPUT STRING:	أدت
     IS_TRANS:	>dt
        INDEX:	P32W19
      OFFSETS:	96-99
       TOKENS:	P32W20-P32W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ad~aY_1]
   UNSPLITVOC:	(>ad~it)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	>ad~+it
        GLOSS:	direct/guide/lead/be directed/be guided/be lead+it/they/she

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P32W20
      OFFSETS:	100-103
       TOKENS:	P32W21-P32W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	إقالته
     IS_TRANS:	<qAlth
        INDEX:	P32W21
      OFFSETS:	104-110
       TOKENS:	P32W22-P32W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iqAlap_1]
   UNSPLITVOC:	(<iqAlatuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	<iqAl+ap+uh
        GLOSS:	dismissal/discharge/firing+[fem.sg.]+his/its

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P33W1
      OFFSETS:	1-4
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	عندنا
     IS_TRANS:	EndnA
        INDEX:	P33W2
      OFFSETS:	5-10
       TOKENS:	P33W2-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Einod_1]
   UNSPLITVOC:	(EinodinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Einod+nA
        GLOSS:	with / at+our

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P33W3
      OFFSETS:	11-14
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hunA_1]
   UNSPLITVOC:	(hunA)
          POS:	ADV
          VOC:	hunA
        GLOSS:	here

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P33W4
      OFFSETS:	15-17
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P33W5
      OFFSETS:	18-21
       TOKENS:	P33W6-P33W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	تحدث
     IS_TRANS:	tHdv
        INDEX:	P33W6
      OFFSETS:	22-26
       TOKENS:	P33W7-P33W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hadav-u_1]
   UNSPLITVOC:	(taHoduvu)
          POS:	IV3FS+IV+IVSUFF_MOOD:I
          VOC:	ta+Hoduv+u
        GLOSS:	it/they/she+happen/take place+[ind.]

 INPUT STRING:	فظائع
     IS_TRANS:	fZA}E
        INDEX:	P33W7
      OFFSETS:	27-32
       TOKENS:	P33W8-P33W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faZiyEap_1]
   UNSPLITVOC:	(faZA}iE)
          POS:	NOUN
          VOC:	faZA}iE
        GLOSS:	atrocities/heinous acts

 INPUT STRING:	تكفى
     IS_TRANS:	tkfY
        INDEX:	P33W8
      OFFSETS:	33-37
       TOKENS:	P33W9-P33W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kafaY-i_1]
   UNSPLITVOC:	(takofiy)
          POS:	IV3FS+IV+IVSUFF_MOOD:I
          VOC:	ta+kofiy+(null)
        GLOSS:	it/they/she+be enough/suffice+[ind.]

 INPUT STRING:	واحده
     IS_TRANS:	wAHdh
        INDEX:	P33W9
      OFFSETS:	38-43
       TOKENS:	P33W10-P33W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	منها
     IS_TRANS:	mnhA
        INDEX:	P33W10
      OFFSETS:	44-48
       TOKENS:	P33W11-P33W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhA)
          POS:	PREP+PRON_3FS
          VOC:	min+hA
        GLOSS:	from+it/them/her

 INPUT STRING:	فقط
     IS_TRANS:	fqT
        INDEX:	P33W11
      OFFSETS:	49-52
       TOKENS:	P33W13-P33W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqaT_1]
   UNSPLITVOC:	(faqaT)
          POS:	ADV
          VOC:	faqaT
        GLOSS:	only

 INPUT STRING:	بسحب
     IS_TRANS:	bsHb
        INDEX:	P33W12
      OFFSETS:	53-57
       TOKENS:	P33W14-P33W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saHob_1]
   UNSPLITVOC:	(bisaHob)
          POS:	PREP+NOUN.VN
          VOC:	bi+saHob
        GLOSS:	with/by+withdrawal/pulling out/remove

 INPUT STRING:	الثقة
     IS_TRANS:	Alvqp
        INDEX:	P33W13
      OFFSETS:	58-63
       TOKENS:	P33W16-P33W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[viqap_1]
   UNSPLITVOC:	(Alv~iqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+viq+ap
        GLOSS:	the+trust/confidence/authorities/trustworthy sources+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P33W14
      OFFSETS:	64-66
       TOKENS:	P33W17-P33W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الحكومة
     IS_TRANS:	AlHkwmp
        INDEX:	P33W15
      OFFSETS:	67-74
       TOKENS:	P33W18-P33W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P33W16
      OFFSETS:	75-79
       TOKENS:	P33W19-P33W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~ahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	kul~+hA
        GLOSS:	all, entire, every, whole+its/their/her

 INPUT STRING:	وليس
     IS_TRANS:	wlys
        INDEX:	P33W17
      OFFSETS:	80-84
       TOKENS:	P33W21-P33W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(walayosa)
          POS:	CONJ+NEG_PART
          VOC:	wa+layosa
        GLOSS:	and+not

 INPUT STRING:	وزير
     IS_TRANS:	wzyr
        INDEX:	P33W18
      OFFSETS:	85-89
       TOKENS:	P33W23-P33W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(waziyr)
          POS:	NOUN
          VOC:	waziyr
        GLOSS:	minister

 INPUT STRING:	فحسب
     IS_TRANS:	fHsb
        INDEX:	P33W19
      OFFSETS:	90-94
       TOKENS:	P33W24-P33W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasab_1]
   UNSPLITVOC:	(faHasab)
          POS:	CONJ+NOUN
          VOC:	fa+Hasab
        GLOSS:	so/and+according to/in accordance with

 INPUT STRING:	بل
     IS_TRANS:	bl
        INDEX:	P34W1
      OFFSETS:	1-3
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bal_1]
   UNSPLITVOC:	(bal)
          POS:	CONJ
          VOC:	bal
        GLOSS:	Rather, even, but, yet, however

 INPUT STRING:	لن
     IS_TRANS:	ln
        INDEX:	P34W2
      OFFSETS:	4-6
       TOKENS:	P34W2-P34W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lano_1]
   UNSPLITVOC:	(lano)
          POS:	NEG_PART
          VOC:	lano
        GLOSS:	not, never, nevermore

 INPUT STRING:	أكون
     IS_TRANS:	>kwn
        INDEX:	P34W3
      OFFSETS:	7-11
       TOKENS:	P34W3-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(Aakuwn)
          POS:	IV1S+IV
          VOC:	Aa+kuwn
        GLOSS:	I+be

 INPUT STRING:	مبالغاً
     IS_TRANS:	mbAlgAF
        INDEX:	P34W4
      OFFSETS:	12-19
       TOKENS:	P34W4-P34W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mubAlig_1]
   UNSPLITVOC:	(mubAligAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	mubAlig+AF
        GLOSS:	exaggerating+[acc.indef.]

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P34W5
      OFFSETS:	20-22
       TOKENS:	P34W5-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although,even if, despite, in spite of the fact that, verily, truly

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P34W6
      OFFSETS:	23-26
       TOKENS:	P34W6-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said/say/be said/say/(for example)+I

 INPUT STRING:	أنها
     IS_TRANS:	>nhA
        INDEX:	P34W7
      OFFSETS:	27-31
       TOKENS:	P34W7-P34W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+it/she

 INPUT STRING:	تستحق
     IS_TRANS:	tstHq
        INDEX:	P34W8
      OFFSETS:	32-37
       TOKENS:	P34W9-P34W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{isotaHaq~_1]
   UNSPLITVOC:	(tasotaHiq~u)
          POS:	IV3FS+IV+IVSUFF_MOOD:I
          VOC:	ta+sotaHiq~+u
        GLOSS:	it/they/she+deserve/merit+[ind.]

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P34W9
      OFFSETS:	38-40
       TOKENS:	P34W10-P34W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an_1]
   UNSPLITVOC:	(>an)
          POS:	SUB_CONJ
          VOC:	>an
        GLOSS:	that

 INPUT STRING:	تسحب
     IS_TRANS:	tsHb
        INDEX:	P34W10
      OFFSETS:	41-45
       TOKENS:	P34W11-P34W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saHab_1]
   UNSPLITVOC:	(tisoHab)
          POS:	IV3FS+IV
          VOC:	ti+soHab
        GLOSS:	it/they/she+withdraw/pull out/be pulled out/be withdrawn

 INPUT STRING:	الثقة
     IS_TRANS:	Alvqp
        INDEX:	P34W11
      OFFSETS:	46-51
       TOKENS:	P34W12-P34W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[viqap_1]
   UNSPLITVOC:	(Alv~iqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+viq+ap
        GLOSS:	the+trust/confidence/authorities/trustworthy sources+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P34W12
      OFFSETS:	52-54
       TOKENS:	P34W13-P34W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	النظام
     IS_TRANS:	AlnZAm
        INDEX:	P34W13
      OFFSETS:	55-61
       TOKENS:	P34W14-P34W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(Aln~iZAm)
          POS:	DET+NOUN
          VOC:	Al+niZAm
        GLOSS:	the+regime/government

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P34W14
      OFFSETS:	62-66
       TOKENS:	P34W15-P34W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self+its/his

 INPUT STRING:	لأنه
     IS_TRANS:	l>nh
        INDEX:	P34W15
      OFFSETS:	67-71
       TOKENS:	P34W17-P34W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li>an~_1]
   UNSPLITVOC:	(li>an~uh)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	li+>an~+uh
        GLOSS:	for+that+it/he

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P34W16
      OFFSETS:	72-74
       TOKENS:	P34W20-P34W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P34W17
      OFFSETS:	75-77
       TOKENS:	P34W21-P34W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	يعين
     IS_TRANS:	yEyn
        INDEX:	P34W18
      OFFSETS:	78-82
       TOKENS:	P34W22-P34W22
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aEAn_1]
   UNSPLITVOC:	(yuEiynu)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	yu+Eiyn+u
        GLOSS:	he/it+assist/support+[ind.]

 INPUT STRING:	الحكومة
     IS_TRANS:	AlHkwmp
        INDEX:	P34W19
      OFFSETS:	83-90
       TOKENS:	P34W23-P34W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	ويتابع
     IS_TRANS:	wytAbE
        INDEX:	P34W20
      OFFSETS:	91-97
