 INPUT STRING:	عمر
     IS_TRANS:	AlbAb
        INDEX:	P29W5
      OFFSETS:	22-27
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAb_1]
   UNSPLITVOC:	(AlbAb)
          POS:	DET+NOUN
          VOC:	Al+bAb
        GLOSS:	the+door

 INPUT STRING:	كانك
     IS_TRANS:	kAnk
        INDEX:	P29W6
      OFFSETS:	28-32
       TOKENS:	P29W8-P29W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka<in~_1]
   UNSPLITVOC:	(ka<in~ik)
          POS:	PSEUDO_VERB+PRON_2FS
          VOC:	ka<in~+ik
        GLOSS:	as if+you [fem.sg.]

 INPUT STRING:	جاية
     IS_TRANS:	jAyp
        INDEX:	P29W7
      OFFSETS:	33-37
       TOKENS:	P29W10-P29W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAy~_1]
   UNSPLITVOC:	(jAy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jAy~+ap
        GLOSS:	coming+[fem.sg.]

 INPUT STRING:	تشحتى
     IS_TRANS:	t$HtY
        INDEX:	P29W8
      OFFSETS:	38-43
       TOKENS:	P29W11-P29W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$aHat_1]
   UNSPLITVOC:	(ti$Hatiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+$Hat+iy
        GLOSS:	you [fem.sg.]+beg+you [fem.sg.] [verb]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P29W9
      OFFSETS:	43-44
       TOKENS:	P29W12-P29W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P29W10
      OFFSETS:	44-45
       TOKENS:	P29W13-P29W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P29W11
      OFFSETS:	45-46
       TOKENS:	P29W14-P29W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P29W12
      OFFSETS:	46-47
       TOKENS:	P29W15-P29W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P29W13
      OFFSETS:	47-48
       TOKENS:	P29W16-P29W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P29W14
      OFFSETS:	48-49
       TOKENS:	P29W17-P29W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P29W15
      OFFSETS:	49-50
       TOKENS:	P29W18-P29W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P29W16
      OFFSETS:	50-51
       TOKENS:	P29W19-P29W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P29W17
      OFFSETS:	51-52
       TOKENS:	P29W20-P29W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	رأيك
     IS_TRANS:	r>yk
        INDEX:	P30W1
      OFFSETS:	0-4
       TOKENS:	P30W1-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	ra>oy+ak
        GLOSS:	opinion/view/idea+your

 INPUT STRING:	ممتاز
     IS_TRANS:	mmtAz
        INDEX:	P30W2
      OFFSETS:	5-10
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumotAz_1]
   UNSPLITVOC:	(mumotAz)
          POS:	ADJ
          VOC:	mumotAz
        GLOSS:	excellent/superior/first-rate

 INPUT STRING:	بصراحه
     IS_TRANS:	bSrAHh
        INDEX:	P30W3
      OFFSETS:	11-17
       TOKENS:	P30W4-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SarAHap_1]
   UNSPLITVOC:	(biSarAHap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+SarAH+ap
        GLOSS:	with/by+sincerity/candor/frankness+[fem.sg.]

 INPUT STRING:	اسرائيل
     IS_TRANS:	AsrA}yl
        INDEX:	P31W1
      OFFSETS:	0-7
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isorA}iyl_1]
   UNSPLITVOC:	(<isorA}iyl)
          POS:	NOUN_PROP
          VOC:	<isorA}iyl
        GLOSS:	Israel

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P31W2
      OFFSETS:	8-10
       TOKENS:	P31W2-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	خلال
     IS_TRANS:	xlAl
        INDEX:	P31W3
      OFFSETS:	11-15
       TOKENS:	P31W3-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xilAl_1]
   UNSPLITVOC:	(xilAl)
          POS:	NOUN
          VOC:	xilAl
        GLOSS:	during/through/(by) means (of)/via/through

 INPUT STRING:	4
     IS_TRANS:	4
        INDEX:	P31W4
      OFFSETS:	16-17
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(4)
          POS:	NOUN_NUM
          VOC:	4
        GLOSS:	4

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P31W5
      OFFSETS:	18-22
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(>ay~Am)
          POS:	NOUN
          VOC:	>ay~Am
        GLOSS:	days

 INPUT STRING:	قتلت
     IS_TRANS:	qtlt
        INDEX:	P31W6
      OFFSETS:	23-27
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatal_1]
   UNSPLITVOC:	(qatalit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	qatal+it
        GLOSS:	kill+it/they/she [verb]

 INPUT STRING:	شابين
     IS_TRANS:	$Abyn
        INDEX:	P31W7
      OFFSETS:	28-33
       TOKENS:	P31W7-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	($Ab~iyn)
          POS:	NOUN+NSUFF_MASC_DU
          VOC:	$Ab~+iyn
        GLOSS:	young man+two

 INPUT STRING:	مصريين
     IS_TRANS:	mSryyn
        INDEX:	P31W8
      OFFSETS:	34-40
       TOKENS:	P31W8-P31W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mSryyn)
          POS:	NO_FUNC
          VOC:	mSryyn
        GLOSS:	nogloss

 INPUT STRING:	بحجة
     IS_TRANS:	bHjp
        INDEX:	P31W9
      OFFSETS:	41-45
       TOKENS:	P31W9-P31W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hij~ap_1]
   UNSPLITVOC:	(biHij~ap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+Hij~+ap
        GLOSS:	with/by+pretext+[fem.sg.]

 INPUT STRING:	دخولهم
     IS_TRANS:	dxwlhm
        INDEX:	P31W10
      OFFSETS:	46-52
       TOKENS:	P31W11-P31W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duxuwl_1]
   UNSPLITVOC:	(duxuwlhum)
          POS:	NOUN.VN+POSS_PRON_3P
          VOC:	duxuwl+hum
        GLOSS:	entrance/penetration+their

 INPUT STRING:	اراضيها
     IS_TRANS:	ArADyhA
        INDEX:	P31W11
      OFFSETS:	53-60
       TOKENS:	P31W13-P31W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aroD_1]
   UNSPLITVOC:	(>arADiyhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	>arADiy+hA
        GLOSS:	territories/land+its/their/her

 INPUT STRING:	ولم
     IS_TRANS:	wlm
        INDEX:	P32W1
      OFFSETS:	0-3
       TOKENS:	P32W1-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(wilamo)
          POS:	CONJ+NEG_PART
          VOC:	wi+lamo
        GLOSS:	and+did not

 INPUT STRING:	تحرك
     IS_TRANS:	tHrk
        INDEX:	P32W2
      OFFSETS:	4-8
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Har~ak_1]
   UNSPLITVOC:	(tiHar~ak)
          POS:	IV3FS+IV
          VOC:	ti+Har~ak
        GLOSS:	she/it/they+make move/activate/stimulate

 INPUT STRING:	الاداره
     IS_TRANS:	AlAdArh
        INDEX:	P32W3
      OFFSETS:	9-16
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AidArap_1]
   UNSPLITVOC:	(AlAidArap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+AidAr+ap
        GLOSS:	the+administration/management/bureau+[fem.sg.]

 INPUT STRING:	المصريه
     IS_TRANS:	AlmSryh
        INDEX:	P32W4
      OFFSETS:	17-24
       TOKENS:	P32W5-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+maSoriy~+ap
        GLOSS:	the+Egyptian+[fem.sg.]

 INPUT STRING:	ساكنا
     IS_TRANS:	sAknA
        INDEX:	P32W5
      OFFSETS:	25-30
       TOKENS:	P32W6-P32W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAkin_1]
   UNSPLITVOC:	(sAkinAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	sAkin+AF
        GLOSS:	residing+[acc.indef.]

 INPUT STRING:	كالعاده
     IS_TRANS:	kAlEAdh
        INDEX:	P32W6
      OFFSETS:	31-38
       TOKENS:	P32W7-P32W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdap_1]
   UNSPLITVOC:	(kaAlEAdap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	ka+Al+EAd+ap
        GLOSS:	like/such as+the+habit/custom/practice+[fem.sg.]

 INPUT STRING:	واسرائيل
     IS_TRANS:	wAsrA}yl
        INDEX:	P32W7
      OFFSETS:	39-47
       TOKENS:	P32W9-P32W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isorA}iyl_1]
   UNSPLITVOC:	(wi<isorA}iyl)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+<isorA}iyl
        GLOSS:	and+Israel

 INPUT STRING:	اقدمت
     IS_TRANS:	Aqdmt
        INDEX:	P32W8
      OFFSETS:	48-53
       TOKENS:	P32W11-P32W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqodam_1]
   UNSPLITVOC:	(>aqodamit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	>aqodam+it
        GLOSS:	undertake/tackle/approach+it/they/she [verb]

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P32W9
      OFFSETS:	54-55
       TOKENS:	P32W12-P32W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	قتلهم
     IS_TRANS:	qtlhm
        INDEX:	P32W10
      OFFSETS:	56-61
       TOKENS:	P32W13-P32W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatol_1]
   UNSPLITVOC:	(qatolhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	qatol+hum
        GLOSS:	murder/killing+their

 INPUT STRING:	لانها
     IS_TRANS:	lAnhA
        INDEX:	P32W11
      OFFSETS:	62-67
       TOKENS:	P32W15-P32W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~ahA)
          POS:	PREP+SUB_CONJ+PRON_3FS
          VOC:	li+<in~+hA
        GLOSS:	for/to+that+she/it/they

 INPUT STRING:	عارفه
     IS_TRANS:	EArfh
        INDEX:	P32W12
      OFFSETS:	68-73
       TOKENS:	P32W18-P32W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P32W13
      OFFSETS:	74-76
       TOKENS:	P32W19-P32W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	مالهمش
     IS_TRANS:	mAlhm$
        INDEX:	P32W14
      OFFSETS:	77-83
       TOKENS:	P32W20-P32W20
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAlhm$)
          POS:	NO_FUNC
          VOC:	mAlhm$
        GLOSS:	nogloss

 INPUT STRING:	ديه
     IS_TRANS:	dyh
        INDEX:	P32W15
      OFFSETS:	84-87
       TOKENS:	P32W21-P32W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy~ap_1]
   UNSPLITVOC:	(diy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	diy~+ap
        GLOSS:	blood money/indemnity/wergild+[fem.sg.]

 INPUT STRING:	مالهمش
     IS_TRANS:	mAlhm$
        INDEX:	P32W16
      OFFSETS:	88-94
       TOKENS:	P32W22-P32W22
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAlhm$)
          POS:	NO_FUNC
          VOC:	mAlhm$
        GLOSS:	nogloss

 INPUT STRING:	مسئول
     IS_TRANS:	ms}wl
        INDEX:	P33W1
      OFFSETS:	0-5
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso}uwl_1]
   UNSPLITVOC:	(maso}uwl)
          POS:	ADJ
          VOC:	maso}uwl
        GLOSS:	responsible/dependable

 INPUT STRING:	يطالب
     IS_TRANS:	yTAlb
        INDEX:	P33W2
      OFFSETS:	6-11
       TOKENS:	P33W2-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlib_1]
   UNSPLITVOC:	(yiTAlib)
          POS:	IV3MS+IV
          VOC:	yi+TAlib
        GLOSS:	he/it+demand/require

 INPUT STRING:	بحقهم
     IS_TRANS:	bHqhm
        INDEX:	P33W3
      OFFSETS:	12-17
       TOKENS:	P33W3-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(biHaq~uhum)
          POS:	PREP+NOUN+POSS_PRON_3P
          VOC:	bi+Haq~+hum
        GLOSS:	with/by+truth/right+their

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P33W4
      OFFSETS:	18-21
       TOKENS:	P33W6-P33W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	القتل
     IS_TRANS:	Alqtl
        INDEX:	P33W5
      OFFSETS:	22-27
       TOKENS:	P33W7-P33W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatol_1]
   UNSPLITVOC:	(Alqatol)
          POS:	DET+NOUN
          VOC:	Al+qatol
        GLOSS:	the+murder/killing

 INPUT STRING:	اسرائيل
     IS_TRANS:	AsrA}yl
        INDEX:	P34W1
      OFFSETS:	0-7
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isorA}iyl_1]
   UNSPLITVOC:	(<isorA}iyl)
          POS:	NOUN_PROP
          VOC:	<isorA}iyl
        GLOSS:	Israel

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P34W2
      OFFSETS:	8-10
       TOKENS:	P34W2-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she/it/they

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P34W3
      OFFSETS:	11-15
       TOKENS:	P34W3-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	also/too

 INPUT STRING:	تقدر
     IS_TRANS:	tqdr
        INDEX:	P34W4
      OFFSETS:	16-20
       TOKENS:	P34W4-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qidir_1]
   UNSPLITVOC:	(tiqodar)
          POS:	IV3FS+IV
          VOC:	ti+qodar
        GLOSS:	it/they/she+be able to/be capable of

 INPUT STRING:	مواطنيها
     IS_TRANS:	mwATnyhA
        INDEX:	P34W5
      OFFSETS:	21-29
       TOKENS:	P34W5-P34W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mwATnyhA)
          POS:	NO_FUNC
          VOC:	mwATnyhA
        GLOSS:	nogloss

 INPUT STRING:	وبالاخص
     IS_TRANS:	wbAlAxS
        INDEX:	P34W6
      OFFSETS:	30-37
       TOKENS:	P34W6-P34W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axaS~_1]
   UNSPLITVOC:	(wibiAl>axaS~)
          POS:	CONJ+PREP+DET+ADJ_COMP
          VOC:	wi+bi+Al+>axaS~
        GLOSS:	and+with/by+the+more specific

 INPUT STRING:	ظباطها
     IS_TRANS:	ZbAThA
        INDEX:	P34W7
      OFFSETS:	38-44
       TOKENS:	P34W9-P34W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZAbiT_1]
   UNSPLITVOC:	(Zub~AThA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Zub~AT+hA
        GLOSS:	officers+its/het/their

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P34W8
      OFFSETS:	45-47
       TOKENS:	P34W11-P34W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	something like

 INPUT STRING:	جلعاد
     IS_TRANS:	jlEAd
        INDEX:	P34W9
      OFFSETS:	48-53
       TOKENS:	P34W12-P34W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiloEAd_1]
   UNSPLITVOC:	(jiloEAd)
          POS:	NOUN_PROP
          VOC:	jiloEAd
        GLOSS:	Gilead

 INPUT STRING:	شاليط
     IS_TRANS:	$AlyT
        INDEX:	P34W10
      OFFSETS:	54-59
       TOKENS:	P34W13-P34W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AliyT_1]
   UNSPLITVOC:	($AliyT)
          POS:	NOUN_PROP
          VOC:	$AliyT
        GLOSS:	Shaleet

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P34W11
      OFFSETS:	60-64
       TOKENS:	P34W14-P34W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	استمرت
     IS_TRANS:	Astmrt
        INDEX:	P34W12
      OFFSETS:	65-71
       TOKENS:	P34W15-P34W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotamar~_1]
   UNSPLITVOC:	(Aisotamar~it)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	Aisotamar~+it
        GLOSS:	continue/last (time)+it/they/she [verb]

 INPUT STRING:	5
     IS_TRANS:	5
        INDEX:	P34W13
      OFFSETS:	72-73
       TOKENS:	P34W16-P34W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(5)
          POS:	NOUN_NUM
          VOC:	5
        GLOSS:	5

 INPUT STRING:	سنوات
     IS_TRANS:	snwAt
        INDEX:	P34W14
      OFFSETS:	74-79
       TOKENS:	P34W17-P34W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanawAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	sanaw+At
        GLOSS:	years+[fem.pl.]

 INPUT STRING:	تطالب
     IS_TRANS:	tTAlb
        INDEX:	P34W15
      OFFSETS:	80-85
       TOKENS:	P34W18-P34W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlib_1]
   UNSPLITVOC:	(tiTAlib)
          POS:	IV3FS+IV
          VOC:	ti+TAlib
        GLOSS:	she/it/they+demand/require

 INPUT STRING:	حماس
     IS_TRANS:	HmAs
        INDEX:	P34W16
      OFFSETS:	86-90
       TOKENS:	P34W19-P34W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HamAs_1]
   UNSPLITVOC:	(HamAs)
          POS:	NOUN_PROP
          VOC:	HamAs
        GLOSS:	Hamas

 INPUT STRING:	بتسليمه
     IS_TRANS:	btslymh
        INDEX:	P34W17
      OFFSETS:	91-98
       TOKENS:	P34W20-P34W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tasoliymap_1]
