 INPUT STRING:	الحمد
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[burhAmiy_1]
   UNSPLITVOC:	(burhAmiy)
          POS:	NOUN_PROP
          VOC:	burhAmiy
        GLOSS:	brhamy

 INPUT STRING:	لعلمت
     IS_TRANS:	lElmt
        INDEX:	P13W31
      OFFSETS:	176-181
       TOKENS:	P13W39-P13W40
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ealim-a_1]
   UNSPLITVOC:	(laEalimota)
          POS:	RC_PART+PV+PVSUFF_SUBJ:2MS
          VOC:	la+Ealim+ta
        GLOSS:	Will (definitely/certainly)+know/find out+you [masc.sg.] [verb]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P13W32
      OFFSETS:	182-184
       TOKENS:	P13W41-P13W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الرأى
     IS_TRANS:	Alr>Y
        INDEX:	P13W33
      OFFSETS:	185-190
       TOKENS:	P13W42-P13W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(Alr~a>oy)
          POS:	DET+NOUN
          VOC:	Al+ra>oy
        GLOSS:	the+opinion/view/idea

 INPUT STRING:	لم
     IS_TRANS:	lm
        INDEX:	P13W34
      OFFSETS:	191-193
       TOKENS:	P13W43-P13W43
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(lamo)
          POS:	NEG_PART
          VOC:	lamo
        GLOSS:	did not

 INPUT STRING:	يتغير
     IS_TRANS:	ytgyr
        INDEX:	P13W35
      OFFSETS:	194-199
       TOKENS:	P13W44-P13W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitogay~ar_1]
   UNSPLITVOC:	(yitogay~ar)
          POS:	IV3MS+IV
          VOC:	yi+togay~ar
        GLOSS:	he/it+change/modify

 INPUT STRING:	كفانا
     IS_TRANS:	kfAnA
        INDEX:	P13W36
      OFFSETS:	200-205
       TOKENS:	P13W45-P13W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kafaY_1]
   UNSPLITVOC:	(kafaAnA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1P
          VOC:	kafaY+(null)+nA
        GLOSS:	be enough/suffice+he/it [verb]+us

 INPUT STRING:	اطلاق
     IS_TRANS:	ATlAq
        INDEX:	P13W37
      OFFSETS:	206-211
       TOKENS:	P13W47-P13W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iTolAq_1]
   UNSPLITVOC:	(<iTolAq)
          POS:	NOUN
          VOC:	<iTolAq
        GLOSS:	releasing/launching

 INPUT STRING:	اتهامات
     IS_TRANS:	AthAmAt
        INDEX:	P13W38
      OFFSETS:	212-219
       TOKENS:	P13W48-P13W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~ihAm_1]
   UNSPLITVOC:	(Ait~ihAmAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	Ait~ihAm+At
        GLOSS:	accusations/charges+[fem.pl.]

 INPUT STRING:	بدون
     IS_TRANS:	bdwn
        INDEX:	P13W39
      OFFSETS:	220-224
       TOKENS:	P13W49-P13W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biduwn_1]
   UNSPLITVOC:	(biduwn)
          POS:	NOUN
          VOC:	biduwn
        GLOSS:	without

 INPUT STRING:	بينة
     IS_TRANS:	bynp
        INDEX:	P13W40
      OFFSETS:	225-229
       TOKENS:	P13W50-P13W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bay~inap_1]
   UNSPLITVOC:	(bay~inap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bay~in+ap
        GLOSS:	proof/evidence+[fem.sg.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P13W41
      OFFSETS:	230-232
       TOKENS:	P13W51-P13W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	معرفة
     IS_TRANS:	mErfp
        INDEX:	P13W42
      OFFSETS:	233-238
       TOKENS:	P13W52-P13W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEorifap_1]
   UNSPLITVOC:	(maEorifap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maEorif+ap
        GLOSS:	knowledge/information+[fem.sg.]

 INPUT STRING:	وهذا
     IS_TRANS:	wh*A
        INDEX:	P13W43
      OFFSETS:	239-243
       TOKENS:	P13W53-P13W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(waha*A)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wa+ha*A
        GLOSS:	and+this [masc.sg.]

 INPUT STRING:	للاسف
     IS_TRANS:	llAsf
        INDEX:	P13W44
      OFFSETS:	244-249
       TOKENS:	P13W55-P13W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(lilAsaf)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+Asaf
        GLOSS:	for/to+the+regret/sorry

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P13W45
      OFFSETS:	250-252
       TOKENS:	P13W57-P13W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	رسخه
     IS_TRANS:	rsxh
        INDEX:	P13W46
      OFFSETS:	253-257
       TOKENS:	P13W58-P13W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ras~ax_1]
   UNSPLITVOC:	(ras~axuh)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3MS
          VOC:	ras~ax+(null)+uh
        GLOSS:	take root/be anchored+he/it [verb]+it/him

 INPUT STRING:	النظام
     IS_TRANS:	AlnZAm
        INDEX:	P13W47
      OFFSETS:	258-264
       TOKENS:	P13W60-P13W60
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(Aln~iZAm)
          POS:	DET+NOUN
          VOC:	Al+niZAm
        GLOSS:	the+regime/government

 INPUT STRING:	السابق
     IS_TRANS:	AlsAbq
        INDEX:	P13W48
      OFFSETS:	265-271
       TOKENS:	P13W61-P13W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAbiq_1]
   UNSPLITVOC:	(Als~Abiq)
          POS:	DET+ADJ
          VOC:	Al+sAbiq
        GLOSS:	the+former/previous/preceding

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P13W49
      OFFSETS:	272-274
       TOKENS:	P13W62-P13W62
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	استاذ
     IS_TRANS:	AstA*
        INDEX:	P13W50
      OFFSETS:	275-280
       TOKENS:	P13W63-P13W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usotA*_1]
   UNSPLITVOC:	(>usotA*)
          POS:	NOUN
          VOC:	>usotA*
        GLOSS:	professor

 INPUT STRING:	نيوتن
     IS_TRANS:	nywtn
        INDEX:	P13W51
      OFFSETS:	281-286
       TOKENS:	P13W64-P13W64
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[niyuwtin_1]
   UNSPLITVOC:	(niyuwtin)
          POS:	NOUN_PROP
          VOC:	niyuwtin
        GLOSS:	Newton

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P14W1
      OFFSETS:	0-3
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	i

 INPUT STRING:	ملاحظ
     IS_TRANS:	mlAHZ
        INDEX:	P14W2
      OFFSETS:	4-9
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[milAHiZ_1]
   UNSPLITVOC:	(milAHiZ)
          POS:	ADJ.VN
          VOC:	milAHiZ
        GLOSS:	observing

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P14W3
      OFFSETS:	10-12
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P14W4
      OFFSETS:	13-15
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	مشاركة
     IS_TRANS:	m$Arkp
        INDEX:	P14W5
      OFFSETS:	16-22
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$Arokap_1]
   UNSPLITVOC:	(mu$Arokap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mu$Arok+ap
        GLOSS:	participation/association+[fem.sg.]

 INPUT STRING:	ليك
     IS_TRANS:	lyk
        INDEX:	P14W6
      OFFSETS:	23-26
       TOKENS:	P14W6-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyk)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	for/to+you [masc.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P14W7
      OFFSETS:	27-29
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	استاذ
     IS_TRANS:	AstA*
        INDEX:	P14W8
      OFFSETS:	30-35
       TOKENS:	P14W9-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usotA*_1]
   UNSPLITVOC:	(>usotA*)
          POS:	NOUN
          VOC:	>usotA*
        GLOSS:	professor

 INPUT STRING:	نيوتن
     IS_TRANS:	nywtn
        INDEX:	P14W9
      OFFSETS:	36-41
       TOKENS:	P14W10-P14W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[niyuwtin_1]
   UNSPLITVOC:	(niyuwtin)
          POS:	NOUN_PROP
          VOC:	niyuwtin
        GLOSS:	Newton

 INPUT STRING:	معدلة
     IS_TRANS:	mEdlp
        INDEX:	P14W10
      OFFSETS:	42-47
       TOKENS:	P14W11-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miEad~ilap_1]
   UNSPLITVOC:	(miEad~ilap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	miEad~il+ap
        GLOSS:	altered/modified+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P14W11
      OFFSETS:	48-50
       TOKENS:	P14W12-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P14W12
      OFFSETS:	51-53
       TOKENS:	P14W13-P14W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	some one

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P14W13
      OFFSETS:	54-56
       TOKENS:	P14W14-P14W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المشرفين
     IS_TRANS:	Alm$rfyn
        INDEX:	P14W14
      OFFSETS:	57-65
       TOKENS:	P14W15-P14W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mu$orif_1]
   UNSPLITVOC:	(Almu$orifiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+mu$orif+iyn
        GLOSS:	the+supervisor/director+[masc.pl.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W15
      OFFSETS:	65-66
       TOKENS:	P14W16-P14W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P14W16
      OFFSETS:	66-67
       TOKENS:	P14W17-P14W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P15W1
      OFFSETS:	0-3
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]

 INPUT STRING:	عمال
     IS_TRANS:	EmAl
        INDEX:	P15W2
      OFFSETS:	4-8
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~Al_1]
   UNSPLITVOC:	(Eam~Al)
          POS:	ADJ
          VOC:	Eam~Al
        GLOSS:	working

 INPUT STRING:	تشتم
     IS_TRANS:	t$tm
        INDEX:	P15W3
      OFFSETS:	9-13
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$atam_1]
   UNSPLITVOC:	(ti$otim)
          POS:	IV2MS+IV
          VOC:	ti+$otim
        GLOSS:	you+revile/curse

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P15W4
      OFFSETS:	14-17
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P15W5
      OFFSETS:	18-20
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	رخمين
     IS_TRANS:	rxmyn
        INDEX:	P15W6
      OFFSETS:	21-26
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rixim_1]
   UNSPLITVOC:	(rixomiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	rixom+iyn
        GLOSS:	silly+[masc.pl.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W7
      OFFSETS:	26-27
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P15W8
      OFFSETS:	27-28
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	دلوقتى
     IS_TRANS:	dlwqtY
        INDEX:	P16W1
      OFFSETS:	0-6
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P16W2
      OFFSETS:	7-14
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	لطيف
     IS_TRANS:	lTyf
        INDEX:	P16W3
      OFFSETS:	15-19
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laTiyf_1]
   UNSPLITVOC:	(laTiyf)
          POS:	ADJ
          VOC:	laTiyf
        GLOSS:	delicate/gentle/polite

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P16W4
      OFFSETS:	20-23
       TOKENS:	P16W4-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	ومن
     IS_TRANS:	wmn
        INDEX:	P16W5
      OFFSETS:	24-27
       TOKENS:	P16W5-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(wimin)
          POS:	CONJ+PREP
          VOC:	wi+min
        GLOSS:	and+from

 INPUT STRING:	حق
     IS_TRANS:	Hq
        INDEX:	P16W6
      OFFSETS:	28-30
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~)
          POS:	NOUN
          VOC:	Haq~
        GLOSS:	truth/right/against/towards/rights/law

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P16W7
      OFFSETS:	31-33
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P16W8
      OFFSETS:	34-36
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	some one

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P16W9
      OFFSETS:	37-40
       TOKENS:	P16W10-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	يدعو
     IS_TRANS:	ydEw
        INDEX:	P16W10
      OFFSETS:	41-45
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[daEA_1]
   UNSPLITVOC:	(yadoEuw)
          POS:	IV3MS+IV
          VOC:	ya+doEuw
        GLOSS:	he/it+call/invite

 INPUT STRING:	لتغيير
     IS_TRANS:	ltgyyr
        INDEX:	P16W11
      OFFSETS:	46-52
       TOKENS:	P16W13-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tagoyiyr_1]
   UNSPLITVOC:	(litagoyiyr)
          POS:	PREP+NOUN
          VOC:	li+tagoyiyr
        GLOSS:	for/to+change/modification/replacement

 INPUT STRING:	اسم
     IS_TRANS:	Asm
        INDEX:	P16W12
      OFFSETS:	53-56
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(Aisom)
          POS:	NOUN
          VOC:	Aisom
        GLOSS:	name

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P16W13
      OFFSETS:	57-60
       TOKENS:	P16W16-P16W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P17W1
      OFFSETS:	0-4
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P17W2
      OFFSETS:	5-7
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	بلد
     IS_TRANS:	bld
        INDEX:	P17W3
      OFFSETS:	8-11
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(balad)
          POS:	NOUN
          VOC:	balad
        GLOSS:	country

 INPUT STRING:	ديمقراطى
     IS_TRANS:	dymqrATY
        INDEX:	P17W4
      OFFSETS:	12-20
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diymuqorATiy_1]
   UNSPLITVOC:	(diymuqorATiy)
          POS:	ADJ
          VOC:	diymuqorATiy
        GLOSS:	democratic

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P17W5
      OFFSETS:	21-23
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	جماعة
     IS_TRANS:	jmAEp
        INDEX:	P17W6
      OFFSETS:	24-29
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamAEap_1]
   UNSPLITVOC:	(jamAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jamAE+ap
        GLOSS:	party/group/squad+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P17W7
      OFFSETS:	30-33
       TOKENS:	P17W7-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P17W8
      OFFSETS:	34-37
       TOKENS:	P17W8-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
