 INPUT STRING:	الحياة
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W31
      OFFSETS:	154-155
       TOKENS:	P15W37-P15W37
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	صور
     IS_TRANS:	Swr
        INDEX:	P16W1
      OFFSETS:	1-4
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwar)
          POS:	NOUN
          VOC:	Suwar
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos

 INPUT STRING:	عامل
     IS_TRANS:	EAml
        INDEX:	P16W2
      OFFSETS:	5-9
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmil)
          POS:	NOUN
          VOC:	EAmil
        GLOSS:	worker/workers

 INPUT STRING:	النظافة
     IS_TRANS:	AlnZAfp
        INDEX:	P16W3
      OFFSETS:	10-17
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZAfap_1]
   UNSPLITVOC:	(Aln~aZAfap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+naZAf+ap
        GLOSS:	the+clealiness/cleaning+[fem.sg.]

 INPUT STRING:	الذى
     IS_TRANS:	Al*Y
        INDEX:	P16W4
      OFFSETS:	18-22
       TOKENS:	P16W4-P16W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Al~a*iy_1]
   UNSPLITVOC:	(Al~a*iy)
          POS:	REL_PRON
          VOC:	Al~a*iy
        GLOSS:	which/who/whom [masc.sg.]

 INPUT STRING:	يقبض
     IS_TRANS:	yqbD
        INDEX:	P16W5
      OFFSETS:	23-27
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabaD_1]
   UNSPLITVOC:	(yiqobaD)
          POS:	IV3MS+IV
          VOC:	yi+qobaD
        GLOSS:	he/it+earn

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P16W6
      OFFSETS:	28-30
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	يعادل
     IS_TRANS:	yEAdl
        INDEX:	P16W7
      OFFSETS:	31-36
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAdal_1]
   UNSPLITVOC:	(yuEAdil)
          POS:	IV3MS+IV
          VOC:	yu+EAdil
        GLOSS:	he/it+be equal/make equal

 INPUT STRING:	8000
     IS_TRANS:	8000
        INDEX:	P16W8
      OFFSETS:	37-41
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(8000)
          POS:	NOUN_NUM
          VOC:	8000
        GLOSS:	8000

 INPUT STRING:	دولار
     IS_TRANS:	dwlAr
        INDEX:	P16W9
      OFFSETS:	42-47
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duwlAr_1]
   UNSPLITVOC:	(duwlAr)
          POS:	NOUN
          VOC:	duwlAr
        GLOSS:	dollar/dollars

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P16W10
      OFFSETS:	48-50
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	نهاية
     IS_TRANS:	nhAyp
        INDEX:	P16W11
      OFFSETS:	51-56
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nihAyap_1]
   UNSPLITVOC:	(nihAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nihAy+ap
        GLOSS:	end/termination+[fem.sg.]

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P16W12
      OFFSETS:	57-59
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every

 INPUT STRING:	شهر
     IS_TRANS:	$hr
        INDEX:	P16W13
      OFFSETS:	60-63
       TOKENS:	P16W13-P16W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	($ahor)
          POS:	NOUN
          VOC:	$ahor
        GLOSS:	month/months

 INPUT STRING:	أيون
     IS_TRANS:	>ywn
        INDEX:	P16W14
      OFFSETS:	65-69
       TOKENS:	P16W14-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayuwn_1]
   UNSPLITVOC:	(>ayuwn)
          POS:	NOUN
          VOC:	>ayuwn
        GLOSS:	June

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P16W15
      OFFSETS:	69-70
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P16W16
      OFFSETS:	70-71
       TOKENS:	P16W16-P16W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	40
     IS_TRANS:	40
        INDEX:	P16W17
      OFFSETS:	72-74
       TOKENS:	P16W17-P16W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>arbaEuwn_1]
   UNSPLITVOC:	(40)
          POS:	NOUN_NUM
          VOC:	40
        GLOSS:	40

 INPUT STRING:	ألف
     IS_TRANS:	>lf
        INDEX:	P16W18
      OFFSETS:	75-78
       TOKENS:	P16W18-P16W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alof_1]
   UNSPLITVOC:	(Alof)
          POS:	NOUN_NUM
          VOC:	Alof
        GLOSS:	thousand

 INPUT STRING:	جنيه
     IS_TRANS:	jnyh
        INDEX:	P16W19
      OFFSETS:	79-83
       TOKENS:	P16W19-P16W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jinayh_1]
   UNSPLITVOC:	(jinayh)
          POS:	NOUN
          VOC:	jinayh
        GLOSS:	pound

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P16W20
      OFFSETS:	84-86
       TOKENS:	P16W20-P16W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشهر
     IS_TRANS:	Al$hr
        INDEX:	P16W21
      OFFSETS:	87-92
       TOKENS:	P16W21-P16W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	(Al$~ahor)
          POS:	DET+NOUN
          VOC:	Al+$ahor
        GLOSS:	the+month/months

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P16W22
      OFFSETS:	93-95
       TOKENS:	P16W22-P16W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	دكتور
     IS_TRANS:	dktwr
        INDEX:	P16W23
      OFFSETS:	96-101
       TOKENS:	P16W23-P16W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dukotawr_1]
   UNSPLITVOC:	(dukotawr)
          POS:	NOUN
          VOC:	dukotawr
        GLOSS:	doctor/Doctor/Dr.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P16W24
      OFFSETS:	102-103
       TOKENS:	P16W24-P16W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P16W25
      OFFSETS:	103-104
       TOKENS:	P16W25-P16W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وصور
     IS_TRANS:	wSwr
        INDEX:	P17W1
      OFFSETS:	1-5
       TOKENS:	P17W1-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(wiSuwar)
          POS:	CONJ+NOUN
          VOC:	wi+Suwar
        GLOSS:	and+picture/image/illustration/photo/pictures/photographs/illustrations/photos

 INPUT STRING:	سيارات
     IS_TRANS:	syArAt
        INDEX:	P17W2
      OFFSETS:	6-12
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[say~Arap_1]
   UNSPLITVOC:	(say~ArAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	say~Ar+At
        GLOSS:	car/automobile/vehicle/cars/automobiles/vehicles+[fem.pl.]

 INPUT STRING:	القمامة
     IS_TRANS:	AlqmAmp
        INDEX:	P17W3
      OFFSETS:	13-20
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qumAmap_1]
   UNSPLITVOC:	(AlqumAmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qumAm+ap
        GLOSS:	the+rubbish+[fem.sg.]

 INPUT STRING:	النظيفة
     IS_TRANS:	AlnZyfp
        INDEX:	P17W4
      OFFSETS:	21-28
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZiyf_1]
   UNSPLITVOC:	(Aln~iZiyfap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+niZiyf+ap
        GLOSS:	the+clean+[fem.sg.]

 INPUT STRING:	اللامعة
     IS_TRANS:	AllAmEp
        INDEX:	P17W5
      OFFSETS:	29-36
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lAmiE_1]
   UNSPLITVOC:	(AllAmEap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+lAmE+ap
        GLOSS:	the+splendid/illustrious+[fem.sg.]

 INPUT STRING:	وهى
     IS_TRANS:	whY
        INDEX:	P17W6
      OFFSETS:	37-40
       TOKENS:	P17W7-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(wihiy~a)
          POS:	CONJ+PRON_3FS
          VOC:	wi+hiy~a
        GLOSS:	and+it/she

 INPUT STRING:	تجمع
     IS_TRANS:	tjmE
        INDEX:	P17W7
      OFFSETS:	41-45
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jam~aE_1]
   UNSPLITVOC:	(tijam~aE)
          POS:	IV3FS+IV
          VOC:	ti+jam~aE
        GLOSS:	it/they/she+accumulate/assemble/be accumulated/be assembled

 INPUT STRING:	القمامة
     IS_TRANS:	AlqmAmp
        INDEX:	P17W8
      OFFSETS:	46-53
       TOKENS:	P17W10-P17W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qumAmap_1]
   UNSPLITVOC:	(AlqumAmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qumAm+ap
        GLOSS:	the+rubbish+[fem.sg.]

 INPUT STRING:	التى
     IS_TRANS:	AltY
        INDEX:	P17W9
      OFFSETS:	54-58
       TOKENS:	P17W11-P17W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Al~a*iy_1]
   UNSPLITVOC:	(Al~atiy)
          POS:	REL_PRON
          VOC:	Al~atiy
        GLOSS:	which/who/whom [fem.sg.]

 INPUT STRING:	جمعها
     IS_TRANS:	jmEhA
        INDEX:	P17W10
      OFFSETS:	59-64
       TOKENS:	P17W12-P17W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamaE_1]
   UNSPLITVOC:	(jamaEhA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS
          VOC:	jamaE+(null)+hA
        GLOSS:	accumulate/assemble+he/it+it/them/her

 INPUT STRING:	سكان
     IS_TRANS:	skAn
        INDEX:	P17W11
      OFFSETS:	65-69
       TOKENS:	P17W14-P17W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAkin_1]
   UNSPLITVOC:	(suk~An)
          POS:	NOUN
          VOC:	suk~An
        GLOSS:	residents/inhabitants

 INPUT STRING:	إحدى
     IS_TRANS:	<HdY
        INDEX:	P17W12
      OFFSETS:	70-74
       TOKENS:	P17W15-P17W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aHad_1]
   UNSPLITVOC:	(<iHdaY)
          POS:	NOUN
          VOC:	<iHdaY
        GLOSS:	one (of)/someone

 INPUT STRING:	العمارات
     IS_TRANS:	AlEmArAt
        INDEX:	P17W13
      OFFSETS:	75-83
       TOKENS:	P17W16-P17W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EimArap_1]
   UNSPLITVOC:	(AlEimArAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+EimAr+At
        GLOSS:	the+building/structure/architecture/buildings/structures+[fem.pl.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P17W14
      OFFSETS:	84-86
       TOKENS:	P17W17-P17W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	أكياس
     IS_TRANS:	>kyAs
        INDEX:	P17W15
      OFFSETS:	87-92
       TOKENS:	P17W18-P17W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiys_1]
   UNSPLITVOC:	(>akoyAs)
          POS:	NOUN
          VOC:	>akoyAs
        GLOSS:	sacks

 INPUT STRING:	بيضاء
     IS_TRANS:	byDA'
        INDEX:	P17W16
      OFFSETS:	93-98
       TOKENS:	P17W19-P17W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aboyaD_1]
   UNSPLITVOC:	(biyDA')
          POS:	ADJ
          VOC:	biyDA'
        GLOSS:	white

 INPUT STRING:	أنيقة
     IS_TRANS:	>nyqp
        INDEX:	P17W17
      OFFSETS:	99-104
       TOKENS:	P17W20-P17W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aniyq_1]
   UNSPLITVOC:	(>aniyqap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	>aniyq+ap
        GLOSS:	elegant/graceful+[fem.sg.]

 INPUT STRING:	تتابعها
     IS_TRANS:	ttAbEhA
        INDEX:	P17W18
      OFFSETS:	105-112
       TOKENS:	P17W21-P17W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAbiE_1]
   UNSPLITVOC:	(titAbiEhA)
          POS:	IV3FS+IV+IVSUFF_DO:3FS
          VOC:	ti+tAbiE+hA
        GLOSS:	it/they/she+continue/follow/monitor+it/them/her

 INPUT STRING:	الكاميرا
     IS_TRANS:	AlkAmyrA
        INDEX:	P17W19
      OFFSETS:	113-121
       TOKENS:	P17W23-P17W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAmiyrA_1]
   UNSPLITVOC:	(AlkAmiyrA)
          POS:	DET+NOUN
          VOC:	Al+kAmiyrA
        GLOSS:	the+camera

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P17W20
      OFFSETS:	122-125
       TOKENS:	P17W24-P17W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PREP
          VOC:	Hat~aY
        GLOSS:	until/up to

 INPUT STRING:	تصل
     IS_TRANS:	tSl
        INDEX:	P17W21
      OFFSETS:	126-129
       TOKENS:	P17W25-P17W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wasal_1]
   UNSPLITVOC:	(taSil)
          POS:	IV3FS+IV
          VOC:	ta+Sil
        GLOSS:	it/they/she+reach at/arrive

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P17W22
      OFFSETS:	130-133
       TOKENS:	P17W26-P17W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	مكان
     IS_TRANS:	mkAn
        INDEX:	P17W23
      OFFSETS:	134-138
       TOKENS:	P17W27-P17W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makAn_1]
   UNSPLITVOC:	(makAn)
          POS:	NOUN
          VOC:	makAn
        GLOSS:	place/location/position

 INPUT STRING:	تجميعها
     IS_TRANS:	tjmyEhA
        INDEX:	P17W24
      OFFSETS:	139-146
       TOKENS:	P17W28-P17W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tajmiyE_1]
   UNSPLITVOC:	(tajmiyEhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	tajmiyE+hA
        GLOSS:	gathering/joining/assemble+its/their/her

 INPUT STRING:	ليكتشف
     IS_TRANS:	lykt$f
        INDEX:	P17W25
      OFFSETS:	147-153
       TOKENS:	P17W30-P17W30
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lykt$f)
          POS:	NO_FUNC
          VOC:	lykt$f
        GLOSS:	nogloss

 INPUT STRING:	مقدم
     IS_TRANS:	mqdm
        INDEX:	P17W26
      OFFSETS:	154-158
       TOKENS:	P17W31-P17W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqad~im_1]
   UNSPLITVOC:	(muqad~im)
          POS:	NOUN
          VOC:	muqad~im
        GLOSS:	presenter/submitter

 INPUT STRING:	البرنامج
     IS_TRANS:	AlbrnAmj
        INDEX:	P17W27
      OFFSETS:	159-167
       TOKENS:	P17W32-P17W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bironAmij_1]
   UNSPLITVOC:	(AlbironAmij)
          POS:	DET+NOUN
          VOC:	Al+bironAmij
        GLOSS:	the+program

 INPUT STRING:	أنها
     IS_TRANS:	>nhA
        INDEX:	P17W28
      OFFSETS:	168-172
       TOKENS:	P17W33-P17W34
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	>an~a+hA
        GLOSS:	that+it/they/she

 INPUT STRING:	قمامة
     IS_TRANS:	qmAmp
        INDEX:	P17W29
      OFFSETS:	173-178
       TOKENS:	P17W35-P17W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qumAmap_1]
   UNSPLITVOC:	(qumAmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qumAm+ap
        GLOSS:	rubbish+[fem.sg.]

 INPUT STRING:	بلا
     IS_TRANS:	blA
        INDEX:	P17W30
      OFFSETS:	179-182
       TOKENS:	P17W36-P17W37
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bilA_1]
   UNSPLITVOC:	(bilA)
          POS:	PREP+NEG_PART
          VOC:	bi+lA
        GLOSS:	with+no (without)

 INPUT STRING:	رائحة
     IS_TRANS:	rA}Hp
        INDEX:	P17W31
      OFFSETS:	183-188
       TOKENS:	P17W38-P17W38
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rA}iHap_1]
   UNSPLITVOC:	(rA}iHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	rA}iH+ap
        GLOSS:	odor/perfume+[fem.sg.]

 INPUT STRING:	لأن
     IS_TRANS:	l>n
        INDEX:	P17W32
      OFFSETS:	189-192
       TOKENS:	P17W39-P17W40
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li>an~a_1]
   UNSPLITVOC:	(li>an~a)
          POS:	PREP+SUB_CONJ
          VOC:	li+>an~a
        GLOSS:	for+that

 INPUT STRING:	السكان
     IS_TRANS:	AlskAn
        INDEX:	P17W33
      OFFSETS:	193-199
       TOKENS:	P17W41-P17W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAkin_1]
   UNSPLITVOC:	(Als~uk~An)
          POS:	DET+NOUN
          VOC:	Al+suk~An
        GLOSS:	the+residents/inhabitants

 INPUT STRING:	يفصلون
     IS_TRANS:	yfSlwn
        INDEX:	P17W34
      OFFSETS:	200-206
       TOKENS:	P17W42-P17W42
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yfSlwn)
          POS:	NO_FUNC
          VOC:	yfSlwn
        GLOSS:	nogloss

 INPUT STRING:	المواد
     IS_TRANS:	AlmwAd
        INDEX:	P17W35
      OFFSETS:	207-213
       TOKENS:	P17W43-P17W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAd~ap_1]
   UNSPLITVOC:	(AlmawAd)
          POS:	DET+NOUN
          VOC:	Al+mawAd
        GLOSS:	the+substance/material

 INPUT STRING:	العضوية
     IS_TRANS:	AlEDwyp
        INDEX:	P17W36
      OFFSETS:	214-221
       TOKENS:	P17W44-P17W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EuDowiy_1]
   UNSPLITVOC:	(AlEuDowiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+EuDowiy~+ap
        GLOSS:	the+organic+[fem.sg.]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P17W37
      OFFSETS:	222-224
       TOKENS:	P17W45-P17W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	الصلبة
     IS_TRANS:	AlSlbp
        INDEX:	P17W38
      OFFSETS:	225-231
       TOKENS:	P17W46-P17W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Salob_1]
   UNSPLITVOC:	(AlS~alobap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+S~alob+ap
        GLOSS:	the+hard/solid+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P17W39
