 INPUT STRING:	السياسة
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(sa>al)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	sa>al+(null)
        GLOSS:	ask/inquire/request+he/it [verb]

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P16W7
      OFFSETS:	27-31
       TOKENS:	P16W9-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self+his/its

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P16W8
      OFFSETS:	32-34
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	سبب
     IS_TRANS:	sbb
        INDEX:	P16W9
      OFFSETS:	35-38
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(sabab)
          POS:	NOUN
          VOC:	sabab
        GLOSS:	reason/cause/because of/due to

 INPUT STRING:	زعله
     IS_TRANS:	zElh
        INDEX:	P16W10
      OFFSETS:	39-43
       TOKENS:	P16W13-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaEal_1]
   UNSPLITVOC:	(zaEaluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	zaEal+uh
        GLOSS:	anger/displeasure+his/its

 INPUT STRING:	الحقيقى
     IS_TRANS:	AlHqyqY
        INDEX:	P16W11
      OFFSETS:	44-51
       TOKENS:	P16W15-P16W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqiy_1]
   UNSPLITVOC:	(AlHaqiyqiy)
          POS:	DET+ADJ
          VOC:	Al+Haqiyqiy
        GLOSS:	the+true/real

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P16W12
      OFFSETS:	52-53
       TOKENS:	P16W16-P16W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	بالنسبة
     IS_TRANS:	bAlnsbp
        INDEX:	P17W1
      OFFSETS:	0-7
       TOKENS:	P17W1-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisobap_1]
   UNSPLITVOC:	(biAln~isobap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+nisob+ap
        GLOSS:	with/by+the+link/relation+[fem.sg.]

 INPUT STRING:	ليا
     IS_TRANS:	lyA
        INDEX:	P17W2
      OFFSETS:	8-11
       TOKENS:	P17W3-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy~A)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/for+me

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P17W3
      OFFSETS:	12-15
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مثلاً
     IS_TRANS:	mvlAF
        INDEX:	P17W4
      OFFSETS:	16-21
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(mavalAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	maval+AF
        GLOSS:	for example+[acc.indef.]

 INPUT STRING:	زعلت
     IS_TRANS:	zElt
        INDEX:	P17W5
      OFFSETS:	22-26
       TOKENS:	P17W7-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziEil_1]
   UNSPLITVOC:	(ziEilt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	ziEil+t
        GLOSS:	be annoyed/be angry+I [verb]

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P17W6
      OFFSETS:	27-32
       TOKENS:	P17W8-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	for/to+matter/case/affair

 INPUT STRING:	اتغلبنا
     IS_TRANS:	AtglbnA
        INDEX:	P17W7
      OFFSETS:	33-40
       TOKENS:	P17W10-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitogalab_1]
   UNSPLITVOC:	(AitogalabnA)
          POS:	PV_PASS+PVSUFF_SUBJ:1P
          VOC:	Aitogalab+nA
        GLOSS:	be defeated/be overcome+we [verb]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P17W8
      OFFSETS:	41-43
       TOKENS:	P17W11-P17W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	أمريكا
     IS_TRANS:	>mrykA
        INDEX:	P17W9
      OFFSETS:	44-50
       TOKENS:	P17W12-P17W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(>amoriykA)
          POS:	NOUN_PROP
          VOC:	>amoriykA
        GLOSS:	America

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P17W10
      OFFSETS:	51-53
       TOKENS:	P17W13-P17W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P17W11
      OFFSETS:	54-59
       TOKENS:	P17W14-P17W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	for/to+matter/case/affair

 INPUT STRING:	خسرنا
     IS_TRANS:	xsrnA
        INDEX:	P17W12
      OFFSETS:	60-65
       TOKENS:	P17W16-P17W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xisir_1]
   UNSPLITVOC:	(xisirnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	xisir+nA
        GLOSS:	lose+we [verb]

 INPUT STRING:	البطولة
     IS_TRANS:	AlbTwlp
        INDEX:	P17W13
      OFFSETS:	66-73
       TOKENS:	P17W17-P17W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buTuwlap_1]
   UNSPLITVOC:	(AlbuTuwlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+buTuwl+ap
        GLOSS:	the+championship/starring role/heroism+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P18W1
      OFFSETS:	0-3
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P18W2
      OFFSETS:	4-7
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it [verb]

 INPUT STRING:	عندى
     IS_TRANS:	EndY
        INDEX:	P18W3
      OFFSETS:	8-12
       TOKENS:	P18W3-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	with/at+my

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P18W4
      OFFSETS:	13-16
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	تتغلب
     IS_TRANS:	ttglb
        INDEX:	P18W5
      OFFSETS:	17-22
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitogalab_1]
   UNSPLITVOC:	(titogilib)
          POS:	IV3FS+IV_PASS
          VOC:	ti+togilib
        GLOSS:	she/it/they+be defeated/be overcome

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P18W6
      OFFSETS:	23-25
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	البرازيل
     IS_TRANS:	AlbrAzyl
        INDEX:	P18W7
      OFFSETS:	26-34
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barAziyl_1]
   UNSPLITVOC:	(AlbarAziyl)
          POS:	DET+NOUN_PROP
          VOC:	Al+barAziyl
        GLOSS:	the+Brazil

 INPUT STRING:	وايطاليا
     IS_TRANS:	wAyTAlyA
        INDEX:	P18W8
      OFFSETS:	35-43
       TOKENS:	P18W9-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyTAloyA_1]
   UNSPLITVOC:	(wi<iyTAloyA)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+<iyTAloyA
        GLOSS:	and+Italy

 INPUT STRING:	وماتتهزمش
     IS_TRANS:	wmAtthzm$
        INDEX:	P18W9
      OFFSETS:	44-53
       TOKENS:	P18W11-P18W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aitohazam_1]
   UNSPLITVOC:	(wimA_titohizim$)
          POS:	CONJ+NEG_PART+IV3FS+IV_PASS+NEG_PART
          VOC:	wi+mA+ti+tohizim+$
        GLOSS:	and+not+it/they/she+be defeated+not

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P18W10
      OFFSETS:	54-56
       TOKENS:	P18W15-P18W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	أمريكا
     IS_TRANS:	>mrykA
        INDEX:	P18W11
      OFFSETS:	57-63
       TOKENS:	P18W16-P18W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(>amoriykA)
          POS:	NOUN_PROP
          VOC:	>amoriykA
        GLOSS:	America

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P18W12
      OFFSETS:	64-69
       TOKENS:	P18W17-P18W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P18W13
      OFFSETS:	70-74
       TOKENS:	P18W18-P18W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	خربت
     IS_TRANS:	xrbt
        INDEX:	P18W14
      OFFSETS:	75-79
       TOKENS:	P18W19-P18W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xarab_1]
   UNSPLITVOC:	(xarabit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	xarab+it
        GLOSS:	destroy+it/they/she [verb]

 INPUT STRING:	بلادنا
     IS_TRANS:	blAdnA
        INDEX:	P18W15
      OFFSETS:	80-86
       TOKENS:	P18W20-P18W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(bilAdnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	bilAd+nA
        GLOSS:	country/countries+our

 INPUT STRING:	العربية
     IS_TRANS:	AlErbyp
        INDEX:	P18W16
      OFFSETS:	87-94
       TOKENS:	P18W22-P18W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+Arab/Arabic+[fem.sg.]

 INPUT STRING:	وأنا
     IS_TRANS:	w>nA
        INDEX:	P19W1
      OFFSETS:	0-4
       TOKENS:	P19W1-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
          POS:	CONJ+PRON_1S
          VOC:	wa+AnA
        GLOSS:	and+I

 INPUT STRING:	واثقة
     IS_TRANS:	wAvqp
        INDEX:	P19W2
      OFFSETS:	5-10
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAviq_1]
   UNSPLITVOC:	(wAvoqap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	wAvoq+ap
        GLOSS:	certain/confident+[fem.sg.]

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P19W3
      OFFSETS:	11-13
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الغالبيةالعظمى
     IS_TRANS:	AlgAlbypAlEZmY
        INDEX:	P19W4
      OFFSETS:	14-28
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AlgAlbypAlEZmY)
          POS:	NO_FUNC
          VOC:	AlgAlbypAlEZmY
        GLOSS:	nogloss

 INPUT STRING:	منكم
     IS_TRANS:	mnkm
        INDEX:	P19W5
      OFFSETS:	29-33
       TOKENS:	P19W6-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minkum)
          POS:	PREP+PRON_2P
          VOC:	min+kum
        GLOSS:	from+you [pl.]

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P19W6
      OFFSETS:	34-36
       TOKENS:	P19W8-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P19W7
      OFFSETS:	37-39
       TOKENS:	P19W9-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P19W8
      OFFSETS:	40-43
       TOKENS:	P19W10-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it [verb]

 INPUT STRING:	سبب
     IS_TRANS:	sbb
        INDEX:	P19W9
      OFFSETS:	44-47
       TOKENS:	P19W11-P19W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(sabab)
          POS:	NOUN
          VOC:	sabab
        GLOSS:	reason/cause/because of/due to

 INPUT STRING:	زعلها
     IS_TRANS:	zElhA
        INDEX:	P19W10
      OFFSETS:	48-53
       TOKENS:	P19W12-P19W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaEal_1]
   UNSPLITVOC:	(zaEalhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	zaEal+hA
        GLOSS:	anger/displeasure+its/their/her

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P19W11
      OFFSETS:	54-57
       TOKENS:	P19W14-P19W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	and+he/it

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P19W12
      OFFSETS:	58-60
       TOKENS:	P19W16-P19W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P19W13
      OFFSETS:	61-65
       TOKENS:	P19W17-P19W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	ماكانتش
     IS_TRANS:	mAkAnt$
        INDEX:	P19W14
      OFFSETS:	66-73
       TOKENS:	P19W18-P19W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(mA_kAnit$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3FS+NEG_PART
          VOC:	mA+kAn+it+$
        GLOSS:	not+be+it/they/she [verb]+not

 INPUT STRING:	عايزاه
     IS_TRANS:	EAyzAh
        INDEX:	P19W15
      OFFSETS:	74-80
       TOKENS:	P19W21-P19W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAyozAh)
          POS:	ADJ+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	EAyoz+ap+uh
        GLOSS:	wanting/needing+[fem.sg.]+his/its

 INPUT STRING:	أمريكا
     IS_TRANS:	>mrykA
        INDEX:	P19W16
      OFFSETS:	81-87
       TOKENS:	P19W23-P19W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(>amoriykA)
          POS:	NOUN_PROP
          VOC:	>amoriykA
        GLOSS:	America

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P19W17
      OFFSETS:	88-90
       TOKENS:	P19W24-P19W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	العرب
     IS_TRANS:	AlErb
        INDEX:	P19W18
      OFFSETS:	91-96
       TOKENS:	P19W25-P19W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy_1]
   UNSPLITVOC:	(AlEarab)
          POS:	DET+NOUN
          VOC:	Al+Earab
        GLOSS:	the+Arabs

 INPUT STRING:	يحسوا
     IS_TRANS:	yHswA
        INDEX:	P19W19
      OFFSETS:	97-102
       TOKENS:	P19W26-P19W26
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yHswA)
          POS:	NO_FUNC
          VOC:	yHswA
        GLOSS:	nogloss

 INPUT STRING:	إنهم
     IS_TRANS:	<nhm
        INDEX:	P19W20
      OFFSETS:	103-107
       TOKENS:	P19W27-P19W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	انتصروا
     IS_TRANS:	AntSrwA
        INDEX:	P19W21
      OFFSETS:	108-115
       TOKENS:	P19W29-P19W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotaSar_1]
   UNSPLITVOC:	(AinotaSaruwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	AinotaSar+uwA
        GLOSS:	defeat/overcome+they [verb]

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P19W22
      OFFSETS:	116-121
       TOKENS:	P19W30-P19W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+her/it/them

 INPUT STRING:	ولو
     IS_TRANS:	wlw
        INDEX:	P19W23
      OFFSETS:	122-125
       TOKENS:	P19W32-P19W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(wilaw)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+law
        GLOSS:	and+if

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P19W24
      OFFSETS:	126-128
       TOKENS:	P19W34-P19W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الكورة
     IS_TRANS:	Alkwrp
        INDEX:	P19W25
      OFFSETS:	129-135
       TOKENS:	P19W35-P19W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kawrap_1]
   UNSPLITVOC:	(Alkawrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kawr+ap
        GLOSS:	the+ball/football+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P20W1
      OFFSETS:	0-3
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P20W2
      OFFSETS:	4-7
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be+I [verb]

 INPUT STRING:	فرحانة
     IS_TRANS:	frHAnp
        INDEX:	P20W3
      OFFSETS:	8-14
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faroHAn_1]
   UNSPLITVOC:	(faroHAnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	faroHAn+ap
        GLOSS:	cheerful/delighted+[fem.sg.]

 INPUT STRING:	اوى
     IS_TRANS:	AwY
        INDEX:	P20W4
      OFFSETS:	15-18
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
