 INPUT STRING:	موقع
   UNSPLITVOC:	(yiTab~il)
          POS:	IV3MS+IV
          VOC:	yi+Tab~il
        GLOSS:	he/it+knock/clap

 INPUT STRING:	للثورةةةةةةةةةة
     IS_TRANS:	llvwrpppppppppp
        INDEX:	P17W9
      OFFSETS:	46-61
       TOKENS:	P17W9-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alvawrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P18W1
      OFFSETS:	0-4
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	معااااااااااااه
     IS_TRANS:	mEAAAAAAAAAAAAh
        INDEX:	P18W2
      OFFSETS:	5-20
       TOKENS:	P18W2-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEah)
          POS:	PREP+PRON_3MS
          VOC:	maEa+h
        GLOSS:	with+him

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P19W1
      OFFSETS:	0-2
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P19W2
      OFFSETS:	3-5
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dA_1]
   UNSPLITVOC:	(dA)
          POS:	DEM_PRON_MS
          VOC:	dA
        GLOSS:	this

 INPUT STRING:	امن
     IS_TRANS:	Amn
        INDEX:	P19W3
      OFFSETS:	6-9
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amon_1]
   UNSPLITVOC:	(>amon)
          POS:	NOUN
          VOC:	>amon
        GLOSS:	security/safety

 INPUT STRING:	بيامن
     IS_TRANS:	byAmn
        INDEX:	P19W4
      OFFSETS:	10-15
       TOKENS:	P19W4-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~in_1]
   UNSPLITVOC:	(biyi>am~in)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+>am~in
        GLOSS:	[present-tense]+he/it+guard

 INPUT STRING:	عكاشه
     IS_TRANS:	EkA$h
        INDEX:	P19W5
      OFFSETS:	16-21
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EukA$ah_1]
   UNSPLITVOC:	(EukA$ah)
          POS:	NOUN_PROP
          VOC:	EukA$ah
        GLOSS:	AUKASHA

 INPUT STRING:	بيه
     IS_TRANS:	byh
        INDEX:	P19W6
      OFFSETS:	22-25
       TOKENS:	P19W7-P19W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bak_1]
   UNSPLITVOC:	(biyh)
          POS:	NOUN_PROP
          VOC:	biyh
        GLOSS:	Bey

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P20W1
      OFFSETS:	0-3
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P20W2
      OFFSETS:	4-6
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P20W3
      OFFSETS:	7-10
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	عكاشه
     IS_TRANS:	EkA$h
        INDEX:	P20W4
      OFFSETS:	11-16
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EukA$ah_1]
   UNSPLITVOC:	(EukA$ah)
          POS:	NOUN_PROP
          VOC:	EukA$ah
        GLOSS:	AUKASHA

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P20W5
      OFFSETS:	17-19
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dA_1]
   UNSPLITVOC:	(dA)
          POS:	DEM_PRON_MS
          VOC:	dA
        GLOSS:	this

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P20W6
      OFFSETS:	20-24
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	بيدفع
     IS_TRANS:	bydfE
        INDEX:	P20W7
      OFFSETS:	25-30
       TOKENS:	P20W7-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dafaE_1]
   UNSPLITVOC:	(biyidofaE)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+dofaE
        GLOSS:	[present-tense]+he/it+pay/be paid

 INPUT STRING:	مرتباتهم
     IS_TRANS:	mrtbAthm
        INDEX:	P20W8
      OFFSETS:	31-39
       TOKENS:	P20W9-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[murat~ab_1]
   UNSPLITVOC:	(murat~abAthum)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3P
          VOC:	murat~ab+At+hum
        GLOSS:	salaries/wages/pay+[fem.pl.]+their

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P20W9
      OFFSETS:	40-43
       TOKENS:	P20W11-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P20W10
      OFFSETS:	44-49
       TOKENS:	P20W12-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	اللىبيدفع
     IS_TRANS:	AllYbydfE
        INDEX:	P20W11
      OFFSETS:	50-59
       TOKENS:	P20W13-P20W13
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AllYbydfE)
          POS:	NO_FUNC
          VOC:	AllYbydfE
        GLOSS:	nogloss

 INPUT STRING:	مرتباتهم
     IS_TRANS:	mrtbAthm
        INDEX:	P20W12
      OFFSETS:	60-68
       TOKENS:	P20W14-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[murat~ab_1]
   UNSPLITVOC:	(murat~abAthum)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3P
          VOC:	murat~ab+At+hum
        GLOSS:	salaries/wages/pay+[fem.pl.]+their

 INPUT STRING:	سايبين
     IS_TRANS:	sAybyn
        INDEX:	P21W1
      OFFSETS:	0-6
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAyib_1]
   UNSPLITVOC:	(sAyobiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	sAyob+iyn
        GLOSS:	leaving+[pl.]

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P21W2
      OFFSETS:	7-12
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	بيعانى
     IS_TRANS:	byEAnY
        INDEX:	P21W3
      OFFSETS:	13-19
       TOKENS:	P21W3-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAnaY_1]
   UNSPLITVOC:	(biyiEAniy)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+EAniy
        GLOSS:	[present-tense]+he/it+suffer/be suffered

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P21W4
      OFFSETS:	20-22
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	البلطجيه
     IS_TRANS:	AlblTjyh
        INDEX:	P21W5
      OFFSETS:	23-31
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[balTajiy~_1]
   UNSPLITVOC:	(AlbalTajiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+balTajiy~+ap
        GLOSS:	the+criminals+[fem.sg.]

 INPUT STRING:	وبيامنوا
     IS_TRANS:	wbyAmnwA
        INDEX:	P21W6
      OFFSETS:	32-40
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wbyAmnwA)
          POS:	TYPO
          VOC:	wbyAmnwA
        GLOSS:	nogloss

 INPUT STRING:	عكاشه
     IS_TRANS:	EkA$h
        INDEX:	P21W7
      OFFSETS:	41-46
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EukA$ah_1]
   UNSPLITVOC:	(EukA$ah)
          POS:	NOUN_PROP
          VOC:	EukA$ah
        GLOSS:	AUKASHA

 INPUT STRING:	افندى
     IS_TRANS:	AfndY
        INDEX:	P21W8
      OFFSETS:	47-52
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>afanodiy_1]
   UNSPLITVOC:	(>afanodiy)
          POS:	NOUN_PROP
          VOC:	>afanodiy
        GLOSS:	Effendi

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P22W1
      OFFSETS:	0-2
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	الخبر
     IS_TRANS:	Alxbr
        INDEX:	P22W2
      OFFSETS:	3-8
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(Alxabar)
          POS:	DET+NOUN
          VOC:	Al+xabar
        GLOSS:	the+news/report

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P22W3
      OFFSETS:	9-11
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dA_1]
   UNSPLITVOC:	(dA)
          POS:	DEM_PRON_MS
          VOC:	dA
        GLOSS:	this

 INPUT STRING:	قديم
     IS_TRANS:	qdym
        INDEX:	P22W4
      OFFSETS:	12-16
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qadiym_1]
   UNSPLITVOC:	(qadiym)
          POS:	ADJ
          VOC:	qadiym
        GLOSS:	old/ancient/old/ancients

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P22W5
      OFFSETS:	17-19
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	حبيبتى
     IS_TRANS:	HbybtY
        INDEX:	P22W6
      OFFSETS:	20-26
       TOKENS:	P22W6-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Habib_1]
   UNSPLITVOC:	(Habibtiy)
          POS:	ADJ+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	Habib+ap+iy
        GLOSS:	dear/beloved/sweetheart+[fem.sg.]+my

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P22W7
      OFFSETS:	27-29
       TOKENS:	P22W8-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dA_1]
   UNSPLITVOC:	(dA)
          POS:	DEM_PRON_MS
          VOC:	dA
        GLOSS:	this

 INPUT STRING:	اتضرب
     IS_TRANS:	AtDrb
        INDEX:	P23W1
      OFFSETS:	0-5
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(AitoDarab)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	AitoDarab+(null)
        GLOSS:	be hit+he/it

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P23W2
      OFFSETS:	6-10
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	والامن
     IS_TRANS:	wAlAmn
        INDEX:	P23W3
      OFFSETS:	11-17
       TOKENS:	P23W3-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amon_1]
   UNSPLITVOC:	(wiAl>amon)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+>amon
        GLOSS:	and+the+security/safety

 INPUT STRING:	هربه
     IS_TRANS:	hrbh
        INDEX:	P23W4
      OFFSETS:	18-22
       TOKENS:	P23W5-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[har~ab_1]
   UNSPLITVOC:	(har~abuh)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3MS
          VOC:	har~ab+(null)+uh
        GLOSS:	smuggle/be smuggled+he/it+it/him

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P23W5
      OFFSETS:	23-25
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P23W6
      OFFSETS:	26-31
       TOKENS:	P23W8-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	بالعافيه
     IS_TRANS:	bAlEAfyh
        INDEX:	P23W7
      OFFSETS:	32-40
       TOKENS:	P23W9-P23W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAfoyap_1]
   UNSPLITVOC:	(biAlEAfoyap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+EAfoy+ap
        GLOSS:	with/by+the+force+[fem.sg.]

 INPUT STRING:	واتضرب
     IS_TRANS:	wAtDrb
        INDEX:	P24W1
      OFFSETS:	0-6
       TOKENS:	P24W1-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(wiAitoDarab)
          POS:	CONJ+PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	wi+AitoDarab+(null)
        GLOSS:	and+strike/hit/be struck/be hit+he/it

 INPUT STRING:	قبلها
     IS_TRANS:	qblhA
        INDEX:	P24W2
      OFFSETS:	7-12
       TOKENS:	P24W3-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabolhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	qabol+hA
        GLOSS:	before+its/their/her

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P24W3
      OFFSETS:	13-15
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الاقصر
     IS_TRANS:	AlAqSr
        INDEX:	P24W4
      OFFSETS:	16-22
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uqoSur_1]
   UNSPLITVOC:	(Al>uqoSur)
          POS:	DET+NOUN_PROP
          VOC:	Al+>uqoSur
        GLOSS:	the+Luxor

 INPUT STRING:	وفى
     IS_TRANS:	wfY
        INDEX:	P24W5
      OFFSETS:	23-26
       TOKENS:	P24W7-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	CONJ+PREP
          VOC:	wi+fiy
        GLOSS:	and+in

 INPUT STRING:	بورسعيد
     IS_TRANS:	bwrsEyd
        INDEX:	P24W6
      OFFSETS:	27-34
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[buwrosaEiyd_1]
   UNSPLITVOC:	(buwrosaEiyd)
          POS:	NOUN_PROP
          VOC:	buwrosaEiyd
        GLOSS:	Port Said

 INPUT STRING:	برضو
     IS_TRANS:	brDw
        INDEX:	P24W7
      OFFSETS:	35-39
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baroDuw_1]
   UNSPLITVOC:	(baroDuw)
          POS:	ADV
          VOC:	baroDuw
        GLOSS:	also/too

 INPUT STRING:	وقبلهم
     IS_TRANS:	wqblhm
        INDEX:	P24W8
      OFFSETS:	41-47
       TOKENS:	P24W11-P24W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(wiqaboluhum)
          POS:	CONJ+NOUN+POSS_PRON_3P
          VOC:	wi+qabol+hum
        GLOSS:	and+before/previously/formerly+their

 INPUT STRING:	اسكندريه
     IS_TRANS:	Askndryh
        INDEX:	P24W9
      OFFSETS:	48-56
       TOKENS:	P24W14-P24W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isokanodariy~ap_1]
   UNSPLITVOC:	(<isokanodariy~ap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	<isokanodariy~+ap
        GLOSS:	Alexandria+[fem.sg.]

 INPUT STRING:	وكل
     IS_TRANS:	wkl
        INDEX:	P25W1
      OFFSETS:	0-3
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+kul~
        GLOSS:	and+all, entire, every, whole

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P25W2
      OFFSETS:	4-6
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dA_1]
   UNSPLITVOC:	(dA)
          POS:	DEM_PRON_MS
          VOC:	dA
        GLOSS:	this

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P25W3
      OFFSETS:	7-10
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P25W4
      OFFSETS:	11-13
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that

 INPUT STRING:	رجاله
     IS_TRANS:	rjAlh
        INDEX:	P25W5
      OFFSETS:	14-19
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjil_1]
   UNSPLITVOC:	(rij~Alap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	rij~Al+ap
        GLOSS:	man+[fem.sg.]

 INPUT STRING:	العباسيه
     IS_TRANS:	AlEbAsyh
        INDEX:	P25W6
      OFFSETS:	20-28
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eab~Asiy~ap_1]
   UNSPLITVOC:	(AlEab~Asiy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+Eab~Asiy~+ap
        GLOSS:	the+ABBASIYA+[fem.sg.]

 INPUT STRING:	طردوه
     IS_TRANS:	Trdwh
        INDEX:	P25W7
      OFFSETS:	29-34
       TOKENS:	P25W8-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tarad_1]
   UNSPLITVOC:	(Taraduwh)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3MS
          VOC:	Tarad+uwA+uh
        GLOSS:	expel/dismiss/kick out+they+he

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P25W8
      OFFSETS:	35-37
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P25W9
      OFFSETS:	38-42
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	وقالوله
     IS_TRANS:	wqAlwlh
        INDEX:	P25W10
      OFFSETS:	43-50
       TOKENS:	P25W12-P25W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiqAluwluh)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P+PREP+PRON_3MS
          VOC:	wi+qAl+uwA+li+uh
        GLOSS:	and+said/say/be said/say/(for example)+they+to/for+him

 INPUT STRING:	العباسيه
     IS_TRANS:	AlEbAsyh
        INDEX:	P25W11
      OFFSETS:	51-59
       TOKENS:	P25W16-P25W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eab~Asiy~ap_1]
   UNSPLITVOC:	(AlEab~Asiy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+Eab~Asiy~+ap
        GLOSS:	the+ABBASIYA+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P25W12
      OFFSETS:	60-62
       TOKENS:	P25W17-P25W17
