 INPUT STRING:	مصطفى
   UNSPLITVOC:	(sayujAziyhum)
          POS:	FUT_PART+IV3MS+IV+IVSUFF_DO:3P
          VOC:	sa+yu+jAziy+hum
        GLOSS:	will+he/it+reward+them

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P14W33
      OFFSETS:	176-180
       TOKENS:	P14W42-P14W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P14W34
      OFFSETS:	181-186
       TOKENS:	P14W43-P14W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+she/it

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P14W35
      OFFSETS:	187-188
       TOKENS:	P14W45-P14W45
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P14W36
      OFFSETS:	189-190
       TOKENS:	P14W46-P14W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	لكنهم
     IS_TRANS:	lknhm
        INDEX:	P14W37
      OFFSETS:	191-196
       TOKENS:	P14W47-P14W47
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lknhm)
          POS:	NO_FUNC
          VOC:	lknhm
        GLOSS:	nogloss

 INPUT STRING:	كانوا
     IS_TRANS:	kAnwA
        INDEX:	P14W38
      OFFSETS:	197-202
       TOKENS:	P14W48-P14W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be+they

 INPUT STRING:	يحكمون
     IS_TRANS:	yHkmwn
        INDEX:	P14W39
      OFFSETS:	203-209
       TOKENS:	P14W49-P14W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hakam_1]
   UNSPLITVOC:	(yaHkumuwn)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	ya+Hkum+uwn
        GLOSS:	they+rule+they

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P14W40
      OFFSETS:	210-213
       TOKENS:	P14W50-P14W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P14W41
      OFFSETS:	214-215
       TOKENS:	P14W51-P14W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	طبيعى
     IS_TRANS:	TbyEY
        INDEX:	P14W42
      OFFSETS:	216-221
       TOKENS:	P14W52-P14W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TabiyEiy_1]
   UNSPLITVOC:	(TabiyEiy)
          POS:	ADJ
          VOC:	TabiyEiy
        GLOSS:	natural/normal

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P14W43
      OFFSETS:	222-224
       TOKENS:	P14W53-P14W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يجلسوا
     IS_TRANS:	yjlswA
        INDEX:	P14W44
      OFFSETS:	225-231
       TOKENS:	P14W54-P14W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jalas_1]
   UNSPLITVOC:	(yijolisuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+jolis+uwA
        GLOSS:	they+sit+we

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P14W45
      OFFSETS:	232-234
       TOKENS:	P14W55-P14W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	عشرات
     IS_TRANS:	E$rAt
        INDEX:	P14W46
      OFFSETS:	235-240
       TOKENS:	P14W56-P14W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ea$or_1]
   UNSPLITVOC:	(Ea$arAt)
          POS:	NOUN_NUM+NSUFF_FEM_PL
          VOC:	Ea$ar+At
        GLOSS:	tens/scores/dozens+[fem.pl.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P14W47
      OFFSETS:	241-242
       TOKENS:	P14W57-P14W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	مئات
     IS_TRANS:	m}At
        INDEX:	P14W48
      OFFSETS:	243-247
       TOKENS:	P14W58-P14W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miy~ap_1]
   UNSPLITVOC:	(mi}At)
          POS:	NOUN_NUM+NSUFF_FEM_PL
          VOC:	mi}+At
        GLOSS:	hundreds+[fem.pl.]

 INPUT STRING:	الشخصيات
     IS_TRANS:	Al$xSyAt
        INDEX:	P14W49
      OFFSETS:	248-256
       TOKENS:	P14W59-P14W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoSiy~ap_1]
   UNSPLITVOC:	(Al$~axoSiy~At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+$axoSiy~+At
        GLOSS:	the+identities/personalities/persons/individuals+[fem.pl.]

 INPUT STRING:	المصرية
     IS_TRANS:	AlmSryp
        INDEX:	P14W50
      OFFSETS:	257-264
       TOKENS:	P14W60-P14W60
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+maSoriy~+ap
        GLOSS:	the+Egyptian+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P14W51
      OFFSETS:	266-267
       TOKENS:	P14W61-P14W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	بالتأكيد
     IS_TRANS:	bAlt>kyd
        INDEX:	P14W52
      OFFSETS:	268-276
       TOKENS:	P14W62-P14W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta>okiyd_1]
   UNSPLITVOC:	(biAlt~a>okiyd)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+ta>okiyd
        GLOSS:	with/by+the+confirmation/affirmation/guarantee

 INPUT STRING:	ليس
     IS_TRANS:	lys
        INDEX:	P14W53
      OFFSETS:	277-280
       TOKENS:	P14W64-P14W64
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(layosa)
          POS:	NEG_PART
          VOC:	layosa
        GLOSS:	not

 INPUT STRING:	كلهم
     IS_TRANS:	klhm
        INDEX:	P14W54
      OFFSETS:	281-285
       TOKENS:	P14W65-P14W66
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~hum)
          POS:	NOUN_QUANT+POSS_PRON_3P
          VOC:	kul~+hum
        GLOSS:	all+their

 INPUT STRING:	فلول
     IS_TRANS:	flwl
        INDEX:	P14W55
      OFFSETS:	286-290
       TOKENS:	P14W67-P14W67
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fal~_2]
   UNSPLITVOC:	(fuluwl)
          POS:	NOUN
          VOC:	fuluwl
        GLOSS:	vanquished/routed (armies, forces)

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P14W56
      OFFSETS:	291-292
       TOKENS:	P14W68-P14W68
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	منافقين
     IS_TRANS:	mnAfqyn
        INDEX:	P14W57
      OFFSETS:	293-300
       TOKENS:	P14W69-P14W69
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munAfiq_1]
   UNSPLITVOC:	(munAfiqiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	munAfiq+iyn
        GLOSS:	hypocrite/hypocritical+[masc.pl.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P14W58
      OFFSETS:	301-302
       TOKENS:	P14W70-P14W70
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	حرامية
     IS_TRANS:	HrAmyp
        INDEX:	P14W59
      OFFSETS:	303-309
       TOKENS:	P14W71-P14W71
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAmiy_1]
   UNSPLITVOC:	(HarAmiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HarAmiy~+ap
        GLOSS:	thieves+[fem.sg.]

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P14W60
      OFFSETS:	310-311
       TOKENS:	P14W72-P14W72
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	بل
     IS_TRANS:	bl
        INDEX:	P15W1
      OFFSETS:	0-2
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bal_1]
   UNSPLITVOC:	(bal)
          POS:	CONJ
          VOC:	bal
        GLOSS:	Rather, even, but, yet, however

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P15W2
      OFFSETS:	3-4
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P15W3
      OFFSETS:	5-7
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الطبيعى
     IS_TRANS:	AlTbyEY
        INDEX:	P15W4
      OFFSETS:	8-15
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TabiyEiy_1]
   UNSPLITVOC:	(AlT~abiyEiy)
          POS:	DET+ADJ
          VOC:	Al+TabiyEiy
        GLOSS:	the+natural/normal

 INPUT STRING:	ايضا
     IS_TRANS:	AyDA
        INDEX:	P15W5
      OFFSETS:	16-20
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayD_1]
   UNSPLITVOC:	(>ayDAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>ayD+AF
        GLOSS:	metabolism+[acc.indef.]

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P15W6
      OFFSETS:	21-23
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يتم
     IS_TRANS:	ytm
        INDEX:	P15W7
      OFFSETS:	24-27
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(yitim~)
          POS:	IV3MS+IV
          VOC:	yi+tim~
        GLOSS:	he/it+conclude/take place

 INPUT STRING:	مدحهم
     IS_TRANS:	mdHhm
        INDEX:	P15W8
      OFFSETS:	28-33
       TOKENS:	P15W8-P15W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[madH_1]
   UNSPLITVOC:	(madHhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	madH+hum
        GLOSS:	praise/commendation/acclaim+their

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P15W9
      OFFSETS:	34-36
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	بعض
     IS_TRANS:	bED
        INDEX:	P15W10
      OFFSETS:	37-40
       TOKENS:	P15W11-P15W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoD)
          POS:	NOUN_QUANT
          VOC:	baEoD
        GLOSS:	some, a few, little, part

 INPUT STRING:	الأحيان
     IS_TRANS:	Al>HyAn
        INDEX:	P15W11
      OFFSETS:	41-48
       TOKENS:	P15W12-P15W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hiyn_1]
   UNSPLITVOC:	(Al>aHoyAn)
          POS:	DET+NOUN
          VOC:	Al+>aHoyAn
        GLOSS:	the+times/opportunities

 INPUT STRING:	لأنهم
     IS_TRANS:	l>nhm
        INDEX:	P15W12
      OFFSETS:	49-54
       TOKENS:	P15W13-P15W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(li>an~ahum)
          POS:	PREP+SUB_CONJ+PRON_3P
          VOC:	li+>an~a+hum
        GLOSS:	for+that+they [pl.]

 INPUT STRING:	بالتأكيد
     IS_TRANS:	bAlt>kyd
        INDEX:	P15W13
      OFFSETS:	55-63
       TOKENS:	P15W16-P15W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta>okiyd_1]
   UNSPLITVOC:	(biAlt~a>okiyd)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+ta>okiyd
        GLOSS:	with/by+the+confirmation/affirmation/guarantee

 INPUT STRING:	فعلوا
     IS_TRANS:	fElwA
        INDEX:	P15W14
      OFFSETS:	64-69
       TOKENS:	P15W18-P15W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[faEal_1]
   UNSPLITVOC:	(faEaluwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	faEal+uwA
        GLOSS:	did+they

 INPUT STRING:	أشياء
     IS_TRANS:	>$yA'
        INDEX:	P15W15
      OFFSETS:	70-75
       TOKENS:	P15W19-P15W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$ayo'_1]
   UNSPLITVOC:	(>a$oyA')
          POS:	NOUN
          VOC:	>a$oyA'
        GLOSS:	things

 INPUT STRING:	نافعة
     IS_TRANS:	nAfEp
        INDEX:	P15W16
      OFFSETS:	76-81
       TOKENS:	P15W20-P15W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAfiE_1]
   UNSPLITVOC:	(nAfiEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nAfiE+ap
        GLOSS:	useful/beneficial/productive+[fem.sg.]

 INPUT STRING:	للبلد
     IS_TRANS:	llbld
        INDEX:	P15W17
      OFFSETS:	82-87
       TOKENS:	P15W21-P15W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(lilbalad)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+balad
        GLOSS:	for/to+the+country/country/countries

 INPUT STRING:	سواء
     IS_TRANS:	swA'
        INDEX:	P15W18
      OFFSETS:	88-92
       TOKENS:	P15W23-P15W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sawA'_1]
   UNSPLITVOC:	(sawA')
          POS:	NOUN
          VOC:	sawA'
        GLOSS:	equality

 INPUT STRING:	صغرت
     IS_TRANS:	Sgrt
        INDEX:	P15W19
      OFFSETS:	93-97
       TOKENS:	P15W24-P15W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sigir_1]
   UNSPLITVOC:	(Sigorit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	Sigor+it
        GLOSS:	be small+it/they/she

 INPUT STRING:	تلك
     IS_TRANS:	tlk
        INDEX:	P15W20
      OFFSETS:	98-101
       TOKENS:	P15W25-P15W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*`lika_1]
   UNSPLITVOC:	(tiloka)
          POS:	DEM_PRON_F
          VOC:	tiloka
        GLOSS:	that/those

 INPUT STRING:	الأشياء
     IS_TRANS:	Al>$yA'
        INDEX:	P15W21
      OFFSETS:	102-109
       TOKENS:	P15W26-P15W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$ayo'_1]
   UNSPLITVOC:	(Al>a$oyA')
          POS:	DET+NOUN
          VOC:	Al+>a$oyA'
        GLOSS:	the+things

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P15W22
      OFFSETS:	110-112
       TOKENS:	P15W27-P15W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	كبرت
     IS_TRANS:	kbrt
        INDEX:	P15W23
      OFFSETS:	113-117
       TOKENS:	P15W28-P15W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibir_1]
   UNSPLITVOC:	(kiborit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kibor+it
        GLOSS:	be big+it/they/she

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P15W24
      OFFSETS:	118-119
       TOKENS:	P15W29-P15W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	سواء
     IS_TRANS:	swA'
        INDEX:	P15W25
      OFFSETS:	120-124
       TOKENS:	P15W30-P15W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sawA'_1]
   UNSPLITVOC:	(sawA')
          POS:	NOUN
          VOC:	sawA'
        GLOSS:	equality

 INPUT STRING:	حسينا
     IS_TRANS:	HsynA
        INDEX:	P15W26
      OFFSETS:	125-130
       TOKENS:	P15W31-P15W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hav~_1]
   UNSPLITVOC:	(Has~aynA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	Has~+aynA
        GLOSS:	feel+we

 INPUT STRING:	بيها
     IS_TRANS:	byhA
        INDEX:	P15W27
      OFFSETS:	131-135
       TOKENS:	P15W32-P15W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyhA)
          POS:	PREP+PRON_3FS
          VOC:	bi+hA
        GLOSS:	with+she/it

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P15W28
      OFFSETS:	136-138
       TOKENS:	P15W34-P15W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P15W29
      OFFSETS:	139-141
       TOKENS:	P15W35-P15W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P16W1
      OFFSETS:	0-1
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P16W2
      OFFSETS:	2-7
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P16W3
      OFFSETS:	8-11
       TOKENS:	P16W3-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN
          VOC:	li+All~ah
        GLOSS:	for/to+God

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P16W4
      OFFSETS:	12-16
       TOKENS:	P16W5-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	أزاح
     IS_TRANS:	>zAH
        INDEX:	P16W5
      OFFSETS:	17-21
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>azAH_1]
   UNSPLITVOC:	(>azAH)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>azAH+(null)
        GLOSS:	remove/abolish/be removed/be abolished+he/it

 INPUT STRING:	الغمة
     IS_TRANS:	Algmp
        INDEX:	P16W6
      OFFSETS:	22-27
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gam~ap_1]
   UNSPLITVOC:	(Algam~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+gam~+ap
        GLOSS:	the+anxiety/sorrow+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P16W7
      OFFSETS:	29-33
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	كنا
     IS_TRANS:	knA
        INDEX:	P16W8
      OFFSETS:	34-37
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kun~A)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	kun+~A
        GLOSS:	be+we

 INPUT STRING:	بتحجج
     IS_TRANS:	btHjj
        INDEX:	P16W9
      OFFSETS:	38-43
