 INPUT STRING:	سؤال
     IS_TRANS:	Aktr
        INDEX:	P16W5
      OFFSETS:	22-26
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P16W6
      OFFSETS:	27-29
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	مره
     IS_TRANS:	mrh
        INDEX:	P16W7
      OFFSETS:	30-33
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	once/one time/(several) times+[fem.sg.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P16W8
      OFFSETS:	34-36
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P16W9
      OFFSETS:	37-42
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P16W10
      OFFSETS:	43-45
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	دماغها
     IS_TRANS:	dmAghA
        INDEX:	P16W11
      OFFSETS:	46-52
       TOKENS:	P16W11-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dimAg_1]
   UNSPLITVOC:	(dimAghA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	dimAg+hA
        GLOSS:	brain/brains+its/their/her

 INPUT STRING:	متركبه
     IS_TRANS:	mtrkbh
        INDEX:	P16W12
      OFFSETS:	53-59
       TOKENS:	P16W13-P16W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mitrak~ib_1]
   UNSPLITVOC:	(mitrak~ibap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mitrak~ib+ap
        GLOSS:	composed+[fem.sg.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P16W13
      OFFSETS:	60-63
       TOKENS:	P16W14-P16W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	ADV
          VOC:	kidah
        GLOSS:	this way

 INPUT STRING:	ومهما
     IS_TRANS:	wmhmA
        INDEX:	P16W14
      OFFSETS:	64-69
       TOKENS:	P16W15-P16W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mahomA_1]
   UNSPLITVOC:	(wamahomA)
          POS:	CONJ+REL_PRON
          VOC:	wa+mahomA
        GLOSS:	and+whatever

 INPUT STRING:	دخلت
     IS_TRANS:	dxlt
        INDEX:	P16W15
      OFFSETS:	70-74
       TOKENS:	P16W17-P16W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(daxalt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	daxal+t
        GLOSS:	enter/be entered+you

 INPUT STRING:	تفهمهم
     IS_TRANS:	tfhmhm
        INDEX:	P16W16
      OFFSETS:	75-81
       TOKENS:	P16W18-P16W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fah~im_1]
   UNSPLITVOC:	(tifah~imhum)
          POS:	IV2MS+IV+IVSUFF_DO:3P
          VOC:	ti+fah~im+hum
        GLOSS:	you+make them understand+them

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P16W17
      OFFSETS:	82-84
       TOKENS:	P16W20-P16W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	تنصحهم
     IS_TRANS:	tnSHhm
        INDEX:	P16W18
      OFFSETS:	85-91
       TOKENS:	P16W21-P16W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naSaH_1]
   UNSPLITVOC:	(tinoSaHhum)
          POS:	IV2MS+IV+IVSUFF_DO:3P
          VOC:	ti+noSaH+hum
        GLOSS:	you+advise+them

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P16W19
      OFFSETS:	92-94
       TOKENS:	P16W23-P16W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	تكلمهم
     IS_TRANS:	tklmhm
        INDEX:	P16W20
      OFFSETS:	95-101
       TOKENS:	P16W24-P16W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(tikal~imhum)
          POS:	IV2MS+IV+IVSUFF_DO:3P
          VOC:	ti+kal~im+hum
        GLOSS:	you+speak+them

 INPUT STRING:	بالحسنى
     IS_TRANS:	bAlHsnY
        INDEX:	P16W21
      OFFSETS:	102-109
       TOKENS:	P16W26-P16W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HusonaY_1]
   UNSPLITVOC:	(biAlHusonaY)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+HusonaY
        GLOSS:	with/by+the+best/beauty

 INPUT STRING:	تلاقيهم
     IS_TRANS:	tlAqyhm
        INDEX:	P16W22
      OFFSETS:	110-117
       TOKENS:	P16W28-P16W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(tilAqiyhum)
          POS:	IV2MS+IV+IVSUFF_DO:3P
          VOC:	ti+lAqiy+hum
        GLOSS:	you+meet/encounter/be met/be encountered+them

 INPUT STRING:	يردوا
     IS_TRANS:	yrdwA
        INDEX:	P16W23
      OFFSETS:	118-123
       TOKENS:	P16W30-P16W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(yirud~uwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+rud~+uwA
        GLOSS:	they+answer+we

 INPUT STRING:	عليك
     IS_TRANS:	Elyk
        INDEX:	P16W24
      OFFSETS:	124-128
       TOKENS:	P16W31-P16W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayk)
          POS:	PREP+PRON_2MS
          VOC:	EalaY+ak
        GLOSS:	on/above+you [sg.]

 INPUT STRING:	بأسوأ
     IS_TRANS:	b>sw>
        INDEX:	P16W25
      OFFSETS:	129-134
       TOKENS:	P16W33-P16W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asowa>_1]
   UNSPLITVOC:	(bi>asowa>)
          POS:	PREP+ADJ_COMP
          VOC:	bi+>asowa>
        GLOSS:	with/by+worse/worst

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P16W26
      OFFSETS:	135-137
       TOKENS:	P16W35-P16W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P16W27
      OFFSETS:	138-142
       TOKENS:	P16W36-P16W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P16W28
      OFFSETS:	143-145
       TOKENS:	P16W37-P16W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الصفحه
     IS_TRANS:	AlSfHh
        INDEX:	P16W29
      OFFSETS:	146-152
       TOKENS:	P16W38-P16W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SafoHap_1]
   UNSPLITVOC:	(AlS~afoHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+SafoH+ap
        GLOSS:	the+page/leaf/pages/leaves+[fem.sg.]

 INPUT STRING:	اساسا
     IS_TRANS:	AsAsA
        INDEX:	P16W30
      OFFSETS:	153-158
       TOKENS:	P16W39-P16W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(>asAs)
          POS:	NOUN
          VOC:	>asAs
        GLOSS:	primarily/basically

 INPUT STRING:	رابعا
     IS_TRANS:	rAbEA
        INDEX:	P17W1
      OFFSETS:	1-6
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAbiEAF_1]
   UNSPLITVOC:	(rAbiEAF)
          POS:	ADJ_NUM+CASE_INDEF_ACC
          VOC:	rAbiE+AF
        GLOSS:	fourthly/in fourth place+[acc.indef.]

 INPUT STRING:	ردود
     IS_TRANS:	rdwd
        INDEX:	P17W2
      OFFSETS:	7-11
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(ruduwd)
          POS:	NOUN
          VOC:	ruduwd
        GLOSS:	reply/response

 INPUT STRING:	بعض
     IS_TRANS:	bED
        INDEX:	P17W3
      OFFSETS:	12-15
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoD)
          POS:	NOUN_QUANT
          VOC:	baEoD
        GLOSS:	some, a few, little, part

 INPUT STRING:	وقله
     IS_TRANS:	wqlh
        INDEX:	P17W4
      OFFSETS:	16-20
       TOKENS:	P17W4-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qil~ap_1]
   UNSPLITVOC:	(wiqil~ap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+qil~+ap
        GLOSS:	and+scarcity/lack of/small number or amount of+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P17W5
      OFFSETS:	21-23
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المسلمين
     IS_TRANS:	Almslmyn
        INDEX:	P17W6
      OFFSETS:	24-32
       TOKENS:	P17W7-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(Almusolimiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+musolim+iyn
        GLOSS:	the+Moslems+[masc.pl.]

 INPUT STRING:	نفسهم
     IS_TRANS:	nfshm
        INDEX:	P17W7
      OFFSETS:	33-38
       TOKENS:	P17W8-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafoshum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	nafos+hum
        GLOSS:	same/self/selves+their

 INPUT STRING:	واللي
     IS_TRANS:	wAlly
        INDEX:	P17W8
      OFFSETS:	39-44
       TOKENS:	P17W10-P17W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~iy_1]
   UNSPLITVOC:	(wiAll~iy)
          POS:	CONJ+REL_PRON
          VOC:	wi+All~iy
        GLOSS:	and+who

 INPUT STRING:	بيدخلوا
     IS_TRANS:	bydxlwA
        INDEX:	P17W9
      OFFSETS:	45-52
       TOKENS:	P17W12-P17W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(biyudoxuluwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yu+doxul+uwA
        GLOSS:	[present-tense]+they+enter/be entered+they

 INPUT STRING:	يشتموا
     IS_TRANS:	y$tmwA
        INDEX:	P17W10
      OFFSETS:	53-59
       TOKENS:	P17W14-P17W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$atam_1]
   UNSPLITVOC:	(yi$otimuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+$otim+uwA
        GLOSS:	they+insult+they

 INPUT STRING:	بألعن
     IS_TRANS:	b>lEn
        INDEX:	P17W11
      OFFSETS:	60-65
       TOKENS:	P17W15-P17W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aloEan_1]
   UNSPLITVOC:	(bi>aloEan)
          POS:	PREP+ADJ_COMP
          VOC:	bi+>aloEan
        GLOSS:	with/by+worst

 INPUT STRING:	الالفاظ
     IS_TRANS:	AlAlfAZ
        INDEX:	P17W12
      OFFSETS:	66-73
       TOKENS:	P17W17-P17W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lafoZ_1]
   UNSPLITVOC:	(AlAlofAZ)
          POS:	DET+NOUN
          VOC:	Al+AlofAZ
        GLOSS:	the+word/term/expression/verbatim/literally/words/terms/expressions

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P17W13
      OFFSETS:	74-78
       TOKENS:	P17W18-P17W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	يخليك
     IS_TRANS:	yxlyk
        INDEX:	P17W14
      OFFSETS:	79-84
       TOKENS:	P17W19-P17W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(yixal~iyk)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yi+xal~iy+ak
        GLOSS:	he/it+release/evacuate/allow/be released/be evacuated/be allowed+you

 INPUT STRING:	تتكسف
     IS_TRANS:	ttksf
        INDEX:	P17W15
      OFFSETS:	85-90
       TOKENS:	P17W21-P17W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kasaf_1]
   UNSPLITVOC:	(titokisif)
          POS:	IV2MS+IV_PASS
          VOC:	ti+tokisif
        GLOSS:	you+be ashamed

 INPUT STRING:	وتتحرج
     IS_TRANS:	wttHrj
        INDEX:	P17W16
      OFFSETS:	91-97
       TOKENS:	P17W22-P17W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<itoHar~aj_1]
   UNSPLITVOC:	(wititoHar~aj)
          POS:	CONJ+IV2MS+IV
          VOC:	wi+ti+toHar~aj
        GLOSS:	and+you+be embarrassed

 INPUT STRING:	ترد
     IS_TRANS:	trd
        INDEX:	P17W17
      OFFSETS:	98-101
       TOKENS:	P17W24-P17W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(tirud~)
          POS:	IV2MS+IV
          VOC:	ti+rud~
        GLOSS:	you+answer

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P17W18
      OFFSETS:	102-105
       TOKENS:	P17W25-P17W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	to+that

 INPUT STRING:	الغبي
     IS_TRANS:	Algby
        INDEX:	P17W19
      OFFSETS:	106-111
       TOKENS:	P17W27-P17W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gabiy_1]
   UNSPLITVOC:	(Algabiy)
          POS:	DET+ADJ
          VOC:	Al+gabiy
        GLOSS:	the+ignorant/stupid

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P17W20
      OFFSETS:	112-116
       TOKENS:	P17W28-P17W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who

 INPUT STRING:	دخل
     IS_TRANS:	dxl
        INDEX:	P17W21
      OFFSETS:	117-120
       TOKENS:	P17W29-P17W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(daxal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	daxal+(null)
        GLOSS:	enter/be entered+he/it

 INPUT STRING:	شوه
     IS_TRANS:	$wh
        INDEX:	P17W22
      OFFSETS:	121-124
       TOKENS:	P17W30-P17W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aw~ih_1]
   UNSPLITVOC:	($aw~ih)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$aw~ih+(null)
        GLOSS:	distort/tarnish/disfigure+he/it [verb]

 INPUT STRING:	صوره
     IS_TRANS:	Swrh
        INDEX:	P17W23
      OFFSETS:	125-129
       TOKENS:	P17W31-P17W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Suwr+ap
        GLOSS:	picture/image/illustration/photo+[fem.sg.]

 INPUT STRING:	المسلمين
     IS_TRANS:	Almslmyn
        INDEX:	P17W24
      OFFSETS:	130-138
       TOKENS:	P17W32-P17W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(Almusolimiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+musolim+iyn
        GLOSS:	the+Moslem+[masc.pl.]

 INPUT STRING:	والاسلام
     IS_TRANS:	wAlAslAm
        INDEX:	P17W25
      OFFSETS:	139-147
       TOKENS:	P17W33-P17W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisolAm_1]
   UNSPLITVOC:	(wiAlAisolAm)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+AisolAm
        GLOSS:	and+the+Islam

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P17W26
      OFFSETS:	148-152
       TOKENS:	P17W35-P17W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSol)
          POS:	NOUN
          VOC:	>aSol
        GLOSS:	originally/primarily

 INPUT STRING:	سؤالي
     IS_TRANS:	s&Aly
        INDEX:	P18W1
      OFFSETS:	1-6
       TOKENS:	P18W1-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(su&Aliy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	su&Al+iy
        GLOSS:	question/inquiry+my

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P18W2
      OFFSETS:	7-10
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	baqaY+(null)
        GLOSS:	remain+he/it

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P18W3
      OFFSETS:	11-14
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	اللت
     IS_TRANS:	Allt
        INDEX:	P18W4
      OFFSETS:	15-19
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~at_1]
   UNSPLITVOC:	(All~at)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	All~+at
        GLOSS:	repetition+[fem.sg.]

 INPUT STRING:	والعجن
     IS_TRANS:	wAlEjn
        INDEX:	P18W5
      OFFSETS:	20-26
       TOKENS:	P18W6-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajon_1]
   UNSPLITVOC:	(wiAlEajon)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+Eajon
        GLOSS:	and+the+kneading/discussing

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P18W6
      OFFSETS:	27-29
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P18W7
      OFFSETS:	30-33
       TOKENS:	P18W9-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kull_0]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all+his/its

 INPUT STRING:	اعمل
     IS_TRANS:	AEml
        INDEX:	P18W8
      OFFSETS:	34-38
       TOKENS:	P18W11-P18W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(AaEomil)
          POS:	IV1S+IV
          VOC:	Aa+Eomil
        GLOSS:	I+do

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P18W9
      OFFSETS:	39-42
       TOKENS:	P18W12-P18W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>iyh_1]
   UNSPLITVOC:	(>iyh)
          POS:	INTERROG_PRON
          VOC:	>iyh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W10
      OFFSETS:	42-43
       TOKENS:	P18W13-P18W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P19W1
      OFFSETS:	1-4
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	بصراحه
     IS_TRANS:	bSrAHh
        INDEX:	P19W2
      OFFSETS:	5-11
       TOKENS:	P19W2-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SarAHap_1]
   UNSPLITVOC:	(biSarAHap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
