 INPUT STRING:	مين
   UNSPLITVOC:	(biAl*~At)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+*~At
        GLOSS:	with/by+the+exactly/precisely

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P19W9
      OFFSETS:	49-51
       TOKENS:	P19W11-P19W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المواقف
     IS_TRANS:	AlmwAqf
        INDEX:	P19W10
      OFFSETS:	52-59
       TOKENS:	P19W12-P19W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqif_1]
   UNSPLITVOC:	(AlmawAqif)
          POS:	DET+NOUN
          VOC:	Al+mawAqif
        GLOSS:	the+positions/attitudes/situation

 INPUT STRING:	الصعبه
     IS_TRANS:	AlSEbh
        INDEX:	P19W11
      OFFSETS:	60-66
       TOKENS:	P19W13-P19W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaEob_1]
   UNSPLITVOC:	(AlS~aEobap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+SaEob+ap
        GLOSS:	the+difficult/hard/arduous+[fem.sg.]

 INPUT STRING:	واكثر
     IS_TRANS:	wAkvr
        INDEX:	P20W1
      OFFSETS:	0-5
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>akovar_2]
   UNSPLITVOC:	(wa>akovar)
          POS:	CONJ+ADJ_COMP
          VOC:	wa+>akovar
        GLOSS:	and+more, most, majority

 INPUT STRING:	صبرا
     IS_TRANS:	SbrA
        INDEX:	P20W2
      OFFSETS:	6-10
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sabor_1]
   UNSPLITVOC:	(SaborAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Sabor+AF
        GLOSS:	patience/endurance+[acc.indef.]

 INPUT STRING:	منه
     IS_TRANS:	mnh
        INDEX:	P20W3
      OFFSETS:	11-14
       TOKENS:	P20W4-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+it/him

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P20W4
      OFFSETS:	15-17
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	تحمل
     IS_TRANS:	tHml
        INDEX:	P20W5
      OFFSETS:	18-22
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHam~ul_1]
   UNSPLITVOC:	(taHam~ul)
          POS:	NOUN
          VOC:	taHam~ul
        GLOSS:	bearing/duties

 INPUT STRING:	معانااه
     IS_TRANS:	mEAnAAh
        INDEX:	P20W6
      OFFSETS:	23-30
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muEAnAp_1]
   UNSPLITVOC:	(muEAnAp)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muEAn+Ap
        GLOSS:	hardship/suffering/effort+[fem.sg.]

 INPUT STRING:	الشاارع
     IS_TRANS:	Al$AArE
        INDEX:	P20W7
      OFFSETS:	31-38
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$~AriE_1]
   UNSPLITVOC:	(Al$~AriE)
          POS:	DET+NOUN
          VOC:	Al+$~AriE
        GLOSS:	the+street

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P20W8
      OFFSETS:	39-43
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	ماشيه
     IS_TRANS:	mA$yh
        INDEX:	P20W9
      OFFSETS:	44-49
       TOKENS:	P20W11-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$oyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mA$oy+ap
        GLOSS:	going/walking/on foot+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P20W10
      OFFSETS:	50-52
       TOKENS:	P20W12-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	والتعاطف
     IS_TRANS:	wAltEATf
        INDEX:	P20W11
      OFFSETS:	53-61
       TOKENS:	P20W13-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEATuf_1]
   UNSPLITVOC:	(wiAltaEATuf)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+taEATuf
        GLOSS:	and+the+mutual sympathy/mutual affection

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P20W12
      OFFSETS:	62-64
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with

 INPUT STRING:	النااس
     IS_TRANS:	AlnAAs
        INDEX:	P20W13
      OFFSETS:	65-71
       TOKENS:	P20W16-P20W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(AlnAs)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	ودى
     IS_TRANS:	wdY
        INDEX:	P20W14
      OFFSETS:	72-75
       TOKENS:	P20W17-P20W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(widiy)
          POS:	CONJ+DEM_PRON_FS
          VOC:	wi+diy
        GLOSS:	and+this

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P20W15
      OFFSETS:	76-78
       TOKENS:	P20W19-P20W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	آدااب
     IS_TRANS:	|dAAb
        INDEX:	P20W16
      OFFSETS:	79-84
       TOKENS:	P20W20-P20W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>adab_2]
   UNSPLITVOC:	(|dAb)
          POS:	NOUN
          VOC:	|dAb
        GLOSS:	good manners/etiquette

 INPUT STRING:	القيااده
     IS_TRANS:	AlqyAAdh
        INDEX:	P20W17
      OFFSETS:	85-93
       TOKENS:	P20W21-P20W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qiyAdap_1]
   UNSPLITVOC:	(AlqiyAdap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qiyAd+ap
        GLOSS:	the+leadership/command+[fem.sg.]

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P21W1
      OFFSETS:	0-4
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern

 INPUT STRING:	المراه
     IS_TRANS:	AlmrAh
        INDEX:	P21W2
      OFFSETS:	5-11
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maro>ap_1]
   UNSPLITVOC:	(Almaro>ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maro>+ap
        GLOSS:	the+woman+[fem.sg.]

 INPUT STRING:	مجهزة
     IS_TRANS:	mjhzp
        INDEX:	P21W3
      OFFSETS:	12-17
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujahaz_1]
   UNSPLITVOC:	(mujahazap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mujahaz+ap
        GLOSS:	prepared+[fem.sg.]

 INPUT STRING:	نفسيا
     IS_TRANS:	nfsyA
        INDEX:	P21W4
      OFFSETS:	18-23
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafosiy~_1]
   UNSPLITVOC:	(nafosiy~AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	nafosiy~+AF
        GLOSS:	psychological+[acc.indef.]

 INPUT STRING:	وعضوياا
     IS_TRANS:	wEDwyAA
        INDEX:	P21W5
      OFFSETS:	24-31
       TOKENS:	P21W5-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EuDowiy~_1]
   UNSPLITVOC:	(waEuDowiy~AF)
          POS:	CONJ+ADJ+CASE_INDEF_ACC
          VOC:	wa+EuDowiy~+AF
        GLOSS:	and+organic+[acc.indef.]

 INPUT STRING:	لهذاا
     IS_TRANS:	lh*AA
        INDEX:	P21W6
      OFFSETS:	32-37
       TOKENS:	P21W7-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(liha*A)
          POS:	PREP+DEM_PRON_MS
          VOC:	li+ha*A
        GLOSS:	to/for+this [masc.sg.]

 INPUT STRING:	العمل
     IS_TRANS:	AlEml
        INDEX:	P21W7
      OFFSETS:	38-43
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(AlEamal)
          POS:	DET+NOUN
          VOC:	Al+Eamal
        GLOSS:	the+work/action

 INPUT STRING:	مثلهاا
     IS_TRANS:	mvlhAA
        INDEX:	P21W8
      OFFSETS:	44-50
       TOKENS:	P21W10-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mivol_1]
   UNSPLITVOC:	(mivolahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	mivola+hA
        GLOSS:	like/such as+its/their/her

 INPUT STRING:	مثل
     IS_TRANS:	mvl
        INDEX:	P21W9
      OFFSETS:	51-54
       TOKENS:	P21W12-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mivol_1]
   UNSPLITVOC:	(mivol)
          POS:	NOUN
          VOC:	mivol
        GLOSS:	like/such as/like/such as/the likes of

 INPUT STRING:	الرجل
     IS_TRANS:	Alrjl
        INDEX:	P21W10
      OFFSETS:	55-60
       TOKENS:	P21W13-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijol_1]
   UNSPLITVOC:	(Alr~ijol)
          POS:	DET+NOUN
          VOC:	Al+rijol
        GLOSS:	the+man

 INPUT STRING:	تمااما
     IS_TRANS:	tmAAmA
        INDEX:	P21W11
      OFFSETS:	61-67
       TOKENS:	P21W14-P21W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	tamAm+AF
        GLOSS:	exactly/completely+[acc.indef.]

 INPUT STRING:	ويمكن
     IS_TRANS:	wymkn
        INDEX:	P21W12
      OFFSETS:	68-73
       TOKENS:	P21W15-P21W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amokan_1]
   UNSPLITVOC:	(wiyimokin)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+mokin
        GLOSS:	and+he/it+be possible/make possible for

 INPUT STRING:	افضل
     IS_TRANS:	AfDl
        INDEX:	P21W13
      OFFSETS:	74-78
       TOKENS:	P21W17-P21W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>afoDal_1]
   UNSPLITVOC:	(>afoDal)
          POS:	ADJ_COMP
          VOC:	>afoDal
        GLOSS:	better, best

 INPUT STRING:	ولماا
     IS_TRANS:	wlmAA
        INDEX:	P22W1
      OFFSETS:	0-5
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(walam~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wa+lam~A
        GLOSS:	and+when

 INPUT STRING:	البنت
     IS_TRANS:	Albnt
        INDEX:	P22W2
      OFFSETS:	6-11
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(Albinot)
          POS:	DET+NOUN
          VOC:	Al+binot
        GLOSS:	the+daughter/girl/daughters/girls

 INPUT STRING:	تسووق
     IS_TRANS:	tswwq
        INDEX:	P22W3
      OFFSETS:	12-17
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAq_1]
   UNSPLITVOC:	(tisuwq)
          POS:	IV3FS+IV
          VOC:	ti+suwq
        GLOSS:	it/they/she+drive/lead/direct

 INPUT STRING:	بنفسها
     IS_TRANS:	bnfshA
        INDEX:	P22W4
      OFFSETS:	18-24
       TOKENS:	P22W5-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(binafosahA)
          POS:	PREP+NOUN+POSS_PRON_3FS
          VOC:	bi+nafos+hA
        GLOSS:	with/by+same/self/selves+its/their/her

 INPUT STRING:	افضل
     IS_TRANS:	AfDl
        INDEX:	P22W5
      OFFSETS:	25-29
       TOKENS:	P22W8-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>afoDal_1]
   UNSPLITVOC:	(>afoDal)
          POS:	ADJ_COMP
          VOC:	>afoDal
        GLOSS:	better, best

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P22W6
      OFFSETS:	30-32
       TOKENS:	P22W9-P22W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	انهاا
     IS_TRANS:	AnhAA
        INDEX:	P22W7
      OFFSETS:	33-38
       TOKENS:	P22W10-P22W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~a+hA
        GLOSS:	that+it/they/she

 INPUT STRING:	تركب
     IS_TRANS:	trkb
        INDEX:	P22W8
      OFFSETS:	39-43
       TOKENS:	P22W12-P22W12
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(trkb)
          POS:	NO_FUNC
          VOC:	trkb
        GLOSS:	nogloss

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P22W9
      OFFSETS:	44-46
       TOKENS:	P22W13-P22W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with

 INPUT STRING:	سوواق
     IS_TRANS:	swwAq
        INDEX:	P22W10
      OFFSETS:	47-52
       TOKENS:	P22W14-P22W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[saw~Aq_1]
   UNSPLITVOC:	(saw~Aq)
          POS:	NOUN
          VOC:	saw~Aq
        GLOSS:	chauffeur/driver

 INPUT STRING:	تاكسى
     IS_TRANS:	tAksY
        INDEX:	P22W11
      OFFSETS:	53-58
       TOKENS:	P22W15-P22W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAkosiy_1]
   UNSPLITVOC:	(tAkosiy)
          POS:	NOUN
          VOC:	tAkosiy
        GLOSS:	taxi

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P22W12
      OFFSETS:	59-61
       TOKENS:	P22W16-P22W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	سوااق
     IS_TRANS:	swAAq
        INDEX:	P22W13
      OFFSETS:	62-67
       TOKENS:	P22W17-P22W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sawAq_1]
   UNSPLITVOC:	(sawAq)
          POS:	NOUN
          VOC:	sawAq
        GLOSS:	chauffeur/driver

 INPUT STRING:	خااص
     IS_TRANS:	xAAS
        INDEX:	P22W14
      OFFSETS:	68-72
       TOKENS:	P22W18-P22W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xAS_1]
   UNSPLITVOC:	(xAS)
          POS:	ADJ
          VOC:	xAS
        GLOSS:	special/specific

 INPUT STRING:	ويعتبر
     IS_TRANS:	wyEtbr
        INDEX:	P23W1
      OFFSETS:	0-6
       TOKENS:	P23W1-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotabar_1]
   UNSPLITVOC:	(wiyuEotabar)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yu+Eotabar
        GLOSS:	and+he/it+consider/regard/belive

 INPUT STRING:	ذلك
     IS_TRANS:	*lk
        INDEX:	P23W2
      OFFSETS:	7-10
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*alik_1]
   UNSPLITVOC:	(*alik)
          POS:	DEM_PRON_MS
          VOC:	*alik
        GLOSS:	that

 INPUT STRING:	خلوة
     IS_TRANS:	xlwp
        INDEX:	P23W3
      OFFSETS:	11-15
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xilowap_1]
   UNSPLITVOC:	(xilowap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xilow+ap
        GLOSS:	retreat/nook/sanctum+[fem.sg.]

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P23W4
      OFFSETS:	16-19
       TOKENS:	P23W5-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wami$)
          POS:	CONJ+NEG_PART
          VOC:	wa+mi$
        GLOSS:	and+not

 INPUT STRING:	عارفين
     IS_TRANS:	EArfyn
        INDEX:	P23W5
      OFFSETS:	20-26
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	EArof+iyn
        GLOSS:	knowing+[pl.]

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P23W6
      OFFSETS:	27-30
       TOKENS:	P23W8-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>ayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P23W7
      OFFSETS:	31-33
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	نفوس
     IS_TRANS:	nfws
        INDEX:	P23W8
      OFFSETS:	34-38
       TOKENS:	P23W10-P23W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_2]
   UNSPLITVOC:	(nufuws)
          POS:	NOUN
          VOC:	nufuws
        GLOSS:	souls

 INPUT STRING:	النااس
     IS_TRANS:	AlnAAs
        INDEX:	P23W9
      OFFSETS:	39-45
       TOKENS:	P23W11-P23W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(AlnAs)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	وبالذاات
     IS_TRANS:	wbAl*AAt
        INDEX:	P23W10
      OFFSETS:	46-54
       TOKENS:	P23W12-P23W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*At_1]
   UNSPLITVOC:	(wabiAl*At)
          POS:	CONJ+PREP+DET+NOUN
          VOC:	wa+bi+Al+*At
        GLOSS:	and+with/by+the+exactly/precisely

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P23W11
      OFFSETS:	55-57
       TOKENS:	P23W15-P23W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	هذاا
     IS_TRANS:	h*AA
        INDEX:	P23W12
      OFFSETS:	58-62
       TOKENS:	P23W16-P23W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this [masc.sg.]

 INPUT STRING:	الزمن
     IS_TRANS:	Alzmn
        INDEX:	P23W13
      OFFSETS:	63-68
       TOKENS:	P23W17-P23W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaman_1]
   UNSPLITVOC:	(Alz~aman)
          POS:	DET+NOUN
          VOC:	Al+zaman
        GLOSS:	the+time/period/duration

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P24W1
      OFFSETS:	0-2
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	تتزنق
     IS_TRANS:	ttznq
        INDEX:	P24W2
      OFFSETS:	3-8
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitozanaq_1]
   UNSPLITVOC:	(titoziniq)
          POS:	IV3FS+IV
          VOC:	ti+toziniq
        GLOSS:	it/they/she+assemble/crowd

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P24W3
      OFFSETS:	9-11
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الاتوبيس
     IS_TRANS:	AlAtwbys
        INDEX:	P24W4
      OFFSETS:	12-20
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>utuwbiys_1]
   UNSPLITVOC:	(Al>utuwbiys)
          POS:	DET+NOUN
          VOC:	Al+>utuwbiys
        GLOSS:	the+bus

 INPUT STRING:	وكلناا
     IS_TRANS:	wklnAA
        INDEX:	P24W5
      OFFSETS:	21-27
       TOKENS:	P24W5-P24W7
