 INPUT STRING:	الموضوع
   UNSPLITVOC:	(musota$ofaY)
          POS:	NOUN
          VOC:	musota$ofaY
        GLOSS:	hospital

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P20W5
      OFFSETS:	20-22
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	سنة
     IS_TRANS:	snp
        INDEX:	P20W6
      OFFSETS:	23-26
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	san+ap
        GLOSS:	year/years+[fem.sg.]

 INPUT STRING:	اكتوبر
     IS_TRANS:	Aktwbr
        INDEX:	P20W7
      OFFSETS:	27-33
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ukotuwbar_1]
   UNSPLITVOC:	(>ukotuwbar)
          POS:	NOUN_PROP
          VOC:	>ukotuwbar
        GLOSS:	october

 INPUT STRING:	وكانت
     IS_TRANS:	wkAnt
        INDEX:	P20W8
      OFFSETS:	34-39
       TOKENS:	P20W10-P20W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wikAnit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+kAn+it
        GLOSS:	and+be+it/they/she

 INPUT STRING:	منطقة
     IS_TRANS:	mnTqp
        INDEX:	P20W9
      OFFSETS:	40-45
       TOKENS:	P20W12-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoTiqap_1]
   UNSPLITVOC:	(manoTiqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	manoTiq+ap
        GLOSS:	area/zone/territory+[fem.sg.]

 INPUT STRING:	تعتبر
     IS_TRANS:	tEtbr
        INDEX:	P20W10
      OFFSETS:	46-51
       TOKENS:	P20W13-P20W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iEotabar_1]
   UNSPLITVOC:	(tuEotabar)
          POS:	IV3FS+IV_PASS
          VOC:	tu+Eotabar
        GLOSS:	it/they/she+be considered

 INPUT STRING:	مقطوعة
     IS_TRANS:	mqTwEp
        INDEX:	P20W11
      OFFSETS:	52-58
       TOKENS:	P20W14-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqoTuwE_1]
   UNSPLITVOC:	(maqoTuwEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maqoTuwE+ap
        GLOSS:	cut off/severed+[fem.sg.]

 INPUT STRING:	محدش
     IS_TRANS:	mHd$
        INDEX:	P20W12
      OFFSETS:	59-63
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mHd$)
          POS:	NO_FUNC
          VOC:	mHd$
        GLOSS:	nogloss

 INPUT STRING:	ساكن
     IS_TRANS:	sAkn
        INDEX:	P20W13
      OFFSETS:	64-68
       TOKENS:	P20W16-P20W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAkin_1]
   UNSPLITVOC:	(sAkin)
          POS:	ADJ
          VOC:	sAkin
        GLOSS:	residing

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P20W14
      OFFSETS:	69-73
       TOKENS:	P20W17-P20W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~ahA)
          POS:	NOUN_QUANT+POSS_PRON_3FS
          VOC:	kul~a+hA
        GLOSS:	all/entire/every+its/their/her

 INPUT STRING:	فاضية
     IS_TRANS:	fADyp
        INDEX:	P20W15
      OFFSETS:	74-79
       TOKENS:	P20W19-P20W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(fADoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fADoy+ap
        GLOSS:	empty/unoccupied/free+[fem.sg.]

 INPUT STRING:	دخل
     IS_TRANS:	dxl
        INDEX:	P21W1
      OFFSETS:	0-3
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(daxal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	daxal+(null)
        GLOSS:	enter/be entered+he/it

 INPUT STRING:	بلطجية
     IS_TRANS:	blTjyp
        INDEX:	P21W2
      OFFSETS:	4-10
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baloTajiy_1]
   UNSPLITVOC:	(baloTajiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	baloTajiy~+ap
        GLOSS:	thug/bully+[fem.sg.]

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P21W3
      OFFSETS:	11-16
       TOKENS:	P21W3-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+us

 INPUT STRING:	المستشفى
     IS_TRANS:	Almst$fY
        INDEX:	P21W4
      OFFSETS:	17-25
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musota$ofaY_1]
   UNSPLITVOC:	(Almusota$ofaY)
          POS:	DET+NOUN
          VOC:	Al+musota$ofaY
        GLOSS:	the+hospital

 INPUT STRING:	فجر
     IS_TRANS:	fjr
        INDEX:	P21W5
      OFFSETS:	26-29
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fajor_1]
   UNSPLITVOC:	(fajor)
          POS:	NOUN
          VOC:	fajor
        GLOSS:	dawn

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P21W6
      OFFSETS:	30-33
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	today/some day/ever/days

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P21W7
      OFFSETS:	34-36
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الايام
     IS_TRANS:	AlAyAm
        INDEX:	P21W8
      OFFSETS:	37-43
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(AlAiy~Am)
          POS:	DET+NOUN
          VOC:	Al+Aiy~Am
        GLOSS:	the+today/some day/ever/days

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P22W1
      OFFSETS:	0-2
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/every/entire

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P22W2
      OFFSETS:	3-6
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	today/some day/ever/days

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P22W3
      OFFSETS:	7-10
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	يتنقل
     IS_TRANS:	ytnql
        INDEX:	P22W4
      OFFSETS:	11-16
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqal_1]
   UNSPLITVOC:	(yitoniqil)
          POS:	IV3MS+IV_PASS
          VOC:	yi+toniqil
        GLOSS:	he/it+be moved/be displaced

 INPUT STRING:	اكوام
     IS_TRANS:	AkwAm
        INDEX:	P22W5
      OFFSETS:	17-22
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuwm_1]
   UNSPLITVOC:	(AikowAm)
          POS:	NOUN
          VOC:	AikowAm
        GLOSS:	piles/stacks

 INPUT STRING:	متصابين
     IS_TRANS:	mtSAbyn
        INDEX:	P22W6
      OFFSETS:	23-30
       TOKENS:	P22W6-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaSAbiy_1]
   UNSPLITVOC:	(mutaSAbiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	mutaSAb+iyn
        GLOSS:	being childish/being infantile+[pl.]

 INPUT STRING:	عساكر
     IS_TRANS:	EsAkr
        INDEX:	P22W7
      OFFSETS:	31-36
       TOKENS:	P22W7-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAkir_1]
   UNSPLITVOC:	(EasAkir)
          POS:	PREP+NOUN
          VOC:	Ea+sAkir
        GLOSS:	on/above+armies/soldiers

 INPUT STRING:	ومجندين
     IS_TRANS:	wmjndyn
        INDEX:	P22W8
      OFFSETS:	37-44
       TOKENS:	P22W9-P22W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujan~ad_1]
   UNSPLITVOC:	(wimujan~adiyn)
          POS:	CONJ+ADJ+NSUFF_MASC_PL
          VOC:	wi+mujan~ad+iyn
        GLOSS:	and+rcruited/enlisted+[pl.]

 INPUT STRING:	وناس
     IS_TRANS:	wnAs
        INDEX:	P22W9
      OFFSETS:	45-49
       TOKENS:	P22W11-P22W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(winAs)
          POS:	CONJ+NOUN
          VOC:	wi+nAs
        GLOSS:	and+people

 INPUT STRING:	منهم
     IS_TRANS:	mnhm
        INDEX:	P22W10
      OFFSETS:	50-54
       TOKENS:	P22W13-P22W13
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mnhm)
          POS:	NO_FUNC
          VOC:	mnhm
        GLOSS:	nogloss

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P22W11
      OFFSETS:	55-59
       TOKENS:	P22W14-P22W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	بيموت
     IS_TRANS:	bymwt
        INDEX:	P22W12
      OFFSETS:	60-65
       TOKENS:	P22W15-P22W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
   UNSPLITVOC:	(biyimuwt)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+muwt
        GLOSS:	[present-tense]+he/it+die/pass away

 INPUT STRING:	ومنهم
     IS_TRANS:	wmnhm
        INDEX:	P22W13
      OFFSETS:	66-71
       TOKENS:	P22W17-P22W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(wiminhum)
          POS:	CONJ+PREP+PRON_3P
          VOC:	wi+min+hum
        GLOSS:	and+from+them

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P22W14
      OFFSETS:	72-76
       TOKENS:	P22W20-P22W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	عينه
     IS_TRANS:	Eynh
        INDEX:	P22W15
      OFFSETS:	77-81
       TOKENS:	P22W21-P22W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Eiyn_1]
   UNSPLITVOC:	(Eiynuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eiyn+uh
        GLOSS:	eye/eyes/water spring/water source/water springs/water sources/notables/VIP's/Aain+his/its

 INPUT STRING:	راحت
     IS_TRANS:	rAHt
        INDEX:	P22W16
      OFFSETS:	82-86
       TOKENS:	P22W23-P22W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(rAHit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	rAH+it
        GLOSS:	begin/go+it/they/she

 INPUT STRING:	واللي
     IS_TRANS:	wAlly
        INDEX:	P22W17
      OFFSETS:	87-92
       TOKENS:	P22W24-P22W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(wiAlliy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Alliy
        GLOSS:	and+which/who/whom

 INPUT STRING:	اتشل
     IS_TRANS:	At$l
        INDEX:	P22W18
      OFFSETS:	93-97
       TOKENS:	P22W26-P22W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$al~_1]
   UNSPLITVOC:	(Aito$al~)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	Aito$al~+(null)
        GLOSS:	be paralyzed/be immobile+he/it

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P22W19
      OFFSETS:	98-101
       TOKENS:	P22W27-P22W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/entire/entire+his/its

 INPUT STRING:	واللي
     IS_TRANS:	wAlly
        INDEX:	P22W20
      OFFSETS:	102-107
       TOKENS:	P22W29-P22W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(wiAlliy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Alliy
        GLOSS:	and+which/who/whom

 INPUT STRING:	واللي
     IS_TRANS:	wAlly
        INDEX:	P22W21
      OFFSETS:	108-113
       TOKENS:	P22W31-P22W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(wiAlliy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Alliy
        GLOSS:	and+which/who/whom

 INPUT STRING:	ظروف
     IS_TRANS:	Zrwf
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zarof_1]
   UNSPLITVOC:	(Zuruwf)
          POS:	NOUN
          VOC:	Zuruwf
        GLOSS:	circumstance/condition/situation/circumstances/condition/situation

 INPUT STRING:	صحية
     IS_TRANS:	SHyp
        INDEX:	P23W2
      OFFSETS:	5-9
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SiH~iy_1]
   UNSPLITVOC:	(SiH~iy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	SiH~iy~+ap
        GLOSS:	healthy/sanitary+[fem.sg.]

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P23W3
      OFFSETS:	10-14
       TOKENS:	P23W3-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P23W4
      OFFSETS:	15-17
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	يكتبها
     IS_TRANS:	yktbhA
        INDEX:	P23W5
      OFFSETS:	18-24
       TOKENS:	P23W6-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(yikotibhA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yi+kotib+hA
        GLOSS:	he/it+write/be written/be fated/be destined+it/them/her

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P23W6
      OFFSETS:	25-28
       TOKENS:	P23W8-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P23W7
      OFFSETS:	29-31
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P23W8
      OFFSETS:	32-34
       TOKENS:	P23W10-P23W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	extent/limit/level/one/person

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P24W1
      OFFSETS:	0-3
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	ايامها
     IS_TRANS:	AyAmhA
        INDEX:	P24W2
      OFFSETS:	4-10
       TOKENS:	P24W2-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(Aiy~AmhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Aiy~Am+hA
        GLOSS:	days+its/their/her

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P24W3
      OFFSETS:	11-14
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be+I

 INPUT STRING:	بقول
     IS_TRANS:	bqwl
        INDEX:	P24W4
      OFFSETS:	15-19
       TOKENS:	P24W5-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bAaquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwl
        GLOSS:	[present-tense]+I+said/say/be said/say/(for example)

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P24W5
      OFFSETS:	20-23
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	اليهودي
     IS_TRANS:	Alyhwdy
        INDEX:	P24W6
      OFFSETS:	24-31
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yahuwdiy_1]
   UNSPLITVOC:	(Alyahuwdiy)
          POS:	DET+ADJ
          VOC:	Al+yahuwdiy
        GLOSS:	the+Jewish

 INPUT STRING:	متنمناش
     IS_TRANS:	mtnmnA$
        INDEX:	P24W7
      OFFSETS:	32-39
       TOKENS:	P24W9-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AatmanaY_1]
   UNSPLITVOC:	(mAAatmanA$)
          POS:	NEG_PART+IV1S+IV+NEG_PART
          VOC:	mA+Aa+tmanA+$
        GLOSS:	not+I+hope/wish+not

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P24W8
      OFFSETS:	40-42
       TOKENS:	P24W12-P24W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/for+it/him

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P24W9
      OFFSETS:	43-46
       TOKENS:	P24W14-P24W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like this/this way

 INPUT STRING:	وكنت
     IS_TRANS:	wknt
        INDEX:	P25W1
      OFFSETS:	0-4
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wikunt)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+kun+t
        GLOSS:	and+be+I

 INPUT STRING:	بستغرب
     IS_TRANS:	bstgrb
        INDEX:	P25W2
      OFFSETS:	5-11
       TOKENS:	P25W3-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotagorab_1]
   UNSPLITVOC:	(bAasotagorab)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+sotagorab
        GLOSS:	[present-tense]+I+wonder at/find strange

 INPUT STRING:	هل
     IS_TRANS:	hl
        INDEX:	P25W3
      OFFSETS:	12-14
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(hal)
          POS:	INTERROG_PART
          VOC:	hal
        GLOSS:	do?/is?

 INPUT STRING:	جهنم
     IS_TRANS:	jhnm
        INDEX:	P25W4
      OFFSETS:	15-19
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jahan~am_1]
   UNSPLITVOC:	(jahan~am)
          POS:	NOUN
          VOC:	jahan~am
        GLOSS:	hell/Hell

 INPUT STRING:	هيبقى
     IS_TRANS:	hybqY
        INDEX:	P25W5
      OFFSETS:	20-25
       TOKENS:	P25W7-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(HayiboqaY)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+boqaY
        GLOSS:	will+he/it+remain

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P25W6
      OFFSETS:	26-30
       TOKENS:	P25W9-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	الم
     IS_TRANS:	Alm
        INDEX:	P25W7
      OFFSETS:	31-34
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>alam_1]
