 INPUT STRING:	بسم
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(bil)
          POS:	PREP+DET
          VOC:	bi+Al
        GLOSS:	with/by+the

 INPUT STRING:	روح
     IS_TRANS:	rwH
        INDEX:	P11W21
      OFFSETS:	119-122
       TOKENS:	P11W26-P11W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rawH_1]
   UNSPLITVOC:	(rawH)
          POS:	NOUN
          VOC:	rawH
        GLOSS:	soul or spirit

 INPUT STRING:	بل
     IS_TRANS:	bl
        INDEX:	P11W22
      OFFSETS:	123-125
       TOKENS:	P11W27-P11W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(bil)
          POS:	PREP+DET
          VOC:	bi+Al
        GLOSS:	with/by+the

 INPUT STRING:	دم
     IS_TRANS:	dm
        INDEX:	P11W23
      OFFSETS:	126-128
       TOKENS:	P11W29-P11W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dam~_1]
   UNSPLITVOC:	(dam~)
          POS:	NOUN
          VOC:	dam~
        GLOSS:	blood

 INPUT STRING:	نفديك
     IS_TRANS:	nfdyk
        INDEX:	P11W24
      OFFSETS:	129-134
       TOKENS:	P11W30-P11W30
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(nfdyk)
          POS:	NO_FUNC
          VOC:	nfdyk
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P11W25
      OFFSETS:	135-137
       TOKENS:	P11W31-P11W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	ريس
     IS_TRANS:	rys
        INDEX:	P11W26
      OFFSETS:	138-141
       TOKENS:	P11W32-P11W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ray~is_1]
   UNSPLITVOC:	(ray~is)
          POS:	NOUN
          VOC:	ray~is
        GLOSS:	president/head/chairman

 INPUT STRING:	اختاااااارنك
     IS_TRANS:	AxtAAAAAArnk
        INDEX:	P11W27
      OFFSETS:	142-154
       TOKENS:	P11W33-P11W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>axtar_1]
   UNSPLITVOC:	(>axtarnAak)
          POS:	PV+PVSUFF_SUBJ:1P+PVSUFF_DO:2MS
          VOC:	>axtar+nA+ak
        GLOSS:	choose/select+we+you

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P11W28
      OFFSETS:	155-159
       TOKENS:	P11W35-P11W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	laughing

 INPUT STRING:	لولا
     IS_TRANS:	lwlA
        INDEX:	P12W1
      OFFSETS:	0-4
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lawolA_1]
   UNSPLITVOC:	(lawolA)
          POS:	SUB_CONJ
          VOC:	lawolA
        GLOSS:	except for, had it not been for, if not, unless

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P12W2
      OFFSETS:	5-9
       TOKENS:	P12W2-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	صممو
     IS_TRANS:	Smmw
        INDEX:	P12W3
      OFFSETS:	10-14
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sam~im_1]
   UNSPLITVOC:	(Sam~imuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	Sam~im+uwA
        GLOSS:	be determined/be persisten+they

 INPUT STRING:	وضحو
     IS_TRANS:	wDHw
        INDEX:	P12W4
      OFFSETS:	15-19
       TOKENS:	P12W5-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DaH~aY_1]
   UNSPLITVOC:	(wiDaH~uwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	wi+DaH~+uwA
        GLOSS:	and+sacrifice/immolate/be sacrificed/be immolated+they

 INPUT STRING:	بدمهم
     IS_TRANS:	bdmhm
        INDEX:	P12W5
      OFFSETS:	20-25
       TOKENS:	P12W7-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dam~_1]
   UNSPLITVOC:	(bidam~hum)
          POS:	PREP+NOUN+POSS_PRON_3P
          VOC:	bi+dam~+hum
        GLOSS:	with/by+blood+their

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P12W6
      OFFSETS:	26-27
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P12W7
      OFFSETS:	28-30
       TOKENS:	P12W11-P12W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P12W8
      OFFSETS:	31-34
       TOKENS:	P12W12-P12W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	شافو
     IS_TRANS:	$Afw
        INDEX:	P12W9
      OFFSETS:	35-39
       TOKENS:	P12W13-P12W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($Afuwh)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3MS
          VOC:	$Af+uwA+uh
        GLOSS:	see+they+it/him

 INPUT STRING:	مكانش
     IS_TRANS:	mkAn$
        INDEX:	P12W10
      OFFSETS:	40-45
       TOKENS:	P12W15-P12W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(mA_kAn$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+kAn+(null)+$
        GLOSS:	not+be+he/it+not

 INPUT STRING:	تنحى
     IS_TRANS:	tnHY
        INDEX:	P12W11
      OFFSETS:	46-50
       TOKENS:	P12W18-P12W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanaH~ay_1]
   UNSPLITVOC:	(tanaH~aY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	tanaH~aY+(null)
        GLOSS:	withdraw/forego/abandon+he/it [verb]

 INPUT STRING:	ركزوووو
     IS_TRANS:	rkzwwww
        INDEX:	P13W1
      OFFSETS:	0-7
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rak~iz_1]
   UNSPLITVOC:	(rak~azuwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	rak~az+uwA
        GLOSS:	concentrate+you

 INPUT STRING:	ارجوكم
     IS_TRANS:	Arjwkm
        INDEX:	P13W2
      OFFSETS:	8-14
       TOKENS:	P13W2-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rajA_1]
   UNSPLITVOC:	(Aarojuwkum)
          POS:	IV1S+IV+IVSUFF_DO:2P
          VOC:	Aa+rojuw+kum
        GLOSS:	I+request/hope for/plead to+you

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P13W3
      OFFSETS:	15-20
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P13W4
      OFFSETS:	21-24
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~il)
          POS:	ADJ_NUM
          VOC:	>aw~il
        GLOSS:	first of all/primarily/in the first place

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P13W5
      OFFSETS:	25-27
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	مسك
     IS_TRANS:	msk
        INDEX:	P13W6
      OFFSETS:	28-31
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misik_1]
   UNSPLITVOC:	(misik)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	misik+(null)
        GLOSS:	hold+he/it

 INPUT STRING:	الحكم
     IS_TRANS:	AlHkm
        INDEX:	P13W7
      OFFSETS:	32-37
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(AlHukom)
          POS:	DET+NOUN
          VOC:	Al+Hukom
        GLOSS:	the+judgment/decision/verdict/statutes/laws/judgments/decisions//verdicts

 INPUT STRING:	قل
     IS_TRANS:	ql
        INDEX:	P13W8
      OFFSETS:	38-40
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qal~_1]
   UNSPLITVOC:	(qal~)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qal~+(null)
        GLOSS:	said+he/it

 INPUT STRING:	هنحمى
     IS_TRANS:	hnHmY
        INDEX:	P13W9
      OFFSETS:	41-46
       TOKENS:	P13W10-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamay_1]
   UNSPLITVOC:	(HaniHomiy)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+Homiy
        GLOSS:	will+we+protect

 INPUT STRING:	الثواااار
     IS_TRANS:	AlvwAAAAr
        INDEX:	P13W10
      OFFSETS:	47-56
       TOKENS:	P13W12-P13W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vA}ir_1]
   UNSPLITVOC:	(Alvuw~Ar)
          POS:	DET+NOUN
          VOC:	Al+vuw~Ar
        GLOSS:	the+insurgents/revolutionaries

 INPUT STRING:	وهنحمى
     IS_TRANS:	whnHmY
        INDEX:	P13W11
      OFFSETS:	57-63
       TOKENS:	P13W13-P13W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamay_1]
   UNSPLITVOC:	(wiHaniHomiy)
          POS:	CONJ+FUT_PART+IV1P+IV
          VOC:	wi+Ha+ni+Homiy
        GLOSS:	and+will+we+protect

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P13W12
      OFFSETS:	64-70
       TOKENS:	P13W16-P13W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	وكل
     IS_TRANS:	wkl
        INDEX:	P13W13
      OFFSETS:	71-74
       TOKENS:	P13W17-P13W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+kul~
        GLOSS:	and+all

 INPUT STRING:	شخص
     IS_TRANS:	$xS
        INDEX:	P13W14
      OFFSETS:	75-78
       TOKENS:	P13W19-P13W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoS_1]
   UNSPLITVOC:	($axoS)
          POS:	NOUN
          VOC:	$axoS
        GLOSS:	individual/person/individuals/persons

 INPUT STRING:	لية
     IS_TRANS:	lyp
        INDEX:	P13W15
      OFFSETS:	79-82
       TOKENS:	P13W20-P13W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/for+him

 INPUT STRING:	حق
     IS_TRANS:	Hq
        INDEX:	P13W16
      OFFSETS:	83-85
       TOKENS:	P13W22-P13W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~)
          POS:	NOUN
          VOC:	Haq~
        GLOSS:	right, prerogative, truth

 INPUT STRING:	التظاااااهر
     IS_TRANS:	AltZAAAAAhr
        INDEX:	P13W17
      OFFSETS:	86-97
       TOKENS:	P13W23-P13W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taZAhur_1]
   UNSPLITVOC:	(AltaZAhur)
          POS:	DET+NOUN
          VOC:	Al+taZAhur
        GLOSS:	the+demonstration/exhibition/simulation

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P13W18
      OFFSETS:	98-101
       TOKENS:	P13W24-P13W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wami$)
          POS:	CONJ+NEG_PART
          VOC:	wa+mi$
        GLOSS:	and+not

 INPUT STRING:	هيضرب
     IS_TRANS:	hyDrb
        INDEX:	P13W19
      OFFSETS:	102-107
       TOKENS:	P13W26-P13W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(HayiDorab)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+Dorab
        GLOSS:	will+he/it+strike/hit/be struck/be hit

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P13W20
      OFFSETS:	108-111
       TOKENS:	P13W28-P13W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	شخص
     IS_TRANS:	$xS
        INDEX:	P13W21
      OFFSETS:	112-115
       TOKENS:	P13W29-P13W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoS_1]
   UNSPLITVOC:	($axoS)
          POS:	NOUN
          VOC:	$axoS
        GLOSS:	individual/person/individuals/persons

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P13W22
      OFFSETS:	116-120
       TOKENS:	P13W30-P13W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P13W23
      OFFSETS:	121-123
       TOKENS:	P13W31-P13W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الثوااار
     IS_TRANS:	AlvwAAAr
        INDEX:	P13W24
      OFFSETS:	124-132
       TOKENS:	P13W32-P13W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vA}ir_1]
   UNSPLITVOC:	(Alvuw~Ar)
          POS:	DET+NOUN
          VOC:	Al+vuw~Ar
        GLOSS:	the+insurgents/revolutionaries

 INPUT STRING:	نااااااار
     IS_TRANS:	nAAAAAAAr
        INDEX:	P13W25
      OFFSETS:	133-142
       TOKENS:	P13W33-P13W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAr]
   UNSPLITVOC:	(nAr)
          POS:	NOUN
          VOC:	nAr
        GLOSS:	fire

 INPUT STRING:	فاااجة
     IS_TRANS:	fAAAjp
        INDEX:	P14W1
      OFFSETS:	0-6
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fajo>ap_1]
   UNSPLITVOC:	(fajo>ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fajo>+ap
        GLOSS:	suddenly+[fem.sg.]

 INPUT STRING:	لقينة
     IS_TRANS:	lqynp
        INDEX:	P14W2
      OFFSETS:	7-12
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[laqaY_1]
   UNSPLITVOC:	(laqaynA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	laqay+nA
        GLOSS:	found+we

 INPUT STRING:	الاعلام
     IS_TRANS:	AlAElAm
        INDEX:	P14W3
      OFFSETS:	13-20
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iEolAm_1]
   UNSPLITVOC:	(Al<iEolAm)
          POS:	DET+NOUN
          VOC:	Al+<iEolAm
        GLOSS:	the+information/media

 INPUT STRING:	بيطبل
     IS_TRANS:	byTbl
        INDEX:	P14W4
      OFFSETS:	21-26
       TOKENS:	P14W4-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab~il_1]
   UNSPLITVOC:	(biyiTab~il)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Tab~il
        GLOSS:	[present-tense]+he/it+beat a drum

 INPUT STRING:	للجيش
     IS_TRANS:	lljy$
        INDEX:	P14W5
      OFFSETS:	27-32
       TOKENS:	P14W6-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(liljay$)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+jay$
        GLOSS:	for/to+the+army/troops

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P14W6
      OFFSETS:	33-35
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	بل
     IS_TRANS:	bl
        INDEX:	P14W7
      OFFSETS:	36-38
       TOKENS:	P14W9-P14W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biAl)
          POS:	PREP+DET
          VOC:	bi+Al
        GLOSS:	with/by+the

 INPUT STRING:	عقل
     IS_TRANS:	Eql
        INDEX:	P14W8
      OFFSETS:	39-42
       TOKENS:	P14W11-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaqol_1]
   UNSPLITVOC:	(Eaqol)
          POS:	NOUN
          VOC:	Eaqol
        GLOSS:	mind

 INPUT STRING:	شغل
     IS_TRANS:	$gl
        INDEX:	P14W9
      OFFSETS:	43-46
       TOKENS:	P14W12-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugol_1]
   UNSPLITVOC:	($ugol)
          POS:	NOUN
          VOC:	$ugol
        GLOSS:	work/activity/occupation/work/labor/business

 INPUT STRING:	يهود
     IS_TRANS:	yhwd
        INDEX:	P14W10
      OFFSETS:	47-51
       TOKENS:	P14W13-P14W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yahuwdiy_1]
   UNSPLITVOC:	(yahuwd)
          POS:	ADJ
          VOC:	yahuwd
        GLOSS:	Jewish

 INPUT STRING:	ورجعو
     IS_TRANS:	wrjEw
        INDEX:	P14W11
      OFFSETS:	52-57
       TOKENS:	P14W14-P14W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(wirijoEuwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	wi+rijoE+uwA
        GLOSS:	and+return back+they

 INPUT STRING:	يقولو
     IS_TRANS:	yqwlw
        INDEX:	P14W12
      OFFSETS:	58-63
       TOKENS:	P14W16-P14W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yuquwluwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yu+quwl+uwA
        GLOSS:	they+said/say/be said/say/(for example)+[masc.pl.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P14W13
      OFFSETS:	64-66
       TOKENS:	P14W17-P14W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P14W14
      OFFSETS:	67-70
       TOKENS:	P14W18-P14W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	بيتظاهرو
     IS_TRANS:	bytZAhrw
        INDEX:	P14W15
      OFFSETS:	71-79
       TOKENS:	P14W19-P14W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitZAhir_1]
   UNSPLITVOC:	(biyatZAhruwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+ya+tZAhr+uwA
        GLOSS:	[present-tense]+they+manifest/demonstrate+[masc.pl.]

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P14W16
      OFFSETS:	80-83
       TOKENS:	P14W21-P14W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	these

 INPUT STRING:	بلطجية
     IS_TRANS:	blTjyp
        INDEX:	P14W17
      OFFSETS:	84-90
       TOKENS:	P14W22-P14W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baloTajiy_1]
   UNSPLITVOC:	(baloTajiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	baloTajiy~+ap
        GLOSS:	gangster/ruffian+[fem.sg.]

 INPUT STRING:	وعملا
     IS_TRANS:	wEmlA
        INDEX:	P14W18
      OFFSETS:	91-96
       TOKENS:	P14W23-P14W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumolap_1]
   UNSPLITVOC:	(waEumolaA)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	wa+Eumol+ap
        GLOSS:	with+traitor+[fem.sg.]

 INPUT STRING:	وخوناااااا
     IS_TRANS:	wxwnAAAAAA
        INDEX:	P14W19
      OFFSETS:	97-107
       TOKENS:	P14W25-P14W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xA}in_1]
   UNSPLITVOC:	(waxuwanap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wa+xuwan+ap
        GLOSS:	and+traitor/treacherous+[fem.sg.]

 INPUT STRING:	وانهم
     IS_TRANS:	wAnhm
        INDEX:	P14W20
      OFFSETS:	108-113
