 INPUT STRING:	صبـــاحـكم
      COMMENT:	[]
        LEMMA:	[HayA_1]
   UNSPLITVOC:	(tiHoyA)
          POS:	IV3FS+IV
          VOC:	ti+HoyA
        GLOSS:	it/they/she+live/survive

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P18W16
      OFFSETS:	69-72
       TOKENS:	P18W18-P18W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	»
     IS_TRANS:	&#xbb;
        INDEX:	P18W17
      OFFSETS:	72-73
       TOKENS:	P18W19-P18W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#xbb;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P18W18
      OFFSETS:	73-74
       TOKENS:	P18W20-P18W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	لم
     IS_TRANS:	lm
        INDEX:	P19W1
      OFFSETS:	1-3
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(lamo)
          POS:	NEG_PART
          VOC:	lamo
        GLOSS:	did not

 INPUT STRING:	نهتم
     IS_TRANS:	nhtm
        INDEX:	P19W2
      OFFSETS:	4-8
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aihotam~_1]
   UNSPLITVOC:	(nihotam~)
          POS:	IV1P+IV
          VOC:	ni+hotam~
        GLOSS:	we+be interested

 INPUT STRING:	بتهديدات
     IS_TRANS:	bthdydAt
        INDEX:	P19W3
      OFFSETS:	9-17
       TOKENS:	P19W3-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tahodiyd_1]
   UNSPLITVOC:	(bitahodiydAt)
          POS:	PREP+NOUN+NSUFF_FEM_PL
          VOC:	bi+tahodiyd+At
        GLOSS:	with/by+threats/dangers+[fem.pl.]

 INPUT STRING:	نقص
     IS_TRANS:	nqS
        INDEX:	P19W4
      OFFSETS:	18-21
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqoS_1]
   UNSPLITVOC:	(naqoS)
          POS:	NOUN
          VOC:	naqoS
        GLOSS:	decrease/loss/deficiency/lack

 INPUT STRING:	الغذاء
     IS_TRANS:	Alg*A'
        INDEX:	P19W5
      OFFSETS:	22-28
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gi*A'_1]
   UNSPLITVOC:	(Algi*A')
          POS:	DET+NOUN
          VOC:	Al+gi*A'
        GLOSS:	the+food

 INPUT STRING:	وعدم
     IS_TRANS:	wEdm
        INDEX:	P19W6
      OFFSETS:	29-33
       TOKENS:	P19W7-P19W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(wiEadam)
          POS:	CONJ+NOUN
          VOC:	wi+Eadam
        GLOSS:	and+absence of/lack of/not/non-

 INPUT STRING:	قبض
     IS_TRANS:	qbD
        INDEX:	P19W7
      OFFSETS:	34-37
       TOKENS:	P19W9-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaboD_1]
   UNSPLITVOC:	(qaboD)
          POS:	NOUN
          VOC:	qaboD
        GLOSS:	receipt/appropriation

 INPUT STRING:	الرواتب
     IS_TRANS:	AlrwAtb
        INDEX:	P19W8
      OFFSETS:	38-45
       TOKENS:	P19W10-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAtib_1]
   UNSPLITVOC:	(Alr~awAtib)
          POS:	DET+NOUN
          VOC:	Al+rawAtib
        GLOSS:	the+salaries/wages

 INPUT STRING:	وتعطل
     IS_TRANS:	wtETl
        INDEX:	P19W9
      OFFSETS:	46-51
       TOKENS:	P19W11-P19W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEaT~ul_1]
   UNSPLITVOC:	(witaEaT~ul)
          POS:	CONJ+NOUN
          VOC:	wi+taEaT~ul
        GLOSS:	and+interruption/breakdown

 INPUT STRING:	البنوك
     IS_TRANS:	Albnwk
        INDEX:	P19W10
      OFFSETS:	52-58
       TOKENS:	P19W13-P19W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banok_1]
   UNSPLITVOC:	(Albunuwk)
          POS:	DET+NOUN
          VOC:	Al+bunuwk
        GLOSS:	the+bank/banks

 INPUT STRING:	ودعوات
     IS_TRANS:	wdEwAt
        INDEX:	P19W11
      OFFSETS:	59-65
       TOKENS:	P19W14-P19W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEowap_1]
   UNSPLITVOC:	(widaEawAt)
          POS:	CONJ+NOUN+NSUFF_FEM_PL
          VOC:	wi+daEaw+At
        GLOSS:	and+calls/invitations/supplications+[fem.pl.]

 INPUT STRING:	الفوضى
     IS_TRANS:	AlfwDY
        INDEX:	P19W12
      OFFSETS:	66-72
       TOKENS:	P19W16-P19W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fawDaY_1]
   UNSPLITVOC:	(AlfawDaY)
          POS:	DET+NOUN
          VOC:	Al+fawDaY
        GLOSS:	the+chaos/anarchy

 INPUT STRING:	وغياب
     IS_TRANS:	wgyAb
        INDEX:	P19W13
      OFFSETS:	73-78
       TOKENS:	P19W17-P19W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[giyAb_1]
   UNSPLITVOC:	(wigiyAb)
          POS:	CONJ+NOUN
          VOC:	wi+giyAb
        GLOSS:	and+absence/disappearance

 INPUT STRING:	الأمن
     IS_TRANS:	Al>mn
        INDEX:	P19W14
      OFFSETS:	79-84
       TOKENS:	P19W19-P19W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amon_1]
   UNSPLITVOC:	(Al>amon)
          POS:	DET+NOUN
          VOC:	Al+>amon
        GLOSS:	the+security/safety

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P19W15
      OFFSETS:	84-85
       TOKENS:	P19W20-P19W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	صار
     IS_TRANS:	SAr
        INDEX:	P20W1
      OFFSETS:	1-4
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAr_1]
   UNSPLITVOC:	(SAr)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	SAr+(null)
        GLOSS:	become+he/it

 INPUT STRING:	أصغر
     IS_TRANS:	>Sgr
        INDEX:	P20W2
      OFFSETS:	5-9
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSogar_1]
   UNSPLITVOC:	(>aSogar)
          POS:	ADJ_COMP
          VOC:	>aSogar
        GLOSS:	smaller/smallest/younger/youngest

 INPUT STRING:	صبى
     IS_TRANS:	SbY
        INDEX:	P20W3
      OFFSETS:	10-13
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sabiy_1]
   UNSPLITVOC:	(Sabiy)
          POS:	NOUN
          VOC:	Sabiy
        GLOSS:	young boy/youth

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P20W4
      OFFSETS:	14-16
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P20W5
      OFFSETS:	17-20
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	فرد
     IS_TRANS:	frd
        INDEX:	P20W6
      OFFSETS:	21-24
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[farod_1]
   UNSPLITVOC:	(farod)
          POS:	NOUN
          VOC:	farod
        GLOSS:	individual/unit/individually/separately/one item

 INPUT STRING:	أمن
     IS_TRANS:	>mn
        INDEX:	P20W7
      OFFSETS:	25-28
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amon_1]
   UNSPLITVOC:	(>amon)
          POS:	NOUN
          VOC:	>amon
        GLOSS:	security/safety

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P20W8
      OFFSETS:	29-31
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشارع
     IS_TRANS:	Al$ArE
        INDEX:	P20W9
      OFFSETS:	32-38
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	(Al$~AriE)
          POS:	DET+NOUN
          VOC:	Al+$AriE
        GLOSS:	the+street/streets

 INPUT STRING:	يحمل
     IS_TRANS:	yHml
        INDEX:	P20W10
      OFFSETS:	39-43
       TOKENS:	P20W10-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamal_1]
   UNSPLITVOC:	(yiHomil)
          POS:	IV3MS+IV
          VOC:	yi+Homil
        GLOSS:	he/it+carry

 INPUT STRING:	عصاه
     IS_TRANS:	ESAh
        INDEX:	P20W11
      OFFSETS:	44-48
       TOKENS:	P20W11-P20W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EaSA_1]
   UNSPLITVOC:	(EaSAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	EaSA+h
        GLOSS:	stick/baton/rod/staff+its/his

 INPUT STRING:	ويوقف
     IS_TRANS:	wywqf
        INDEX:	P20W12
      OFFSETS:	49-54
       TOKENS:	P20W13-P20W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waq~af_1]
   UNSPLITVOC:	(wiyiwaq~af)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+waq~af
        GLOSS:	and+he/it+stop/detain

 INPUT STRING:	المارة
     IS_TRANS:	AlmArp
        INDEX:	P20W13
      OFFSETS:	55-61
       TOKENS:	P20W15-P20W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAr~_1]
   UNSPLITVOC:	(AlmAr~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mAr~+ap
        GLOSS:	the+pedestrians+[fem.sg.]

 INPUT STRING:	عند
     IS_TRANS:	End
        INDEX:	P20W14
      OFFSETS:	62-65
       TOKENS:	P20W16-P20W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanod)
          POS:	NOUN
          VOC:	Eanod
        GLOSS:	with

 INPUT STRING:	المرور
     IS_TRANS:	Almrwr
        INDEX:	P20W15
      OFFSETS:	66-72
       TOKENS:	P20W17-P20W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muruwr_1]
   UNSPLITVOC:	(Almuruwr)
          POS:	DET+NOUN
          VOC:	Al+muruwr
        GLOSS:	the+passing/crossing/traffic

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P20W16
      OFFSETS:	73-76
       TOKENS:	P20W18-P20W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الحواجز
     IS_TRANS:	AlHwAjz
        INDEX:	P20W17
      OFFSETS:	77-84
       TOKENS:	P20W19-P20W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjiz_1]
   UNSPLITVOC:	(AlHawAjiz)
          POS:	DET+NOUN
          VOC:	Al+HawAjiz
        GLOSS:	the+obstacles/hurdles

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P20W18
      OFFSETS:	84-85
       TOKENS:	P20W20-P20W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	والأكثر
     IS_TRANS:	wAl>kvr
        INDEX:	P21W1
      OFFSETS:	1-8
       TOKENS:	P21W1-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>akovar_2]
   UNSPLITVOC:	(waAl>akovar)
          POS:	CONJ+DET+ADJ_COMP
          VOC:	wa+Al+>akovar
        GLOSS:	and+the+more, most, majority

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P21W2
      OFFSETS:	9-11
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~a)
          POS:	SUB_CONJ
          VOC:	>an~a
        GLOSS:	that

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P21W3
      OFFSETS:	12-17
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	تنصاع
     IS_TRANS:	tnSAE
        INDEX:	P21W4
      OFFSETS:	18-23
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinoSAE_1]
   UNSPLITVOC:	(tinoSAE)
          POS:	IV3FS+IV
          VOC:	ti+noSAE
        GLOSS:	it/they/she+obey

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P21W5
      OFFSETS:	24-26
       TOKENS:	P21W6-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to+he/it

 INPUT STRING:	وتحيى
     IS_TRANS:	wtHyY
        INDEX:	P21W6
      OFFSETS:	27-32
       TOKENS:	P21W8-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Hay~aY_1]
   UNSPLITVOC:	(witiHay~iy)
          POS:	CONJ+IV3FS+IV
          VOC:	wi+ti+Hay~iy
        GLOSS:	and+it/they/she+salute

 INPUT STRING:	الجميع
     IS_TRANS:	AljmyE
        INDEX:	P21W7
      OFFSETS:	33-39
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyE_1]
   UNSPLITVOC:	(AljamiyE)
          POS:	DET+NOUN
          VOC:	Al+jamiyE
        GLOSS:	the+all, entire, every, whole

 INPUT STRING:	صغارا
     IS_TRANS:	SgArA
        INDEX:	P21W8
      OFFSETS:	40-45
       TOKENS:	P21W11-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sugay~ar_1]
   UNSPLITVOC:	(SigArAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	SigAr+AF
        GLOSS:	children/little+[acc.indef.]

 INPUT STRING:	وكباراً
     IS_TRANS:	wkbArAF
        INDEX:	P21W9
      OFFSETS:	46-53
       TOKENS:	P21W12-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kabiyr_1]
   UNSPLITVOC:	(wakibAr)
          POS:	CONJ+NOUN
          VOC:	wa+kibAr
        GLOSS:	and+adults

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P21W10
      OFFSETS:	53-54
       TOKENS:	P21W14-P21W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وحّدنا
     IS_TRANS:	wH~dnA
        INDEX:	P22W1
      OFFSETS:	1-7
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waH~id_1]
   UNSPLITVOC:	(waH~idnA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1P
          VOC:	waH~id+(null)+nA
        GLOSS:	unite+he/it+us

 INPUT STRING:	الضمير
     IS_TRANS:	AlDmyr
        INDEX:	P22W2
      OFFSETS:	8-14
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Damiyr_1]
   UNSPLITVOC:	(AlD~amiyr)
          POS:	DET+NOUN
          VOC:	Al+Damiyr
        GLOSS:	the+conscience/pronoun/consciences/pronouns

 INPUT STRING:	الجمعى
     IS_TRANS:	AljmEY
        INDEX:	P22W3
      OFFSETS:	15-21
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamoEiy_1]
   UNSPLITVOC:	(AljamoEiy)
          POS:	DET+ADJ
          VOC:	Al+jamoEiy
        GLOSS:	the+collective

 INPUT STRING:	فأمرنا
     IS_TRANS:	f>mrnA
        INDEX:	P22W4
      OFFSETS:	22-28
       TOKENS:	P22W5-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amar_1]
   UNSPLITVOC:	(fa>amarnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1P
          VOC:	fa+>amar+(null)+nA
        GLOSS:	so/and+command/order/prescribe+he/it+us

 INPUT STRING:	باقتسام
     IS_TRANS:	bAqtsAm
        INDEX:	P22W5
      OFFSETS:	29-36
       TOKENS:	P22W8-P22W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiqotisAm_1]
   UNSPLITVOC:	(biAiqotisAm)
          POS:	PREP+NOUN
          VOC:	bi+AiqotisAm
        GLOSS:	with/by+dividing/distribution

 INPUT STRING:	رغيف
     IS_TRANS:	rgyf
        INDEX:	P22W6
      OFFSETS:	37-41
       TOKENS:	P22W10-P22W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rigiyf_1]
   UNSPLITVOC:	(rigiyf)
          POS:	NOUN
          VOC:	rigiyf
        GLOSS:	bread

 INPUT STRING:	الخبز
     IS_TRANS:	Alxbz
        INDEX:	P22W7
      OFFSETS:	42-47
       TOKENS:	P22W11-P22W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaboz_1]
   UNSPLITVOC:	(Alxaboz)
          POS:	DET+NOUN
          VOC:	Al+xaboz
        GLOSS:	the+bread

 INPUT STRING:	وكوب
     IS_TRANS:	wkwb
        INDEX:	P22W8
      OFFSETS:	48-52
       TOKENS:	P22W12-P22W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuwb_1]
   UNSPLITVOC:	(wikuwb)
          POS:	CONJ+NOUN
          VOC:	wi+kuwb
        GLOSS:	and+cup/glass

 INPUT STRING:	الشاى
     IS_TRANS:	Al$AY
        INDEX:	P22W9
      OFFSETS:	53-58
       TOKENS:	P22W14-P22W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ay_1]
   UNSPLITVOC:	(Al$~Ay)
          POS:	DET+NOUN
          VOC:	Al+$Ay
        GLOSS:	the+tea

 INPUT STRING:	والتخميس
     IS_TRANS:	wAltxmys
        INDEX:	P22W10
      OFFSETS:	59-67
       TOKENS:	P22W15-P22W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taxomiys_1]
   UNSPLITVOC:	(wiAltaxomiys)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+taxomiys
        GLOSS:	and+the+smoking

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P22W11
      OFFSETS:	68-70
       TOKENS:	P22W17-P22W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	سيجارة
     IS_TRANS:	syjArp
        INDEX:	P22W12
      OFFSETS:	71-77
       TOKENS:	P22W18-P22W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyjArap_1]
   UNSPLITVOC:	(siyjArap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	siyjAr+ap
        GLOSS:	cigarette/cigarettes+[fem.sg.]

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P22W13
      OFFSETS:	78-83
       TOKENS:	P22W19-P22W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P22W14
      OFFSETS:	83-84
       TOKENS:	P22W20-P22W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وأمر
     IS_TRANS:	w>mr
        INDEX:	P23W1
      OFFSETS:	1-5
       TOKENS:	P23W1-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amar_1]
   UNSPLITVOC:	(wi>amar)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+>amar+(null)
        GLOSS:	and+command/order/prescribe+he/it

 INPUT STRING:	رجالنا
     IS_TRANS:	rjAlnA
        INDEX:	P23W2
      OFFSETS:	6-12
       TOKENS:	P23W3-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjil_1]
   UNSPLITVOC:	(rijAlnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rijAl+nA
        GLOSS:	men+our

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P23W3
      OFFSETS:	12-13
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	شبابا
     IS_TRANS:	$bAbA
        INDEX:	P23W4
      OFFSETS:	14-19
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ab~_1]
   UNSPLITVOC:	($abAb)
          POS:	NOUN
          VOC:	$abAb
        GLOSS:	youth/youths

 INPUT STRING:	وكهولاً
     IS_TRANS:	wkhwlAF
        INDEX:	P23W5
      OFFSETS:	20-27
       TOKENS:	P23W7-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
