 INPUT STRING:	النائب
      COMMENT:	[]
        LEMMA:	[miy~ap_1]
   UNSPLITVOC:	(miy~ap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	miy~+ap
        GLOSS:	hundred+[fem.sg.]

 INPUT STRING:	سنة
     IS_TRANS:	snp
        INDEX:	P38W4
      OFFSETS:	12-15
       TOKENS:	P38W5-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	san+ap
        GLOSS:	year/years+[fem.sg.]

 INPUT STRING:	باللي
     IS_TRANS:	bAlly
        INDEX:	P38W5
      OFFSETS:	16-21
       TOKENS:	P38W6-P38W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(biAlliy)
          POS:	PREP+REL_PRON
          VOC:	bi+Alliy
        GLOSS:	with+that

 INPUT STRING:	معاه
     IS_TRANS:	mEAh
        INDEX:	P38W6
      OFFSETS:	22-26
       TOKENS:	P38W8-P38W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	maEa+uh
        GLOSS:	with+his/its

 INPUT STRING:	النمئات
     IS_TRANS:	Alnm}At
        INDEX:	P38W7
      OFFSETS:	29-36
       TOKENS:	P38W10-P38W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Alnm}At)
          POS:	TYPO
          VOC:	Alnm}At
        GLOSS:	nogloss

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P38W8
      OFFSETS:	39-41
       TOKENS:	P38W11-P38W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	التحرير
     IS_TRANS:	AltHryr
        INDEX:	P38W9
      OFFSETS:	42-49
       TOKENS:	P38W12-P38W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHoriyr_1]
   UNSPLITVOC:	(Alt~aHoriyr)
          POS:	DET+NOUN
          VOC:	Al+taHoriyr
        GLOSS:	the+liberation/liberating/editorship/editing

 INPUT STRING:	مكانش
     IS_TRANS:	mkAn$
        INDEX:	P38W10
      OFFSETS:	50-55
       TOKENS:	P38W13-P38W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(mA_kAn$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+kAn+(null)+$
        GLOSS:	not+be+he/it+not

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P38W11
      OFFSETS:	56-60
       TOKENS:	P38W16-P38W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	هتحصل
     IS_TRANS:	htHSl
        INDEX:	P38W12
      OFFSETS:	61-66
       TOKENS:	P38W17-P38W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HatiHoSal)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+HoSal
        GLOSS:	will+it/they/she+occur/happen/take place

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P39W1
      OFFSETS:	0-4
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	that

 INPUT STRING:	اسقط
     IS_TRANS:	AsqT
        INDEX:	P39W2
      OFFSETS:	5-9
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AasoqaT_1]
   UNSPLITVOC:	(AasoqaT)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	AasoqaT+(null)
        GLOSS:	he/it+make fall

 INPUT STRING:	راس
     IS_TRANS:	rAs
        INDEX:	P39W3
      OFFSETS:	10-13
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>os_1]
   UNSPLITVOC:	(ra>os)
          POS:	NOUN
          VOC:	ra>os
        GLOSS:	leader/chief/leaders/chiefs

 INPUT STRING:	النظام
     IS_TRANS:	AlnZAm
        INDEX:	P39W4
      OFFSETS:	14-20
       TOKENS:	P39W4-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(Aln~iZAm)
          POS:	DET+NOUN
          VOC:	Al+niZAm
        GLOSS:	the+regime/government

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P39W5
      OFFSETS:	21-26
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	ودا
     IS_TRANS:	wdA
        INDEX:	P40W1
      OFFSETS:	0-3
       TOKENS:	P40W1-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(widah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wi+dah
        GLOSS:	and+this

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P40W2
      OFFSETS:	4-8
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	بفضل
     IS_TRANS:	bfDl
        INDEX:	P40W3
      OFFSETS:	9-13
       TOKENS:	P40W4-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faDol_1]
   UNSPLITVOC:	(bifaDol)
          POS:	PREP+NOUN
          VOC:	bi+faDol
        GLOSS:	with/by+distinction/quality

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P40W4
      OFFSETS:	14-18
       TOKENS:	P40W6-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	God/Allah

 INPUT STRING:	ابتداءا
     IS_TRANS:	AbtdA'A
        INDEX:	P40W5
      OFFSETS:	19-26
       TOKENS:	P40W7-P40W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{ibotidA'_1]
   UNSPLITVOC:	(AibotidA'AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	{ibotidA'+AF
        GLOSS:	beginning/start+[acc.indef.]

 INPUT STRING:	ثم
     IS_TRANS:	vm
        INDEX:	P40W6
      OFFSETS:	27-29
       TOKENS:	P40W8-P40W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vum~a_1]
   UNSPLITVOC:	(vum~a)
          POS:	CONJ
          VOC:	vum~a
        GLOSS:	then, afterwards, next, moreover

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P40W7
      OFFSETS:	30-35
       TOKENS:	P40W9-P40W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	للعلم
     IS_TRANS:	llElm
        INDEX:	P41W1
      OFFSETS:	0-5
       TOKENS:	P41W1-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eilom_1]
   UNSPLITVOC:	(lilEilom)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+Eilom
        GLOSS:	for/to+the+knowledge

 INPUT STRING:	البرادعي
     IS_TRANS:	AlbrAdEy
        INDEX:	P41W2
      OFFSETS:	6-14
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barAdiEiy_1]
   UNSPLITVOC:	(AlbarAdiEiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+barAdiEiy
        GLOSS:	the+Baradei

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P41W3
      OFFSETS:	15-17
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P41W4
      OFFSETS:	18-21
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	28
     IS_TRANS:	28
        INDEX:	P41W5
      OFFSETS:	22-24
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(28)
          POS:	NOUN_NUM
          VOC:	28
        GLOSS:	28

 INPUT STRING:	/
     IS_TRANS:	/
        INDEX:	P41W6
      OFFSETS:	24-25
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(/)
          POS:	PUNC
          VOC:	/
        GLOSS:	/

 INPUT STRING:	1
     IS_TRANS:	1
        INDEX:	P41W7
      OFFSETS:	25-26
       TOKENS:	P41W8-P41W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(1)
          POS:	ADJ_NUM
          VOC:	1
        GLOSS:	1

 INPUT STRING:	/
     IS_TRANS:	/
        INDEX:	P41W8
      OFFSETS:	26-27
       TOKENS:	P41W9-P41W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(/)
          POS:	PUNC
          VOC:	/
        GLOSS:	/

 INPUT STRING:	2011
     IS_TRANS:	2011
        INDEX:	P41W9
      OFFSETS:	27-31
       TOKENS:	P41W10-P41W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(2011)
          POS:	NOUN_NUM
          VOC:	2011
        GLOSS:	2011

 INPUT STRING:	ونزوله
     IS_TRANS:	wnzwlh
        INDEX:	P41W10
      OFFSETS:	32-38
       TOKENS:	P41W11-P41W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizuwl_1]
   UNSPLITVOC:	(winizuwluh)
          POS:	CONJ+NOUN.VN+POSS_PRON_3MS
          VOC:	wi+nizuwl+uh
        GLOSS:	and+descention+his/its

 INPUT STRING:	الميدان
     IS_TRANS:	AlmydAn
        INDEX:	P41W11
      OFFSETS:	39-46
       TOKENS:	P41W14-P41W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miydAn_1]
   UNSPLITVOC:	(AlmiydAn)
          POS:	DET+NOUN
          VOC:	Al+miydAn
        GLOSS:	the+square

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P41W12
      OFFSETS:	47-50
       TOKENS:	P41W15-P41W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	29
     IS_TRANS:	29
        INDEX:	P41W13
      OFFSETS:	51-53
       TOKENS:	P41W16-P41W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(29)
          POS:	NOUN_NUM
          VOC:	29
        GLOSS:	29

 INPUT STRING:	/
     IS_TRANS:	/
        INDEX:	P41W14
      OFFSETS:	53-54
       TOKENS:	P41W17-P41W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(/)
          POS:	PUNC
          VOC:	/
        GLOSS:	/

 INPUT STRING:	11
     IS_TRANS:	11
        INDEX:	P41W15
      OFFSETS:	54-56
       TOKENS:	P41W18-P41W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(11)
          POS:	NOUN_NUM
          VOC:	11
        GLOSS:	11

 INPUT STRING:	/
     IS_TRANS:	/
        INDEX:	P41W16
      OFFSETS:	56-57
       TOKENS:	P41W19-P41W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(/)
          POS:	PUNC
          VOC:	/
        GLOSS:	/

 INPUT STRING:	2011
     IS_TRANS:	2011
        INDEX:	P41W17
      OFFSETS:	57-61
       TOKENS:	P41W20-P41W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(2011)
          POS:	NOUN_NUM
          VOC:	2011
        GLOSS:	2011

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P42W1
      OFFSETS:	0-2
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P42W2
      OFFSETS:	3-5
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	ترى
     IS_TRANS:	trY
        INDEX:	P42W3
      OFFSETS:	6-9
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tir~iy_1]
   UNSPLITVOC:	(tir~iy)
          POS:	INTERJ
          VOC:	tir~iy
        GLOSS:	I wonder

 INPUT STRING:	اعتصم
     IS_TRANS:	AEtSm
        INDEX:	P42W4
      OFFSETS:	10-15
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotaSam_1]
   UNSPLITVOC:	(AiEotaSam)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	AiEotaSam+(null)
        GLOSS:	go on strike+he/it

 INPUT STRING:	ل
     IS_TRANS:	l
        INDEX:	P42W5
      OFFSETS:	16-17
       TOKENS:	P42W5-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(li)
          POS:	PREP
          VOC:	li
        GLOSS:	to/for

 INPUT STRING:	11
     IS_TRANS:	11
        INDEX:	P42W6
      OFFSETS:	18-20
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(11)
          POS:	NOUN_NUM
          VOC:	11
        GLOSS:	11

 INPUT STRING:	فبراير
     IS_TRANS:	fbrAyr
        INDEX:	P42W7
      OFFSETS:	21-27
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiborAyir_1]
   UNSPLITVOC:	(fiborAyir)
          POS:	NOUN
          VOC:	fiborAyir
        GLOSS:	February

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W8
      OFFSETS:	27-28
       TOKENS:	P42W8-P42W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W9
      OFFSETS:	28-29
       TOKENS:	P42W9-P42W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W10
      OFFSETS:	29-30
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W11
      OFFSETS:	30-31
       TOKENS:	P42W11-P42W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W12
      OFFSETS:	31-32
       TOKENS:	P42W12-P42W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W13
      OFFSETS:	32-33
       TOKENS:	P42W13-P42W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W14
      OFFSETS:	33-34
       TOKENS:	P42W14-P42W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W15
      OFFSETS:	34-35
       TOKENS:	P42W15-P42W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W16
      OFFSETS:	35-36
       TOKENS:	P42W16-P42W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W17
      OFFSETS:	36-37
       TOKENS:	P42W17-P42W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

