 INPUT STRING:	المستشار
 INPUT STRING:	رساله
     IS_TRANS:	rsAlh
        INDEX:	P38W3
      OFFSETS:	9-14
       TOKENS:	P38W3-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[risAlap_1]
   UNSPLITVOC:	(risAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	risAl+ap
        GLOSS:	letter/communication/dissertation/letters/messages+[fem.sg.]

 INPUT STRING:	للمستشار
     IS_TRANS:	llmst$Ar
        INDEX:	P38W4
      OFFSETS:	15-23
       TOKENS:	P38W4-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musota$Ar_1]
   UNSPLITVOC:	(lilmusota$Ar)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+musota$Ar
        GLOSS:	for/to+the+counselor/adviser

 INPUT STRING:	احمد
     IS_TRANS:	AHmd
        INDEX:	P38W5
      OFFSETS:	24-28
       TOKENS:	P38W6-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHomad_1]
   UNSPLITVOC:	(>aHomad)
          POS:	NOUN_PROP
          VOC:	>aHomad
        GLOSS:	Ahmad/Ahmed

 INPUT STRING:	رفعت
     IS_TRANS:	rfEt
        INDEX:	P38W6
      OFFSETS:	29-33
       TOKENS:	P38W7-P38W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rifoEat_1]
   UNSPLITVOC:	(rifoEat)
          POS:	NOUN_PROP
          VOC:	rifoEat
        GLOSS:	Rifa'at/Rif'at

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P39W1
      OFFSETS:	0-5
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P39W2
      OFFSETS:	6-9
       TOKENS:	P39W2-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	to/for+Allah/God

 INPUT STRING:	بدانا
     IS_TRANS:	bdAnA
        INDEX:	P39W3
      OFFSETS:	10-15
       TOKENS:	P39W4-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[badaA_1]
   UNSPLITVOC:	(badaAnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	badaA+nA
        GLOSS:	start/begin+we [verb]

 INPUT STRING:	نفوق
     IS_TRANS:	nfwq
        INDEX:	P39W4
      OFFSETS:	16-20
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAq_1]
   UNSPLITVOC:	(nifuwq)
          POS:	IV1P+IV
          VOC:	ni+fuwq
        GLOSS:	we+surpass/excel

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P40W1
      OFFSETS:	0-2
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P40W2
      OFFSETS:	3-5
       TOKENS:	P40W2-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this [masc.sg.]

 INPUT STRING:	هلوية
     IS_TRANS:	hlwyp
        INDEX:	P40W3
      OFFSETS:	6-11
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[halowiy~ap_1]
   UNSPLITVOC:	(halowiy~ap)
          POS:	NOUN_PROP
          VOC:	halowiy~ap
        GLOSS:	Halwiya

 INPUT STRING:	محتاجة
     IS_TRANS:	mHtAjp
        INDEX:	P40W4
      OFFSETS:	12-18
       TOKENS:	P40W4-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotAj_1]
   UNSPLITVOC:	(miHotAjap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	miHotAj+ap
        GLOSS:	in need/wanting/requiring+[fem.sg.]

 INPUT STRING:	فنجان
     IS_TRANS:	fnjAn
        INDEX:	P40W5
      OFFSETS:	19-24
       TOKENS:	P40W5-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[finojAn_1]
   UNSPLITVOC:	(finojAn)
          POS:	NOUN
          VOC:	finojAn
        GLOSS:	coffee cup/coffee cups

 INPUT STRING:	نسكافية
     IS_TRANS:	nskAfyp
        INDEX:	P40W6
      OFFSETS:	25-32
       TOKENS:	P40W6-P40W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nskAfyp)
          POS:	FOREIGN
          VOC:	nskAfyp
        GLOSS:	nogloss

 INPUT STRING:	جولد
     IS_TRANS:	jwld
        INDEX:	P40W7
      OFFSETS:	33-37
       TOKENS:	P40W7-P40W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(jwld)
          POS:	FOREIGN
          VOC:	jwld
        GLOSS:	nogloss

 INPUT STRING:	المرة
     IS_TRANS:	Almrp
        INDEX:	P40W8
      OFFSETS:	38-43
       TOKENS:	P40W8-P40W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(Almar~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mar~+ap
        GLOSS:	the+occasion/time/moment/occasions/times/moments+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P40W9
      OFFSETS:	44-46
       TOKENS:	P40W9-P40W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	المشاركة
     IS_TRANS:	Alm$Arkp
        INDEX:	P41W1
      OFFSETS:	0-8
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$Arokap_1]
   UNSPLITVOC:	(Almu$Arokap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$Arok+ap
        GLOSS:	the+participation/association+[fem.sg.]

 INPUT STRING:	الأصلية
     IS_TRANS:	Al>Slyp
        INDEX:	P41W2
      OFFSETS:	9-16
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AaSoliy_1]
   UNSPLITVOC:	(AlASoliy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+ASoliy~+ap
        GLOSS:	the+original/authentic+[fem.sg.]

 INPUT STRING:	كتبت
     IS_TRANS:	ktbt
        INDEX:	P41W3
      OFFSETS:	17-21
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(kutibat)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	kutib+at
        GLOSS:	be written/be fated/be destined+it/they/she [verb]

 INPUT STRING:	بواسطة
     IS_TRANS:	bwAsTp
        INDEX:	P41W4
      OFFSETS:	22-28
       TOKENS:	P41W4-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAsoTap_1]
   UNSPLITVOC:	(biwAsoTap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+wAsoT+ap
        GLOSS:	with/by+means/device+[fem.sg.]

 INPUT STRING:	لؤلؤه
     IS_TRANS:	l&l&h
        INDEX:	P41W5
      OFFSETS:	30-35
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lu&lu&ah_1]
   UNSPLITVOC:	(lu&lu&ah)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	lu&lu&+ah
        GLOSS:	pearl+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P41W6
      OFFSETS:	37-39
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	تعتبر
     IS_TRANS:	tEtbr
        INDEX:	P41W7
      OFFSETS:	40-45
       TOKENS:	P41W8-P41W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotabar_1]
   UNSPLITVOC:	(tuEotabar)
          POS:	IV3FS+IV
          VOC:	tu+Eotabar
        GLOSS:	it/they/she+be considered/be regarded/be believed

 INPUT STRING:	رساله
     IS_TRANS:	rsAlh
        INDEX:	P41W8
      OFFSETS:	46-51
       TOKENS:	P41W9-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[risAlap_1]
   UNSPLITVOC:	(risAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	risAl+ap
        GLOSS:	letter/communication/dissertation/letters/messages+[fem.sg.]

 INPUT STRING:	للمستشار
     IS_TRANS:	llmst$Ar
        INDEX:	P41W9
      OFFSETS:	52-60
       TOKENS:	P41W10-P41W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musota$Ar_1]
   UNSPLITVOC:	(lilmusota$Ar)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+musota$Ar
        GLOSS:	for/to+the+counselor/adviser

 INPUT STRING:	احمد
     IS_TRANS:	AHmd
        INDEX:	P41W10
      OFFSETS:	61-65
       TOKENS:	P41W12-P41W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHomad_1]
   UNSPLITVOC:	(>aHomad)
          POS:	NOUN_PROP
          VOC:	>aHomad
        GLOSS:	Ahmad/Ahmed

 INPUT STRING:	رفعت
     IS_TRANS:	rfEt
        INDEX:	P41W11
      OFFSETS:	66-70
       TOKENS:	P41W13-P41W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rifoEat_1]
   UNSPLITVOC:	(rifoEat)
          POS:	NOUN_PROP
          VOC:	rifoEat
        GLOSS:	Rifa'at/Rif'at

