 INPUT STRING:	سأنتخب
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(walayosa)
          POS:	CONJ+NEG_PART
          VOC:	wa+layosa
        GLOSS:	and+not

 INPUT STRING:	معنى
     IS_TRANS:	mEnY
        INDEX:	P29W2
      OFFSETS:	5-9
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEonaY_1]
   UNSPLITVOC:	(maEonaY)
          POS:	NOUN
          VOC:	maEonaY
        GLOSS:	meaning/sense

 INPUT STRING:	ذلك
     IS_TRANS:	*lk
        INDEX:	P29W3
      OFFSETS:	10-13
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*alik_1]
   UNSPLITVOC:	(*alik)
          POS:	DEM_PRON_MS
          VOC:	*alik
        GLOSS:	that

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P29W4
      OFFSETS:	14-17
       TOKENS:	P29W5-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	لابد
     IS_TRANS:	lAbd
        INDEX:	P29W5
      OFFSETS:	18-22
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAbid_1]
   UNSPLITVOC:	(lAbid)
          POS:	NOUN
          VOC:	lAbid
        GLOSS:	be necessary

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P29W6
      OFFSETS:	23-25
       TOKENS:	P29W8-P29W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	That, to

 INPUT STRING:	الشيوخ
     IS_TRANS:	Al$ywx
        INDEX:	P29W7
      OFFSETS:	26-32
       TOKENS:	P29W9-P29W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$iyox_1]
   UNSPLITVOC:	(Al$uyuwx)
          POS:	DET+NOUN
          VOC:	Al+$uyuwx
        GLOSS:	the+Sheikh/elderly woman/chieftains/chieftain/sheik/senators

 INPUT STRING:	متداخلين
     IS_TRANS:	mtdAxlyn
        INDEX:	P29W8
      OFFSETS:	33-41
       TOKENS:	P29W10-P29W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mutadAxil_1]
   UNSPLITVOC:	(mutadAxiliyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	mutadAxil+iyn
        GLOSS:	conflicting/contradictory+[masc.pl.]

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P29W9
      OFFSETS:	42-45
       TOKENS:	P29W11-P29W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	وكلام
     IS_TRANS:	wklAm
        INDEX:	P30W1
      OFFSETS:	0-5
       TOKENS:	P30W1-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(wikalAm)
          POS:	CONJ+NOUN
          VOC:	wi+kalAm
        GLOSS:	and+speech/statement/remark/talk/saying

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P30W2
      OFFSETS:	6-10
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Mahammad/Mahamad/Mohammad/Mohamed/Mahmmad/Muhammad

 INPUT STRING:	حسان
     IS_TRANS:	HsAn
        INDEX:	P30W3
      OFFSETS:	11-15
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Has~An_1]
   UNSPLITVOC:	(Has~An)
          POS:	NOUN_PROP
          VOC:	Has~An
        GLOSS:	hasan

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P30W4
      OFFSETS:	16-20
       TOKENS:	P30W5-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	ساسيى
     IS_TRANS:	sAsyY
        INDEX:	P30W5
      OFFSETS:	21-26
       TOKENS:	P30W6-P30W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(sAsyY)
          POS:	TYPO
          VOC:	sAsyY
        GLOSS:	nogloss

 INPUT STRING:	ولعب
     IS_TRANS:	wlEb
        INDEX:	P30W6
      OFFSETS:	27-31
       TOKENS:	P30W7-P30W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liEob_1]
   UNSPLITVOC:	(wiliEob)
          POS:	CONJ+NOUN
          VOC:	wi+liEob
        GLOSS:	and+playing

 INPUT STRING:	بالكلام
     IS_TRANS:	bAlklAm
        INDEX:	P30W7
      OFFSETS:	32-39
       TOKENS:	P30W9-P30W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(biAlkalAm)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+kalAm
        GLOSS:	with/by+the+speech/statement/remark/talk/saying

 INPUT STRING:	فمثلا
     IS_TRANS:	fmvlA
        INDEX:	P31W1
      OFFSETS:	0-5
       TOKENS:	P31W1-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(famavalAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	fa+maval+AF
        GLOSS:	so/and+example/proverb/for example/proverbs/examples+[acc.indef.]

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P31W2
      OFFSETS:	6-8
       TOKENS:	P31W3-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P31W3
      OFFSETS:	9-11
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	ينتمى
     IS_TRANS:	yntmY
        INDEX:	P31W4
      OFFSETS:	12-17
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotamay_1]
   UNSPLITVOC:	(yanotamiy)
          POS:	IV3MS+IV
          VOC:	ya+notamiy
        GLOSS:	he/it+belong/be amember

 INPUT STRING:	لحزب
     IS_TRANS:	lHzb
        INDEX:	P31W5
      OFFSETS:	18-22
       TOKENS:	P31W6-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hizob_1]
   UNSPLITVOC:	(liHizob)
          POS:	PREP+NOUN
          VOC:	li+Hizob
        GLOSS:	for/to+party

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P31W6
      OFFSETS:	23-27
       TOKENS:	P31W8-P31W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	صحيح
     IS_TRANS:	SHyH
        INDEX:	P31W7
      OFFSETS:	28-32
       TOKENS:	P31W9-P31W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaHiyH_1]
   UNSPLITVOC:	(SaHiyH)
          POS:	ADJ
          VOC:	SaHiyH
        GLOSS:	true/correct/really/truly/yes/right/really/truly

 INPUT STRING:	ولكن
     IS_TRANS:	wlkn
        INDEX:	P32W1
      OFFSETS:	0-4
       TOKENS:	P32W1-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(walakin)
          POS:	CONJ+CONJ
          VOC:	wa+lakin
        GLOSS:	and+But, however, yet, still, nevertheless, on the other hand

 INPUT STRING:	اليس
     IS_TRANS:	Alys
        INDEX:	P32W2
      OFFSETS:	5-9
       TOKENS:	P32W3-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[layosa_2]
   UNSPLITVOC:	(>alayosa)
          POS:	INTERROG_PART+NEG_PART
          VOC:	>a+layosa
        GLOSS:	is/are+not

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P32W3
      OFFSETS:	10-12
       TOKENS:	P32W5-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	ممول
     IS_TRANS:	mmwl
        INDEX:	P32W4
      OFFSETS:	13-17
       TOKENS:	P32W6-P32W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mimaw~il_1]
   UNSPLITVOC:	(mimaw~il)
          POS:	ADJ
          VOC:	mimaw~il
        GLOSS:	financier/financial backer

 INPUT STRING:	ومساند
     IS_TRANS:	wmsAnd
        INDEX:	P32W5
      OFFSETS:	18-24
       TOKENS:	P32W7-P32W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[musAnid_1]
   UNSPLITVOC:	(wamusAnid)
          POS:	CONJ+ADJ
          VOC:	wa+musAnid
        GLOSS:	and+supporting/assisting/pro-

 INPUT STRING:	للحزب
     IS_TRANS:	llHzb
        INDEX:	P32W6
      OFFSETS:	25-30
       TOKENS:	P32W9-P32W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hizob_1]
   UNSPLITVOC:	(lilHizob)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+Hizob
        GLOSS:	for/to+the+party

 INPUT STRING:	اليست
     IS_TRANS:	Alyst
        INDEX:	P33W1
      OFFSETS:	0-5
       TOKENS:	P33W1-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[layosa_2]
   UNSPLITVOC:	(>alayosat)
          POS:	INTERROG_PART+PV+PVSUFF_SUBJ:3FS
          VOC:	>a+layosa+t
        GLOSS:	is/are+not be+it/they/she

 INPUT STRING:	قنواته
     IS_TRANS:	qnwAth
        INDEX:	P33W2
      OFFSETS:	6-12
       TOKENS:	P33W3-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qanAp_1]
   UNSPLITVOC:	(qanawAtuh)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3MS
          VOC:	qanaw+At+uh
        GLOSS:	canal/channel/canals/channels+[fem.pl.]+his/its

 INPUT STRING:	تنشر
     IS_TRANS:	tn$r
        INDEX:	P33W3
      OFFSETS:	13-17
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[na$ar_1]
   UNSPLITVOC:	(tino$ur)
          POS:	IV3FS+IV
          VOC:	ti+no$ur
        GLOSS:	it/they/she+publish/spread

 INPUT STRING:	الفكر
     IS_TRANS:	Alfkr
        INDEX:	P33W4
      OFFSETS:	18-23
       TOKENS:	P33W6-P33W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikor_1]
   UNSPLITVOC:	(Alfikor)
          POS:	DET+NOUN
          VOC:	Al+fikor
        GLOSS:	the+thought/thinking/thoughts/ideas/concepts

 INPUT STRING:	السلفى
     IS_TRANS:	AlslfY
        INDEX:	P33W5
      OFFSETS:	24-30
       TOKENS:	P33W7-P33W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salafiy_1]
   UNSPLITVOC:	(Als~alafiy)
          POS:	DET+ADJ
          VOC:	Al+salafiy
        GLOSS:	the+Salafist/Salafi

 INPUT STRING:	اتحداك
     IS_TRANS:	AtHdAk
        INDEX:	P34W1
      OFFSETS:	0-6
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AtHdAk)
          POS:	NO_FUNC
          VOC:	AtHdAk
        GLOSS:	nogloss

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P34W2
      OFFSETS:	7-9
       TOKENS:	P34W2-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	That, to

 INPUT STRING:	تجيب
     IS_TRANS:	tjyb
        INDEX:	P34W3
      OFFSETS:	10-14
       TOKENS:	P34W3-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(tijiyb)
          POS:	IV2MS+IV
          VOC:	ti+jiyb
        GLOSS:	you+attend

 INPUT STRING:	دليل
     IS_TRANS:	dlyl
        INDEX:	P34W4
      OFFSETS:	15-19
       TOKENS:	P34W4-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daliyl_1]
   UNSPLITVOC:	(daliyl)
          POS:	NOUN
          VOC:	daliyl
        GLOSS:	evidence/proof/indication

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P34W5
      OFFSETS:	20-22
       TOKENS:	P34W5-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	That, to

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P34W6
      OFFSETS:	23-25
       TOKENS:	P34W6-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P34W7
      OFFSETS:	26-28
       TOKENS:	P34W7-P34W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P34W8
      OFFSETS:	29-32
       TOKENS:	P34W8-P34W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	these/this

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P34W9
      OFFSETS:	33-35
       TOKENS:	P34W9-P34W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	يساندوا
     IS_TRANS:	ysAndwA
        INDEX:	P34W10
      OFFSETS:	36-43
       TOKENS:	P34W10-P34W10
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ysAndwA)
          POS:	NO_FUNC
          VOC:	ysAndwA
        GLOSS:	nogloss

 INPUT STRING:	حزب
     IS_TRANS:	Hzb
        INDEX:	P34W11
      OFFSETS:	44-47
       TOKENS:	P34W11-P34W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hizob_1]
   UNSPLITVOC:	(Hizob)
          POS:	NOUN
          VOC:	Hizob
        GLOSS:	party

 INPUT STRING:	النور
     IS_TRANS:	Alnwr
        INDEX:	P34W12
      OFFSETS:	48-53
       TOKENS:	P34W12-P34W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuwr_1]
   UNSPLITVOC:	(Aln~uwr)
          POS:	DET+NOUN_PROP
          VOC:	Al+nuwr
        GLOSS:	the+Nour/Noor

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P35W1
      OFFSETS:	0-2
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	اليفط
     IS_TRANS:	AlyfT
        INDEX:	P35W2
      OFFSETS:	3-8
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yafTap_1]
   UNSPLITVOC:	(AlyufaT)
          POS:	DET+NOUN
          VOC:	Al+yufaT
        GLOSS:	THE+declaration

 INPUT STRING:	مليانة
     IS_TRANS:	mlyAnp
        INDEX:	P35W3
      OFFSETS:	9-15
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maloyAn_1]
   UNSPLITVOC:	(maloyAnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maloyAn+ap
        GLOSS:	containing+[fem.sg.]

 INPUT STRING:	الشوارع
     IS_TRANS:	Al$wArE
        INDEX:	P35W4
      OFFSETS:	16-23
       TOKENS:	P35W4-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	(Al$~awAriE)
          POS:	DET+NOUN
          VOC:	Al+$awAriE
        GLOSS:	the+street/streets

 INPUT STRING:	حزب
     IS_TRANS:	Hzb
        INDEX:	P35W5
      OFFSETS:	24-27
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hizob_1]
   UNSPLITVOC:	(Hizob)
          POS:	NOUN
          VOC:	Hizob
        GLOSS:	party

 INPUT STRING:	النور
     IS_TRANS:	Alnwr
        INDEX:	P35W6
      OFFSETS:	28-33
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuwr_1]
   UNSPLITVOC:	(Aln~uwr)
          POS:	DET+NOUN_PROP
          VOC:	Al+nuwr
        GLOSS:	the+Nour/Noor

 INPUT STRING:	السلفى
     IS_TRANS:	AlslfY
        INDEX:	P35W7
      OFFSETS:	34-40
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salafiy_1]
   UNSPLITVOC:	(Als~alafiy)
          POS:	DET+ADJ
          VOC:	Al+salafiy
        GLOSS:	the+Salafist/Salafi

 INPUT STRING:	والحركة
     IS_TRANS:	wAlHrkp
        INDEX:	P35W8
      OFFSETS:	41-48
       TOKENS:	P35W8-P35W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harakap_1]
   UNSPLITVOC:	(wiAlHarakap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+Harak+ap
        GLOSS:	and+the+movement/activity/organization+[fem.sg.]

 INPUT STRING:	السلفية
     IS_TRANS:	Alslfyp
        INDEX:	P35W9
      OFFSETS:	49-56
       TOKENS:	P35W10-P35W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Alsalafiy~_1]
   UNSPLITVOC:	(Alsalafiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+salafiy~+ap
        GLOSS:	the+Salafi/Salafist+[fem.sg.]

 INPUT STRING:	وبعد
     IS_TRANS:	wbEd
        INDEX:	P36W1
      OFFSETS:	0-4
       TOKENS:	P36W1-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(wibaEod)
          POS:	CONJ+NOUN
          VOC:	wi+baEod
        GLOSS:	and+after

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P36W2
      OFFSETS:	5-8
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like/such

 INPUT STRING:	تنكر
     IS_TRANS:	tnkr
        INDEX:	P36W3
      OFFSETS:	9-13
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nakar_1]
   UNSPLITVOC:	(tinokir)
          POS:	IV2MS+IV
          VOC:	ti+nokir
        GLOSS:	you+deny/refuse

 INPUT STRING:	اجيب
     IS_TRANS:	Ajyb
        INDEX:	P37W1
      OFFSETS:	0-4
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(Aajiyb)
          POS:	IV1S+IV
          VOC:	Aa+jiyb
        GLOSS:	I+attend

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P37W2
      OFFSETS:	5-7
       TOKENS:	P37W2-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	for/to+you

 INPUT STRING:	مليون
     IS_TRANS:	mlywn
        INDEX:	P37W3
      OFFSETS:	8-13
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miloyawon_1]
   UNSPLITVOC:	(miloyawon)
          POS:	NOUN_NUM
          VOC:	miloyawon
        GLOSS:	milluon

 INPUT STRING:	دليل
     IS_TRANS:	dlyl
        INDEX:	P37W4
      OFFSETS:	14-18
       TOKENS:	P37W5-P37W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daliyl_1]
   UNSPLITVOC:	(daliyl)
          POS:	NOUN
          VOC:	daliyl
        GLOSS:	evidence/proof/indication

 INPUT STRING:	ترشيح
     IS_TRANS:	tr$yH
        INDEX:	P38W1
      OFFSETS:	0-5
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taro$iyH_1]
   UNSPLITVOC:	(taro$iyH)
          POS:	NOUN
          VOC:	taro$iyH
        GLOSS:	nomination/candidacy

 INPUT STRING:	المراة
     IS_TRANS:	AlmrAp
        INDEX:	P38W2
      OFFSETS:	6-12
       TOKENS:	P38W2-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maro>ap_1]
   UNSPLITVOC:	(Almaro>ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maro>+ap
        GLOSS:	the+woman+[fem.sg.]

 INPUT STRING:	جاء
     IS_TRANS:	jA'
        INDEX:	P38W3
      OFFSETS:	13-16
       TOKENS:	P38W3-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(jA')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	jA'+(null)
        GLOSS:	arrive/come/occur+he/it [verb]

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P38W4
      OFFSETS:	17-20
