 INPUT STRING:	زواج
        INDEX:	P30W2
      OFFSETS:	4-9
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tazaw~aj_1]
   UNSPLITVOC:	(yitzawij)
          POS:	IV3MS+IV
          VOC:	yi+tzawij
        GLOSS:	he/it+get married

 INPUT STRING:	الشباب
     IS_TRANS:	Al$bAb
        INDEX:	P30W3
      OFFSETS:	10-16
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	(Al$~abAb)
          POS:	DET+NOUN
          VOC:	Al+$abAb
        GLOSS:	the+young men

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P30W4
      OFFSETS:	17-19
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اسرائيليات
     IS_TRANS:	AsrA}ylyAt
        INDEX:	P30W5
      OFFSETS:	20-30
       TOKENS:	P30W5-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isorA}iyliy_1]
   UNSPLITVOC:	(<isorA}iyliy~At)
          POS:	ADJ+NSUFF_FEM_PL
          VOC:	<isorA}iyliy~+At
        GLOSS:	Israeli+[fem.pl.]

 INPUT STRING:	فالاطفال
     IS_TRANS:	fAlATfAl
        INDEX:	P30W6
      OFFSETS:	31-39
       TOKENS:	P30W6-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tifol_1]
   UNSPLITVOC:	(faAl>aTofAl)
          POS:	CONJ+DET+NOUN
          VOC:	fa+Al+>aTofAl
        GLOSS:	so/and+the+children/infants

 INPUT STRING:	بتصبح
     IS_TRANS:	btSbH
        INDEX:	P30W7
      OFFSETS:	40-45
       TOKENS:	P30W8-P30W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aSbaH_1]
   UNSPLITVOC:	(bitiSbaH)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+SbaH
        GLOSS:	[present-tense]+it/they/she+become/begin/start

 INPUT STRING:	جنسيتهم
     IS_TRANS:	jnsythm
        INDEX:	P30W8
      OFFSETS:	46-53
       TOKENS:	P30W10-P30W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jinosiy~ap_1]
   UNSPLITVOC:	(jinosiythum)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3P
          VOC:	jinosiy+ap+hum
        GLOSS:	nationality/citizenship+[fem.sg.]+their

 INPUT STRING:	نفس
     IS_TRANS:	nfs
        INDEX:	P30W9
      OFFSETS:	54-57
       TOKENS:	P30W12-P30W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafos)
          POS:	NOUN
          VOC:	nafos
        GLOSS:	same/self

 INPUT STRING:	جنسيه
     IS_TRANS:	jnsyh
        INDEX:	P30W10
      OFFSETS:	58-63
       TOKENS:	P30W13-P30W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jinosiy~ap_1]
   UNSPLITVOC:	(jinosiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jinosiy~+ap
        GLOSS:	nationality/citizenship+[fem.sg.]

 INPUT STRING:	الام
     IS_TRANS:	AlAm
        INDEX:	P30W11
      OFFSETS:	64-68
       TOKENS:	P30W14-P30W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~_1]
   UNSPLITVOC:	(Al>um~)
          POS:	DET+NOUN
          VOC:	Al+>um~
        GLOSS:	the+mother/maternal

 INPUT STRING:	وبالتالي
     IS_TRANS:	wbAltAly
        INDEX:	P31W1
      OFFSETS:	0-8
       TOKENS:	P31W1-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAliy_1]
   UNSPLITVOC:	(wibiAltAliy)
          POS:	CONJ+PREP+DET+ADJ
          VOC:	wi+bi+Al+tAliy
        GLOSS:	and+with/by+the+following/subsequent

 INPUT STRING:	يزداد
     IS_TRANS:	yzdAd
        INDEX:	P31W2
      OFFSETS:	9-14
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AizodAd_1]
   UNSPLITVOC:	(yizodAd)
          POS:	IV3MS+IV
          VOC:	yi+zodAd
        GLOSS:	it/he+increase

 INPUT STRING:	عدد
     IS_TRANS:	Edd
        INDEX:	P31W3
      OFFSETS:	15-18
       TOKENS:	P31W5-P31W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadad_1]
   UNSPLITVOC:	(Eadad)
          POS:	NOUN
          VOC:	Eadad
        GLOSS:	number/quantity/issue

 INPUT STRING:	اليهود
     IS_TRANS:	Alyhwd
        INDEX:	P31W4
      OFFSETS:	19-25
       TOKENS:	P31W6-P31W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yahuwdiy_1]
   UNSPLITVOC:	(Alyahuwd)
          POS:	DET+NOUN
          VOC:	Al+yahuwd
        GLOSS:	the+Jews

 INPUT STRING:	ودي
     IS_TRANS:	wdy
        INDEX:	P31W5
      OFFSETS:	26-29
       TOKENS:	P31W7-P31W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(widiy)
          POS:	CONJ+DEM_PRON
          VOC:	wi+diy
        GLOSS:	and+this/these

 INPUT STRING:	خطه
     IS_TRANS:	xTh
        INDEX:	P31W6
      OFFSETS:	30-33
       TOKENS:	P31W9-P31W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiT~ap_1]
   UNSPLITVOC:	(xiT~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xiT~+ap
        GLOSS:	plan/project+[fem.sg.]

 INPUT STRING:	يهوديه
     IS_TRANS:	yhwdyh
        INDEX:	P31W7
      OFFSETS:	34-40
       TOKENS:	P31W10-P31W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yahuwdiy_1]
   UNSPLITVOC:	(yahuwdiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	yahuwdiy~+ap
        GLOSS:	Jewish+[fem.sg.]

 INPUT STRING:	متخرش
     IS_TRANS:	mtxr$
        INDEX:	P31W8
      OFFSETS:	41-46
       TOKENS:	P31W11-P31W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xar~_2]
   UNSPLITVOC:	(mAtxur~i$)
          POS:	NEG_PART+IV3FS+IV+NEG_PART
          VOC:	mA+ti+xur~+$
        GLOSS:	not+she/it/they+seep+not

 INPUT STRING:	الميه
     IS_TRANS:	Almyh
        INDEX:	P31W9
      OFFSETS:	47-52
       TOKENS:	P31W14-P31W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[may~ap_1]
   UNSPLITVOC:	(Almay~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+may~+ap
        GLOSS:	the+water+[fem.sg.]

 INPUT STRING:	وطبعا
     IS_TRANS:	wTbEA
        INDEX:	P32W1
      OFFSETS:	0-5
       TOKENS:	P32W1-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(wiTaboEAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+TaboE+AF
        GLOSS:	and+naturally/of course+[acc.indef.]

 INPUT STRING:	الطفل
     IS_TRANS:	AlTfl
        INDEX:	P32W2
      OFFSETS:	6-11
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tifol_1]
   UNSPLITVOC:	(AlT~ifol)
          POS:	DET+NOUN
          VOC:	Al+Tifol
        GLOSS:	the+child/boy

 INPUT STRING:	بيتاثر
     IS_TRANS:	bytAvr
        INDEX:	P32W3
      OFFSETS:	12-18
       TOKENS:	P32W4-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aito>av~ar_1]
   UNSPLITVOC:	(biyito>av~ar)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+to>av~ar
        GLOSS:	[present-tense]+he/it+be influenced/be affected

 INPUT STRING:	بالام
     IS_TRANS:	bAlAm
        INDEX:	P32W4
      OFFSETS:	19-24
       TOKENS:	P32W6-P32W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~_1]
   UNSPLITVOC:	(biAl>um~)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+>um~
        GLOSS:	with/by+the+mother/maternal

 INPUT STRING:	فتاخذه
     IS_TRANS:	ftAx*h
        INDEX:	P32W5
      OFFSETS:	25-31
       TOKENS:	P32W8-P32W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>axa*_1]
   UNSPLITVOC:	(fatAx*uh)
          POS:	CONJ+IV3FS+IV+IVSUFF_DO:3MS
          VOC:	fa+ta+>x*+uh
        GLOSS:	and/so+she/it/they+take/begin+him/it

 INPUT STRING:	معها
     IS_TRANS:	mEhA
        INDEX:	P32W6
      OFFSETS:	32-36
       TOKENS:	P32W11-P32W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	maEa+hA
        GLOSS:	something with+its/their/her

 INPUT STRING:	الدير
     IS_TRANS:	Aldyr
        INDEX:	P32W7
      OFFSETS:	37-42
       TOKENS:	P32W13-P32W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dayr_1]
   UNSPLITVOC:	(Ald~ayr)
          POS:	DET+NOUN
          VOC:	Al+dayr
        GLOSS:	the+monastery/convent

 INPUT STRING:	فيتعلم
     IS_TRANS:	fytElm
        INDEX:	P32W8
      OFFSETS:	43-49
       TOKENS:	P32W14-P32W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoEal~im_1]
   UNSPLITVOC:	(fayitoEal~im)
          POS:	CONJ+IV3MS+IV
          VOC:	fa+yi+toEal~im
        GLOSS:	and/so+he/it+learn/study

 INPUT STRING:	التوراه
     IS_TRANS:	AltwrAh
        INDEX:	P32W9
      OFFSETS:	50-57
       TOKENS:	P32W16-P32W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taworAp_1]
   UNSPLITVOC:	(Alt~aworAp)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+taworA+ap
        GLOSS:	the+Torah+[fem.sg.]

 INPUT STRING:	وفي
     IS_TRANS:	wfy
        INDEX:	P32W10
      OFFSETS:	58-61
       TOKENS:	P32W17-P32W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	CONJ+PREP
          VOC:	wi+fiy
        GLOSS:	and+in

 INPUT STRING:	الغالب
     IS_TRANS:	AlgAlb
        INDEX:	P32W11
      OFFSETS:	62-68
       TOKENS:	P32W19-P32W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gAlib_1]
   UNSPLITVOC:	(AlgAlib)
          POS:	DET+ADJ
          VOC:	Al+gAlib
        GLOSS:	the+majority/predominant

 INPUT STRING:	يعتنق
     IS_TRANS:	yEtnq
        INDEX:	P32W12
      OFFSETS:	69-74
       TOKENS:	P32W20-P32W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiEtanaq_1]
   UNSPLITVOC:	(yiEtaniq)
          POS:	IV3MS+IV
          VOC:	yi+Etaniq
        GLOSS:	he/it+embrace/adopt

 INPUT STRING:	اليهوديه
     IS_TRANS:	Alyhwdyh
        INDEX:	P32W13
      OFFSETS:	75-83
       TOKENS:	P32W21-P32W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yahuwdiy~ap_1]
   UNSPLITVOC:	(Alyahuwdiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+yahuwdiy~+ap
        GLOSS:	the+Judaism+[fem.sg.]

 INPUT STRING:	ويزداد
     IS_TRANS:	wyzdAd
        INDEX:	P33W1
      OFFSETS:	0-6
       TOKENS:	P33W1-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AizodAd_1]
   UNSPLITVOC:	(wiyizodAd)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+zodAd
        GLOSS:	and+he/it+increase

 INPUT STRING:	اليهود
     IS_TRANS:	Alyhwd
        INDEX:	P33W2
      OFFSETS:	7-13
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yahuwdiy_1]
   UNSPLITVOC:	(Alyahuwd)
          POS:	DET+NOUN
          VOC:	Al+yahuwd
        GLOSS:	the+Jews

 INPUT STRING:	يوما
     IS_TRANS:	ywmA
        INDEX:	P33W3
      OFFSETS:	14-18
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(yuwm)
          POS:	NOUN
          VOC:	yuwm
        GLOSS:	day

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P33W4
      OFFSETS:	19-22
       TOKENS:	P33W5-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P33W5
      OFFSETS:	23-26
       TOKENS:	P33W6-P33W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	day

 INPUT STRING:	فحرام
     IS_TRANS:	fHrAm
        INDEX:	P34W1
      OFFSETS:	0-5
       TOKENS:	P34W1-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(faHarAm)
          POS:	CONJ+NOUN
          VOC:	fa+HarAm
        GLOSS:	so/and+sin/offense

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P34W2
      OFFSETS:	6-11
       TOKENS:	P34W3-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P34W3
      OFFSETS:	12-14
       TOKENS:	P34W5-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	شباب
     IS_TRANS:	$bAb
        INDEX:	P34W4
      OFFSETS:	15-19
       TOKENS:	P34W6-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$ab~_1]
   UNSPLITVOC:	($abAb)
          POS:	NOUN
          VOC:	$abAb
        GLOSS:	young men

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P34W5
      OFFSETS:	20-23
       TOKENS:	P34W7-P34W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P34W6
      OFFSETS:	24-28
       TOKENS:	P34W8-P34W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	بتعملوه
     IS_TRANS:	btEmlwh
        INDEX:	P34W7
      OFFSETS:	29-36
       TOKENS:	P34W9-P34W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomiluwh)
          POS:	PROG_PART+IV2P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3MS
          VOC:	bi+ti+Eomil+uwA+uh
        GLOSS:	[present-tense]+you [pl.]+work/function/act+[pl.]+it/him

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P34W8
      OFFSETS:	37-39
       TOKENS:	P34W12-P34W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	نفسكم
     IS_TRANS:	nfskm
        INDEX:	P34W9
      OFFSETS:	40-45
       TOKENS:	P34W13-P34W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nafs_1]
   UNSPLITVOC:	(nafsukum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	nafs+kum
        GLOSS:	same/self+your [pl.]

 INPUT STRING:	وفي
     IS_TRANS:	wfy
        INDEX:	P34W10
      OFFSETS:	46-49
       TOKENS:	P34W15-P34W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	CONJ+PREP
          VOC:	wi+fiy
        GLOSS:	and+in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P34W11
      OFFSETS:	50-53
       TOKENS:	P34W17-P34W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

