 INPUT STRING:	دلوقت
      COMMENT:	[]
        LEMMA:	[nawE_1]
   UNSPLITVOC:	(nawE)
          POS:	NOUN
          VOC:	nawE
        GLOSS:	kind/type/kinds/species

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P16W4
      OFFSETS:	15-17
       TOKENS:	P16W4-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الاعاقه
     IS_TRANS:	AlAEAqh
        INDEX:	P16W5
      OFFSETS:	18-25
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iEAqap_1]
   UNSPLITVOC:	(Al<iEAqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+<iEAq+ap
        GLOSS:	the+hindering/impeding+[fem.sg.]

 INPUT STRING:	النفسيه
     IS_TRANS:	Alnfsyh
        INDEX:	P16W6
      OFFSETS:	26-33
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nafosiy_1]
   UNSPLITVOC:	(Alnafosiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+nafosiy~+ap
        GLOSS:	the+psychological/spiritual/mental+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P16W7
      OFFSETS:	34-35
       TOKENS:	P16W7-P16W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	العجز
     IS_TRANS:	AlEjz
        INDEX:	P16W8
      OFFSETS:	36-41
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajoz_1]
   UNSPLITVOC:	(AlEajoz)
          POS:	DET+NOUN
          VOC:	Al+Eajoz
        GLOSS:	the+weakness/inability/deficit/insolvency

 INPUT STRING:	الابداعي
     IS_TRANS:	AlAbdAEy
        INDEX:	P16W9
      OFFSETS:	42-50
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ibodAEiy_1]
   UNSPLITVOC:	(Al<ibodAEiy)
          POS:	DET+ADJ
          VOC:	Al+<ibodAEiy
        GLOSS:	the+original/creative

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P16W10
      OFFSETS:	51-52
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	الفكري
     IS_TRANS:	Alfkry
        INDEX:	P16W11
      OFFSETS:	53-59
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikoriy_1]
   UNSPLITVOC:	(Alfikoriy)
          POS:	DET+ADJ
          VOC:	Al+fikoriy
        GLOSS:	the+intellectual/mental/spiritual

 INPUT STRING:	المبدأ
     IS_TRANS:	Almbd>
        INDEX:	P17W1
      OFFSETS:	0-6
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maboda>_1]
   UNSPLITVOC:	(Almaboda>)
          POS:	DET+NOUN
          VOC:	Al+maboda>
        GLOSS:	the+principle/basis/principles/bases

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P17W2
      OFFSETS:	7-11
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	ADJ
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P17W3
      OFFSETS:	12-14
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P17W4
      OFFSETS:	15-18
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you/you [masc.sg.]

 INPUT STRING:	مستعد
     IS_TRANS:	mstEd
        INDEX:	P17W5
      OFFSETS:	19-24
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotaEid~_1]
   UNSPLITVOC:	(musotaEid~)
          POS:	ADJ.VN
          VOC:	musotaEid~
        GLOSS:	ready/prepared

 INPUT STRING:	تجنب
     IS_TRANS:	tjnb
        INDEX:	P17W6
      OFFSETS:	25-29
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jan~ab_1]
   UNSPLITVOC:	(tijanib)
          POS:	IV2MS+IV
          VOC:	ti+janib
        GLOSS:	you [masc.sg.]+avert

 INPUT STRING:	مخك
     IS_TRANS:	mxk
        INDEX:	P17W7
      OFFSETS:	30-33
       TOKENS:	P17W7-P17W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mux~_1]
   UNSPLITVOC:	(mux~ak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	mux~+ak
        GLOSS:	brain/brains+your

 INPUT STRING:	صدقنى
     IS_TRANS:	SdqnY
        INDEX:	P17W8
      OFFSETS:	34-39
       TOKENS:	P17W9-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sad~aq_1]
   UNSPLITVOC:	(Sad~aqniy)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1S
          VOC:	Sad~aq+(null)+niy
        GLOSS:	believe/give credence to/confirm/be believed/ratify/adopt+you+me

 INPUT STRING:	هتقتنع
     IS_TRANS:	htqtnE
        INDEX:	P17W9
      OFFSETS:	40-46
       TOKENS:	P17W11-P17W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiqotanaE_1]
   UNSPLITVOC:	(HatiqotaniE)
          POS:	FUT_PART+IV2MS+IV
          VOC:	Ha+ti+qotaniE
        GLOSS:	will+you+be persuade/be convinced

 INPUT STRING:	باى
     IS_TRANS:	bAY
        INDEX:	P17W10
      OFFSETS:	47-50
       TOKENS:	P17W13-P17W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(bi>ay~)
          POS:	PREP+NOUN_QUANT
          VOC:	bi+>ay~
        GLOSS:	with/by+any

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P17W11
      OFFSETS:	51-55
       TOKENS:	P17W15-P17W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P17W12
      OFFSETS:	55-56
       TOKENS:	P17W16-P17W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P17W13
      OFFSETS:	57-59
       TOKENS:	P17W17-P17W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P17W14
      OFFSETS:	60-62
       TOKENS:	P17W18-P17W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P17W15
      OFFSETS:	63-67
       TOKENS:	P17W19-P17W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN
          VOC:	wAHid
        GLOSS:	one/individual/person

 INPUT STRING:	استخدم
     IS_TRANS:	Astxdm
        INDEX:	P17W16
      OFFSETS:	68-74
       TOKENS:	P17W20-P17W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotaxodim_1]
   UNSPLITVOC:	(Aisotaxodim)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Aisotaxodim+(null)
        GLOSS:	employ/utilize/use+he/it

 INPUT STRING:	مخه
     IS_TRANS:	mxh
        INDEX:	P17W17
      OFFSETS:	75-78
       TOKENS:	P17W21-P17W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mux~_1]
   UNSPLITVOC:	(mux~uh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	mux~+uh
        GLOSS:	brain/brains+his/its

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P17W18
      OFFSETS:	79-80
       TOKENS:	P17W23-P17W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	عمل
     IS_TRANS:	Eml
        INDEX:	P17W19
      OFFSETS:	81-84
       TOKENS:	P17W24-P17W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Eamal+(null)
        GLOSS:	function/make/act/do+he/it

 INPUT STRING:	بمبدا
     IS_TRANS:	bmbdA
        INDEX:	P17W20
      OFFSETS:	85-90
       TOKENS:	P17W25-P17W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maboda>_1]
   UNSPLITVOC:	(bimaboda>)
          POS:	PREP+NOUN
          VOC:	bi+maboda>
        GLOSS:	with/by+principle/basis/principles/bases

 INPUT STRING:	انى
     IS_TRANS:	AnY
        INDEX:	P17W21
      OFFSETS:	91-94
       TOKENS:	P17W27-P17W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~iy)
          POS:	SUB_CONJ+PRON_1S
          VOC:	<in~+iy
        GLOSS:	that+I

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P17W22
      OFFSETS:	95-99
       TOKENS:	P17W29-P17W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	ابقى
     IS_TRANS:	AbqY
        INDEX:	P17W23
      OFFSETS:	100-104
       TOKENS:	P17W30-P17W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[boqaY_2]
   UNSPLITVOC:	(AaboqaY)
          POS:	IV1S+IV
          VOC:	Aa+boqaY
        GLOSS:	I+become/remain

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P17W24
      OFFSETS:	105-108
       TOKENS:	P17W31-P17W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	ADJ
          VOC:	galaT
        GLOSS:	wrong

 INPUT STRING:	الدنيا
     IS_TRANS:	AldnyA
        INDEX:	P17W25
      OFFSETS:	109-115
       TOKENS:	P17W32-P17W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dunoyA_1]
   UNSPLITVOC:	(Ald~unoyA)
          POS:	DET+NOUN
          VOC:	Al+dunoyA
        GLOSS:	the+world/worlds

 INPUT STRING:	هتتغير
     IS_TRANS:	httgyr
        INDEX:	P17W26
      OFFSETS:	116-122
       TOKENS:	P17W33-P17W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitogay~ar_1]
   UNSPLITVOC:	(Hatitogay~ar)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+togay~ar
        GLOSS:	will+it/they/she+be changed/modify/be modified/change

 INPUT STRING:	تماما
     IS_TRANS:	tmAmA
        INDEX:	P17W27
      OFFSETS:	123-128
       TOKENS:	P17W35-P17W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	tamAm+AF
        GLOSS:	exact/complete/exactly/completely+[acc.indef.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P17W28
      OFFSETS:	128-129
       TOKENS:	P17W36-P17W36
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	المشكلة
     IS_TRANS:	Alm$klp
        INDEX:	P18W1
      OFFSETS:	0-7
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue/problems/issues/inconveniences+[fem.sg.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P18W2
      OFFSETS:	8-10
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P18W3
      OFFSETS:	11-15
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P18W4
      OFFSETS:	16-20
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqA_2]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+be/become/remain

 INPUT STRING:	جاهل
     IS_TRANS:	jAhl
        INDEX:	P18W5
      OFFSETS:	21-25
       TOKENS:	P18W5-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAhil_1]
   UNSPLITVOC:	(jAhil)
          POS:	ADJ
          VOC:	jAhil
        GLOSS:	ignorant/foolish

 INPUT STRING:	مثلا
     IS_TRANS:	mvlA
        INDEX:	P18W6
      OFFSETS:	26-30
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(mavalAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	maval+AF
        GLOSS:	example/proverb/for example/proverbs/examples+[acc.indef.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P18W7
      OFFSETS:	31-33
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	مؤمن
     IS_TRANS:	m&mn
        INDEX:	P18W8
      OFFSETS:	34-38
       TOKENS:	P18W8-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&am~an_1]
   UNSPLITVOC:	(mu&am~an)
          POS:	ADJ
          VOC:	mu&am~an
        GLOSS:	believing

 INPUT STRING:	بحاجة
     IS_TRANS:	bHAjp
        INDEX:	P18W9
      OFFSETS:	39-44
       TOKENS:	P18W9-P18W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(biHAjap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+HAj+ap
        GLOSS:	with/by+need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P18W10
      OFFSETS:	45-47
       TOKENS:	P18W11-P18W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P18W11
      OFFSETS:	48-50
       TOKENS:	P18W12-P18W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	somebody/some one/one/someone

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P18W12
      OFFSETS:	51-52
       TOKENS:	P18W13-P18W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	يجى
     IS_TRANS:	yjY
        INDEX:	P18W13
      OFFSETS:	53-56
       TOKENS:	P18W14-P18W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(yijiy)
          POS:	IV3MS+IV
          VOC:	yi+jiy
        GLOSS:	he/it+occur/come/cime/arrive

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P18W14
      OFFSETS:	57-59
       TOKENS:	P18W15-P18W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	somebody/some one/one/someone

 INPUT STRING:	يكلمه
     IS_TRANS:	yklmh
        INDEX:	P18W15
      OFFSETS:	60-65
       TOKENS:	P18W16-P18W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(yikal~imuh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	yi+kal~im+uh
        GLOSS:	he/it+talk/speak+it/him

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P18W16
      OFFSETS:	66-68
       TOKENS:	P18W18-P18W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	الحاجة
     IS_TRANS:	AlHAjp
        INDEX:	P18W17
      OFFSETS:	69-75
       TOKENS:	P18W19-P18W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(AlHAjap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+HAj+ap
        GLOSS:	the+need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P18W18
      OFFSETS:	76-78
       TOKENS:	P18W20-P18W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	الحد
     IS_TRANS:	AlHd
        INDEX:	P18W19
      OFFSETS:	79-83
       TOKENS:	P18W21-P18W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(AlHad~)
          POS:	DET+NOUN
          VOC:	Al+Had~
        GLOSS:	the+some body/some one/one

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P18W20
      OFFSETS:	84-86
       TOKENS:	P18W22-P18W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dA_1]
   UNSPLITVOC:	(dA)
          POS:	DEM_PRON_MS
          VOC:	dA
        GLOSS:	this

 INPUT STRING:	يقوم
     IS_TRANS:	yqwm
        INDEX:	P18W21
      OFFSETS:	87-91
       TOKENS:	P18W23-P18W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(yiquwm)
          POS:	IV3MS+IV
          VOC:	yi+quwm
        GLOSS:	he/it+undertake/carry out/rise/stand/get up/do/be based (on)

 INPUT STRING:	يهب
     IS_TRANS:	yhb
        INDEX:	P18W22
      OFFSETS:	92-95
       TOKENS:	P18W24-P18W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hab_1]
   UNSPLITVOC:	(yihib)
          POS:	IV3MS+IV
          VOC:	yi+hib
        GLOSS:	it/he+get up/set up/below

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P18W23
      OFFSETS:	96-99
       TOKENS:	P18W25-P18W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P18W24
      OFFSETS:	100-101
       TOKENS:	P18W27-P18W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	يشتم
     IS_TRANS:	y$tm
        INDEX:	P18W25
      OFFSETS:	102-106
       TOKENS:	P18W28-P18W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$atam_1]
   UNSPLITVOC:	(yi$otim)
          POS:	IV3MS+IV
          VOC:	yi+$otim
        GLOSS:	he/it+revile/curse

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P18W26
      OFFSETS:	107-110
       TOKENS:	P18W29-P18W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P18W27
      OFFSETS:	111-112
       TOKENS:	P18W31-P18W31
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	يتهم
     IS_TRANS:	ythm
        INDEX:	P18W28
      OFFSETS:	113-117
       TOKENS:	P18W32-P18W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<it~aham_1]
   UNSPLITVOC:	(yit~ahim)
          POS:	IV3MS+IV
          VOC:	yi+t~ahim
        GLOSS:	he/it+accuse

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P18W29
      OFFSETS:	118-121
       TOKENS:	P18W33-P18W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
