 INPUT STRING:	افتحوا
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(mA_simiEtuw$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:2P+NEG_PART
          VOC:	mA+simiE+tuwA+$
        GLOSS:	not+listen/be heard/hear+you+not

 INPUT STRING:	عقيد
     IS_TRANS:	Eqyd
        INDEX:	P21W3
      OFFSETS:	11-15
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaqiyd_1]
   UNSPLITVOC:	(Eaqiyd)
          POS:	NOUN
          VOC:	Eaqiyd
        GLOSS:	colonel/colonels

 INPUT STRING:	الشرطه
     IS_TRANS:	Al$rTh
        INDEX:	P21W4
      OFFSETS:	16-22
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uroTap_1]
   UNSPLITVOC:	(Al$~uroTap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$uroT+ap
        GLOSS:	the+police+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P21W5
      OFFSETS:	23-27
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	شتم
     IS_TRANS:	$tm
        INDEX:	P21W6
      OFFSETS:	28-31
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$atam_1]
   UNSPLITVOC:	($atam)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$atam+(null)
        GLOSS:	revile/curse+he/it

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P21W7
      OFFSETS:	32-34
       TOKENS:	P21W9-P21W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P21W8
      OFFSETS:	35-41
       TOKENS:	P21W10-P21W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	العسكرى
     IS_TRANS:	AlEskrY
        INDEX:	P21W9
      OFFSETS:	42-49
       TOKENS:	P21W11-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy)
          POS:	DET+ADJ
          VOC:	Al+Easokariy
        GLOSS:	the+military/army

 INPUT STRING:	وقال
     IS_TRANS:	wqAl
        INDEX:	P22W1
      OFFSETS:	0-4
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiqAl)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+qAl+(null)
        GLOSS:	and+said/say/be said/(for example)+he/it

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P22W2
      OFFSETS:	5-7
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	البلطجية
     IS_TRANS:	AlblTjyp
        INDEX:	P22W3
      OFFSETS:	8-16
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[balTajiy~_1]
   UNSPLITVOC:	(AlbalTajiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+balTajiy~+ap
        GLOSS:	the+ruffian/gangster+[fem.sg.]

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P22W4
      OFFSETS:	17-20
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	these/this

 INPUT STRING:	شغلتنا
     IS_TRANS:	$gltnA
        INDEX:	P22W5
      OFFSETS:	21-27
       TOKENS:	P22W6-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ugolap_1]
   UNSPLITVOC:	($ugolitnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	$ugol+ap+nA
        GLOSS:	work+[fem.sg.]+our

 INPUT STRING:	فزاعه
     IS_TRANS:	fzAEh
        INDEX:	P23W1
      OFFSETS:	0-5
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fazAEap_1]
   UNSPLITVOC:	(fazAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fazAE+ap
        GLOSS:	terrifying+[fem.sg.]

 INPUT STRING:	بيستخدمها
     IS_TRANS:	bystxdmhA
        INDEX:	P23W2
      OFFSETS:	6-15
       TOKENS:	P23W2-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<isotaxodim_1]
   UNSPLITVOC:	(biyisotaxodimhA)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3FS
          VOC:	bi+yi+sotaxodim+hA
        GLOSS:	[present-tense]+he/it+use+it/them/her

 INPUT STRING:	العسكر
     IS_TRANS:	AlEskr
        INDEX:	P23W3
      OFFSETS:	16-22
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokar_1]
   UNSPLITVOC:	(AlEasokar)
          POS:	DET+NOUN
          VOC:	Al+Easokar
        GLOSS:	the+army/troops/armies/soldiers

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P23W4
      OFFSETS:	23-27
       TOKENS:	P23W6-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	for+that

 INPUT STRING:	يشوه
     IS_TRANS:	y$wh
        INDEX:	P23W5
      OFFSETS:	28-32
       TOKENS:	P23W8-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aw~ih_1]
   UNSPLITVOC:	(yi$aw~ih)
          POS:	IV3MS+IV
          VOC:	yi+$aw~ih
        GLOSS:	he/it+be deformed/be distorted/tarnish/deform/disfigure/become ugly/distort

 INPUT STRING:	المتظاهريين
     IS_TRANS:	AlmtZAhryyn
        INDEX:	P23W6
      OFFSETS:	33-44
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlmutaZAhir_1]
   UNSPLITVOC:	(AlmutaZAhriyyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+mutaZAhr+iyyn
        GLOSS:	the+protesters+[masc.pl.]

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P24W1
      OFFSETS:	0-2
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	well/ok/good

 INPUT STRING:	بلاش
     IS_TRANS:	blA$
        INDEX:	P24W2
      OFFSETS:	3-7
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balA$_1]
   UNSPLITVOC:	(balA$)
          POS:	NEG_PART
          VOC:	balA$
        GLOSS:	no/not/non-/except for/except/rhetorical question/do not/is

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P24W3
      OFFSETS:	8-10
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	شوفت
     IS_TRANS:	$wft
        INDEX:	P24W4
      OFFSETS:	11-15
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwft)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	$uwf+t
        GLOSS:	look+you

 INPUT STRING:	الفيديو
     IS_TRANS:	Alfydyw
        INDEX:	P24W5
      OFFSETS:	16-23
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiydyuw_1]
   UNSPLITVOC:	(Alfiydyuw)
          POS:	DET+NOUN
          VOC:	Al+fiydyuw
        GLOSS:	the+video/videos

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P24W6
      OFFSETS:	24-28
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	عرضوا
     IS_TRANS:	ErDwA
        INDEX:	P24W7
      OFFSETS:	29-34
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaraD_1]
   UNSPLITVOC:	(EaraDuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	EaraD+uwA
        GLOSS:	exhibit/present/review/inspect/be exhibited/be presented/be reviewed/be inspected+they

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P24W8
      OFFSETS:	35-41
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis/councils/boards

 INPUT STRING:	النهارده
     IS_TRANS:	AlnhArdh
        INDEX:	P24W9
      OFFSETS:	42-50
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AlnhArdh)
          POS:	NO_FUNC
          VOC:	AlnhArdh
        GLOSS:	nogloss

 INPUT STRING:	لشوية
     IS_TRANS:	l$wyp
        INDEX:	P24W10
      OFFSETS:	51-56
       TOKENS:	P24W10-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	(li$uway~ap)
          POS:	PREP+NOUN_QUANT+NSUFF_FEM_SG
          VOC:	li+$uway~+ap
        GLOSS:	for/to+a little bit+[fem.sg.]

 INPUT STRING:	عيال
     IS_TRANS:	EyAl
        INDEX:	P24W11
      OFFSETS:	57-61
       TOKENS:	P24W12-P24W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~il_1]
   UNSPLITVOC:	(EiyAl)
          POS:	NOUN
          VOC:	EiyAl
        GLOSS:	kids

 INPUT STRING:	شكلهم
     IS_TRANS:	$klhm
        INDEX:	P24W12
      OFFSETS:	62-67
       TOKENS:	P24W13-P24W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akoluhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	$akol+hum
        GLOSS:	manner/form/configuration/manners/types/forms/configurations+their

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P24W13
      OFFSETS:	68-70
       TOKENS:	P24W15-P24W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P24W14
      OFFSETS:	71-73
       TOKENS:	P24W16-P24W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~_1]
   UNSPLITVOC:	(qad~)
          POS:	NOUN
          VOC:	qad~
        GLOSS:	size/physique

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P24W15
      OFFSETS:	74-77
       TOKENS:	P24W17-P24W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	like that

 INPUT STRING:	وادعى
     IS_TRANS:	wAdEY
        INDEX:	P24W16
      OFFSETS:	78-83
       TOKENS:	P24W18-P24W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<id~aEaY_1]
   UNSPLITVOC:	(wa<id~aEaY)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wa+<id~aEaY+(null)
        GLOSS:	and+allege/claim/testify+he/it [verb]

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P24W17
      OFFSETS:	84-88
       TOKENS:	P24W20-P24W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P24W18
      OFFSETS:	89-91
       TOKENS:	P24W22-P24W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المعتصمين
     IS_TRANS:	AlmEtSmyn
        INDEX:	P24W19
      OFFSETS:	92-101
       TOKENS:	P24W23-P24W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEotaSim_1]
   UNSPLITVOC:	(AlmuEotaSimiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+muEotaSim+iyn
        GLOSS:	the+seeking refuge/resorting to+[masc.pl.]

 INPUT STRING:	طلع
     IS_TRANS:	TlE
        INDEX:	P25W1
      OFFSETS:	0-3
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(TiliE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	TiliE+(null)
        GLOSS:	exit/go out/become/rise/appear+he/it

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P25W2
      OFFSETS:	4-6
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الاخر
     IS_TRANS:	AlAxr
        INDEX:	P25W3
      OFFSETS:	7-12
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|xir_1]
   UNSPLITVOC:	(Al|xir)
          POS:	DET+ADJ_COMP
          VOC:	Al+|xir
        GLOSS:	the+last/end

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P25W4
      OFFSETS:	13-17
       TOKENS:	P25W4-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	متهمين
     IS_TRANS:	mthmyn
        INDEX:	P25W5
      OFFSETS:	18-24
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mut~aham_1]
   UNSPLITVOC:	(mut~ahamiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	mut~aham+iyn
        GLOSS:	accused/indicted/suspected+[masc.pl.]

 INPUT STRING:	والنيابة
     IS_TRANS:	wAlnyAbp
        INDEX:	P25W6
      OFFSETS:	25-33
       TOKENS:	P25W7-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niyAbap_1]
   UNSPLITVOC:	(wiAlniyAbap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+niyAb+ap
        GLOSS:	and+the+proxy/deputyship/instead of/in lieu of+[fem.sg.]

 INPUT STRING:	مطلعه
     IS_TRANS:	mTlEh
        INDEX:	P25W7
      OFFSETS:	34-39
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miTal~aE_1]
   UNSPLITVOC:	(miTal~aEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	miTal~aE+ap
        GLOSS:	appeared/show+[fem.sg.]

 INPUT STRING:	قرار
     IS_TRANS:	qrAr
        INDEX:	P25W8
      OFFSETS:	40-44
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarAr)
          POS:	NOUN
          VOC:	qarAr
        GLOSS:	decision/resolution/decisions/resolutions

 INPUT STRING:	بحبسهم
     IS_TRANS:	bHbshm
        INDEX:	P25W9
      OFFSETS:	45-51
       TOKENS:	P25W11-P25W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habos_1]
   UNSPLITVOC:	(biHabosuhum)
          POS:	PREP+NOUN+POSS_PRON_3P
          VOC:	bi+Habos+hum
        GLOSS:	with/by+confinement/custody+their

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P25W10
      OFFSETS:	52-54
       TOKENS:	P25W14-P25W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P25W11
      OFFSETS:	55-58
       TOKENS:	P25W15-P25W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	ever/period/day/today/some day

 INPUT STRING:	الاربعا
     IS_TRANS:	AlArbEA
        INDEX:	P25W12
      OFFSETS:	59-66
       TOKENS:	P25W16-P25W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ArbaEA_1]
   UNSPLITVOC:	(AlArbaEA)
          POS:	DET+NOUN
          VOC:	Al+ArbaEA
        GLOSS:	the+wednesday

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P25W13
      OFFSETS:	67-71
       TOKENS:	P25W17-P25W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	فات
     IS_TRANS:	fAt
        INDEX:	P25W14
      OFFSETS:	72-75
       TOKENS:	P25W18-P25W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAt_1]
   UNSPLITVOC:	(fAt)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	fAt+(null)
        GLOSS:	expire/go by+he/it

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P25W15
      OFFSETS:	76-78
       TOKENS:	P25W19-P25W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	قسم
     IS_TRANS:	qsm
        INDEX:	P25W16
      OFFSETS:	79-82
       TOKENS:	P25W20-P25W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qisom_1]
   UNSPLITVOC:	(qisom)
          POS:	NOUN
          VOC:	qisom
        GLOSS:	portion/section/portions/sections/department/division/departments/divisions

 INPUT STRING:	القبه
     IS_TRANS:	Alqbh
        INDEX:	P25W17
      OFFSETS:	83-88
       TOKENS:	P25W21-P25W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qubah_1]
   UNSPLITVOC:	(Alqubah)
          POS:	DET+NOUN_PROP
          VOC:	Al+qubah
        GLOSS:	the+qubah

 INPUT STRING:	وتقدروا
     IS_TRANS:	wtqdrwA
        INDEX:	P25W18
      OFFSETS:	89-96
       TOKENS:	P25W22-P25W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qidir_1]
   UNSPLITVOC:	(witiqodaruwA)
          POS:	CONJ+IV2P+IV+IVSUFF_SUBJ:P
          VOC:	wi+ti+qodar+uwA
        GLOSS:	and+you+able to/be able/be able to/be capable of/make possible/dispose/allow+we

 INPUT STRING:	تروحوا
     IS_TRANS:	trwHwA
        INDEX:	P25W19
      OFFSETS:	97-103
       TOKENS:	P25W24-P25W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(turuwHuwA)
          POS:	IV2P+IV+IVSUFF_SUBJ:P
          VOC:	tu+ruwH+uwA
        GLOSS:	you+begin/go+[pl.]

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P25W20
      OFFSETS:	104-108
       TOKENS:	P25W25-P25W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	وتتاكدوا
     IS_TRANS:	wttAkdwA
        INDEX:	P25W21
      OFFSETS:	109-117
       TOKENS:	P25W26-P25W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ito>ak~id_1]
   UNSPLITVOC:	(witito>akiduwA)
          POS:	CONJ+IV2P+IV+IVSUFF_SUBJ:P
          VOC:	wi+ti+to>akid+uwA
        GLOSS:	and+you+confirm+[pl.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P26W1
      OFFSETS:	0-3
       TOKENS:	P26W1-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	بلاش
     IS_TRANS:	blA$
        INDEX:	P26W2
      OFFSETS:	4-8
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balA$_1]
   UNSPLITVOC:	(balA$)
          POS:	NEG_PART
          VOC:	balA$
        GLOSS:	no/not/non-/except for/except/rhetorical question/do not/is

 INPUT STRING:	انتوا
     IS_TRANS:	AntwA
        INDEX:	P26W3
      OFFSETS:	9-14
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotuw_1]
   UNSPLITVOC:	(Ainotuw)
          POS:	PRON_2P
          VOC:	Ainotuw
        GLOSS:	you

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P26W4
      OFFSETS:	15-17
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P26W5
      OFFSETS:	18-24
       TOKENS:	P26W6-P26W6
