 INPUT STRING:	مين
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they [masc.pl]/they

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P54W2
      OFFSETS:	4-7
       TOKENS:	P54W2-P54W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P54W3
      OFFSETS:	8-10
       TOKENS:	P54W3-P54W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	متعرفين
     IS_TRANS:	mtErfyn
        INDEX:	P54W4
      OFFSETS:	11-18
       TOKENS:	P54W4-P54W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitoEar~af_1]
   UNSPLITVOC:	(mitoEar~afiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	mitoEar~af+iyn
        GLOSS:	introduced/know+[masc.pl.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P54W5
      OFFSETS:	19-22
       TOKENS:	P54W5-P54W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بعض
     IS_TRANS:	bED
        INDEX:	P54W6
      OFFSETS:	23-26
       TOKENS:	P54W6-P54W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoD)
          POS:	NOUN_QUANT
          VOC:	baEoD
        GLOSS:	some/a few/little/part

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P55W1
      OFFSETS:	0-3
       TOKENS:	P55W1-P55W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaw~il_1]
   UNSPLITVOC:	(Aw~il)
          POS:	ADJ
          VOC:	Aw~il
        GLOSS:	first/explain/interpret/be explained/be interpreted/first-place/best/top

 INPUT STRING:	ميزن
     IS_TRANS:	myzn
        INDEX:	P55W2
      OFFSETS:	4-8
       TOKENS:	P55W2-P55W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(myzn)
          POS:	TYPO
          VOC:	myzn
        GLOSS:	nogloss

 INPUT STRING:	مازن
     IS_TRANS:	mAzn
        INDEX:	P55W3
      OFFSETS:	9-13
       TOKENS:	P55W3-P55W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAzin_1]
   UNSPLITVOC:	(mAzin)
          POS:	NOUN_PROP
          VOC:	mAzin
        GLOSS:	Mazen/Mazin

 INPUT STRING:	يندهلى
     IS_TRANS:	yndhlY
        INDEX:	P55W4
      OFFSETS:	14-20
       TOKENS:	P55W4-P55W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nadah_1]
   UNSPLITVOC:	(yinodah_liy)
          POS:	IV3MS+IV+PREP+PRON_1S
          VOC:	yi+nodah+li+iy
        GLOSS:	he/it+urge on/drive away+to/for+I

 INPUT STRING:	يقلى
     IS_TRANS:	yqlY
        INDEX:	P55W5
      OFFSETS:	21-25
       TOKENS:	P55W7-P55W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiqol~iy)
          POS:	IV3MS+IV+PREP+PRON_1S
          VOC:	yi+qol+li+iy
        GLOSS:	he+say+to/for+me

 INPUT STRING:	بيعيط
     IS_TRANS:	byEyT
        INDEX:	P55W6
      OFFSETS:	26-31
       TOKENS:	P55W10-P55W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~aT_1]
   UNSPLITVOC:	(biyiEay~aT)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Eay~aT
        GLOSS:	[present-tense]+he/it+scream/shout

 INPUT STRING:	تلحقى
     IS_TRANS:	tlHqY
        INDEX:	P55W7
      OFFSETS:	32-37
       TOKENS:	P55W12-P55W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liHiq_1]
   UNSPLITVOC:	(tiloHaqiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+loHaq+iy
        GLOSS:	you+follow/be attached/[help!]/reach+[fem.sg.]

 INPUT STRING:	الحقى
     IS_TRANS:	AlHqY
        INDEX:	P56W1
      OFFSETS:	0-5
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liHiq_1]
   UNSPLITVOC:	(AiloHaqiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AiloHaq+iy
        GLOSS:	follow/be attached/[help!]/reach+you

 INPUT STRING:	*
     IS_TRANS:	*
        INDEX:	P56W2
      OFFSETS:	5-6
       TOKENS:	P56W2-P56W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(*)
          POS:	PUNC
          VOC:	*
        GLOSS:	*

 INPUT STRING:	عاوز
     IS_TRANS:	EAwz
        INDEX:	P57W1
      OFFSETS:	0-4
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwiz)
          POS:	ADJ
          VOC:	EAwiz
        GLOSS:	wanting/needing

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P57W2
      OFFSETS:	5-8
       TOKENS:	P57W2-P57W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P57W3
      OFFSETS:	9-11
       TOKENS:	P57W3-P57W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	حبيبى
     IS_TRANS:	HbybY
        INDEX:	P57W4
      OFFSETS:	12-17
       TOKENS:	P57W4-P57W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiyb_1]
   UNSPLITVOC:	(Habiybiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Habiyb+iy
        GLOSS:	dear/beloved/sweetheart+my

 INPUT STRING:	اقله
     IS_TRANS:	Aqlh
        INDEX:	P57W5
      OFFSETS:	18-22
       TOKENS:	P57W6-P57W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaqul~uh)
          POS:	IV1S+IV+PREP+PRON_3MS
          VOC:	Aa+qul+li+uh
        GLOSS:	I+say+for/to+him/it

 INPUT STRING:	معقووول
     IS_TRANS:	mEqwwwl
        INDEX:	P57W6
      OFFSETS:	23-30
       TOKENS:	P57W9-P57W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maEoquwl_1]
   UNSPLITVOC:	(maEoquwwwl)
          POS:	ADJ
          VOC:	maEoquwwwl
        GLOSS:	reasonable

 INPUT STRING:	ورينى
     IS_TRANS:	wrynY
        INDEX:	P57W7
      OFFSETS:	31-36
       TOKENS:	P57W10-P57W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[war~aY_1]
   UNSPLITVOC:	(war~iyniy)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1S
          VOC:	war~iy+(null)+niy
        GLOSS:	stoke/kindle/conceal/feign/be stoked/be kindled/be concealed/be feigned+you+me

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P57W8
      OFFSETS:	37-40
       TOKENS:	P57W12-P57W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P58W1
      OFFSETS:	0-2
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	ماله
     IS_TRANS:	mAlh
        INDEX:	P58W2
      OFFSETS:	3-7
       TOKENS:	P58W2-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(mAluh)
          POS:	INTERROG_PRON+PREP+PRON_3MS
          VOC:	mA+li+uh
        GLOSS:	what+for/to+him/it

 INPUT STRING:	يقلى
     IS_TRANS:	yqlY
        INDEX:	P58W3
      OFFSETS:	8-12
       TOKENS:	P58W5-P58W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiqol~iy)
          POS:	IV3MS+IV+PREP+PRON_1S
          VOC:	yi+qol+li+iy
        GLOSS:	he+say+to/for+me

 INPUT STRING:	اقله
     IS_TRANS:	Aqlh
        INDEX:	P59W1
      OFFSETS:	0-4
       TOKENS:	P59W1-P59W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaqul~uh)
          POS:	IV1S+IV+PREP+PRON_3MS
          VOC:	Aa+qul+li+uh
        GLOSS:	I+say+for/to+him/it

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P59W2
      OFFSETS:	5-7
       TOKENS:	P59W4-P59W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	عاوز
     IS_TRANS:	EAwz
        INDEX:	P59W3
      OFFSETS:	8-12
       TOKENS:	P59W5-P59W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwiz)
          POS:	ADJ
          VOC:	EAwiz
        GLOSS:	wanting/needing

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P59W4
      OFFSETS:	13-15
       TOKENS:	P59W6-P59W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	some one

 INPUT STRING:	مركز
     IS_TRANS:	mrkz
        INDEX:	P59W5
      OFFSETS:	16-20
       TOKENS:	P59W7-P59W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mirak~iz_1]
   UNSPLITVOC:	(mirak~iz)
          POS:	ADJ
          VOC:	mirak~iz
        GLOSS:	centralized/emphasizing/concentrating/focusing/concentrated

 INPUT STRING:	معاه
     IS_TRANS:	mEAh
        INDEX:	P59W6
      OFFSETS:	21-25
       TOKENS:	P59W8-P59W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	maEa+uh
        GLOSS:	with+his/its

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P59W7
      OFFSETS:	26-27
       TOKENS:	P59W10-P59W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	فاضيلو
     IS_TRANS:	fADylw
        INDEX:	P59W8
      OFFSETS:	28-34
       TOKENS:	P59W11-P59W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(fADiyluh)
          POS:	ADJ+PREP+PRON_3MS
          VOC:	fADiy+li+uh
        GLOSS:	unoccupied/free+to/for+him

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P60W1
      OFFSETS:	0-3
       TOKENS:	P60W1-P60W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P60W2
      OFFSETS:	4-8
       TOKENS:	P60W2-P60W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Mohamed/Mohammed/Muhammad

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P60W3
      OFFSETS:	9-12
       TOKENS:	P60W3-P60W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	بيسبب
     IS_TRANS:	bysbb
        INDEX:	P60W4
      OFFSETS:	13-18
       TOKENS:	P60W4-P60W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sab~ib_1]
   UNSPLITVOC:	(biyisab~ib)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+sab~ib
        GLOSS:	[present-tense]+he/it+cause/produce/provoke/be caused/reason/rattle/rustle/cause rustle

 INPUT STRING:	الولاد
     IS_TRANS:	AlwlAd
        INDEX:	P60W5
      OFFSETS:	19-25
       TOKENS:	P60W6-P60W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(AlwilAd)
          POS:	DET+NOUN
          VOC:	Al+wilAd
        GLOSS:	the+child/son/children

 INPUT STRING:	تعيط
     IS_TRANS:	tEyT
        INDEX:	P60W6
      OFFSETS:	26-30
       TOKENS:	P60W7-P60W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~aT_1]
   UNSPLITVOC:	(tiEay~aT)
          POS:	IV3FS+IV
          VOC:	ti+Eay~aT
        GLOSS:	it/they/she+scream/shout

 INPUT STRING:	عادي
     IS_TRANS:	EAdy
        INDEX:	P60W7
      OFFSETS:	31-35
       TOKENS:	P60W8-P60W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdiy_1]
   UNSPLITVOC:	(EAdiy)
          POS:	NOUN
          VOC:	EAdiy
        GLOSS:	aggressive/hostile/ordinary/normal/regular/chaser/plain

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P60W8
      OFFSETS:	36-39
       TOKENS:	P60W9-P60W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	seriousness/earnestness/very/much+[acc.indef.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P60W9
      OFFSETS:	40-43
       TOKENS:	P60W10-P60W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	بيشلهم
     IS_TRANS:	by$lhm
        INDEX:	P60W10
      OFFSETS:	44-50
       TOKENS:	P60W12-P60W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$al_1]
   UNSPLITVOC:	(biy$alhum)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3P
          VOC:	bi+y+$al+hum
        GLOSS:	[present-tense]+he/it+carry+them

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P60W11
      OFFSETS:	51-54
       TOKENS:	P60W15-P60W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	بيندهلي
     IS_TRANS:	byndhly
        INDEX:	P60W12
      OFFSETS:	55-62
       TOKENS:	P60W17-P60W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nadah_1]
   UNSPLITVOC:	(biyinodah_liy)
          POS:	PROG_PART+IV3MS+IV+PREP+PRON_1S
          VOC:	bi+yi+nodah+li+iy
        GLOSS:	[present-tense]+he/it+call+to/for+I

 INPUT STRING:	
     IS_TRANS:	&#xe415;
        INDEX:	P61W1
      OFFSETS:	0-1
       TOKENS:	P61W1-P61W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(&#xe415;)
          POS:	NO_FUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	كأنهم
     IS_TRANS:	k>nhm
        INDEX:	P61W2
      OFFSETS:	2-7
       TOKENS:	P61W2-P61W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(k>nhm)
          POS:	NO_FUNC
          VOC:	k>nhm
        GLOSS:	nogloss

 INPUT STRING:	هوا
     IS_TRANS:	hwA
        INDEX:	P61W3
      OFFSETS:	8-11
       TOKENS:	P61W3-P61W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hawaY_1]
   UNSPLITVOC:	(hawA)
          POS:	NOUN
          VOC:	hawA
        GLOSS:	air

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P62W1
      OFFSETS:	0-2
       TOKENS:	P62W1-P62W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حطه
     IS_TRANS:	HTh
        INDEX:	P62W2
      OFFSETS:	3-6
       TOKENS:	P62W2-P62W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HAT~iT_1]
   UNSPLITVOC:	(HaT~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	HaT~+ap
        GLOSS:	putting+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P62W3
      OFFSETS:	7-10
       TOKENS:	P62W3-P62W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	رجله
     IS_TRANS:	rjlh
        INDEX:	P62W4
      OFFSETS:	11-15
       TOKENS:	P62W4-P62W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijol_1]
   UNSPLITVOC:	(rijoluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	rijol+uh
        GLOSS:	leg/legs+his/its

 INPUT STRING:	بيسجدو
     IS_TRANS:	bysjdw
        INDEX:	P62W5
      OFFSETS:	16-22
       TOKENS:	P62W6-P62W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sajad_1]
   UNSPLITVOC:	(biyisjuduwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+sjud+uwA
        GLOSS:	[present-tense]+they+bow down/prostrate+[pl.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P62W6
      OFFSETS:	23-24
       TOKENS:	P62W8-P62W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P62W7
      OFFSETS:	25-29
       TOKENS:	P62W9-P62W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P62W8
      OFFSETS:	30-31
       TOKENS:	P62W10-P62W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	ايده
     IS_TRANS:	Aydh
        INDEX:	P62W9
      OFFSETS:	32-36
       TOKENS:	P62W11-P62W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(<iyduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	<iyd+uh
        GLOSS:	hands/hand+his/its

 INPUT STRING:	التانيه
     IS_TRANS:	AltAnyh
        INDEX:	P62W10
      OFFSETS:	37-44
       TOKENS:	P62W13-P62W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[AlvAniy_1]
   UNSPLITVOC:	(AltAnoyap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+tAnoy+ap
        GLOSS:	the+second/next/II/secondly/thani/other/another/the last+[fem.sg.]

 INPUT STRING:	بتلعب
     IS_TRANS:	btlEb
        INDEX:	P62W11
      OFFSETS:	45-50
       TOKENS:	P62W14-P62W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liEib_1]
   UNSPLITVOC:	(bitiloEab)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+loEab
        GLOSS:	[present-tense]+it/they/she+play

 INPUT STRING:	بالموبيل
     IS_TRANS:	bAlmwbyl
        INDEX:	P62W12
      OFFSETS:	51-59
       TOKENS:	P62W16-P62W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwbiyl_1]
   UNSPLITVOC:	(biAlmuwbiyl)
          POS:	PREP+DET+ADJ
          VOC:	bi+Al+muwbiyl
        GLOSS:	with/by+the+mobile

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P62W13
      OFFSETS:	60-61
       TOKENS:	P62W18-P62W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	الاى
     IS_TRANS:	AlAY
        INDEX:	P62W14
      OFFSETS:	62-66
       TOKENS:	P62W19-P62W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ay_1]
   UNSPLITVOC:	(Al>ay)
          POS:	DET+NOUN
          VOC:	Al+>ay
        GLOSS:	the+I

 INPUT STRING:	باد
     IS_TRANS:	bAd
        INDEX:	P62W15
      OFFSETS:	67-70
       TOKENS:	P62W20-P62W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bAd_1]
   UNSPLITVOC:	(bAd)
          POS:	NOUN
          VOC:	bAd
        GLOSS:	pad

 INPUT STRING:	عموما
