 INPUT STRING:	سارة
        INDEX:	P50W4
      OFFSETS:	13-16
       TOKENS:	P50W6-P50W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huh_1]
   UNSPLITVOC:	(>ahuh)
          POS:	DEM_PRON+PRON_3MS
          VOC:	>a+huh
        GLOSS:	this+it

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P51W1
      OFFSETS:	0-2
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P51W2
      OFFSETS:	3-6
       TOKENS:	P51W2-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P51W3
      OFFSETS:	7-11
       TOKENS:	P51W3-P51W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P51W4
      OFFSETS:	12-13
       TOKENS:	P51W4-P51W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P52W1
      OFFSETS:	0-2
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P52W2
      OFFSETS:	3-6
       TOKENS:	P52W2-P52W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P52W3
      OFFSETS:	7-11
       TOKENS:	P52W3-P52W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P52W4
      OFFSETS:	12-15
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	خير
     IS_TRANS:	xyr
        INDEX:	P52W5
      OFFSETS:	16-19
       TOKENS:	P52W5-P52W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(xayr)
          POS:	NOUN
          VOC:	xayr
        GLOSS:	good

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P52W6
      OFFSETS:	20-22
       TOKENS:	P52W6-P52W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	حبيبتي
     IS_TRANS:	Hbybty
        INDEX:	P52W7
      OFFSETS:	23-29
       TOKENS:	P52W7-P52W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Habiyb_1]
   UNSPLITVOC:	(Habiybtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	Habiyb+ap+iy
        GLOSS:	beloved/lover/darling/dear/sweet heart/sweatheart/sweetheart+[fem.sg.]+my

 INPUT STRING:	##
     IS_TRANS:	##
        INDEX:	P52W8
      OFFSETS:	30-32
       TOKENS:	P52W9-P52W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(##)
          POS:	PUNC
          VOC:	##
        GLOSS:	##

 INPUT STRING:	آمين
     IS_TRANS:	|myn
        INDEX:	P53W1
      OFFSETS:	0-4
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|amiyn_1]
   UNSPLITVOC:	(|amiyn)
          POS:	VERB
          VOC:	|amiyn
        GLOSS:	amen!/respond/answer

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P53W2
      OFFSETS:	5-7
       TOKENS:	P53W2-P53W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	رب
     IS_TRANS:	rb
        INDEX:	P53W3
      OFFSETS:	8-10
       TOKENS:	P53W3-P53W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~)
          POS:	NOUN
          VOC:	rab~
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P53W4
      OFFSETS:	11-12
       TOKENS:	P53W4-P53W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

