 INPUT STRING:	خلاصتي
     IS_TRANS:	?
        INDEX:	P77W5
      OFFSETS:	17-18
       TOKENS:	P77W5-P77W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	بنتكلم
     IS_TRANS:	bntklm
        INDEX:	P78W1
      OFFSETS:	0-6
       TOKENS:	P78W1-P78W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(binitokal~im)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+tokal~im
        GLOSS:	[present-tense]+we+speak/talk/discuss

 INPUT STRING:	قليل
     IS_TRANS:	qlyl
        INDEX:	P78W2
      OFFSETS:	7-11
       TOKENS:	P78W3-P78W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaliyl_1]
   UNSPLITVOC:	(qaliyl)
          POS:	ADJ
          VOC:	qaliyl
        GLOSS:	little/few/small/a little/somewhat/briefly/shortly/insufficient

 INPUT STRING:	اوي
     IS_TRANS:	Awy
        INDEX:	P78W3
      OFFSETS:	12-15
       TOKENS:	P78W4-P78W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>awiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	>awiy
        GLOSS:	very/much/powerful/very much/strong

 INPUT STRING:	باد
     IS_TRANS:	bAd
        INDEX:	P78W4
      OFFSETS:	16-19
       TOKENS:	P78W5-P78W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(bAd)
          POS:	TYPO
          VOC:	bAd
        GLOSS:	nogloss

 INPUT STRING:	اشدة
     IS_TRANS:	A$dp
        INDEX:	P78W5
      OFFSETS:	20-24
       TOKENS:	P78W6-P78W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(A$dp)
          POS:	TYPO
          VOC:	A$dp
        GLOSS:	nogloss

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P78W6
      OFFSETS:	25-29
       TOKENS:	P78W7-P78W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	ذ
     IS_TRANS:	*
        INDEX:	P79W1
      OFFSETS:	0-1
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(*)
          POS:	NO_FUNC
          VOC:	*
        GLOSS:	nogloss

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P79W2
      OFFSETS:	2-4
       TOKENS:	P79W2-P79W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	بقيت
     IS_TRANS:	bqyt
        INDEX:	P80W1
      OFFSETS:	0-4
       TOKENS:	P80W1-P80W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(baqayit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	baqay+it
        GLOSS:	become+it/they/she

 INPUT STRING:	لوحدها
     IS_TRANS:	lwHdhA
        INDEX:	P80W2
      OFFSETS:	5-11
       TOKENS:	P80W2-P80W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHod_1]
   UNSPLITVOC:	(liwaHodahA)
          POS:	PREP+NOUN+POSS_PRON_3FS
          VOC:	li+waHod+hA
        GLOSS:	for/to+alone/only+its/their/her

 INPUT STRING:	فشخ
     IS_TRANS:	f$x
        INDEX:	P80W3
      OFFSETS:	12-15
       TOKENS:	P80W5-P80W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fa$ox_1]
   UNSPLITVOC:	(fa$ox)
          POS:	NOUN
          VOC:	fa$ox
        GLOSS:	disgust/spreading

 INPUT STRING:	جست
     IS_TRANS:	jst
        INDEX:	P80W4
      OFFSETS:	16-19
       TOKENS:	P80W6-P80W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(jst)
          POS:	FOREIGN
          VOC:	jst
        GLOSS:	nogloss

 INPUT STRING:	ليكي
     IS_TRANS:	lyky
        INDEX:	P80W5
      OFFSETS:	20-24
       TOKENS:	P80W7-P80W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lyky)
          POS:	FOREIGN
          VOC:	lyky
        GLOSS:	nogloss

 INPUT STRING:	اولد
     IS_TRANS:	Awld
        INDEX:	P80W6
      OFFSETS:	25-29
       TOKENS:	P80W8-P80W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Awld)
          POS:	FOREIGN
          VOC:	Awld
        GLOSS:	nogloss

 INPUT STRING:	دايس
     IS_TRANS:	dAys
        INDEX:	P80W7
      OFFSETS:	30-34
       TOKENS:	P80W9-P80W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(dAys)
          POS:	FOREIGN
          VOC:	dAys
        GLOSS:	nogloss

 INPUT STRING:	سابنا
     IS_TRANS:	sAbnA
        INDEX:	P81W1
      OFFSETS:	0-5
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(sAbnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	sAb+nA
        GLOSS:	left+us

 INPUT STRING:	عليا
     IS_TRANS:	ElyA
        INDEX:	P81W2
      OFFSETS:	6-10
       TOKENS:	P81W2-P81W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealay~A)
          POS:	PREP+PRON_1S
          VOC:	EalaY+yA
        GLOSS:	on/above+me

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P81W3
      OFFSETS:	11-16
       TOKENS:	P81W4-P81W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with/by+Allah/God

 INPUT STRING:	ابقي
     IS_TRANS:	Abqy
        INDEX:	P82W1
      OFFSETS:	0-4
       TOKENS:	P82W1-P82W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(Aiboqiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Aiboq+iy
        GLOSS:	be/became/become/remain+you

 INPUT STRING:	قليلها
     IS_TRANS:	qlylhA
        INDEX:	P82W2
      OFFSETS:	5-11
       TOKENS:	P82W2-P82W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(qlylhA)
          POS:	TYPO
          VOC:	qlylhA
        GLOSS:	nogloss

 INPUT STRING:	تعد
     IS_TRANS:	tEd
        INDEX:	P82W3
      OFFSETS:	12-15
       TOKENS:	P82W3-P82W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aEad_1]
   UNSPLITVOC:	(tuEud)
          POS:	IV3FS+IV
          VOC:	tu+Eud
        GLOSS:	it/they/she+sit

 INPUT STRING:	مكه
     IS_TRANS:	mkh
        INDEX:	P82W4
      OFFSETS:	16-19
       TOKENS:	P82W4-P82W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mak~ap_1]
   UNSPLITVOC:	(mak~ap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	mak~+ap
        GLOSS:	Mecca+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P83W1
      OFFSETS:	0-1
       TOKENS:	P83W1-P83W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	بعدين
     IS_TRANS:	bEdyn
        INDEX:	P83W2
      OFFSETS:	2-7
       TOKENS:	P83W2-P83W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(baEodayn)
          POS:	ADV
          VOC:	baEodayn
        GLOSS:	then

 INPUT STRING:	فل
     IS_TRANS:	fl
        INDEX:	P83W3
      OFFSETS:	8-10
       TOKENS:	P83W3-P83W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fi_1]
   UNSPLITVOC:	(fil)
          POS:	PREP+DET
          VOC:	fi+Al
        GLOSS:	in+the

 INPUT STRING:	برم
     IS_TRANS:	brm
        INDEX:	P83W4
      OFFSETS:	11-14
       TOKENS:	P83W5-P83W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(brm)
          POS:	FOREIGN
          VOC:	brm
        GLOSS:	nogloss

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P83W5
      OFFSETS:	15-19
       TOKENS:	P83W6-P83W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	NOUN
          VOC:	>akiyd
        GLOSS:	certain/definite

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P83W6
      OFFSETS:	20-22
       TOKENS:	P83W7-P83W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هنسيبها
     IS_TRANS:	hnsybhA
        INDEX:	P83W7
      OFFSETS:	23-30
       TOKENS:	P83W8-P83W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(HanisiybhA)
          POS:	FUT_PART+IV1P+IV+IVSUFF_DO:3FS
          VOC:	Ha+ni+siyb+hA
        GLOSS:	will+we+flow/neglect+it/them/her

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P83W8
      OFFSETS:	31-35
       TOKENS:	P83W11-P83W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	قاعدة
     IS_TRANS:	qAEdp
        INDEX:	P83W9
      OFFSETS:	36-41
       TOKENS:	P83W12-P83W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEodap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	qAEod+ap
        GLOSS:	sitting/seated/lazy/inactive/evaders (draft dodgers)+[fem.sg.]

 INPUT STRING:	لوحدها
     IS_TRANS:	lwHdhA
        INDEX:	P83W10
      OFFSETS:	42-48
       TOKENS:	P83W13-P83W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHod_1]
   UNSPLITVOC:	(liwaHodahA)
          POS:	PREP+NOUN+POSS_PRON_3FS
          VOC:	li+waHod+hA
        GLOSS:	for/to+alone/only+its/their/her

 INPUT STRING:	حرام
     IS_TRANS:	HrAm
        INDEX:	P83W11
      OFFSETS:	49-53
       TOKENS:	P83W16-P83W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	NOUN
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P83W12
      OFFSETS:	54-56
       TOKENS:	P83W17-P83W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	عمر
     IS_TRANS:	Emr
        INDEX:	P83W13
      OFFSETS:	57-60
       TOKENS:	P83W18-P83W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumar_1]
   UNSPLITVOC:	(Eumar)
          POS:	NOUN_PROP
          VOC:	Eumar
        GLOSS:	Omar/Umar

 INPUT STRING:	بيفشخها
     IS_TRANS:	byf$xhA
        INDEX:	P83W14
      OFFSETS:	61-68
       TOKENS:	P83W19-P83W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fa$ax_1]
   UNSPLITVOC:	(biyifa$oxhA)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3FS
          VOC:	bi+yi+fa$ox+hA
        GLOSS:	[present-tense]+he/it+disgust/spreading+it/them/her

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P84W1
      OFFSETS:	0-2
       TOKENS:	P84W1-P84W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P85W1
      OFFSETS:	0-3
       TOKENS:	P85W1-P85W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness/very/much

 INPUT STRING:	زباله
     IS_TRANS:	zbAlh
        INDEX:	P85W2
      OFFSETS:	4-9
       TOKENS:	P85W3-P85W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zibAlap_1]
   UNSPLITVOC:	(zibAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	zibAl+ap
        GLOSS:	any discarded articles/garbage/rubbish/trash/waste matter/chaff/hay+[fem.sg.]

 INPUT STRING:	اوي
     IS_TRANS:	Awy
        INDEX:	P85W3
      OFFSETS:	10-13
       TOKENS:	P85W4-P85W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>awiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	>awiy
        GLOSS:	very/much/powerful/very much/strong

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P86W1
      OFFSETS:	0-2
       TOKENS:	P86W1-P86W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	هيا
     IS_TRANS:	hyA
        INDEX:	P86W2
      OFFSETS:	3-6
       TOKENS:	P86W2-P86W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P86W3
      OFFSETS:	7-11
       TOKENS:	P86W3-P86W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	جابت
     IS_TRANS:	jAbt
        INDEX:	P86W4
      OFFSETS:	12-16
       TOKENS:	P86W4-P86W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(jAbit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	jAb+it
        GLOSS:	explore/traverse+it/they/she

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P86W5
      OFFSETS:	17-19
       TOKENS:	P86W5-P86W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(li)
          POS:	PREP
          VOC:	li
        GLOSS:	for/to

 INPUT STRING:	نفسها
     IS_TRANS:	nfshA
        INDEX:	P86W6
      OFFSETS:	20-25
       TOKENS:	P86W6-P86W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	nafos+hA
        GLOSS:	same/self/selves/soul/souls+its/their/her

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P86W7
      OFFSETS:	26-27
       TOKENS:	P86W8-P86W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	بيتكلم
     IS_TRANS:	bytklm
        INDEX:	P86W8
      OFFSETS:	28-34
       TOKENS:	P86W9-P86W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(biyitokal~im)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+tokal~im
        GLOSS:	[present-tense]+he/it+speak/talk/discuss

 INPUT STRING:	مايه
     IS_TRANS:	mAyh
        INDEX:	P86W9
      OFFSETS:	35-39
       TOKENS:	P86W11-P86W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[may~ap_1]
   UNSPLITVOC:	(may~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	may~+ap
        GLOSS:	water+[fem.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P86W10
      OFFSETS:	40-43
       TOKENS:	P86W12-P86W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بي
     IS_TRANS:	by
        INDEX:	P86W11
      OFFSETS:	44-46
       TOKENS:	P86W13-P86W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(bi)
          POS:	PREP
          VOC:	bi
        GLOSS:	with/by

 INPUT STRING:	قرف
     IS_TRANS:	qrf
        INDEX:	P86W12
      OFFSETS:	47-50
       TOKENS:	P86W14-P86W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaraf_1]
   UNSPLITVOC:	(qaraf)
          POS:	NOUN
          VOC:	qaraf
        GLOSS:	loathing

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P86W13
      OFFSETS:	51-53
       TOKENS:	P86W15-P86W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P86W14
      OFFSETS:	54-56
       TOKENS:	P86W16-P86W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_7]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	why/what/which

 INPUT STRING:	نفسها
     IS_TRANS:	nfshA
        INDEX:	P86W15
      OFFSETS:	57-62
       TOKENS:	P86W17-P86W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(nifosahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	nifos+hA
        GLOSS:	appetite+its/their/her

 INPUT STRING:	بقي
     IS_TRANS:	bqy
        INDEX:	P86W16
      OFFSETS:	63-66
       TOKENS:	P86W19-P86W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P87W1
      OFFSETS:	0-2
       TOKENS:	P87W1-P87W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P87W2
      OFFSETS:	3-7
       TOKENS:	P87W2-P87W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	حاسه
     IS_TRANS:	HAsh
        INDEX:	P87W3
      OFFSETS:	8-12
       TOKENS:	P87W4-P87W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAsis_1]
   UNSPLITVOC:	(HAs~ap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	HAs~+ap
        GLOSS:	feeling+[fem.sg.]

 INPUT STRING:	انك
     IS_TRANS:	Ank
        INDEX:	P87W4
      OFFSETS:	13-16
       TOKENS:	P87W5-P87W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ak)
          POS:	SUB_CONJ+PRON_2MS
          VOC:	<in~+ak
        GLOSS:	that+you

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P87W5
      OFFSETS:	17-19
       TOKENS:	P87W7-P87W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بتهيبها
     IS_TRANS:	bthybhA
        INDEX:	P87W6
      OFFSETS:	20-27
       TOKENS:	P87W8-P87W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(bthybhA)
          POS:	TYPO
          VOC:	bthybhA
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P87W7
      OFFSETS:	28-29
       TOKENS:	P87W9-P87W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	بتكلم
     IS_TRANS:	btklm
        INDEX:	P87W8
      OFFSETS:	30-35
       TOKENS:	P87W10-P87W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(bAatokal~im)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+tokal~im
        GLOSS:	[present-tense]+I+speak/talk/discuss

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P87W9
      OFFSETS:	36-41
       TOKENS:	P87W12-P87W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+her

 INPUT STRING:	انا
     IS_TRANS:	AnA
