 INPUT STRING:	ازيه
      OFFSETS:	0-2
       TOKENS:	P112W1-P112W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P112W2
      OFFSETS:	3-7
       TOKENS:	P112W2-P112W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P112W3
      OFFSETS:	8-10
       TOKENS:	P112W3-P112W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_8]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	شاءالله
     IS_TRANS:	$A'Allh
        INDEX:	P112W4
      OFFSETS:	11-18
       TOKENS:	P112W4-P112W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	($A'Allh)
          POS:	NO_FUNC
          VOC:	$A'Allh
        GLOSS:	nogloss

 INPUT STRING:	عليكي
     IS_TRANS:	Elyky
        INDEX:	P112W5
      OFFSETS:	19-24
       TOKENS:	P112W5-P112W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealaykiy)
          POS:	PREP+PRON_2FS
          VOC:	EalaY+ik
        GLOSS:	on/above+you

 INPUT STRING:	خسيتي
     IS_TRANS:	xsyty
        INDEX:	P112W6
      OFFSETS:	25-30
       TOKENS:	P112W7-P112W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xas~_1]
   UNSPLITVOC:	(xas~aytiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	xas~+aytiy
        GLOSS:	be mean/diminish/lessen/reduce+you

 INPUT STRING:	جامد
     IS_TRANS:	jAmd
        INDEX:	P112W7
      OFFSETS:	31-35
       TOKENS:	P112W8-P112W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmid_1]
   UNSPLITVOC:	(jAmid)
          POS:	ADJ
          VOC:	jAmid
        GLOSS:	very much

 INPUT STRING:	أصل
     IS_TRANS:	>Sl
        INDEX:	P113W1
      OFFSETS:	0-3
       TOKENS:	P113W1-P113W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSol)
          POS:	NOUN
          VOC:	>aSol
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P113W2
      OFFSETS:	4-7
       TOKENS:	P113W2-P113W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P113W3
      OFFSETS:	8-11
       TOKENS:	P113W3-P113W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	بغلت
     IS_TRANS:	bglt
        INDEX:	P113W4
      OFFSETS:	12-16
       TOKENS:	P113W4-P113W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bag~il_1]
   UNSPLITVOC:	(bag~ilt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	bag~il+t
        GLOSS:	become fat/gain weight+I

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P113W5
      OFFSETS:	17-20
       TOKENS:	P113W5-P113W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(Aawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	ايوا
     IS_TRANS:	AywA
        INDEX:	P114W1
      OFFSETS:	0-4
       TOKENS:	P114W1-P114W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AywA_1]
   UNSPLITVOC:	(AywA)
          POS:	INTERJ
          VOC:	AywA
        GLOSS:	yes

 INPUT STRING:	نفسي
     IS_TRANS:	nfsy
        INDEX:	P114W2
      OFFSETS:	5-9
       TOKENS:	P114W2-P114W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(nifosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nifos+iy
        GLOSS:	appetite/wish+my

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P114W3
      OFFSETS:	10-15
       TOKENS:	P114W4-P114W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	fy
     IS_TRANS:	fy
        INDEX:	P114W4
      OFFSETS:	16-18
       TOKENS:	P114W6-P114W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كشري
     IS_TRANS:	k$ry
        INDEX:	P114W5
      OFFSETS:	19-23
       TOKENS:	P114W7-P114W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ku$ariy_1]
   UNSPLITVOC:	(ku$ariy)
          POS:	NOUN
          VOC:	ku$ariy
        GLOSS:	couachari

 INPUT STRING:	وايس
     IS_TRANS:	wAys
        INDEX:	P114W6
      OFFSETS:	24-28
       TOKENS:	P114W8-P114W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ayis_1]
   UNSPLITVOC:	(wiAyis)
          POS:	CONJ+NOUN
          VOC:	wi+Ayis
        GLOSS:	and+ice

 INPUT STRING:	كريم
     IS_TRANS:	krym
        INDEX:	P114W7
      OFFSETS:	29-33
       TOKENS:	P114W10-P114W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kriym_1]
   UNSPLITVOC:	(kriym)
          POS:	NOUN
          VOC:	kriym
        GLOSS:	cream

 INPUT STRING:	وتورته
     IS_TRANS:	wtwrth
        INDEX:	P115W1
      OFFSETS:	0-6
       TOKENS:	P115W1-P115W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tuwrtap_1]
   UNSPLITVOC:	(wituwrtap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+tuwrt+ap
        GLOSS:	and+petit four/cake/small cake/a pastry/large cake+[fem.sg.]

 INPUT STRING:	بالمانجو
     IS_TRANS:	bAlmAnjw
        INDEX:	P115W2
      OFFSETS:	7-15
       TOKENS:	P115W3-P115W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mAnojuw_1]
   UNSPLITVOC:	(biAlmAnojuw)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+mAnojuw
        GLOSS:	with/by+the+mango

 INPUT STRING:	إطلبي
     IS_TRANS:	<Tlby
        INDEX:	P116W1
      OFFSETS:	0-5
       TOKENS:	P116W1-P116W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Talab_1]
   UNSPLITVOC:	(AuTolubiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AuTolub+iy
        GLOSS:	request/be requested+you

 INPUT STRING:	كشري
     IS_TRANS:	k$ry
        INDEX:	P116W2
      OFFSETS:	6-10
       TOKENS:	P116W2-P116W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ku$ariy_1]
   UNSPLITVOC:	(ku$ariy)
          POS:	NOUN
          VOC:	ku$ariy
        GLOSS:	couachari

 INPUT STRING:	التحرير
     IS_TRANS:	AltHryr
        INDEX:	P116W3
      OFFSETS:	11-18
       TOKENS:	P116W3-P116W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHoriyr_1]
   UNSPLITVOC:	(AltaHoriyr)
          POS:	DET+NOUN_PROP
          VOC:	Al+taHoriyr
        GLOSS:	the+Tahir

 INPUT STRING:	مم
     IS_TRANS:	mm
        INDEX:	P117W1
      OFFSETS:	0-2
       TOKENS:	P117W1-P117W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mom_1]
   UNSPLITVOC:	(mom)
          POS:	INTERJ
          VOC:	mom
        GLOSS:	filled pause

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P118W1
      OFFSETS:	0-5
       TOKENS:	P118W1-P118W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	فكرة
     IS_TRANS:	fkrp
        INDEX:	P118W2
      OFFSETS:	6-10
       TOKENS:	P118W3-P118W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P119W1
      OFFSETS:	0-6
       TOKENS:	P119W1-P119W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+ADV
          VOC:	wi+baEodayn
        GLOSS:	and+then

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P119W2
      OFFSETS:	7-10
       TOKENS:	P119W3-P119W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	أيوه
     IS_TRANS:	>ywh
        INDEX:	P120W1
      OFFSETS:	0-4
       TOKENS:	P120W1-P120W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P120W2
      OFFSETS:	5-8
       TOKENS:	P120W2-P120W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P120W3
      OFFSETS:	9-12
       TOKENS:	P120W3-P120W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	nice

 INPUT STRING:	أحلى
     IS_TRANS:	>HlY
        INDEX:	P121W1
      OFFSETS:	0-4
       TOKENS:	P121W1-P121W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHolaY_1]
   UNSPLITVOC:	(>aHolaY)
          POS:	ADJ_COMP
          VOC:	>aHolaY
        GLOSS:	more sweet/better

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P121W2
      OFFSETS:	5-7
       TOKENS:	P121W2-P121W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P121W3
      OFFSETS:	8-11
       TOKENS:	P121W3-P121W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	ميشو
     IS_TRANS:	my$w
        INDEX:	P121W4
      OFFSETS:	12-16
       TOKENS:	P121W4-P121W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miy$uw_1]
   UNSPLITVOC:	(miy$uw)
          POS:	NOUN_PROP
          VOC:	miy$uw
        GLOSS:	Michaux

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P121W5
      OFFSETS:	17-21
       TOKENS:	P121W5-P121W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	اكلته
     IS_TRANS:	Aklth
        INDEX:	P121W6
      OFFSETS:	22-27
       TOKENS:	P121W6-P121W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakal_1]
   UNSPLITVOC:	(>akaltuh)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3MS
          VOC:	>akal+t+uh
        GLOSS:	eat+I+it/him

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P121W7
      OFFSETS:	28-31
       TOKENS:	P121W8-P121W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	وكلي
     IS_TRANS:	wkly
        INDEX:	P122W1
      OFFSETS:	0-4
       TOKENS:	P122W1-P122W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakal_1]
   UNSPLITVOC:	(wikuliy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS
          VOC:	wi+kul+iy
        GLOSS:	and+eat+you

 INPUT STRING:	منك
     IS_TRANS:	mnk
        INDEX:	P122W2
      OFFSETS:	5-8
       TOKENS:	P122W3-P122W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mnk)
          POS:	TYPO
          VOC:	mnk
        GLOSS:	nogloss

 INPUT STRING:	بالوحيت
     IS_TRANS:	bAlwHyt
        INDEX:	P122W3
      OFFSETS:	9-16
       TOKENS:	P122W4-P122W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bAlwHyt)
          POS:	FOREIGN
          VOC:	bAlwHyt
        GLOSS:	nogloss

 INPUT STRING:	شوكولاتة
     IS_TRANS:	$wkwlAtp
        INDEX:	P122W4
      OFFSETS:	17-25
       TOKENS:	P122W5-P122W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ukuwlAtap_1]
   UNSPLITVOC:	($uwkuwlAtap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$uwkuwlAt+ap
        GLOSS:	chocolate+[fem.sg.]

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P123W1
      OFFSETS:	0-4
       TOKENS:	P123W1-P123W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	and+I/me

 INPUT STRING:	ميشو
     IS_TRANS:	my$w
        INDEX:	P123W2
      OFFSETS:	5-9
       TOKENS:	P123W3-P123W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miy$uw_1]
   UNSPLITVOC:	(miy$uw)
          POS:	NOUN_PROP
          VOC:	miy$uw
        GLOSS:	Michaux

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P123W3
      OFFSETS:	10-13
       TOKENS:	P123W4-P123W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	nice

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P123W4
      OFFSETS:	14-18
       TOKENS:	P123W5-P123W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P123W5
      OFFSETS:	19-24
       TOKENS:	P123W6-P123W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+ADV
          VOC:	wi+kamAn
        GLOSS:	and+metabolism/also/else

 INPUT STRING:	بندق
     IS_TRANS:	bndq
        INDEX:	P123W6
      OFFSETS:	25-29
       TOKENS:	P123W8-P123W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bunduq_1]
   UNSPLITVOC:	(bunduq)
          POS:	NOUN_PROP
          VOC:	bunduq
        GLOSS:	Bondok

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P124W1
      OFFSETS:	0-2
       TOKENS:	P124W1-P124W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	خذي
     IS_TRANS:	x*y
        INDEX:	P124W2
      OFFSETS:	3-6
       TOKENS:	P124W2-P124W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axa*_1]
   UNSPLITVOC:	(xu*iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	xu*+iy
        GLOSS:	take/begin/be taken+you

 INPUT STRING:	الولاد
     IS_TRANS:	AlwlAd
        INDEX:	P124W3
      OFFSETS:	7-13
       TOKENS:	P124W3-P124W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(AlwilAd)
          POS:	DET+NOUN
          VOC:	Al+wilAd
        GLOSS:	the+child/son/children

 INPUT STRING:	واتمشي
     IS_TRANS:	wAtm$y
        INDEX:	P124W4
      OFFSETS:	14-20
       TOKENS:	P124W4-P124W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitoma$~aY_1]
   UNSPLITVOC:	(wiAitoma$~iy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS
          VOC:	wi+Aitoma$~+iy
        GLOSS:	and+be in accordance/be appropriate/walk+you

 INPUT STRING:	بالكار
     IS_TRANS:	bAlkAr
        INDEX:	P124W5
      OFFSETS:	21-27
       TOKENS:	P124W6-P124W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bAlkAr)
          POS:	FOREIGN
          VOC:	bAlkAr
        GLOSS:	nogloss

 INPUT STRING:	لحد
     IS_TRANS:	lHd
        INDEX:	P124W6
      OFFSETS:	28-31
       TOKENS:	P124W7-P124W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(liHad~)
          POS:	PREP+NOUN
          VOC:	li+Had~
        GLOSS:	for/to+stop/halt/end/extent/limit/level/border/frontier

 INPUT STRING:	صابر
     IS_TRANS:	SAbr
        INDEX:	P124W7
      OFFSETS:	32-36
       TOKENS:	P124W9-P124W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SAbir_1]
   UNSPLITVOC:	(SAbir)
          POS:	NOUN_PROP
          VOC:	SAbir
        GLOSS:	Sabir/Saber

 INPUT STRING:	يالا
     IS_TRANS:	yAlA
        INDEX:	P125W1
      OFFSETS:	0-4
       TOKENS:	P125W1-P125W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yAlA_1]
   UNSPLITVOC:	(yAlA)
          POS:	INTERJ
          VOC:	yAlA
        GLOSS:	lets go

 INPUT STRING:	قدامك
     IS_TRANS:	qdAmk
        INDEX:	P125W2
      OFFSETS:	5-10
       TOKENS:	P125W2-P125W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~Amik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	qud~Am+ik
        GLOSS:	front/in front of+your

 INPUT STRING:	الليلة
     IS_TRANS:	Allylp
        INDEX:	P125W3
      OFFSETS:	11-17
       TOKENS:	P125W4-P125W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laylap_1]
   UNSPLITVOC:	(Allaylap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+layl+ap
        GLOSS:	the+night/evening/soire/nights/evenings/soires+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P125W4
      OFFSETS:	18-20
       TOKENS:	P125W5-P125W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P125W5
      OFFSETS:	21-23
       TOKENS:	P125W6-P125W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but/only

 INPUT STRING:	فرصة
     IS_TRANS:	frSp
        INDEX:	P126W1
      OFFSETS:	0-4
       TOKENS:	P126W1-P126W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[furoSap_1]
   UNSPLITVOC:	(furoSap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	furoS+ap
        GLOSS:	opportunity/chance/opportunities/chances/holiday/holidays+[fem.sg.]

 INPUT STRING:	ايوا
     IS_TRANS:	AywA
        INDEX:	P127W1
      OFFSETS:	0-4
       TOKENS:	P127W1-P127W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AywA_1]
   UNSPLITVOC:	(AywA)
          POS:	INTERJ
          VOC:	AywA
        GLOSS:	yes

 INPUT STRING:	فرصة
     IS_TRANS:	frSp
        INDEX:	P127W2
      OFFSETS:	5-9
       TOKENS:	P127W2-P127W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[furoSap_1]
   UNSPLITVOC:	(furoSap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	furoS+ap
        GLOSS:	opportunity/chance/opportunities/chances/holiday/holidays+[fem.sg.]

 INPUT STRING:	يلا
     IS_TRANS:	ylA
        INDEX:	P128W1
      OFFSETS:	0-3
       TOKENS:	P128W1-P128W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yal~A_1]
   UNSPLITVOC:	(yal~A)
          POS:	INTERJ
          VOC:	yal~A
        GLOSS:	come on

 INPUT STRING:	عشأن
     IS_TRANS:	E$>n
        INDEX:	P128W2
      OFFSETS:	4-8
       TOKENS:	P128W2-P128W3
