 INPUT STRING:	صاحية
       TOKENS:	P39W13-P39W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	بأقول
     IS_TRANS:	b>qwl
        INDEX:	P39W12
      OFFSETS:	46-51
       TOKENS:	P39W14-P39W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bAaquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwl
        GLOSS:	[present-tense]+I+said/say/be said/(for example)

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P39W13
      OFFSETS:	52-54
       TOKENS:	P39W16-P39W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+him/it

 INPUT STRING:	أيوه
     IS_TRANS:	>ywh
        INDEX:	P39W14
      OFFSETS:	55-59
       TOKENS:	P39W18-P39W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P39W15
      OFFSETS:	60-63
       TOKENS:	P39W19-P39W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P39W16
      OFFSETS:	64-67
       TOKENS:	P39W20-P39W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P39W17
      OFFSETS:	68-70
       TOKENS:	P39W21-P39W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	enough/but

 INPUT STRING:	عديت
     IS_TRANS:	Edyt
        INDEX:	P39W18
      OFFSETS:	71-75
       TOKENS:	P39W22-P39W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ead~aY_1]
   UNSPLITVOC:	(Ead~iyt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Ead~+iyt
        GLOSS:	traverse/cross/be traversed/be crossed+I

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P39W19
      OFFSETS:	76-79
       TOKENS:	P39W23-P39W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P39W20
      OFFSETS:	80-84
       TOKENS:	P39W24-P39W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN
          VOC:	wAHid
        GLOSS:	ones

 INPUT STRING:	صاحبي
     IS_TRANS:	SAHby
        INDEX:	P39W21
      OFFSETS:	85-90
       TOKENS:	P39W25-P39W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(SAHobiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	SAHob+iy
        GLOSS:	owner/originator/owners/originators/friend/companion/friends/companions+my

 INPUT STRING:	اخذ
     IS_TRANS:	Ax*
        INDEX:	P39W22
      OFFSETS:	91-94
       TOKENS:	P39W27-P39W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axa*_1]
   UNSPLITVOC:	(>axa*)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>axa*+(null)
        GLOSS:	take/begin/be taken+he/it

 INPUT STRING:	منه
     IS_TRANS:	mnh
        INDEX:	P39W23
      OFFSETS:	95-98
       TOKENS:	P39W28-P39W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[min~_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+him

 INPUT STRING:	ورقة
     IS_TRANS:	wrqp
        INDEX:	P39W24
      OFFSETS:	99-103
       TOKENS:	P39W30-P39W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waraqap_1]
   UNSPLITVOC:	(waraqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	waraq+ap
        GLOSS:	sheet/leaf/documents papers sheets/paper+[fem.sg.]

 INPUT STRING:	للجامعة
     IS_TRANS:	lljAmEp
        INDEX:	P39W25
      OFFSETS:	104-111
       TOKENS:	P39W31-P39W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmoEap_1]
   UNSPLITVOC:	(liljAmoEap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+jAmoE+ap
        GLOSS:	for/to+the+universities+[fem.sg.]

 INPUT STRING:	وبتاع
     IS_TRANS:	wbtAE
        INDEX:	P39W26
      OFFSETS:	112-117
       TOKENS:	P39W33-P39W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(wibitAE)
          POS:	CONJ+NOUN
          VOC:	wi+bitAE
        GLOSS:	and+owners/something/belongings

 INPUT STRING:	للمذاكرة
     IS_TRANS:	llm*Akrp
        INDEX:	P39W27
      OFFSETS:	118-126
       TOKENS:	P39W35-P39W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu*Akorap_1]
   UNSPLITVOC:	(lilmu*Akorap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+mu*Akor+ap
        GLOSS:	for/to+the+Gloss:TBA+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P39W28
      OFFSETS:	126-127
       TOKENS:	P39W37-P39W37
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ماسمعناش
     IS_TRANS:	mAsmEnA$
        INDEX:	P40W1
      OFFSETS:	0-8
       TOKENS:	P40W1-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(mA_AasomaEnA$)
          POS:	NEG_PART+IV1S+IV+IVSUFF_DO:1P+NEG_PART
          VOC:	mA+Aa+somaE+nA+$
        GLOSS:	not+I+listen/hear+us+not

 INPUT STRING:	وقعد
     IS_TRANS:	wqEd
        INDEX:	P40W2
      OFFSETS:	9-13
       TOKENS:	P40W5-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(wiqaEad)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+qaEad+(null)
        GLOSS:	and+sit down/be seated/remain+he/it

 INPUT STRING:	يزعق
     IS_TRANS:	yzEq
        INDEX:	P40W3
      OFFSETS:	14-18
       TOKENS:	P40W7-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaE~aq_1]
   UNSPLITVOC:	(yizaE~aq)
          POS:	IV3MS+IV
          VOC:	yi+zaE~aq
        GLOSS:	he/it+scream

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P40W4
      OFFSETS:	18-19
       TOKENS:	P40W8-P40W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	بتكذب
     IS_TRANS:	btk*b
        INDEX:	P41W1
      OFFSETS:	0-5
       TOKENS:	P41W1-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ki*ib_1]
   UNSPLITVOC:	(bitiko*ib)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+ko*ib
        GLOSS:	[present-tense]+you+lie

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P41W2
      OFFSETS:	6-9
       TOKENS:	P41W3-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealay~A)
          POS:	PREP+PRON_1S
          VOC:	EalaY+iy
        GLOSS:	on/above+me

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P41W3
      OFFSETS:	10-13
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P41W4
      OFFSETS:	13-14
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P41W5
      OFFSETS:	15-18
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	فاكرني
     IS_TRANS:	fAkrny
        INDEX:	P41W6
      OFFSETS:	19-25
       TOKENS:	P41W8-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAkir_1]
   UNSPLITVOC:	(fAkirniy)
          POS:	ADJ.VN+PRON_1S
          VOC:	fAkir+niy
        GLOSS:	remembering+me/I

 INPUT STRING:	تيت
     IS_TRANS:	tyt
        INDEX:	P41W7
      OFFSETS:	26-29
       TOKENS:	P41W10-P41W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tiyt_1]
   UNSPLITVOC:	(tiyt)
          POS:	NOUN
          VOC:	tiyt
        GLOSS:	bad guy

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P41W8
      OFFSETS:	29-30
       TOKENS:	P41W11-P41W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	تعالي
     IS_TRANS:	tEAly
        INDEX:	P41W9
      OFFSETS:	31-36
       TOKENS:	P41W12-P41W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEAlay_1]
   UNSPLITVOC:	(taEAlaY)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	taEAlaY+(null)
        GLOSS:	come/be high/be raised/be exalted+you

 INPUT STRING:	حالا
     IS_TRANS:	HAlA
        INDEX:	P41W10
      OFFSETS:	37-41
       TOKENS:	P41W13-P41W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(HAlAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	HAl+AF
        GLOSS:	situation/condition/case/situations/conditions/cases/instances/state/quickly+[acc.indef.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P41W11
      OFFSETS:	41-42
       TOKENS:	P41W14-P41W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	سيب
     IS_TRANS:	syb
        INDEX:	P42W1
      OFFSETS:	0-3
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_2]
   UNSPLITVOC:	(siyb)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	siyb+(null)
        GLOSS:	leave+you

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P42W2
      OFFSETS:	4-8
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P42W3
      OFFSETS:	9-12
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	بتعمله
     IS_TRANS:	btEmlh
        INDEX:	P42W4
      OFFSETS:	13-19
       TOKENS:	P42W4-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomiluh)
          POS:	PROG_PART+IV3FS+IV+IVSUFF_DO:3MS
          VOC:	bi+ti+Eomil+uh
        GLOSS:	[present-tense]+it/they/she+function/make/act/do+it/him

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P42W5
      OFFSETS:	20-22
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	وتعالي
     IS_TRANS:	wtEAly
        INDEX:	P42W6
      OFFSETS:	23-29
       TOKENS:	P42W8-P42W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEAlay_1]
   UNSPLITVOC:	(witaEAlaY)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS
          VOC:	wi+taEAlaY+(null)
        GLOSS:	and+come/be high/be raised/be exalted+you

 INPUT STRING:	ويزعق
     IS_TRANS:	wyzEq
        INDEX:	P42W7
      OFFSETS:	30-35
       TOKENS:	P42W10-P42W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaE~aq_1]
   UNSPLITVOC:	(wiyizaE~aq)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+zaE~aq
        GLOSS:	and+he/it+scream

 INPUT STRING:	جامد
     IS_TRANS:	jAmd
        INDEX:	P42W8
      OFFSETS:	36-40
       TOKENS:	P42W12-P42W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jAmid_1]
   UNSPLITVOC:	(jAmid)
          POS:	ADV
          VOC:	jAmid
        GLOSS:	strongly

 INPUT STRING:	فشخ
     IS_TRANS:	f$x
        INDEX:	P42W9
      OFFSETS:	41-44
       TOKENS:	P42W13-P42W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fa$ox_1]
   UNSPLITVOC:	(fa$ox)
          POS:	ADJ
          VOC:	fa$ox
        GLOSS:	strongly

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P42W10
      OFFSETS:	44-45
       TOKENS:	P42W14-P42W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P43W1
      OFFSETS:	0-3
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	الساعة
     IS_TRANS:	AlsAEp
        INDEX:	P43W2
      OFFSETS:	4-10
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(AlsAEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+sAE+ap
        GLOSS:	the+hour/time/hours/clock/watch/timepiece/clocks/watches+[fem.sg.]

 INPUT STRING:	12
     IS_TRANS:	12
        INDEX:	P43W3
      OFFSETS:	11-13
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(12)
          POS:	NOUN_NUM
          VOC:	12
        GLOSS:	12

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P43W4
      OFFSETS:	13-14
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	30
     IS_TRANS:	30
        INDEX:	P43W5
      OFFSETS:	14-16
       TOKENS:	P43W5-P43W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(30)
          POS:	NOUN_NUM
          VOC:	30
        GLOSS:	30

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P43W6
      OFFSETS:	17-20
       TOKENS:	P43W6-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	ADV
          VOC:	kidah
        GLOSS:	just like that

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P43W7
      OFFSETS:	20-21
       TOKENS:	P43W7-P43W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	المهم
     IS_TRANS:	Almhm
        INDEX:	P44W1
      OFFSETS:	0-5
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~_1]
   UNSPLITVOC:	(Almuhim~)
          POS:	DET+NOUN
          VOC:	Al+muhim~
        GLOSS:	the+main thing/most important thing

 INPUT STRING:	روحت
     IS_TRANS:	rwHt
        INDEX:	P44W2
      OFFSETS:	6-10
       TOKENS:	P44W2-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raw~aH_1]
   UNSPLITVOC:	(raw~aHt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	raw~aH+t
        GLOSS:	fan/ventilate/revive+I

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P44W3
      OFFSETS:	10-11
       TOKENS:	P44W3-P44W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	أخذ
     IS_TRANS:	>x*
        INDEX:	P44W4
      OFFSETS:	12-15
       TOKENS:	P44W4-P44W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axa*_1]
   UNSPLITVOC:	(>axa*)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>axa*+(null)
        GLOSS:	take/begin/be taken+he/it

 INPUT STRING:	مني
     IS_TRANS:	mny
        INDEX:	P44W5
      OFFSETS:	16-19
       TOKENS:	P44W5-P44W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~iy)
          POS:	PREP+PRON_1S
          VOC:	min~+iy
        GLOSS:	from+me

 INPUT STRING:	مفتاح
     IS_TRANS:	mftAH
        INDEX:	P44W6
      OFFSETS:	20-25
       TOKENS:	P44W7-P44W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mufotAH_1]
   UNSPLITVOC:	(mufotAH)
          POS:	NOUN
          VOC:	mufotAH
        GLOSS:	key/switch/wrench/keys/switches/wrenches/spanner/lever

 INPUT STRING:	العربية
     IS_TRANS:	AlErbyp
        INDEX:	P44W7
      OFFSETS:	26-33
       TOKENS:	P44W8-P44W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_2]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+car+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P44W8
      OFFSETS:	33-34
       TOKENS:	P44W9-P44W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P44W9
      OFFSETS:	35-38
       TOKENS:	P44W10-P44W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	said/say/be said/(for example)+he/it

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P44W10
      OFFSETS:	39-41
       TOKENS:	P44W11-P44W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P44W11
      OFFSETS:	42-45
       TOKENS:	P44W13-P44W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P44W12
      OFFSETS:	46-49
       TOKENS:	P44W14-P44W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	ADV
          VOC:	kidah
        GLOSS:	just like that

 INPUT STRING:	ابقى
     IS_TRANS:	AbqY
        INDEX:	P44W13
      OFFSETS:	50-54
       TOKENS:	P44W15-P44W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(AiboqaY)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AiboqaY+(null)
        GLOSS:	become/begin/start/be/begin a new day+you

 INPUT STRING:	اتصرف
     IS_TRANS:	AtSrf
        INDEX:	P44W14
      OFFSETS:	55-60
       TOKENS:	P44W16-P44W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoSar~af_1]
   UNSPLITVOC:	(AitoSar~af)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	AitoSar~af+(null)
        GLOSS:	behave/act/do/make/manufacture/create/form/be reformed+he/it

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P44W15
      OFFSETS:	61-64
       TOKENS:	P44W17-P44W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
