 INPUT STRING:	إحم
     IS_TRANS:	mA
        INDEX:	P103W2
      OFFSETS:	4-6
       TOKENS:	P103W2-P103W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	why/what/which

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P103W3
      OFFSETS:	7-10
       TOKENS:	P103W3-P103W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P103W4
      OFFSETS:	11-15
       TOKENS:	P103W4-P103W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	عقبال
     IS_TRANS:	EqbAl
        INDEX:	P104W1
      OFFSETS:	0-5
       TOKENS:	P104W1-P104W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qubAl_1]
   UNSPLITVOC:	(EaqubAl)
          POS:	PREP+NOUN
          VOC:	Ea+qubAl
        GLOSS:	on/above+front/forward/in front of/before/foreground/opposite/monument/memorial

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P104W2
      OFFSETS:	6-8
       TOKENS:	P104W3-P104W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	ألبس
     IS_TRANS:	>lbs
        INDEX:	P104W3
      OFFSETS:	9-13
       TOKENS:	P104W4-P104W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[libis_1]
   UNSPLITVOC:	(Aalobis)
          POS:	IV1S+IV
          VOC:	Aa+lobis
        GLOSS:	I+put on/wear/dress/make vague/deceive/be worn/be dressed in

 INPUT STRING:	وأحط
     IS_TRANS:	w>HT
        INDEX:	P104W4
      OFFSETS:	14-18
       TOKENS:	P104W5-P104W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(wiAaHuT~)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+HuT~
        GLOSS:	and+I+descend/land/set down/lower

 INPUT STRING:	طرحة
     IS_TRANS:	TrHp
        INDEX:	P104W5
      OFFSETS:	19-23
       TOKENS:	P104W7-P104W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaroHap_1]
   UNSPLITVOC:	(TaroHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	TaroH+ap
        GLOSS:	headcloth/veil/headcloths/veils+[fem.sg.]

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P104W6
      OFFSETS:	24-28
       TOKENS:	P104W8-P104W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	حأوريكي
     IS_TRANS:	H>wryky
        INDEX:	P105W1
      OFFSETS:	0-7
       TOKENS:	P105W1-P105W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[war~aY_1]
   UNSPLITVOC:	(HaAawar~iykiy)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	Ha+Aa+war~iy+ik
        GLOSS:	will+I+stoke/kindle/conceal/feign/be stoked/be kindled/be concealed/be feigned+you

 INPUT STRING:	بيفور
     IS_TRANS:	byfwr
        INDEX:	P105W2
      OFFSETS:	8-13
       TOKENS:	P105W4-P105W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(byfwr)
          POS:	FOREIGN
          VOC:	byfwr
        GLOSS:	nogloss

 INPUT STRING:	يأس
     IS_TRANS:	y>s
        INDEX:	P106W1
      OFFSETS:	0-3
       TOKENS:	P106W1-P106W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(y>s)
          POS:	FOREIGN
          VOC:	y>s
        GLOSS:	nogloss

 INPUT STRING:	بالضبط
     IS_TRANS:	bAlDbT
        INDEX:	P106W2
      OFFSETS:	4-10
       TOKENS:	P106W2-P106W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DaboT_1]
   UNSPLITVOC:	(biAlDaboT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+DaboT
        GLOSS:	with/by+the+adjusting/regulating/precision/seizure/confiscation

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P106W3
      OFFSETS:	11-13
       TOKENS:	P106W4-P106W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P106W4
      OFFSETS:	14-17
       TOKENS:	P106W5-P106W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P106W5
      OFFSETS:	18-22
       TOKENS:	P106W6-P106W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	وريني
     IS_TRANS:	wryny
        INDEX:	P107W1
      OFFSETS:	0-5
       TOKENS:	P107W1-P107W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[war~aY_1]
   UNSPLITVOC:	(war~iyniy)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	war~+iy+niy
        GLOSS:	stoke/kindle/conceal/feign/be stoked/be kindled/be concealed/be feigned+you+me

 INPUT STRING:	فاهمة
     IS_TRANS:	fAhmp
        INDEX:	P108W1
      OFFSETS:	0-5
       TOKENS:	P108W1-P108W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fAhom+ap
        GLOSS:	understanding+[fem.sg.]

 INPUT STRING:	الفرق
     IS_TRANS:	Alfrq
        INDEX:	P108W2
      OFFSETS:	6-11
       TOKENS:	P108W2-P108W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faroq_1]
   UNSPLITVOC:	(Alfaroq)
          POS:	DET+NOUN
          VOC:	Al+faroq
        GLOSS:	the+difference/discrepancy/differences/discrepancies

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P109W1
      OFFSETS:	0-2
       TOKENS:	P109W1-P109W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	فاهمة
     IS_TRANS:	fAhmp
        INDEX:	P109W2
      OFFSETS:	3-8
       TOKENS:	P109W2-P109W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fAhom+ap
        GLOSS:	understanding+[fem.sg.]

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P109W3
      OFFSETS:	9-12
       TOKENS:	P109W3-P109W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	تهتز
     IS_TRANS:	thtz
        INDEX:	P110W1
      OFFSETS:	0-4
       TOKENS:	P110W1-P110W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(thtz)
          POS:	FOREIGN
          VOC:	thtz
        GLOSS:	nogloss

 INPUT STRING:	وبأقول
     IS_TRANS:	wb>qwl
        INDEX:	P110W2
      OFFSETS:	5-11
       TOKENS:	P110W2-P110W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wibAaquwl)
          POS:	CONJ+PROG_PART+IV1S+IV
          VOC:	wi+bi+Aa+quwl
        GLOSS:	and+[present-tense]+I+said/say/be said/(for example)

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P110W3
      OFFSETS:	12-14
       TOKENS:	P110W5-P110W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P110W4
      OFFSETS:	15-17
       TOKENS:	P110W7-P110W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	VERB
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	حدش
     IS_TRANS:	Hd$
        INDEX:	P110W5
      OFFSETS:	18-21
       TOKENS:	P110W8-P110W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Hd$)
          POS:	NO_FUNC
          VOC:	Hd$
        GLOSS:	nogloss

 INPUT STRING:	ييودج
     IS_TRANS:	yywdj
        INDEX:	P110W6
      OFFSETS:	22-27
       TOKENS:	P110W9-P110W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(yywdj)
          POS:	FOREIGN
          VOC:	yywdj
        GLOSS:	nogloss

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P110W7
      OFFSETS:	28-31
       TOKENS:	P110W10-P110W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P110W8
      OFFSETS:	32-35
       TOKENS:	P110W11-P110W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	يهدا
     IS_TRANS:	yhdA
        INDEX:	P110W9
      OFFSETS:	36-40
       TOKENS:	P110W12-P110W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hidiy_1]
   UNSPLITVOC:	(yihodA)
          POS:	IV3MS+IV
          VOC:	yi+hodA
        GLOSS:	he/it+subside/calm down/relaxe/be calm/guide

 INPUT STRING:	هاهاها
     IS_TRANS:	hAhAhA
        INDEX:	P111W1
      OFFSETS:	0-6
       TOKENS:	P111W1-P111W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hA_1]
   UNSPLITVOC:	(hAhAhA)
          POS:	INTERJ
          VOC:	hAhAhA
        GLOSS:	laughing

 INPUT STRING:	حسيت
     IS_TRANS:	Hsyt
        INDEX:	P112W1
      OFFSETS:	0-4
       TOKENS:	P112W1-P112W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Has~_1]
   UNSPLITVOC:	(Has~iyt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Has~+ayt
        GLOSS:	feel+I

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P112W2
      OFFSETS:	5-9
       TOKENS:	P112W2-P112W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	موجه
     IS_TRANS:	mwjh
        INDEX:	P112W3
      OFFSETS:	10-14
       TOKENS:	P112W3-P112W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muwaj~ah_1]
   UNSPLITVOC:	(muwaj~ah)
          POS:	ADJ
          VOC:	muwaj~ah
        GLOSS:	directed/aimed

 INPUT STRING:	ليا
     IS_TRANS:	lyA
        INDEX:	P112W4
      OFFSETS:	15-18
       TOKENS:	P112W4-P112W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyA)
          POS:	PREP+PRON_1S
          VOC:	li+yA
        GLOSS:	for/to+I/me

 INPUT STRING:	نو
     IS_TRANS:	nw
        INDEX:	P113W1
      OFFSETS:	0-2
       TOKENS:	P113W1-P113W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nw)
          POS:	FOREIGN
          VOC:	nw
        GLOSS:	nogloss

 INPUT STRING:	نو
     IS_TRANS:	nw
        INDEX:	P113W2
      OFFSETS:	3-5
       TOKENS:	P113W2-P113W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nw)
          POS:	FOREIGN
          VOC:	nw
        GLOSS:	nogloss

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P113W3
      OFFSETS:	6-9
       TOKENS:	P113W3-P113W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/entire/every/whole+his/its

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P113W4
      OFFSETS:	10-11
       TOKENS:	P113W5-P113W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P114W1
      OFFSETS:	0-2
       TOKENS:	P114W1-P114W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	فرحت
     IS_TRANS:	frHt
        INDEX:	P114W2
      OFFSETS:	3-7
       TOKENS:	P114W2-P114W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[firiH_1]
   UNSPLITVOC:	(firiHt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	firiH+t
        GLOSS:	gladden/make merry/rejoice/be glad+I

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P114W3
      OFFSETS:	8-13
       TOKENS:	P114W3-P114W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by/with+Allah/God

 INPUT STRING:	طلعت
     IS_TRANS:	TlEt
        INDEX:	P115W1
      OFFSETS:	0-4
       TOKENS:	P115W1-P115W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(TiloEit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	TiloE+it
        GLOSS:	ascend/begin to/rise/start/seems/come out/get out/turn be+it/they/she

 INPUT STRING:	البرأندس
     IS_TRANS:	Albr>nds
        INDEX:	P115W2
      OFFSETS:	5-13
       TOKENS:	P115W2-P115W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Albr>nds)
          POS:	FOREIGN
          VOC:	Albr>nds
        GLOSS:	nogloss

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P115W3
      OFFSETS:	14-18
       TOKENS:	P115W3-P115W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	good+[fem.sg.]

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P115W4
      OFFSETS:	19-22
       TOKENS:	P115W4-P115W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P116W1
      OFFSETS:	0-4
       TOKENS:	P116W1-P116W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	and+I/me

 INPUT STRING:	اتطمنت
     IS_TRANS:	AtTmnt
        INDEX:	P116W2
      OFFSETS:	5-11
       TOKENS:	P116W3-P116W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoTam~in_1]
   UNSPLITVOC:	(AitoTam~int)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	AitoTam~in+t
        GLOSS:	be calm/be reassured+I

 INPUT STRING:	وحتثبت
     IS_TRANS:	wHtvbt
        INDEX:	P117W1
      OFFSETS:	0-6
       TOKENS:	P117W1-P117W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vabat_1]
   UNSPLITVOC:	(wiHativobit)
          POS:	CONJ+FUT_PART+IV3FS+IV
          VOC:	wi+Ha+ti+vobit
        GLOSS:	and+will+it/they/she+be stable/be established

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P117W2
      OFFSETS:	7-9
       TOKENS:	P117W4-P117W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P117W3
      OFFSETS:	10-13
       TOKENS:	P117W5-P117W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P117W4
      OFFSETS:	14-18
       TOKENS:	P117W6-P117W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P118W1
      OFFSETS:	0-3
       TOKENS:	P118W1-P118W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	and+it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P119W1
      OFFSETS:	0-2
       TOKENS:	P119W1-P119W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	صايعة
     IS_TRANS:	SAyEp
        INDEX:	P119W2
      OFFSETS:	3-8
       TOKENS:	P119W2-P119W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAyiE_1]
   UNSPLITVOC:	(SAyoEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	SAyoE+ap
        GLOSS:	gangsters+[fem.sg.]

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P119W3
      OFFSETS:	9-13
       TOKENS:	P119W3-P119W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P120W1
      OFFSETS:	0-4
       TOKENS:	P120W1-P120W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	الكلور
     IS_TRANS:	Alklwr
        INDEX:	P120W2
      OFFSETS:	5-11
       TOKENS:	P120W3-P120W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kuluwr_1]
   UNSPLITVOC:	(Alkuluwr)
          POS:	DET+NOUN
          VOC:	Al+kulawr
        GLOSS:	the+chorine

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P120W3
      OFFSETS:	12-16
       TOKENS:	P120W4-P120W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P120W4
      OFFSETS:	17-20
       TOKENS:	P120W5-P120W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P120W5
      OFFSETS:	21-26
       TOKENS:	P120W6-P120W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P120W6
      OFFSETS:	27-29
       TOKENS:	P120W7-P120W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عندها
     IS_TRANS:	EndhA
        INDEX:	P120W7
      OFFSETS:	30-35
       TOKENS:	P120W8-P120W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(EanodahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Eanod+hA
        GLOSS:	at/have/possession/with+its/their/her

 INPUT STRING:	بإن
     IS_TRANS:	b<n
        INDEX:	P120W8
