 INPUT STRING:	عاوزه
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaloqAn_1]
   UNSPLITVOC:	(qaloqAnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	qaloqAn+ap
        GLOSS:	worried/concerned/disturbed+[fem.sg.]

 INPUT STRING:	طمني
     IS_TRANS:	Tmny
        INDEX:	P77W3
      OFFSETS:	11-15
       TOKENS:	P77W3-P77W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tam~in_1]
   UNSPLITVOC:	(Tam~iniy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Tam~in+iy
        GLOSS:	assuage/calm down/pacify/reassure+you

 INPUT STRING:	بسمه
     IS_TRANS:	bsmh
        INDEX:	P77W4
      OFFSETS:	16-20
       TOKENS:	P77W4-P77W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[basomap_1]
   UNSPLITVOC:	(basomap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	basom+ap
        GLOSS:	Basma+[fem.sg.]

 INPUT STRING:	إنك
     IS_TRANS:	<nk
        INDEX:	P77W5
      OFFSETS:	21-24
       TOKENS:	P77W5-P77W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ak)
          POS:	SUB_CONJ+PRON_2MS
          VOC:	<in~+ak
        GLOSS:	that+you

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P77W6
      OFFSETS:	25-29
       TOKENS:	P77W7-P77W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	ADJ
          VOC:	kuway~is
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P77W7
      OFFSETS:	30-32
       TOKENS:	P77W8-P77W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P77W8
      OFFSETS:	33-35
       TOKENS:	P77W9-P77W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	قادر
     IS_TRANS:	qAdr
        INDEX:	P77W9
      OFFSETS:	36-40
       TOKENS:	P77W10-P77W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAdir_1]
   UNSPLITVOC:	(qAdir)
          POS:	ADJ.VN
          VOC:	qAdir
        GLOSS:	capable/able

 INPUT STRING:	تتصل
     IS_TRANS:	ttSl
        INDEX:	P77W10
      OFFSETS:	41-45
       TOKENS:	P77W11-P77W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~aSal_1]
   UNSPLITVOC:	(tit~iSil)
          POS:	IV2MS+IV
          VOC:	ti+t~iSil
        GLOSS:	you+contact/get in touch (with)

 INPUT STRING:	ابنك
     IS_TRANS:	Abnk
        INDEX:	P78W1
      OFFSETS:	0-4
       TOKENS:	P78W1-P78W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ibon_1]
   UNSPLITVOC:	(<ibonak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	<ibon+ak
        GLOSS:	son/children/sons+you

 INPUT STRING:	نام
     IS_TRANS:	nAm
        INDEX:	P78W2
      OFFSETS:	5-8
       TOKENS:	P78W3-P78W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(nAm)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	nAm+(null)
        GLOSS:	sleep/lie down+he/it

 INPUT STRING:	براحته
     IS_TRANS:	brAHth
        INDEX:	P78W3
      OFFSETS:	9-15
       TOKENS:	P78W4-P78W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAHap_1]
   UNSPLITVOC:	(birAHtuh)
          POS:	PREP+NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	bi+rAH+ap+uh
        GLOSS:	with/by+rest/repose/leisure/palm of the hand+[fem.sg.]+his/its

 INPUT STRING:	وصاخي
     IS_TRANS:	wSAxy
        INDEX:	P78W4
      OFFSETS:	16-21
       TOKENS:	P78W7-P78W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wSAxy)
          POS:	TYPO
          VOC:	wSAxy
        GLOSS:	nogloss

 INPUT STRING:	يتأمر
     IS_TRANS:	yt>mr
        INDEX:	P78W5
      OFFSETS:	22-27
       TOKENS:	P78W8-P78W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[to>amar_1]
   UNSPLITVOC:	(yito>amir)
          POS:	IV3MS+IV
          VOC:	yi+to>amar
        GLOSS:	he/it+make a conspiracy/giving orders

 INPUT STRING:	عليا
     IS_TRANS:	ElyA
        INDEX:	P78W6
      OFFSETS:	28-32
       TOKENS:	P78W9-P78W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealiy~A)
          POS:	PREP+PRON_1S
          VOC:	Ealiy~+A
        GLOSS:	on+me

 INPUT STRING:	ومصمم
     IS_TRANS:	wmSmm
        INDEX:	P78W7
      OFFSETS:	33-38
       TOKENS:	P78W11-P78W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muSam~im_1]
   UNSPLITVOC:	(wimuSam~im)
          POS:	CONJ+ADJ.VN
          VOC:	wa+muSam~im
        GLOSS:	and+determined/resolute

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P78W8
      OFFSETS:	39-42
       TOKENS:	P78W13-P78W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he

 INPUT STRING:	يخلص
     IS_TRANS:	yxlS
        INDEX:	P78W9
      OFFSETS:	43-47
       TOKENS:	P78W15-P78W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aS_1]
   UNSPLITVOC:	(yixal~aS)
          POS:	IV3MS+IV
          VOC:	yi+xal~aS
        GLOSS:	he/it+finish

 INPUT STRING:	الواجب
     IS_TRANS:	AlwAjb
        INDEX:	P78W10
      OFFSETS:	48-54
       TOKENS:	P78W16-P78W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAjib_1]
   UNSPLITVOC:	(AlwAjib)
          POS:	DET+NOUN
          VOC:	Al+wAjib
        GLOSS:	the+duty/obligation/requirement/duties/obligations

 INPUT STRING:	عمال
     IS_TRANS:	EmAl
        INDEX:	P78W11
      OFFSETS:	55-59
       TOKENS:	P78W17-P78W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~Al_1]
   UNSPLITVOC:	(Eam~Al)
          POS:	ADJ
          VOC:	Eam~Al
        GLOSS:	continue

 INPUT STRING:	يقول
     IS_TRANS:	yqwl
        INDEX:	P78W12
      OFFSETS:	60-64
       TOKENS:	P78W18-P78W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwl)
          POS:	IV3MS+IV
          VOC:	yi+quwl
        GLOSS:	he/it+said/say/be said/(for example)

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P78W13
      OFFSETS:	65-67
       TOKENS:	P78W19-P78W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liiy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	خلصي
     IS_TRANS:	xlSy
        INDEX:	P78W14
      OFFSETS:	68-72
       TOKENS:	P78W21-P78W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aS_1]
   UNSPLITVOC:	(xal~aSiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	xal~aS+iy
        GLOSS:	purify/refine/clarify/finish+you

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P78W15
      OFFSETS:	73-76
       TOKENS:	P78W22-P78W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	وساعديني
     IS_TRANS:	wsAEdyny
        INDEX:	P78W16
      OFFSETS:	77-85
       TOKENS:	P78W23-P78W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEid_1]
   UNSPLITVOC:	(wisAEodiyniy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	wi+sAEod+iy+niy
        GLOSS:	and+contribute/assist/support/help+you+me

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P79W1
      OFFSETS:	0-3
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	زهقت
     IS_TRANS:	zhqt
        INDEX:	P79W2
      OFFSETS:	4-8
       TOKENS:	P79W2-P79W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zihiq_1]
   UNSPLITVOC:	(zihiqt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	zihiq+t
        GLOSS:	become bored with/become impatient with/consider tedious/silly/spoil/ruin/make tedious/boring+I

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P79W3
      OFFSETS:	9-11
       TOKENS:	P79W3-P79W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	طريقة
     IS_TRANS:	Tryqp
        INDEX:	P79W4
      OFFSETS:	12-17
       TOKENS:	P79W4-P79W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyqap_1]
   UNSPLITVOC:	(Tariyqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Tariyq+ap
        GLOSS:	method/procedure/methods/manners+[fem.sg.]

 INPUT STRING:	ابنك
     IS_TRANS:	Abnk
        INDEX:	P79W5
      OFFSETS:	18-22
       TOKENS:	P79W5-P79W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ibon_1]
   UNSPLITVOC:	(<ibonak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	<ibon+ak
        GLOSS:	son/children/sons+your

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P79W6
      OFFSETS:	23-25
       TOKENS:	P79W7-P79W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	وبجد
     IS_TRANS:	wbjd
        INDEX:	P79W7
      OFFSETS:	26-30
       TOKENS:	P79W8-P79W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(wibijad~)
          POS:	CONJ+PREP+NOUN
          VOC:	wi+bi+jid~
        GLOSS:	and+with/by+seriousness/earnestness/very/much

 INPUT STRING:	معنديش
     IS_TRANS:	mEndy$
        INDEX:	P79W8
      OFFSETS:	31-37
       TOKENS:	P79W11-P79W11
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mEndy$)
          POS:	NO_FUNC
          VOC:	mEndy$
        GLOSS:	nogloss

 INPUT STRING:	صبر
     IS_TRANS:	Sbr
        INDEX:	P79W9
      OFFSETS:	38-41
       TOKENS:	P79W12-P79W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sabor_1]
   UNSPLITVOC:	(Sabor)
          POS:	NOUN
          VOC:	Sabor
        GLOSS:	patience/endurance

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P79W10
      OFFSETS:	42-46
       TOKENS:	P79W13-P79W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiyh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+him

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P79W11
      OFFSETS:	47-49
       TOKENS:	P79W15-P79W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	طحت
     IS_TRANS:	THt
        INDEX:	P79W12
      OFFSETS:	50-53
       TOKENS:	P79W16-P79W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TaH_1]
   UNSPLITVOC:	(TiHt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	TiH+t
        GLOSS:	cry/shout+I

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P79W13
      OFFSETS:	54-57
       TOKENS:	P79W17-P79W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+h
        GLOSS:	in+him

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P79W14
      OFFSETS:	58-61
       TOKENS:	P79W19-P79W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P79W15
      OFFSETS:	62-64
       TOKENS:	P79W20-P79W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مسئولة
     IS_TRANS:	ms}wlp
        INDEX:	P79W16
      OFFSETS:	65-71
       TOKENS:	P79W21-P79W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso}uwl_1]
   UNSPLITVOC:	(maso}uwlap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maso}uwl+ap
        GLOSS:	responsible+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P79W17
      OFFSETS:	72-75
       TOKENS:	P79W22-P79W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	امه
     IS_TRANS:	Amh
        INDEX:	P79W18
      OFFSETS:	76-79
       TOKENS:	P79W23-P79W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~_1]
   UNSPLITVOC:	(>um~h)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>um~+uh
        GLOSS:	mother/maternal/mothers+his/its

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P79W19
      OFFSETS:	80-81
       TOKENS:	P79W25-P79W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P79W20
      OFFSETS:	82-85
       TOKENS:	P79W26-P79W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P79W21
      OFFSETS:	86-88
       TOKENS:	P79W27-P79W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	لاقية
     IS_TRANS:	lAqyp
        INDEX:	P79W22
      OFFSETS:	89-94
       TOKENS:	P79W28-P79W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqiy_1]
   UNSPLITVOC:	(lAqoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	lAqoy+ap
        GLOSS:	finding/seeing+[fem.sg.]

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P79W23
      OFFSETS:	95-97
       TOKENS:	P79W29-P79W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Had~_2]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	person

 INPUT STRING:	بشيلني
     IS_TRANS:	b$ylny
        INDEX:	P79W24
      OFFSETS:	98-104
       TOKENS:	P79W30-P79W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(b$ylny)
          POS:	TYPO
          VOC:	b$ylny
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P79W25
      OFFSETS:	105-108
       TOKENS:	P79W31-P79W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	تعبت
     IS_TRANS:	tEbt
        INDEX:	P79W26
      OFFSETS:	109-113
       TOKENS:	P79W32-P79W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tiEib_1]
   UNSPLITVOC:	(tiEibt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	tiEib+t
        GLOSS:	work hard/be tired+I

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P80W1
      OFFSETS:	0-3
       TOKENS:	P80W1-P80W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	داخلة
     IS_TRANS:	dAxlp
        INDEX:	P80W2
      OFFSETS:	4-9
       TOKENS:	P80W2-P80W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAxil_1]
   UNSPLITVOC:	(dAxolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	dAxol+ap
        GLOSS:	entering+[fem.sg.]

 INPUT STRING:	انام
     IS_TRANS:	AnAm
        INDEX:	P80W3
      OFFSETS:	10-14
       TOKENS:	P80W3-P80W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(AanAm)
          POS:	IV1S+IV
          VOC:	Aa+nAm
        GLOSS:	I+sleep/lie down

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P81W1
      OFFSETS:	0-3
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	بتحبطى
     IS_TRANS:	btHbTY
        INDEX:	P81W2
      OFFSETS:	4-10
       TOKENS:	P81W2-P81W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(btHbTY)
          POS:	NO_FUNC
          VOC:	btHbTY
        GLOSS:	nogloss

 INPUT STRING:	نفسك
     IS_TRANS:	nfsk
        INDEX:	P81W3
      OFFSETS:	11-15
       TOKENS:	P81W3-P81W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	nafos+ik
        GLOSS:	same/self/selves/soul/souls+your

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P81W4
      OFFSETS:	16-19
       TOKENS:	P81W5-P81W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عند
     IS_TRANS:	End
        INDEX:	P81W5
      OFFSETS:	20-23
       TOKENS:	P81W6-P81W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanod)
          POS:	NOUN
          VOC:	Eanod
        GLOSS:	at/have/possession/with

 INPUT STRING:	صاحبي
     IS_TRANS:	SAHby
        INDEX:	P81W6
      OFFSETS:	24-29
       TOKENS:	P81W7-P81W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(SAHobiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	SAHob+iy
        GLOSS:	owner/originator/owners/originators/friend/companion/friends/companions+my

 INPUT STRING:	ميار
     IS_TRANS:	myAr
        INDEX:	P82W1
      OFFSETS:	0-4
       TOKENS:	P82W1-P82W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mayAr_1]
   UNSPLITVOC:	(mayAr)
          POS:	NOUN_PROP
          VOC:	mayAr
        GLOSS:	Mayar

 INPUT STRING:	خدت
     IS_TRANS:	xdt
        INDEX:	P82W2
      OFFSETS:	5-8
       TOKENS:	P82W2-P82W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xad_1]
   UNSPLITVOC:	(xadit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	xad+it
        GLOSS:	take+it/they/she

 INPUT STRING:	الخاتم
     IS_TRANS:	AlxAtm
        INDEX:	P82W3
      OFFSETS:	9-15
       TOKENS:	P82W3-P82W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAtim_1]
   UNSPLITVOC:	(AlxAtim)
          POS:	DET+NOUN
          VOC:	Al+xAtim
        GLOSS:	the+ring/seal/rings/seals

 INPUT STRING:	ماتنساش
     IS_TRANS:	mAtnsA$
        INDEX:	P83W1
      OFFSETS:	0-7
       TOKENS:	P83W1-P83W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nasaY_1]
   UNSPLITVOC:	(mA_tinosA$)
          POS:	NEG_PART+IV2MS+IV+NEG_PART
          VOC:	mA+ti+nosA+$
        GLOSS:	not+you+forget+not

 INPUT STRING:	تديله
     IS_TRANS:	tdylh
        INDEX:	P83W2
      OFFSETS:	8-13
       TOKENS:	P83W4-P83W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aid~aY_1]
   UNSPLITVOC:	(tid~iy_luh)
          POS:	IV2MS+IV+PREP+PRON_3MS
          VOC:	ti+d~iy+li+uh
