 INPUT STRING:	وحشتيني
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هأعرف
     IS_TRANS:	h>Erf
        INDEX:	P75W12
      OFFSETS:	58-63
       TOKENS:	P75W17-P75W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(HaAaEoraf)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+Eoraf
        GLOSS:	will+I+know

 INPUT STRING:	أروح
     IS_TRANS:	>rwH
        INDEX:	P75W13
      OFFSETS:	64-68
       TOKENS:	P75W19-P75W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(AaruwH)
          POS:	IV1S+IV
          VOC:	Aa+ruwH
        GLOSS:	I+begin/go

 INPUT STRING:	سموحة
     IS_TRANS:	smwHp
        INDEX:	P75W14
      OFFSETS:	69-74
       TOKENS:	P75W20-P75W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sumuwHap_1]
   UNSPLITVOC:	(sumuwHap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	sumuwH+ap
        GLOSS:	Smouha+[fem.sg.]

 INPUT STRING:	بتاكسي
     IS_TRANS:	btAksy
        INDEX:	P75W15
      OFFSETS:	75-81
       TOKENS:	P75W21-P75W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAkosiy_1]
   UNSPLITVOC:	(bitAkosiy)
          POS:	PREP+NOUN
          VOC:	bi+tAkosiy
        GLOSS:	with/by+taxi

 INPUT STRING:	أعدي
     IS_TRANS:	>Edy
        INDEX:	P76W1
      OFFSETS:	0-4
       TOKENS:	P76W1-P76W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ead~aY_1]
   UNSPLITVOC:	(AaEad~iy)
          POS:	IV1S+IV
          VOC:	Aa+Ead~iy
        GLOSS:	I+traverse/cross/be traversed/be crossed

 INPUT STRING:	عليكي
     IS_TRANS:	Elyky
        INDEX:	P76W2
      OFFSETS:	5-10
       TOKENS:	P76W2-P76W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealaiykiy)
          POS:	PREP+PRON_2FS
          VOC:	EalaY+ik
        GLOSS:	on/above+you

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P76W3
      OFFSETS:	11-14
       TOKENS:	P76W4-P76W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	رايحة
     IS_TRANS:	rAyHp
        INDEX:	P76W4
      OFFSETS:	15-20
       TOKENS:	P76W5-P76W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(rAyoHap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	rAyoH+ap
        GLOSS:	going+[fem.sg.]

 INPUT STRING:	لوحدي
     IS_TRANS:	lwHdy
        INDEX:	P76W5
      OFFSETS:	21-26
       TOKENS:	P76W6-P76W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHod_1]
   UNSPLITVOC:	(liwaHodiy)
          POS:	PREP+NOUN+POSS_PRON_1S
          VOC:	li+waHod+iy
        GLOSS:	for/to+alone/only+my

 INPUT STRING:	اوكيه
     IS_TRANS:	Awkyh
        INDEX:	P76W6
      OFFSETS:	27-32
       TOKENS:	P76W9-P76W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uwk~iyh_1]
   UNSPLITVOC:	(>uwk~iyh)
          POS:	INTERJ
          VOC:	>uwk~iyh
        GLOSS:	ok

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P77W1
      OFFSETS:	0-2
       TOKENS:	P77W1-P77W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	إسراء
     IS_TRANS:	<srA'
        INDEX:	P77W2
      OFFSETS:	3-8
       TOKENS:	P77W2-P77W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisorA'_1]
   UNSPLITVOC:	(AisorA')
          POS:	NOUN_PROP
          VOC:	AisorA'
        GLOSS:	Israa

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P77W3
      OFFSETS:	9-13
       TOKENS:	P77W3-P77W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be/was/were+it/they/she

 INPUT STRING:	جاية
     IS_TRANS:	jAyp
        INDEX:	P77W4
      OFFSETS:	14-18
       TOKENS:	P77W4-P77W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAy~_1]
   UNSPLITVOC:	(jAy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jAy~+ap
        GLOSS:	coming+[fem.sg.]

 INPUT STRING:	معاكي
     IS_TRANS:	mEAky
        INDEX:	P77W5
      OFFSETS:	19-24
       TOKENS:	P77W5-P77W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAkiy)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	maEa+ik
        GLOSS:	with+your

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P77W6
      OFFSETS:	25-29
       TOKENS:	P77W7-P77W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	أيه
     IS_TRANS:	>yh
        INDEX:	P77W7
      OFFSETS:	30-33
       TOKENS:	P77W8-P77W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	لوحدك
     IS_TRANS:	lwHdk
        INDEX:	P77W8
      OFFSETS:	34-39
       TOKENS:	P77W9-P77W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHod_1]
   UNSPLITVOC:	(liwaHodik)
          POS:	PREP+NOUN+POSS_PRON_2FS
          VOC:	li+waHod+ik
        GLOSS:	for/to+alone/only+your

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P77W9
      OFFSETS:	40-41
       TOKENS:	P77W12-P77W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	مالحقتش
     IS_TRANS:	mAlHqt$
        INDEX:	P78W1
      OFFSETS:	0-7
       TOKENS:	P78W1-P78W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liHiq_1]
   UNSPLITVOC:	(mA_loHiqti$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+loHiq+t+$
        GLOSS:	not+follow/be attached/[help!]/reach+I+not

 INPUT STRING:	فهأروح
     IS_TRANS:	fh>rwH
        INDEX:	P78W2
      OFFSETS:	8-14
       TOKENS:	P78W4-P78W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[raH_1]
   UNSPLITVOC:	(faHaArowuH)
          POS:	CONJ+FUT_PART+IV1S+IV
          VOC:	fa+Ha+Aa+rowuH
        GLOSS:	so/and+will+I+go

 INPUT STRING:	أخده
     IS_TRANS:	>xdh
        INDEX:	P78W3
      OFFSETS:	15-19
       TOKENS:	P78W7-P78W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(Aaxoduh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	Aa+xod+uh
        GLOSS:	I+I/take+it/him

 INPUT STRING:	وأرجع
     IS_TRANS:	w>rjE
        INDEX:	P78W4
      OFFSETS:	20-25
       TOKENS:	P78W9-P78W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(wiAarojaE)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+rojaE
        GLOSS:	and+I+come back/go back/return back/return

 INPUT STRING:	لها
     IS_TRANS:	lhA
        INDEX:	P78W5
      OFFSETS:	26-29
       TOKENS:	P78W11-P78W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lahA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	for/to+it/her/them

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P78W6
      OFFSETS:	30-32
       TOKENS:	P78W13-P78W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P78W7
      OFFSETS:	33-36
       TOKENS:	P78W14-P78W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P78W8
      OFFSETS:	37-41
       TOKENS:	P78W15-P78W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P79W1
      OFFSETS:	0-3
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P79W2
      OFFSETS:	4-7
       TOKENS:	P79W2-P79W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مستنياكوا
     IS_TRANS:	mstnyAkwA
        INDEX:	P79W3
      OFFSETS:	8-17
       TOKENS:	P79W3-P79W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mstnyAkwA)
          POS:	NO_FUNC
          VOC:	mstnyAkwA
        GLOSS:	nogloss

 INPUT STRING:	نانا
     IS_TRANS:	nAnA
        INDEX:	P80W1
      OFFSETS:	0-4
       TOKENS:	P80W1-P80W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAnA_1]
   UNSPLITVOC:	(nAnA)
          POS:	NOUN_PROP
          VOC:	nAnA
        GLOSS:	Nana

 INPUT STRING:	هتوحشيني
     IS_TRANS:	htwH$yny
        INDEX:	P80W2
      OFFSETS:	5-13
       TOKENS:	P80W2-P80W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waHa$_1]
   UNSPLITVOC:	(HatiwaHa$iyniy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:1S
          VOC:	Ha+ti+waHa$+iy+niy
        GLOSS:	will+you+miss+you+me

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P80W3
      OFFSETS:	14-17
       TOKENS:	P80W5-P80W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	وانتي
     IS_TRANS:	wAnty
        INDEX:	P81W1
      OFFSETS:	0-5
       TOKENS:	P81W1-P81W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(wiAinotiy)
          POS:	CONJ+PRON_2FS
          VOC:	wi+Ainotiy
        GLOSS:	and+you [fem.sg.]/you/feminine

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P81W2
      OFFSETS:	6-9
       TOKENS:	P81W3-P81W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P81W3
      OFFSETS:	10-13
       TOKENS:	P81W4-P81W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P81W4
      OFFSETS:	14-19
       TOKENS:	P81W5-P81W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	واي
     IS_TRANS:	wAy
        INDEX:	P82W1
      OFFSETS:	0-3
       TOKENS:	P82W1-P82W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wAy)
          POS:	FOREIGN
          VOC:	wAy
        GLOSS:	nogloss

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P82W2
      OFFSETS:	4-7
       TOKENS:	P82W2-P82W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(HtY)
          POS:	FOREIGN
          VOC:	HtY
        GLOSS:	nogloss

 INPUT STRING:	أشوفك
     IS_TRANS:	>$wfk
        INDEX:	P82W3
      OFFSETS:	8-13
       TOKENS:	P82W3-P82W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(Aa$uwfik)
          POS:	IV1S+IV+IVSUFF_DO:2FS
          VOC:	Aa+$uwf+ik
        GLOSS:	I+look+you

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P82W4
      OFFSETS:	14-17
       TOKENS:	P82W5-P82W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P82W5
      OFFSETS:	18-21
       TOKENS:	P82W6-P82W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P83W1
      OFFSETS:	0-2
       TOKENS:	P83W1-P83W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P83W2
      OFFSETS:	3-6
       TOKENS:	P83W2-P83W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	حاسة
     IS_TRANS:	HAsp
        INDEX:	P83W3
      OFFSETS:	7-11
       TOKENS:	P83W3-P83W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAsis_1]
   UNSPLITVOC:	(HAs~ap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	HAs~+ap
        GLOSS:	feeling+[fem.sg.]

 INPUT STRING:	أني
     IS_TRANS:	>ny
        INDEX:	P83W4
      OFFSETS:	12-15
       TOKENS:	P83W4-P83W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~iy)
          POS:	SUB_CONJ+PRON_1S
          VOC:	<in~+iy
        GLOSS:	that+I/me

 INPUT STRING:	لون
     IS_TRANS:	lwn
        INDEX:	P83W5
      OFFSETS:	16-19
       TOKENS:	P83W6-P83W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lwn)
          POS:	FOREIGN
          VOC:	lwn
        GLOSS:	nogloss

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P83W6
      OFFSETS:	20-22
       TOKENS:	P83W7-P83W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(ly)
          POS:	FOREIGN
          VOC:	ly
        GLOSS:	nogloss

 INPUT STRING:	تحسي
     IS_TRANS:	tHsy
        INDEX:	P83W7
      OFFSETS:	23-27
       TOKENS:	P83W8-P83W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tHsy)
          POS:	FOREIGN
          VOC:	tHsy
        GLOSS:	nogloss

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P83W8
      OFFSETS:	28-30
       TOKENS:	P83W9-P83W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(dy)
          POS:	FOREIGN
          VOC:	dy
        GLOSS:	nogloss

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P83W9
      OFFSETS:	31-34
       TOKENS:	P83W10-P83W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	عند
     IS_TRANS:	End
        INDEX:	P83W10
      OFFSETS:	35-38
       TOKENS:	P83W11-P83W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(End)
          POS:	FOREIGN
          VOC:	End
        GLOSS:	nogloss

 INPUT STRING:	ماما
     IS_TRANS:	mAmA
        INDEX:	P83W11
      OFFSETS:	39-43
       TOKENS:	P83W12-P83W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(mAmA)
          POS:	NOUN
          VOC:	mAmA
        GLOSS:	mama

 INPUT STRING:	وحشتني
     IS_TRANS:	wH$tny
        INDEX:	P83W12
      OFFSETS:	44-50
       TOKENS:	P83W13-P83W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHa$_1]
   UNSPLITVOC:	(waHa$itniy)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:1S
          VOC:	waHa$+it+niy
        GLOSS:	miss+it/they/she+me

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P83W13
      OFFSETS:	51-54
       TOKENS:	P83W15-P83W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P84W1
      OFFSETS:	0-1
       TOKENS:	P84W1-P84W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P85W1
      OFFSETS:	0-2
       TOKENS:	P85W1-P85W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	جاية
     IS_TRANS:	jAyp
        INDEX:	P85W2
      OFFSETS:	3-7
       TOKENS:	P85W2-P85W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAy~_1]
   UNSPLITVOC:	(jAy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jAy~+ap
        GLOSS:	coming+[fem.sg.]

 INPUT STRING:	إمتى
     IS_TRANS:	<mtY
        INDEX:	P85W3
      OFFSETS:	8-12
       TOKENS:	P85W3-P85W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imotaY_1]
   UNSPLITVOC:	(<imotaY)
          POS:	INTERROG_ADV
          VOC:	<imotaY
        GLOSS:	when

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P85W4
      OFFSETS:	13-15
       TOKENS:	P85W4-P85W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P85W5
      OFFSETS:	16-19
       TOKENS:	P85W5-P85W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P85W6
      OFFSETS:	20-24
       TOKENS:	P85W6-P85W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P86W1
      OFFSETS:	0-4
       TOKENS:	P86W1-P86W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	شهر
     IS_TRANS:	$hr
        INDEX:	P86W2
      OFFSETS:	5-8
       TOKENS:	P86W2-P86W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	($ahor)
          POS:	NOUN
          VOC:	$ahor
        GLOSS:	month/months

 INPUT STRING:	نفس
     IS_TRANS:	nfs
        INDEX:	P87W1
      OFFSETS:	0-3
       TOKENS:	P87W1-P87W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
